,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,locked_date
15,"['javascript', 'jquery', 'html', 'vlc']","{'account_id': 15046306, 'reputation': 55, 'user_id': 10859359, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ff942ffb4638548f53d9365598f142d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ariel Dlz', 'link': 'https://stackoverflow.com/users/10859359/ariel-dlz'}",False,893,,1,0,1666207755,1549649972,1666207755.0,54598180,CC BY-SA 4.0,https://stackoverflow.com/questions/54598180/open-file-in-vlc-from-a-href-path-of-file-wav,Open file in VLC from a href=&quot;path/of/file..WAV&quot;,,,,,
16,"['php', 'html', 'woocommerce']","{'account_id': 3242872, 'reputation': 1017, 'user_id': 5769648, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/40ef88c1e920558703d2fa72efebaae6?s=256&d=identicon&r=PG&f=1', 'display_name': 'p_e_88', 'link': 'https://stackoverflow.com/users/5769648/p-e-88'}",True,158,54640408.0,1,0,1666193504,1549921693,1666193504.0,54639672,CC BY-SA 4.0,https://stackoverflow.com/questions/54639672/woocommerce-breadcrumb-separator-missing,Woocommerce Breadcrumb separator missing,,,,,
17,"['javascript', 'android', 'html', 'iphone', 'input']","{'account_id': 1849412, 'reputation': 2496, 'user_id': 1676293, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/XVvs9.jpg?s=256&g=1', 'display_name': 'Scott Boring', 'link': 'https://stackoverflow.com/users/1676293/scott-boring'}",True,12141,,6,8,1666186788,1549548836,1549550235.0,54575309,CC BY-SA 4.0,https://stackoverflow.com/questions/54575309/how-to-prevent-mobile-keyboard-from-covering-html-input,How to prevent mobile keyboard from covering html input,,,,,
18,"['php', 'html', 'curl']","{'account_id': 9980279, 'reputation': 149, 'user_id': 7383488, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/eQsHS.png?s=256&g=1', 'display_name': 'Gurdt', 'link': 'https://stackoverflow.com/users/7383488/gurdt'}",True,46,54670912.0,1,-1,1666112766,1550062252,1666112766.0,54670643,CC BY-SA 4.0,https://stackoverflow.com/questions/54670643/can-some-help-me-out-code-cleaning-combine,Can some help me out code cleaning/combine,,,,,
19,"['html', 'iframe', 'embed', 'blogger']","{'account_id': 10362708, 'reputation': 1, 'user_id': 7642700, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cdaf86190f87adbddc1efce790a6a3b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Android Developer', 'link': 'https://stackoverflow.com/users/7642700/android-developer'}",False,10868,,2,0,1666037110,1550219344,1550219694.0,54705226,CC BY-SA 4.0,https://stackoverflow.com/questions/54705226/embedding-video-on-this-site-is-forbidden-watch-on-odnoklassniki,Embedding video on this site is forbidden. Watch on Odnoklassniki,,,,,
20,"['html', 'css', 'responsive']","{'account_id': 11515556, 'reputation': 9, 'user_id': 8439024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e77dcd35e9d0749dbeb8d1def48c7cb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'evev', 'link': 'https://stackoverflow.com/users/8439024/evev'}",True,43,54736789.0,1,0,1666028553,1550431209,1666028553.0,54736759,CC BY-SA 4.0,https://stackoverflow.com/questions/54736759/centering-a-row-of-divs-in-a-container,centering a row of divs in a container,,,,,
21,"['html', 'lucene', 'jsoup', 'html-parsing', 'html-tableextract']","{'account_id': 11687647, 'reputation': 1, 'user_id': 8556864, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gDdg_dwURjU/AAAAAAAAAAI/AAAAAAAAAD4/JhL_6nGzRDY/photo.jpg?sz=256', 'display_name': 'sumit kumar sahoo', 'link': 'https://stackoverflow.com/users/8556864/sumit-kumar-sahoo'}",False,114,,0,0,1665768785,1551100777,1665768785.0,54867160,CC BY-SA 4.0,https://stackoverflow.com/questions/54867160/how-to-find-specific-html-table-segment-just-after-a-particular-keywordmultipl,"How to find specific html table segment, just after a particular keyword(multiple occurrence) in HTML document using Jsoup",,,,,
22,"['html', 'css', 'css-transitions']","{'account_id': 15303248, 'reputation': 87, 'user_id': 11040895, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcad57a489c032bd6369919fe2e4e387?s=256&d=identicon&r=PG&f=1', 'display_name': 'DanielX', 'link': 'https://stackoverflow.com/users/11040895/danielx'}",True,6289,54616200.0,3,6,1665696714,1549800003,1665696714.0,54616139,CC BY-SA 4.0,https://stackoverflow.com/questions/54616139/how-to-animate-underline-from-left-to-right,How to animate underline from left to right?,,,,,
23,"['html', 'wordpress', 'css', 'safari']","{'account_id': 14616240, 'reputation': 38, 'user_id': 10556256, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-TqnBvgDfXv0/AAAAAAAAAAI/AAAAAAAABhI/Uh8sNctzXLs/photo.jpg?sz=256', 'display_name': 'Rizki Masjahri', 'link': 'https://stackoverflow.com/users/10556256/rizki-masjahri'}",False,620,,2,-1,1665595583,1551341490,1665595583.0,54921068,CC BY-SA 4.0,https://stackoverflow.com/questions/54921068/element-invisible-but-still-clickable-on-safari-browser,element invisible but still clickable on safari browser,,,,,
24,"['java', 'html', 'sax', 'saxon']","{'account_id': 3577622, 'reputation': 143, 'user_id': 2986491, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f1c120e8990ebd6898f93cc98228cdb?s=256&d=identicon&r=PG&f=1', 'display_name': 'ArunBharath', 'link': 'https://stackoverflow.com/users/2986491/arunbharath'}",True,151,54634401.0,2,0,1665578255,1549652338,,54598683,CC BY-SA 4.0,https://stackoverflow.com/questions/54598683/getting-null-pointer-exception-net-sf-saxon-event-receivingcontenthandler-starte,Getting NULL pointer exception net.sf.saxon.event.ReceivingContentHandler.startElement in DaisyDiff,,,,,
25,"['html', 'css']","{'account_id': 14842179, 'reputation': 269, 'user_id': 10718584, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dcfb44f138e7be09040dc4e89079b02?s=256&d=identicon&r=PG&f=1', 'display_name': 'stackoverflow_user', 'link': 'https://stackoverflow.com/users/10718584/stackoverflow-user'}",False,1135,,1,0,1665395939,1551127397,1551127783.0,54874369,CC BY-SA 4.0,https://stackoverflow.com/questions/54874369/how-to-wrap-content-in-the-div,How to wrap content in the div?,,,,,
26,"['javascript', 'html', 'css']","{'account_id': 5073787, 'reputation': 4359, 'user_id': 4071819, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/pw4Ug.gif?s=256&g=1', 'display_name': 'potato', 'link': 'https://stackoverflow.com/users/4071819/potato'}",True,243,54883909.0,3,6,1665302783,1551174101,,54882489,CC BY-SA 4.0,https://stackoverflow.com/questions/54882489/move-overflowed-text-to-beginning-when-focusing-out-contenteditable-element,Move overflowed text to beginning when focusing out contentEditable element,,,,,
27,"['javascript', 'html', 'asp.net', 'angular']","{'account_id': 2531743, 'reputation': 421, 'user_id': 2199898, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Hhima.png?s=256&g=1', 'display_name': 'Tom Miller', 'link': 'https://stackoverflow.com/users/2199898/tom-miller'}",True,15398,,8,5,1665059157,1549367992,,54533952,CC BY-SA 4.0,https://stackoverflow.com/questions/54533952/page-reloads-when-clicking-anchor-element,Page reloads when clicking anchor element,,,,,
28,"['html', 'r', 'markdown', 'r-markdown', 'bookdown']","{'account_id': 13966653, 'reputation': 37, 'user_id': 10741246, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SLy3JZgvurM/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7rxch6K0t0AqmDhoEG9A8NQRCsjCQ/mo/photo.jpg?sz=256', 'display_name': 'Sandra.Jones', 'link': 'https://stackoverflow.com/users/10741246/sandra-jones'}",True,536,54944220.0,2,2,1665034854,1551303107,,54914808,CC BY-SA 4.0,https://stackoverflow.com/questions/54914808/custom-labels-and-counters-in-r-markdown,custom labels and counters in r-markdown,,,,,
29,"['javascript', 'jquery', 'html']","{'account_id': 12804891, 'reputation': 75, 'user_id': 9264912, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://graph.facebook.com/981471665334849/picture?type=large', 'display_name': 'Indu Velayutham', 'link': 'https://stackoverflow.com/users/9264912/indu-velayutham'}",True,92,,2,0,1664929302,1550453793,1550453926.0,54739364,CC BY-SA 4.0,https://stackoverflow.com/questions/54739364/how-to-add-decimal-places-after-formatting-to-1000-seperator,How to add Decimal places after formatting to 1000 seperator,,,,,
30,"['javascript', 'html']","{'account_id': 1914675, 'reputation': 441, 'user_id': 1727489, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/JNfGS.png?s=256&g=1', 'display_name': 'Henrique Barcelos', 'link': 'https://stackoverflow.com/users/1727489/henrique-barcelos'}",True,19778,,2,8,1664493084,1550178308,1550178964.0,54699045,CC BY-SA 4.0,https://stackoverflow.com/questions/54699045/how-to-copy-the-link-href-itself-to-the-clipboard-when-clicked,How to copy the link href itself to the clipboard when clicked,,,,,
31,"['html', 'css']","{'account_id': 8675730, 'reputation': 303, 'user_id': 6493196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34f9e705a0151981bf482ab82fc9537d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Blen', 'link': 'https://stackoverflow.com/users/6493196/blen'}",False,1121,,2,10,1664379914,1548947805,1647548835.0,54463709,CC BY-SA 4.0,https://stackoverflow.com/questions/54463709/how-to-make-options-display-below-select-dropdown-title-using-just-html-and,How to make &lt;options&gt; display below &lt;select&gt; dropdown title using just html and css,,,,,
32,"['javascript', 'html', 'string']","{'account_id': 13317082, 'reputation': 103, 'user_id': 10198809, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LO7fLD9ZsZ4/AAAAAAAAAAI/AAAAAAAABXg/pbNpNso3I-I/photo.jpg?sz=256', 'display_name': 'Aymane Hrouch', 'link': 'https://stackoverflow.com/users/10198809/aymane-hrouch'}",True,435,54621769.0,2,0,1664140325,1549835921,1664140325.0,54621506,,https://stackoverflow.com/questions/54621506/how-to-find-and-replace-a-string-in-javascfript,How to find and replace a string in Javascfript?,1549873183.0,Needs more focus,,,
33,"['html', 'css', 'google-chrome']","{'account_id': 472544, 'reputation': 894, 'user_id': 881083, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/PZxfB.jpg?s=256&g=1', 'display_name': 'kronus', 'link': 'https://stackoverflow.com/users/881083/kronus'}",True,7820,54566117.0,2,1,1663168987,1549506304,1663168987.0,54565425,,https://stackoverflow.com/questions/54565425/how-to-target-for-chrome-only-browsers-css,How to target for Chrome only browsers CSS,1663169253.0,Duplicate,,,
34,['html'],"{'account_id': 15411276, 'reputation': 301, 'user_id': 11117924, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CPmoq55rDDU/AAAAAAAAAAI/AAAAAAAAABc/pyKjo0Iv_3s/photo.jpg?sz=256', 'display_name': 'jollyjwhiskers', 'link': 'https://stackoverflow.com/users/11117924/jollyjwhiskers'}",True,21700,54924877.0,6,15,1663062133,1551353817,,54924823,CC BY-SA 4.0,https://stackoverflow.com/questions/54924823/is-there-a-way-to-import-html-into-an-html-file,Is there a way to import HTML into an HTML file?,,,,,
35,"['javascript', 'html', 'node.js', 'cheerio']","{'account_id': 4694973, 'reputation': 1973, 'user_id': 3800042, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/460229b929ecd4e4482a02a49265c201?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rehmat', 'link': 'https://stackoverflow.com/users/3800042/rehmat'}",True,2871,54879065.0,3,1,1663007449,1551157026,,54878673,CC BY-SA 4.0,https://stackoverflow.com/questions/54878673/cheerio-get-normal-text-nodes,cheerio: Get normal + text nodes,,,,,
36,"['html', 'css', 'zurb-foundation', 'zurb-foundation-6']","{'account_id': 21442, 'reputation': 957, 'user_id': 2033475, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/SJ5pn.png?s=256&g=1', 'display_name': 'jirkap', 'link': 'https://stackoverflow.com/users/2033475/jirkap'}",True,904,54937478.0,1,0,1662990254,1551351301,1662990254.0,54924048,CC BY-SA 4.0,https://stackoverflow.com/questions/54924048/foundation-xy-grid-strange-margin-only-on-the-right,Foundation XY Grid: Strange margin only on the right,,,,,
37,"['html', 'css', 'wordpress', 'elementor']","{'account_id': 15082952, 'reputation': 1, 'user_id': 11114629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee6639e01c953dcd0aa1c312224c8e02?s=256&d=identicon&r=PG', 'display_name': 'Danielle Anderson', 'link': 'https://stackoverflow.com/users/11114629/danielle-anderson'}",False,587,,1,-1,1662749719,1551109987,1662749719.0,54870014,CC BY-SA 4.0,https://stackoverflow.com/questions/54870014/make-header-full-width-with-css-in-wordpress-primer-mins-elementor-website,Make Header Full-Width with CSS in Wordpress/Primer/Mins/Elementor Website,,,,,
38,"['html', 'css', 'input']","{'account_id': 14572937, 'reputation': 63, 'user_id': 10525701, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XNtg0LzOaCY/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DVQ1Iz6EqtlIuIcvsNe4U8Z76VVtQ/mo/photo.jpg?sz=256', 'display_name': 'Alex Brandt', 'link': 'https://stackoverflow.com/users/10525701/alex-brandt'}",True,18138,54835624.0,4,3,1662623897,1550868390,1550868547.0,54834898,CC BY-SA 4.0,https://stackoverflow.com/questions/54834898/cannot-type-in-input-text-field,Cannot type in input text field,,,,,
39,"['html', 'css', 'drop-down-menu', 'submenu']","{'account_id': 15297125, 'reputation': 13, 'user_id': 11036814, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/--mZl0W33jUs/AAAAAAAAAAI/AAAAAAAABIg/jj57NoiKJ9Y/photo.jpg?sz=256', 'display_name': 'Thinkgraser', 'link': 'https://stackoverflow.com/users/11036814/thinkgraser'}",True,10811,54613833.0,3,1,1662621670,1549778410,1549779036.0,54613785,CC BY-SA 4.0,https://stackoverflow.com/questions/54613785/how-to-stop-dropdown-menu-from-pushing-content-down,How to stop dropdown menu from pushing content down?,,,,,
40,"['php', 'html', 'xml', 'list']","{'account_id': 311623, 'reputation': 21, 'user_id': 625325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9c94bcbabfdd0fcef4b72416a58b4fe?s=256&d=identicon&r=PG', 'display_name': 'vaha', 'link': 'https://stackoverflow.com/users/625325/vaha'}",False,23,,1,-1,1662477522,1549638235,1662477522.0,54595170,CC BY-SA 4.0,https://stackoverflow.com/questions/54595170/show-rest-xml-file-item-attributes-based-on-dropdown-selection,Show rest XML file item attributes based on dropdown selection,,,,,
41,"['javascript', 'jquery', 'html', 'css', 'jquery-select2']","{'account_id': 13390550, 'reputation': 1864, 'user_id': 9663023, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XzaHr84OtF0/AAAAAAAAAAI/AAAAAAAAAQY/kPZesJDDQxY/photo.jpg?sz=256', 'display_name': 'Daniel Holmes', 'link': 'https://stackoverflow.com/users/9663023/daniel-holmes'}",True,3395,54686390.0,3,1,1662426979,1550133692,1550135115.0,54686233,CC BY-SA 4.0,https://stackoverflow.com/questions/54686233/specify-border-colour-on-select2-multi-select-when-clicked,Specify border colour on Select2 multi-select when clicked,,,,,
42,"['html', 'reactjs', 'css']","{'account_id': 11289832, 'reputation': 737, 'user_id': 8279319, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/On194.jpg?s=256&g=1', 'display_name': 'Deejay', 'link': 'https://stackoverflow.com/users/8279319/deejay'}",True,131260,54521330.0,10,57,1662406132,1549295311,1549298113.0,54519654,CC BY-SA 4.0,https://stackoverflow.com/questions/54519654/how-do-i-add-color-to-my-svg-image-in-react,How do I add color to my svg image in react,,,,,
43,"['java', 'html', 'spring-boot', 'thymeleaf']","{'account_id': 15167442, 'reputation': 19, 'user_id': 10944555, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/490798871ff0b412732629e26d0723a9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tornike', 'link': 'https://stackoverflow.com/users/10944555/tornike'}",True,6207,54881791.0,4,0,1662320738,1551170995,1551378582.0,54881534,CC BY-SA 4.0,https://stackoverflow.com/questions/54881534/how-to-make-html-button-perform-action-in-java,How to make HTML Button perform action in Java?,,,,,
44,"['javascript', 'html', 'asp.net-mvc', 'razor', 'jquery-select2']","{'account_id': 4958610, 'reputation': 496, 'user_id': 3990513, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://graph.facebook.com/1334874792/picture?type=large', 'display_name': 'Eli', 'link': 'https://stackoverflow.com/users/3990513/eli'}",False,1671,,0,7,1662109533,1550174686,,54698259,CC BY-SA 4.0,https://stackoverflow.com/questions/54698259/select2-dropdown-not-working-after-browser-back-button-used,Select2 Dropdown not working after browser back button used,,,,,
45,"['javascript', 'html', 'jquery', 'html-select']","{'account_id': 12724209, 'reputation': 299, 'user_id': 9243415, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XeCAS.png?s=256&g=1', 'display_name': 'Renato Ramos Puma', 'link': 'https://stackoverflow.com/users/9243415/renato-ramos-puma'}",True,307,54673923.0,1,1,1661968823,1550023872,1661968823.0,54661451,CC BY-SA 4.0,https://stackoverflow.com/questions/54661451/why-doesnt-my-select-field-event-handler-work-in-chrome-android,Why doesn&#39;t my select field event handler work in Chrome/Android?,,,,,
46,"['html', 'css', 'html-select']","{'account_id': 11627145, 'reputation': 6691, 'user_id': 9060223, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xCtnx.png?s=256&g=1', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/9060223/richard'}",True,1235,54800010.0,3,3,1661961918,1550722408,1661961918.0,54799143,CC BY-SA 4.0,https://stackoverflow.com/questions/54799143/changing-the-text-colour-of-a-selected-disabled-option,Changing the text colour of a selected disabled option,,,,,
47,"['html', 'css']","{'account_id': 15342726, 'reputation': 9, 'user_id': 11069221, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-COE8UUEQUPI/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMXjYsWtRUZSE1dZMQ0SWEjcfFb9g/mo/photo.jpg?sz=256', 'display_name': 'Smurph491', 'link': 'https://stackoverflow.com/users/11069221/smurph491'}",True,693,,2,0,1661898052,1550264141,1550266742.0,54716939,CC BY-SA 4.0,https://stackoverflow.com/questions/54716939/i-can-not-get-cite-text-to-align-right-when-formatting-an-html-document,I can not get &lt;cite&gt; text to align right when formatting an HTML document,,,,,
