,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from
24,"['html', 'accessibility', 'screen-readers', 'jaws-screen-reader']","{'account_id': 2377012, 'reputation': 5284, 'user_id': 2080074, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/91f8d8b4fb17e39763de322eb32bb7b2?s=256&d=identicon&r=PG', 'display_name': 'raw-bin hood', 'link': 'https://stackoverflow.com/users/2080074/raw-bin-hood'}",True,188,,1,1,1664476395,1607196785,65161111,CC BY-SA 4.0,https://stackoverflow.com/questions/65161111/how-does-a-web-accessibility-screenreader-like-chromevox-read-paragraphs,How does a web Accessibility Screenreader like ChromeVOX read paragraphs?,1664476395.0,,,
25,"['html', 'angular', 'accessibility', 'wai-aria', 'lighthouse']","{'account_id': 5457453, 'reputation': 1692, 'user_id': 4340444, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/a65a3f287e49bf902c69b808ca69a005?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sha', 'link': 'https://stackoverflow.com/users/4340444/sha'}",True,2606,65352657.0,2,0,1664476309,1608272744,65352623,CC BY-SA 4.0,https://stackoverflow.com/questions/65352623/aria-input-fields-do-not-have-accessible-names,ARIA input fields do not have accessible names,1664476309.0,,,
26,"['html', 'angular', 'accessibility', 'html-lists']","{'account_id': 5457453, 'reputation': 1692, 'user_id': 4340444, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/a65a3f287e49bf902c69b808ca69a005?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sha', 'link': 'https://stackoverflow.com/users/4340444/sha'}",True,2166,65353297.0,2,2,1664476277,1608276731,65353234,CC BY-SA 4.0,https://stackoverflow.com/questions/65353234/lists-do-not-contain-only-li-elements-and-script-supporting-elements-script,Lists do not contain only &lt;li&gt; elements and script supporting elements (&lt;script&gt; and &lt;template&gt;),1664476277.0,,,
27,"['javascript', 'html', 'reactjs', 'next.js']","{'account_id': 18542467, 'reputation': 15, 'user_id': 13510624, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EV0a0.jpg?s=256&g=1', 'display_name': 'Pineapplefan', 'link': 'https://stackoverflow.com/users/13510624/pineapplefan'}",False,471,,1,1,1664404777,1606762202,65079423,CC BY-SA 4.0,https://stackoverflow.com/questions/65079423/how-do-you-stop-displaying-next-js-components-on-top-of-each-other,How do you stop displaying next.js components on top of each other?,1606762589.0,,,
28,"['html', 'accessibility', 'wai-aria']","{'account_id': 10263373, 'reputation': 102, 'user_id': 13177890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f703ced6db9ebec90da0e00f6d1bcffd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Colin Bernays', 'link': 'https://stackoverflow.com/users/13177890/colin-bernays'}",True,964,66642661.0,1,5,1664312621,1608696000,65418841,CC BY-SA 4.0,https://stackoverflow.com/questions/65418841/is-aria-role-alert-announced-on-page-load,Is aria role=&quot;alert&quot; announced on page load?,1664312621.0,,,
29,"['html', 'accessibility', 'voiceover']","{'account_id': 5445339, 'reputation': 191, 'user_id': 4332100, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/a427da1f8fba20d3273afe52c9784ecc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabby_987', 'link': 'https://stackoverflow.com/users/4332100/gabby-987'}",True,531,65630497.0,2,4,1664312606,1608729557,65424963,CC BY-SA 4.0,https://stackoverflow.com/questions/65424963/web-accessibility-language-detection-with-voiceover,Web accessibility language detection with Voiceover,1664312606.0,,,
30,"['html', 'css', 'twitter-bootstrap']","{'account_id': 1219028, 'reputation': 13005, 'user_id': 1186050, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/1aeaf46e73772e9f9c7784bf0ee0705c?s=256&d=identicon&r=PG', 'display_name': 'user1186050', 'link': 'https://stackoverflow.com/users/1186050/user1186050'}",True,1322,65347409.0,3,0,1664303382,1608234423,65347357,CC BY-SA 4.0,https://stackoverflow.com/questions/65347357/how-do-i-set-the-css-color-of-a-bootstrap-switch,How do I set the css color of a bootstrap switch?,,,,
31,"['html', 'css']","{'account_id': 19640659, 'reputation': 350, 'user_id': 14512356, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lDVZ8VLCqEE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclY-sVwk95_IgnPh-oddZA3kKuWgg/s96-c/photo.jpg?sz=256', 'display_name': 'Eli Ozcan', 'link': 'https://stackoverflow.com/users/14512356/eli-ozcan'}",True,159,65374381.0,1,0,1664045197,1608410870,65374313,,https://stackoverflow.com/questions/65374313/indent-all-table-rows-but-not-table-headers-css,Indent all table rows but not table headers CSS,1664045197.0,1608415883.0,Needs details or clarity,
32,"['html', 'reactjs', 'github', 'github-pages']","{'account_id': 15539457, 'reputation': 65, 'user_id': 11210726, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-h4kCqLvG6P8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfO6x7ScWzMUObm5yOep16hCnRG7A/mo/photo.jpg?sz=256', 'display_name': 'J R', 'link': 'https://stackoverflow.com/users/11210726/j-r'}",True,8878,65451898.0,4,3,1664020393,1608931073,65451867,CC BY-SA 4.0,https://stackoverflow.com/questions/65451867/github-pages-shows-blank-page,Github pages shows blank page,1662070356.0,,,
33,"['javascript', 'html', 'css', 'node.js', 'reactjs']","{'account_id': 6498790, 'reputation': 123, 'user_id': 5030400, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/196cc448cb1e06d72ea8ff612491cdd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ricard', 'link': 'https://stackoverflow.com/users/5030400/ricard'}",False,2039,,2,0,1664006617,1607122686,65151909,CC BY-SA 4.0,https://stackoverflow.com/questions/65151909/how-to-create-a-live-website-thumbnail-as-preview,How to create a live website thumbnail as preview,1664006617.0,,,
34,"['html', 'css', 'angular', 'primeng']","{'account_id': 9735309, 'reputation': 81, 'user_id': 7218740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6aab4492e618c7b970189eede331d99?s=256&d=identicon&r=PG&f=1', 'display_name': 'junelane', 'link': 'https://stackoverflow.com/users/7218740/junelane'}",True,3604,65299389.0,2,2,1663686059,1607986999,65297775,CC BY-SA 4.0,https://stackoverflow.com/questions/65297775/primeng-angular-10-how-to-add-an-icon-in-p-autocomplete,PrimeNG Angular 10 - How to add an icon in p-autoComplete,,,,
35,"['javascript', 'html', 'css', 'vue.js']","{'account_id': 20263731, 'reputation': 81, 'user_id': 14861485, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/886db2a55943fc15e7bb3f21b9849d87?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrianr28064212', 'link': 'https://stackoverflow.com/users/14861485/adrianr28064212'}",False,926,,2,0,1663530794,1608604886,65402610,CC BY-SA 4.0,https://stackoverflow.com/questions/65402610/im-getting-an-error-of-135-error-the-home-component-has-been-registered-but,I&#39;m getting an error of 13:5 error The &quot;Home&quot; component has been registered but not used vue/no-unused-components,1608618712.0,,,
36,"['python', 'html', 'css', 'flask', 'flask-appbuilder']","{'account_id': 1838771, 'reputation': 8152, 'user_id': 1668622, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/2RRcb.png?s=256&g=1', 'display_name': 'frans', 'link': 'https://stackoverflow.com/users/1668622/frans'}",True,282,73744102.0,2,0,1663327579,1609311715,65503252,CC BY-SA 4.0,https://stackoverflow.com/questions/65503252/with-flask-appbuilders-modelview-how-do-i-change-width-of-colums-and-tables,With Flask-Appbuilders ModelView how do I change width of colums and tables?,,,,
37,"['html', 'css', 'material-ui']","{'account_id': 874712, 'reputation': 17465, 'user_id': 924597, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/V1jPU.jpg?s=256&g=1', 'display_name': 'Shorn', 'link': 'https://stackoverflow.com/users/924597/shorn'}",True,3247,65174620.0,2,2,1662872064,1607228689,65164654,CC BY-SA 4.0,https://stackoverflow.com/questions/65164654/material-ui-how-to-avoid-dynamic-content-jumping-because-of-scrollbar,Material-ui: how to avoid dynamic content &quot;jumping&quot; because of scrollbar?,,,,
38,"['javascript', 'html', 'google-chrome', 'resize', 'window']","{'account_id': 19249254, 'reputation': 79, 'user_id': 14067660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbd3621b923d42e0bb9cd959965cfc34?s=256&d=identicon&r=PG&f=1', 'display_name': 'fernando', 'link': 'https://stackoverflow.com/users/14067660/fernando'}",True,1623,65260622.0,2,0,1662851580,1607734764,65260529,CC BY-SA 4.0,https://stackoverflow.com/questions/65260529/how-to-resize-a-html-browser-window-with-javascript-using-chrome,how to resize a HTML browser window with javascript using Chrome,,,,
39,"['html', 'css', 'background-color']","{'account_id': 13954127, 'reputation': 292, 'user_id': 10076981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3196d4aa59f19b481b7b848a6021f5ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'Questions123', 'link': 'https://stackoverflow.com/users/10076981/questions123'}",True,13786,,4,13,1662754497,1607986087,65297617,CC BY-SA 4.0,https://stackoverflow.com/questions/65297617/how-to-make-an-elements-background-color-a-little-darker-using-css,How to make an element&#39;s background-color a little darker using CSS,1657157884.0,,,
40,"['html', 'css', 'github', 'r-markdown', 'readme']","{'account_id': 15553363, 'reputation': 2957, 'user_id': 11220479, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FlEx6.jpg?s=256&g=1', 'display_name': 'Vinay Sharma', 'link': 'https://stackoverflow.com/users/11220479/vinay-sharma'}",True,6615,,4,11,1662675480,1609339735,65508832,CC BY-SA 4.0,https://stackoverflow.com/questions/65508832/how-to-use-margin-padding-in-github-readme-md,How to use margin/padding in GitHub README.md?,,,,
41,"['html', 'image', 'display']","{'account_id': 20125326, 'reputation': 1, 'user_id': 14758924, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-FuxtnCiLids/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckrs-IG6sy6zzNIdbEksOjb4GgYPw/s96-c/photo.jpg?sz=256', 'display_name': 'Ethel Patrick', 'link': 'https://stackoverflow.com/users/14758924/ethel-patrick'}",False,462,,1,-2,1662632789,1607026229,65133386,CC BY-SA 4.0,https://stackoverflow.com/questions/65133386/why-do-i-receive-a-404-error-when-displaying-images,Why do I receive a 404 error when displaying images,,,,
42,"['javascript', 'html', 'canvasjs']","{'account_id': 311346, 'reputation': 15758, 'user_id': 624869, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d253a59ca9d41509957700a5e277c93d?s=256&d=identicon&r=PG', 'display_name': 'JDS', 'link': 'https://stackoverflow.com/users/624869/jds'}",True,317,65153213.0,2,0,1662523995,1607056896,65138035,CC BY-SA 4.0,https://stackoverflow.com/questions/65138035/canvasjs-chart-how-to-make-the-axisy-have-constant-range,CanvasJS Chart - How to make the axisY have constant range?,1662523995.0,,,
43,"['html', 'css', 'css-grid']","{'account_id': 11549837, 'reputation': 51, 'user_id': 8462851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4d00378b0ad21cfbd207a219a61ab72?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mitesh Sevani', 'link': 'https://stackoverflow.com/users/8462851/mitesh-sevani'}",True,412,,2,1,1662469649,1606833911,65092703,CC BY-SA 4.0,https://stackoverflow.com/questions/65092703/full-width-element-how-to-make-an-absolute-positioned-element-to-be-full-width,Full width element: How to make an absolute positioned element to be full width within a grid,1662469649.0,,,
44,"['html', 'css', 'dropdown']","{'account_id': 19662252, 'reputation': 470, 'user_id': 14393450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03eda7ec6fc57a6d203efb9b4bc7d8cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'leek1234', 'link': 'https://stackoverflow.com/users/14393450/leek1234'}",True,393,65288512.0,1,1,1662469612,1607946129,65288434,CC BY-SA 4.0,https://stackoverflow.com/questions/65288434/multi-level-mega-menu-full-width-dropdown-issue,Multi-level Mega Menu Full Width Dropdown Issue,1662469612.0,,,
45,"['html', 'css', 'responsive-design', 'blogger']","{'account_id': 20280280, 'reputation': 53, 'user_id': 14874243, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhXMkOorKyp3qBU2xCzz5GVDFrNsU9v8yAAb8gM8g=k-s256', 'display_name': 'BABO SAMMO NG', 'link': 'https://stackoverflow.com/users/14874243/babo-sammo-ng'}",True,339,,1,-1,1662469567,1608671441,65415838,CC BY-SA 4.0,https://stackoverflow.com/questions/65415838/how-do-i-adjust-my-blog-post-to-reach-the-left-and-right-sides,How Do I adjust My Blog Post To Reach The Left and Right Sides?,1662469567.0,,,
46,"['html', 'css']","{'account_id': 18664644, 'reputation': 139, 'user_id': 13604947, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ouNfF.jpg?s=256&g=1', 'display_name': 'RıdvanOnal', 'link': 'https://stackoverflow.com/users/13604947/r%c4%b1dvanonal'}",True,10229,,3,2,1661949149,1606913409,65108461,CC BY-SA 4.0,https://stackoverflow.com/questions/65108461/css-backdrop-filterblur-in-safari-and-chrome-render-problem,CSS backdrop-filter:blur in Safari and Chrome render problem,1606926724.0,,,
