,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,migrated_from
21,"['html', 'jquery', 'kendo-ui', 'kendo-grid', 'accessibility']","{'account_id': 14173041, 'reputation': 168, 'user_id': 10239119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6da13f46fcbf60f9682398998a4aeef4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Freitz', 'link': 'https://stackoverflow.com/users/10239119/freitz'}",False,348,2,0,1666711901,1583740106,1666711901.0,60596461,CC BY-SA 4.0,https://stackoverflow.com/questions/60596461/kendo-ui-grid-accessibility-for-button-e-g-excel-export,Kendo UI grid accessibility for button e.g. Excel Export,,,,,
22,"['javascript', 'html', 'modal-dialog', 'accessibility', 'tabindex']","{'account_id': 14248013, 'reputation': 351, 'user_id': 10292434, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Is1y5.png?s=256&g=1', 'display_name': 'jini', 'link': 'https://stackoverflow.com/users/10292434/jini'}",True,175,1,0,1666711837,1583915458,1666711837.0,60631931,CC BY-SA 4.0,https://stackoverflow.com/questions/60631931/does-deleting-the-tabindex-1-attribute-also-affect-web-accessibility-when-t,Does deleting the tabindex = &#39;-1&#39; attribute also affect web accessibility when the modal window is shown?,,,,,
23,"['javascript', 'html', 'modal-dialog', 'accessibility', 'tabindex']","{'account_id': 14248013, 'reputation': 351, 'user_id': 10292434, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Is1y5.png?s=256&g=1', 'display_name': 'jini', 'link': 'https://stackoverflow.com/users/10292434/jini'}",False,602,2,1,1666711810,1583919003,1666711763.0,60632854,,https://stackoverflow.com/questions/60632854/is-there-a-way-to-move-the-focus-to-a-modal-when-the-modal-is-opened-without-the,Is there a way to move the focus to a modal when the modal is opened without the tabindex = -1 attribute?,,,1666711854.0,Duplicate,
24,"['html', 'image', 'accessibility', 'wai-aria']","{'account_id': 6307323, 'reputation': 163, 'user_id': 4900037, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LIgCw.png?s=256&g=1', 'display_name': 'Ken', 'link': 'https://stackoverflow.com/users/4900037/ken'}",True,233,1,0,1666711706,1584501046,1666711706.0,60732997,CC BY-SA 4.0,https://stackoverflow.com/questions/60732997/how-to-add-images-in-html-while-satisfying-web-accessibility-guidelines,How to add images in HTML while satisfying web accessibility guidelines,,60735815.0,,,
25,"['html', 'autocomplete', 'accessibility', 'semantic-markup', 'wcag']","{'account_id': 60080, 'reputation': 15839, 'user_id': 179583, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/d4df3d19d4f89cc9a151275748b1877b?s=256&d=identicon&r=PG', 'display_name': 'natevw', 'link': 'https://stackoverflow.com/users/179583/natevw'}",True,382,1,3,1666711674,1585080569,1666711674.0,60838558,CC BY-SA 4.0,https://stackoverflow.com/questions/60838558/how-to-improve-browser-autocomplete-suggestions-without-turning-them-off,How to improve browser autocomplete suggestions without turning them off?,,,,,
26,"['php', 'html', 'mysql', 'mariadb', 'sql-insert']","{'account_id': 12078424, 'reputation': 306, 'user_id': 8831048, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1OPim.jpg?s=256&g=1', 'display_name': 'Mathew Dony', 'link': 'https://stackoverflow.com/users/8831048/mathew-dony'}",True,1862,2,0,1666438997,1584521272,1666438997.0,60736102,CC BY-SA 4.0,https://stackoverflow.com/questions/60736102/check-the-manual-that-corresponds-to-your-mariadb-server-version-for-the-right,&quot;Check the manual that corresponds to your MariaDB server version for the right syntax&quot; - Insert statement not working in MySQL,,60736174.0,,,
27,"['html', 'node.js', 'performance', 'pug', 'ejs']","{'account_id': 14338652, 'reputation': 464, 'user_id': 10357400, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/C6bso.png?s=256&g=1', 'display_name': 'Zem', 'link': 'https://stackoverflow.com/users/10357400/zem'}",False,506,1,0,1666294117,1585272477,,60878696,CC BY-SA 4.0,https://stackoverflow.com/questions/60878696/how-to-check-speedperformance-view-engines-pug-ejs-html,How to check Speed(performance) view engines [pug/ejs/html],,,,,
28,"['html', 'html-table', 'w3c-validation']","{'account_id': 14424906, 'reputation': 139, 'user_id': 10419985, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-zOOQKToPaew/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DXHJGR7etQwR0OMfCn-_QW7R6BH3w/mo/photo.jpg?sz=256', 'display_name': 'F Wi', 'link': 'https://stackoverflow.com/users/10419985/f-wi'}",False,252,1,0,1666039322,1583050047,1666039274.0,60473165,CC BY-SA 4.0,https://stackoverflow.com/questions/60473165/html-table-validation-error-when-combining-rowspan-and-colspan-on-th-element,HTML Table validation error when combining rowspan and colspan on &lt;th&gt; element,,,,,
29,"['php', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user10633051'}",False,161,1,-1,1665590851,1584381849,1665590851.0,60711066,CC BY-SA 4.0,https://stackoverflow.com/questions/60711066/html-content-not-showing-up-despite-appearing-in-the-html-source,HTML Content not showing up despite appearing in the html source,,,,,
30,"['html', 'css', 'bootstrap-4']","{'account_id': 7351575, 'reputation': 190, 'user_id': 9312046, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad988c39d22af2d1c2aef6eb48e10c8e?s=256&d=identicon&r=PG', 'display_name': 'Lord Jesus', 'link': 'https://stackoverflow.com/users/9312046/lord-jesus'}",True,66,3,-1,1665589178,1584529176,1665589178.0,60738102,CC BY-SA 4.0,https://stackoverflow.com/questions/60738102/how-to-align-two-image-in-a-tag-next-to-each-other,How to align two image in a tag next to each other?,,60738423.0,,,
31,"['html', 'r', 'screen-scraping']","{'account_id': 16024619, 'reputation': 1, 'user_id': 13133380, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10211456082596020/picture?type=large', 'display_name': 'Fer Mrq', 'link': 'https://stackoverflow.com/users/13133380/fer-mrq'}",False,60,0,0,1665406597,1585358668,1585359585.0,60896224,CC BY-SA 4.0,https://stackoverflow.com/questions/60896224/download-csv-in-r-from-web,Download csv in R from web,,,,,
32,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user12788280'}",True,2392,2,0,1665088048,1583179007,,60495739,CC BY-SA 4.0,https://stackoverflow.com/questions/60495739/bootstrap-5-columns-in-one-row,bootstrap 5 columns in one row,,60496797.0,,,
33,"['html', 'html-email']","{'account_id': 13941898, 'reputation': 247, 'user_id': 10156803, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tGrBp.jpg?s=256&g=1', 'display_name': 'Lod', 'link': 'https://stackoverflow.com/users/10156803/lod'}",True,11690,1,13,1665001707,1583867777,,60624498,CC BY-SA 4.0,https://stackoverflow.com/questions/60624498/how-to-disable-html-email-from-adjusting-with-dark-mode,How to disable HTML email from adjusting with Dark mode?,,60699301.0,,,
34,"['html', 'semantic-markup']","{'account_id': 1065569, 'reputation': 13669, 'user_id': 1066234, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/vaDPM.png?s=256&g=1', 'display_name': 'Avatar', 'link': 'https://stackoverflow.com/users/1066234/avatar'}",False,572,0,10,1664961006,1583390157,1664961006.0,60539458,CC BY-SA 4.0,https://stackoverflow.com/questions/60539458/what-is-the-best-semantic-html-element-for-math-formulas-and-numbers-inline,What is the best semantic HTML element for Math formulas and numbers (inline)?,,,,,
35,"['html', 'css', 'sass', 'bootstrap-4']","{'account_id': 13917023, 'reputation': 925, 'user_id': 10048531, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OagP8.jpg?s=256&g=1', 'display_name': 'Amruta', 'link': 'https://stackoverflow.com/users/10048531/amruta'}",True,324,3,1,1664930265,1585222677,1664323926.0,60866370,CC BY-SA 4.0,https://stackoverflow.com/questions/60866370/how-to-only-make-tbody-vertically-scrollable-in-a-table-which-has-dynamic-column,How to only make tbody vertically scrollable in a table which has dynamic column widths,,,,,
36,"['html', 'css', 'font-awesome-5']","{'account_id': 16800065, 'reputation': 39, 'user_id': 12240054, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBRg7vkOlfSAXIyrvQk6RfXkRucLhEd51Ze3QXHvg=k-s256', 'display_name': 'Ornella Acerbi', 'link': 'https://stackoverflow.com/users/12240054/ornella-acerbi'}",True,4842,2,4,1664806684,1585583192,1664806684.0,60934284,CC BY-SA 4.0,https://stackoverflow.com/questions/60934284/font-awesome-how-to-put-an-icon-inside-a-circle,Font Awesome - how to put an icon inside a circle?,,60934386.0,,,
37,"['html', 'reactjs']","{'account_id': 17962249, 'reputation': 83, 'user_id': 13052963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1be34a41b9832401785249aa5bf5075b?s=256&d=identicon&r=PG&f=1', 'display_name': 'jamiedorst', 'link': 'https://stackoverflow.com/users/13052963/jamiedorst'}",True,5082,2,8,1664795983,1584034959,1584036614.0,60659334,CC BY-SA 4.0,https://stackoverflow.com/questions/60659334/how-to-incorporate-semantic-html-into-react,How to incorporate semantic HTML into React?,,60662579.0,,,
38,"['html', 'css', 'vue.js', 'vuejs2', 'vuetify.js']","{'account_id': 6203134, 'reputation': 371, 'user_id': 4832189, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-q815NGQIN20/AAAAAAAAAAI/AAAAAAAABU0/YipTLWXIisM/photo.jpg?sz=256', 'display_name': 'Kavachaj', 'link': 'https://stackoverflow.com/users/4832189/kavachaj'}",True,20722,4,15,1664519119,1584384974,,60711726,CC BY-SA 4.0,https://stackoverflow.com/questions/60711726/vuetify-v-data-table-fixed-header-not-working,Vuetify v-data-table fixed-header not working,,60713176.0,,,
39,"['python', 'html', 'markdown', 'plotly', 'github-pages']","{'account_id': 13734583, 'reputation': 534, 'user_id': 9911266, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zbfAv.jpg?s=256&g=1', 'display_name': 'Ethan', 'link': 'https://stackoverflow.com/users/9911266/ethan'}",True,6458,2,15,1664439404,1583258668,1585512477.0,60513164,CC BY-SA 4.0,https://stackoverflow.com/questions/60513164/display-interactive-plotly-chart-html-file-on-github-pages,Display interactive plotly chart (.html file) on GitHub Pages,,,,,
40,"['html', 'node.js', 'npm', 'hosting']","{'account_id': 3933791, 'reputation': 818, 'user_id': 3251122, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qJSnG.jpg?s=256&g=1', 'display_name': 'b.stevens.photo', 'link': 'https://stackoverflow.com/users/3251122/b-stevens-photo'}",True,8159,5,6,1664269121,1584466786,1584468109.0,60727510,CC BY-SA 4.0,https://stackoverflow.com/questions/60727510/opening-a-html-file-in-the-browser-from-npm-script,Opening a html file in the browser from npm script,,60727824.0,,,
41,"['html', 'css', 'angular', 'typescript', 'angular-animations']","{'account_id': 15794942, 'reputation': 3224, 'user_id': 11397070, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ZvsX6QPbv40/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfTpb79ZM_-uLtDAEQM-Fq8R-Xokw/mo/photo.jpg?sz=256', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/11397070/tom'}",False,833,2,0,1664140320,1583624192,,60583205,CC BY-SA 4.0,https://stackoverflow.com/questions/60583205/angular-custom-complex-router-transitions,Angular custom complex router transitions,,,,,
42,"['html', 'angular', 'typescript', 'google-chrome', 'safari']","{'account_id': 6748368, 'reputation': 26, 'user_id': 5199246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fdd654a83ce7dc3ac4b4c842d3bb8480?s=256&d=identicon&r=PG&f=1', 'display_name': 'PeteDub', 'link': 'https://stackoverflow.com/users/5199246/petedub'}",False,441,1,0,1664022576,1583949874,1584035621.0,60642113,CC BY-SA 4.0,https://stackoverflow.com/questions/60642113/textarea-behavior-on-chrome-android-vs-safari-ios,textarea Behavior on Chrome/Android vs Safari/iOS,,,,,
43,"['html', 'angular', 'angular-material', 'angular-material-datetimepicker']","{'account_id': 16442300, 'reputation': 99, 'user_id': 11878203, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-joy4Lu13yDY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdbPF287ffdMB9Wv_1AVdUywwv3ww/photo.jpg?sz=256', 'display_name': 'S.H', 'link': 'https://stackoverflow.com/users/11878203/s-h'}",True,2192,2,2,1664021046,1585637278,,60944849,CC BY-SA 4.0,https://stackoverflow.com/questions/60944849/angular-8-how-can-i-set-time-for-angular-material-datepicker,Angular 8: How can I set time for angular material datepicker?,,60945038.0,,,
44,"['html', 'css', 'svg']","{'account_id': 16821383, 'reputation': 61, 'user_id': 12161748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6ac75ec4921be8f2b4cc326af4fb412?s=256&d=identicon&r=PG&f=1', 'display_name': 'bick', 'link': 'https://stackoverflow.com/users/12161748/bick'}",True,3410,1,3,1663471739,1585278141,1663471739.0,60879413,CC BY-SA 4.0,https://stackoverflow.com/questions/60879413/how-to-flip-svg-horizontally,How To Flip SVG Horizontally?,,60879495.0,,,
45,"['python', 'html', 'email', 'html-email']","{'account_id': 3592325, 'reputation': 7991, 'user_id': 2998077, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/F7irZ.png?s=256&g=1', 'display_name': 'Mark K', 'link': 'https://stackoverflow.com/users/2998077/mark-k'}",True,998,2,1,1663436548,1584607552,,60753622,CC BY-SA 4.0,https://stackoverflow.com/questions/60753622/keyerror-n-border-in-adding-variable-in-an-html,KeyError: &#39;\n border&#39; in adding variable in an HTML,,73757185.0,,,
46,"['html', 'reactjs', 'svg']","{'account_id': 408442, 'reputation': 20550, 'user_id': 779111, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/808763efea1a993c937ac96e7e83032f?s=256&d=identicon&r=PG', 'display_name': 'JAN', 'link': 'https://stackoverflow.com/users/779111/jan'}",True,16606,5,2,1662589722,1584963805,,60812921,CC BY-SA 4.0,https://stackoverflow.com/questions/60812921/change-svg-fill-color-in-react-js,Change SVG Fill color in React JS,,,,,
47,"['javascript', 'html', 'css', 'reactjs', 'react-bootstrap']","{'account_id': 8764366, 'reputation': 27038, 'user_id': 6553328, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/omcAX.jpg?s=256&g=1', 'display_name': 'Emma', 'link': 'https://stackoverflow.com/users/6553328/emma'}",True,970,3,1,1662315165,1584836669,1584839273.0,60794714,CC BY-SA 4.0,https://stackoverflow.com/questions/60794714/how-to-import-bootstrap-components-in-react,How to import Bootstrap components in React?,,60794880.0,,,
48,"['html', 'css', 'image', 'safari', 'webp']","{'account_id': 12955813, 'reputation': 163, 'user_id': 9366737, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1mCx2T4CGIY/AAAAAAAAAAI/AAAAAAAAAG4/uiAybR5x7EY/photo.jpg?sz=256', 'display_name': 'Matthew', 'link': 'https://stackoverflow.com/users/9366737/matthew'}",True,5026,3,4,1662156032,1585482315,,60913711,CC BY-SA 4.0,https://stackoverflow.com/questions/60913711/how-to-use-webp-images-and-support-safari,How to use webp images and support safari,,,,,
