,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from,locked_date,protected_date
10,"['html', 'css', 'web', 'google-web-designer']","{'account_id': 26740909, 'reputation': 1, 'user_id': 20341716, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/067e86ec99577489313ca26d9c866573?s=256&d=identicon&r=PG', 'display_name': 'Malek Hoss', 'link': 'https://stackoverflow.com/users/20341716/malek-hoss'}",False,133,,1,0,1668791236,1666806160,,74212041,CC BY-SA 4.0,https://stackoverflow.com/questions/74212041/each-nav-link-element-should-link-to-a-corresponding-element-on-the-landing-pag,Each .nav-link element should link to a corresponding element on the landing page (has an href with a value of another element&#39;s id. e.g. #footer),,,,,,,
11,"['javascript', 'html', 'frontend', 'angular7', 'bootstrap-popover']","{'account_id': 12210706, 'reputation': 41, 'user_id': 8912569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5489b70fa760e432910efb762286284c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Satyam thassu', 'link': 'https://stackoverflow.com/users/8912569/satyam-thassu'}",True,53,74485930.0,1,-2,1668754692,1666935054,1667304053.0,74231016,CC BY-SA 4.0,https://stackoverflow.com/questions/74231016/close-ngbpopover-on-click-outside-anywhere-other-than-scrollbar,Close ngbPopover on click outside anywhere other than scrollbar,,,,,,,
12,"['html', 'css', 'navbar']","{'user_type': 'does_not_exist', 'display_name': 'user19239425'}",False,66,,2,-1,1668721946,1665043176,1668721936.0,73970391,CC BY-SA 4.0,https://stackoverflow.com/questions/73970391/the-navbar-is-overlaying-the-main-content-of-the-site,The navbar is overlaying the main content of the site,,,,,,,
13,"['html', 'css']","{'account_id': 26573585, 'reputation': 5, 'user_id': 20199423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54c1f1160f96e17af15a8bcd552edc1e?s=256&d=identicon&r=PG', 'display_name': 'Trung Kien Nguyen', 'link': 'https://stackoverflow.com/users/20199423/trung-kien-nguyen'}",True,69,74007453.0,2,0,1668683847,1665339359,1665339529.0,74007362,CC BY-SA 4.0,https://stackoverflow.com/questions/74007362/html-file-load-two-different-css-files-for-desktop-and-mobile,Html file load two different CSS files for desktop and mobile,,,,,,,
14,"['javascript', 'html', 'angular', 'angular-renderer2']","{'account_id': 448941, 'reputation': 4168, 'user_id': 843443, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/07748ad3a158dfc6aee92c9bbac06b90?s=256&d=identicon&r=PG', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/843443/jeff'}",False,97,,1,2,1668664824,1666796384,,74209931,CC BY-SA 4.0,https://stackoverflow.com/questions/74209931/how-to-create-an-angular-directive-that-combines-multiple-templates,How to create an Angular directive that combines multiple templates?,100.0,1669214012.0,,,,,
15,"['javascript', 'html', 'css', 'excel']","{'account_id': 25639083, 'reputation': 13, 'user_id': 19408284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e9cd86b1efc8b58a6b2db400862aac67?s=256&d=identicon&r=PG', 'display_name': 'Pedro da Silva Farias', 'link': 'https://stackoverflow.com/users/19408284/pedro-da-silva-farias'}",True,42,74464206.0,1,0,1668616988,1665492565,1665497716.0,74028440,CC BY-SA 4.0,https://stackoverflow.com/questions/74028440/is-there-a-way-to-set-the-font-size-when-converting-html-to-excel,Is there a way to set the font-size when converting html to excel?,,,,,,,
16,"['html', 'css', 'flexbox', 'css-grid']","{'account_id': 23656620, 'reputation': 1891, 'user_id': 17684809, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eMBWK.png?s=256&g=1', 'display_name': 'C&#233;dric', 'link': 'https://stackoverflow.com/users/17684809/c%c3%a9dric'}",True,296,,5,8,1668599219,1666857756,1668589214.0,74218671,CC BY-SA 4.0,https://stackoverflow.com/questions/74218671/how-to-display-x-items-on-left-y-on-middle-and-z-on-right-in-a-row-without-wra,"How to display x items on left, y on middle, and z on right in a row without wrapping elements",,,,,,,
17,"['html', 'hyperlink', 'mhtml']","{'account_id': 1479189, 'reputation': 187, 'user_id': 1388921, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/066035c1f484f52bb545ef8eb70e397e?s=256&d=identicon&r=PG', 'display_name': 'David.P', 'link': 'https://stackoverflow.com/users/1388921/david-p'}",False,19,,1,-1,1668538535,1665146779,1665147643.0,73987380,CC BY-SA 4.0,https://stackoverflow.com/questions/73987380/how-to-rewrite-absolute-links-in-a-mht-file-to-become-relative-links-that-point,How to rewrite absolute links in a MHT file to become relative links (that point to the MHT file itself)?,,,,,,,
18,"['javascript', 'html', 'css', 'settings']","{'account_id': 20563611, 'reputation': 39, 'user_id': 15093554, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiTyMYo27htcwlZ3xxGAl50W2FYZCgwd27mPdRVEw=k-s256', 'display_name': 'Michael Borne', 'link': 'https://stackoverflow.com/users/15093554/michael-borne'}",False,31,,1,-2,1668531383,1666283947,1668531383.0,74143436,,https://stackoverflow.com/questions/74143436/how-to-apply-a-settings-page-to-change-all-the-pages-content,How to apply a settings page to change all the pages content?,,,1668535113.0,Needs more focus,,,
19,"['html', 'css', 'hugo']","{'account_id': 2198560, 'reputation': 99, 'user_id': 1943612, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/fcbba89c78e42878a4f1a5dcf3d6663a?s=256&d=identicon&r=PG', 'display_name': 'Rich Shepard', 'link': 'https://stackoverflow.com/users/1943612/rich-shepard'}",False,19,,2,0,1668525725,1666378486,1666378824.0,74158086,CC BY-SA 4.0,https://stackoverflow.com/questions/74158086/debugging-logic-errors,Debugging logic errors,,,,,,,
20,"['html', 'hugo']","{'account_id': 2198560, 'reputation': 99, 'user_id': 1943612, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/fcbba89c78e42878a4f1a5dcf3d6663a?s=256&d=identicon&r=PG', 'display_name': 'Rich Shepard', 'link': 'https://stackoverflow.com/users/1943612/rich-shepard'}",False,18,,1,0,1668525546,1666121369,,74116491,CC BY-SA 4.0,https://stackoverflow.com/questions/74116491/hugo-nested-menus-adding-partial-for-menu-html,Hugo nested menus: adding partial for menu.html,,,,,,,
21,"['javascript', 'python', 'html', 'flask']","{'account_id': 26445809, 'reputation': 45, 'user_id': 20089685, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1fsLpAs9R8SN2WESGphHWV_t1UGwPN9TQ1VT6g=k-s256', 'display_name': 'qcoder', 'link': 'https://stackoverflow.com/users/20089685/qcoder'}",True,39,74230109.0,1,2,1668517882,1666922991,1668517882.0,74229962,CC BY-SA 4.0,https://stackoverflow.com/questions/74229962/pass-value-of-td-element-i-click-to-python-function-flask,Pass value of td element I click to python function flask,,,,,,,
22,"['python', 'html', 'forms', 'flask']","{'account_id': 26754935, 'reputation': 71, 'user_id': 20354040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f459d5afde860171850b37e9e0f229b?s=256&d=identicon&r=PG', 'display_name': 'waBoroAsuP', 'link': 'https://stackoverflow.com/users/20354040/waboroasup'}",True,32,74229967.0,1,0,1668517371,1666922373,1668517371.0,74229912,CC BY-SA 4.0,https://stackoverflow.com/questions/74229912/python-flask-redirect-on-another-computer,Python Flask Redirect on another computer,,,,,,,
23,"['html', 'laravel', 'datatables', 'laravel-9']","{'account_id': 26670629, 'reputation': 1, 'user_id': 20282113, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/519171799945844/picture?type=large', 'display_name': 'Bernhard Alber', 'link': 'https://stackoverflow.com/users/20282113/bernhard-alber'}",False,58,,1,-1,1668433784,1666700293,1666700993.0,74193960,CC BY-SA 4.0,https://stackoverflow.com/questions/74193960/datatables-seems-to-not-load-cant-find-the-error,DataTables seems to not load - can&#39;t find the Error,,,,,,,
24,"['html', 'css', 'twitter-bootstrap', 'page-refresh']","{'account_id': 26679306, 'reputation': 1, 'user_id': 20289488, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lrQBG.jpg?s=256&g=1', 'display_name': 'UltimateKaycee', 'link': 'https://stackoverflow.com/users/20289488/ultimatekaycee'}",True,30,74170847.0,1,-2,1668426890,1666257964,1666258032.0,74137464,CC BY-SA 4.0,https://stackoverflow.com/questions/74137464/how-do-i-stop-my-bootstrap-webpage-under-development-from-refreshing-automatic,How do I stop my Bootstrap Webpage (under development) from refreshing automatically,,,,,,,
25,"['html', 'streaming', 'live', 'm3u8', 'iptv']","{'account_id': 26494029, 'reputation': 1, 'user_id': 20132059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d84855c18ee7accb07e936b060e0614?s=256&d=identicon&r=PG', 'display_name': 'SF Saruf', 'link': 'https://stackoverflow.com/users/20132059/sf-saruf'}",False,252,,1,0,1668423269,1664554232,,73911426,CC BY-SA 4.0,https://stackoverflow.com/questions/73911426/how-to-play-any-live-streaming-url-in-html,How to play any live streaming url in html,,,,,,,
26,"['html', 'css', 'responsive-design']","{'account_id': 12451914, 'reputation': 57, 'user_id': 9066313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c222d3c40e6c32f49973e95ee80e94e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joost', 'link': 'https://stackoverflow.com/users/9066313/joost'}",True,28,,1,0,1668326898,1666939483,1667474023.0,74231540,CC BY-SA 4.0,https://stackoverflow.com/questions/74231540/div-not-taking-full-width-of-screen-on-mobile-when-theres-a-wide-table-underne,"div not taking full width of screen on mobile, when there&#39;s a wide table underneath",,,,,,,
27,"['java', 'html', 'owasp', 'sanitizer']","{'account_id': 12194483, 'reputation': 1061, 'user_id': 8900664, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://graph.facebook.com/803949066451518/picture?type=large', 'display_name': 'Nixen85', 'link': 'https://stackoverflow.com/users/8900664/nixen85'}",False,127,,2,5,1668292108,1665758859,1667657124.0,74070994,CC BY-SA 4.0,https://stackoverflow.com/questions/74070994/add-unique-attribute-id-to-each-h2-tag-with-owasp-java-html-sanitizer,Add unique attribute id to each h2-tag with owasp java html sanitizer,,,,,,,
28,"['javascript', 'html', 'jquery', 'css', 'slick.js']","{'account_id': 6311968, 'reputation': 1063, 'user_id': 4903240, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://lh3.googleusercontent.com/-rv-HspwP7-8/AAAAAAAAAAI/AAAAAAAAAVs/JDLaGkcPrtM/photo.jpg?sz=256', 'display_name': 'neda Derakhshesh', 'link': 'https://stackoverflow.com/users/4903240/neda-derakhshesh'}",False,46,,1,0,1668282281,1666374023,1666434092.0,74157385,CC BY-SA 4.0,https://stackoverflow.com/questions/74157385/slick-slider-blinks-at-the-end-of-the-rotation-for-reapeating,Slick slider blinks at the end of the rotation for reapeating,,,,,,,
29,"['javascript', 'html', 'api', 'fullscreen']","{'account_id': 6414477, 'reputation': 37, 'user_id': 4973108, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10155591140855524/picture?type=large', 'display_name': 'Dinsdale Trelawney', 'link': 'https://stackoverflow.com/users/4973108/dinsdale-trelawney'}",False,18,,1,0,1668212642,1666263320,,74138693,CC BY-SA 4.0,https://stackoverflow.com/questions/74138693/window-innerheight-takes-approx-150ms-to-update-after-requestfullscreen-what,window.innerHeight takes approx 150ms to update after requestFullscreen(). What&#39;s the best way to deal with this?,,,,,,,
30,"['javascript', 'html', 'css']","{'account_id': 15201372, 'reputation': 11, 'user_id': 10969269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1cb32aa11cb5d3376599af9cb107c27?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eduardojls', 'link': 'https://stackoverflow.com/users/10969269/eduardojls'}",False,39,,1,0,1668170913,1666878242,1668170913.0,74223115,CC BY-SA 4.0,https://stackoverflow.com/questions/74223115/how-to-prevent-cards-from-losing-its-dimensions-when-adding-a-larger-text,How to prevent Cards from losing its dimensions when adding a larger text,,,,,,,
31,"['javascript', 'php', 'html', 'jquery']","{'account_id': 26689537, 'reputation': 3, 'user_id': 20298312, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b9aaaa5330dad969f7237188059eedd?s=256&d=identicon&r=PG', 'display_name': 'AminCoD', 'link': 'https://stackoverflow.com/users/20298312/amincod'}",False,73,,2,0,1668150093,1666355465,1668150093.0,74153659,CC BY-SA 4.0,https://stackoverflow.com/questions/74153659/how-to-filter-data-in-html-table-with-3-dropdowns,How to Filter data in HTML Table with 3 DropDowns,,,,,,,
32,"['javascript', 'java', 'php', 'html', 'css']","{'account_id': 26430340, 'reputation': 23, 'user_id': 20076616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eeb3941bdc10501f5da6b4a1cf16fa2e?s=256&d=identicon&r=PG', 'display_name': 'gfo95', 'link': 'https://stackoverflow.com/users/20076616/gfo95'}",True,58,74398319.0,1,2,1668144628,1667084463,1667084610.0,74249452,CC BY-SA 4.0,https://stackoverflow.com/questions/74249452/limiting-the-number-of-shown-pages-on-the-pagination,Limiting The Number of Shown Pages on The Pagination,,,,,,,
33,"['javascript', 'html', 'css', 'ios', 'safari']","{'account_id': 13386141, 'reputation': 683, 'user_id': 9659969, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1733564026719486/picture?type=large', 'display_name': 'Luis Luis Maia Maia', 'link': 'https://stackoverflow.com/users/9659969/luis-luis-maia-maia'}",True,119,74397032.0,1,1,1668129172,1665860594,1665996547.0,74082236,CC BY-SA 4.0,https://stackoverflow.com/questions/74082236/z-index-not-working-in-safari-iphone-with-ios16,Z-index not working in Safari iPhone with iOS16,,,,,,,
34,"['html', 'node.js', 'node-red']","{'account_id': 24223385, 'reputation': 11, 'user_id': 18178239, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwQWlyhW3wZfWXIUhb7X3WJBKpAYj6_f9pkLzeC=k-s256', 'display_name': '최윤섭', 'link': 'https://stackoverflow.com/users/18178239/%ec%b5%9c%ec%9c%a4%ec%84%ad'}",False,44,,0,0,1668129005,1665731908,1668129005.0,74065662,CC BY-SA 4.0,https://stackoverflow.com/questions/74065662/how-to-get-data-from-html-checkbox-in-node-red,How to get data from HTML checkbox in Node-red?,,,,,,,
35,"['html', 'css', 'input', 'cypress']","{'account_id': 23821482, 'reputation': 63, 'user_id': 19183105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3e155c54333293c971b68bf362a7d85?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dmitriy Oleshkov', 'link': 'https://stackoverflow.com/users/19183105/dmitriy-oleshkov'}",True,127,73989789.0,5,1,1668122480,1665154425,1665206140.0,73989033,CC BY-SA 4.0,https://stackoverflow.com/questions/73989033/how-in-cypress-to-refer-to-an-input-that-does-not-have-an-id,How in cypress to refer to an input that does not have an id,,,,,,,
36,"['javascript', 'html', 'css']","{'account_id': 26733299, 'reputation': 1, 'user_id': 20335271, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu38KrVwkhG-PHG_tQDv-gJL_oJK8MnBeJkvcKuU=k-s256', 'display_name': 'readytolearn', 'link': 'https://stackoverflow.com/users/20335271/readytolearn'}",False,34,,0,0,1668100655,1667022535,1668100655.0,74243101,CC BY-SA 4.0,https://stackoverflow.com/questions/74243101/slider-for-image-behind-h1-not-visble,Slider for image behind H1 not visble,,,,,,,
37,"['python', 'html', 'django', 'frontend']","{'account_id': 20446009, 'reputation': 176, 'user_id': 15001799, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c97e65c4fa7b9c9365b23161ed814740?s=256&d=identicon&r=PG&f=1', 'display_name': 'FountainTree', 'link': 'https://stackoverflow.com/users/15001799/fountaintree'}",False,15,,0,0,1668086760,1666737839,1668086760.0,74200888,CC BY-SA 4.0,https://stackoverflow.com/questions/74200888/dynamically-sized-table-with-integer-inputs-in-django,Dynamically-sized table with integer inputs in Django,,,,,,,
38,"['html', 'fonts', 'xna', 'ascii', 'xna-4.0']","{'account_id': 23679220, 'reputation': 1, 'user_id': 17705001, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjsQH57CGWpReSYw0otbwRZYjHPHzJSRRCAx5fSqA=k-s256', 'display_name': 'aboodedc', 'link': 'https://stackoverflow.com/users/17705001/aboodedc'}",True,16,74387048.0,1,0,1668073908,1667149395,,74255061,CC BY-SA 4.0,https://stackoverflow.com/questions/74255061/arabic-character-support-html-ascii-xna,Arabic Character Support - Html (ASCII) - XNA,,,,,,,
39,"['html', 'css', 'image', 'rounded-corners', 'border-radius']","{'account_id': 26317963, 'reputation': 18, 'user_id': 19980443, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MCfwn.jpg?s=256&g=1', 'display_name': '9Limes', 'link': 'https://stackoverflow.com/users/19980443/9limes'}",True,57,74159738.0,1,-1,1668068432,1666390644,1668068432.0,74159639,CC BY-SA 4.0,https://stackoverflow.com/questions/74159639/border-radius-is-only-rounding-one-corner,border-radius is only rounding one corner,,,,,,,
40,"['javascript', 'html', 'bootstrap-5', 'bootstrap5-modal']","{'account_id': 26598852, 'reputation': 31, 'user_id': 20220772, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3qneH_wkFe1CX2QlO3V3PcBtUJcU1jbnKfRzcvlg=k-s256', 'display_name': 'Naga Sai Rohith Devarasetty', 'link': 'https://stackoverflow.com/users/20220772/naga-sai-rohith-devarasetty'}",False,970,,0,3,1668053236,1665570492,1665573186.0,74040339,CC BY-SA 4.0,https://stackoverflow.com/questions/74040339/typeerror-cannot-read-properties-of-undefined-reading-backdrop-bootstrap-v,TypeError Cannot read properties of undefined (reading &#39;backdrop&#39;) - bootstrap v5.2.1 modal,,,,,,,
41,['html'],"{'account_id': 26545160, 'reputation': 1, 'user_id': 20175334, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52199a933b338c990bc0f06fdb5c0dee?s=256&d=identicon&r=PG', 'display_name': 'Facundo Moroni', 'link': 'https://stackoverflow.com/users/20175334/facundo-moroni'}",True,73,74375433.0,1,0,1667999577,1665058905,1665155343.0,73973716,CC BY-SA 4.0,https://stackoverflow.com/questions/73973716/i-have-a-text-with-html-and-css-and-need-formatted-text,I have a text with html and css and need formatted text,,,,,,,
42,"['javascript', 'html', 'node.js', 'express', 'file']","{'account_id': 18724507, 'reputation': 27, 'user_id': 13651510, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-4xgfLkb4V3E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclXna5W1dLdfiBdcVZkztxwThkTKQ/photo.jpg?sz=256', 'display_name': 'RaptorRV', 'link': 'https://stackoverflow.com/users/13651510/raptorrv'}",True,54,74220372.0,2,0,1667961435,1666864531,,74220141,CC BY-SA 4.0,https://stackoverflow.com/questions/74220141/how-to-encode-an-input-type-file-as-a-base64-string,How to encode an &lt;input type=&quot;file&gt; as a base64 string?,,,,,,,
43,"['html', 'css', 'safari']","{'account_id': 14274383, 'reputation': 2287, 'user_id': 10311008, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2085642074819452/picture?type=large', 'display_name': 'Ovidijus Parsiunas', 'link': 'https://stackoverflow.com/users/10311008/ovidijus-parsiunas'}",True,106,74367631.0,1,2,1667944802,1664643011,,73920147,CC BY-SA 4.0,https://stackoverflow.com/questions/73920147/table-element-width-using-column-widths-safari,Table element width using column widths - Safari,,,,,,,
44,"['javascript', 'php', 'html', 'css']","{'account_id': 16245242, 'reputation': 69, 'user_id': 11730571, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/u75MT.jpg?s=256&g=1', 'display_name': 'Gisbert12843', 'link': 'https://stackoverflow.com/users/11730571/gisbert12843'}",True,42,74185511.0,2,-1,1667942669,1666633773,1667942669.0,74184966,CC BY-SA 4.0,https://stackoverflow.com/questions/74184966/letting-another-table-appear-inside-of-an-already-existing-table-via-button-clic,Letting another Table appear inside of an already existing Table via Button Click,,,,,,,
45,"['javascript', 'html', 'css', 'streaming', 'twitch']","{'account_id': 26743539, 'reputation': 1, 'user_id': 20343928, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0YrqsC6lfKc4Oh_ueAuduB0U2lGqjRE5pWm2Zx=k-s256', 'display_name': 'Queen Designs', 'link': 'https://stackoverflow.com/users/20343928/queen-designs'}",False,20,,0,-1,1667937571,1666829932,1667937571.0,74215494,CC BY-SA 4.0,https://stackoverflow.com/questions/74215494/reaction-animation-css-code-streamelements,Reaction Animation CSS Code StreamElements,,,,,,,
46,"['javascript', 'html']","{'account_id': 23386368, 'reputation': 80, 'user_id': 17451659, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgpRqCwsHlYs3o2a5pTWzW3ko-x88g3_ZX21teSdw=k-s256', 'display_name': 'Ged0jzn4', 'link': 'https://stackoverflow.com/users/17451659/ged0jzn4'}",True,87,74185951.0,1,-1,1667929586,1664983461,1667929586.0,73962701,CC BY-SA 4.0,https://stackoverflow.com/questions/73962701/why-i-cant-import-js-file-inside-the-html-file-its-problem-with-mime-type,"Why I can&#39;t import js file inside the html file, it&#39;s problem with MIME type?",,,,,,,
