,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,last_edit_date,closed_date,closed_reason,migrated_from,locked_date
13,"['javascript', 'html', 'node.js', 'websocket', 'socket.io']","{'account_id': 1367387, 'reputation': 612, 'user_id': 1303555, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/bbO4h.jpg?s=256&g=1', 'display_name': 'shmow', 'link': 'https://stackoverflow.com/users/1303555/shmow'}",True,155025,9945805.0,3,49,1666784967,1333120325,9945693,CC BY-SA 3.0,https://stackoverflow.com/questions/9945693/connecting-client-to-server-using-socket-io,Connecting client to server using Socket.io,,,,,,
14,"['html', 'css', 'border']","{'account_id': 360116, 'reputation': 8232, 'user_id': 701928, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ed38f9f4c82eb50464bfe758a086002a?s=256&d=identicon&r=PG', 'display_name': 'TheMonkeyMan', 'link': 'https://stackoverflow.com/users/701928/themonkeyman'}",True,1325736,9601431.0,15,651,1666782845,1331122584,9601357,CC BY-SA 3.0,https://stackoverflow.com/questions/9601357/placing-border-inside-of-div-and-not-on-its-edge,Placing border inside of div and not on its edge,,1422290318.0,,,,
15,"['javascript', 'html', 'google-translate']","{'account_id': 121716, 'reputation': 14546, 'user_id': 315010, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/cdc9aa5112dab301e01a73e6f097c4f8?s=256&d=identicon&r=PG', 'display_name': 'kingjeffrey', 'link': 'https://stackoverflow.com/users/315010/kingjeffrey'}",True,92436,9629628.0,5,119,1666510435,1331263428,9628507,CC BY-SA 3.0,https://stackoverflow.com/questions/9628507/how-can-i-tell-google-translate-to-not-translate-a-section-of-a-website,How can I tell Google Translate to not translate a section of a website?,,1440701841.0,,,,
16,['html'],"{'account_id': 1274267, 'reputation': 1221, 'user_id': 1229830, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/ef31ed39d35f13ff4ee316b0b26d1f02?s=256&d=identicon&r=PG', 'display_name': 'Garry', 'link': 'https://stackoverflow.com/users/1229830/garry'}",True,97779,,4,9,1666421553,1333174889,9953564,CC BY-SA 3.0,https://stackoverflow.com/questions/9953564/aligning-textboxes-via-html,Aligning textboxes via HTML,,,,,,
17,"['javascript', 'jquery', 'html', 'this']","{'account_id': 1230039, 'reputation': 133, 'user_id': 1194820, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/e07bd326acabac298c6e05d72b3da985?s=256&d=identicon&r=PG', 'display_name': 'Brady Latsha', 'link': 'https://stackoverflow.com/users/1194820/brady-latsha'}",True,2443,,4,4,1666141399,1332386472,9815977,CC BY-SA 3.0,https://stackoverflow.com/questions/9815977/best-way-to-target-the-parent-div-javascript,best way to target the parent div - javascript,,1332391681.0,,,,
18,"['javascript', 'html', 'html5-canvas']","{'account_id': 453163, 'reputation': 3389, 'user_id': 1276374, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/7ce4a877cf573491b23fc6aa1bf18a1d?s=256&d=identicon&r=PG', 'display_name': 'Boris Mocialov', 'link': 'https://stackoverflow.com/users/1276374/boris-mocialov'}",True,1872,9763062.0,2,1,1666056510,1332108579,9762777,CC BY-SA 3.0,https://stackoverflow.com/questions/9762777/html5-passing-canvas-between-files,HTML5 - passing Canvas between files,,,,,,
19,"['javascript', 'html', 'canvas', 'web-audio-api']","{'account_id': 144035, 'reputation': 17080, 'user_id': 352796, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/bfbc13dc3b3ba5dbaf5c21d8549d83f4?s=256&d=identicon&r=PG', 'display_name': 'katspaugh', 'link': 'https://stackoverflow.com/users/352796/katspaugh'}",True,15321,9586493.0,5,27,1665987320,1330605154,9516324,CC BY-SA 4.0,https://stackoverflow.com/questions/9516324/web-audio-to-visualize-and-interact-with-waveforms,Web Audio to visualize and interact with waveforms,,1537117864.0,,,,
20,"['html', 'twitter-bootstrap', 'css']","{'account_id': 1185111, 'reputation': 2669, 'user_id': 1159248, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a6d9cec0e941926418d552bb15d6874d?s=256&d=identicon&r=PG', 'display_name': 'Olly F', 'link': 'https://stackoverflow.com/users/1159248/olly-f'}",True,193644,10905698.0,5,79,1665917842,1331858202,9730263,CC BY-SA 4.0,https://stackoverflow.com/questions/9730263/setting-max-width-for-body-using-bootstrap,Setting max width for body using Bootstrap,1428892743.0,1573011271.0,,,,
21,"['html', 'css', 'layout', 'frontend']","{'account_id': 348402, 'reputation': 6807, 'user_id': 683068, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ee844481d12ccb25c5d399e56120358f?s=256&d=identicon&r=PG', 'display_name': 'Wordpressor', 'link': 'https://stackoverflow.com/users/683068/wordpressor'}",True,6172,,6,9,1665847460,1333115499,9944317,CC BY-SA 3.0,https://stackoverflow.com/questions/9944317/what-to-do-when-websites-too-short-and-theres-an-empty-space-below-footer,What to do when website&#39;s &quot;too short&quot; and there&#39;s an empty space below footer?,,,,,,
22,"['html', 'firefox']","{'account_id': 986176, 'reputation': 1252, 'user_id': 1004604, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/NQ9gf.png?s=256&g=1', 'display_name': 'Moose', 'link': 'https://stackoverflow.com/users/1004604/moose'}",True,756,9933502.0,1,0,1665592919,1333054308,9933339,CC BY-SA 4.0,https://stackoverflow.com/questions/9933339/firefox-not-recognizing-br,Firefox not recognizing &lt;br /&gt;,,1665592919.0,,,,
23,"['html', 'css']","{'account_id': 48179, 'reputation': 47424, 'user_id': 143030, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7ab1baf18a91ab4055923c5fd01d68a2?s=256&d=identicon&r=PG', 'display_name': 'JasonDavis', 'link': 'https://stackoverflow.com/users/143030/jasondavis'}",True,18023,9955992.0,3,14,1664887985,1333197867,9955967,CC BY-SA 3.0,https://stackoverflow.com/questions/9955967/how-to-use-a-css-sprite-for-a-repeating-background-image,How to use a CSS sprite for a Repeating background image?,,,,,,
24,"['php', 'html', 'css']","{'account_id': 1336523, 'reputation': 41, 'user_id': 1279140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d3305b9b6bf63e5dbb07d377d97cf3e?s=256&d=identicon&r=PG', 'display_name': 'Bench Penshopp', 'link': 'https://stackoverflow.com/users/1279140/bench-penshopp'}",True,3582,,4,4,1664743201,1332177446,9774729,,https://stackoverflow.com/questions/9774729/a-forward-slash-at-end-of-url-breaks-css,A forward slash at end of URL breaks CSS,,1664740979.0,1664741596.0,Duplicate,,
25,"['php', 'mysql', 'html', 'css']","{'account_id': 83324, 'reputation': 15428, 'user_id': 233679, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d3d5963e03d6556ce76ff1799c43939e?s=256&d=identicon&r=PG', 'display_name': 'PHP Ferrari', 'link': 'https://stackoverflow.com/users/233679/php-ferrari'}",True,50373,,4,6,1664469796,1332448197,9830009,CC BY-SA 4.0,https://stackoverflow.com/questions/9830009/change-background-color-of-html-area-element,Change background color of HTML &lt;area&gt; element,,1664469796.0,,,,
26,"['jquery', 'html', 'jquery-ui', 'jquery-ui-datepicker']","{'account_id': 1069934, 'reputation': 1749, 'user_id': 1069473, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/955702eabb1473dfcf9510dfe86b3e4d?s=256&d=identicon&r=PG', 'display_name': 'bobo2000', 'link': 'https://stackoverflow.com/users/1069473/bobo2000'}",True,56453,9742389.0,3,19,1664301307,1331920901,9742289,CC BY-SA 3.0,https://stackoverflow.com/questions/9742289/jquery-ui-date-picker-disabling-specific-dates,"JQuery ui - date picker, disabling specific dates",,,,,,
27,"['javascript', 'html', 'google-chrome', 'typeerror']","{'account_id': 1141103, 'reputation': 2337, 'user_id': 1124973, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d8a05049b7ec74dfc52f068521efc00f?s=256&d=identicon&r=PG', 'display_name': 'stefan', 'link': 'https://stackoverflow.com/users/1124973/stefan'}",True,196248,9678166.0,4,157,1664256189,1331609237,9677985,CC BY-SA 3.0,https://stackoverflow.com/questions/9677985/uncaught-typeerror-illegal-invocation-in-chrome,&quot;Uncaught TypeError: Illegal invocation&quot; in Chrome,,1453239566.0,,,,
28,"['javascript', 'jquery', 'html', 'cordova']","{'account_id': 484824, 'reputation': 1862, 'user_id': 993437, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://graph.facebook.com/100001331000333/picture?type=large', 'display_name': 'Mercy', 'link': 'https://stackoverflow.com/users/993437/mercy'}",False,12792,,6,3,1664057175,1331801818,9716526,CC BY-SA 3.0,https://stackoverflow.com/questions/9716526/html5-video-tag-not-working-in-android-phonegap,html5 video tag not working in android phonegap,,,,,,
29,"['html', 'canvas']","{'account_id': 136147, 'reputation': 4539, 'user_id': 339463, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/0496896ead72a355c6a82134cc988544?s=256&d=identicon&r=PG', 'display_name': 'Todd Vance', 'link': 'https://stackoverflow.com/users/339463/todd-vance'}",True,4039,9693220.0,2,1,1663741668,1331677452,9693144,CC BY-SA 3.0,https://stackoverflow.com/questions/9693144/how-to-make-a-pill-shape-in-canvas-rounded-corner-rect-basically,How to make a pill shape in Canvas? (rounded corner rect basically),,,,,,
30,"['html', 'css', 'cross-browser']","{'account_id': 212616, 'reputation': 33164, 'user_id': 465546, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/d67cc0a6798555fd468d2d5a00ae9927?s=256&d=identicon&r=PG', 'display_name': 'qwertymk', 'link': 'https://stackoverflow.com/users/465546/qwertymk'}",True,25534,9600439.0,9,14,1663448960,1331118650,9600357,CC BY-SA 3.0,https://stackoverflow.com/questions/9600357/should-i-be-using-nav-or-ul,Should I be using nav or ul,,1331127302.0,,,,
31,"['html', 'css', 'css-position', 'absolute']","{'account_id': 39580, 'reputation': 380502, 'user_id': 114251, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/sNLiB.jpg?s=256&g=1', 'display_name': 'Arun P Johny', 'link': 'https://stackoverflow.com/users/114251/arun-p-johny'}",True,220823,9735567.0,8,57,1663320812,1331893370,9735513,CC BY-SA 3.0,https://stackoverflow.com/questions/9735513/how-to-place-a-div-on-the-right-side-with-absolute-position,How to place a div on the right side with absolute position,,1435135093.0,,,,
32,"['javascript', 'html', 'css']","{'account_id': 251261, 'reputation': 6070, 'user_id': 528507, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/dfbbd590c6f04ed2e5722ee1210e78c8?s=256&d=identicon&r=PG', 'display_name': 'Hemlock', 'link': 'https://stackoverflow.com/users/528507/hemlock'}",True,42219,9948869.0,10,79,1663250999,1332271250,9793473,CC BY-SA 3.0,https://stackoverflow.com/questions/9793473/text-overflow-ellipsis-on-left-side,Text-overflow ellipsis on left side,,1412885933.0,,,,
33,"['html', 'css']","{'account_id': 380142, 'reputation': 542, 'user_id': 733967, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/6eaf95d55b85a4fff994da44ab53ee16?s=256&d=identicon&r=PG', 'display_name': 'swenflea', 'link': 'https://stackoverflow.com/users/733967/swenflea'}",True,99913,,7,33,1663239544,1332134707,9765402,CC BY-SA 3.0,https://stackoverflow.com/questions/9765402/why-is-is-top50-in-css-not-working,Why is is top:50% in css not working?,,1332134905.0,,,,
34,['html'],"{'account_id': 74712, 'reputation': 11837, 'user_id': 214547, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/PW6bG.jpg?s=256&g=1', 'display_name': 'Tool', 'link': 'https://stackoverflow.com/users/214547/tool'}",True,113536,9555196.0,8,56,1663209480,1330866899,9555143,CC BY-SA 3.0,https://stackoverflow.com/questions/9555143/html-maxlength-attribute-not-working-on-chrome-and-safari,HTML maxlength attribute not working on chrome and safari?,,,,,,
35,"['html', 'css', 'html-select', 'prototypejs']","{'account_id': 337495, 'reputation': 15370, 'user_id': 665800, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8be01531e6ea5798571bf1eb5826627f?s=256&d=identicon&r=PG', 'display_name': 'shanethehat', 'link': 'https://stackoverflow.com/users/665800/shanethehat'}",True,586,9626705.0,1,0,1662492370,1331248540,9626574,CC BY-SA 4.0,https://stackoverflow.com/questions/9626574/highlight-part-of-the-text-within-an-option-tag,Highlight part of the text within an option tag,,1662492370.0,,,,
36,"['php', 'html', 'sql', 'database', 'html-select']","{'account_id': 1315045, 'reputation': 11, 'user_id': 1262130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0d8c505192a97666631f6cc0d373bcf?s=256&d=identicon&r=PG', 'display_name': 'kay lam', 'link': 'https://stackoverflow.com/users/1262130/kay-lam'}",True,346,,2,1,1662492352,1331462975,9654301,CC BY-SA 4.0,https://stackoverflow.com/questions/9654301/how-to-match-the-multiple-selected-options-in-the-form-to-the-database-by-query,How to match the multiple selected options in the form to the database by query?,,1662492352.0,,,,
37,"['javascript', 'css', 'html']","{'account_id': 373105, 'reputation': 10567, 'user_id': 722531, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/49711b2fca804d2a97355e7334c007a6?s=256&d=identicon&r=PG', 'display_name': 'sumit', 'link': 'https://stackoverflow.com/users/722531/sumit'}",True,591497,9862275.0,14,175,1662069099,1332695233,9862167,CC BY-SA 3.0,https://stackoverflow.com/questions/9862167/positioning-div-element-at-center-of-screen,Positioning &lt;div&gt; element at center of screen,1432202535.0,1408582678.0,,,,
38,"['html', 'accessibility', 'font-size', 'semantics']","{'account_id': 31831, 'reputation': 21570, 'user_id': 87739, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/6fe43e0038cf0e5579b549d417d4f3ec?s=256&d=identicon&r=PG', 'display_name': 'wheresrhys', 'link': 'https://stackoverflow.com/users/87739/wheresrhys'}",True,2818,9736273.0,4,1,1661973648,1331895115,9735928,CC BY-SA 4.0,https://stackoverflow.com/questions/9735928/in-html5-is-it-ok-to-use-a-strong-tag-within-an-em-tag,"In HTML5, is it ok to use a strong tag within an em tag?",,1661973648.0,,,,
39,"['html', 'google-chrome', 'width', 'font-size']","{'account_id': 1340063, 'reputation': 21, 'user_id': 1281919, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24d881f7abd72423a65a163c350d0f34?s=256&d=identicon&r=PG', 'display_name': 'Yuanbo Wang', 'link': 'https://stackoverflow.com/users/1281919/yuanbo-wang'}",True,2898,9795339.0,1,1,1661973625,1332279107,9795293,CC BY-SA 4.0,https://stackoverflow.com/questions/9795293/html-using-em-for-border-width-wont-work-on-chrome,HTML using &#39;em&#39; for border-width won&#39;t work on Chrome?,,1661973625.0,,,,
40,"['javascript', 'html', 'dom-events']","{'account_id': 25344, 'reputation': 20390, 'user_id': 65120, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/ac81051f3e74f6bf8ff6a4e60c47adf6?s=256&d=identicon&r=PG', 'display_name': 'xdevel2000', 'link': 'https://stackoverflow.com/users/65120/xdevel2000'}",True,67,9546317.0,1,2,1661969016,1330768859,9545173,CC BY-SA 4.0,https://stackoverflow.com/questions/9545173/w3c-event-correct-terminology,W3C event correct terminology,,1661969016.0,,,,
41,"['javascript', 'html']","{'account_id': 1192554, 'reputation': 51, 'user_id': 1165011, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e09777ecb8d051e76e0f0810bc508366?s=256&d=identicon&r=PG', 'display_name': 'hero123', 'link': 'https://stackoverflow.com/users/1165011/hero123'}",False,176,,1,-1,1661968970,1331910250,9739705,CC BY-SA 4.0,https://stackoverflow.com/questions/9739705/random-moving-of-image-and-hyperlink-from-one-location-to-another-using-javascri,Random moving of image and Hyperlink from one location to another using JavaScript and html,,1661968970.0,,,,
42,"['c#', 'html', 'xpath', 'html-select', 'html-agility-pack']","{'account_id': 1335862, 'reputation': 31, 'user_id': 1278641, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/540f6a1f71ae239100858e1669035c77?s=256&d=identicon&r=PG', 'display_name': 'Fatalitos', 'link': 'https://stackoverflow.com/users/1278641/fatalitos'}",True,4704,,3,3,1661967792,1332166149,9771678,CC BY-SA 4.0,https://stackoverflow.com/questions/9771678/html-agility-pack-option-inner-text,Html Agility Pack - &lt;option&gt; inner text,,1661967792.0,,,,
43,"['javascript', 'html', 'dom-events']","{'account_id': 146374, 'reputation': 34859, 'user_id': 356790, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/416ebf098d30fc7ae56660acd386329d?s=256&d=identicon&r=PG', 'display_name': 'Suraj', 'link': 'https://stackoverflow.com/users/356790/suraj'}",True,265,9756192.0,1,2,1661963028,1332021018,9754068,CC BY-SA 4.0,https://stackoverflow.com/questions/9754068/overriding-css-styles,Overriding CSS styles,,1661963028.0,,,,
44,"['javascript', 'html', 'dom-events']","{'account_id': 1352196, 'reputation': 3, 'user_id': 1291513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/829e9bc39db7fd90b0ae56947ae31fd0?s=256&d=identicon&r=PG', 'display_name': 'Rontonimo', 'link': 'https://stackoverflow.com/users/1291513/rontonimo'}",True,283,9862545.0,2,0,1661962968,1332697865,9862501,CC BY-SA 4.0,https://stackoverflow.com/questions/9862501/cannot-get-mouseover-to-work-dont-understand-javascript-well-enough,"Cannot get mouseover to work, don&#39;t understand JavaScript well enough",,1661962968.0,,,,
45,"['javascript', 'html', 'position', 'html-select']","{'account_id': 297801, 'reputation': 340, 'user_id': 603493, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/oOFCp.jpg?s=256&g=1', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/603493/jeff'}",True,2389,9950168.0,1,5,1661961905,1333133698,9948885,CC BY-SA 4.0,https://stackoverflow.com/questions/9948885/javascript-get-position-of-option-element,JavaScript get position of option element?,,1661961905.0,,,,
46,"['html', 'css', 'internet-explorer-7', 'internet-explorer-6']","{'account_id': 484538, 'reputation': 6153, 'user_id': 900271, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/c1beb55646e7b7b2829a7f903a2dc809?s=256&d=identicon&r=PG', 'display_name': 'Ole Henrik Skogstr&#248;m', 'link': 'https://stackoverflow.com/users/900271/ole-henrik-skogstr%c3%b8m'}",True,439,12544889.0,1,1,1661876507,1332810997,9882107,CC BY-SA 4.0,https://stackoverflow.com/questions/9882107/layout-problems-using-base-font-size-in-ie6-7-the-em-px-bug,Layout problems using base font size in IE6/7 - the em/px bug,,1661876507.0,,,,
47,"['javascript', 'jquery', 'html']","{'account_id': 1300393, 'reputation': 930, 'user_id': 1250445, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8bc81d5dd81b5c0c65d6da030f1d6e3d?s=256&d=identicon&r=PG', 'display_name': 'Dxx', 'link': 'https://stackoverflow.com/users/1250445/dxx'}",True,36399,9620269.0,7,8,1661186544,1331220719,9620223,CC BY-SA 3.0,https://stackoverflow.com/questions/9620223/make-div-fullscreen-onclick-of-a-button,Make div &#39;fullscreen&#39; onClick of a button?,,,,,,
48,"['javascript', 'html', 'window.open']","{'account_id': 62150, 'reputation': 15236, 'user_id': 184814, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/jzEZo.jpg?s=256&g=1', 'display_name': 'OM The Eternity', 'link': 'https://stackoverflow.com/users/184814/om-the-eternity'}",True,13576,9612869.0,4,3,1661102547,1331179651,9612745,CC BY-SA 3.0,https://stackoverflow.com/questions/9612745/window-open-is-not-applying-the-given-height-parameter,window.open is not applying the given height parameter,,1331182336.0,,,,
