,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,locked_date,migrated_from,community_owned_date
10,"['html', 'css', 'responsive-design']","{'account_id': 355450, 'reputation': 2705, 'user_id': 694408, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/II6kA.jpg?s=256&g=1', 'display_name': 'Steen', 'link': 'https://stackoverflow.com/users/694408/steen'}",True,206849,11243226.0,12,86,1667219621,1340880889,1515167656.0,11243075,CC BY-SA 3.0,https://stackoverflow.com/questions/11243075/css-scale-height-to-match-width-possibly-with-a-formfactor,CSS scale height to match width - possibly with a formfactor,,,,,,
11,"['javascript', 'html', 'cors', 'xmlhttprequest', 'xmlhttprequest-level2']","{'account_id': 1218272, 'reputation': 3773, 'user_id': 1185439, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/22cba67bca34e90ef9744a6a4df7c917?s=256&d=identicon&r=PG', 'display_name': 'whadar', 'link': 'https://stackoverflow.com/users/1185439/whadar'}",True,556325,10892392.0,12,271,1667212581,1338820947,1615395939.0,10883211,CC BY-SA 4.0,https://stackoverflow.com/questions/10883211/why-does-my-http-localhost-cors-origin-not-work,Why does my http://localhost CORS origin not work?,,,,,,
12,"['html', 'custom-data-attribute']","{'account_id': 269201, 'reputation': 298, 'user_id': 558395, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/5fbe7f5f89e169d3079bb92ad20def71?s=256&d=identicon&r=PG', 'display_name': 'Charlotte Dann', 'link': 'https://stackoverflow.com/users/558395/charlotte-dann'}",True,1521,10968184.0,2,4,1667105124,1339326043,,10968129,CC BY-SA 3.0,https://stackoverflow.com/questions/10968129/can-data-attributes-begin-with-a-number-e-g-data-1234,Can data attributes begin with a number? (e.g. data-1234=&quot;&quot;),,,,,,
13,"['javascript', 'html', 'checkbox', 'dom-events']","{'account_id': 277365, 'reputation': 3923, 'user_id': 571319, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/0fcb9382886eaaa2858d547caf6f2807?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yahoo', 'link': 'https://stackoverflow.com/users/571319/yahoo'}",True,67332,10908278.0,10,21,1666714527,1338957290,1566319075.0,10908212,CC BY-SA 4.0,https://stackoverflow.com/questions/10908212/select-all-checkbox-by-javascript-or-console,Select All checkbox by Javascript or console,,,,,,
14,"['html', 'css', 'charts', 'highcharts', 'google-visualization']","{'account_id': 51938, 'reputation': 53087, 'user_id': 155196, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/T71og.jpg?s=256&g=1', 'display_name': 'Harsha M V', 'link': 'https://stackoverflow.com/users/155196/harsha-m-v'}",True,18021,10869499.0,5,11,1666252904,1338644759,1338688037.0,10862767,CC BY-SA 3.0,https://stackoverflow.com/questions/10862767/email-charts-bar-area-and-pie-charts,"Email Charts - Bar, Area and Pie Charts",,,,,,
15,"['javascript', 'html', 'html5-canvas']","{'account_id': 1544065, 'reputation': 929, 'user_id': 1438026, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/14ad53acd788cd180d619b595486a853?s=256&d=identicon&r=PG', 'display_name': 'user1438026', 'link': 'https://stackoverflow.com/users/1438026/user1438026'}",True,102649,10906961.0,5,79,1665988114,1338941859,1641348328.0,10906734,CC BY-SA 4.0,https://stackoverflow.com/questions/10906734/how-to-upload-image-into-html5-canvas,How to upload image into HTML5 canvas,1446018742.0,,,,,
16,"['c#', 'html', 'xpath', 'html-agility-pack']","{'account_id': 304142, 'reputation': 3738, 'user_id': 613483, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/3305dac6b7a7382668c94d298f061164?s=256&d=identicon&r=PG&f=1', 'display_name': 'jth41', 'link': 'https://stackoverflow.com/users/613483/jth41'}",True,718,,2,2,1665962195,1339490770,1339501876.0,10993199,CC BY-SA 3.0,https://stackoverflow.com/questions/10993199/returns-a-null-from-html-node,Returns a null from html node,,,,,,
17,"['html', 'css', 'width', 'inline']","{'account_id': 1554401, 'reputation': 145, 'user_id': 1445975, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/2e59eefe9461189cbf805711dae8877c?s=256&d=identicon&r=PG', 'display_name': 'user1445975', 'link': 'https://stackoverflow.com/users/1445975/user1445975'}",True,2236,10992753.0,1,4,1664896990,1339487364,1664896990.0,10992500,CC BY-SA 4.0,https://stackoverflow.com/questions/10992500/div-at-100-of-page-width-minus-the-width-of-a-fixed-div-on-the-right-but-with,"Div at 100% of page width, minus the width of a fixed div on the right (but without setting a margin-right)",,,,,,
18,"['jquery', 'html']","{'account_id': 298241, 'reputation': 11530, 'user_id': 604156, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1e3155658f692981ca8d75904a8c0918?s=256&d=identicon&r=PG', 'display_name': 'Ali Ben Messaoud', 'link': 'https://stackoverflow.com/users/604156/ali-ben-messaoud'}",False,7525,,2,0,1664816755,1340989580,,11266025,CC BY-SA 3.0,https://stackoverflow.com/questions/11266025/manage-signup-login-and-forgot-password-divs-with-jquery,"Manage signup, login and forgot password divs with jQuery",,,,,,
19,"['html', 'css', 'stylesheet']","{'account_id': 1434422, 'reputation': 18394, 'user_id': 1356127, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/CgOP3.jpg?s=256&g=1', 'display_name': 'veer7', 'link': 'https://stackoverflow.com/users/1356127/veer7'}",True,2995,11035080.0,5,0,1664671707,1339683458,1664664790.0,11035053,CC BY-SA 4.0,https://stackoverflow.com/questions/11035053/how-to-restrict-style-to-only-part-of-html,How to restrict style to only part of HTML,,,,,,
20,['html'],"{'account_id': 1509066, 'reputation': 109, 'user_id': 1411630, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c9ed6c46aaff36537e0a41e74453ea86?s=256&d=identicon&r=PG', 'display_name': 'PHP For Life', 'link': 'https://stackoverflow.com/users/1411630/php-for-life'}",True,5800,10932480.0,2,1,1664494539,1339074498,1339075056.0,10932449,CC BY-SA 3.0,https://stackoverflow.com/questions/10932449/table-of-contents-html-link,Table of contents HTML link,,,,,,
21,"['html', 'css', 'tablerow']","{'account_id': 1498708, 'reputation': 1651, 'user_id': 1404044, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/7d9ee526f7e9047552b6d5fa2188935d?s=256&d=identicon&r=PG', 'display_name': 'Shady', 'link': 'https://stackoverflow.com/users/1404044/shady'}",True,354787,10937254.0,14,152,1663931761,1339091899,1501359528.0,10937218,CC BY-SA 3.0,https://stackoverflow.com/questions/10937218/how-to-show-multiline-text-in-a-table-cell,How to show multiline text in a table cell,,,,,,
22,"['html', 'css', 'border-radius']","{'account_id': 420460, 'reputation': 1168, 'user_id': 798173, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/46b09aebb4b07f6642c25c0f194872c0?s=256&d=identicon&r=PG', 'display_name': 'diracdeltafunk', 'link': 'https://stackoverflow.com/users/798173/diracdeltafunk'}",True,19100,11008670.0,5,37,1663876663,1339564818,1663876663.0,11008614,CC BY-SA 4.0,https://stackoverflow.com/questions/11008614/border-radius-doesnt-affect-inner-elements,Border-radius doesn&#39;t affect inner elements,,,,,,
23,"['css', 'html', 'wrapper']","{'account_id': 1547196, 'reputation': 349, 'user_id': 1440480, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f6308945469760bd1b2a67fed290d949?s=256&d=identicon&r=PG', 'display_name': 'user1440480', 'link': 'https://stackoverflow.com/users/1440480/user1440480'}",True,57243,11126604.0,2,34,1663054807,1340219584,1454301898.0,11126557,CC BY-SA 3.0,https://stackoverflow.com/questions/11126557/parent-div-is-smaller-than-child-div,Parent div is smaller than child div?,,,,,,
24,"['html', 'css']","{'account_id': 1521103, 'reputation': 6600, 'user_id': 1420724, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/xcCGK.jpg?s=256&g=1', 'display_name': 'Jacob Windsor', 'link': 'https://stackoverflow.com/users/1420724/jacob-windsor'}",True,982504,10989261.0,23,475,1662815188,1339461657,1662815188.0,10989238,CC BY-SA 4.0,https://stackoverflow.com/questions/10989238/how-to-center-image-horizontally-within-a-div-element,How to center image horizontally within a div element?,1613142218.0,,,,,
25,"['javascript', 'html', 'mobile', 'viewport']","{'account_id': 1576459, 'reputation': 337, 'user_id': 1462741, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8117d5adbe56177fe9df7cf68bc4cf1b?s=256&d=identicon&r=PG', 'display_name': 'lotav', 'link': 'https://stackoverflow.com/users/1462741/lotav'}",True,4332,14725507.0,2,0,1662745806,1339995590,1444499925.0,11077128,CC BY-SA 3.0,https://stackoverflow.com/questions/11077128/javascript-to-set-the-initial-scale-in-meta-name-viewport,JavaScript to set the initial Scale in &lt;meta name=&quot;viewport&quot;,,,,,,
26,"['javascript', 'html']","{'account_id': 279753, 'reputation': 6813, 'user_id': 575090, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b4d5b38d8e23d4bea46d9bee0843723b?s=256&d=identicon&r=PG', 'display_name': 'tommi', 'link': 'https://stackoverflow.com/users/575090/tommi'}",True,56171,,4,23,1662350348,1338703650,,10868277,CC BY-SA 3.0,https://stackoverflow.com/questions/10868277/reload-javascript-files-without-refreshing-html,Reload JavaScript files without refreshing HTML,,,,,,
27,"['java', 'html', 'jsp', 'jakarta-ee', 'utf-8']","{'account_id': 1506691, 'reputation': 1355, 'user_id': 1409913, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/6310150cd889f36b3d68c879e99f5ba2?s=256&d=identicon&r=PG', 'display_name': 'nakul', 'link': 'https://stackoverflow.com/users/1409913/nakul'}",True,7785,,2,1,1662145361,1338892531,1338899040.0,10895743,CC BY-SA 3.0,https://stackoverflow.com/questions/10895743/java-handling-special-character-in-request-getparameter,Java handling special character in request.getParameter,,,,,,
28,"['javascript', 'html', 'dom-events']","{'account_id': 1007486, 'reputation': 489, 'user_id': 1020841, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/db2f66b3c020f77e0da5315f4fb9891e?s=256&d=identicon&r=PG', 'display_name': 'dngoo', 'link': 'https://stackoverflow.com/users/1020841/dngoo'}",True,3055,10844085.0,3,3,1661943081,1338521544,1661943081.0,10844048,CC BY-SA 4.0,https://stackoverflow.com/questions/10844048/why-does-dynamically-adding-onclick-to-an-img-element-when-in-a-loop-require,"Why does dynamically adding .onclick to an img element, when in a loop, require return function()?",,,,,,
29,"['javascript', 'html', 'dom-events']","{'account_id': 85086, 'reputation': 2756, 'user_id': 237447, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5a68f95fb1aaa142349f3313cfc77a02?s=256&d=identicon&r=PG', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/237447/rob'}",True,3556,10947450.0,2,4,1661943023,1339152524,1661943023.0,10947424,CC BY-SA 4.0,https://stackoverflow.com/questions/10947424/how-to-run-a-javascript-script-before-the-other-ones,How to run a javascript script before the other ones?,,,,,,
30,"['javascript', 'html']","{'account_id': 1564224, 'reputation': 137, 'user_id': 1453372, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8be085fadac60cac0d9bb65d43b76b1e?s=256&d=identicon&r=PG', 'display_name': 'Alpana', 'link': 'https://stackoverflow.com/users/1453372/alpana'}",True,47849,11013402.0,1,9,1661942980,1339584376,1661942980.0,11013237,CC BY-SA 4.0,https://stackoverflow.com/questions/11013237/how-to-maximize-and-minimize-a-div,How to maximize and minimize a div,,,,,,
31,"['javascript', 'html', 'dom-events']","{'account_id': 1569313, 'reputation': 15, 'user_id': 1457377, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e1ad23c8dd21e56f5337521a1b7f28a?s=256&d=identicon&r=PG', 'display_name': 'instamat', 'link': 'https://stackoverflow.com/users/1457377/instamat'}",True,9287,11042491.0,2,1,1661938237,1339713395,1661938237.0,11042295,CC BY-SA 4.0,https://stackoverflow.com/questions/11042295/open-images-in-a-new-page-and-print-when-clicked,Open images in a new page and print when clicked,,,,,,
32,"['javascript', 'html', 'dom-events']","{'account_id': 1382613, 'reputation': 1289, 'user_id': 1315305, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ea28368fc4e2634963232718455e67db?s=256&d=identicon&r=PG', 'display_name': 'user1315305', 'link': 'https://stackoverflow.com/users/1315305/user1315305'}",True,1998,11053797.0,2,0,1661938191,1339773340,1661938191.0,11053503,CC BY-SA 4.0,https://stackoverflow.com/questions/11053503/how-to-change-visibility-of-divs-child-elements-in-onmouseover-function,How to change visibility of div&#39;s child elements in &quot;onmouseover&quot; function,,,,,,
33,"['html', 'joomla', 'joomla2.5']","{'account_id': 1121698, 'reputation': 9, 'user_id': 1109901, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/1aa7cad2fe2a49ee8366992a7785aa34?s=256&d=identicon&r=PG', 'display_name': 'Grace', 'link': 'https://stackoverflow.com/users/1109901/grace'}",True,5534,,1,0,1661938141,1340032405,1661938141.0,11085767,CC BY-SA 4.0,https://stackoverflow.com/questions/11085767/joomla-scrolling-text-module,Joomla scrolling text module,,,,,,
34,"['javascript', 'html', 'dom-events']","{'account_id': 1404365, 'reputation': 276, 'user_id': 1332485, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9e288a05ba8808f70806c7ba5d27eecc?s=256&d=identicon&r=PG', 'display_name': 'Me 4U', 'link': 'https://stackoverflow.com/users/1332485/me-4u'}",True,1371,11253503.0,1,1,1661933830,1340919444,1661933830.0,11253270,CC BY-SA 4.0,https://stackoverflow.com/questions/11253270/page-exit-alert-message-not-working-in-firefox,Page Exit Alert Message not working in Firefox,,,,,,
35,"['html', 'css']","{'account_id': 1023392, 'reputation': 26286, 'user_id': 1033200, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/tfakI.jpg?s=256&g=1', 'display_name': 'Sowmya', 'link': 'https://stackoverflow.com/users/1033200/sowmya'}",True,216651,11052011.0,12,58,1661604028,1339768291,1598869589.0,11051951,CC BY-SA 4.0,https://stackoverflow.com/questions/11051951/how-do-i-vertically-align-text-in-a-paragraph,How do I vertically align text in a paragraph?,,,,,,
36,"['javascript', 'html', 'dom-events']","{'account_id': 1257014, 'reputation': 2340, 'user_id': 1216272, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/77512fe46dec389c7bc5d85c6a321638?s=256&d=identicon&r=PG', 'display_name': 'Kunal Vashist', 'link': 'https://stackoverflow.com/users/1216272/kunal-vashist'}",True,103,,2,0,1661430781,1340177104,1661430781.0,11114731,CC BY-SA 4.0,https://stackoverflow.com/questions/11114731/external-javascript-rendering,External JavaScript rendering,,,,,,
37,"['html', 'css', 'html-table']","{'account_id': 1130675, 'reputation': 8420, 'user_id': 1116831, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/131df9fbe08dba6649cc5de70ddf1c73?s=256&d=identicon&r=PG', 'display_name': 'Wilson', 'link': 'https://stackoverflow.com/users/1116831/wilson'}",True,35144,11036445.0,6,18,1661333352,1339687665,1477434237.0,11036395,CC BY-SA 3.0,https://stackoverflow.com/questions/11036395/easy-styling-of-all-tds-in-a-table-or-in-a-div,Easy styling of all Td&#39;s in a table or in a div,,,,,,
38,"['html', 'history.js']","{'account_id': 45249, 'reputation': 26048, 'user_id': 133327, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/355464c4b4d43dea784fed6241bf8a34?s=256&d=identicon&r=PG', 'display_name': 'abernier', 'link': 'https://stackoverflow.com/users/133327/abernier'}",True,19472,10947321.0,7,26,1660721022,1339108759,1660721022.0,10940837,CC BY-SA 4.0,https://stackoverflow.com/questions/10940837/history-pushstate-does-not-trigger-popstate-event,history.pushState does not trigger &#39;popstate&#39; event,,,,,,
39,"['html', 'forms', 'submit', 'eps']","{'account_id': 1473181, 'reputation': 742, 'user_id': 1384223, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/0ea5ebe5c772b535a8d628384a2bf5d0?s=256&d=identicon&r=PG', 'display_name': 'Leroy Mikenzi', 'link': 'https://stackoverflow.com/users/1384223/leroy-mikenzi'}",False,1529,,3,2,1660570020,1340877449,,11242165,CC BY-SA 3.0,https://stackoverflow.com/questions/11242165/how-to-convert-html-file-to-a-image-file,how to convert HTML file to a image file,,,,,,
40,"['jquery', 'html']","{'account_id': 340756, 'reputation': 7323, 'user_id': 2917268, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g70PX.jpg?s=256&g=1', 'display_name': 'Jitender', 'link': 'https://stackoverflow.com/users/2917268/jitender'}",True,125441,11049291.0,7,17,1660307226,1339757506,1599064887.0,11049275,CC BY-SA 4.0,https://stackoverflow.com/questions/11049275/how-to-use-variable-in-string-in-jquery,How to use variable in string in jQuery,,,,,,
41,"['html', 'ajax', 'jquery']","{'account_id': 1462865, 'reputation': 5285, 'user_id': 1376657, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ae62a1f143f2e5a022a0672f87bf85dd?s=256&d=identicon&r=PG', 'display_name': 'Nadir Sampaoli', 'link': 'https://stackoverflow.com/users/1376657/nadir-sampaoli'}",True,271448,11071367.0,11,140,1660299479,1339934036,1546495398.0,11071100,CC BY-SA 4.0,https://stackoverflow.com/questions/11071100/jquery-uncaught-typeerror-illegal-invocation-at-ajax-request-several-eleme,JQuery: &#39;Uncaught TypeError: Illegal invocation&#39; at ajax request - several elements,,,,,,
42,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 974731, 'reputation': 7898, 'user_id': 996375, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/f2130e50afa88022bd091e457d321a73?s=256&d=identicon&r=PG', 'display_name': 'Vlad', 'link': 'https://stackoverflow.com/users/996375/vlad'}",True,1141,11129717.0,1,1,1659994423,1340234165,1659994423.0,11129519,CC BY-SA 4.0,https://stackoverflow.com/questions/11129519/how-to-auto-detect-keyboard-input-and-auto-focus-to-input-and-enter-it-into-inpu,How to auto-detect keyboard input AND auto-focus to input AND enter it into input using js or jquery?,,,,,,
43,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 102154, 'reputation': 2520, 'user_id': 274392, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/acf343fe4b44d2a1872334b84525b351?s=256&d=identicon&r=PG', 'display_name': 'Gublooo', 'link': 'https://stackoverflow.com/users/274392/gublooo'}",False,1521,,1,1,1659979779,1341036750,1659979779.0,11271919,CC BY-SA 4.0,https://stackoverflow.com/questions/11271919/on-browser-close-beforeunload-how-to-find-if-user-selected-stay-or-leave,On browser close beforeunload - how to find if user selected &quot;Stay&quot; or &quot;Leave&quot;,,,,,,
44,"['javascript', 'html', 'jquery', 'jquery-events']","{'user_type': 'does_not_exist', 'display_name': 'user1479043'}",True,231,11484830.0,2,1,1659958742,1340816913,1659958742.0,11231560,CC BY-SA 4.0,https://stackoverflow.com/questions/11231560/limit-checkbox-based-on-value-javascript,Limit checkbox based on value JavaScript,,,,,,
45,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 1528061, 'reputation': 39, 'user_id': 1425994, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ceb5f607f12fde9db6f4539aa455410c?s=256&d=identicon&r=PG', 'display_name': 'anu1989', 'link': 'https://stackoverflow.com/users/1425994/anu1989'}",True,2065,,6,1,1659606579,1338889380,1659606579.0,10895019,CC BY-SA 4.0,https://stackoverflow.com/questions/10895019/refreshing-div-after-clicking-on-save,Refreshing div after clicking on save,,,,,,
46,"['html', 'wordpress', 'directory']","{'account_id': 1404421, 'reputation': 4774, 'user_id': 1332527, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/42dbbf5840ed345d3d62ad982b350358?s=256&d=identicon&r=PG', 'display_name': 'jchwebdev', 'link': 'https://stackoverflow.com/users/1332527/jchwebdev'}",False,145,,0,1,1659541805,1340055661,1659541805.0,11091510,CC BY-SA 4.0,https://stackoverflow.com/questions/11091510/allow-logged-in-wordpress-users-to-read-a-folder-of-html-pages,Allow Logged In Wordpress users to read a folder of HTML pages,,,,,,
47,"['javascript', 'jquery', 'html', 'forms']","{'account_id': 1546157, 'reputation': 85, 'user_id': 1439672, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/0ac4c755ba4e2cd7ad1f76a8e436e9ba?s=256&d=identicon&r=PG', 'display_name': 'vinc', 'link': 'https://stackoverflow.com/users/1439672/vinc'}",True,17799,10961849.0,4,3,1659024333,1339251186,1339254337.0,10961697,CC BY-SA 3.0,https://stackoverflow.com/questions/10961697/how-to-update-change-html-content-with-javascript-and-prevent-the-page-from-refr,How to update/change HTML content with JavaScript and prevent the page from refreshing?,,,,,,
