,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,locked_date
10,"['html', 'flexbox']","{'account_id': 2303724, 'reputation': 781, 'user_id': 2023444, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/7646d5d3be00ab2024278d53bcaece80?s=256&d=identicon&r=PG', 'display_name': 'Trebor', 'link': 'https://stackoverflow.com/users/2023444/trebor'}",True,630,2,2,1665726252,1599586496,1599587921.0,63798951,CC BY-SA 4.0,https://stackoverflow.com/questions/63798951/flex-box-grouping-specific-items-based-on-screen-resolution,Flex box grouping specific items based on screen resolution,63799313.0,,,,
11,"['javascript', 'html', 'regex', 'vue.js', 'validation']","{'account_id': 16448022, 'reputation': 562, 'user_id': 11882174, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f29a446af992876cf3998819e1a033b?s=256&d=identicon&r=PG&f=1', 'display_name': 'albert_anthony6', 'link': 'https://stackoverflow.com/users/11882174/albert-anthony6'}",True,79,1,-2,1665514584,1599093349,1665514584.0,63715214,CC BY-SA 4.0,https://stackoverflow.com/questions/63715214/regex-custom-email-validation,Regex Custom Email Validation,63716978.0,,,,
12,"['html', 'accessibility', 'wcag2.0']","{'account_id': 8691195, 'reputation': 93, 'user_id': 6504032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-91v5oh_OeTQ/AAAAAAAAAAI/AAAAAAAABYE/vDdCtthhyYo/photo.jpg?sz=256', 'display_name': 'Avnish Patel', 'link': 'https://stackoverflow.com/users/6504032/avnish-patel'}",True,2580,1,0,1665514374,1599225748,1665514374.0,63742067,CC BY-SA 4.0,https://stackoverflow.com/questions/63742067/web-accessibility-redundant-link-adjacent-links-go-to-the-same-url-for-a-tag,Web Accessibility: Redundant link- Adjacent links go to the same URL for a tag &lt;a href=&quot;javascript:void(0)&quot;&gt;,63771433.0,,,,
13,"['html', 'accessibility', 'wai-aria', 'voiceover']","{'account_id': 19621871, 'reputation': 1, 'user_id': 14362177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40c7122a98b668145afb5012407ea0a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'ADAnoob', 'link': 'https://stackoverflow.com/users/14362177/adanoob'}",True,297,1,-1,1665412212,1601393035,1665412212.0,64122704,CC BY-SA 4.0,https://stackoverflow.com/questions/64122704/how-to-group-a-set-of-divs-for-accessibility,How to group a set of divs for accessibility,64125106.0,,,,
14,"['javascript', 'html', 'css', 'accessibility']","{'account_id': 18550981, 'reputation': 11, 'user_id': 13517227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7d4361a9347c967b43c50b714c3956d?s=256&d=identicon&r=PG&f=1', 'display_name': 'George Francis', 'link': 'https://stackoverflow.com/users/13517227/george-francis'}",True,1129,2,1,1664981844,1600921131,1664981844.0,64039485,CC BY-SA 4.0,https://stackoverflow.com/questions/64039485/i-need-to-expand-and-collapse-pure-css-accordion-when-i-hit-keyboard-enter-key-f,I need to expand and collapse pure css accordion when I hit keyboard Enter Key for web accessibility,,,,,
15,"['html', 'css', 'css-animations']","{'account_id': 2824297, 'reputation': 1976, 'user_id': 2427237, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/yAXDX.jpg?s=256&g=1', 'display_name': 'nimsrules', 'link': 'https://stackoverflow.com/users/2427237/nimsrules'}",True,415,2,0,1664902406,1599923011,,63861707,,https://stackoverflow.com/questions/63861707/using-scale-and-translate-on-animated-element-messes-up-the-transform-origin,Using scale and translate on animated element messes up the transform-origin,63862469.0,1599931570.0,Duplicate,,
16,"['javascript', 'html', 'css', 'flexbox', 'spacing']","{'account_id': 16067939, 'reputation': 41, 'user_id': 11597069, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2441979605824073/picture?type=large', 'display_name': 'I&#241;igo Zepeda', 'link': 'https://stackoverflow.com/users/11597069/i%c3%b1igo-zepeda'}",True,3043,6,1,1664763791,1599978694,1664763791.0,63867868,CC BY-SA 4.0,https://stackoverflow.com/questions/63867868/add-empty-space-in-p-tag-using-css,Add empty space in &#39;p&#39; tag using CSS,,,,,
17,"['python', 'html', 'web-scraping', 'beautifulsoup', 'python-requests']","{'account_id': 13203767, 'reputation': 609, 'user_id': 9536233, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eIZUL.png?s=256&g=1', 'display_name': 'Rivered', 'link': 'https://stackoverflow.com/users/9536233/rivered'}",True,773,2,3,1664203317,1600633847,1600699099.0,63983368,CC BY-SA 4.0,https://stackoverflow.com/questions/63983368/why-can-i-only-scrape-first-4-pages-of-results-on-ebay,Why can I only scrape first 4 pages of results on eBay?,63997066.0,,,1626871461.0,
18,"['html', 'r', 'plotly', 'r-markdown']","{'account_id': 17219616, 'reputation': 1291, 'user_id': 12466687, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2cb062877a6749c951bce27989042295?s=256&d=identicon&r=PG&f=1', 'display_name': 'ViSa', 'link': 'https://stackoverflow.com/users/12466687/visa'}",True,701,1,2,1664202040,1601117430,1601130828.0,64076753,CC BY-SA 4.0,https://stackoverflow.com/questions/64076753/how-to-properly-fit-plotly-graphs-in-rmarkdown-html-documents,How to properly fit plotly graphs in RMarkdown html documents?,73855529.0,,,,
19,"['javascript', 'html', 'jquery']","{'account_id': 18772049, 'reputation': 23, 'user_id': 13688671, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rwXUb.png?s=256&g=1', 'display_name': 'Ayaan', 'link': 'https://stackoverflow.com/users/13688671/ayaan'}",True,1535,2,0,1664185938,1600862591,1600862784.0,64027535,CC BY-SA 4.0,https://stackoverflow.com/questions/64027535/change-target-blank-to-target-self-for-mobile,Change target=&quot;_blank&quot; to target = &quot;_self&quot; for mobile,64027613.0,,,,
20,"['php', 'html', 'jquery', 'forms', 'repeater']","{'account_id': 12636277, 'reputation': 29, 'user_id': 14205502, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-mvnWJWpO1fA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmGDDMP-GpEkDy0fwC6ezHpPUCyiA/photo.jpg?sz=256', 'display_name': 'Tao', 'link': 'https://stackoverflow.com/users/14205502/tao'}",False,833,2,1,1664124223,1599002427,1599022142.0,63696677,CC BY-SA 4.0,https://stackoverflow.com/questions/63696677/form-repeater-only-post-first-values,Form Repeater only POST first values,,,,,
21,"['python', 'html', 'web-scraping', 'beautifulsoup']","{'account_id': 10805814, 'reputation': 450, 'user_id': 7948134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/571212d0a9b1f1dcf6bea6db44f354c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'yuliansen', 'link': 'https://stackoverflow.com/users/7948134/yuliansen'}",True,712,4,2,1663876142,1599817887,1599818387.0,63844703,CC BY-SA 4.0,https://stackoverflow.com/questions/63844703/scraping-a-table-from-multiple-table-wikipedia,scraping a table from multiple table wikipedia,63844790.0,,,,
22,"['javascript', 'html', 'angular', 'angular-reactive-forms', 'angular9']","{'account_id': 18954776, 'reputation': 47, 'user_id': 13831608, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/813b04e7b43272092069eef267d71f7e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1989', 'link': 'https://stackoverflow.com/users/13831608/user1989'}",False,1623,3,-1,1663762034,1600268588,1600289555.0,63922881,CC BY-SA 4.0,https://stackoverflow.com/questions/63922881/disable-copy-paste-in-textbox,Disable copy paste in textbox,,,,,
23,"['javascript', 'html', 'css', 'angularjs', 'pdf']","{'account_id': 10720023, 'reputation': 39, 'user_id': 7889417, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/z3vNY.jpg?s=256&g=1', 'display_name': 'randomtardis42', 'link': 'https://stackoverflow.com/users/7889417/randomtardis42'}",True,2696,1,2,1663603617,1599662921,1663603617.0,63814159,CC BY-SA 4.0,https://stackoverflow.com/questions/63814159/page-break-in-pdf-not-working-if-object-spans-multiple-pages,Page break in pdf not working if object spans multiple pages,63815559.0,,,,
24,"['php', 'html', 'mysql', 'if-statement']","{'account_id': 15088381, 'reputation': 33, 'user_id': 10888948, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sG2EG.png?s=256&g=1', 'display_name': 'dabin_tsikin', 'link': 'https://stackoverflow.com/users/10888948/dabin-tsikin'}",True,365,1,-1,1663553170,1600579579,1663553170.0,63975801,CC BY-SA 4.0,https://stackoverflow.com/questions/63975801/multiple-if-else-statement-skipping-the-other-statements,Multiple If-Else statement skipping the other statements,63975862.0,,,,
25,"['html', 'node.js', 'reactjs', 'heroku', 'content-security-policy']","{'account_id': 3736775, 'reputation': 466, 'user_id': 3107550, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'SimeriaIonut', 'link': 'https://stackoverflow.com/users/3107550/simeriaionut'}",True,17452,2,1,1663249886,1599908771,,63859663,CC BY-SA 4.0,https://stackoverflow.com/questions/63859663/refused-to-connect-to-x-because-it-violates-the-following-content-security-polic,Refused to connect to x because it violates the following Content Security Policy directive (connect-src),63869166.0,,,,
26,['html'],"{'account_id': 10580504, 'reputation': 140, 'user_id': 7794529, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TFynH.png?s=256&g=1', 'display_name': 'Mina', 'link': 'https://stackoverflow.com/users/7794529/mina'}",True,1810,3,4,1663215431,1599027327,,63699701,CC BY-SA 4.0,https://stackoverflow.com/questions/63699701/html-subheading-markup-in-2020,HTML subheading markup in 2020,66828087.0,,,,
27,"['html', 'css', 'internet-explorer-11', 'sticky']","{'account_id': 1950617, 'reputation': 1606, 'user_id': 1754790, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/65a027c19f6fc503002426aa8962ea93?s=256&d=identicon&r=PG&f=1', 'display_name': 'Renaud is Not Bill Gates', 'link': 'https://stackoverflow.com/users/1754790/renaud-is-not-bill-gates'}",True,751,6,4,1663076710,1600440252,1603741497.0,63957920,,https://stackoverflow.com/questions/63957920/make-a-div-sticky-in-ie-and-in-top-of-footer,make a div sticky in IE and in top of footer,64454545.0,1663076704.0,Duplicate,,
28,"['html', 'google-apps-script', 'google-sheets', 'web-applications']","{'account_id': 16458109, 'reputation': 55, 'user_id': 11889830, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-KbomwYeP0r0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcxnPRAbKNesIU7xYm1WvGY94cSZg/photo.jpg?sz=256', 'display_name': '김범석', 'link': 'https://stackoverflow.com/users/11889830/%ea%b9%80%eb%b2%94%ec%84%9d'}",True,1041,3,2,1662913766,1600765113,1600766486.0,64006357,CC BY-SA 4.0,https://stackoverflow.com/questions/64006357/render-partial-google-spreadsheet-on-web-app-google-apps-script,Render partial google spreadsheet on web app google apps script,64116828.0,,,,
29,"['javascript', 'html', 'jquery']","{'account_id': 7439434, 'reputation': 97, 'user_id': 5657654, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh4.googleusercontent.com/-5TaSPyggygs/AAAAAAAAAAI/AAAAAAAAARg/b6pYXUyJazw/photo.jpg?sz=256', 'display_name': 'Tom Fong', 'link': 'https://stackoverflow.com/users/5657654/tom-fong'}",False,70,2,1,1662684303,1601445299,,64131654,CC BY-SA 4.0,https://stackoverflow.com/questions/64131654/eventlistner-in-table-each-row-only-trigger-last-row,eventlistner in table each row only trigger last row,,,,,
30,"['html', 'css', 'tags', 'styles', 'sidebar']","{'account_id': 17945596, 'reputation': 61, 'user_id': 13039951, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-magi5vHpzF4/AAAAAAAAAAI/AAAAAAAACsY/AKF05nCZtNy-5AflEKO_YsdpxoWOKtJsmQ/photo.jpg?sz=256', 'display_name': 'Damiano Dotto', 'link': 'https://stackoverflow.com/users/13039951/damiano-dotto'}",False,110,0,1,1662615895,1599568542,,63794089,CC BY-SA 4.0,https://stackoverflow.com/questions/63794089/css-vertical-sidebar-style,CSS vertical sidebar style,,,,,
31,"['javascript', 'html', 'dom-events']","{'account_id': 18906091, 'reputation': 3, 'user_id': 13793198, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4540f8812b05057562031d609e24bc5c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thinker', 'link': 'https://stackoverflow.com/users/13793198/thinker'}",True,66,1,0,1662560051,1600970727,1601021270.0,64052006,CC BY-SA 4.0,https://stackoverflow.com/questions/64052006/why-my-page-is-not-redirecting-to-google-if-i-am-giving-correct-password-also-p,Why my page is not redirecting to Google if I am giving correct password also? Please see my code,64052320.0,,,,
32,"['html', 'css']","{'account_id': 18549531, 'reputation': 176, 'user_id': 13516047, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2751722d2719c3ef1eba1c74585e9c2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lab', 'link': 'https://stackoverflow.com/users/13516047/lab'}",True,142,2,0,1662290196,1599038971,1616853199.0,63702677,CC BY-SA 4.0,https://stackoverflow.com/questions/63702677/css-important-doesnt-work-inline-block-changes-to-block,css !important doesn&#39;t work &amp; inline-block changes to block,63702830.0,,,,
33,"['html', 'css', 'bootstrap-modal']","{'account_id': 10415829, 'reputation': 37, 'user_id': 7679951, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/efda71eee6e68542e49e91c06772525b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tayyab Yasin', 'link': 'https://stackoverflow.com/users/7679951/tayyab-yasin'}",True,386,3,0,1662104640,1601046679,1601046987.0,64066825,CC BY-SA 4.0,https://stackoverflow.com/questions/64066825/how-to-remove-vertical-bar-from-print-preview,How to remove vertical bar from print preview,,,,,
34,"['javascript', 'html', 'delphi']","{'account_id': 14627366, 'reputation': 195, 'user_id': 10564324, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/efa9550334a2224077c1ce837be91ebc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Olaf', 'link': 'https://stackoverflow.com/users/10564324/olaf'}",False,1273,0,1,1662009566,1598897145,1599384273.0,63675968,CC BY-SA 4.0,https://stackoverflow.com/questions/63675968/set-html-form-value-tedgebrowser-in-delphi-10-4,Set html form value - TEdgeBrowser in Delphi 10.4,,,,,
35,"['php', 'html', 'css', 'html-select']","{'account_id': 19213344, 'reputation': 745, 'user_id': 14038646, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BYe3v.jpg?s=256&g=1', 'display_name': 'scrummy', 'link': 'https://stackoverflow.com/users/14038646/scrummy'}",True,51,3,-1,1661970964,1600182593,1661970964.0,63904777,CC BY-SA 4.0,https://stackoverflow.com/questions/63904777/html-change-site-using-select-tag-and-php,HTML change site using select tag and php,63904976.0,,,,
36,"['html', 'fonts', 'html-select']","{'account_id': 14504747, 'reputation': 41, 'user_id': 10476804, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-wgCYRJK9vIw/AAAAAAAAAAI/AAAAAAAABWM/k3Uj23V3a_A/photo.jpg?sz=256', 'display_name': 'jaspreet singh', 'link': 'https://stackoverflow.com/users/10476804/jaspreet-singh'}",True,259,1,0,1661956551,1600937689,1661956551.0,64042914,CC BY-SA 4.0,https://stackoverflow.com/questions/64042914/select-option-font-size-in-not-changing,Select Option Font size in not changing,64043085.0,,,,
37,"['html', 'url', 'url-parameters']","{'account_id': 501351, 'reputation': 516, 'user_id': 3727308, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/3a8b11c4319e25f04c5201a2e3e79d30?s=256&d=identicon&r=PG', 'display_name': 'ChaosFreak', 'link': 'https://stackoverflow.com/users/3727308/chaosfreak'}",False,582,1,3,1661729215,1599271740,,63749844,CC BY-SA 4.0,https://stackoverflow.com/questions/63749844/set-value-of-radio-button-input-using-url-parameter-only-without-jquery-or-java,Set value of radio button input using URL Parameter only (WITHOUT JQuery or JavaScript),,,,,
38,"['html', 'django', 'visual-studio-code', 'formatter']","{'account_id': 13168219, 'reputation': 11, 'user_id': 9511579, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'SloppyZ', 'link': 'https://stackoverflow.com/users/9511579/sloppyz'}",False,606,2,1,1661491678,1601284479,1601284536.0,64099247,CC BY-SA 4.0,https://stackoverflow.com/questions/64099247/vscode-formatter-causing-error-on-my-django-project,VSCode Formatter causing error on my django project,,,,,
39,"['javascript', 'html', 'css', 'gradient', 'css-gradients']","{'account_id': 16909608, 'reputation': 136, 'user_id': 12684367, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCegMJ4hBkkZ3IwHUivljUNq3vnYFD92Pw9jTIkPzk=k-s256', 'display_name': 'toughyear', 'link': 'https://stackoverflow.com/users/12684367/toughyear'}",False,2533,1,0,1661453211,1599492842,,63780559,CC BY-SA 4.0,https://stackoverflow.com/questions/63780559/how-to-create-a-dynamic-mesh-gradient-using-javascript-similar-to-stripe-homepag,How to create a dynamic mesh gradient using Javascript similar to Stripe homepage?,,,,,
40,"['html', 'visual-studio-code']","{'account_id': 19590860, 'reputation': 1, 'user_id': 14337910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84939de87904741ef668883e9bb652a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'thevoid777', 'link': 'https://stackoverflow.com/users/14337910/thevoid777'}",False,379,3,-1,1661273510,1601007742,1601019928.0,64057773,CC BY-SA 4.0,https://stackoverflow.com/questions/64057773/why-is-vs-code-opening-directory-instead-of-html-file,Why is VS Code opening directory instead of .html file?,,,,,
41,"['javascript', 'php', 'html']","{'account_id': 19488520, 'reputation': 11, 'user_id': 14257259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd3db2a272e47ffbfabe3fce9574c4c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14257259', 'link': 'https://stackoverflow.com/users/14257259/user14257259'}",False,619,2,1,1660909875,1601313656,,64106779,CC BY-SA 4.0,https://stackoverflow.com/questions/64106779/how-can-i-have-the-user-click-two-terms-and-conditions-before-allowing-them-to-p,How can I have the user click two Terms and Conditions before allowing them to proceed?,,,,,
42,"['html', 'css', 'focus', 'css-transitions']","{'account_id': 15849030, 'reputation': 1022, 'user_id': 11653799, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SsB87.png?s=256&g=1', 'display_name': 'shawn', 'link': 'https://stackoverflow.com/users/11653799/shawn'}",True,523,2,0,1660892742,1600791860,1600855704.0,64013867,CC BY-SA 4.0,https://stackoverflow.com/questions/64013867/input-focus-placeholder-top-not-working-on-input-readonly-and-placeholder,input focus placeholder top not working on input readonly and placeholder,64014038.0,,,,
43,"['javascript', 'html', 'html5-canvas']","{'account_id': 11390355, 'reputation': 2894, 'user_id': 8350647, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ux472.jpg?s=256&g=1', 'display_name': 'Irelia', 'link': 'https://stackoverflow.com/users/8350647/irelia'}",True,155,1,2,1660875441,1600537447,1616780966.0,63971687,CC BY-SA 4.0,https://stackoverflow.com/questions/63971687/rough-js-jittering-shaking-with-requestanimationframe,Rough.js jittering/shaking with requestAnimationFrame,63973045.0,,,,
44,"['html', 'wordpress', 'mobile', 'onclick', 'elementor']","{'account_id': 19596511, 'reputation': 3, 'user_id': 14342412, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa54024c454938edcdf55bc7b64bd122?s=256&d=identicon&r=PG&f=1', 'display_name': 'hunnaharms', 'link': 'https://stackoverflow.com/users/14342412/hunnaharms'}",True,38,1,-1,1660312046,1601065333,1601065885.0,64070903,CC BY-SA 4.0,https://stackoverflow.com/questions/64070903/html-onclick-image-source-changes-in-web-but-not-mobile,"HTML OnClick image source changes in web, but not mobile",64071342.0,,,,
45,"['html', 'css', 'mobile', 'keyboard', 'contact-form']","{'user_type': 'does_not_exist', 'display_name': 'user12548844'}",True,255,1,0,1660143398,1600268450,1660143398.0,63922839,CC BY-SA 4.0,https://stackoverflow.com/questions/63922839/form-jumps-up-after-mobile-keyboard,Form Jumps up after Mobile Keyboard,64502131.0,,,,
46,"['html', 'iframe']","{'user_type': 'does_not_exist', 'display_name': 'user13733104'}",True,4695,1,1,1659717064,1598985105,,63693500,CC BY-SA 4.0,https://stackoverflow.com/questions/63693500/refused-to-connect-error-when-embedding-a-website-with-iframe,refused to connect error when embedding a website with iframe,,,,,
47,"['javascript', 'html', 'electron', 'html2canvas', 'webpage-screenshot']","{'account_id': 12129465, 'reputation': 39, 'user_id': 8856980, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab49c0f13c7596b43be99c0e8b54cbab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Belka', 'link': 'https://stackoverflow.com/users/8856980/belka'}",False,124,0,1,1659468419,1600872607,,64030602,CC BY-SA 4.0,https://stackoverflow.com/questions/64030602/taking-a-screenshot-of-a-body-containg-different-iframe-embed-webview,"Taking a screenshot of a body containg different iframe, embed, webview",,,,,
