,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
14,"['html', 'width', 'block', 'css']","{'account_id': 153728, 'reputation': 6455, 'user_id': 369185, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/23DaY.jpg?s=256&g=1', 'display_name': 'Staffan Estberg', 'link': 'https://stackoverflow.com/users/369185/staffan-estberg'}",True,100868,12708999.0,9,116,1665595358,1349266994,1349289993.0,12708381,CC BY-SA 3.0,https://stackoverflow.com/questions/12708381/display-block-without-100-width,Display block without 100% width,,,,,
15,"['html', 'file', 'input', 'directory']","{'account_id': 1949014, 'reputation': 2288, 'user_id': 1753537, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/e1ac331eefcfc5f5209782c4f3154e4f?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/1753537/ben'}",True,161961,,4,87,1665140072,1350504202,1350504375.0,12942436,CC BY-SA 3.0,https://stackoverflow.com/questions/12942436/how-to-get-folder-directory-from-html-input-type-file-or-any-other-way,How to get folder directory from HTML input type &quot;file&quot; or any other way?,,,,,
16,"['html', 'css', 'fonts', 'woff']","{'account_id': 982590, 'reputation': 57067, 'user_id': 1001938, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/ufPVV.jpg?s=256&g=1', 'display_name': 'Don P', 'link': 'https://stackoverflow.com/users/1001938/don-p'}",True,165094,12812508.0,2,122,1664916170,1349846549,,12812441,CC BY-SA 3.0,https://stackoverflow.com/questions/12812441/how-do-i-use-woff-fonts-for-my-website,How do I use .woff fonts for my website?,,,,,
17,"['html', 'css']","{'account_id': 1591723, 'reputation': 2419, 'user_id': 1474921, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/629c3c899819f28cbf068691b1c7c618?s=256&d=identicon&r=PG', 'display_name': 'Jason Kelly', 'link': 'https://stackoverflow.com/users/1474921/jason-kelly'}",True,16240,13092340.0,3,4,1664811459,1351274995,1664811459.0,13092143,CC BY-SA 4.0,https://stackoverflow.com/questions/13092143/prevent-css-horizontal-drop-down-menu-from-wrapping,Prevent CSS Horizontal Drop-Down Menu from &quot;Wrapping&quot;,,,,,
18,"['javascript', 'html', 'dom']","{'account_id': 1591723, 'reputation': 2419, 'user_id': 1474921, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/629c3c899819f28cbf068691b1c7c618?s=256&d=identicon&r=PG', 'display_name': 'Jason Kelly', 'link': 'https://stackoverflow.com/users/1474921/jason-kelly'}",True,8847,12844656.0,2,3,1663296717,1349972432,,12844139,CC BY-SA 3.0,https://stackoverflow.com/questions/12844139/style-option-in-selectbox-using-javascript,Style Option in Selectbox using Javascript,,,,,
19,"['html', 'xampp', 'localhost']","{'account_id': 949014, 'reputation': 3593, 'user_id': 975592, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/NIxeI.jpg?s=256&g=1', 'display_name': 'MillerMedia', 'link': 'https://stackoverflow.com/users/975592/millermedia'}",True,54039,12683443.0,11,13,1662706987,1349141839,,12683417,CC BY-SA 3.0,https://stackoverflow.com/questions/12683417/localhost-wont-immediately-update,localhost Won&#39;t Immediately Update,,,,,
20,"['html', 'css']","{'account_id': 1317664, 'reputation': 2043, 'user_id': 1264191, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/c5b1af1a5b43ebe3442f0cbf163e67cb?s=256&d=identicon&r=PG', 'display_name': 'sunil kumar', 'link': 'https://stackoverflow.com/users/1264191/sunil-kumar'}",True,312745,,15,194,1662459238,1350381475,1516386588.0,12912048,CC BY-SA 3.0,https://stackoverflow.com/questions/12912048/how-to-maintain-aspect-ratio-using-html-img-tag,How to maintain aspect ratio using HTML IMG tag,,,,,
21,"['javascript', 'html', 'forms', 'd3.js', 'html-select']","{'account_id': 302178, 'reputation': 349, 'user_id': 610406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c0d502a573d3b041431c2f21e8af46d?s=256&d=identicon&r=PG', 'display_name': 'sspboyd', 'link': 'https://stackoverflow.com/users/610406/sspboyd'}",True,5742,,4,5,1662453374,1351320132,1662453374.0,13097923,CC BY-SA 4.0,https://stackoverflow.com/questions/13097923/how-can-i-use-d3-or-just-javascript-to-set-a-form-option-as-being-selected,How can I use D3 (or just javascript) to set a form option as being &quot;selected&quot;,,,,,
22,"['html', 'jquery', 'spinner', 'html-select']","{'account_id': 1922624, 'reputation': 123, 'user_id': 1733743, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/49d040a11072a070a16797374f0dbf4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'axscode', 'link': 'https://stackoverflow.com/users/1733743/axscode'}",True,2252,12822962.0,3,0,1662119253,1349879866,1662119253.0,12822022,CC BY-SA 4.0,https://stackoverflow.com/questions/12822022/jquery-select-input-change-option-selected-when-clicking-button-up-or-down,jQuery SELECT input change option selected when clicking button up or down,,,,,
23,"['html', 'linux', 'sed', 'grep']","{'account_id': 941981, 'reputation': 597, 'user_id': 969907, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b93bb67ca38e174fd866cc7cf93be638?s=256&d=identicon&r=PG', 'display_name': 'Meh', 'link': 'https://stackoverflow.com/users/969907/meh'}",False,9403,,4,0,1662088005,1351623043,,13145762,CC BY-SA 3.0,https://stackoverflow.com/questions/13145762/extract-text-from-between-html-tags-with-specific-id-using-sed-or-grep,extract text from between html tags with specific id using sed or grep,,,,,
24,"['html', 'arrays', 'asp.net-mvc-3', 'html-select']","{'account_id': 356940, 'reputation': 3175, 'user_id': 696783, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/JY3U9.jpg?s=256&g=1', 'display_name': 'Phoenix_uy', 'link': 'https://stackoverflow.com/users/696783/phoenix-uy'}",True,732,12977577.0,2,1,1661962484,1350326396,1661962484.0,12901912,CC BY-SA 4.0,https://stackoverflow.com/questions/12901912/array-of-integers-as-value-for-an-option-in-a-html-select,Array of integers as value for an option in a html select,,,,,
25,"['javascript', 'html', 'jquery', 'html-select']","{'account_id': 982590, 'reputation': 57067, 'user_id': 1001938, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/ufPVV.jpg?s=256&g=1', 'display_name': 'Don P', 'link': 'https://stackoverflow.com/users/1001938/don-p'}",True,30678,13041011.0,2,11,1661961881,1351035850,1661961881.0,13040979,CC BY-SA 4.0,https://stackoverflow.com/questions/13040979/jquery-find-the-optgroup-for-a-selected-value-in-a-select-element,jQuery: find the &lt;optgroup&gt; for a selected value in a &lt;select&gt; element,,,,,
26,"['php', 'html', 'html-select']","{'account_id': 1696079, 'reputation': 6317, 'user_id': 1557430, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/JRqiS.png?s=256&g=1', 'display_name': 'Sam San', 'link': 'https://stackoverflow.com/users/1557430/sam-san'}",True,171873,12782476.0,6,13,1661961876,1349701497,1661961876.0,12782373,CC BY-SA 4.0,https://stackoverflow.com/questions/12782373/html-select-option-selected,html select option SELECTED,,,,,
27,"['html', 'jquery', 'css', 'select', 'html-select']","{'account_id': 31162, 'reputation': 79678, 'user_id': 85360, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/424a8f03889e3ffbf9ed57adb1fc41cc?s=256&d=identicon&r=PG', 'display_name': 'Brandon Rhodes', 'link': 'https://stackoverflow.com/users/85360/brandon-rhodes'}",True,1347,13016344.0,2,7,1661948247,1350925684,1661948247.0,13016276,,https://stackoverflow.com/questions/13016276/can-jquery-tell-if-the-options-of-a-select-element-are-currently-displayed,Can jQuery tell if the &lt;option&gt;s of a &lt;select&gt; element are currently displayed?,,1350932747.0,exact duplicate,,
28,"['javascript', 'html', 'dom-events']","{'account_id': 96525, 'reputation': 7956, 'user_id': 262325, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/0b7edb5385d556d2177397d632e764ac?s=256&d=identicon&r=PG', 'display_name': 'arachide', 'link': 'https://stackoverflow.com/users/262325/arachide'}",False,619,,3,0,1661782006,1349691474,1661782006.0,12779687,CC BY-SA 4.0,https://stackoverflow.com/questions/12779687/navigate-from-one-html-page-to-another-but-keep-them-in-memory-both,Navigate from one html page to another but keep them in memory both,,,,,
29,"['javascript', 'html', 'dom-events']","{'account_id': 1888372, 'reputation': 1213, 'user_id': 1707115, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/OZtO3.jpg?s=256&g=1', 'display_name': 'Kaiusee', 'link': 'https://stackoverflow.com/users/1707115/kaiusee'}",True,1734,,1,1,1661778414,1349971149,1661778414.0,12843764,CC BY-SA 4.0,https://stackoverflow.com/questions/12843764/javascript-how-to-program-button-to-act-like-a-mouse-click,JavaScript how to program button to act like a mouse click?,,,,,
30,"['javascript', 'html', 'dom-events']","{'account_id': 1840047, 'reputation': 397, 'user_id': 1669641, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/164ca39bc35f40ca61d9b65d065691ad?s=256&d=identicon&r=PG', 'display_name': 'nsax91', 'link': 'https://stackoverflow.com/users/1669641/nsax91'}",True,139,12985213.0,1,2,1661778348,1350706440,1661778348.0,12985194,CC BY-SA 4.0,https://stackoverflow.com/questions/12985194/creating-an-event,Creating an Event,,,,,
31,"['javascript', 'html', 'dom-events']","{'account_id': 361980, 'reputation': 2450, 'user_id': 704916, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/28ab1b239a5e81ff9714dcb8b1c006a5?s=256&d=identicon&r=PG', 'display_name': 'ianaz', 'link': 'https://stackoverflow.com/users/704916/ianaz'}",True,847,13084248.0,1,1,1661778329,1351240360,1661778329.0,13083463,CC BY-SA 4.0,https://stackoverflow.com/questions/13083463/ondragenter-do-not-affect-children,ondragenter do not affect children,,,,,
32,"['html', 'image', 'css', 'png']","{'account_id': 1587088, 'reputation': 837, 'user_id': 1471166, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/23ebec160b1f9862bfe27f68341a2254?s=256&d=identicon&r=PG', 'display_name': 'nimi', 'link': 'https://stackoverflow.com/users/1471166/nimi'}",True,60511,,6,46,1661746794,1349181659,1441863409.0,12690444,CC BY-SA 3.0,https://stackoverflow.com/questions/12690444/css-border-on-png-image-with-transparent-parts,CSS Border on PNG image with transparent parts,,,,,
33,"['javascript', 'html', 'firefox', 'websocket']","{'account_id': 478690, 'reputation': 12024, 'user_id': 890936, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/96731c602b494faf5f5bb3cd66a70c92?s=256&d=identicon&r=PG', 'display_name': 'Tim Withers', 'link': 'https://stackoverflow.com/users/890936/tim-withers'}",True,697,12967515.0,2,1,1661718872,1350620260,,12967326,CC BY-SA 3.0,https://stackoverflow.com/questions/12967326/firefox-websocket-double-connection,Firefox Websocket double connection,,,,,
34,"['html', 'css', 'forms']","{'account_id': 1892144, 'reputation': 1855, 'user_id': 1709940, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d0458348e08beb9fe003f987dcd78a9e?s=256&d=identicon&r=PG', 'display_name': 'Corinne', 'link': 'https://stackoverflow.com/users/1709940/corinne'}",True,7384,12710616.0,5,10,1661716550,1349272305,1349273964.0,12709988,CC BY-SA 3.0,https://stackoverflow.com/questions/12709988/padding-bottom-for-textarea-isnt-considered,Padding-bottom for textarea isn&#39;t considered,,,,,
35,"['javascript', 'html', 'dom-events']","{'account_id': 379230, 'reputation': 9267, 'user_id': 732454, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ddb83f70a52b1a6689a7a44b270908e5?s=256&d=identicon&r=PG', 'display_name': 'stefan bachert', 'link': 'https://stackoverflow.com/users/732454/stefan-bachert'}",True,768,,2,0,1661704300,1351191631,1661704300.0,13075393,CC BY-SA 4.0,https://stackoverflow.com/questions/13075393/onchange-hijacks-onclick,onchange hijacks onclick,,,,,
36,"['php', 'html', 'mysql', 'sql']","{'user_type': 'does_not_exist', 'display_name': 'user1698602'}",True,5957,12681409.0,2,6,1661627238,1349124052,1349130282.0,12680738,CC BY-SA 3.0,https://stackoverflow.com/questions/12680738/mysql-query-with-limit-and-large-offset-taking-forever,MySQL query with limit and large offset taking forever,,,,,
37,"['html', 'css', 'alignment']","{'account_id': 206938, 'reputation': 2426, 'user_id': 456536, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/02402cd5f51e73cc0b8fbfac07165612?s=256&d=identicon&r=PG', 'display_name': 'Mr. M&#237;ng', 'link': 'https://stackoverflow.com/users/456536/mr-m%c3%adng'}",True,198,13100886.0,3,-1,1661537995,1351346749,1661528386.0,13100877,CC BY-SA 4.0,https://stackoverflow.com/questions/13100877/why-does-my-left-div-align-to-the-bottom,Why does my left div align to the bottom?,,,,,
38,['html'],"{'account_id': 1443022, 'reputation': 4510, 'user_id': 1362531, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/YV6Tl.jpg?s=256&g=1', 'display_name': 'vijaykumar', 'link': 'https://stackoverflow.com/users/1362531/vijaykumar'}",False,1891,,2,4,1661432258,1350095118,1562448986.0,12869416,CC BY-SA 4.0,https://stackoverflow.com/questions/12869416/ebay-html-special-tags-not-working,Ebay html special tags not working?,,,,,
39,"['html', 'api', 'mobile-safari', 'ios6', 'fullscreen']","{'account_id': 1890155, 'reputation': 201, 'user_id': 1708473, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3abf2d4817403f61a7ac8f4024dc6cc?s=256&d=identicon&r=PG', 'display_name': 'R.C.', 'link': 'https://stackoverflow.com/users/1708473/r-c'}",True,52958,,9,19,1661378990,1349882022,1381088921.0,12822739,CC BY-SA 3.0,https://stackoverflow.com/questions/12822739/full-screen-api-html5-and-safari-ios-6,Full screen api HTML5 and Safari (iOS 6),,,,,
40,"['html', 'css']","{'account_id': 1989623, 'reputation': 133, 'user_id': 1783962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f347504b5f62a7fb28037d9e00b8a042?s=256&d=identicon&r=PG', 'display_name': 'z t', 'link': 'https://stackoverflow.com/users/1783962/z-t'}",True,20651,13129119.0,9,13,1661229814,1351542201,1521582849.0,13129056,CC BY-SA 3.0,https://stackoverflow.com/questions/13129056/why-is-there-a-space-between-the-body-and-the-html-element,Why is there a space between the &lt;body&gt; and the &lt;html&gt; element,,,,,
41,"['javascript', 'html']","{'account_id': 1888372, 'reputation': 1213, 'user_id': 1707115, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/OZtO3.jpg?s=256&g=1', 'display_name': 'Kaiusee', 'link': 'https://stackoverflow.com/users/1707115/kaiusee'}",True,126896,12823730.0,2,59,1661184471,1349883691,1629063500.0,12823264,CC BY-SA 4.0,https://stackoverflow.com/questions/12823264/get-all-elements-in-the-body-tag-using-pure-javascript,Get all elements in the body tag using pure javascript,,,,,
42,['html'],"{'account_id': 209737, 'reputation': 22804, 'user_id': 460942, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/6faba49dfe8649fc2b4073f3bbc3428f?s=256&d=identicon&r=PG', 'display_name': 'Anoop', 'link': 'https://stackoverflow.com/users/460942/anoop'}",True,83646,13054959.0,12,90,1661172633,1351093026,1437516589.0,13052598,CC BY-SA 3.0,https://stackoverflow.com/questions/13052598/creating-anchor-tag-inside-anchor-tag,Creating anchor tag inside anchor tag,,,,,
43,"['javascript', 'html', 'validation']","{'account_id': 295230, 'reputation': 14125, 'user_id': 599528, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/HeGwj.jpg?s=256&g=1', 'display_name': 'Jacob', 'link': 'https://stackoverflow.com/users/599528/jacob'}",True,179380,12933067.0,20,41,1661058751,1350472027,1517187306.0,12932959,CC BY-SA 3.0,https://stackoverflow.com/questions/12932959/remove-values-from-select-list-based-on-condition,Remove values from select list based on condition,,,,,
44,"['html', 'facebook', 'facebook-like', 'facebook-javascript-sdk', 'facebook-comments']","{'account_id': 1874761, 'reputation': 41, 'user_id': 1696186, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00ae2b0fc843cf260be87cf6908f2972?s=256&d=identicon&r=PG', 'display_name': 'Mick Ronson', 'link': 'https://stackoverflow.com/users/1696186/mick-ronson'}",False,12215,,1,4,1660870875,1349769420,1349799231.0,12795375,CC BY-SA 3.0,https://stackoverflow.com/questions/12795375/facebook-like-and-comment-code-script,Facebook Like and Comment Code Script,1518303733.0,,,,
45,"['javascript', 'html', 'web-worker', 'html5-filesystem']","{'account_id': 1373837, 'reputation': 653, 'user_id': 1308249, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/0cec3a029db59f02b918b5626ed666c7?s=256&d=identicon&r=PG', 'display_name': 'Erik', 'link': 'https://stackoverflow.com/users/1308249/erik'}",True,12094,,2,21,1660850484,1349439259,1349439642.0,12746053,CC BY-SA 3.0,https://stackoverflow.com/questions/12746053/pass-large-amounts-of-data-between-web-worker-and-main-thread,Pass large amounts of data between web worker and main thread,,,,,
46,"['html', 'url', 'file-uri']","{'account_id': 387496, 'reputation': 37226, 'user_id': 1082219, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ed7ba0d2fe0e66f98fdadd8d664dc45a?s=256&d=identicon&r=PG', 'display_name': 'Gruntcakes', 'link': 'https://stackoverflow.com/users/1082219/gruntcakes'}",True,256277,12711835.0,5,64,1660318986,1349277512,1590149391.0,12711584,CC BY-SA 4.0,https://stackoverflow.com/questions/12711584/how-to-specify-a-local-file-within-html-using-the-file-scheme,How to specify a local file within html using the file: scheme?,,,,,
47,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 745285, 'reputation': 800, 'user_id': 731596, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/8506e983f847ed3502b33c5cee76d861?s=256&d=identicon&r=PG', 'display_name': 'max7', 'link': 'https://stackoverflow.com/users/731596/max7'}",True,4337,12718791.0,4,2,1659868541,1349310142,1659868541.0,12718739,CC BY-SA 4.0,https://stackoverflow.com/questions/12718739/closing-dropdown-menu-with-a-click-anywhere-on-page-using-jquery,Closing Dropdown menu with a click anywhere on page using jQuery,,,,,
48,"['css', 'html']","{'account_id': 949014, 'reputation': 3593, 'user_id': 975592, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/NIxeI.jpg?s=256&g=1', 'display_name': 'MillerMedia', 'link': 'https://stackoverflow.com/users/975592/millermedia'}",True,869,13097400.0,2,0,1659450456,1351313452,1659450456.0,13097348,CC BY-SA 4.0,https://stackoverflow.com/questions/13097348/cannot-resize-div-to-anything-smaller-than-maximum-width,Cannot Resize DIV to anything smaller than maximum width,,,,,
