,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from,community_owned_date,locked_date
18,"['c', 'linux', 'scancodes']","{'account_id': 1304600, 'reputation': 9170, 'user_id': 1253826, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/758f13ee58b4b46c55242c06ddf6f3e3?s=256&d=identicon&r=PG', 'display_name': 'Yishu Fang', 'link': 'https://stackoverflow.com/users/1253826/yishu-fang'}",True,13556,,12711079.0,4,9,1659927462,1349274337,12710582,,https://stackoverflow.com/questions/12710582/how-can-i-capture-a-key-stroke-immediately-in-linux,How can I capture a key stroke immediately in linux?,1495542807.0,1349374884.0,exact duplicate,,,
19,"['c', 'scanf', 'format-specifiers']","{'account_id': 1205163, 'reputation': 1704, 'user_id': 1174984, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/1e0c7ca1909fdf37c2fe438e83718aa7?s=256&d=identicon&r=PG&f=1', 'display_name': 'pranavk', 'link': 'https://stackoverflow.com/users/1174984/pranavk'}",True,45404,,12920736.0,3,24,1659682338,1350410412,12920694,CC BY-SA 3.0,https://stackoverflow.com/questions/12920694/format-specifier-in-scanf-for-bool-datatype-in-c,Format specifier in scanf for bool datatype in C,1350410463.0,,,,,
20,"['c', 'sockets', 'unix']","{'account_id': 1914335, 'reputation': 263, 'user_id': 1727270, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/1d992df346d738afd1fb29a22190a572?s=256&d=identicon&r=PG', 'display_name': 'user1727270', 'link': 'https://stackoverflow.com/users/1727270/user1727270'}",True,1917,,12970991.0,4,2,1659662790,1350636126,12970461,CC BY-SA 3.0,https://stackoverflow.com/questions/12970461/htonl-printing-garbage-value,htonl printing garbage value,,,,,,
21,"['c++', 'c', 'binary', 'binaryfiles']","{'account_id': 1896967, 'reputation': 207, 'user_id': 1713700, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e76a8ad0766ae5b5975840edb3bd2d58?s=256&d=identicon&r=PG', 'display_name': 'user1713700', 'link': 'https://stackoverflow.com/users/1713700/user1713700'}",True,32008,,13001446.0,5,17,1659281409,1350846621,13001183,CC BY-SA 3.0,https://stackoverflow.com/questions/13001183/how-to-read-little-endian-integers-from-file-in-c,How to read little endian integers from file in C++?,1350853859.0,,,,,
22,"['objective-c', 'ios', 'c', 'jailbreak', 'cydia']","{'account_id': 7224, 'reputation': 13110, 'user_id': 12458, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/pHuXh.jpg?s=256&g=1', 'display_name': 'Mick', 'link': 'https://stackoverflow.com/users/12458/mick'}",True,2514,,73161168.0,2,20,1659063337,1350305893,12896146,CC BY-SA 3.0,https://stackoverflow.com/questions/12896146/how-can-i-monitor-an-applications-api-calls-on-a-jailbroken-ios-device,How can I monitor an application&#39;s API calls on a jailbroken iOS device?,1350393752.0,,,,,
23,['c'],"{'account_id': 1917088, 'reputation': 29, 'user_id': 1729472, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/efcf6b8efe6baba6d97e1b6852ba9479?s=256&d=identicon&r=PG', 'display_name': 'Kali', 'link': 'https://stackoverflow.com/users/1729472/kali'}",True,25941,,,4,2,1657738211,1349715301,12786053,CC BY-SA 3.0,https://stackoverflow.com/questions/12786053/error-invalid-use-of-void-expression-in-c,Error: Invalid Use of Void Expression in C,1349715709.0,,,,,
24,"['c', 'regex', 'lex']","{'account_id': 1648233, 'reputation': 2347, 'user_id': 1519323, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/zUWVH.png?s=256&g=1', 'display_name': 'davepmiller', 'link': 'https://stackoverflow.com/users/1519323/davepmiller'}",True,24433,,12993881.0,7,6,1656865772,1350771462,12993187,CC BY-SA 3.0,https://stackoverflow.com/questions/12993187/regular-expression-to-recognize-variable-declarations-in-c,Regular expression to recognize variable declarations in C,1398241446.0,,,,,
25,"['c++', 'c', 'linux', 'sockets', 'nonblocking']","{'account_id': 125053, 'reputation': 7873, 'user_id': 320570, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/da52e85c547b2cc28d891fdcb7858911?s=256&d=identicon&r=PG', 'display_name': 'Jimm', 'link': 'https://stackoverflow.com/users/320570/jimm'}",True,43191,,13023849.0,3,48,1656518957,1350950790,13021796,CC BY-SA 3.0,https://stackoverflow.com/questions/13021796/simultaneously-read-and-write-on-the-same-socket-in-c-or-c,simultaneously read and write on the same socket in C or C++,,,,,,
26,"['c', 'string', 'function']","{'account_id': 1553178, 'reputation': 93, 'user_id': 1445099, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e836117dfb247c4a5a5eef6f4e5d5777?s=256&d=identicon&r=PG', 'display_name': 'PhillToronto', 'link': 'https://stackoverflow.com/users/1445099/philltoronto'}",True,84839,,12699134.0,14,7,1656326529,1349214282,12698836,CC BY-SA 3.0,https://stackoverflow.com/questions/12698836/counting-words-in-a-string-c-programming,Counting words in a string - c programming,1349215097.0,,,,,
27,"['c++', 'c', 'data-structures', 'protocol-buffers', 'idl']","{'account_id': 47235, 'reputation': 21257, 'user_id': 139802, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/33c5692f72d9da5663651d034c4588b6?s=256&d=identicon&r=PG', 'display_name': 'Andrew Wagner', 'link': 'https://stackoverflow.com/users/139802/andrew-wagner'}",False,4567,,,4,9,1656165214,1351185824,13073930,CC BY-SA 3.0,https://stackoverflow.com/questions/13073930/conversion-between-c-structs-c-pod-and-google-protobufs,Conversion between C structs (C++ POD) and google protobufs?,,,,,,
28,"['c', 'email', 'ubuntu', 'thunderbird', 'dwm']","{'account_id': 1986539, 'reputation': 718, 'user_id': 1781595, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/X27ob.jpg?s=256&g=1', 'display_name': 'Fabian', 'link': 'https://stackoverflow.com/users/1781595/fabian'}",True,3029,,,3,2,1654679548,1351545471,13129830,CC BY-SA 3.0,https://stackoverflow.com/questions/13129830/read-out-thunderbird-unread-mail-linux-terminal,"Read out Thunderbird unread mail? (linux, terminal)",,,,,,
29,"['c', 'comma-operator']","{'account_id': 1728376, 'reputation': 665, 'user_id': 1756957, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/YKEmW.jpg?s=256&g=1', 'display_name': 'Ravi Ojha', 'link': 'https://stackoverflow.com/users/1756957/ravi-ojha'}",True,11986,,12959467.0,5,21,1654627820,1350578017,12959415,CC BY-SA 4.0,https://stackoverflow.com/questions/12959415/comma-operator-in-condition-of-loop-in-c,Comma operator in condition of loop in C,1654627820.0,,,,,
30,"['c', 'multithreading', 'interrupt-handling']","{'account_id': 1698970, 'reputation': 2536, 'user_id': 1559625, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/dfb10fa827d607b549fbca3a1cdc71f3?s=256&d=identicon&r=PG', 'display_name': 'user1559625', 'link': 'https://stackoverflow.com/users/1559625/user1559625'}",True,10920,,12704211.0,5,10,1653951222,1349251121,12704196,CC BY-SA 4.0,https://stackoverflow.com/questions/12704196/c-printf-in-interrupt-handler,C printf() in interrupt handler?,1653951222.0,,,,,
31,"['c++', 'c', 'opencv', 'cuda']","{'account_id': 1916431, 'reputation': 158, 'user_id': 1728931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af752adafd8a2b4087c6def891517ed3?s=256&d=identicon&r=PG', 'display_name': 'Barkan Can Erdogdu', 'link': 'https://stackoverflow.com/users/1728931/barkan-can-erdogdu'}",True,23137,,12923382.0,4,8,1653023320,1350377584,12910902,CC BY-SA 3.0,https://stackoverflow.com/questions/12910902/opencv-error-no-gpu-support-library-is-compiled-without-cuda-support,Opencv Error: no GPU support (library is compiled without CUDA support),1350649778.0,,,,,
32,['c'],"{'account_id': 1415061, 'reputation': 1276, 'user_id': 1340881, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e128e911c4b0b28697b5c60da45d39d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'theUser', 'link': 'https://stackoverflow.com/users/1340881/theuser'}",True,11919,,13127032.0,3,4,1652802772,1351533073,13127020,CC BY-SA 3.0,https://stackoverflow.com/questions/13127020/why-is-my-file-pointer-causing-an-undefined-symbol-error,Why is my file pointer causing an undefined symbol error?,1351535438.0,,,,,
33,"['c', 'matrix', 'dynamic-arrays']","{'account_id': 1889802, 'reputation': 897, 'user_id': 1708202, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/073b96477d34c1b7c071e3bde3daf5f5?s=256&d=identicon&r=PG', 'display_name': 'tempy', 'link': 'https://stackoverflow.com/users/1708202/tempy'}",True,33679,,12747836.0,3,3,1652120078,1349445038,12747731,CC BY-SA 3.0,https://stackoverflow.com/questions/12747731/ways-to-create-dynamic-matrix-in-c,Ways to create dynamic matrix in C?,,,,,,
34,"['c', 'performance', 'load-testing', 'loadrunner', 'strstr']","{'account_id': 1919518, 'reputation': 31, 'user_id': 1731370, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2dd9acb6b535e92222d5998a33fe4dc?s=256&d=identicon&r=PG', 'display_name': 'XanderR', 'link': 'https://stackoverflow.com/users/1731370/xanderr'}",False,837,,,1,1,1651586042,1351150895,13063840,CC BY-SA 4.0,https://stackoverflow.com/questions/13063840/performance-of-web-reg-find-vs-strstr,Performance of web_reg_find vs strstr(),1651586042.0,,,,,
35,"['java', 'c']","{'account_id': 321625, 'reputation': 24112, 'user_id': 640558, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a3406798d70c05a95bb2a803780f7cfb?s=256&d=identicon&r=PG', 'display_name': 'Lostsoul', 'link': 'https://stackoverflow.com/users/640558/lostsoul'}",True,93,,12885109.0,2,0,1650186744,1350236810,12884834,CC BY-SA 4.0,https://stackoverflow.com/questions/12884834/how-can-i-pass-and-access-c-data-from-java,How can I pass and access C data from Java?,1650186744.0,,,,,
36,"['c', 'events', 'key', 'sdl', 'keylistener']","{'account_id': 415884, 'reputation': 314, 'user_id': 790962, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/85f1f9fdc512a1c259a5cfd3b2b8b650?s=256&d=identicon&r=PG', 'display_name': 'Feras Wilson', 'link': 'https://stackoverflow.com/users/790962/feras-wilson'}",True,578,,12709370.0,2,1,1650059190,1349269939,12709256,CC BY-SA 4.0,https://stackoverflow.com/questions/12709256/read-key-presses-in-c-ex-arrow-keys-enter-key,"Read Key presses in C; ex.: Arrow keys, Enter key",1644010025.0,,,,,
37,"['c', 'gcc', 'ld', 'weak-linking']","{'account_id': 1494234, 'reputation': 423, 'user_id': 1777342, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/5d56f0a7fbbfc08b02a7907b31b6d327?s=256&d=identicon&r=PG', 'display_name': 'user1777342', 'link': 'https://stackoverflow.com/users/1777342/user1777342'}",True,20306,,13100465.0,3,32,1649823143,1351262804,13089166,CC BY-SA 3.0,https://stackoverflow.com/questions/13089166/how-to-make-gcc-link-strong-symbol-in-static-library-to-overwrite-weak-symbol,How to make gcc link strong symbol in static library to overwrite weak symbol?,1432725171.0,,,,,
38,"['c', 'dos', 'bgi', 'turbo-c']","{'account_id': 472169, 'reputation': 417, 'user_id': 880489, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/2bf10e0a5f67c887ce60f74ed8e4eeca?s=256&d=identicon&r=PG', 'display_name': 'Vishu Singhvi', 'link': 'https://stackoverflow.com/users/880489/vishu-singhvi'}",True,1051,,,1,0,1649349284,1350550869,12950846,CC BY-SA 4.0,https://stackoverflow.com/questions/12950846/c-program-graphics-error,c program graphics error,1649349284.0,,,,,
39,"['c', 'unix', 'directory-traversal']","{'account_id': 1664018, 'reputation': 87, 'user_id': 1531798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70f5d3b361d451b41826e60547b47655?s=256&d=identicon&r=PG', 'display_name': 'Klāvs Taube', 'link': 'https://stackoverflow.com/users/1531798/kl%c4%81vs-taube'}",True,270,,13009425.0,1,3,1649073915,1350901307,13009358,CC BY-SA 3.0,https://stackoverflow.com/questions/13009358/directory-traverse-c,directory traverse c,1350901828.0,,,,,
40,"['c', 'sqlite', 'unix', 'sqlite-journal-mode']","{'account_id': 1477340, 'reputation': 1925, 'user_id': 1387429, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4927b5fb2c3c434dc1fb0e229cdf166c?s=256&d=identicon&r=PG', 'display_name': 'Manik Sidana', 'link': 'https://stackoverflow.com/users/1387429/manik-sidana'}",True,34701,,12948036.0,2,22,1648436035,1350454815,12928294,CC BY-SA 4.0,https://stackoverflow.com/questions/12928294/what-content-do-shm-and-wal-files-contain-after-running-checkpoint,What content do -shm and -wal files contain after running checkpoint?,1648436035.0,,,,,
41,"['c', 'linux', 'sockets', 'tcp', 'network-programming']","{'account_id': 125053, 'reputation': 7873, 'user_id': 320570, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/da52e85c547b2cc28d891fdcb7858911?s=256&d=identicon&r=PG', 'display_name': 'Jimm', 'link': 'https://stackoverflow.com/users/320570/jimm'}",True,5201,,,5,8,1647907052,1351436295,13109899,CC BY-SA 4.0,https://stackoverflow.com/questions/13109899/does-socket-become-unusable-after-connect-fails,Does socket become unusable after connect() fails?,1647907052.0,,,,,
42,"['c', 'string']","{'account_id': 1474322, 'reputation': 11513, 'user_id': 1385119, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f6b1a1bae2c27ba86468471f32f6493a?s=256&d=identicon&r=PG&f=1', 'display_name': 'none', 'link': 'https://stackoverflow.com/users/1385119/none'}",True,607727,1459230650.0,12784812.0,12,220,1647342155,1349710080,12784766,CC BY-SA 3.0,https://stackoverflow.com/questions/12784766/check-substring-exists-in-a-string-in-c,Check substring exists in a string in C,1496425566.0,,,,,
43,"['c', 'types', 'type-conversion']","{'account_id': 320903, 'reputation': 1167, 'user_id': 639428, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6aaa2e6c7e59408dc0fa056a4999e802?s=256&d=identicon&r=PG', 'display_name': 'Kenneth', 'link': 'https://stackoverflow.com/users/639428/kenneth'}",True,3430,,12841788.0,5,6,1646846369,1349963778,12841278,CC BY-SA 4.0,https://stackoverflow.com/questions/12841278/char-and-the-usual-arithmetic-conversion-rules,char and the usual arithmetic conversion rules,1646846369.0,,,,,
44,"['c', 'parsing', 'csv']","{'account_id': 1943930, 'reputation': 565, 'user_id': 1749489, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c65ff5fbbdaf0dd47834abf8fa64f31f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zesss', 'link': 'https://stackoverflow.com/users/1749489/zesss'}",True,271427,,12911465.0,5,52,1646753917,1350378849,12911299,CC BY-SA 4.0,https://stackoverflow.com/questions/12911299/read-csv-file-in-c,Read .csv file in C,1646679262.0,,,,,
45,"['c', 'string', 'recursion']","{'account_id': 1900995, 'reputation': 33, 'user_id': 1716868, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d00c4b477fe4e922d28b6ee10f8b081?s=256&d=identicon&r=PG', 'display_name': 'Amol Singh', 'link': 'https://stackoverflow.com/users/1716868/amol-singh'}",True,22192,,12707313.0,12,3,1644999462,1349262724,12707278,CC BY-SA 3.0,https://stackoverflow.com/questions/12707278/reversing-a-string-in-c-with-recursion,Reversing a string in c with recursion,1349267813.0,,,,,
46,"['c', 'byte', 'endianness']","{'account_id': 1260072, 'reputation': 5765, 'user_id': 1218599, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/1a2348edcca645b4d24b274580777b40?s=256&d=identicon&r=PG', 'display_name': 'ordinary', 'link': 'https://stackoverflow.com/users/1218599/ordinary'}",True,191405,,12792301.0,4,83,1644394641,1349747810,12791864,,https://stackoverflow.com/questions/12791864/c-program-to-check-little-vs-big-endian,C program to check little vs. big endian,1495540962.0,1349778314.0,exact duplicate,,,
47,"['c++', 'c', 'file', 'stream']","{'account_id': 473684, 'reputation': 55717, 'user_id': 882932, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/KdHtK.png?s=256&g=1', 'display_name': 'Vincent', 'link': 'https://stackoverflow.com/users/882932/vincent'}",True,875484,,12774387.0,23,601,1643598907,1349658611,12774207,CC BY-SA 4.0,https://stackoverflow.com/questions/12774207/fastest-way-to-check-if-a-file-exists-using-standard-c-c11-14-17-c,"Fastest way to check if a file exists using standard C++/C++11,14,17/C?",1643598907.0,,,,,
