,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,locked_date,migrated_from
10,"['c++', 'c', 'cmake']","{'account_id': 157038, 'reputation': 2594, 'user_id': 374691, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/18288d93eb99699bec734da4f8b1a7d3?s=256&d=identicon&r=PG', 'display_name': 'Chris Covert', 'link': 'https://stackoverflow.com/users/374691/chris-covert'}",True,206303,11802004.0,10,129,1663394744,1344017946,1344018689.0,11801186,CC BY-SA 3.0,https://stackoverflow.com/questions/11801186/cmake-unable-to-determine-linker-language-with-c,CMake unable to determine linker language with C++,,,,,
11,['c'],"{'account_id': 1141083, 'reputation': 151, 'user_id': 1124959, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/1e822fa4338f2de06014b2b9318511a9?s=256&d=identicon&r=PG', 'display_name': 'Crystal Cat', 'link': 'https://stackoverflow.com/users/1124959/crystal-cat'}",True,14359,12025097.0,5,2,1662854632,1345362995,1662854251.0,12025081,CC BY-SA 4.0,https://stackoverflow.com/questions/12025081/how-does-the-code-printfd-d-d-n-a-b-c-work,"How does the code &#39;printf(&quot;%d %d %d\n&quot;,(a,b,c));&#39; work?",,,,,
12,"['c', 'winapi', 'unicode', 'wchar-t']","{'account_id': 1384831, 'reputation': 4883, 'user_id': 1317084, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/aae50dc9ece85c93294e9ca7e9cc1324?s=256&d=identicon&r=PG', 'display_name': '2vision2', 'link': 'https://stackoverflow.com/users/1317084/2vision2'}",True,7057,11953419.0,5,13,1662674270,1344950995,,11953363,CC BY-SA 3.0,https://stackoverflow.com/questions/11953363/wchar-t-is-unsigned-or-signed,wchar_t is unsigned or signed,,,,,
13,"['c++', 'c', 'performance', 'assembly', 'relational-operators']","{'account_id': 1640809, 'reputation': 15208, 'user_id': 1513286, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/s66iO.jpg?s=256&g=1', 'display_name': 'Vin&#237;cius', 'link': 'https://stackoverflow.com/users/1513286/vin%c3%adcius'}",True,143994,12135533.0,16,1742,1662115284,1346033412,1637922592.0,12135518,CC BY-SA 4.0,https://stackoverflow.com/questions/12135518/is-faster-than,Is &lt; faster than &lt;=?,,,1553132368.0,,
14,"['c', 'casting', 'struct']","{'account_id': 164443, 'reputation': 2282, 'user_id': 387185, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0fe1f7057081c5285e8272e756f40c44?s=256&d=identicon&r=PG', 'display_name': 'GoTTimw', 'link': 'https://stackoverflow.com/users/387185/gottimw'}",True,26719,16421577.0,4,13,1661196833,1344609070,1432166050.0,11903820,CC BY-SA 3.0,https://stackoverflow.com/questions/11903820/casting-struct-into-int,Casting struct into int,,,,,
15,"['c', 'arrays', 'pointers', 'malloc', 'sizeof']","{'account_id': 1235793, 'reputation': 2818, 'user_id': 1199397, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/805c44ed160237e0a9ae9c61e8201572?s=256&d=identicon&r=PG', 'display_name': 'lilroo', 'link': 'https://stackoverflow.com/users/1199397/lilroo'}",True,21726,12131969.0,5,7,1660652388,1345999341,1514802007.0,12131925,CC BY-SA 3.0,https://stackoverflow.com/questions/12131925/getting-the-size-of-a-malloc-only-with-the-returned-pointer,Getting the size of a malloc only with the returned pointer,,,,,
16,"['c', 'history', 'language-design', 'implicit-declaration']","{'account_id': 190657, 'reputation': 29394, 'user_id': 430766, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ee7e736eeb33c4b03d4a5e6e813a9abc?s=256&d=identicon&r=PG', 'display_name': 'bitmask', 'link': 'https://stackoverflow.com/users/430766/bitmask'}",True,3952,11835427.0,5,17,1660270731,1344282891,1344285720.0,11835001,CC BY-SA 3.0,https://stackoverflow.com/questions/11835001/why-does-did-c-allow-implicit-function-and-typeless-variable-declarations,Why does/did C allow implicit function and typeless variable declarations?,,,,,
17,"['c', 'gtk', 'gtk3']","{'account_id': 1707220, 'reputation': 3735, 'user_id': 1566044, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/JX2Bq.png?s=256&g=1', 'display_name': 'dasup', 'link': 'https://stackoverflow.com/users/1566044/dasup'}",True,3259,,2,4,1660165478,1343901650,,11775161,CC BY-SA 3.0,https://stackoverflow.com/questions/11775161/gtk3-get-mouse-scroll-direction,GTK3: Get mouse scroll direction,,,,,
18,"['c', 'gcc', 'struct', 'memory-alignment', 'packed']","{'account_id': 370551, 'reputation': 1916, 'user_id': 718559, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/fadb73527699b4d00949126acf83ec38?s=256&d=identicon&r=PG', 'display_name': 'Aaron Lee', 'link': 'https://stackoverflow.com/users/718559/aaron-lee'}",True,216501,11772340.0,3,164,1659517090,1343876370,1659517090.0,11770451,CC BY-SA 4.0,https://stackoverflow.com/questions/11770451/what-is-the-meaning-of-attribute-packed-aligned4,"What is the meaning of &quot;__attribute__((packed, aligned(4))) &quot;",,,,,
19,"['c', 'windows', 'winapi', 'visual-c++']","{'account_id': 1384831, 'reputation': 4883, 'user_id': 1317084, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/aae50dc9ece85c93294e9ca7e9cc1324?s=256&d=identicon&r=PG', 'display_name': '2vision2', 'link': 'https://stackoverflow.com/users/1317084/2vision2'}",True,32533,11946044.0,3,21,1658586215,1344920087,,11945990,CC BY-SA 3.0,https://stackoverflow.com/questions/11945990/difference-between-char-and-lpstr-in-windows,Difference between char * and LPSTR in windows,,,,,
20,"['c++', 'c', 'openfiledialog']","{'account_id': 369786, 'reputation': 12885, 'user_id': 717355, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/074a898507c21055bbff06c0d27acfb5?s=256&d=identicon&r=PG', 'display_name': 'Philip Oakley', 'link': 'https://stackoverflow.com/users/717355/philip-oakley'}",False,496,,1,0,1658196177,1343915774,1658196177.0,11778957,CC BY-SA 4.0,https://stackoverflow.com/questions/11778957/how-to-set-the-windows-file-open-dialog-filter-to-include-a-must-finish-with-s,How to set the windows File Open dialog filter to include a &#39;must finish with&#39; selection,,,,,
21,"['c++', 'c', 'casting', 'multidimensional-array', 'matrix']","{'account_id': 181545, 'reputation': 1387, 'user_id': 415616, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/4cf1de89bcc37690a9fe8569351a9e9b?s=256&d=identicon&r=PG', 'display_name': 'NoahR', 'link': 'https://stackoverflow.com/users/415616/noahr'}",True,33600,11869188.0,4,31,1656429511,1344443611,,11869056,CC BY-SA 3.0,https://stackoverflow.com/questions/11869056/how-to-cast-simple-pointer-to-a-multidimensional-array-of-fixed-size,How to cast simple pointer to a multidimensional-array of fixed size?,,,,,
22,"['c', 'macros', 'c-preprocessor']","{'account_id': 1149452, 'reputation': 64029, 'user_id': 1131467, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6115f0a575cf85c444663504d5f1b3c3?s=256&d=identicon&r=PG', 'display_name': 'Andrew Tomazos', 'link': 'https://stackoverflow.com/users/1131467/andrew-tomazos'}",True,87144,11763277.0,10,233,1654617565,1343832162,1414954610.0,11761703,CC BY-SA 3.0,https://stackoverflow.com/questions/11761703/overloading-macro-on-number-of-arguments,Overloading Macro on Number of Arguments,,,1375960594.0,,
23,"['c', 'string', 'strcat']","{'account_id': 412224, 'reputation': 889, 'user_id': 785179, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/716d7074a1ddf269de2aec7d0d9dbe7d?s=256&d=identicon&r=PG', 'display_name': 'user785179', 'link': 'https://stackoverflow.com/users/785179/user785179'}",True,6643,11836188.0,5,0,1654288653,1344287828,1495542389.0,11836064,CC BY-SA 3.0,https://stackoverflow.com/questions/11836064/c-creating-new-file-extensions-based-on-a-filename,C: creating new file extensions based on a filename,,,,,
24,"['c', 'math', 'embedded', 'arm', 'atan2']","{'account_id': 1726791, 'reputation': 123, 'user_id': 1581271, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3ac795a06f1dabb6339e4bd0d186d0c?s=256&d=identicon&r=PG', 'display_name': 'Jeffa', 'link': 'https://stackoverflow.com/users/1581271/jeffa'}",True,18546,11930916.0,4,7,1651057595,1344846370,1344847978.0,11930594,CC BY-SA 3.0,https://stackoverflow.com/questions/11930594/calculate-atan2-without-std-functions-or-c99,Calculate atan2 without std functions or C99,,,,,
25,"['c', 'file-io', 'serial-port']","{'account_id': 1711345, 'reputation': 23, 'user_id': 1569340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e554167d12a10c7f10a5c288b6fafd52?s=256&d=identicon&r=PG', 'display_name': 'Hazar', 'link': 'https://stackoverflow.com/users/1569340/hazar'}",True,9705,11765834.0,4,2,1649571217,1343845832,1409979047.0,11765349,CC BY-SA 3.0,https://stackoverflow.com/questions/11765349/interacting-with-a-serial-port-using-the-c-functions-fopen-fread-and-fwrite,"Interacting with a serial port using the C functions fopen, fread, and fwrite?",,,,,
26,"['c', 'emacs', 'org-mode', 'org-babel']","{'account_id': 1742690, 'reputation': 115, 'user_id': 1593649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b4f1a0a6b2bff8f7cb4e02a49349f4a?s=256&d=identicon&r=PG', 'display_name': 'user1593649', 'link': 'https://stackoverflow.com/users/1593649/user1593649'}",False,1827,,1,4,1649126837,1346295800,,12189287,CC BY-SA 3.0,https://stackoverflow.com/questions/12189287/why-is-org-babel-not-recognizing-c-code,Why is org-babel not recognizing C code?,,,,,
27,"['c', 'unix', 'openssl']","{'account_id': 1295597, 'reputation': 9578, 'user_id': 1246746, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/2a76d4174d0f059eed245367dd1ca097?s=256&d=identicon&r=PG', 'display_name': 'giozh', 'link': 'https://stackoverflow.com/users/1246746/giozh'}",True,14222,12009404.0,6,10,1648522768,1345218356,1345220120.0,12008954,CC BY-SA 3.0,https://stackoverflow.com/questions/12008954/openssl-for-rsa-undefined-reference-to-rsa-new,Openssl for RSA: undefined reference to RSA_new,,,,,
28,"['c', 'string', 'dynamic', 'input']","{'account_id': 1708535, 'reputation': 1337, 'user_id': 1567088, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/dc1211a04c88c64db4b72141bd9ed02c?s=256&d=identicon&r=PG', 'display_name': 'Keith Miller', 'link': 'https://stackoverflow.com/users/1567088/keith-miller'}",True,17755,11927148.0,6,10,1648401897,1344817007,,11926883,CC BY-SA 3.0,https://stackoverflow.com/questions/11926883/scanf-dynamic-allocation,scanf dynamic allocation,,,,,
29,"['objective-c', 'c', 'macos', 'applescript']","{'account_id': 321640, 'reputation': 28188, 'user_id': 640584, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/22c2a81ffc7aeed2599f9aaa8d95a69d?s=256&d=identicon&r=PG', 'display_name': 'Tyilo', 'link': 'https://stackoverflow.com/users/640584/tyilo'}",True,1466,11811556.0,2,3,1648387353,1344098351,1344106099.0,11810257,CC BY-SA 3.0,https://stackoverflow.com/questions/11810257/sending-requests-to-system-events-from-objective-c-c,Sending requests to System Events from Objective-C/C?,,,,,
30,"['c', 'pipe']","{'account_id': 1722074, 'reputation': 103, 'user_id': 1577637, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://i.stack.imgur.com/RiFP7.jpg?s=256&g=1', 'display_name': 'Ahor Converse', 'link': 'https://stackoverflow.com/users/1577637/ahor-converse'}",True,6400,,3,3,1648157499,1345437377,1648157499.0,12032323,,https://stackoverflow.com/questions/12032323/piping-the-output-of-one-command-as-input-to-another-command,Piping the output of one command as input to another command,1348411596.0,not a real question,,,
31,"['c', 'arrays', 'string']","{'account_id': 1239242, 'reputation': 2161, 'user_id': 1202236, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/9113158c52ab996f39e37da0c9636a32?s=256&d=identicon&r=PG', 'display_name': 'cethint', 'link': 'https://stackoverflow.com/users/1202236/cethint'}",True,51469,11774779.0,4,8,1646433685,1343900201,1343908594.0,11774769,CC BY-SA 3.0,https://stackoverflow.com/questions/11774769/how-to-declare-string-array-in-c,How to declare string array in c,,,,,
32,"['c', 'printf']","{'account_id': 944073, 'reputation': 6034, 'user_id': 971683, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/541341ec11de1b17ad72223da9c59d23?s=256&d=identicon&r=PG&f=1', 'display_name': 'h4ck3d', 'link': 'https://stackoverflow.com/users/971683/h4ck3d'}",True,3623,11922887.0,2,4,1646262141,1344781180,1529517221.0,11922876,CC BY-SA 4.0,https://stackoverflow.com/questions/11922876/what-does-a-hash-sign-do-in-printf,What does a hash sign &#39;#&#39; do in printf()?,,,,,
33,"['c++', 'c', 'global-variables', 'extern', 'kernighan-and-ritchie']","{'account_id': 193834, 'reputation': 36977, 'user_id': 435800, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/4f40d75bd1227e2a57c77864047cd9f7?s=256&d=identicon&r=PG', 'display_name': 'Kiril Kirov', 'link': 'https://stackoverflow.com/users/435800/kiril-kirov'}",True,7799,12200657.0,4,23,1644925009,1346338263,1495541207.0,12199656,CC BY-SA 3.0,https://stackoverflow.com/questions/12199656/extern-inside-a-function,&quot;extern&quot; inside a function?,,,,,
34,"['c', 'winapi', 'dll']","{'account_id': 995169, 'reputation': 430, 'user_id': 1011320, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/e11690da53b1fa123830ea70f96f4f64?s=256&d=identicon&r=PG', 'display_name': 'ToniAz', 'link': 'https://stackoverflow.com/users/1011320/toniaz'}",False,271,,1,0,1644389577,1345769557,,12101933,CC BY-SA 3.0,https://stackoverflow.com/questions/12101933/resolving-the-winmain16-link-error-for-console,Resolving the &#39;WinMain@16&#39; Link Error for Console,,,,,
35,"['c', 'algorithm', 'mergesort']","{'account_id': 1125177, 'reputation': 562, 'user_id': 1112633, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/a3a8118d83fd2bf1975c210bd1fa531d?s=256&d=identicon&r=PG', 'display_name': 'MC2DX', 'link': 'https://stackoverflow.com/users/1112633/mc2dx'}",True,11125,12057434.0,5,13,1643727857,1345558744,1560601085.0,12056912,CC BY-SA 4.0,https://stackoverflow.com/questions/12056912/how-to-implement-merge-sort-from-the-introduction-to-algorithms-by-cormen-and,How to implement merge sort from &quot;The Introduction to Algorithms&quot; by Cormen and Co,,,,,
36,"['c', 'linux', 'ubuntu']","{'account_id': 206744, 'reputation': 20704, 'user_id': 456218, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/31269977359e8f88232048fd6b399d91?s=256&d=identicon&r=PG', 'display_name': 'mko', 'link': 'https://stackoverflow.com/users/456218/mko'}",True,101012,11823107.0,5,25,1643499383,1344232013,1517654882.0,11823063,CC BY-SA 3.0,https://stackoverflow.com/questions/11823063/where-is-sys-types-h-located,Where is sys/types.h located?,,,,,
37,"['c++', 'c', 'pragma']","{'account_id': 1761976, 'reputation': 19206, 'user_id': 1608835, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/941587f86c2f65a08dec808da1e3c1ce?s=256&d=identicon&r=PG', 'display_name': 'FrozenHeart', 'link': 'https://stackoverflow.com/users/1608835/frozenheart'}",True,12452,12148375.0,3,10,1643376296,1346095835,1583736429.0,12148348,CC BY-SA 4.0,https://stackoverflow.com/questions/12148348/portable-alternative-to-pragma-once,Portable alternative to #pragma once,,,,,
38,"['c', 'linux']","{'account_id': 1253612, 'reputation': 6876, 'user_id': 1213528, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/fadb9e8669e920ba72d380eeaf95e0e8?s=256&d=identicon&r=PG', 'display_name': 'fazineroso', 'link': 'https://stackoverflow.com/users/1213528/fazineroso'}",True,12451,,5,8,1641745722,1345814438,,12110209,CC BY-SA 3.0,https://stackoverflow.com/questions/12110209/how-to-fill-a-string-with-random-hex-characters,How to fill a string with random (hex) characters?,,,,,
39,"['c', 'algorithm', 'matrix', 'linear-algebra']","{'account_id': 1122690, 'reputation': 1957, 'user_id': 1110675, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/90rdT.jpg?s=256&g=1', 'display_name': 'rurouniwallace', 'link': 'https://stackoverflow.com/users/1110675/rurouniwallace'}",True,5505,11785634.0,3,10,1639825447,1343939185,1344010608.0,11785201,CC BY-SA 3.0,https://stackoverflow.com/questions/11785201/mahalanobis-distance-inverting-the-covariance-matrix,Mahalanobis distance inverting the covariance matrix,,,,,
40,"['c', 'scope', 'heap-memory', 'local']","{'user_type': 'does_not_exist', 'display_name': 'user1581106'}",True,261,12139065.0,4,5,1637248325,1346058238,1637248325.0,12139002,,https://stackoverflow.com/questions/12139002/scope-of-c-variables,Scope of C variables,1346108943.0,exact duplicate,,,
41,"['c', 'ubuntu', 'security', 'heap-memory']","{'user_type': 'does_not_exist', 'display_name': 'user1586761'}",True,2103,12144789.0,2,1,1637248316,1344497839,1637248316.0,11878755,CC BY-SA 4.0,https://stackoverflow.com/questions/11878755/heap-overflow-issue-can-overwrite-chunk-header-corrupt-free-but-program-do,"Heap Overflow Issue - Can Overwrite Chunk Header, Corrupt Free(), But Program Doesn&#39;t Crash",,,,,
42,"['c', 'printf']","{'account_id': 1615706, 'reputation': 5024, 'user_id': 1493480, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/3a71b170a4b83fec789033b644a4d868?s=256&d=identicon&r=PG', 'display_name': 'Mistu4u', 'link': 'https://stackoverflow.com/users/1493480/mistu4u'}",True,200262,11772311.0,9,26,1636650380,1343889627,1351946605.0,11772291,CC BY-SA 3.0,https://stackoverflow.com/questions/11772291/how-can-i-print-a-quotation-mark-in-c,How can I print a quotation mark in C?,,,,,
43,"['c', 'stdout', 'freopen']","{'account_id': 360769, 'reputation': 19338, 'user_id': 702948, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/ELlln.png?s=256&g=1', 'display_name': 'ewok', 'link': 'https://stackoverflow.com/users/702948/ewok'}",False,497,,1,2,1635934545,1344527457,,11887176,CC BY-SA 3.0,https://stackoverflow.com/questions/11887176/sending-output-stream-to-char-in-c,sending output stream to char[] in c,,,,,
44,"['c', 'gcc', 'typeof']","{'account_id': 1525794, 'reputation': 2623, 'user_id': 1424276, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d3bbdc4df06cfa8f764c1d2f6b81b9d2?s=256&d=identicon&r=PG', 'display_name': 'Doug', 'link': 'https://stackoverflow.com/users/1424276/doug'}",True,175041,12082050.0,5,69,1635254516,1345669974,,12081502,CC BY-SA 3.0,https://stackoverflow.com/questions/12081502/typeof-operator-in-c,typeof operator in C,,,,,
45,"['c++', 'c', 'character-encoding', 'char', 'string-literals']","{'account_id': 1266955, 'reputation': 1583, 'user_id': 1224075, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/ntbTi.png?s=256&g=1', 'display_name': 'tinkerbeast', 'link': 'https://stackoverflow.com/users/1224075/tinkerbeast'}",True,6504,12204533.0,2,14,1634779061,1346356432,1634779061.0,12204453,CC BY-SA 4.0,https://stackoverflow.com/questions/12204453/c-standard-character-set-and-string-encoding-specification,C standard : Character set and string encoding specification,,,,,
46,"['c', 'printf', 'purely-functional']","{'account_id': 1533728, 'reputation': 899, 'user_id': 1430293, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/db1753fe4f5ed069d38cb776ace85699?s=256&d=identicon&r=PG', 'display_name': 'cirronimbo', 'link': 'https://stackoverflow.com/users/1430293/cirronimbo'}",True,2519,11919901.0,6,8,1633273032,1344748446,1363220576.0,11919894,CC BY-SA 3.0,https://stackoverflow.com/questions/11919894/why-is-printf-an-impure-function,Why is printf() an impure function?,,,,,
47,"['c', 'c99']","{'account_id': 14347, 'reputation': 1485, 'user_id': 29442, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/11f07822e8b5a23d3c58e3fb4cb57cd6?s=256&d=identicon&r=PG', 'display_name': 'Hannes Landeholm', 'link': 'https://stackoverflow.com/users/29442/hannes-landeholm'}",True,1738,11913328.0,5,8,1633029080,1344607118,1344609465.0,11903232,CC BY-SA 3.0,https://stackoverflow.com/questions/11903232/declaring-anonymous-struct-in-for-loop-clang-fails-to-compile,"Declaring anonymous struct in for loop, clang fails to compile",,,,,
