,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,locked_date
10,"['c', 'cs50']","{'account_id': 26666330, 'reputation': 3, 'user_id': 20278371, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38503dee30722d89cdfb8d39cff2af97?s=256&d=identicon&r=PG', 'display_name': 'Naber', 'link': 'https://stackoverflow.com/users/20278371/naber'}",False,30,1,0,1668520946,1666650170,74187406,CC BY-SA 4.0,https://stackoverflow.com/questions/74187406/cs50-problem-set-2-substitution-segmentation-fault-core-dumped-if-strlen,CS50 Problem Set 2: Substitution - Segmentation fault (core dumped) - if (strlen(key) == 0),,,,,,
11,"['java', 'c', 'graalvm-native-image']","{'account_id': 2663332, 'reputation': 51, 'user_id': 2302485, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dcbcebd6724172c1076d7085169135a?s=256&d=identicon&r=PG', 'display_name': 'egor10_4', 'link': 'https://stackoverflow.com/users/2302485/egor10-4'}",True,49,1,1,1668519691,1666009526,74097247,CC BY-SA 4.0,https://stackoverflow.com/questions/74097247/how-to-pass-byte-array-from-c-to-graalvm-native-image-java-entrypoint-using-a-vo,How to pass byte array from C to GraalVM native-image Java entrypoint using a void pointer?,,1666022569.0,,,,
12,"['c', 'makefile']","{'account_id': 26570855, 'reputation': 17, 'user_id': 20197103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b19e5b54e507e52fbf8b882d00b4a5e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lewise Ham', 'link': 'https://stackoverflow.com/users/20197103/lewise-ham'}",True,51,1,0,1668515661,1666085143,74108629,,https://stackoverflow.com/questions/74108629/unknown-error-using-makefile-with-augment-std-c11-or-std-c99,Unknown error using Makefile with augment &quot;-std=c11&quot; or &quot;std=c99&quot;,74108756.0,1668515661.0,1666086016.0,Duplicate,,
13,"['c', 'function', 'gcc']","{'account_id': 24600080, 'reputation': 101, 'user_id': 18503064, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cd4732286be8b8821be09aa019a5d86?s=256&d=identicon&r=PG', 'display_name': 'Kode1000', 'link': 'https://stackoverflow.com/users/18503064/kode1000'}",True,72,3,0,1668440394,1666717250,74197746,CC BY-SA 4.0,https://stackoverflow.com/questions/74197746/whats-the-purpose-of-declaring-and-then-defining-a-function-in-c-language-like,What&#39;s the purpose of declaring and then defining a function in C language like this?,,,,,,
14,"['c', 'time', 'time-t']","{'account_id': 11902904, 'reputation': 5292, 'user_id': 8710344, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e2292c452c0d0c9824d2aa38bb74d9fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'HardcoreHenry', 'link': 'https://stackoverflow.com/users/8710344/hardcorehenry'}",True,91,2,1,1668340706,1666789009,74208175,CC BY-SA 4.0,https://stackoverflow.com/questions/74208175/converting-seconds-since-epoch-to-time-t,Converting seconds since epoch to time_t,74413214.0,,,,,
15,"['mysql', 'c']","{'account_id': 26122096, 'reputation': 1, 'user_id': 19814203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7754921d7f8e659e95b8765e107508b6?s=256&d=identicon&r=PG', 'display_name': 'Chuck44', 'link': 'https://stackoverflow.com/users/19814203/chuck44'}",False,49,2,0,1668306648,1665358256,74009078,CC BY-SA 4.0,https://stackoverflow.com/questions/74009078/how-to-use-mysql-with-ubuntu-c,How to use MySQL with Ubuntu ‘C’?,,1665358567.0,,,,
16,"['c', 'cdc', 'raspberry-pi-pico']","{'account_id': 26679539, 'reputation': 1, 'user_id': 20289690, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4MX7G.png?s=256&g=1', 'display_name': 'Angel', 'link': 'https://stackoverflow.com/users/20289690/angel'}",False,179,1,-1,1668255150,1666259576,74137877,CC BY-SA 4.0,https://stackoverflow.com/questions/74137877/raspberry-pi-pico-tinyusb-cdc-and-uac2,Raspberry Pi Pico - TinyUSB - CDC and UAC2,,1666625367.0,,,,
17,"['c', 'gcc']","{'account_id': 17952141, 'reputation': 51, 'user_id': 13045051, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QzZUj.png?s=256&g=1', 'display_name': 'sueszli', 'link': 'https://stackoverflow.com/users/13045051/sueszli'}",True,94,1,0,1668240016,1666125260,74117149,CC BY-SA 4.0,https://stackoverflow.com/questions/74117149/how-do-i-make-gcc-as-verbose-as-possible,How do I make gcc as verbose as possible?,74124242.0,,,,,
18,"['c', 'input', 'semaphore', 'sleep']","{'account_id': 24706976, 'reputation': 43, 'user_id': 18597670, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGIULe1XRG741Kno8-rmCQqa75HAl3EB7FyN2ANA=k-s256', 'display_name': 'Joki_004', 'link': 'https://stackoverflow.com/users/18597670/joki-004'}",True,57,1,1,1667996057,1667227872,74265114,CC BY-SA 4.0,https://stackoverflow.com/questions/74265114/continue-code-if-user-input-isnt-given-c,Continue code if user input isn&#39;t given C,74265627.0,1667996057.0,,,,
19,"['c', 'base64', 'libxml2']","{'account_id': 46162, 'reputation': 11804, 'user_id': 136285, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/hR8sT.png?s=256&g=1', 'display_name': 'malat', 'link': 'https://stackoverflow.com/users/136285/malat'}",True,15,1,0,1667992685,1666273623,74140994,CC BY-SA 4.0,https://stackoverflow.com/questions/74140994/base64-decode-output-of-xmlnodegetcontent,Base64 decode output of xmlNodeGetContent,74374043.0,,,,,
20,"['c', 'integer', 'standards', 'type-systems']","{'account_id': 8363646, 'reputation': 368, 'user_id': 6281090, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/O0nK5.png?s=256&g=1', 'display_name': 'Tau', 'link': 'https://stackoverflow.com/users/6281090/tau'}",True,322,5,9,1667987673,1666609341,74180152,CC BY-SA 4.0,https://stackoverflow.com/questions/74180152/why-is-char-different-from-both-signed-char-and-unsigned-char,Why is char different from *both* signed char and unsigned char?,,1666612862.0,,,,
21,"['c', 'arduino', 'esp32', 'lora', 'lorawan']","{'account_id': 8447227, 'reputation': 1, 'user_id': 6337429, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aj9OQg22kT4/AAAAAAAAAAI/AAAAAAAAEcU/UZDJRHzLMjc/photo.jpg?sz=256', 'display_name': 'Maximilian Kleinert', 'link': 'https://stackoverflow.com/users/6337429/maximilian-kleinert'}",False,52,0,0,1667963822,1666942254,74231966,CC BY-SA 4.0,https://stackoverflow.com/questions/74231966/esp32-lora-settings-are-not-applied,ESP32 LoRa settings are not applied,,1667963822.0,,,,
22,"['c', 'libevent']","{'account_id': 5966281, 'reputation': 615, 'user_id': 4689991, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/ef7a78c217340047de63c1d2d5b604a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'GabeL', 'link': 'https://stackoverflow.com/users/4689991/gabel'}",True,37,1,0,1667814600,1665669909,74057131,CC BY-SA 4.0,https://stackoverflow.com/questions/74057131/changing-a-byte-in-an-evbuffer,Changing a byte in an evbuffer,74344634.0,1665671132.0,,,,
23,"['c', 'generics', 'macros', 'variadic-macros']","{'account_id': 20750669, 'reputation': 149, 'user_id': 15238267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e13b01e5c216ec693f6815551693ffe?s=256&d=identicon&r=PG&f=1', 'display_name': 'DiKetarogg', 'link': 'https://stackoverflow.com/users/15238267/diketarogg'}",True,62,1,0,1667744986,1666905789,74228476,CC BY-SA 4.0,https://stackoverflow.com/questions/74228476/wrapping-variadic-arguments-in-a-c-macro,Wrapping variadic arguments in a c macro,74326182.0,,,,,
24,"['c', 'algorithm', 'connection', 'depth-first-search', 'undirected-graph']","{'account_id': 24135014, 'reputation': 1, 'user_id': 18102072, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh3l8GuzKE1ask22lczkd1U1zmmU2pQ34LbBEFQQw=k-s256', 'display_name': 'Benjamin', 'link': 'https://stackoverflow.com/users/18102072/benjamin'}",False,71,0,0,1667700217,1667093293,74249934,CC BY-SA 4.0,https://stackoverflow.com/questions/74249934/graph-connection-undirected-graph,Graph Connection (Undirected Graph),,1667700217.0,,,,
25,"['c', 'malloc', 'binary-tree']","{'user_type': 'does_not_exist', 'display_name': 'user19986697'}",True,56,1,0,1667585143,1666639582,74185880,CC BY-SA 4.0,https://stackoverflow.com/questions/74185880/segfault-while-inserting-to-binary-tree,Segfault while inserting to binary tree,74186181.0,,,,,
26,"['c', 'parsing', 'segmentation-fault']","{'account_id': 19522379, 'reputation': 11, 'user_id': 14283942, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgEhozRpcq3o-6LqSz3WuD1gVZg8wDM-8D2TDBF=k-s256', 'display_name': 'jacob jones', 'link': 'https://stackoverflow.com/users/14283942/jacob-jones'}",False,59,1,1,1667583354,1666715857,74197463,CC BY-SA 4.0,https://stackoverflow.com/questions/74197463/segmentation-fault-occurring-within-my-shell-implementation,Segmentation Fault occurring within my shell implementation,,1667583354.0,,,,
27,"['c', 'testing', 'frama-c']","{'account_id': 18170121, 'reputation': 1, 'user_id': 13219931, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8ap6FbXnt58/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM-QaGqJwAYpW44Yh9neXlO2-H7zA/photo.jpg?sz=256', 'display_name': 'Nirnai Rai', 'link': 'https://stackoverflow.com/users/13219931/nirnai-rai'}",True,42,1,0,1667547889,1667213881,74262228,CC BY-SA 4.0,https://stackoverflow.com/questions/74262228/importing-large-programs-in-framac,Importing large programs in FramaC,,,,,,
28,"['c', 'visual-studio-code', 'code-formatting', 'clang-format']","{'account_id': 26751227, 'reputation': 1, 'user_id': 20350548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ff2c18fc8b9a141521ced5abe4ae561?s=256&d=identicon&r=PG', 'display_name': 'borygamer', 'link': 'https://stackoverflow.com/users/20350548/borygamer'}",False,47,1,0,1667502296,1667214223,74262301,CC BY-SA 4.0,https://stackoverflow.com/questions/74262301/vscode-c-c-formatting-failed,VScode C/C++ formatting failed,,1667219910.0,,,,
29,"['c', 'nrf52', 'openthread']","{'account_id': 26196561, 'reputation': 21, 'user_id': 19877605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d5507e754dd6f349445de66a11b59e3?s=256&d=identicon&r=PG', 'display_name': 'Emily', 'link': 'https://stackoverflow.com/users/19877605/emily'}",True,19,1,1,1667475840,1666783867,74207030,CC BY-SA 4.0,https://stackoverflow.com/questions/74207030/sleep-in-openthread-application,Sleep in OpenThread application,,,,,,
30,"['c', 'segmentation-fault', 'void-pointers', 'strdup']","{'account_id': 18533690, 'reputation': 13, 'user_id': 13503854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0a31f4581b4ccb27fe25b56c691728d?s=256&d=identicon&r=PG&f=1', 'display_name': 'oldfart', 'link': 'https://stackoverflow.com/users/13503854/oldfart'}",True,47,1,-1,1667461569,1666092730,74110250,CC BY-SA 4.0,https://stackoverflow.com/questions/74110250/segmentation-fault-when-strdupa-void-pointer,Segmentation fault when strdupa void pointer,74110463.0,1667461569.0,,,,
31,"['c', 'compiler-errors', 'runtime-error']","{'account_id': 26668562, 'reputation': 1, 'user_id': 20280290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8eed82e77fbbf5f5df10affd6a44a73?s=256&d=identicon&r=PG', 'display_name': 'khrushchew', 'link': 'https://stackoverflow.com/users/20280290/khrushchew'}",True,382,1,0,1667436974,1666897110,74227020,CC BY-SA 4.0,https://stackoverflow.com/questions/74227020/error-with-clion-the-c-compiler-identification-is-unknown-macos-ventura,Error with CLion (The C compiler identification is unknown) MacOS Ventura,,,,,,
32,"['arrays', 'c', 'for-loop', 'if-statement', 'while-loop']","{'account_id': 26775658, 'reputation': 41, 'user_id': 20371344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a523b346ebcaec24d2b38dd0b76c7f27?s=256&d=identicon&r=PG&f=1', 'display_name': 'Basick', 'link': 'https://stackoverflow.com/users/20371344/basick'}",True,70,1,0,1667431895,1667131684,74252915,CC BY-SA 4.0,https://stackoverflow.com/questions/74252915/learning-c-basics-and-need-some-help,Learning C basics and need some help:,74253694.0,1667132744.0,,,,
33,"['c', 'segmentation-fault', 'coredump']","{'account_id': 26239624, 'reputation': 19, 'user_id': 19914138, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnUmcqssLYDm1cLTRlPACMpoRliiH7A9SFxPUGU=k-s256', 'display_name': 'Monisha Sellamuthu', 'link': 'https://stackoverflow.com/users/19914138/monisha-sellamuthu'}",True,112,1,1,1667420205,1666921448,74229833,CC BY-SA 4.0,https://stackoverflow.com/questions/74229833/what-does-segmentation-fault-core-dumped-mean,What does segmentation fault (core dumped ) mean?,,1667420205.0,,,,
34,"['c', 'openmp', 'timing']","{'account_id': 18812932, 'reputation': 35, 'user_id': 13720748, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-7wFwXOUWapE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckGSD5gl2RBhD1BMPKRLx6dtKbtWA/photo.jpg?sz=256', 'display_name': 'Alberto Perugini', 'link': 'https://stackoverflow.com/users/13720748/alberto-perugini'}",True,71,1,0,1667407580,1667218202,74263069,CC BY-SA 4.0,https://stackoverflow.com/questions/74263069/openmp-tasks-execution-time-varies-depending-on-where-i-put-the-pragmas,OpenMP tasks execution time varies depending on where I put the pragmas,74292832.0,1667406385.0,,,,
35,"['c', 'xaml', 'maui']","{'account_id': 26737170, 'reputation': 3, 'user_id': 20338559, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/255a375d6f65b637b39b77cbdd763687?s=256&d=identicon&r=PG', 'display_name': 'Maxim', 'link': 'https://stackoverflow.com/users/20338559/maxim'}",True,54,1,0,1667399963,1666784245,74207122,CC BY-SA 4.0,https://stackoverflow.com/questions/74207122/access-to-nested-xaml-elements,Access to nested XAML elements,74228933.0,,,,,
36,"['c', 'dpdk']","{'account_id': 26667658, 'reputation': 1, 'user_id': 20279509, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c4394ea5b43df4092babd2873376be0?s=256&d=identicon&r=PG', 'display_name': 'Vijayraagavan', 'link': 'https://stackoverflow.com/users/20279509/vijayraagavan'}",False,97,1,0,1667366515,1666160914,74120779,CC BY-SA 4.0,https://stackoverflow.com/questions/74120779/application-crashes-while-deleting-a-key-from-dpdk-hash-table,Application crashes while deleting a key from DPDK hash table,,1666877908.0,,,,
37,"['c', 'linux', 'process', 'fork']","{'account_id': 24240768, 'reputation': 53, 'user_id': 18193186, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4607158619410580/picture?type=large', 'display_name': '高造擎', 'link': 'https://stackoverflow.com/users/18193186/%e9%ab%98%e9%80%a0%e6%93%8e'}",True,89,1,0,1667363279,1667148123,74254900,CC BY-SA 4.0,https://stackoverflow.com/questions/74254900/making-a-process-run-in-the-background-by-using-fork,Making a process run in the background by using fork,74267511.0,1667231957.0,,,,
38,"['c', 'gcc', 'c-preprocessor', 'built-in']","{'account_id': 11200641, 'reputation': 162, 'user_id': 8217821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a4a6529227dcffb76b916f50ac15bc0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kyle Ponikiewski', 'link': 'https://stackoverflow.com/users/8217821/kyle-ponikiewski'}",False,58,0,2,1667350406,1667224437,74264349,CC BY-SA 4.0,https://stackoverflow.com/questions/74264349/getting-typeof-to-work-with-bitfields-and-literally-passed-types-simultaneously,Getting typeof to work with bitfields and literally passed types simultaneously,,1667350406.0,,,,
39,['c'],"{'account_id': 26762424, 'reputation': 1, 'user_id': 20360149, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0YF0OEBmkT1iBernXPUr6j6CiaMUaruffwBQ_4=k-s256', 'display_name': 'Anthonzie', 'link': 'https://stackoverflow.com/users/20360149/anthonzie'}",False,80,3,0,1667346697,1666976480,74238636,CC BY-SA 4.0,https://stackoverflow.com/questions/74238636/how-can-i-create-a-program-in-c-that-records-terminal-outputs-into-a-text-file,How can i create a program in C that records terminal outputs into a text file?,,1666987338.0,,,,
40,"['c', 'linux', 'posix', 'mmap']","{'account_id': 13813190, 'reputation': 127, 'user_id': 9970386, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75ac2232d8e3c33ab4bbf10e6ee4cef7?s=256&d=identicon&r=PG&f=1', 'display_name': 'lewisxy', 'link': 'https://stackoverflow.com/users/9970386/lewisxy'}",True,66,2,1,1667344758,1667028730,74243583,CC BY-SA 4.0,https://stackoverflow.com/questions/74243583/memory-map-file-with-growing-size,memory map file with growing size,74282782.0,,,,,
41,"['python', 'c', 'raspberry-pi', 'uart', 'stm8']","{'account_id': 21533458, 'reputation': 15, 'user_id': 15872525, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhJW-jfkpSuipFFeEfmn9MuOwtfBNJG_F581_tY3w=k-s256', 'display_name': 'Kingsley', 'link': 'https://stackoverflow.com/users/15872525/kingsley'}",False,37,0,0,1667326062,1666552072,74174009,CC BY-SA 4.0,https://stackoverflow.com/questions/74174009/rapberry-pi-4-serial-communication-with-stm8s208rb-not-working-properly,Rapberry pi 4 serial communication with STM8S208RB not working properly,,1667326062.0,,,,
42,"['c', 'gcc', 'mingw']","{'account_id': 24875571, 'reputation': 302, 'user_id': 18749472, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RRx2Y.png?s=256&g=1', 'display_name': 'logan_9997', 'link': 'https://stackoverflow.com/users/18749472/logan-9997'}",False,70,2,-2,1667323459,1667001824,74241939,CC BY-SA 4.0,https://stackoverflow.com/questions/74241939/how-to-run-c-program-without-having-to-run-gcc-filename-c-and-a-exe,How to run C program without having to run &#39;gcc filename.c&#39; and &#39;a.exe &#39;,,1667002054.0,,,,
43,"['c', 'arduino', 'cpu-registers', 'rp2040']","{'account_id': 22877245, 'reputation': 1, 'user_id': 17019379, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RLOAD.jpg?s=256&g=1', 'display_name': 'bcseh202', 'link': 'https://stackoverflow.com/users/17019379/bcseh202'}",False,91,3,0,1667319943,1666477676,74167514,CC BY-SA 4.0,https://stackoverflow.com/questions/74167514/how-to-write-to-a-specific-register-on-rp2040-to-debounce,How to write to a specific register on RP2040 to debounce,,,,,,
44,"['c', 'multithreading', 'concurrency']","{'account_id': 19152838, 'reputation': 77, 'user_id': 13990358, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Z2rEiWAVmNA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclKadZLQQfTDGo-ZYRkZ6_ThlO3EQ/photo.jpg?sz=256', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/13990358/eric'}",True,54,1,0,1667311108,1666023156,74100179,CC BY-SA 4.0,https://stackoverflow.com/questions/74100179/usage-of-pthread-cleanup-push-and-pthread-cleanup-pop,Usage of pthread_cleanup_push and pthread_cleanup_pop,74100549.0,1666025291.0,,,,
45,"['c', 'optimization', 'caching', 'memory']","{'account_id': 25909704, 'reputation': 33, 'user_id': 19634193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8eb85630c1ee3a2b3fb76036da71dee5?s=256&d=identicon&r=PG', 'display_name': 'D.J. Elkind', 'link': 'https://stackoverflow.com/users/19634193/d-j-elkind'}",True,74,1,1,1667306340,1667204610,74260504,CC BY-SA 4.0,https://stackoverflow.com/questions/74260504/why-i-cant-observe-the-effect-of-4-8-way-set-associative-cache-in-my-test-code,Why I cant observe the effect of 4/8-way set associative cache in my test code,74261276.0,,,,,
46,"['c', 'multithreading', 'segmentation-fault', 'sdl', 'sdl-2']","{'account_id': 20171356, 'reputation': 64, 'user_id': 14794107, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MUIvK.png?s=256&g=1', 'display_name': 'MrKleeblatt', 'link': 'https://stackoverflow.com/users/14794107/mrkleeblatt'}",False,78,1,0,1667304657,1667145187,74254522,CC BY-SA 4.0,https://stackoverflow.com/questions/74254522/segmentation-fault-when-trying-to-load-sdl-image-in-another-thread-with-img-load,segmentation fault when trying to load SDL image in another thread with IMG_LoadTexture,,1667147143.0,,,,
47,"['c', 'linux', 'eclipse-cdt']","{'account_id': 5857117, 'reputation': 39, 'user_id': 4614047, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh3.googleusercontent.com/-ap1D_zJbt88/AAAAAAAAAAI/AAAAAAAAQB8/a3-Pivu2rAw/photo.jpg?sz=256', 'display_name': 'Aer', 'link': 'https://stackoverflow.com/users/4614047/aer'}",False,39,1,0,1667302501,1666910060,74228952,CC BY-SA 4.0,https://stackoverflow.com/questions/74228952/conflicting-types-error-when-trying-to-build-types-are-the-same,Conflicting types error when trying to build - types are the same,,,,,,
