,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,migrated_from
10,['c'],"{'account_id': 20174354, 'reputation': 1, 'user_id': 14796399, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjqmUmg6EM9JVCIJsVAEP26X4E2BzRHbngGSHileA=k-s256', 'display_name': 'Scythe Sasin', 'link': 'https://stackoverflow.com/users/14796399/scythe-sasin'}",True,64,1607562755.0,,2,0,1659027487,1607541573,1659027420.0,65223487,https://stackoverflow.com/questions/65223487/how-can-i-convert-a-comma-separated-string-into-an-array,Needs details or clarity,How can I convert a comma-separated string into an array?,,
11,"['python', 'c', 'parsing', 'arduino', 'pyserial']","{'account_id': 20203808, 'reputation': 25, 'user_id': 14818802, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-utVpm6X1fAc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfTrzJxX2cysS9IpQhFYPcLEmlTw/s96-c/photo.jpg?sz=256', 'display_name': 'Quintin Dunn', 'link': 'https://stackoverflow.com/users/14818802/quintin-dunn'}",True,725,,65361590.0,5,1,1658697566,1608305385,1658697494.0,65359700,https://stackoverflow.com/questions/65359700/send-8-bit-integers-over-serial-to-arduino,,Send 8-bit integers over serial to Arduino,CC BY-SA 4.0,
12,"['c', 'gtk3']","{'account_id': 14929648, 'reputation': 119, 'user_id': 10779391, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XUDw1gGhcGE/AAAAAAAAAAI/AAAAAAAAAFA/AnmO6PDa23o/photo.jpg?sz=256', 'display_name': 'Rozrewolwerowany rewolwer', 'link': 'https://stackoverflow.com/users/10779391/rozrewolwerowany-rewolwer'}",True,216,,65451887.0,2,1,1658662523,1608927879,1608928283.0,65451511,https://stackoverflow.com/questions/65451511/c-gtk3-style-buttons-background-doesnt-change,,c gtk3 style - button&#39;s background doesn&#39;t change,CC BY-SA 4.0,
13,"['c++', 'c', 'arduino', 'gyroscope', 'gimbal']","{'account_id': 20108182, 'reputation': 13, 'user_id': 14745165, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97a8ba4d553c5e1212171107f7fdbdb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'gretchman', 'link': 'https://stackoverflow.com/users/14745165/gretchman'}",True,144,,65100114.0,1,1,1658649340,1606862745,1658649340.0,65099688,https://stackoverflow.com/questions/65099688/need-help-resolving-arduino-code-error-woverflow-in-gimbal-code-i-am-not-sur,,Need help resolving Arduino Code error [-Woverflow] in gimbal code. I am not sure how to resolve or if to disable yaw,CC BY-SA 4.0,
14,"['c', 'cs50']","{'account_id': 20099494, 'reputation': 1, 'user_id': 14738275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a006b49339cfc9436b335eea88fec74b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Coding_For_Fun', 'link': 'https://stackoverflow.com/users/14738275/coding-for-fun'}",False,372,,,0,0,1657376404,1606776609,,65082293,https://stackoverflow.com/questions/65082293/cs50-scrabbles-like-game,,CS50 Scrabbles like game,CC BY-SA 4.0,
15,"['c++', 'c', 'makefile']","{'account_id': 12345571, 'reputation': 245, 'user_id': 9006680, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cf11dcbb26d953f4263e72fa735dfd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Duke Jake Morgan', 'link': 'https://stackoverflow.com/users/9006680/duke-jake-morgan'}",False,557,,,1,0,1655996895,1608649121,,65410923,https://stackoverflow.com/questions/65410923/usr-bin-ld-cannot-find-no-such-file-or-directory-caused-by-makefile-error,,/usr/bin/ld: cannot find : No such file or directory - caused by makefile error,CC BY-SA 4.0,
16,"['c#', 'c++', 'c', 'performance', 'floating-point']","{'account_id': 20200017, 'reputation': 97, 'user_id': 14815977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce0b6da5c31a6d0df28d43a24456b10d?s=256&d=identicon&r=PG&f=1', 'display_name': 'MrUnbelievable92', 'link': 'https://stackoverflow.com/users/14815977/mrunbelievable92'}",True,536,,72680472.0,3,1,1655676406,1609204631,1609211809.0,65486100,https://stackoverflow.com/questions/65486100/how-to-convert-a-float-double-half-to-a-minifloat-the-optimal-way-improve-my-al,,How to convert a float/double/half to a minifloat the optimal way (improve my already working code)?,CC BY-SA 4.0,
17,"['c++', 'c', 'multithreading', 'parallel-processing', 'openmp']","{'user_type': 'does_not_exist', 'display_name': 'user14724017'}",True,2045,,65247845.0,2,2,1654530031,1607674245,1607679245.0,65247801,https://stackoverflow.com/questions/65247801/difference-between-pragma-omp-parallel-and-pragma-omp-parallel-for,,Difference between #pragma omp parallel and #pragma omp parallel for,CC BY-SA 4.0,
18,"['c++', 'c']","{'account_id': 16395568, 'reputation': 113, 'user_id': 11843219, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-0jF2_RtxE6Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdwGe4nlBX3JyqqDYIx3CWLo65iAg/photo.jpg?sz=256', 'display_name': 'TippuR', 'link': 'https://stackoverflow.com/users/11843219/tippur'}",True,2006,,65348359.0,4,2,1654480977,1608238305,1608316285.0,65348174,https://stackoverflow.com/questions/65348174/c-get-external-ip-address,,C - Get External IP Address,CC BY-SA 4.0,
19,"['c', 'makefile']","{'account_id': 11128740, 'reputation': 41, 'user_id': 9628569, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lAdDe.jpg?s=256&g=1', 'display_name': 'greatscott25666', 'link': 'https://stackoverflow.com/users/9628569/greatscott25666'}",False,49,,,1,-2,1653189329,1607074916,1653189207.0,65141223,https://stackoverflow.com/questions/65141223/makefile-in-c-all-vs-target-std-c1x-error,,Makefile in C: all vs target -std=c1x error,CC BY-SA 4.0,
20,"['c', 'scanf']","{'account_id': 20271133, 'reputation': 35, 'user_id': 14867279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5b75cc1ef737843f9ab728011801c30?s=256&d=identicon&r=PG&f=1', 'display_name': 'nrbt', 'link': 'https://stackoverflow.com/users/14867279/nrbt'}",True,88,,65398653.0,3,1,1652703325,1608575880,1608578293.0,65398211,https://stackoverflow.com/questions/65398211/c-unknow-size-input-with-scanf,,C: Unknow size input with scanf(),CC BY-SA 4.0,
21,"['c', 'c-strings', 'uppercase', 'string-literals', 'function-definition']","{'account_id': 20048872, 'reputation': 43, 'user_id': 14697968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68d4ac2f156530c5b6f4a9939cbdec61?s=256&d=identicon&r=PG&f=1', 'display_name': 'Barak', 'link': 'https://stackoverflow.com/users/14697968/barak'}",True,673,,65187560.0,4,-1,1652385250,1607365146,1652385250.0,65187212,https://stackoverflow.com/questions/65187212/i-am-writing-c-function-that-convert-lowercase-char-to-upper-case-char-with-usin,,I am writing C function that convert lowercase char to upper case char with using ASCII but Output is not correct,CC BY-SA 4.0,
22,"['c', 'console-application', 'c-standard-library']","{'account_id': 16466352, 'reputation': 161, 'user_id': 11896368, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-c9RW1JoAQiw/AAAAAAAAAAI/AAAAAAAAB4M/QOGke0qm0sQ/photo.jpg?sz=256', 'display_name': 'Giovanni Zaccaria', 'link': 'https://stackoverflow.com/users/11896368/giovanni-zaccaria'}",True,314,,,1,0,1651916089,1607968898,,65294104,https://stackoverflow.com/questions/65294104/print-character-at-coordinates-in-c,,Print character at coordinates in C,CC BY-SA 4.0,
23,"['c', 'trim']","{'account_id': 18786425, 'reputation': 63, 'user_id': 13699925, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2c614977c18533696e157c7d2b1d99c?s=256&d=identicon&r=PG&f=1', 'display_name': 'zufalige daten', 'link': 'https://stackoverflow.com/users/13699925/zufalige-daten'}",True,122,1607354307.0,65184129.0,1,-1,1650828601,1607350930,1650828601.0,65183499,https://stackoverflow.com/questions/65183499/is-there-a-way-to-remove-all-leading-and-trailing-whitespaces-of-a-string-in-c-w,Needs details or clarity,Is there a way to remove all leading and trailing whitespaces of a string in C without the use of external librarys?,,
24,"['c', 'data-structures', 'queue', 'circular-queue']","{'account_id': 20098163, 'reputation': 15, 'user_id': 14737251, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/742635849676468/picture?type=large', 'display_name': 'Max P Apth', 'link': 'https://stackoverflow.com/users/14737251/max-p-apth'}",True,2840,,65297072.0,3,0,1650815484,1607972708,1607976401.0,65294967,https://stackoverflow.com/questions/65294967/insert-and-delete-element-on-circular-queue,,Insert and Delete element on Circular Queue,CC BY-SA 4.0,
25,"['c', 'gcc', 'linux-kernel', 'windows-subsystem-for-linux', 'preprocessor']","{'account_id': 3208765, 'reputation': 375, 'user_id': 2709212, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/96ba8ac0472384fbb04edceae61e5eda?s=256&d=identicon&r=PG', 'display_name': 'Chris Akridge', 'link': 'https://stackoverflow.com/users/2709212/chris-akridge'}",True,294,,65485820.0,1,2,1649753067,1609186818,,65483572,https://stackoverflow.com/questions/65483572/building-kernel-with-save-temps-are-these-9-mb-of-i-files-all-that-there-is,,Building kernel with -save-temps - Are these 9 MB of *.i files all that there is?,CC BY-SA 4.0,
26,"['c', 'go', 'webrtc', 'raspberry-pi-zero']","{'account_id': 16312983, 'reputation': 414, 'user_id': 11781037, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AKeEa.png?s=256&g=1', 'display_name': 'NO_GUI', 'link': 'https://stackoverflow.com/users/11781037/no-gui'}",True,495,,65131049.0,1,1,1648996264,1606942380,1606962132.0,65115970,https://stackoverflow.com/questions/65115970/how-do-you-build-the-pion-mediadevices-webrtc-example,,How do you build the Pion mediadevices webrtc example?,CC BY-SA 4.0,
27,"['c', 'gcc', 'clang', 'language-lawyer']","{'account_id': 17687978, 'reputation': 1657, 'user_id': 12840474, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2c5b1be2b83696b9c60be21d7b2ec96?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris Hall', 'link': 'https://stackoverflow.com/users/12840474/chris-hall'}",True,405,,65499528.0,2,3,1648881895,1609267973,,65497255,https://stackoverflow.com/questions/65497255/builtin-types-compatible-pt1-t2-and-pointers-to-qualified-types,,"__builtin_types_compatible_p(t1, t2) and pointers to qualified types",CC BY-SA 4.0,
28,"['c', 'algorithm', 'data-structures', 'graph', 'depth-first-search']","{'account_id': 19899149, 'reputation': 17, 'user_id': 14579575, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FZg2t.jpg?s=256&g=1', 'display_name': 'DaviHlav', 'link': 'https://stackoverflow.com/users/14579575/davihlav'}",False,166,,,1,-2,1647920462,1609022204,1647920462.0,65461316,https://stackoverflow.com/questions/65461316/dfs-graph-in-c-is-it-working-correctly,,DFS Graph in C - Is it working correctly?,CC BY-SA 4.0,
29,"['c', 'debugging', 'visual-studio-code']","{'account_id': 20110572, 'reputation': 1, 'user_id': 14747043, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fdb2a67efa6c573a88e1e8e19bc6defb?s=256&d=identicon&r=PG&f=1', 'display_name': 'vs629', 'link': 'https://stackoverflow.com/users/14747043/vs629'}",False,834,,,1,0,1645935855,1606893411,,65103718,https://stackoverflow.com/questions/65103718/linking-math-library-to-visual-studio-code-gcc,,Linking math library to visual studio code GCC,CC BY-SA 4.0,
30,"['c', 'multithreading', 'parallel-processing', 'openmp']","{'account_id': 19868081, 'reputation': 21, 'user_id': 14554888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c19a05ed30d0653dd3f4026f1edeb056?s=256&d=identicon&r=PG&f=1', 'display_name': 'helloworld', 'link': 'https://stackoverflow.com/users/14554888/helloworld'}",True,205,,,2,1,1645814800,1607964240,1608232338.0,65292909,https://stackoverflow.com/questions/65292909/how-to-run-a-static-parallel-for-loop-without-the-main-thread,,How to run a static parallel for loop without the main thread,CC BY-SA 4.0,
31,['c'],"{'account_id': 20030054, 'reputation': 27, 'user_id': 14683046, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-33kEdQa0zJA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnZ6OHhQ7XRaf--Cf-56Rcrru5aYw/s96-c/photo.jpg?sz=256', 'display_name': 'JonasPD', 'link': 'https://stackoverflow.com/users/14683046/jonaspd'}",True,317,,,3,2,1644224001,1607322931,,65177083,https://stackoverflow.com/questions/65177083/print-function-hello-world-in-c,,"Print function, hello world in C",CC BY-SA 4.0,
32,"['mysql', 'c', 'performance', 'while-loop', 'query-optimization']","{'account_id': 7378669, 'reputation': 190, 'user_id': 8998443, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-50QMjnXpCww/AAAAAAAAAAI/AAAAAAAAADg/cxDneIasgBk/photo.jpg?sz=256', 'display_name': 'Hooman.AS', 'link': 'https://stackoverflow.com/users/8998443/hooman-as'}",True,159,,65297200.0,1,2,1643887354,1607938991,1643887354.0,65286713,https://stackoverflow.com/questions/65286713/why-does-the-execution-speed-of-the-while-loop-change-over-time,,Why does the execution speed of the while loop change over time?,CC BY-SA 4.0,
33,"['c', 'scope', 'static']","{'account_id': 13372738, 'reputation': 79, 'user_id': 12279709, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Benjam&#237;n Panatt', 'link': 'https://stackoverflow.com/users/12279709/benjam%c3%adn-panatt'}",True,240,,65522850.0,3,3,1643238482,1609425935,,65522309,https://stackoverflow.com/questions/65522309/how-can-i-retrieve-the-value-of-an-out-of-scope-static-without-a-pointer-in-c,,How can i retrieve the value of an out of scope static without a pointer in C?,CC BY-SA 4.0,
34,"['c', 'language-lawyer', 'lvalue', 'strict-aliasing', 'c17']","{'account_id': 285695, 'reputation': 181227, 'user_id': 584518, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/RZLo7.png?s=256&g=1', 'display_name': 'Lundin', 'link': 'https://stackoverflow.com/users/584518/lundin'}",True,131,,,1,2,1642555666,1608293610,,65356861,https://stackoverflow.com/questions/65356861/what-rules-are-there-for-qualifiers-of-effective-type,,What rules are there for qualifiers of effective type?,CC BY-SA 4.0,
35,"['c', 'random', 'srand']","{'account_id': 20195743, 'reputation': 29, 'user_id': 14812738, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-PSL3NeKn8mc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclzYTckFI6w7nl97qbYRrLL7QsiIw/s96-c/photo.jpg?sz=256', 'display_name': 'Hidaisyen', 'link': 'https://stackoverflow.com/users/14812738/hidaisyen'}",False,862,,,5,1,1641164191,1607771223,1607772562.0,65264195,https://stackoverflow.com/questions/65264195/generate-random-numbers-based-on-seed-value,,Generate random numbers based on seed value,CC BY-SA 4.0,
36,"['c', 'optimization', 'count', 'factorial']","{'account_id': 20155916, 'reputation': 116, 'user_id': 14782128, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/53JE3.jpg?s=256&g=1', 'display_name': 'mahdi lotfi', 'link': 'https://stackoverflow.com/users/14782128/mahdi-lotfi'}",True,194,,70548201.0,1,3,1641035854,1608567415,1608573085.0,65396240,https://stackoverflow.com/questions/65396240/find-count-of-specific-digits-in-a-large-factorial,,find count of specific digits in a large factorial,CC BY-SA 4.0,
37,"['c', 'gcc']","{'account_id': 20230770, 'reputation': 21, 'user_id': 14837370, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc9568e94003f45691eeb73e404f51a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stephan Hegemann', 'link': 'https://stackoverflow.com/users/14837370/stephan-hegemann'}",True,102,,65324930.0,1,1,1638449137,1608126716,1638449137.0,65324608,https://stackoverflow.com/questions/65324608/gcc-o2-creates-an-endless-loop-probably-because-of-undefined-behaviour,,"gcc -O2 creates an endless loop, probably because of undefined behaviour",CC BY-SA 4.0,
38,"['c', 'c99', 'operator-precedence']","{'account_id': 7013241, 'reputation': 45, 'user_id': 7357997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/949de7f88e6630a6de87a1bb616e8e9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Multsens', 'link': 'https://stackoverflow.com/users/7357997/multsens'}",True,132,,65105054.0,2,0,1637929904,1606899668,1637929904.0,65104958,https://stackoverflow.com/questions/65104958/c-operator-precedence-and,,C operator Precedence == and &amp;,CC BY-SA 4.0,
39,"['c', 'x86-64', 'atomic', 'persistent-memory', 'clflush']","{'account_id': 20292259, 'reputation': 179, 'user_id': 14883676, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61a6b57de97aa4c1d7b5a5304f008af2?s=256&d=identicon&r=PG&f=1', 'display_name': 'dangzzz', 'link': 'https://stackoverflow.com/users/14883676/dangzzz'}",True,596,,65444536.0,2,5,1637637196,1608817145,1637637196.0,65439089,https://stackoverflow.com/questions/65439089/is-clflush-or-clflushopt-atomic-when-system-crash,,Is clflush or clflushopt atomic when system crash？,CC BY-SA 4.0,
40,"['c', 'visual-studio', 'desktop-application']","{'account_id': 20196895, 'reputation': 300, 'user_id': 14813619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/76b63621173ee887679275eeb0556319?s=256&d=identicon&r=PG&f=1', 'display_name': 'AKRA', 'link': 'https://stackoverflow.com/users/14813619/akra'}",True,1128,,65456171.0,1,1,1635940782,1608983979,,65456154,https://stackoverflow.com/questions/65456154/is-it-possible-to-make-a-desktop-application-with-gui-using-only-c,,Is it Possible to Make a Desktop Application (With GUI) using only C?,CC BY-SA 4.0,
41,"['c', 'struct', 'malloc', 'pass-by-reference', 'sizeof']","{'account_id': 13639455, 'reputation': 45, 'user_id': 14845667, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b47aedb5ff508df2b12c31ebe6b7b044?s=256&d=identicon&r=PG&f=1', 'display_name': 'lbeul', 'link': 'https://stackoverflow.com/users/14845667/lbeul'}",True,625,,65345884.0,3,3,1635410506,1608227209,1635410506.0,65345819,https://stackoverflow.com/questions/65345819/using-sizeof-with-pointer-to-struct-in-c,,Using sizeof() with pointer to struct in C,CC BY-SA 4.0,
42,['c'],"{'account_id': 19804703, 'reputation': 51, 'user_id': 14693293, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiFGlI0mHoL0Pm-gKEml10GU5WfH7SVZNQiyoPOQTE=k-s256', 'display_name': 'M K Sundaram', 'link': 'https://stackoverflow.com/users/14693293/m-k-sundaram'}",True,2076,,65396018.0,2,2,1634968090,1608563169,1609181900.0,65395153,https://stackoverflow.com/questions/65395153/how-do-i-link-math-library-to-my-compiler-in-codeblocks,,How do I link math library to my compiler in codeblocks?,CC BY-SA 4.0,
43,"['c', 'interrupt', 'uart', 'msp430']","{'account_id': 18402181, 'reputation': 11, 'user_id': 13404947, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjgScHU6pHBl1fShMQjBB9pYU-bAWAlIEfGuqahPA=k-s256', 'display_name': 'Fırtına H&#252;seyin G&#214;KTAŞ', 'link': 'https://stackoverflow.com/users/13404947/f%c4%b1rt%c4%b1na-h%c3%bcseyin-g%c3%96kta%c5%9e'}",False,138,,,1,0,1634868960,1608732637,1608749722.0,65425659,https://stackoverflow.com/questions/65425659/cc430-uart-reading-problem-receive-interrupt-flag-is-always-0,,CC430 UART Reading Problem -Receive Interrupt Flag is Always &#39;0&#39;,CC BY-SA 4.0,
44,"['c', 'algorithm', 'cpu']","{'account_id': 19929279, 'reputation': 25, 'user_id': 14603176, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjeJSOAT3nqPmzwQk69XHGE_eRGS2ckbVWMg95s=k-s256', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/14603176/ali'}",True,857,,65289297.0,2,-8,1634862269,1607350410,1607437256.0,65183356,https://stackoverflow.com/questions/65183356/non-preemptive-priority-scheduling,,Non-Preemptive priority scheduling,CC BY-SA 4.0,
45,"['c', 'gdb']","{'account_id': 20303577, 'reputation': 11, 'user_id': 14892396, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj-VbCvJYLD_uYCEVQmar6TYGwYoVko4XiJwuuG1A=k-s256', 'display_name': 'Rangs', 'link': 'https://stackoverflow.com/users/14892396/rangs'}",False,194,,,1,1,1634827784,1608999158,1609001781.0,65458301,https://stackoverflow.com/questions/65458301/difficulty-using-gdb-in-windows-terminal-gdb-quits-itself-after-running-the-pro,,Difficulty using GDB in Windows terminal. GDB quits itself after running the program without waiting for my further commands,CC BY-SA 4.0,
46,"['c', 'linux', 'gcc', 'sdl']","{'account_id': 19710100, 'reputation': 79, 'user_id': 14430844, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9a3655a07d8107201cf5d7f3c486668?s=256&d=identicon&r=PG&f=1', 'display_name': 'GooseDeveloper', 'link': 'https://stackoverflow.com/users/14430844/goosedeveloper'}",True,1513,,65365771.0,1,1,1634749460,1608335078,1634749460.0,65365306,https://stackoverflow.com/questions/65365306/sdl-2-c-compiler-flags,,SDL 2 C Compiler Flags,CC BY-SA 4.0,
