,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
14,"['c', 'char', 'integer', 'scanf']","{'account_id': 20472728, 'reputation': 3, 'user_id': 15022732, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43ba648c8b762ed8e79a16e3385f1f7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Codester Club', 'link': 'https://stackoverflow.com/users/15022732/codester-club'}",True,283,65970531.0,3,0,1659837512,1612019295,65969530,CC BY-SA 4.0,https://stackoverflow.com/questions/65969530/why-in-c-does-taking-input-using-int-format-to-a-char-change-the-value-of-anothe,Why in C does taking input using int format to a char change the value of another char variable?,1659837512.0,,,,
15,"['c', 'visual-studio', 'malloc', 'free']","{'account_id': 3717455, 'reputation': 125, 'user_id': 3093297, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Guy', 'link': 'https://stackoverflow.com/users/3093297/guy'}",False,211,,2,3,1659511477,1611430254,65863527,CC BY-SA 4.0,https://stackoverflow.com/questions/65863527/freeing-non-mallocd-memory,Freeing non-malloc&#39;d memory,1611430515.0,,,,
16,"['android', 'c++', 'c', 'android-ndk', 'nnapi']","{'account_id': 20382265, 'reputation': 11, 'user_id': 14952111, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/788840ab8acccf6e6e3210b437a2f551?s=256&d=identicon&r=PG&f=1', 'display_name': 'JanosLim', 'link': 'https://stackoverflow.com/users/14952111/janoslim'}",True,250,,2,-1,1658914325,1610438322,65679946,CC BY-SA 4.0,https://stackoverflow.com/questions/65679946/where-is-the-dynamic-library-file-so-for-sharedmem-h-of-android-ndk,where is the dynamic library file(.so) for sharedmem.h of Android NDK?,,,,,
17,"['c', 'linked-list', 'family-tree']","{'account_id': 19496946, 'reputation': 1, 'user_id': 14263914, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1738990212943468/picture?type=large', 'display_name': 'yiheng', 'link': 'https://stackoverflow.com/users/14263914/yiheng'}",False,475,,0,0,1656377892,1610804588,65750315,CC BY-SA 4.0,https://stackoverflow.com/questions/65750315/create-family-tree-using-linked-list-and-transverse-tree-in-preorder-in-c,Create family tree using linked list and transverse tree in preorder in C,,,,,
18,"['c++', 'c', 'compiler-errors', 'compilation']","{'account_id': 19350278, 'reputation': 374, 'user_id': 14147876, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-te0VEo9S45A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmzsq4D8WrJ5ORiIv0kezlrekQdnQ/photo.jpg?sz=256', 'display_name': 'Momo', 'link': 'https://stackoverflow.com/users/14147876/momo'}",True,19432,66333485.0,4,25,1656238575,1612002931,65966969,CC BY-SA 4.0,https://stackoverflow.com/questions/65966969/why-does-march-native-not-work-on-apple-m1,Why does march=native not work on Apple M1?,1612018145.0,,,,
19,"['c', 'unix', 'gnu-make', 'ccache']","{'account_id': 20160902, 'reputation': 33, 'user_id': 14785973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79e2844d0423a0d48289d9cdd0b8bf0a?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Lawrence Aspden', 'link': 'https://stackoverflow.com/users/14785973/john-lawrence-aspden'}",False,138,,2,0,1655282609,1609782007,65567233,CC BY-SA 4.0,https://stackoverflow.com/questions/65567233/how-should-i-use-ccache-if-the-compiler-absolute-path-is-hard-coded-in-the-makef,How should I use ccache if the compiler absolute path is hard-coded in the makefile?,,,,,
20,"['c', 'embedded', 'microcontroller', 'i2c']","{'account_id': 13102404, 'reputation': 1, 'user_id': 9466319, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-N7Al1p63SNQ/AAAAAAAAAAI/AAAAAAAAKMI/xLn7Q8XXZJA/photo.jpg?sz=256', 'display_name': 'Adithyan', 'link': 'https://stackoverflow.com/users/9466319/adithyan'}",False,233,,0,0,1655123265,1611599004,65890318,CC BY-SA 4.0,https://stackoverflow.com/questions/65890318/i2c-protocol-using-tm4c1294ncpdt-and-max6955-led-display-driver,I2C protocol Using TM4C1294NCPDT and MAX6955 LED Display driver,1611602017.0,,,,
21,"['c', 'factorial']","{'account_id': 19049016, 'reputation': 581, 'user_id': 13907596, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2671208783150119/picture?type=large', 'display_name': 'Kyle Angelo Gonzales', 'link': 'https://stackoverflow.com/users/13907596/kyle-angelo-gonzales'}",True,948,65666221.0,2,3,1654894010,1610359766,65664827,CC BY-SA 4.0,https://stackoverflow.com/questions/65664827/get-the-factorial-of-a-number-without-using-multiplication,Get the factorial of a number without using multiplication,1610360149.0,,,,
22,"['c', 'bgi']","{'account_id': 20550662, 'reputation': 43, 'user_id': 15083451, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9pYnJxm_3KA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnYeU9zrguLfntsI81fJYp34w64Yg/s96-c/photo.jpg?sz=256', 'display_name': 'S1mple', 'link': 'https://stackoverflow.com/users/15083451/s1mple'}",True,149,65910016.0,2,0,1654016113,1611698801,65909961,CC BY-SA 4.0,https://stackoverflow.com/questions/65909961/unable-to-run-graphics-h-program-in-windows-shell,Unable to run graphics.h program in windows shell,1649271563.0,,,,
23,"['c', 'error-handling', 'exit']","{'account_id': 19790370, 'reputation': 23, 'user_id': 14493526, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vS8Bf.png?s=256&g=1', 'display_name': 'crypticcu', 'link': 'https://stackoverflow.com/users/14493526/crypticcu'}",False,91,,3,0,1653771758,1609969739,65603822,CC BY-SA 4.0,https://stackoverflow.com/questions/65603822/are-there-any-alternatives-to-err-that-do-not-terminate-exit-program,Are there any alternatives to err() that do not terminate/exit program?,1609970393.0,,,,
24,"['c', 'fsync']","{'account_id': 10420116, 'reputation': 190, 'user_id': 7682994, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RQx1t.jpg?s=256&g=1', 'display_name': 'Tim He', 'link': 'https://stackoverflow.com/users/7682994/tim-he'}",True,186,66108848.0,1,1,1653341622,1611236353,65828666,CC BY-SA 4.0,https://stackoverflow.com/questions/65828666/what-is-the-difference-between-o-direct-o-sync-write-and-o-direct-wr,What is the difference between `O_DIRECT | O_SYNC` + write() and `O_DIRECT` + write() + fsync(),1653341622.0,,,,
25,"['c', 'file', 'pointers']","{'account_id': 20390324, 'reputation': 1, 'user_id': 14958384, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgiHs1zzu5ymgvgUyWni4SHzXhySfL8Pb8GlzR-YDA=k-s256', 'display_name': '&#214;zlem Karabulut', 'link': 'https://stackoverflow.com/users/14958384/%c3%96zlem-karabulut'}",False,74,,0,0,1652821483,1610248652,65649829,CC BY-SA 4.0,https://stackoverflow.com/questions/65649829/cant-write-to-new-file-in-w-or-w-mode-in-c,Can&#39;t write to new file in &quot;w&quot; or &quot;w+&quot; mode in C,1652821483.0,,,,
26,"['c++', 'c', 'compiler-errors', 'visual-studio-2019', 'clang++']","{'account_id': 6314983, 'reputation': 19, 'user_id': 4905311, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KwEDg.jpg?s=256&g=1', 'display_name': 'coderbhai', 'link': 'https://stackoverflow.com/users/4905311/coderbhai'}",False,116,,1,0,1651437679,1610718910,65737350,CC BY-SA 4.0,https://stackoverflow.com/questions/65737350/compilation-error-c2048-while-compiling-in-visual-studio-2019-msvc-but-works-fi,"Compilation error C2048 while compiling in visual studio 2019 MSVC, but works fine with clang++?",1651437679.0,,,,
27,['c'],"{'account_id': 20476877, 'reputation': 225, 'user_id': 15026002, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiKOsEPMr-2qrUjtP2WgRai6nUmYBLPxlZXE4BE=k-s256', 'display_name': 'Saroth Nevertale', 'link': 'https://stackoverflow.com/users/15026002/saroth-nevertale'}",True,945,,6,20,1651041075,1610915714,65765661,CC BY-SA 4.0,https://stackoverflow.com/questions/65765661/why-is-if-2-9-3-true,Why is if (2 &lt; 9 &lt; 3) true?,1610917717.0,1651043930.0,,,
28,"['c', 'string']","{'account_id': 20231549, 'reputation': 25, 'user_id': 14837955, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi3jGJnQhuqXOYOnEoQVuef28Z5-GYFK1Ula4w6GQ=k-s256', 'display_name': 'Armaan', 'link': 'https://stackoverflow.com/users/14837955/armaan'}",True,72,65845803.0,4,1,1650732691,1611319165,65845379,CC BY-SA 4.0,https://stackoverflow.com/questions/65845379/why-is-my-if-block-not-getting-executed-in-my-c-program,Why is my if block not getting executed in my C program?,1650732691.0,,,,
29,"['c', 'driver', 'x86-64', 'kali-linux', 'memory-mapped-io']","{'account_id': 1634876, 'reputation': 3626, 'user_id': 4808760, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80b515f16a4318101aa19c7c2cbd5098?s=256&d=identicon&r=PG&f=1', 'display_name': 'user786', 'link': 'https://stackoverflow.com/users/4808760/user786'}",True,495,71918701.0,2,1,1650331746,1610111240,65629563,CC BY-SA 4.0,https://stackoverflow.com/questions/65629563/reading-memory-mapped-io-registers-how-to-from-datasheet-and-using-them-in-mma,reading Memory-Mapped IO registers How to (from datasheet) and using them in mmap,,,,,
30,"['c', 'gcc', 'compiler-construction', 'calling-convention', 'abi']","{'account_id': 10892034, 'reputation': 37, 'user_id': 8007487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eefbdd3f80ad950ec17ad33e9870fa7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'unkownUser', 'link': 'https://stackoverflow.com/users/8007487/unkownuser'}",False,178,,1,4,1649905762,1610213590,65645610,CC BY-SA 4.0,https://stackoverflow.com/questions/65645610/how-to-make-change-gcc-calling-convention,How to make change gcc calling convention,1649905762.0,,,,
31,"['c', 'gcc', 'data-structures', 'cs50']","{'account_id': 18872747, 'reputation': 67, 'user_id': 13766906, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/E6q7b.jpg?s=256&g=1', 'display_name': 'Otus9051', 'link': 'https://stackoverflow.com/users/13766906/otus9051'}",True,86,,1,2,1649233120,1611219614,65824055,,https://stackoverflow.com/questions/65824055/cant-make-structures-to-work-in-c-using-gcc,Can&#39;t make Structures to work in C (Using GCC),1649233120.0,,1611228279.0,Not suitable for this site,
32,"['c', 'visual-studio-code', 'coderunner']","{'account_id': 20271998, 'reputation': 57, 'user_id': 14867962, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gfD3NYCgCvc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck1Sd9kLIRgszRJeClt5jEWWH5AUQ/s96-c/photo.jpg?sz=256', 'display_name': 'Sunwoo Jeong', 'link': 'https://stackoverflow.com/users/14867962/sunwoo-jeong'}",True,1995,,2,0,1648125084,1610349979,65662791,CC BY-SA 4.0,https://stackoverflow.com/questions/65662791/using-scanf-in-vscode-c-language,Using scanf in vscode (c language),,,,,
33,"['c', 'xml-parsing', 'libxml2']","{'account_id': 10841679, 'reputation': 121, 'user_id': 7972701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/807fe3ebd44ad46d7ec6f42b5135baac?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jim Moriarty', 'link': 'https://stackoverflow.com/users/7972701/jim-moriarty'}",False,129,,1,0,1646921648,1610037850,65616497,CC BY-SA 4.0,https://stackoverflow.com/questions/65616497/how-to-find-specific-child-node-in-xml-file-using-libxml2,How to find specific child node in xml file using libxml2,,,,,
34,"['c', 'debugging', 'lldb', 'game-loop']","{'account_id': 6312103, 'reputation': 153, 'user_id': 4903336, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e5e024a134081140815d27e6d4611c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dex', 'link': 'https://stackoverflow.com/users/4903336/dex'}",False,568,,0,1,1646540612,1610597583,65713332,CC BY-SA 4.0,https://stackoverflow.com/questions/65713332/memory-read-failed-for-0x0-in-a-game-loop-need-a-proper-debugging-method,"Memory read failed for 0x0 in a game loop, need a proper debugging method",1610598284.0,,,,
35,"['c', 'math']","{'user_type': 'does_not_exist', 'display_name': 'user15033416'}",True,1620,,6,1,1646117686,1611460050,65866959,CC BY-SA 4.0,https://stackoverflow.com/questions/65866959/how-to-interlace-two-integers-in-c,How to interlace two integers in C?,,,,,
36,"['android', 'c', 'android-ndk', 'clang']","{'account_id': 13534932, 'reputation': 749, 'user_id': 10922639, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HSIfV.jpg?s=256&g=1', 'display_name': 'KotlinIsland', 'link': 'https://stackoverflow.com/users/10922639/kotlinisland'}",True,739,65957063.0,2,1,1645932982,1611932324,65956822,CC BY-SA 4.0,https://stackoverflow.com/questions/65956822/how-to-compile-and-run-a-simple-c-code-for-android,How to compile and run a simple C code for Android?,1611932483.0,,,,
37,['c'],"{'account_id': 18356722, 'reputation': 548, 'user_id': 14969546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a5199febecbf417ff28969acc5cfd41?s=256&d=identicon&r=PG&f=1', 'display_name': 'J Szum', 'link': 'https://stackoverflow.com/users/14969546/j-szum'}",True,95,,1,4,1644747598,1612076322,65976551,CC BY-SA 4.0,https://stackoverflow.com/questions/65976551/find-kth-smallest-value-in-binary-tree-in-c,Find k&#39;th smallest value in binary tree in C,,,,,
38,"['c', 'windows', 'winapi', 'cmd', 'windows-console']","{'account_id': 12412964, 'reputation': 129, 'user_id': 10518379, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-nsUa1PFYwrQ/AAAAAAAAAAI/AAAAAAAAB2g/7AfR--nW92I/photo.jpg?sz=256', 'display_name': 'Rafael Hern&#225;ndez Marrero', 'link': 'https://stackoverflow.com/users/10518379/rafael-hern%c3%a1ndez-marrero'}",True,729,65717722.0,2,5,1644369303,1610279195,65652928,CC BY-SA 4.0,https://stackoverflow.com/questions/65652928/print-and-store-spanish-characters-%c3%a1-%c3%a9-%c3%ad-%c3%b1-in-cmd,"Print and store spanish characters (&#225;, &#233;, &#237;, &#241;...) in cmd",1610394658.0,,,,
39,"['c', 'pthreads']","{'account_id': 13642762, 'reputation': 31, 'user_id': 9842465, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1063173890490356/picture?type=large', 'display_name': 'Grzegorz Zych', 'link': 'https://stackoverflow.com/users/9842465/grzegorz-zych'}",True,1644,,3,1,1643896249,1610708116,65734801,CC BY-SA 4.0,https://stackoverflow.com/questions/65734801/get-thread-identifier-c,Get thread identifier C,1610728739.0,,,,
40,"['c', 'count']","{'user_type': 'does_not_exist', 'display_name': 'user14691343'}",True,55,65954013.0,1,-1,1643463214,1611919654,65953598,CC BY-SA 4.0,https://stackoverflow.com/questions/65953598/make-a-function-that-shows-how-many-times-a-word-occurs-in-a-string-sentence,Make a function that shows how many times a word occurs in a string/sentence,1611919911.0,,,,
41,"['c', 'operators', 'sizeof', 'function-call']","{'account_id': 20514358, 'reputation': 99, 'user_id': 15055385, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9TGwB.png?s=256&g=1', 'display_name': 'Run', 'link': 'https://stackoverflow.com/users/15055385/run'}",True,730,,7,6,1642932029,1611330099,65848220,CC BY-SA 4.0,https://stackoverflow.com/questions/65848220/is-sizeof-a-function-or-an-operator,Is sizeof a function or an operator?,1611543387.0,,,,
42,"['c', 'fgets', 'c-strings', 'palindrome', 'case-insensitive']","{'account_id': 20384642, 'reputation': 1, 'user_id': 14953950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94d49ed7ebc1cfb84a98dc4701ac18aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zepperoni', 'link': 'https://stackoverflow.com/users/14953950/zepperoni'}",False,122,,2,0,1642750243,1609958738,65601607,CC BY-SA 4.0,https://stackoverflow.com/questions/65601607/c-reverse-string-comparison-palindrome,c - reverse string comparison (palindrome),1642750243.0,,,,
43,"['c', 'docker', 'rust', 'cross-compiling', 'arm64']","{'account_id': 4834106, 'reputation': 9037, 'user_id': 3901400, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/gvB8O.jpg?s=256&g=1', 'display_name': 'Marcus Ruddick', 'link': 'https://stackoverflow.com/users/3901400/marcus-ruddick'}",True,1692,,2,5,1641604799,1611511832,65874219,CC BY-SA 4.0,https://stackoverflow.com/questions/65874219/trouble-compiling-rust-crates-that-include-c-libraries-for-aarch64,Trouble compiling rust crates that include C libraries for aarch64,1611512473.0,,,,
44,['c'],"{'account_id': 17379563, 'reputation': 404, 'user_id': 12592105, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-stgvL7mtLas/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfYPNQ6kInwKmoJCjQqeKx4anfgeQ/photo.jpg?sz=256', 'display_name': 'Apurv Jha', 'link': 'https://stackoverflow.com/users/12592105/apurv-jha'}",True,121,,1,1,1640779294,1611968103,65963593,CC BY-SA 4.0,https://stackoverflow.com/questions/65963593/merge-sort-program-crashes-with-exited-with-code-3221225477,Merge Sort Program crashes with &quot;Exited with code: 3221225477&quot;,1611968850.0,,,,
45,"['arrays', 'c', 'dev-c++']","{'account_id': 20379657, 'reputation': 25, 'user_id': 14950049, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-T1AH3AjcWa8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclL10oQAnedF4r4MohV766KoRUAVA/s96-c/photo.jpg?sz=256', 'display_name': 'Ryan Case', 'link': 'https://stackoverflow.com/users/14950049/ryan-case'}",False,96,,1,1,1640639965,1609918289,65591806,CC BY-SA 4.0,https://stackoverflow.com/questions/65591806/how-to-debug-this-program-why-isnt-my-3-between-4-and-2,How to debug this program? Why isn&#39;t my 3 between 4 and 2?,1609918793.0,,,,
46,"['c', 'algorithm', 'math']","{'account_id': 2406532, 'reputation': 1030, 'user_id': 2102840, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/edcd82190beeef3cca4a8a0c6ced254f?s=256&d=identicon&r=PG', 'display_name': 'TrivialCase', 'link': 'https://stackoverflow.com/users/2102840/trivialcase'}",True,345,65648366.0,2,9,1640275797,1610231689,65648300,CC BY-SA 4.0,https://stackoverflow.com/questions/65648300/c-algorithm-for-calculating-norm-inner-product,C algorithm for calculating norm/inner product,1610481995.0,,,,
