,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,protected_date
12,"['c', 'linux', 'ubuntu', 'module', 'compilation']","{'account_id': 14460233, 'reputation': 25, 'user_id': 10445231, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XMlL5nQwXAk/AAAAAAAAAAI/AAAAAAAAABU/elRt6saht5M/photo.jpg?sz=256', 'display_name': 'Aladik23', 'link': 'https://stackoverflow.com/users/10445231/aladik23'}",True,383,55190265.0,2,1,1661497092,1552680251,1552681147.0,55189945,CC BY-SA 4.0,https://stackoverflow.com/questions/55189945/problem-with-makefile-compilation-on-ubuntu-lhidapi-libusb-library,"Problem with Makefile compilation on Ubuntu, -lhidapi-libusb library",,,,
13,"['c', 'python-3.x', 'ctypes', 'hidapi']","{'account_id': 15630923, 'reputation': 21, 'user_id': 11277244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d59924d7e6058dafd9fd8bf543779934?s=256&d=identicon&r=PG&f=1', 'display_name': 'bydan14', 'link': 'https://stackoverflow.com/users/11277244/bydan14'}",True,192,55418465.0,1,0,1661245454,1553860578,,55416934,CC BY-SA 4.0,https://stackoverflow.com/questions/55416934/how-do-i-get-data-from-recursive-structure-got-from-c-function,How do i get data from recursive structure got from C function?,,,,
14,"['c', 'gdb']","{'account_id': 11522561, 'reputation': 7347, 'user_id': 8443899, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6KX5x.jpg?s=256&g=1', 'display_name': 'Henok Tesfaye', 'link': 'https://stackoverflow.com/users/8443899/henok-tesfaye'}",True,7432,55040654.0,2,10,1661123127,1551951836,,55040576,CC BY-SA 4.0,https://stackoverflow.com/questions/55040576/how-to-change-the-disassembly-syntax-to-intel-using-gdb,How to change the disassembly syntax to intel using gdb?,,,,
15,"['c', 'assembly', 'x86-64', 'volatile']","{'account_id': 6440480, 'reputation': 17141, 'user_id': 4990642, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/7ibOX.jpg?s=256&g=1', 'display_name': 'Soner from The Ottoman Empire', 'link': 'https://stackoverflow.com/users/4990642/soner-from-the-ottoman-empire'}",True,304,,2,0,1660426187,1552457448,,55135478,CC BY-SA 4.0,https://stackoverflow.com/questions/55135478/comprehending-how-volatile-keyword-and-comparison-work,comprehending how &quot;volatile&quot; keyword and comparison work,,,,
16,"['c', 'size', 'buffer']","{'account_id': 9820036, 'reputation': 45, 'user_id': 7275171, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c7cecb4ef6313f46f31deaff5ed8494c?s=256&d=identicon&r=PG', 'display_name': 'Dahn Hwang', 'link': 'https://stackoverflow.com/users/7275171/dahn-hwang'}",True,50,55320401.0,2,0,1660334191,1553394927,1553396836.0,55320269,CC BY-SA 4.0,https://stackoverflow.com/questions/55320269/some-parts-of-the-text-retrieved-from-txt-file-via-fgets-got-lost-in-c,some parts of the text retrieved from txt file via fgets got lost in c,,,,
17,"['c', 'embedded', 'qemu']","{'account_id': 14365717, 'reputation': 1061, 'user_id': 10376824, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-QJhJZUD1UCw/AAAAAAAAAAI/AAAAAAAADbA/_BZuute3iuE/photo.jpg?sz=256', 'display_name': 'Chandrika Joshi', 'link': 'https://stackoverflow.com/users/10376824/chandrika-joshi'}",False,137,,1,4,1658758223,1553851131,,55414080,CC BY-SA 4.0,https://stackoverflow.com/questions/55414080/basic-functionalities-of-qemu,Basic functionalities of QEMU,,,,
18,"['c', 'linux', 'types', 'include', 'posix']","{'account_id': 5976642, 'reputation': 3719, 'user_id': 6872717, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UCuzs.png?s=256&g=1', 'display_name': 'alx', 'link': 'https://stackoverflow.com/users/6872717/alx'}",True,18042,55190666.0,2,27,1658696393,1552682169,1611405053.0,55190317,CC BY-SA 4.0,https://stackoverflow.com/questions/55190317/where-is-ssize-t-defined-in-linux,Where is ssize_t defined in Linux?,,,,
19,"['c', 'unit-testing', 'c-criterion']","{'account_id': 13748315, 'reputation': 107, 'user_id': 9921236, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/360d34411040f6b25fde8fc4fa69818c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sfdfsg', 'link': 'https://stackoverflow.com/users/9921236/sfdfsg'}",False,53,,0,1,1657619764,1552321226,1657619764.0,55106201,CC BY-SA 4.0,https://stackoverflow.com/questions/55106201/how-to-pass-a-string-from-main-to-macros-parameterizedtest-without-using-global,How to pass a string from main to macros ParameterizedTest without using global variable?,,,,
20,"['c', 'emulation', 'sdl-2']","{'account_id': 141409, 'reputation': 6473, 'user_id': 348408, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/f2e27804ebef1ecd80974578c42d91b6?s=256&d=identicon&r=PG', 'display_name': 'dvanaria', 'link': 'https://stackoverflow.com/users/348408/dvanaria'}",True,1487,,1,6,1656879676,1552326173,,55107529,CC BY-SA 4.0,https://stackoverflow.com/questions/55107529/how-to-create-a-1-bit-per-pixel-surface-with-sdl2,How to Create a 1-bit-per-pixel Surface with SDL2,,,,
21,"['c', 'makefile', 'gnu-make', 'cs50']","{'account_id': 15206101, 'reputation': 23, 'user_id': 11085237, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-vH3tDwttIOw/AAAAAAAAAAI/AAAAAAAAACo/BQXgTLDDKE0/photo.jpg?sz=256', 'display_name': 'Diaa Alaa', 'link': 'https://stackoverflow.com/users/11085237/diaa-alaa'}",True,2222,55107800.0,2,0,1655669400,1552325889,1552327683.0,55107463,CC BY-SA 4.0,https://stackoverflow.com/questions/55107463/how-to-build-cs50-programs-with-make,How to build CS50 programs with make,,,,
22,"['c', 'casting', 'interrupt', 'volatile', 'memcpy']","{'account_id': 5976642, 'reputation': 3719, 'user_id': 6872717, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UCuzs.png?s=256&g=1', 'display_name': 'alx', 'link': 'https://stackoverflow.com/users/6872717/alx'}",True,2729,54965696.0,3,11,1655328759,1551569881,1562014644.0,54964154,CC BY-SA 4.0,https://stackoverflow.com/questions/54964154/is-memcpyvoid-dest-src-n-with-a-volatile-array-safe,"Is `memcpy((void *)dest, src, n)` with a `volatile` array safe?",,,,
23,"['c', 'pointers']","{'account_id': 15494252, 'reputation': 11, 'user_id': 11177685, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-eY2BGgFzngk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcXaSMfhpNEife1e5f_VSyRA8-C0Q/mo/photo.jpg?sz=256', 'display_name': 'Hakan Strom', 'link': 'https://stackoverflow.com/users/11177685/hakan-strom'}",True,268,,5,1,1654102395,1552178672,1552201360.0,55083437,CC BY-SA 4.0,https://stackoverflow.com/questions/55083437/how-to-change-an-argument-const-to-non-const-when-calling-a-function-in-c,How to change an argument “const” to “non-const” when calling a function in C,,,,
24,['c'],"{'account_id': 14988614, 'reputation': 29, 'user_id': 10820475, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1106536932849120/picture?type=large', 'display_name': 'Linor Ben Yossef', 'link': 'https://stackoverflow.com/users/10820475/linor-ben-yossef'}",True,390,,4,2,1654077362,1553977822,1560075977.0,55435409,CC BY-SA 4.0,https://stackoverflow.com/questions/55435409/count-the-number-of-letters-in-a-small-matrix-that-appear-in-a-big-matrix,Count the number of letters in a small matrix that appear in a Big matrix,,,,
25,"['c', 'pointers']","{'account_id': 15539595, 'reputation': 29, 'user_id': 11210826, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d06b774c31ec42fe06d7ebfa38ee69f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aecrion', 'link': 'https://stackoverflow.com/users/11210826/aecrion'}",True,5526,,3,2,1653925566,1552686842,,55191144,CC BY-SA 4.0,https://stackoverflow.com/questions/55191144/converting-upper-case-to-lower-case-using-pointers-in-c,Converting Upper Case to Lower Case using pointers in C,,,,
26,['c'],"{'account_id': 7831665, 'reputation': 2333, 'user_id': 5938725, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/rjUG2.jpg?s=256&g=1', 'display_name': 'Sean Letendre', 'link': 'https://stackoverflow.com/users/5938725/sean-letendre'}",True,3379,55203789.0,2,37,1652865802,1552796008,1552850683.0,55203770,CC BY-SA 4.0,https://stackoverflow.com/questions/55203770/what-does-l-mean-in-c,What does &quot;^L&quot; mean in C?,,,,
27,"['c', 'algorithm', 'karatsuba']","{'account_id': 8599778, 'reputation': 615, 'user_id': 10567693, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CALGX.jpg?s=256&g=1', 'display_name': 'LonelyDaoist', 'link': 'https://stackoverflow.com/users/10567693/lonelydaoist'}",True,283,55326131.0,1,1,1651991912,1553440463,,55325248,CC BY-SA 4.0,https://stackoverflow.com/questions/55325248/karatsuba-implementation-in-c,karatsuba implementation in c,,,,
28,"['c', 'linux-kernel', 'netfilter']","{'account_id': 9781384, 'reputation': 428, 'user_id': 7249301, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/w9osk.jpg?s=256&g=1', 'display_name': 'Ido Segal', 'link': 'https://stackoverflow.com/users/7249301/ido-segal'}",True,301,55106893.0,1,0,1650293202,1552323331,1650293202.0,55106789,CC BY-SA 4.0,https://stackoverflow.com/questions/55106789/error-assignment-from-incompatible-pointer-type-when-creating-a-netfilter-kern,Error &quot;assignment from incompatible pointer type&quot; when creating a Netfilter kernel module,,,,
29,"['c', 'types', 'syntax', 'terminology']","{'account_id': 4552047, 'reputation': 2094, 'user_id': 3696914, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/oLaiN.png?s=256&g=1', 'display_name': 'Edenia', 'link': 'https://stackoverflow.com/users/3696914/edenia'}",True,70,54998373.0,1,1,1649421211,1551773369,1649421211.0,54998075,CC BY-SA 4.0,https://stackoverflow.com/questions/54998075/naming-of-a-pointer-to-single-object-instance-of-a-data-type,Naming of a pointer to single object/instance of a data type,,,,
30,"['c', 'multidimensional-array', 'malloc']","{'account_id': 2747120, 'reputation': 1314, 'user_id': 2367317, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b298f0703129088201b05e198f2e7c08?s=256&d=identicon&r=PG', 'display_name': 'Novice C', 'link': 'https://stackoverflow.com/users/2367317/novice-c'}",False,219,,1,2,1649305853,1551838927,1649305853.0,55014564,CC BY-SA 4.0,https://stackoverflow.com/questions/55014564/contiguous-memory-for-multidimensional-array,Contiguous memory for multidimensional array,,,,
31,['c'],"{'account_id': 4750154, 'reputation': 119, 'user_id': 7852195, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8ce46df2c1894594079387e6db9bb513?s=256&d=identicon&r=PG&f=1', 'display_name': 'WCKennedays', 'link': 'https://stackoverflow.com/users/7852195/wckennedays'}",True,19933,55330631.0,1,3,1648763311,1553481455,1573839236.0,55330597,CC BY-SA 4.0,https://stackoverflow.com/questions/55330597/how-do-i-execute-a-c-file,How do I execute a .c file?,,,,
32,"['c', 'gcc', 'x86', 'inline-assembly', 'osdev']","{'account_id': 10257665, 'reputation': 137, 'user_id': 9438759, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-f67Adgc1jZk/AAAAAAAAAAI/AAAAAAAAAJc/t7bz9t1FjoY/photo.jpg?sz=256', 'display_name': 'xSlendiX Gaming', 'link': 'https://stackoverflow.com/users/9438759/xslendix-gaming'}",True,953,54962414.0,2,3,1645689606,1551555836,1551557509.0,54962333,CC BY-SA 4.0,https://stackoverflow.com/questions/54962333/porting-att-inline-asm-inb-outb-wrappers-to-work-with-gcc-masm-intel,Porting AT&amp;T inline-asm inb / outb wrappers to work with gcc -masm=intel,,,,
33,"['c', 'ubuntu', 'linux-kernel', 'kernel-module']","{'account_id': 15500032, 'reputation': 23, 'user_id': 11181799, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b0e5f36d13c16a9b600c227b2c92982?s=256&d=identicon&r=PG&f=1', 'display_name': 'honeybunpoptart', 'link': 'https://stackoverflow.com/users/11181799/honeybunpoptart'}",True,1061,55093769.0,2,1,1644674779,1552260282,1552261871.0,55093424,CC BY-SA 4.0,https://stackoverflow.com/questions/55093424/what-would-make-a-printk-not-show-up-immediately-in-dmesg,What would make a printk not show up immediately in dmesg?,,,,
34,"['c++', 'c', 'x86', 'profiling', 'intel-pin']","{'account_id': 7205749, 'reputation': 1928, 'user_id': 5501407, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Cz29B.jpg?s=256&g=1', 'display_name': 'R4444', 'link': 'https://stackoverflow.com/users/5501407/r4444'}",True,751,55390107.0,1,2,1643314107,1551806175,1643314107.0,55008240,CC BY-SA 4.0,https://stackoverflow.com/questions/55008240/add-your-own-instructions-using-pin,add your own instructions using pin,,,,
35,"['c', 'pic', 'pwm']","{'account_id': 15560331, 'reputation': 1, 'user_id': 11225616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b3188e08f14e23cef51d5ba4e353e64?s=256&d=identicon&r=PG&f=1', 'display_name': 'DM501', 'link': 'https://stackoverflow.com/users/11225616/dm501'}",False,217,,0,0,1642084503,1552991993,1553016060.0,55239012,CC BY-SA 4.0,https://stackoverflow.com/questions/55239012/problems-activating-pwm-output-on-pic18f67k40-microe-clicker2-development-board,Problems activating PWM output on PIC18F67K40 (MicroE clicker2 development board),,,,
36,"['c', 'assembly', 'stm32', 'keil']","{'account_id': 15549757, 'reputation': 651, 'user_id': 11219281, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75dcef7fbec9e97f254489c64fe34258?s=256&d=identicon&r=PG', 'display_name': 'Vaso', 'link': 'https://stackoverflow.com/users/11219281/vaso'}",True,1789,55229680.0,1,2,1641731490,1552936294,1552945718.0,55228522,CC BY-SA 4.0,https://stackoverflow.com/questions/55228522/keil-stm32-using-assembly-scatter-file-and-c-how-to-export-c-code-entry-point,"Keil stm32, using assembly, scatter file and c. How to export c code entry point to assembly?",,,,
37,"['c', 'arduino', 'gmp']","{'account_id': 9144786, 'reputation': 59, 'user_id': 6801416, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6c43e4c48ca18d8e60baf916000abd4e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dapper', 'link': 'https://stackoverflow.com/users/6801416/dapper'}",False,106,,1,2,1639889583,1551800797,,55006596,CC BY-SA 4.0,https://stackoverflow.com/questions/55006596/mini-gmp-arduino-printing,Mini-GMP Arduino printing,,,,
38,"['c', 'codeblocks', 'math.h']","{'account_id': 13336523, 'reputation': 75, 'user_id': 9626206, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba9065d7ef7210977b3062ac5c91e289?s=256&d=identicon&r=PG&f=1', 'display_name': 'LucasCardoso910', 'link': 'https://stackoverflow.com/users/9626206/lucascardoso910'}",True,82,55427673.0,1,1,1634905117,1553911124,1634905117.0,55427471,CC BY-SA 4.0,https://stackoverflow.com/questions/55427471/creating-rational-number-from-float-gives-imprecise-results,Creating rational number from float gives imprecise results,,,,
39,"['c', 'cmake']","{'account_id': 15631356, 'reputation': 93, 'user_id': 11277572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93dd00f018f836a08ed843c8ca441c62?s=256&d=identicon&r=PG&f=1', 'display_name': 'oleksandr_fryziuk', 'link': 'https://stackoverflow.com/users/11277572/oleksandr-fryziuk'}",True,1175,55418821.0,2,0,1631121892,1553865350,1553866695.0,55418257,CC BY-SA 4.0,https://stackoverflow.com/questions/55418257/how-to-build-target-by-name-in-cmake,How to build target by name in CMake?,,,,
40,"['c', 'arrays', 'struct']","{'account_id': 15590624, 'reputation': 13, 'user_id': 11247812, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2CZ-HE-Exgc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfcDmy4JGGVONlTcWibZdAwmPLfqQ/mo/photo.jpg?sz=256', 'display_name': 'IMEI', 'link': 'https://stackoverflow.com/users/11247812/imei'}",True,106,55316024.0,3,1,1630170380,1553358154,1630170380.0,55315846,CC BY-SA 4.0,https://stackoverflow.com/questions/55315846/creating-array-of-struct-inside-another-struct,Creating array of struct inside another struct,,,,
41,"['c', 'gcc', 'compilation', 'c-preprocessor', 'preprocessor']","{'account_id': 6440480, 'reputation': 17141, 'user_id': 4990642, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/7ibOX.jpg?s=256&g=1', 'display_name': 'Soner from The Ottoman Empire', 'link': 'https://stackoverflow.com/users/4990642/soner-from-the-ottoman-empire'}",True,63,68963317.0,1,3,1630145308,1553789386,,55402248,CC BY-SA 4.0,https://stackoverflow.com/questions/55402248/how-to-prevent-gnu-specific-function-when-defined-two-sources,How to prevent GNU-specific function when defined two sources,,,,
42,"['c', 'struct', 'typedef']","{'account_id': 13632429, 'reputation': 37, 'user_id': 9834227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2eef4f6f60138f3ab66a5d66ffcdcacc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Evžen Kř&#237;dlo', 'link': 'https://stackoverflow.com/users/9834227/ev%c5%been-k%c5%99%c3%addlo'}",True,396,55363005.0,1,1,1628544687,1553619737,1628544687.0,55362588,CC BY-SA 4.0,https://stackoverflow.com/questions/55362588/cross-referencing-typedef-structs,Cross referencing typedef structs,,,,
43,"['c', 'gcc', 'musl']","{'account_id': 11009121, 'reputation': 195, 'user_id': 8087149, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2d87e6ae6e611403413dfa063800952e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gilrich', 'link': 'https://stackoverflow.com/users/8087149/gilrich'}",True,5286,55246403.0,2,7,1628238489,1553014209,1561825317.0,55246192,CC BY-SA 4.0,https://stackoverflow.com/questions/55246192/musl-gcc-undefined-reference-to-memcpy-chk,musl-gcc: undefined reference to __memcpy_chk,,,,
44,"['c', 'pointers']","{'account_id': 12237809, 'reputation': 159, 'user_id': 8931684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89722acea5ee91ff01853bd3f214354a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maria', 'link': 'https://stackoverflow.com/users/8931684/maria'}",True,3151,,5,-3,1628092331,1551424896,1551426065.0,54939782,CC BY-SA 4.0,https://stackoverflow.com/questions/54939782/in-c-abs-a-b-does-not-return-absolute-value-of-negative-number,In C++ abs( *a - *b) does not return absolute value of negative number,,,,
45,"['c', 'enums', 'c11', 'stdatomic']","{'account_id': 5169481, 'reputation': 342, 'user_id': 4138486, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/11238e90cfc9d53b5c1e770bfc7569d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Austin Glaser', 'link': 'https://stackoverflow.com/users/4138486/austin-glaser'}",True,1041,55010793.0,2,5,1627590266,1551815888,1627590266.0,55010595,CC BY-SA 4.0,https://stackoverflow.com/questions/55010595/can-i-apply-the-c11-atomic-keyword-to-enum-types,Can I apply the C11 `_Atomic` keyword to enum types?,,,,
46,"['c', 'memory', 'heap-memory']","{'account_id': 5216989, 'reputation': 43, 'user_id': 4171623, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-VDdlxkRhgCc/AAAAAAAAAAI/AAAAAAAAA1M/hocTuHsD1YQ/photo.jpg?sz=256', 'display_name': 'k3170makan', 'link': 'https://stackoverflow.com/users/4171623/k3170makan'}",True,51,55173694.0,1,1,1625556303,1552602163,1625556303.0,55172898,CC BY-SA 4.0,https://stackoverflow.com/questions/55172898/ptmalloc-lock-all-weird-for-loop,ptmalloc_lock_all weird for loop,,,,
47,"['c', 'memory', 'heap-memory']","{'account_id': 10553232, 'reputation': 49, 'user_id': 7775273, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/J2kdQ.jpg?s=256&g=1', 'display_name': 'Luke4211', 'link': 'https://stackoverflow.com/users/7775273/luke4211'}",True,278,,1,1,1625556252,1553737895,1625556252.0,55389035,CC BY-SA 4.0,https://stackoverflow.com/questions/55389035/when-are-shared-library-functions-loaded-into-the-heap,When are shared library functions loaded into the heap?,,,,
