,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
13,"['c', 'ip-address', 'printf']","{'account_id': 1106480, 'reputation': 3401, 'user_id': 1097772, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4e5cbe8a0d333afdd71d06d3cfaaad9d?s=256&d=identicon&r=PG', 'display_name': 'user1097772', 'link': 'https://stackoverflow.com/users/1097772/user1097772'}",True,17504,9590567.0,4,7,1661875688,1331062261,1331062324.0,9590529,CC BY-SA 3.0,https://stackoverflow.com/questions/9590529/how-should-i-print-server-address,How should I print server address,,,,,
14,"['c++', 'c', 'json']","{'account_id': 1017970, 'reputation': 155, 'user_id': 1029083, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/70d32558b388d0a61f55dffa21222ae2?s=256&d=identicon&r=PG', 'display_name': 'user1029083', 'link': 'https://stackoverflow.com/users/1029083/user1029083'}",True,9781,,3,5,1661728901,1332894732,,9899597,CC BY-SA 3.0,https://stackoverflow.com/questions/9899597/json-to-c-struct,json to c++ struct,,,,,
15,"['c', 'bit-shift']","{'account_id': 92573, 'reputation': 13071, 'user_id': 253656, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3cabc63d4b152fa68056259e6eee4054?s=256&d=identicon&r=PG&f=1', 'display_name': 'ipkiss', 'link': 'https://stackoverflow.com/users/253656/ipkiss'}",True,11679,9546830.0,4,3,1661529425,1330784504,1661529380.0,9546809,CC BY-SA 4.0,https://stackoverflow.com/questions/9546809/right-shift-operator-in-c,Right shift operator in C,,,,,
16,"['c', 'pipe', 'gnuplot', 'inline']","{'account_id': 537642, 'reputation': 2235, 'user_id': 906042, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/45122f7f58bae356c8ccb5b29d8df72e?s=256&d=identicon&r=PG', 'display_name': 'mihajlv', 'link': 'https://stackoverflow.com/users/906042/mihajlv'}",False,665,,2,1,1660981769,1330818909,1447969446.0,9550959,CC BY-SA 3.0,https://stackoverflow.com/questions/9550959/reusing-inline-data-in-gnuplot,Reusing inline data in gnuplot,,,,,
17,"['c', 'gcc', 'glibc']","{'account_id': 396951, 'reputation': 28147, 'user_id': 760807, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/ae23e7c588bea8a70cad5565d31655f7?s=256&d=identicon&r=PG', 'display_name': 'MetallicPriest', 'link': 'https://stackoverflow.com/users/760807/metallicpriest'}",True,101265,9706054.0,8,70,1660057918,1331741443,,9705660,CC BY-SA 3.0,https://stackoverflow.com/questions/9705660/check-glibc-version-for-a-particular-gcc-compiler,Check glibc version for a particular gcc compiler,,,,,
18,"['c', 'stream', 'serial-port', 'arduino']","{'account_id': 1100428, 'reputation': 4991, 'user_id': 1092951, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/r3p4C.jpg?s=256&g=1', 'display_name': 'Raekye', 'link': 'https://stackoverflow.com/users/1092951/raekye'}",True,25656,11680065.0,6,7,1660046645,1332908129,1351253715.0,9901058,CC BY-SA 3.0,https://stackoverflow.com/questions/9901058/arduino-cant-read-serial-properly,Arduino can&#39;t read Serial properly,,,,,
19,"['c++', 'c']","{'account_id': 285031, 'reputation': 5432, 'user_id': 583464, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/931448dc20c10c1b799bb9dba38b5e58?s=256&d=identicon&r=PG', 'display_name': 'George', 'link': 'https://stackoverflow.com/users/583464/george'}",True,130448,9605695.0,7,82,1658092876,1331138356,1508764468.0,9605556,CC BY-SA 3.0,https://stackoverflow.com/questions/9605556/how-to-project-a-point-onto-a-plane-in-3d,How to project a point onto a plane in 3D?,,,,,
20,"['c', 'nested-loops', 'break']","{'account_id': 937765, 'reputation': 2693, 'user_id': 966379, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/6790fc6357641c56d52504104139e0f6?s=256&d=identicon&r=PG', 'display_name': 'user966379', 'link': 'https://stackoverflow.com/users/966379/user966379'}",True,265772,9695931.0,15,127,1657523006,1331699007,1657523006.0,9695902,CC BY-SA 4.0,https://stackoverflow.com/questions/9695902/how-to-break-out-of-nested-loops,How to break out of nested loops?,1433346505.0,,,,
21,"['c', 'ncurses']","{'account_id': 266103, 'reputation': 8466, 'user_id': 553488, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c243aff4eab563f6d2c1cf6c3407456b?s=256&d=identicon&r=PG', 'display_name': 'klefevre', 'link': 'https://stackoverflow.com/users/553488/klefevre'}",True,27451,32794353.0,7,20,1657183489,1331993151,1504363912.0,9750588,CC BY-SA 3.0,https://stackoverflow.com/questions/9750588/how-to-get-ctrl-shift-or-alt-with-getch-ncurses,"How to get Ctrl, Shift or Alt with getch() ncurses?",,,,,
22,"['c', 'arrays', 'initialization']","{'account_id': 1157806, 'reputation': 686, 'user_id': 1137940, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/565acd20acfa69032cb3de2c6c01b494?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/1137940/john'}",True,20261,,7,21,1656865487,1330959722,,9568808,CC BY-SA 3.0,https://stackoverflow.com/questions/9568808/initialization-of-c-array-at-time-other-than-declaration,Initialization of C array at time other than declaration?,,,,,
23,"['c', 'gdb', 'embedded', 'arm']","{'account_id': 363551, 'reputation': 108922, 'user_id': 707381, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/439db9ac83f4ea14a904390900ec6634?s=256&d=identicon&r=PG', 'display_name': 'Randomblue', 'link': 'https://stackoverflow.com/users/707381/randomblue'}",True,114901,9809915.0,5,35,1655386122,1332349534,1332349731.0,9809413,CC BY-SA 3.0,https://stackoverflow.com/questions/9809413/program-received-signal-sigtrap-trace-breakpoint-trap,"Program received signal SIGTRAP, Trace/breakpoint trap",,,,,
24,"['c++', 'c', 'environment-variables']","{'account_id': 141491, 'reputation': 97040, 'user_id': 348545, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/8c45eeae6f3bdb3e49b50a0b8241f6d4?s=256&d=identicon&r=PG', 'display_name': 'Jonathan Livni', 'link': 'https://stackoverflow.com/users/348545/jonathan-livni'}",True,5144,,4,9,1655156879,1330699326,1330701267.0,9535112,CC BY-SA 3.0,https://stackoverflow.com/questions/9535112/get-all-env-variables-in-c-c-on-windows,Get all env variables in C\C++ on Windows,,,,,
25,"['c++', 'c', 'data-structures', 'header-files']","{'account_id': 451606, 'reputation': 143, 'user_id': 847587, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/7c42df2b7860fb0c711954eeb5590e6a?s=256&d=identicon&r=PG', 'display_name': 'Sachin Sabbarwal', 'link': 'https://stackoverflow.com/users/847587/sachin-sabbarwal'}",True,1834,9630947.0,4,0,1653206259,1331281351,1331281731.0,9630905,CC BY-SA 3.0,https://stackoverflow.com/questions/9630905/is-there-any-header-file-in-c-or-c-to-implement-data-structures-like-graph-tre,"Is there any header file in c or c++ to implement data structures like graph,trees etc?",,,,,
26,"['c', 'math', 'microcontroller']","{'account_id': 26302, 'reputation': 12508, 'user_id': 68304, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/476cd7b5710793b8c90f5b469820a1ed?s=256&d=identicon&r=PG', 'display_name': 'Donotalo', 'link': 'https://stackoverflow.com/users/68304/donotalo'}",True,30473,9799135.0,8,16,1652303452,1332307542,1598892707.0,9799041,CC BY-SA 4.0,https://stackoverflow.com/questions/9799041/efficient-implementation-of-natural-logarithm-ln-and-exponentiation,Efficient implementation of natural logarithm (ln) and exponentiation,,,,,
27,['c'],"{'account_id': 1263426, 'reputation': 29, 'user_id': 1221231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/359d193df69223b3499fa971ec683dec?s=256&d=identicon&r=PG', 'display_name': 'GetNet', 'link': 'https://stackoverflow.com/users/1221231/getnet'}",True,3598,,4,2,1652302730,1332316760,,9800636,CC BY-SA 3.0,https://stackoverflow.com/questions/9800636/calculating-natural-logarithm-and-exponent-by-core-c-for-embedded-system,Calculating natural logarithm and exponent by core C for Embedded System,,,,,
28,"['c', 'pointers', 'constants']","{'account_id': 1337388, 'reputation': 4022, 'user_id': 1279782, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0c13bbd4bff7520c5d54c592865ecb21?s=256&d=identicon&r=PG', 'display_name': 'Iceman', 'link': 'https://stackoverflow.com/users/1279782/iceman'}",True,414957,9834194.0,9,248,1651871677,1332475783,1383085099.0,9834067,CC BY-SA 3.0,https://stackoverflow.com/questions/9834067/difference-between-char-and-const-char,Difference between char* and const char*?,,,,,
29,"['c', 'linux', 'kernel', 'buffer', 'procfs']","{'account_id': 543107, 'reputation': 45469, 'user_id': 912144, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d17cb5b704821f11179ce281b8cae25e?s=256&d=identicon&r=PG', 'display_name': 'Shahbaz', 'link': 'https://stackoverflow.com/users/912144/shahbaz'}",True,2681,12624477.0,3,10,1651005577,1332455711,1527615314.0,9831567,CC BY-SA 4.0,https://stackoverflow.com/questions/9831567/how-to-parse-large-amount-of-data-passed-to-kernel-module-through-proc-file,How to parse large amount of data passed to kernel module through /proc file?,,,,,
30,"['c', 'linux', 'memory-management', 'kernel']","{'account_id': 1351582, 'reputation': 83, 'user_id': 1291041, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5cd33abaee7435af30036f05280706fd?s=256&d=identicon&r=PG', 'display_name': 'tolearn', 'link': 'https://stackoverflow.com/users/1291041/tolearn'}",True,1750,,3,4,1650362912,1332666152,1332674480.0,9858986,CC BY-SA 3.0,https://stackoverflow.com/questions/9858986/linux-buddy-system-free-memory,Linux: buddy system free memory,,,,,
31,"['c', 'loops', 'animation', 'bgi', 'turbo-c']","{'account_id': 1122819, 'reputation': 33, 'user_id': 1247739, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff18868d69a12614ab0826bfbb8b5e95?s=256&d=identicon&r=PG', 'display_name': 'Luis Carlos Castillo', 'link': 'https://stackoverflow.com/users/1247739/luis-carlos-castillo'}",True,5606,9552816.0,2,3,1649349303,1330841065,1649349303.0,9552747,CC BY-SA 4.0,https://stackoverflow.com/questions/9552747/how-to-pause-a-loop-in-c-c,How to pause a loop in C/C++,,,,,
32,"['c', 'linux', 'mmap', 'dma']","{'account_id': 961846, 'reputation': 7840, 'user_id': 986020, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/1737005f1801659c3c0b33d91324a328?s=256&d=identicon&r=PG', 'display_name': 'Lunar Mushrooms', 'link': 'https://stackoverflow.com/users/986020/lunar-mushrooms'}",True,30431,9818473.0,3,45,1649079172,1332396247,1495540444.0,9817233,,https://stackoverflow.com/questions/9817233/why-mmap-is-faster-than-sequential-io,Why mmap() is faster than sequential IO?,,1332522104.0,exact duplicate,,
33,"['javascript', 'c', 'random', 'language-agnostic']","{'account_id': 88204, 'reputation': 146889, 'user_id': 244128, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/300502d6109af88a009074c42ff56c73?s=256&d=identicon&r=PG', 'display_name': 'maerics', 'link': 'https://stackoverflow.com/users/244128/maerics'}",True,26884,,13,30,1648567458,1331830359,1482137842.0,9724404,CC BY-SA 3.0,https://stackoverflow.com/questions/9724404/random-floating-point-double-in-inclusive-range,Random floating point double in Inclusive Range,,,,,
34,"['c', 'algorithm', 'data-structures']","{'account_id': 1331302, 'reputation': 114779, 'user_id': 1275169, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4c6dbda4e65af6d2ceaabdfad538b319?s=256&d=identicon&r=PG&f=1', 'display_name': 'P.P', 'link': 'https://stackoverflow.com/users/1275169/p-p'}",True,4173,9829190.0,3,0,1645956890,1332444208,1645956890.0,9829109,CC BY-SA 4.0,https://stackoverflow.com/questions/9829109/graphs-for-big-o-notation,Graphs for Big O notation,,,,,
35,"['c++', 'c', 'llvm', 'clang']","{'account_id': 108918, 'reputation': 19849, 'user_id': 1018562, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/ca58bb22c2bf586eb0c11e94d79d031e?s=256&d=identicon&r=PG', 'display_name': 'pythonic', 'link': 'https://stackoverflow.com/users/1018562/pythonic'}",True,2119,9916422.0,1,3,1645826835,1332972592,,9916379,CC BY-SA 3.0,https://stackoverflow.com/questions/9916379/specifying-multiple-files-when-compiling-from-c-to-llvm-ir-using-clang,Specifying multiple files when compiling from C++ to LLVM IR using clang,,,,,
36,"['c++', 'c', 'linux', 'dll', 'linker']","{'account_id': 1010127, 'reputation': 18333, 'user_id': 1022889, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/WZOSZ.jpg?s=256&g=1', 'display_name': 'Cloud', 'link': 'https://stackoverflow.com/users/1022889/cloud'}",True,210700,9688338.0,5,349,1645331982,1331656673,1645331982.0,9688200,CC BY-SA 4.0,https://stackoverflow.com/questions/9688200/difference-between-shared-objects-so-static-libraries-a-and-dlls-so,"Difference between shared objects (.so), static libraries (.a), and DLL&#39;s (.so)?",,,,,
37,"['c', 'floating-point']","{'account_id': 1315811, 'reputation': 203, 'user_id': 1262721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42ca00613267bb4a80a6ebcbb8b22b68?s=256&d=identicon&r=PG', 'display_name': 'Guz', 'link': 'https://stackoverflow.com/users/1262721/guz'}",True,22405,9658055.0,6,20,1644810298,1331492820,1592644375.0,9657993,CC BY-SA 4.0,https://stackoverflow.com/questions/9657993/how-to-convert-negative-zero-to-positive-zero-in-c,How to convert negative zero to positive zero in C?,,,,,
38,"['c++', 'c']","{'account_id': 1298903, 'reputation': 1066, 'user_id': 1249216, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/07Pzy.jpg?s=256&g=1', 'display_name': 'timestee', 'link': 'https://stackoverflow.com/users/1249216/timestee'}",True,7898,9695020.0,2,13,1644125614,1331689082,1644125473.0,9694776,,https://stackoverflow.com/questions/9694776/what-is-clean-c-and-how-does-it-differ-from-standard-c,What is &quot;Clean C&quot; and how does it differ from standard C?,,1331762953.0,not a real question,,
39,"['c++', 'c']","{'account_id': 159938, 'reputation': 575, 'user_id': 379642, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7e9b7bb93a0e545e04d92acc32fe0364?s=256&d=identicon&r=PG', 'display_name': 'zhaojing', 'link': 'https://stackoverflow.com/users/379642/zhaojing'}",True,2041,9636223.0,4,2,1643872217,1331305220,1331305478.0,9636194,CC BY-SA 3.0,https://stackoverflow.com/questions/9636194/c-how-to-judge-if-the-path-of-the-file-start-with-a-given-path,C++: how to judge if the path of the file start with a given path,,,,,
40,"['c', 'linux', 'internationalization', 'locale', 'gettext']","{'account_id': 961846, 'reputation': 7840, 'user_id': 986020, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/1737005f1801659c3c0b33d91324a328?s=256&d=identicon&r=PG', 'display_name': 'Lunar Mushrooms', 'link': 'https://stackoverflow.com/users/986020/lunar-mushrooms'}",True,587,9823202.0,2,2,1643549140,1332411720,,9820333,CC BY-SA 3.0,https://stackoverflow.com/questions/9820333/efficiency-of-gettext-in-memory-translation,Efficiency of gettext : in-memory translation,,,,,
41,"['c', 'arrays']","{'account_id': 1334893, 'reputation': 1117, 'user_id': 1277877, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/758b57c36db14501aba12d984cf8982f?s=256&d=identicon&r=PG', 'display_name': 'akirast', 'link': 'https://stackoverflow.com/users/1277877/akirast'}",True,11456,9849809.0,4,93,1643254428,1332571440,1332598972.0,9849719,CC BY-SA 3.0,https://stackoverflow.com/questions/9849719/what-do-square-brackets-mean-in-array-initialization-in-c,What do square brackets mean in array initialization in C?,,,,,
42,"['c', 'optimization', 'io']","{'account_id': 1306638, 'reputation': 3367, 'user_id': 1255516, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2f345325356e7d0cbb23abcaa9bdd796?s=256&d=identicon&r=PG&f=1', 'display_name': 'abhi', 'link': 'https://stackoverflow.com/users/1255516/abhi'}",True,851,9945811.0,3,5,1643022245,1333119432,1495534123.0,9945431,CC BY-SA 3.0,https://stackoverflow.com/questions/9945431/optimizing-i-ooutput-in-c-code-a-loop,Optimizing I/O(Output) in C code + a loop,,,,,
43,"['c', 'linux', 'signals']","{'account_id': 551559, 'reputation': 13590, 'user_id': 916439, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/6959855c2d9a57af900f917947a27f77?s=256&d=identicon&r=PG', 'display_name': 'Whoami', 'link': 'https://stackoverflow.com/users/916439/whoami'}",True,4413,9547537.0,2,9,1642599278,1330790446,1330790915.0,9547486,CC BY-SA 3.0,https://stackoverflow.com/questions/9547486/what-is-the-use-of-sa-onstack-in-sigaction,what is the use of SA_ONSTACK in sigaction?,,,,,
44,"['c', 'linux', 'memory', 'malloc', 'tcmalloc']","{'account_id': 40029, 'reputation': 12019, 'user_id': 115781, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/7f0c300a172253ab88feb0c3992b9301?s=256&d=identicon&r=PG', 'display_name': 'Mickey Shine', 'link': 'https://stackoverflow.com/users/115781/mickey-shine'}",True,39402,,2,76,1642061555,1332731315,1583187836.0,9866145,CC BY-SA 4.0,https://stackoverflow.com/questions/9866145/what-are-the-differences-between-and-reasons-to-choose-tcmalloc-jemalloc-and-m,What are the differences between (and reasons to choose) tcmalloc/jemalloc and memory pools?,,,,,
45,"['c', 'macos', 'terminal', 'syntax-highlighting', 'nano']","{'account_id': 1304738, 'reputation': 4965, 'user_id': 1253932, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/c4c0b379a32fb823f73293fbf3dee5bb?s=256&d=identicon&r=PG', 'display_name': 'sukhvir', 'link': 'https://stackoverflow.com/users/1253932/sukhvir'}",True,29129,9949125.0,6,33,1640415807,1331337976,1415982370.0,9642617,CC BY-SA 3.0,https://stackoverflow.com/questions/9642617/nano-syntax-highlighting-in-mac-os-x-10-7-lion,Nano syntax highlighting in Mac OS X 10.7 (Lion)?,,,,,
46,"['c', '64-bit', 'alignment']","{'account_id': 52709, 'reputation': 13760, 'user_id': 157525, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5820228fd7aefaba2a8bfb0503b9e2a8?s=256&d=identicon&r=PG', 'display_name': 'gct', 'link': 'https://stackoverflow.com/users/157525/gct'}",True,4524,9909999.0,3,6,1640324282,1332945840,,9909918,CC BY-SA 3.0,https://stackoverflow.com/questions/9909918/uint32-t-alignment-on-64-bit,uint32_t alignment on 64-bit?,,,,,
47,"['c', 'unix', 'compilation', 'shared-libraries', '.a']","{'account_id': 272217, 'reputation': 7417, 'user_id': 563189, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/e5e90920ad687c6c931ba594371c927b?s=256&d=identicon&r=PG', 'display_name': 'Dunc', 'link': 'https://stackoverflow.com/users/563189/dunc'}",True,470797,9810368.0,5,529,1639499058,1332348788,1511716245.0,9809213,CC BY-SA 3.0,https://stackoverflow.com/questions/9809213/what-are-a-and-so-files,What are .a and .so files?,1533100487.0,,,,
48,"['c++', 'c', 'bit-manipulation']","{'account_id': 1168163, 'reputation': 1313, 'user_id': 1145976, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/XlMz0.png?s=256&g=1', 'display_name': 'shanwu', 'link': 'https://stackoverflow.com/users/1145976/shanwu'}",True,110887,9772647.0,17,64,1638741372,1332168739,1603827396.0,9772348,CC BY-SA 4.0,https://stackoverflow.com/questions/9772348/get-absolute-value-without-using-abs-function-nor-if-statement,get absolute value without using abs function nor if statement,1512299425.0,,,,
