,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
10,"['c++', 'c']","{'account_id': 945318, 'reputation': 7826, 'user_id': 972671, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/d60679aa1bf8f8400d3953e7dc78d2db?s=256&d=identicon&r=PG', 'display_name': 'Kingfisher Phuoc', 'link': 'https://stackoverflow.com/users/972671/kingfisher-phuoc'}",True,7532,11072297.0,6,3,1659948048,1339944652,1649147984.0,11072202,,https://stackoverflow.com/questions/11072202/what-is-the-purpose-of-bit-shifting,What is the purpose of bit shifting?,1340038550.0,not a real question,,,
11,"['c', 'ibm-midrange', 'control-language', 'ibm-ifs']","{'account_id': 420865, 'reputation': 647, 'user_id': 798780, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/10bb081a66929adf23e981d86ec3381b?s=256&d=identicon&r=PG', 'display_name': 'zkarj', 'link': 'https://stackoverflow.com/users/798780/zkarj'}",True,2783,11239471.0,4,4,1659880329,1340859410,1374231720.0,11238294,CC BY-SA 3.0,https://stackoverflow.com/questions/11238294/calling-write-c-api-from-cl-on-iseries,Calling write() C API from CL on iSeries,,,,,
12,"['c', 'redirect', 'stdout']","{'account_id': 162406, 'reputation': 2540, 'user_id': 383834, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/a9bb8cd9dabe7e17cdb916967e93d6cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stasik', 'link': 'https://stackoverflow.com/users/383834/stasik'}",True,7710,,5,2,1656714220,1340738435,1340891520.0,11214498,CC BY-SA 3.0,https://stackoverflow.com/questions/11214498/capture-stdout-to-a-string-and-output-it-back-to-stdout-in-c,Capture stdout to a string and output it back to stdout in C,,,,,
13,"['c', 'algorithm', 'factorization']","{'account_id': 1463133, 'reputation': 565, 'user_id': 1376850, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/34b5e2d5cc602e46c2eef7a22c56f187?s=256&d=identicon&r=PG', 'display_name': 'SlashGeek', 'link': 'https://stackoverflow.com/users/1376850/slashgeek'}",True,5132,10863430.0,2,1,1656517053,1338640406,1338640632.0,10862358,CC BY-SA 3.0,https://stackoverflow.com/questions/10862358/pollard-rho-factorization-method-implementation-in-c,Pollard Rho factorization method implementation in C,,,,,
14,"['c', 'time', 'line']","{'account_id': 1507717, 'reputation': 445, 'user_id': 1410701, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/a145c88e05db9098d88e118408898562?s=256&d=identicon&r=PG', 'display_name': 'AppleAssassin', 'link': 'https://stackoverflow.com/users/1410701/appleassassin'}",True,106643,10923084.0,5,25,1655788263,1339019876,1339026277.0,10922900,CC BY-SA 3.0,https://stackoverflow.com/questions/10922900/is-it-possible-to-wait-a-few-seconds-before-printing-a-new-line-in-c,Is it possible to wait a few seconds before printing a new line in C?,,,,,
15,"['c++', 'c', 'error-correction']","{'account_id': 1232228, 'reputation': 56394, 'user_id': 1196549, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/04014b30d40524c8316c5dce3d70164d?s=256&d=identicon&r=PG', 'display_name': 'Yves Daoust', 'link': 'https://stackoverflow.com/users/1196549/yves-daoust'}",True,13762,11243400.0,2,4,1653028957,1340881545,1340881659.0,11243272,CC BY-SA 3.0,https://stackoverflow.com/questions/11243272/error-correcting-codes,Error correcting codes,,,,,
16,"['c', 'macos', 'unix', 'shared-memory']","{'account_id': 969566, 'reputation': 442, 'user_id': 992364, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5c45b54ad7eb2814247d07e53c8eb65e?s=256&d=identicon&r=PG', 'display_name': 'user992364', 'link': 'https://stackoverflow.com/users/992364/user992364'}",True,1254,10974367.0,2,12,1652619733,1339385712,,10974261,CC BY-SA 3.0,https://stackoverflow.com/questions/10974261/how-do-i-access-memory-from-one-program-in-another,How do I access memory from one program in another,,,,,
17,"['c', 'linux', 'ld', 'segments']","{'account_id': 1246216, 'reputation': 1019, 'user_id': 1207615, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/4729094a2350e15608fe610d944f8ff0?s=256&d=identicon&r=PG', 'display_name': 'Jah', 'link': 'https://stackoverflow.com/users/1207615/jah'}",True,3130,,1,10,1652525337,1340894441,1389497230.0,11247098,CC BY-SA 3.0,https://stackoverflow.com/questions/11247098/how-to-put-2-sections-in-1-segment-using-ld-scripts,How to put 2 sections in 1 segment (Using ld scripts),,,,,
18,"['c++', 'c']","{'account_id': 1517048, 'reputation': 425, 'user_id': 1417815, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/334a7fb0e39cd41c241a7812e210ca71?s=256&d=identicon&r=PG', 'display_name': 'user1417815', 'link': 'https://stackoverflow.com/users/1417815/user1417815'}",True,55340,11151570.0,9,20,1651703310,1340348516,1566547467.0,11151548,CC BY-SA 4.0,https://stackoverflow.com/questions/11151548/get-the-number-of-digits-in-an-int,Get the number of digits in an int,,,,,
19,"['c#', '.net', 'c', 'interop']","{'account_id': 6711, 'reputation': 62101, 'user_id': 11410, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/WgFo2.png?s=256&g=1', 'display_name': 'Benjol', 'link': 'https://stackoverflow.com/users/11410/benjol'}",True,5806,,6,9,1651483666,1338541342,1338797571.0,10847370,CC BY-SA 3.0,https://stackoverflow.com/questions/10847370/tips-for-using-a-c-library-from-c,Tips for using a C library from C#,,,,,
20,"['c++', 'c', 'string', 'null-terminated']","{'account_id': 945318, 'reputation': 7826, 'user_id': 972671, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/d60679aa1bf8f8400d3953e7dc78d2db?s=256&d=identicon&r=PG', 'display_name': 'Kingfisher Phuoc', 'link': 'https://stackoverflow.com/users/972671/kingfisher-phuoc'}",True,63946,10943040.0,5,20,1649771965,1339129325,1649771965.0,10943033,CC BY-SA 4.0,https://stackoverflow.com/questions/10943033/why-are-strings-in-c-usually-terminated-with-0,Why are strings in C++ usually terminated with &#39;\0&#39;?,,,,,
21,"['python', 'c', 'git', 'linker', 'libgit2']","{'account_id': 242575, 'reputation': 312, 'user_id': 514176, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/meePk.png?s=256&g=1', 'display_name': 'nzaccardi', 'link': 'https://stackoverflow.com/users/514176/nzaccardi'}",True,10129,,4,9,1649348470,1340750292,1484147101.0,11216922,CC BY-SA 3.0,https://stackoverflow.com/questions/11216922/why-am-i-missing-git2-h-and-how-do-i-get-it-back,Why am I missing git2.h and how do I get it back?,,,,,
22,['c'],"{'account_id': 1116615, 'reputation': 11122, 'user_id': 1105805, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/7a694594978a256520ac4d5b938aea5b?s=256&d=identicon&r=PG', 'display_name': 'Rasmi Ranjan Nayak', 'link': 'https://stackoverflow.com/users/1105805/rasmi-ranjan-nayak'}",True,6258,11104575.0,10,3,1648603097,1340113808,1421953803.0,11102424,CC BY-SA 3.0,https://stackoverflow.com/questions/11102424/project-euler-no-16,Project Euler no. 16,,,,,
23,"['c', 'bloom-filter']","{'account_id': 1384959, 'reputation': 7759, 'user_id': 1317240, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/298d6e052a2b0ea68e2e9c92146aa6cf?s=256&d=identicon&r=PG', 'display_name': 'Aman Deep Gautam', 'link': 'https://stackoverflow.com/users/1317240/aman-deep-gautam'}",True,14213,,6,14,1647934218,1339554954,1339585339.0,11007517,CC BY-SA 3.0,https://stackoverflow.com/questions/11007517/efficient-implementation-of-a-bloom-filter-in-c,Efficient implementation of a Bloom filter in C?,,,,,
24,"['c', 'cuda', 'initialization', 'fill', 'memset']","{'account_id': 964181, 'reputation': 75, 'user_id': 987934, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8a1acdbdb46b584bef25c0c39857abea?s=256&d=identicon&r=PG', 'display_name': 'Blake', 'link': 'https://stackoverflow.com/users/987934/blake'}",True,10014,11135120.0,4,4,1647617093,1340269836,1374678071.0,11134976,CC BY-SA 3.0,https://stackoverflow.com/questions/11134976/initializing-an-integer-array-using-memset-and-an-int-value-fails,Initializing an integer array using memset and an int value - fails,,,,,
25,"['c', 'sockets', 'tcp', 'network-programming']","{'account_id': 1587008, 'reputation': 176, 'user_id': 1471101, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/e0078c6f5b5e9398007c1eb9df98bc05?s=256&d=identicon&r=PG', 'display_name': 'James Joy', 'link': 'https://stackoverflow.com/users/1471101/james-joy'}",True,25069,,3,4,1647262691,1340317240,1346147606.0,11147633,CC BY-SA 3.0,https://stackoverflow.com/questions/11147633/send-and-receive-an-integer-value-over-tcp-in-c,Send and receive an integer value over TCP in C,,,,,
26,"['c++', 'c', 'mpi', 'gmp', 'mpfr']","{'account_id': 1245313, 'reputation': 51, 'user_id': 1206910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8cb831acfbb0b1ea8a37b961a28fff0f?s=256&d=identicon&r=PG', 'display_name': 'Sidny Sho', 'link': 'https://stackoverflow.com/users/1206910/sidny-sho'}",True,916,,2,5,1646941299,1339855463,1339872448.0,11064092,CC BY-SA 3.0,https://stackoverflow.com/questions/11064092/how-to-send-gmp-or-mpfr-types-with-mpi,How to send GMP or MPFR types with MPI,,,,,
27,"['android', 'c++', 'c', 'linux', 'android-ndk']","{'account_id': 275569, 'reputation': 16704, 'user_id': 568508, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/U1UKU.jpg?s=256&g=1', 'display_name': 'Kevin Parker', 'link': 'https://stackoverflow.com/users/568508/kevin-parker'}",True,2125,,1,1,1646591197,1340229578,,11128810,CC BY-SA 3.0,https://stackoverflow.com/questions/11128810/android-ndk-shared-libraries-extracting-relevant-jni-hooks-with-nm-objdump,Android - NDK Shared libraries extracting relevant JNI hooks with nm / objdump,,,,,
28,"['c', 'linux', 'encryption', 'cryptography', 'openssl']","{'account_id': 1088816, 'reputation': 3437, 'user_id': 1083913, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9c3d233c7e8d3930961e1fc3c32c7777?s=256&d=identicon&r=PG', 'display_name': 'AlexandruC', 'link': 'https://stackoverflow.com/users/1083913/alexandruc'}",True,17449,11005617.0,3,6,1645926569,1339532794,1431720450.0,11004314,CC BY-SA 3.0,https://stackoverflow.com/questions/11004314/cant-link-openssl-code,Can&#39;t link OpenSSL code,,,,,
29,"['c++', 'c', 'signal-processing']","{'account_id': 192392, 'reputation': 1420, 'user_id': 433510, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/dfd160e5962f8baba05f7970250de020?s=256&d=identicon&r=PG', 'display_name': 'Nicholas Kinar', 'link': 'https://stackoverflow.com/users/433510/nicholas-kinar'}",True,1626,11252029.0,2,2,1645087163,1340847465,1340982824.0,11237030,CC BY-SA 3.0,https://stackoverflow.com/questions/11237030/forward-and-inverse-gabor-transform-library-in-c-c,Forward and inverse Gabor transform library in C/C++,,,,,
30,"['python', 'c', 'compilation', '64-bit']","{'account_id': 88034, 'reputation': 21423, 'user_id': 243780, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/227563d01e80af51d46631f22f9ed023?s=256&d=identicon&r=PG', 'display_name': 'c00kiemonster', 'link': 'https://stackoverflow.com/users/243780/c00kiemonster'}",True,18326,,5,27,1643282168,1340590347,1340624546.0,11182765,CC BY-SA 3.0,https://stackoverflow.com/questions/11182765/how-can-i-build-my-c-extensions-with-mingw-w64-in-python,How can I build my C extensions with MinGW-w64 in Python?,,,,,
31,"['c', 'unicode', 'utf-8']","{'account_id': 57498, 'reputation': 10903, 'user_id': 172265, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/7d658f2c111ae5d8b48f0f0aa7624372?s=256&d=identicon&r=PG', 'display_name': 'lang2', 'link': 'https://stackoverflow.com/users/172265/lang2'}",True,8400,,3,7,1642533634,1339155985,1428174235.0,10948234,CC BY-SA 3.0,https://stackoverflow.com/questions/10948234/utf8-processing-in-c,UTF8 processing in C,,,,,
32,"['c', 'netbeans']","{'account_id': 241308, 'reputation': 6833, 'user_id': 1317865, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/43646d0a94129f8bbff9f00b7c717e04?s=256&d=identicon&r=PG&f=1', 'display_name': 'Favolas', 'link': 'https://stackoverflow.com/users/1317865/favolas'}",True,9844,,4,11,1642201515,1338740762,1338795707.0,10871967,CC BY-SA 3.0,https://stackoverflow.com/questions/10871967/netbeans-c-auto-popup-code-completion,netbeans c auto popup code completion,,,,,
33,['c'],"{'account_id': 1472321, 'reputation': 396, 'user_id': 1383551, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/22fdddb631f2cb5698bedfe44d45ccee?s=256&d=identicon&r=PG', 'display_name': 'Maurice', 'link': 'https://stackoverflow.com/users/1383551/maurice'}",True,5969,10868989.0,3,0,1642012646,1338712572,1338760453.0,10868962,CC BY-SA 3.0,https://stackoverflow.com/questions/10868962/why-are-fputc-and-fputs-outputs-not-immediately-noticable,Why are fputc and fputs outputs not immediately noticable?,,,,,
34,"['c', 'network-programming', 'embedded', 'rtos', 'lwip']","{'account_id': 1394304, 'reputation': 716, 'user_id': 1324403, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/d075420fd2ed7d78364856553fcbe705?s=256&d=identicon&r=PG', 'display_name': 'eepty', 'link': 'https://stackoverflow.com/users/1324403/eepty'}",True,14358,10848926.0,4,7,1640616001,1338547672,1338548196.0,10848851,CC BY-SA 3.0,https://stackoverflow.com/questions/10848851/lwip-rtos-how-to-avoid-netconn-block-the-thread-forever,LWIP + RTOS - how to avoid netconn block the thread forever?,,,,,
35,"['c', 'pointers', 'undefined-behavior', 'null-pointer']","{'account_id': 1426955, 'reputation': 8955, 'user_id': 1350209, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bd2f0eb2365d2a1fcd6f4eb4d40366b1?s=256&d=identicon&r=PG', 'display_name': 'Cole Tobin', 'link': 'https://stackoverflow.com/users/1350209/cole-tobin'}",True,268,11255897.0,5,2,1639408202,1340941975,1639408202.0,11255848,CC BY-SA 4.0,https://stackoverflow.com/questions/11255848/is-bitwise-aritmetic-on-pointers-defined-behavior,Is bitwise aritmetic on pointers defined behavior?,,,,,
36,"['c', 'multithreading', 'debugging', 'parallel-processing', 'gdb']","{'account_id': 1384959, 'reputation': 7759, 'user_id': 1317240, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/298d6e052a2b0ea68e2e9c92146aa6cf?s=256&d=identicon&r=PG', 'display_name': 'Aman Deep Gautam', 'link': 'https://stackoverflow.com/users/1317240/aman-deep-gautam'}",True,7673,11265893.0,3,5,1637501213,1340988414,1340988482.0,11265803,CC BY-SA 3.0,https://stackoverflow.com/questions/11265803/single-stepping-until-exit-from-function-gdb,Single stepping until exit from function gdb,,,,,
37,"['javascript', 'html', 'c', 'translation']","{'account_id': 440227, 'reputation': 4869, 'user_id': 829683, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/9hpPw.jpg?s=256&g=1', 'display_name': 'ahmet', 'link': 'https://stackoverflow.com/users/829683/ahmet'}",True,21118,11138978.0,6,8,1636378821,1340284259,1464037436.0,11138929,CC BY-SA 3.0,https://stackoverflow.com/questions/11138929/calling-c-functions-inside-javascript,Calling C functions inside javascript,,,,,
38,"['c', 'pointers', 'gcc', '32bit-64bit', 'x86-64']","{'account_id': 102248, 'reputation': 7513, 'user_id': 274579, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/745415fffcdea46caf03c90534a4c7fa?s=256&d=identicon&r=PG', 'display_name': 'ysap', 'link': 'https://stackoverflow.com/users/274579/ysap'}",True,4199,,2,3,1636132974,1338618923,1338623343.0,10860367,CC BY-SA 3.0,https://stackoverflow.com/questions/10860367/is-the-mx32-gcc-flag-implemented-correctly,Is the -mx32 GCC flag implemented (correctly)?,,,,,
39,"['c#', 'c', 'linux']","{'account_id': 1193249, 'reputation': 311, 'user_id': 1165560, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/bf5c0bf1946239654267d41a4f6322fe?s=256&d=identicon&r=PG', 'display_name': 'user1165560', 'link': 'https://stackoverflow.com/users/1165560/user1165560'}",True,236,,2,0,1636014065,1340733743,,11213288,CC BY-SA 3.0,https://stackoverflow.com/questions/11213288/whats-the-best-way-to-call-c-code-in-c-code-on-linux,What&#39;s the best way to call c# code in c code on linux,,,,,
40,"['c', 'templates']","{'account_id': 1415942, 'reputation': 8693, 'user_id': 1341622, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e406a474ef56c0372aa2a25947ef8cd7?s=256&d=identicon&r=PG', 'display_name': 'Rontogiannis Aristofanis', 'link': 'https://stackoverflow.com/users/1341622/rontogiannis-aristofanis'}",True,83198,11035347.0,10,85,1634132479,1339165845,1475771168.0,10950828,CC BY-SA 3.0,https://stackoverflow.com/questions/10950828/simulation-of-templates-in-c-for-a-queue-data-type,Simulation of templates in C (for a queue data type),,,,,
41,['c'],"{'account_id': 1116615, 'reputation': 11122, 'user_id': 1105805, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/7a694594978a256520ac4d5b938aea5b?s=256&d=identicon&r=PG', 'display_name': 'Rasmi Ranjan Nayak', 'link': 'https://stackoverflow.com/users/1105805/rasmi-ranjan-nayak'}",True,51285,11207844.0,9,10,1632533293,1340715396,1632533293.0,11207783,CC BY-SA 4.0,https://stackoverflow.com/questions/11207783/read-and-write-to-a-memory-location,Read and write to a memory location,,,,,
42,"['c++', 'c', 'matlab', 'matlab-deployment']","{'account_id': 1019523, 'reputation': 10481, 'user_id': 1030287, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/3e56cc11531e75f08dab7bc5e36b5bb5?s=256&d=identicon&r=PG', 'display_name': 's5s', 'link': 'https://stackoverflow.com/users/1030287/s5s'}",True,19813,10941419.0,6,45,1631192890,1339107702,1339133480.0,10940669,CC BY-SA 3.0,https://stackoverflow.com/questions/10940669/matlab-coder-vs-hand-coding,Matlab Coder vs hand coding?,,,1349603823.0,,
43,"['c', 'openssl', 'segmentation-fault', 'heap-memory', 'bitcoin']","{'account_id': 85542, 'reputation': 5093, 'user_id': 238411, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/l0Zqx.jpg?s=256&g=1', 'display_name': 'Matthew Mitchell', 'link': 'https://stackoverflow.com/users/238411/matthew-mitchell'}",True,2199,11065849.0,1,8,1630928676,1338940089,1630928676.0,10906524,CC BY-SA 4.0,https://stackoverflow.com/questions/10906524/openssl-i2o-ecpublickey-not-working,OpenSSL i2o_ECPublicKey not working,,,,,
44,"['c', 'winapi']","{'account_id': 259071, 'reputation': 200635, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,1032,69054041.0,2,3,1630809860,1338948016,,10907307,CC BY-SA 3.0,https://stackoverflow.com/questions/10907307/how-to-call-wm-setredraw,How to call WM_SETREDRAW?,,,,,
45,"['c', 'file', 'file-io', 'relative-path', 'absolute-path']","{'account_id': 1122790, 'reputation': 980, 'user_id': 1110748, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b4ca93de005b54cfdad0ad777a2f5254?s=256&d=identicon&r=PG', 'display_name': 'Fabian Henze', 'link': 'https://stackoverflow.com/users/1110748/fabian-henze'}",True,10121,11034410.0,2,19,1630412171,1339680140,1350568415.0,11034002,CC BY-SA 3.0,https://stackoverflow.com/questions/11034002/how-to-get-absolute-path-of-file-or-directory-that-does-not-exist,"How to get absolute path of file or directory, that does *not* exist?",,,,,
46,"['python', 'c', 'header', 'constants', 'organized']","{'account_id': 797358, 'reputation': 421, 'user_id': 886712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ab176c9cfbb33b1aced88dc6e825be8?s=256&d=identicon&r=PG', 'display_name': 'TSmith', 'link': 'https://stackoverflow.com/users/886712/tsmith'}",True,53260,,5,42,1629911957,1340155262,,11111632,CC BY-SA 3.0,https://stackoverflow.com/questions/11111632/python-best-cleanest-way-to-define-constant-lists-or-dictionarys,Python - Best/Cleanest way to define constant lists or dictionarys,,,,,
47,"['c', 'eof', 'fgetc']","{'account_id': 1342631, 'reputation': 337, 'user_id': 1284025, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e1819b12c9630f8be703ae60f1168ced?s=256&d=identicon&r=PG', 'display_name': 'pproger', 'link': 'https://stackoverflow.com/users/1284025/pproger'}",True,10652,11057279.0,2,12,1629547817,1339789683,1339935427.0,11057259,CC BY-SA 3.0,https://stackoverflow.com/questions/11057259/fgetc-checking-eof,"fgetc, checking EOF",,,,,
