,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,accepted_answer_id,content_license,protected_date,migrated_from
21,"['c++', 'c', 'language-lawyer', 'sizeof', 'size-t']","{'account_id': 9511016, 'reputation': 638, 'user_id': 7068954, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TkLYk.gif?s=256&g=1', 'display_name': 'NoSkill', 'link': 'https://stackoverflow.com/users/7068954/noskill'}",True,637,,2,5,1652296009,1579570940,1579584140.0,59833124,https://stackoverflow.com/questions/59833124/can-sizeofsize-t-be-less-than-sizeofint,,Can sizeof(size_t) be less than sizeof(int)?,59833154.0,CC BY-SA 4.0,,
22,"['c', 'windows', 'multithreading', 'process', 'portable-executable']","{'account_id': 17630552, 'reputation': 9, 'user_id': 12794734, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-D9H_ASJUppM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfc_jRzyUU1nW9TSj8_MxuJKEj7iA/photo.jpg?sz=256', 'display_name': 'RootzRookie', 'link': 'https://stackoverflow.com/users/12794734/rootzrookie'}",True,180,,1,0,1651323398,1580165884,,59940094,https://stackoverflow.com/questions/59940094/how-to-read-into-a-running-processus-in-c,,How to read into a running processus in c?,,CC BY-SA 4.0,,
23,"['c', 'linux', 'posix', 'ipc', 'message-queue']","{'account_id': 8548959, 'reputation': 457, 'user_id': 6406569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/534c75e4dd0ae2bd2406944f73deee19?s=256&d=identicon&r=PG&f=1', 'display_name': 'vivek', 'link': 'https://stackoverflow.com/users/6406569/vivek'}",True,1517,,2,2,1650083593,1578475347,,59642797,https://stackoverflow.com/questions/59642797/how-to-delete-or-clear-all-the-messages-from-the-posix-message-queue-in-c,,How to delete or clear all the messages from the POSIX message queue in c?,59645573.0,CC BY-SA 4.0,,
24,"['c++', 'c', 'intrinsics', 'avx512']","{'account_id': 1010772, 'reputation': 43243, 'user_id': 1023390, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/2g9CZ.jpg?s=256&g=1', 'display_name': 'Walter', 'link': 'https://stackoverflow.com/users/1023390/walter'}",True,1151,,1,5,1649538384,1578498200,1578502417.0,59649287,https://stackoverflow.com/questions/59649287/how-to-emulate-mm256-loadu-epi32-with-gcc-or-clang,,How to emulate _mm256_loadu_epi32 with gcc or clang?,59650871.0,CC BY-SA 4.0,,
25,"['c', 'terminology', 'aslr']","{'account_id': 9364483, 'reputation': 4592, 'user_id': 6949852, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/KHPFT.jpg?s=256&g=1', 'display_name': 'Chen Li', 'link': 'https://stackoverflow.com/users/6949852/chen-li'}",True,634,,2,2,1648182554,1579183173,1648182554.0,59771275,https://stackoverflow.com/questions/59771275/position-independent-executable-what-is-main-executable-binary,,Position-independent executable: What is &quot;main executable binary&quot;?,59771476.0,CC BY-SA 4.0,,
26,"['c++', 'c', 'type-conversion']","{'account_id': 9511016, 'reputation': 638, 'user_id': 7068954, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TkLYk.gif?s=256&g=1', 'display_name': 'NoSkill', 'link': 'https://stackoverflow.com/users/7068954/noskill'}",True,2034,,2,7,1646690515,1579427070,1646690515.0,59808872,https://stackoverflow.com/questions/59808872/what-is-a-diference-between-int-a-and-inta,,What is a diference between ((int) a) and (int(a))?,59809131.0,CC BY-SA 4.0,,
27,"['c', 'gcc', 'memory-management']","{'account_id': 5604793, 'reputation': 5607, 'user_id': 4439794, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/30bce4f523a5025a109fbb6ff192bcd3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Van Tr', 'link': 'https://stackoverflow.com/users/4439794/van-tr'}",True,493,,2,3,1643532400,1577962758,1643532400.0,59562193,https://stackoverflow.com/questions/59562193/why-bss-size-decrease-when-adding-an-initialized-static-variable,,Why .bss size decrease when adding an initialized static variable?,,CC BY-SA 4.0,,
28,"['c', 'function']","{'user_type': 'does_not_exist', 'display_name': 'user12769661'}",True,1046,,1,0,1641999448,1580449838,1580463092.0,59998545,https://stackoverflow.com/questions/59998545/why-is-this-output,,Why is this output?,59998561.0,CC BY-SA 4.0,,
29,"['c', 'cs50']","{'account_id': 17500479, 'reputation': 11, 'user_id': 12690850, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBoGlDaD42XGDxhrXhHmfyovrpQirvNxrI-_Cc1AA=k-s256', 'display_name': 'Terminator Pro', 'link': 'https://stackoverflow.com/users/12690850/terminator-pro'}",True,5326,,8,0,1641918268,1578677820,1578679039.0,59686523,https://stackoverflow.com/questions/59686523/cs50-runoff-program-is-working-but-check50-says-it-doesnt,,CS50 Runoff program is working but check50 says it doesn&#39;t,59687111.0,CC BY-SA 4.0,,
30,"['c', 'cs50']","{'user_type': 'does_not_exist', 'display_name': 'user12027492'}",True,4968,,3,1,1641898860,1578238157,1578349288.0,59601352,https://stackoverflow.com/questions/59601352/plurality-how-to-print-up-multiple-winner-if-number-of-votes-are-equal,,Plurality - how to print up multiple winner if number of votes are equal?,59602494.0,CC BY-SA 4.0,,
31,"['c++', 'c', 'mingw', 'libxlsxwriter']","{'user_type': 'does_not_exist', 'display_name': 'user11963593'}",True,375,,1,1,1641764413,1580054443,1580102091.0,59920082,https://stackoverflow.com/questions/59920082/libxlsxwriter-with-mingw,,libxlsxwriter with MinGW,,CC BY-SA 4.0,,
32,['c'],"{'account_id': 17627984, 'reputation': 79, 'user_id': 12792670, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2384171b3c34f4c655f9d93b0974d001?s=256&d=identicon&r=PG&f=1', 'display_name': 'atul_pant', 'link': 'https://stackoverflow.com/users/12792670/atul-pant'}",True,209,,2,1,1641379755,1580294683,1580302575.0,59965397,https://stackoverflow.com/questions/59965397/guard-macros-in-c,,Guard macros in C,59967524.0,CC BY-SA 4.0,,
33,['c'],"{'account_id': 17456596, 'reputation': 3, 'user_id': 12655280, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a87677ece712bfe97c8b1e23d1b6903f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Boxboy306', 'link': 'https://stackoverflow.com/users/12655280/boxboy306'}",True,70,,2,0,1638952615,1578206302,1578206910.0,59597591,https://stackoverflow.com/questions/59597591/learning-c-my-code-runs-but-doesnt-displayed-print,,"Learning c, my code runs but doesn&#39;t displayed print?",59597645.0,CC BY-SA 4.0,,
34,"['c', 'while-loop', 'switch-statement']","{'account_id': 17462549, 'reputation': 41, 'user_id': 12659890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff10535f661ed6ad357a48310fe6b1c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adam Ant', 'link': 'https://stackoverflow.com/users/12659890/adam-ant'}",True,71,,3,2,1637930194,1578295659,,59608199,https://stackoverflow.com/questions/59608199/c-while-statement-in-switch-clause,,C while statement in switch clause,,CC BY-SA 4.0,,
35,['c'],"{'account_id': 17500996, 'reputation': 29, 'user_id': 12691268, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/022797be6ce35929078472126adbb4c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'boreas', 'link': 'https://stackoverflow.com/users/12691268/boreas'}",True,933,,2,1,1637508244,1578681557,1637508244.0,59687286,https://stackoverflow.com/questions/59687286/how-to-check-if-a-directory-is-on-a-local-disk-or-a-remote-disk-in-c-or-fortran,,How to check if a directory is on a local disk or a remote disk in C or Fortran?,,CC BY-SA 4.0,,
36,"['c', 'winapi', 'reverse-engineering']","{'account_id': 14969938, 'reputation': 139, 'user_id': 10807122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff0a5602e414b5c32b34053071f6bfd5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Trigosin Darom', 'link': 'https://stackoverflow.com/users/10807122/trigosin-darom'}",True,616,,4,4,1636402256,1579293141,1636401237.0,59794463,https://stackoverflow.com/questions/59794463/how-c-header-files-import-win32api-functions,,How C header files import win32api functions?,59794813.0,CC BY-SA 4.0,,
37,"['c', 'gcc', 'assembly', 'arm']","{'account_id': 17644085, 'reputation': 21, 'user_id': 12805831, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCAlGuC924Wt8xqraOshctaANxqqTHld34-jDwN1A=k-s256', 'display_name': 'Francesco ', 'link': 'https://stackoverflow.com/users/12805831/francesco'}",True,879,,2,0,1635636029,1580297702,,59966245,https://stackoverflow.com/questions/59966245/ldr-pseudoinstruction,,LDR pseudoinstruction,,CC BY-SA 4.0,,
38,"['c', 'linux', 'bluez']","{'account_id': 17507218, 'reputation': 31, 'user_id': 12696167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5a2abcba136c114e61fcf78fa1b3211?s=256&d=identicon&r=PG&f=1', 'display_name': 'Freddie Brown', 'link': 'https://stackoverflow.com/users/12696167/freddie-brown'}",False,566,,2,3,1631433860,1578771015,,59697932,https://stackoverflow.com/questions/59697932/bluetooth-registering-sdp-record-on-local-server-in-c-on-linux,,(Bluetooth) Registering SDP record on local server in C on Linux,,CC BY-SA 4.0,,
39,"['c', 'valgrind']","{'account_id': 16210187, 'reputation': 861, 'user_id': 11805611, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e29dac1699fd306834e9a2d4eb0ff86a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Katie Melosto', 'link': 'https://stackoverflow.com/users/11805611/katie-melosto'}",False,130,,0,0,1630960559,1578791516,1630960559.0,59700140,https://stackoverflow.com/questions/59700140/uninitialised-value-was-created-by-a-heap-allocation-linked-list,,Uninitialised value was created by a heap allocation linked list,,CC BY-SA 4.0,,
40,"['c', 'llvm', 'llvm-codegen']","{'account_id': 4497083, 'reputation': 311, 'user_id': 3665134, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M2PCW.jpg?s=256&g=1', 'display_name': 'macleginn', 'link': 'https://stackoverflow.com/users/3665134/macleginn'}",True,315,,3,10,1630657896,1578304998,1578305550.0,59610063,https://stackoverflow.com/questions/59610063/why-does-llvm-allocate-a-redundant-variable,,Why does LLVM allocate a redundant variable?,61566244.0,CC BY-SA 4.0,,
41,"['c', 'gcc']","{'account_id': 2970901, 'reputation': 43, 'user_id': 2522961, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19c3c6c97b963a39984aa3838ea19fde?s=256&d=identicon&r=PG', 'display_name': 'user2522961', 'link': 'https://stackoverflow.com/users/2522961/user2522961'}",True,374,,1,4,1630064782,1579879704,1630064782.0,59899413,https://stackoverflow.com/questions/59899413/embedded-gcc-optimization-magic,,Embedded GCC optimization magic,59931966.0,CC BY-SA 4.0,,
42,"['c', 'pointers', 'reference', 'heap-memory']","{'account_id': 5923631, 'reputation': 87, 'user_id': 4660277, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/865320123524842/picture?type=large', 'display_name': 'Joey C.', 'link': 'https://stackoverflow.com/users/4660277/joey-c'}",True,654,,2,1,1629836176,1578409941,1629836176.0,59631121,https://stackoverflow.com/questions/59631121/how-to-properly-allocate-memory-for-an-array-pointer-passed-as-an-argument-in-c,,How to properly allocate memory for an array pointer passed as an argument in C,59631426.0,CC BY-SA 4.0,,
43,"['c', 'linux', 'ncurses', 'archlinux']","{'account_id': 15030690, 'reputation': 31, 'user_id': 10848913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/601902010df39568dbc87425f0326a77?s=256&d=identicon&r=PG&f=1', 'display_name': 'Blingu', 'link': 'https://stackoverflow.com/users/10848913/blingu'}",True,646,,2,2,1628940201,1580314321,1580889736.0,59971200,https://stackoverflow.com/questions/59971200/ncursesw-functions-not-declared,,ncursesw functions not declared,,CC BY-SA 4.0,,
44,"['c', 'malloc', 'heap-memory']","{'account_id': 14817735, 'reputation': 326, 'user_id': 10701114, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-C4hM-bb0S1g/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-gFNMEfX1cJQ64SxZqO6oYNlXAziA/mo/photo.jpg?sz=256', 'display_name': 'Leon', 'link': 'https://stackoverflow.com/users/10701114/leon'}",True,865,,4,0,1628770857,1580023107,1628770857.0,59916332,https://stackoverflow.com/questions/59916332/how-to-dynamically-allocate-memory-in-a-function,,How to dynamically allocate memory in a function?,59916870.0,CC BY-SA 4.0,,
45,"['c++', 'c', 'encoding', 'libavcodec', 'vaapi']","{'account_id': 16893590, 'reputation': 11, 'user_id': 12683256, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fff2d8f50551b6dfff7c54057f6ef8dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'gretel99', 'link': 'https://stackoverflow.com/users/12683256/gretel99'}",False,5409,,3,1,1628493630,1578582100,1579100225.0,59666753,https://stackoverflow.com/questions/59666753/encode-video-from-c-using-libavcodec-and-vaapi,,Encode video from C++ using libavcodec and VAAPI,,CC BY-SA 4.0,,
46,"['javascript', 'c', 'sdl', 'webassembly', 'emscripten']","{'account_id': 1851095, 'reputation': 2039, 'user_id': 1677656, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9d97f63cf7a66792d786bdb7fc6920e9?s=256&d=identicon&r=PG', 'display_name': 'Rafael Beckel', 'link': 'https://stackoverflow.com/users/1677656/rafael-beckel'}",True,9426,,1,13,1628325745,1579629794,1579646925.0,59846811,https://stackoverflow.com/questions/59846811/how-a-webassembly-application-maps-its-native-window-opengl-vulkan-calls-to,,How a WebAssembly application maps its native Window / OpenGL / Vulkan calls to a canvas element in DOM?,59846812.0,CC BY-SA 4.0,,
47,"['c', 'heap-memory', 'dynamic-memory-allocation']","{'account_id': 14397875, 'reputation': 379, 'user_id': 10400573, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7619d115bbcbe8a548aa4593d576e8b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'NewDev90', 'link': 'https://stackoverflow.com/users/10400573/newdev90'}",True,295,,2,-2,1628190135,1578383341,1628190135.0,59624231,https://stackoverflow.com/questions/59624231/dynamic-memory-allocator,,Dynamic Memory Allocator,59624501.0,CC BY-SA 4.0,,
48,"['c', 'gcc', 'arm', 'stm32']","{'account_id': 4727954, 'reputation': 1143, 'user_id': 3824328, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fedorov7890', 'link': 'https://stackoverflow.com/users/3824328/fedorov7890'}",True,1595,,4,3,1627586752,1579961801,1579991579.0,59910057,https://stackoverflow.com/questions/59910057/does-arm-none-eabi-gcc-produce-slower-code-than-keil-uvision,,Does arm-none-eabi-gcc produce slower code than Keil uVision,59910602.0,CC BY-SA 4.0,,
49,"['c', 'kernighan-and-ritchie']","{'account_id': 14079675, 'reputation': 43, 'user_id': 10171047, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-m-Iio_MUhJ8/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7rBKUT23Voc98S8H4T_-5BkU1qeYQ/mo/photo.jpg?sz=256', 'display_name': 'Viapacific', 'link': 'https://stackoverflow.com/users/10171047/viapacific'}",True,205,,2,0,1626801655,1578738333,,59693546,https://stackoverflow.com/questions/59693546/kr-exercise-1-21,,K&amp;R Exercise 1.21,59693865.0,CC BY-SA 4.0,,
