,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
10,"['java', 'cucumber']","{'account_id': 153568, 'reputation': 2280, 'user_id': 368907, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1839374cd8cd2511b4dc50207f614747?s=256&d=identicon&r=PG', 'display_name': 'nicholas', 'link': 'https://stackoverflow.com/users/368907/nicholas'}",False,85,,,2,1,1668017569,1625339887,,68239302,CC BY-SA 4.0,https://stackoverflow.com/questions/68239302/intellij-cucumber-java-step-definition-not-recognised,IntelliJ Cucumber Java step definition not recognised,,
11,"['java', 'grafana', 'spring-boot-actuator', 'spring-micrometer']","{'account_id': 14482834, 'reputation': 2992, 'user_id': 10461625, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fgo5D.jpg?s=256&g=1', 'display_name': 'PatPatPat', 'link': 'https://stackoverflow.com/users/10461625/patpatpat'}",True,2567,,70736368.0,1,1,1668011127,1626354260,1629827776.0,68394394,CC BY-SA 4.0,https://stackoverflow.com/questions/68394394/java-micrometer-what-to-do-with-metrics-of-type-bucket,Java Micrometer - What to do with metrics of type *_bucket,,
12,"['java', 'spring', 'jpa', 'crud']","{'account_id': 19904499, 'reputation': 25, 'user_id': 14583857, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5skCX.jpg?s=256&g=1', 'display_name': 'Mr.Roy', 'link': 'https://stackoverflow.com/users/14583857/mr-roy'}",False,7976,,,2,0,1667986285,1627675753,,68596596,CC BY-SA 4.0,https://stackoverflow.com/questions/68596596/error-creating-bean-with-name-userrepo-defined-in-com-example-jpa-repository,Error creating bean with name &#39;userRepo&#39; defined in com.example.jpa.repository,,
13,"['java', 'string', 'character', 'palindrome', 'testcase']","{'account_id': 19619055, 'reputation': 21, 'user_id': 14740055, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-22ONcR4xct8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclnxRPWSAAUk7qsz_sItMVctulN0Q/photo.jpg?sz=256', 'display_name': 'vhvg vhcc', 'link': 'https://stackoverflow.com/users/14740055/vhvg-vhcc'}",True,183,,,2,-1,1667974766,1627570077,1627651586.0,68578138,CC BY-SA 4.0,https://stackoverflow.com/questions/68578138/given-a-string-s-determine-if-it-is-a-palindrome-considering-only-alphanumeric,"Given a string s, determine if it is a palindrome, considering only alphanumeric characters and ignoring cases",,
14,"['java', 'jwt', 'micronaut']","{'account_id': 2165459, 'reputation': 3516, 'user_id': 1918669, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/0J7xT.jpg?s=256&g=1', 'display_name': 'Jacob', 'link': 'https://stackoverflow.com/users/1918669/jacob'}",False,576,,,3,3,1667966214,1625642598,1625650250.0,68281703,CC BY-SA 4.0,https://stackoverflow.com/questions/68281703/micronaut-config-not-issuing-a-jwt-refresh-token,Micronaut config not issuing a JWT refresh token,,
15,"['java', 'unit-testing', 'junit', 'junit5', 'parameterized-tests']","{'account_id': 20654871, 'reputation': 138, 'user_id': 15164253, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgF3RwVMfhJXO5wKz7TccUWc33yBMPichT_jOypGg=k-s256', 'display_name': 'Victor Levin', 'link': 'https://stackoverflow.com/users/15164253/victor-levin'}",True,4379,,68422395.0,1,3,1667912262,1626514632,1667911875.0,68419266,CC BY-SA 4.0,https://stackoverflow.com/questions/68419266/how-to-create-parameterized-test-with-few-enums-in-junit-5,How to create parameterized test with few enums in JUnit 5?,,
16,"['java', 'android']","{'account_id': 22260634, 'reputation': 15, 'user_id': 16492105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d156423e53b16d55e8980da956c47007?s=256&d=identicon&r=PG&f=1', 'display_name': 'Untitled99', 'link': 'https://stackoverflow.com/users/16492105/untitled99'}",True,3059,,68480198.0,3,0,1667855518,1626930946,1626931463.0,68479520,CC BY-SA 4.0,https://stackoverflow.com/questions/68479520/how-to-get-specific-value-from-nested-json-object,How to get specific value from nested JSON object?,,
17,"['java', 'java-11', 'openjdk-11']","{'account_id': 16455028, 'reputation': 135, 'user_id': 11887432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b00ff004b1740ce03c7a3160f84e72e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'rainbowecho', 'link': 'https://stackoverflow.com/users/11887432/rainbowecho'}",True,21062,,,4,12,1667842117,1626162688,1628037092.0,68358505,CC BY-SA 4.0,https://stackoverflow.com/questions/68358505/how-to-compile-openjdk-11-on-an-m1-macbook,How to compile OpenJDK 11 on an M1 Macbook?,,
18,"['java', 'arraylist', 'java-8']","{'account_id': 16816658, 'reputation': 72, 'user_id': 12158308, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-sR5cGFVA-Lk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfCviBJR6Gkuv78YNAoCcFdfKelgA/photo.jpg?sz=256', 'display_name': 'SAS DEV', 'link': 'https://stackoverflow.com/users/12158308/sas-dev'}",True,409,,,3,2,1667566124,1626208730,,68369056,CC BY-SA 4.0,https://stackoverflow.com/questions/68369056/split-one-object-into-list-of-objects-java8-solution-required,Split one object into List of objects - JAVA8 Solution required,,
19,"['java', 'android-fragments', 'android-recyclerview', 'scroll', 'android-viewpager']","{'account_id': 12287488, 'reputation': 83, 'user_id': 8966229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7fd278c79ed98cb345508f4a63738d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/8966229/steve'}",True,179,,68278726.0,2,1,1667507552,1625615607,1625658588.0,68278541,CC BY-SA 4.0,https://stackoverflow.com/questions/68278541/how-to-save-scroll-state-of-a-recyclerview-when-an-item-is-clicked,How to save scroll state of a Recyclerview when an item is clicked?,,
20,"['java', 'maven']","{'account_id': 3349713, 'reputation': 357, 'user_id': 2813985, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'SanjayDVG', 'link': 'https://stackoverflow.com/users/2813985/sanjaydvg'}",True,296,,68504095.0,2,0,1667443132,1627063406,,68503422,CC BY-SA 4.0,https://stackoverflow.com/questions/68503422/showing-java-home-is-not-defined-correctly-when-i-check-maven-version-in-windows,Showing JAVA_HOME is not defined correctly when I check Maven version in windows 10,,
21,"['java', 'inner-classes']","{'account_id': 18625873, 'reputation': 23, 'user_id': 16421908, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cRxmX.jpg?s=256&g=1', 'display_name': 'furkan01', 'link': 'https://stackoverflow.com/users/16421908/furkan01'}",True,51,,68331293.0,1,2,1667206847,1625947826,1667206847.0,68331202,CC BY-SA 4.0,https://stackoverflow.com/questions/68331202/how-does-synthetic-fields-within-the-method-local-inner-classes-are-being-linked,How does Synthetic Fields within the Method Local Inner Classes are being linked to the values of the Method Local Variables?,,
22,"['java', 'unit-testing', 'junit4']","{'account_id': 19242178, 'reputation': 35, 'user_id': 14061959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee31b6db7da86c50c1709479f71cb560?s=256&d=identicon&r=PG&f=1', 'display_name': 'N Th', 'link': 'https://stackoverflow.com/users/14061959/n-th'}",True,64,,68590769.0,1,-2,1666981684,1627642845,1666981684.0,68589847,,https://stackoverflow.com/questions/68589847/write-test-for-scanning-input-in-function,write test for scanning input in function,1628017719.0,Needs details or clarity
23,"['java', 'logging', 'java-8', 'log4j']","{'account_id': 24553, 'reputation': 14628, 'user_id': 62539, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/09dae57dd154198e0479c5aeb7c5b4d8?s=256&d=identicon&r=PG', 'display_name': 'MedicineMan', 'link': 'https://stackoverflow.com/users/62539/medicineman'}",True,125,,,3,1,1666941283,1627077715,,68505415,CC BY-SA 4.0,https://stackoverflow.com/questions/68505415/can-we-include-build-date-and-version-in-log4j-info,can we include build date and version in log4j info,,
24,"['java', 'spring', 'spring-boot', 'flyway', 'testcontainers']","{'account_id': 2075808, 'reputation': 1974, 'user_id': 1849188, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f6b07b1b049e39a2d06df28baa25b5b?s=256&d=identicon&r=PG', 'display_name': 'Jcov', 'link': 'https://stackoverflow.com/users/1849188/jcov'}",True,1769,,68476307.0,2,0,1666874373,1626867715,,68468851,CC BY-SA 4.0,https://stackoverflow.com/questions/68468851/testcontainers-sql-too-many-connections-exception,TestContainers SQL too many connections exception,,
25,"['java', 'maven', 'intellij-idea', 'ubuntu-18.04']","{'account_id': 7417691, 'reputation': 515, 'user_id': 5642890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90df6952feb49fd0df5d08fb7b08cb61?s=256&d=identicon&r=PG&f=1', 'display_name': 'isuru', 'link': 'https://stackoverflow.com/users/5642890/isuru'}",True,3696,,68268138.0,2,3,1666862960,1625560773,1625592675.0,68267236,CC BY-SA 4.0,https://stackoverflow.com/questions/68267236/maven-resources-compiler-failed-to-copy-in-ubuntu-18-04,Maven Resources Compiler: Failed to copy in ubuntu 18.04,,
26,"['java', 'rotation', 'transform', 'java-3d', 'game-loop']","{'account_id': 21270294, 'reputation': 76, 'user_id': 15649921, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kYTBk.png?s=256&g=1', 'display_name': 'Hoax', 'link': 'https://stackoverflow.com/users/15649921/hoax'}",False,58,,,1,0,1666804910,1626726607,,68446669,CC BY-SA 4.0,https://stackoverflow.com/questions/68446669/exception-in-thread-gamethread-javax-media-j3d-capabilitynotsetexception-grou,Exception in thread &quot;GameThread&quot; javax.media.j3d.CapabilityNotSetException: Group: no capability to set transform,,
27,"['java', 'arrays', 'prefix-sum']","{'account_id': 21921677, 'reputation': 37, 'user_id': 16204842, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJySZ2C9JcJHbeiwCRsdCLZjUn-mZ217htxGJd16=k-s256', 'display_name': 'Rohan Sharma', 'link': 'https://stackoverflow.com/users/16204842/rohan-sharma'}",True,8669,,,5,1,1666802339,1627539099,,68570933,CC BY-SA 4.0,https://stackoverflow.com/questions/68570933/238-product-of-array-except-self-leetcode,238.Product of Array Except Self-Leetcode,,
28,"['java', 'filter', 'collections', 'java-stream']","{'account_id': 21208933, 'reputation': 413, 'user_id': 15597975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8c88d74999b6dedc263d129c0e5302e?s=256&d=identicon&r=PG&f=1', 'display_name': 'mairs8', 'link': 'https://stackoverflow.com/users/15597975/mairs8'}",True,1336,,68552001.0,2,1,1666731610,1627420982,,68551925,CC BY-SA 4.0,https://stackoverflow.com/questions/68551925/return-element-based-on-matching-criteria-from-stream,Return Element based on matching criteria from Stream,,
29,"['java', 'h2', 'spring-cloud-config', 'spring-cloud-config-server']","{'account_id': 17323854, 'reputation': 309, 'user_id': 12548589, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d3884b01bcbce8bbf88f040c61b8ffe?s=256&d=identicon&r=PG&f=1', 'display_name': 'BeeTheKay', 'link': 'https://stackoverflow.com/users/12548589/beethekay'}",True,3706,,68364434.0,2,1,1666682572,1626075317,1666682572.0,68343582,CC BY-SA 4.0,https://stackoverflow.com/questions/68343582/spring-cloud-config-server-with-database-backend,Spring Cloud Config Server with Database backend,,
30,"['java', 'android', 'flutter', 'kotlin', 'dart']","{'account_id': 18372615, 'reputation': 21, 'user_id': 13382406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17d382632a51b634502ed1df54272f51?s=256&d=identicon&r=PG&f=1', 'display_name': 'Masked tigger ', 'link': 'https://stackoverflow.com/users/13382406/masked-tigger'}",False,1675,,,1,2,1666628705,1626258401,1626344628.0,68376343,CC BY-SA 4.0,https://stackoverflow.com/questions/68376343/cannot-find-symbol-flutterengine-getplugins,cannot find symbol flutterEngine.getPlugins(),,
31,"['java', 'android', 'android-studio', 'android-service', 'android-mediaplayer']","{'account_id': 20960274, 'reputation': 78, 'user_id': 15399866, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgMOi5Uo5zNal8nEYEcbEJdhlm0iFbQcDnHvf_NIQ=k-s256', 'display_name': 'Ashishthehulk', 'link': 'https://stackoverflow.com/users/15399866/ashishthehulk'}",True,443,,68447648.0,2,1,1666320801,1626732293,,68447495,CC BY-SA 4.0,https://stackoverflow.com/questions/68447495/android-mediaplayer-stops-after-playing-1-minute-in-background,Android MediaPlayer stops after playing 1 minute in background,,
32,"['java', 'spring', 'spring-webflux', 'webclient']","{'account_id': 3089160, 'reputation': 141, 'user_id': 2615692, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57d5c52d5ddecb9a71d479d402585804?s=256&d=identicon&r=PG', 'display_name': 'cezar', 'link': 'https://stackoverflow.com/users/2615692/cezar'}",False,2153,,,0,0,1666303842,1626868157,,68468956,CC BY-SA 4.0,https://stackoverflow.com/questions/68468956/spring-webclient-exchangefilterfunction-is-running-again-after-next-exchange,Spring WebClient ExchangeFilterFunction is running again after next.exchange(),,
33,"['java', 'algorithm', 'search', 'tree']","{'account_id': 5809819, 'reputation': 3316, 'user_id': 4581287, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/uPq3y.jpg?s=256&g=1', 'display_name': 'Parag Kadam', 'link': 'https://stackoverflow.com/users/4581287/parag-kadam'}",True,57,,,2,0,1666170932,1627590308,1666170932.0,68582415,CC BY-SA 4.0,https://stackoverflow.com/questions/68582415/finding-paths-from-node-a-to-node-b-using-the-given-data-structure,Finding paths from node A to node B using the given data structure,,
34,"['java', 'algorithm', 'for-loop', 'data-structures']","{'account_id': 21921677, 'reputation': 37, 'user_id': 16204842, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJySZ2C9JcJHbeiwCRsdCLZjUn-mZ217htxGJd16=k-s256', 'display_name': 'Rohan Sharma', 'link': 'https://stackoverflow.com/users/16204842/rohan-sharma'}",True,2479,,,5,0,1666039560,1626376854,1626379150.0,68399701,CC BY-SA 4.0,https://stackoverflow.com/questions/68399701/ransom-note-leetcode,Ransom Note-Leetcode,,
35,"['java', 'mono', 'reactive-programming', 'spring-webflux', 'project-reactor']","{'account_id': 12387710, 'reputation': 69, 'user_id': 9030675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c8a43711bf0de85b4954bd14e4bc011?s=256&d=identicon&r=PG&f=1', 'display_name': 'EdgarHan', 'link': 'https://stackoverflow.com/users/9030675/edgarhan'}",False,12481,,,3,1,1665626685,1625708547,1625922149.0,68294612,CC BY-SA 4.0,https://stackoverflow.com/questions/68294612/how-to-convert-mono-object-to-other-mono-object-in-spring-webflux,How to convert Mono object to other Mono object in Spring Webflux,,
36,['java'],"{'account_id': 22042569, 'reputation': 21, 'user_id': 16308158, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd6329600be2284d2d2e314bc63ef014?s=256&d=identicon&r=PG&f=1', 'display_name': 'Level 1', 'link': 'https://stackoverflow.com/users/16308158/level-1'}",False,63,,,2,-1,1665586736,1625492232,1665586736.0,68257132,CC BY-SA 4.0,https://stackoverflow.com/questions/68257132/what-is-making-my-output-far-off-from-the-expected,What is making my output far off from the expected,,
37,"['java', 'hibernate', 'exception']","{'account_id': 12475892, 'reputation': 55, 'user_id': 9082269, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LohEoRU3Evk/AAAAAAAAAAI/AAAAAAAAACQ/syR_tFwcwmY/photo.jpg?sz=256', 'display_name': 'Sulaiman Ahmed Z', 'link': 'https://stackoverflow.com/users/9082269/sulaiman-ahmed-z'}",True,37,,,1,0,1665586380,1625858492,1665586380.0,68321817,CC BY-SA 4.0,https://stackoverflow.com/questions/68321817/i-am-getting-stringindexoutofboundexception-for-the-following-hibernate-code,I am getting StringIndexOutOfBoundException for the following hibernate code,,
38,"['java', 'multithreading', 'spring-boot', 'spring-batch']","{'account_id': 6790269, 'reputation': 185, 'user_id': 5227666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b449f20f43fdb90721ed0abf007b3846?s=256&d=identicon&r=PG&f=1', 'display_name': 'ACH', 'link': 'https://stackoverflow.com/users/5227666/ach'}",True,1133,,68282709.0,1,1,1665560748,1625563635,1665560748.0,68267922,CC BY-SA 4.0,https://stackoverflow.com/questions/68267922/number-of-parallel-threads-processing-is-capped-to-10-with-spring-batch,Number of parallel threads processing is capped to 10 with Spring Batch,,
39,"['java', 'arraylist']","{'account_id': 6017116, 'reputation': 1, 'user_id': 5301617, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-E8A6jMfakyA/AAAAAAAAAAI/AAAAAAAABBg/kmMyiVVJDCA/photo.jpg?sz=256', 'display_name': 'Dipanjan Choudhury', 'link': 'https://stackoverflow.com/users/5301617/dipanjan-choudhury'}",True,400,,,3,0,1665477523,1626725136,,68446390,CC BY-SA 4.0,https://stackoverflow.com/questions/68446390/store-all-the-subarrays-of-a-given-array-in-an-arraylist-of-arraylist-and-displa,Store all the subarrays of a given array in an ArrayList of ArrayList and display the contents of the ArrayList,,
40,"['java', 'android-studio']","{'account_id': 22142648, 'reputation': 3, 'user_id': 16392477, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgTjT3xNJ6VP9ouVbrJ4N1OGIdcmxh36TUfeY0O=k-s256', 'display_name': 'Hammad Ur Rehman', 'link': 'https://stackoverflow.com/users/16392477/hammad-ur-rehman'}",True,111,,68274553.0,1,0,1665476139,1625590023,,68274460,CC BY-SA 4.0,https://stackoverflow.com/questions/68274460/android-studio-not-showing-sync-now-option-after-adding-some-dependencies,Android studio not showing &#39;&#39;sync now&#39;&#39; option after adding some dependencies,,
41,"['java', 'spring-boot', 'http', 'basic-authentication']","{'account_id': 18216912, 'reputation': 89, 'user_id': 13258426, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea603cec8f549d682567b5870036818b?s=256&d=identicon&r=PG&f=1', 'display_name': 'radurbalau', 'link': 'https://stackoverflow.com/users/13258426/radurbalau'}",False,125,,,1,0,1665414092,1626682441,1626684585.0,68437182,CC BY-SA 4.0,https://stackoverflow.com/questions/68437182/why-do-i-get-401-unauthorised-even-though-credentials-are-correct,Why do i get 401 unauthorised even though credentials are correct?,,
42,"['java', 'ssl']","{'account_id': 19330438, 'reputation': 71, 'user_id': 14132175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb70e8127da73ab7e910f397730c4f2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'jank04', 'link': 'https://stackoverflow.com/users/14132175/jank04'}",True,5965,,,2,3,1665220362,1625932239,1625934230.0,68329293,CC BY-SA 4.0,https://stackoverflow.com/questions/68329293/java-javaws-exe-tls10-is-not-accepted-by-client-preferences-tls12,Java (javaws.exe) TLS10 is not accepted by client preferences [TLS12],,
43,"['java', 'webassembly']","{'account_id': 223484, 'reputation': 57441, 'user_id': 482717, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/82a1f0fb2478f517c945a53b697dd290?s=256&d=identicon&r=PG', 'display_name': 'Paul Verest', 'link': 'https://stackoverflow.com/users/482717/paul-verest'}",True,17908,,,1,31,1665189513,1625554514,1625830571.0,68265863,CC BY-SA 4.0,https://stackoverflow.com/questions/68265863/how-to-compile-java-to-wasm-webassembly,How to compile Java to WASM (WebAssembly)?,,
44,"['java', 'spring-boot', 'maven', 'dependencies', 'datadog']","{'account_id': 22346552, 'reputation': 21, 'user_id': 16565451, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwMbKGtDTjU4HeK9B24-PULK8hi1lQR4734pt7b=k-s256', 'display_name': 'Sasivarnan Manickam', 'link': 'https://stackoverflow.com/users/16565451/sasivarnan-manickam'}",False,896,,,1,2,1665131061,1627710140,,68599474,CC BY-SA 4.0,https://stackoverflow.com/questions/68599474/spring-boot-integration-with-datadog,Spring Boot integration with Datadog,,
45,"['java', 'eclipse', 'inner-classes', 'lombok']","{'account_id': 7741045, 'reputation': 69, 'user_id': 10306187, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-TKymC-6t8pE/AAAAAAAAAAI/AAAAAAAAAZw/C3SJszXDqgE/photo.jpg?sz=256', 'display_name': 'Manish Pareek', 'link': 'https://stackoverflow.com/users/10306187/manish-pareek'}",True,3202,,,2,2,1664876539,1626420252,1626427457.0,68405061,CC BY-SA 4.0,https://stackoverflow.com/questions/68405061/how-to-use-utilityclass-lombok-annotation-on-inner-class-in-eclipse-ide,How to use @UtilityClass lombok annotation on inner class in Eclipse IDE,,
46,"['java', 'regex']","{'user_type': 'does_not_exist', 'display_name': 'user15613889'}",True,214,,68375080.0,2,0,1664876477,1626252152,,68374787,CC BY-SA 4.0,https://stackoverflow.com/questions/68374787/extract-username-from-url-with-regex,Extract username from url with regex,,
