,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason,locked_date
23,"['java', 'hibernate', 'hibernate-envers']","{'account_id': 33925, 'reputation': 1370, 'user_id': 95363, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/9761f69b97b6a13bd11827d365afb46a?s=256&d=identicon&r=PG', 'display_name': 'danieljimenez', 'link': 'https://stackoverflow.com/users/95363/danieljimenez'}",True,13047,6213285.0,7,27,1657113982,1243006710,1300187785.0,898529,CC BY-SA 2.5,https://stackoverflow.com/questions/898529/populate-envers-revision-tables-with-existing-data-from-hibernate-entities,Populate envers revision tables with existing data from Hibernate Entities,,,,,
24,"['java', 'android']","{'account_id': 37849, 'reputation': 3681, 'user_id': 108341, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/d0e19a253b555ff5b7633f6e80940325?s=256&d=identicon&r=PG', 'display_name': 'Micha&#235;l', 'link': 'https://stackoverflow.com/users/108341/micha%c3%abl'}",True,7547,905244.0,1,12,1657018655,1243211925,1657018655.0,904972,CC BY-SA 4.0,https://stackoverflow.com/questions/904972/how-send-return-value-through-intent-in-android,How send return value through Intent in android?,,,,,
25,"['java', 'apache', 'excel', 'apache-poi']","{'account_id': 1069, 'reputation': 369, 'user_id': 1419, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a71de61b88b726dc3d2a22942090c19?s=256&d=identicon&r=PG', 'display_name': 'Galbrezu', 'link': 'https://stackoverflow.com/users/1419/galbrezu'}",True,6013,926458.0,3,0,1656784598,1243607828,,926314,CC BY-SA 2.5,https://stackoverflow.com/questions/926314/negative-cell-value-styles-in-apache-poi,Negative Cell Value Styles in Apache POI,,,,,
26,"['java', 'fonts', 'opentype']","{'account_id': 22567, 'reputation': 1809, 'user_id': 55800, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0d8c4410c01f7efc6cd2684528e7e481?s=256&d=identicon&r=PG', 'display_name': 'HaBaLeS', 'link': 'https://stackoverflow.com/users/55800/habales'}",True,20805,872596.0,4,10,1656541137,1242485410,1656541137.0,872569,CC BY-SA 4.0,https://stackoverflow.com/questions/872569/how-to-use-open-type-fonts-in-java,How to use Open Type Fonts in Java?,,,,,
27,"['java', 'floating-point', 'double']","{'account_id': 13853, 'reputation': 5134, 'user_id': 28038, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7edf2b47214907a9bf6221d072eb34f4?s=256&d=identicon&r=PG', 'display_name': 'Steve Armstrong', 'link': 'https://stackoverflow.com/users/28038/steve-armstrong'}",True,279482,916110.0,11,118,1656346727,1243435156,1243435216.0,916081,CC BY-SA 2.5,https://stackoverflow.com/questions/916081/convert-float-to-double-without-losing-precision,Convert float to double without losing precision,,,,,
28,"['java', 'exception', 'junit']","{'account_id': 28564, 'reputation': 18803, 'user_id': 76393, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/5046b03cb1a51fcb20ead8bbd1b906ae?s=256&d=identicon&r=PG', 'display_name': 'ivan_ivanovich_ivanoff', 'link': 'https://stackoverflow.com/users/76393/ivan-ivanovich-ivanoff'}",True,29504,871268.0,9,51,1656068797,1242428660,,871216,CC BY-SA 2.5,https://stackoverflow.com/questions/871216/junit-possible-to-expect-a-wrapped-exception,JUnit: Possible to &#39;expect&#39; a wrapped exception?,,,,,
29,"['java', 'linux', 'networking', 'ip-address']","{'user_type': 'does_not_exist', 'display_name': 'Bobby Green'}",True,27511,,6,12,1655914875,1243092914,1243170910.0,901755,CC BY-SA 2.5,https://stackoverflow.com/questions/901755/how-to-get-the-ip-of-the-computer-on-linux-through-java,How to get the ip of the computer on linux through Java?,,,,,
30,"['java', 'api', 'annotations']","{'account_id': 13552, 'reputation': 44847, 'user_id': 27328, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/87863dd70aba5de616af30208094e2c1?s=256&d=identicon&r=PG', 'display_name': 'Jacques Ren&#233; Mesrine', 'link': 'https://stackoverflow.com/users/27328/jacques-ren%c3%a9-mesrine'}",True,3005,,2,5,1654957403,1242182652,,855818,CC BY-SA 2.5,https://stackoverflow.com/questions/855818/is-this-correct-way-of-using-javax-annotation-from-jsr305,Is this correct way of using javax.annotation from JSR305?,,,,,
31,"['java', 'multithreading']","{'account_id': 30818, 'reputation': 20857, 'user_id': 84278, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/0a3a3387d11d1a59a3a0338bd9a4473f?s=256&d=identicon&r=PG', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/84278/steve'}",True,429846,877113.0,19,332,1654717055,1242643021,1329298159.0,877096,CC BY-SA 3.0,https://stackoverflow.com/questions/877096/how-can-i-pass-a-parameter-to-a-java-thread,How can I pass a parameter to a Java Thread?,,,,,
32,"['java', 'logging', 'log4j']","{'account_id': 38920, 'reputation': 9346, 'user_id': 112041, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/ae8836e8439dcf98f2269e8d34f6fe11?s=256&d=identicon&r=PG', 'display_name': 'Malax', 'link': 'https://stackoverflow.com/users/112041/malax'}",True,68334,906238.0,9,80,1654412121,1243248339,1389036433.0,906233,CC BY-SA 3.0,https://stackoverflow.com/questions/906233/logging-in-java-and-in-general-best-practices,Logging in Java and in general: Best Practices?,,,,,
33,"['java', 'ssl', 'jms', 'activemq', 'jks']","{'account_id': 7255, 'reputation': 3009, 'user_id': 12537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe372d170d69ec6d289e50ef1a5788c7?s=256&d=identicon&r=PG', 'display_name': 'Aleksandar Ivanisevic', 'link': 'https://stackoverflow.com/users/12537/aleksandar-ivanisevic'}",True,577189,907515.0,16,280,1654379918,1243251241,1560946875.0,906402,CC BY-SA 4.0,https://stackoverflow.com/questions/906402/how-to-import-an-existing-x-509-certificate-and-private-key-in-java-keystore-to,How to import an existing X.509 certificate and private key in Java keystore to use in SSL?,1405276836.0,,,,
34,"['java', 'arrays', 'string']","{'account_id': 10070, 'reputation': 13034, 'user_id': 18853, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/552ceba6f92c714aaf1a0c75b5a8386b?s=256&d=identicon&r=PG', 'display_name': 'phill', 'link': 'https://stackoverflow.com/users/18853/phill'}",True,908963,921412.0,12,167,1654159150,1243523643,1365877273.0,921384,CC BY-SA 3.0,https://stackoverflow.com/questions/921384/java-string-array-is-there-a-size-of-method,Java String array: is there a size of method?,,,,,
35,"['java', 'file']","{'account_id': 39541, 'reputation': 3568, 'user_id': 114104, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/03cb1a7b923d39638d480e75b3002851?s=256&d=identicon&r=PG&f=1', 'display_name': 'Iso', 'link': 'https://stackoverflow.com/users/114104/iso'}",True,362890,1807868.0,21,329,1653963739,1243571500,1454517220.0,924394,CC BY-SA 3.0,https://stackoverflow.com/questions/924394/how-to-get-the-filename-without-the-extension-in-java,How to get the filename without the extension in Java?,,,,,
36,"['java', 'swing', 'drag-and-drop']","{'account_id': 25389, 'reputation': 14119, 'user_id': 65230, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/PMj3B.jpg?s=256&g=1', 'display_name': 'Ascalonian', 'link': 'https://stackoverflow.com/users/65230/ascalonian'}",True,69273,811307.0,5,48,1651898736,1241182854,1614077995.0,811248,CC BY-SA 4.0,https://stackoverflow.com/questions/811248/how-can-i-use-drag-and-drop-in-swing-to-get-file-path,How can I use Drag-and-Drop in Swing to get file path?,,,,,
37,"['java', 'string', 'concatenation', 'string.format']","{'account_id': 10732, 'reputation': 53497, 'user_id': 20400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/40bd6fa511aed8cab1e12bb104b88b4e?s=256&d=identicon&r=PG', 'display_name': 'Omar Kooheji', 'link': 'https://stackoverflow.com/users/20400/omar-kooheji'}",True,228053,925444.0,15,330,1651614336,1243594281,1555582706.0,925423,CC BY-SA 4.0,https://stackoverflow.com/questions/925423/is-it-better-practice-to-use-string-format-over-string-concatenation-in-java,Is it better practice to use String.format over string Concatenation in Java?,,,,,
38,"['java', 'syntax', 'binary']","{'account_id': 17593, 'reputation': 9956, 'user_id': 39529, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/9630e8d4120e32ae1c9e2e8e331ae2b9?s=256&d=identicon&r=PG', 'display_name': 'Aaron Fi', 'link': 'https://stackoverflow.com/users/39529/aaron-fi'}",True,84364,8569929.0,8,88,1650534216,1242371696,1650534216.0,867365,CC BY-SA 4.0,https://stackoverflow.com/questions/867365/in-java-can-i-define-an-integer-constant-in-binary-format,"In Java, can I define an integer constant in binary format?",,,,,
39,"['java', 'working-directory']","{'account_id': 33059, 'reputation': 2331, 'user_id': 92222, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9827eed6902b2ef90064095fc6fd44a0?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/92222/nick'}",True,250342,840229.0,14,182,1650285889,1241794444,,840190,CC BY-SA 2.5,https://stackoverflow.com/questions/840190/changing-the-current-working-directory-in-java,Changing the current working directory in Java?,,,,,
40,"['java', 'reflection', 'private']","{'account_id': 24025, 'reputation': 5174, 'user_id': 60789, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/0a638aec8afa1562da63afffdac8ae76?s=256&d=identicon&r=PG', 'display_name': 'Sheldon Ross', 'link': 'https://stackoverflow.com/users/60789/sheldon-ross'}",True,168831,880400.0,6,168,1649151396,1242691270,1363436175.0,880365,CC BY-SA 3.0,https://stackoverflow.com/questions/880365/any-way-to-invoke-a-private-method,Any way to Invoke a private method?,,,,,
41,"['java', 'list', 'collections']","{'account_id': 33485, 'reputation': 18237, 'user_id': 93796, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/648137a2deb3a600c20e15add61139a5?s=256&d=identicon&r=PG', 'display_name': 'user93796', 'link': 'https://stackoverflow.com/users/93796/user93796'}",True,2460135,858590.0,25,890,1648556021,1242227565,1570269467.0,858572,CC BY-SA 4.0,https://stackoverflow.com/questions/858572/how-to-make-a-new-list-in-java,How to make a new List in Java,1375817251.0,,,,
42,['java'],"{'account_id': 13362, 'reputation': 7645, 'user_id': 26788, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/c33a6628062ada6921fa471b902f2652?s=256&d=identicon&r=PG', 'display_name': 'Krishna Kumar', 'link': 'https://stackoverflow.com/users/26788/krishna-kumar'}",True,212688,829139.0,5,394,1647793070,1241609009,1488561006.0,829136,CC BY-SA 3.0,https://stackoverflow.com/questions/829136/what-is-the-standard-exception-to-throw-in-java-for-not-supported-implemented-op,What is the standard exception to throw in Java for not supported/implemented operations?,,,,,
43,"['java', 'url']","{'account_id': 11744, 'reputation': 10287, 'user_id': 22801, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://lh6.googleusercontent.com/-1X_nBDNxQDM/AAAAAAAAAAI/AAAAAAAABHs/cRkZff9kABA/photo.jpg?sz=256', 'display_name': 'jon077', 'link': 'https://stackoverflow.com/users/22801/jon077'}",True,81796,884800.0,7,123,1647712325,1242743394,1489190633.0,883136,CC BY-SA 3.0,https://stackoverflow.com/questions/883136/what-is-the-idiomatic-way-to-compose-a-url-or-uri-in-java,What is the idiomatic way to compose a URL or URI in Java?,,,,,
44,['java'],"{'account_id': 14454, 'reputation': 939, 'user_id': 29752, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/97933d8f115f972496b0b1cf93d7c23c?s=256&d=identicon&r=PG', 'display_name': 'Zakir Hemraj', 'link': 'https://stackoverflow.com/users/29752/zakir-hemraj'}",True,108020,822166.0,12,30,1645799535,1241472561,1395680178.0,822150,CC BY-SA 3.0,https://stackoverflow.com/questions/822150/modify-a-txt-file-in-java,Modify a .txt file in Java,,,,,
45,"['java', 'sql', 'regex', 'string', 'wildcard']","{'account_id': 33225, 'reputation': 15119, 'user_id': 92813, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/bc8ef21613215ad8b42b2ca0e36bb97e?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/92813/chris'}",True,137030,,17,46,1645552409,1243005269,1248089643.0,898405,CC BY-SA 2.5,https://stackoverflow.com/questions/898405/how-to-implement-a-sql-like-like-operator-in-java,How to implement a SQL like &#39;LIKE&#39; operator in java?,,,,,
46,"['java', 'xml', 'date', 'xmlgregoriancalendar']","{'account_id': 22010, 'reputation': 9787, 'user_id': 53943, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8ff89765136c38707e0f57cf48679a13?s=256&d=identicon&r=PG', 'display_name': 'mac', 'link': 'https://stackoverflow.com/users/53943/mac'}",True,660926,56313273.0,10,644,1644391487,1241715903,1495722314.0,835889,CC BY-SA 3.0,https://stackoverflow.com/questions/835889/java-util-date-to-xmlgregoriancalendar,java.util.Date to XMLGregorianCalendar,,,,,
47,"['java', 'download']","{'account_id': 4519, 'reputation': 10916, 'user_id': 6833, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b345760de0f56b18d379ff7f4cc95fa0?s=256&d=identicon&r=PG', 'display_name': 'echoblaze', 'link': 'https://stackoverflow.com/users/6833/echoblaze'}",True,723121,921400.0,23,461,1643902894,1243522439,1633979304.0,921262,CC BY-SA 4.0,https://stackoverflow.com/questions/921262/how-can-i-download-and-save-a-file-from-the-internet-using-java,How can I download and save a file from the Internet using Java?,,,,,
48,"['java', 'parameters', 'command-line-arguments', 'program-entry-point']","{'account_id': 28595, 'reputation': 55093, 'user_id': 76509, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/4e88ae5919c2cb224c5484976852a5f0?s=256&d=identicon&r=PG', 'display_name': 'freddiefujiwara', 'link': 'https://stackoverflow.com/users/76509/freddiefujiwara'}",True,1201330,,18,380,1643811284,1242867435,1446397595.0,890966,CC BY-SA 3.0,https://stackoverflow.com/questions/890966/what-is-string-args-parameter-in-main-method-java,What is &quot;String args[]&quot;? parameter in main method Java,1369753312.0,,,,
49,"['java', 'size', 'heap-memory', 'jvm-arguments']","{'user_type': 'does_not_exist', 'display_name': 'rufus'}",True,113639,,5,50,1643721526,1242704293,1638571931.0,880855,CC BY-SA 4.0,https://stackoverflow.com/questions/880855/increase-the-java-heap-size-permanently,increase the java heap size permanently?,,,,,
50,"['java', 'parsing', 'decimal', 'hex', 'signed']","{'account_id': 20203, 'reputation': 28482, 'user_id': 48062, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/DfKUw.jpg?s=256&g=1', 'display_name': 'Maxim Veksler', 'link': 'https://stackoverflow.com/users/48062/maxim-veksler'}",True,16509,845283.0,7,8,1643313389,1241957846,1483250687.0,845230,CC BY-SA 3.0,https://stackoverflow.com/questions/845230/java-negative-int-to-hex-and-back-fails,Java negative int to hex and back fails,,,,,
