,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,community_owned_date
11,"['java', 'switch-statement']","{'account_id': 191280, 'reputation': 14685, 'user_id': 431769, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/A4NCk.jpg?s=256&g=1', 'display_name': 'hudi', 'link': 'https://stackoverflow.com/users/431769/hudi'}",True,277504,10332167.0,14,263,1666171786,1335438267,1644868000.0,10332132,CC BY-SA 4.0,https://stackoverflow.com/questions/10332132/how-to-use-null-in-switch,How to use null in switch,,,,
12,['java'],"{'account_id': 1344675, 'reputation': 1171, 'user_id': 1285662, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/46b07b6bf8fbfb681372228284b5dafc?s=256&d=identicon&r=PG', 'display_name': 'AKZap', 'link': 'https://stackoverflow.com/users/1285662/akzap'}",True,15861,10084603.0,5,3,1666117779,1334041697,1654943143.0,10084524,,https://stackoverflow.com/questions/10084524/difference-between-or-operator-and-in-java,Difference between OR operator || and | in Java?,1654943133.0,Duplicate,,
13,"['java', 'recursion', 'binary', 'decimal']","{'account_id': 1383431, 'reputation': 19, 'user_id': 1315954, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c8282a0aeda500b485510fdf7fd5f7d?s=256&d=identicon&r=PG', 'display_name': 'user1315954', 'link': 'https://stackoverflow.com/users/1315954/user1315954'}",True,47869,,15,0,1665735558,1333648893,1333648994.0,10033587,CC BY-SA 3.0,https://stackoverflow.com/questions/10033587/convert-decimal-to-binary-using-recursion-java,Convert Decimal to Binary using Recursion Java,,,,
14,['java'],"{'account_id': 1338923, 'reputation': 1503, 'user_id': 1281029, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/f5d75b22deaf9d71ca98ff86fafe296e?s=256&d=identicon&r=PG', 'display_name': 'user1281029', 'link': 'https://stackoverflow.com/users/1281029/user1281029'}",True,20918,10315914.0,5,6,1665681569,1335356895,1335360649.0,10315614,CC BY-SA 3.0,https://stackoverflow.com/questions/10315614/nosuchfieldexception-on-getclass-getfield,NoSuchFieldException on getClass().getField(),,,,
15,"['java', 'point', 'angle', 'degrees']","{'account_id': 934768, 'reputation': 932, 'user_id': 963910, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aich', 'link': 'https://stackoverflow.com/users/963910/aich'}",True,133268,9970297.0,9,55,1665616460,1333334242,,9970281,CC BY-SA 3.0,https://stackoverflow.com/questions/9970281/java-calculating-the-angle-between-two-points-in-degrees,Java: Calculating the angle between two points in degrees,,,,
16,"['java', 'html', 'string', 'storage']","{'account_id': 423590, 'reputation': 3298, 'user_id': 803077, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/660494c073b9f2c76a26a070eb3bec7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'jimbob', 'link': 'https://stackoverflow.com/users/803077/jimbob'}",True,4581,10113621.0,5,-5,1665609208,1334176823,1665609208.0,10113601,,https://stackoverflow.com/questions/10113601/storing-a-string-with-html-in-it,Storing a string with html in it,1350680375.0,not a real question,,
17,"['java', 'arrays', 'list', '2d']","{'account_id': 1351766, 'reputation': 11, 'user_id': 1291187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf96dc58e5ee296568a301c68b4b4529?s=256&d=identicon&r=PG', 'display_name': 'sksw', 'link': 'https://stackoverflow.com/users/1291187/sksw'}",True,2836,,3,0,1665548876,1333223247,,9959118,CC BY-SA 3.0,https://stackoverflow.com/questions/9959118/making-a-2d-array-of-generic-lists-in-java,Making a 2D array of generic lists in Java,,,,
18,"['java', 'this', 'callstack', 'calling-convention']","{'account_id': 87516, 'reputation': 8781, 'user_id': 242644, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/2377fa6c1b0f089b7e3229dfe2f6ae7f?s=256&d=identicon&r=PG', 'display_name': 'Brian Hsu', 'link': 'https://stackoverflow.com/users/242644/brian-hsu'}",True,1385,10241091.0,2,13,1665165242,1334899606,1334902148.0,10240733,CC BY-SA 3.0,https://stackoverflow.com/questions/10240733/is-this-reference-stored-on-call-stack-in-java,Is &#39;this&#39; reference stored on call stack in Java?,,,,
19,"['java', 'arrays', 'collections', 'guava', 'apache-commons']","{'account_id': 50030, 'reputation': 57809, 'user_id': 149138, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/cfd457233c8ebbab383475fc097442d9?s=256&d=identicon&r=PG', 'display_name': 'BeeOnRope', 'link': 'https://stackoverflow.com/users/149138/beeonrope'}",True,170097,22829036.0,9,171,1664980070,1334908757,1518123889.0,10242380,CC BY-SA 3.0,https://stackoverflow.com/questions/10242380/how-can-i-generate-a-list-or-array-of-sequential-integers-in-java,How can I generate a list or array of sequential integers in Java?,,,,
20,"['java', 'linux', 'user-interface', 'command-line']","{'account_id': 1444109, 'reputation': 3502, 'user_id': 1363270, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/01dbx.jpg?s=256&g=1', 'display_name': 'Rob Avery IV', 'link': 'https://stackoverflow.com/users/1363270/rob-avery-iv'}",True,1486,10366844.0,2,3,1664957064,1335638883,1393942477.0,10366504,CC BY-SA 3.0,https://stackoverflow.com/questions/10366504/how-using-a-java-gui-in-a-gl-linux-server-command-line,How using a Java GUI in a GL Linux Server command line?,,,,
21,"['java', 'eclipse', 'jar', 'executable']","{'account_id': 1375519, 'reputation': 235, 'user_id': 1309585, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/570e5db37938c17b6d0a21842d553055?s=256&d=identicon&r=PG', 'display_name': 'karthik', 'link': 'https://stackoverflow.com/users/1309585/karthik'}",True,4780,,4,7,1664794925,1333431970,1664794695.0,9987721,CC BY-SA 4.0,https://stackoverflow.com/questions/9987721/executable-jar-running-slower-than-eclipse,Executable jar running slower than Eclipse,,,,
22,"['java', 'r', 'algorithm', 'data-structures', 'poker']","{'account_id': 246765, 'reputation': 39964, 'user_id': 521070, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6e5c24c66968738e5afe3a694cb11570?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/521070/michael'}",True,83353,20715903.0,12,28,1664734718,1335619624,1538834518.0,10363927,CC BY-SA 4.0,https://stackoverflow.com/questions/10363927/the-simplest-algorithm-for-poker-hand-evaluation,The simplest algorithm for poker hand evaluation,,,,
23,"['java', 'eclipse', 'google-app-engine']","{'account_id': 1433247, 'reputation': 61, 'user_id': 1355159, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/417b644c1ca9f03ff1699b39d5f15dbc?s=256&d=identicon&r=PG', 'display_name': 'Simon Piel', 'link': 'https://stackoverflow.com/users/1355159/simon-piel'}",False,7641,,2,6,1664636410,1335325743,,10309109,CC BY-SA 3.0,https://stackoverflow.com/questions/10309109/what-does-failed-to-initialize-app-engine-sdk-at-path-mean-and-how-to-fix-i,"What does &quot;Failed to initialize App Engine SDK at [path]&quot; mean, and how to fix it?",,,,
24,"['java', 'dependency-injection', 'interface', 'annotations']","{'account_id': 95715, 'reputation': 20128, 'user_id': 260511, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/cb68ec638fbe351fe832fc8483f554be?s=256&d=identicon&r=PG', 'display_name': 'rayman', 'link': 'https://stackoverflow.com/users/260511/rayman'}",True,67854,10205552.0,2,43,1664536948,1334735882,1664536948.0,10205261,CC BY-SA 4.0,https://stackoverflow.com/questions/10205261/how-to-create-custom-annotation-with-code-behind,How to create custom annotation with code behind,,,,
25,"['java', 'sorting', 'properties']","{'account_id': 963389, 'reputation': 11604, 'user_id': 987244, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/ueis0.jpg?s=256&g=1', 'display_name': 'shift66', 'link': 'https://stackoverflow.com/users/987244/shift66'}",True,34703,10275917.0,13,22,1664533012,1335162969,1582014178.0,10275862,CC BY-SA 4.0,https://stackoverflow.com/questions/10275862/how-to-sort-properties-in-java,How to sort Properties in java?,,,,
26,"['java', 'android', 'notifications']","{'account_id': 1395308, 'reputation': 41, 'user_id': 1325201, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a6893370c779fa262afbfc944f996f7?s=256&d=identicon&r=PG', 'display_name': 'Timeless', 'link': 'https://stackoverflow.com/users/1325201/timeless'}",True,1063,10110379.0,1,1,1664222853,1334096314,1335965370.0,10097282,CC BY-SA 3.0,https://stackoverflow.com/questions/10097282/android-notification-using-alarm-manager-not-working,Android Notification using alarm manager not working,,,,
27,"['java', 'arrays']","{'account_id': 1205262, 'reputation': 5950, 'user_id': 1175065, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/5d39d28e20ba99165ad648135d853ff3?s=256&d=identicon&r=PG', 'display_name': 'ravi', 'link': 'https://stackoverflow.com/users/1175065/ravi'}",True,280851,10078899.0,11,130,1664198787,1334000891,1664198787.0,10078867,CC BY-SA 4.0,https://stackoverflow.com/questions/10078867/how-to-initialize-all-the-elements-of-an-array-to-any-specific-value-in-java,How to initialize all the elements of an array to any specific value in java,,,,
28,"['java', 'executable-jar']","{'account_id': 1404547, 'reputation': 63, 'user_id': 1332617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a5da2598c260c82bfc817df936d0512?s=256&d=identicon&r=PG', 'display_name': 'FR24601', 'link': 'https://stackoverflow.com/users/1332617/fr24601'}",True,58721,10149499.0,6,6,1663839066,1334358936,1663839066.0,10149463,CC BY-SA 4.0,https://stackoverflow.com/questions/10149463/jar-file-could-not-find-main-class,JAR file: Could not find main class,,,,
29,"['java', 'multithreading', 'arguments', 'ping', 'callable']","{'account_id': 1346040, 'reputation': 581, 'user_id': 1286779, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/01e89d185af5cad01728f4394e7c976c?s=256&d=identicon&r=PG', 'display_name': 'DMo', 'link': 'https://stackoverflow.com/users/1286779/dmo'}",True,82493,9993101.0,8,49,1663811312,1333455113,1338149419.0,9992992,CC BY-SA 3.0,https://stackoverflow.com/questions/9992992/is-there-a-way-to-take-an-argument-in-a-callable-method,Is there a way to take an argument in a callable method?,,,,
30,"['java', 'google-chrome', 'applet']","{'account_id': 406051, 'reputation': 755, 'user_id': 775325, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/06f27715525dda159031554aadeb8f66?s=256&d=identicon&r=PG', 'display_name': 'Dipesh Gandhi', 'link': 'https://stackoverflow.com/users/775325/dipesh-gandhi'}",False,8540,,1,0,1663408940,1333466509,,9996404,CC BY-SA 3.0,https://stackoverflow.com/questions/9996404/applet-not-working-in-chrome,applet not working in chrome,,,,
31,"['java', 'ssl', 'ssl-certificate', 'keytool']","{'account_id': 1242486, 'reputation': 2652, 'user_id': 1204749, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8c7b2072c6586880fcb1e38a12de55ae?s=256&d=identicon&r=PG', 'display_name': 'cyber101', 'link': 'https://stackoverflow.com/users/1204749/cyber101'}",True,355903,47669565.0,13,171,1663274743,1335376964,1392496652.0,10321211,CC BY-SA 3.0,https://stackoverflow.com/questions/10321211/java-keytool-error-after-importing-certificate-keytool-error-java-io-filenot,"Java Keytool error after importing certificate , &quot;keytool error: java.io.FileNotFoundException &amp; Access Denied&quot;",,,,
32,"['java', 'mobile']","{'account_id': 1447558, 'reputation': 305, 'user_id': 1365524, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b687192cf68e4a425577ffb153356bed?s=256&d=identicon&r=PG', 'display_name': 'gokul', 'link': 'https://stackoverflow.com/users/1365524/gokul'}",True,230,10382470.0,1,-2,1663245850,1335780193,1335805228.0,10381795,,https://stackoverflow.com/questions/10381795/mobile-application-development-not-for-android,mobile application development( not for android),1663248696.0,Not suitable for this site,,
33,"['java', 'swing']","{'account_id': 266116, 'reputation': 996, 'user_id': 553508, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/42e1ecb5f80236696b6a146eca36d85c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nick Anderegg', 'link': 'https://stackoverflow.com/users/553508/nick-anderegg'}",True,1589,10309831.0,1,0,1663111651,1335319365,1663111651.0,10308419,CC BY-SA 4.0,https://stackoverflow.com/questions/10308419/declaring-objects-of-type-option-in-java,Declaring objects of type option in Java,,,,
34,"['java', 'c', 'command-line-arguments', 'getopt']","{'account_id': 179362, 'reputation': 14523, 'user_id': 411965, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/UVUN2.jpg?s=256&g=1', 'display_name': 'oshai', 'link': 'https://stackoverflow.com/users/411965/oshai'}",True,1295,10269678.0,1,2,1662696658,1335088782,1662696658.0,10266988,CC BY-SA 4.0,https://stackoverflow.com/questions/10266988/how-to-parse-parameters-without-leading-hyphen-with-getopt,how to parse parameters without leading hyphen with Getopt,,,,
35,"['java', 'enums', 'tree', 'id3']","{'account_id': 1419663, 'reputation': 53, 'user_id': 1344558, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/1b3845ba1151f2abcacd391c7ea4c47e?s=256&d=identicon&r=PG', 'display_name': 'Dakkadakka', 'link': 'https://stackoverflow.com/users/1344558/dakkadakka'}",True,768,,2,1,1662692453,1334854906,,10233099,CC BY-SA 3.0,https://stackoverflow.com/questions/10233099/id3-java-enum-tree,ID3 Java Enum Tree,,,,
36,"['java', 'spring', 'spring-data', 'mongodb-java']","{'account_id': 56295, 'reputation': 1746, 'user_id': 168621, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c4e79804f0120aeb9b4fa78be035182d?s=256&d=identicon&r=PG', 'display_name': 'ujava', 'link': 'https://stackoverflow.com/users/168621/ujava'}",True,85638,,12,49,1662458368,1335338303,1433784771.0,10311061,CC BY-SA 3.0,https://stackoverflow.com/questions/10311061/spring-data-mongodb-date-between,Spring Data MongoDB Date Between,,,,
37,"['java', 'jakarta-ee', 'jfreechart']","{'account_id': 209389, 'reputation': 10150, 'user_id': 460368, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/04b69fa012b707dec512e1cc57fe9e0a?s=256&d=identicon&r=PG', 'display_name': 'Shikiryu', 'link': 'https://stackoverflow.com/users/460368/shikiryu'}",True,3504,10428292.0,2,1,1662411395,1335538674,1335782470.0,10352977,CC BY-SA 3.0,https://stackoverflow.com/questions/10352977/jfree-chart-legend-with-line-break,JFree Chart legend with line break,,,,
38,"['java', 'jboss']","{'account_id': 981035, 'reputation': 260, 'user_id': 1000749, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Otvwd.jpg?s=256&g=1', 'display_name': 'onlykalu', 'link': 'https://stackoverflow.com/users/1000749/onlykalu'}",False,9927,,3,3,1662091585,1333616956,,10025763,CC BY-SA 3.0,https://stackoverflow.com/questions/10025763/jboss-java-net-socketexception-too-many-open-files,Jboss - java.net.SocketException: Too many open files,,,,
39,"['java', 'scala', 'null', 'scala-option', 'enrich-my-library']","{'account_id': 62578, 'reputation': 11077, 'user_id': 185840, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/25488a32eaf1bab37d2041ea861a7eaf?s=256&d=identicon&r=PG', 'display_name': 'virtualeyes', 'link': 'https://stackoverflow.com/users/185840/virtualeyes'}",True,719,10048467.0,1,3,1662081085,1333741059,1662081085.0,10048403,CC BY-SA 4.0,https://stackoverflow.com/questions/10048403/option-izing-java-getters,Option-izing Java getters,,,,
40,"['java', 'android', 'json', 'database']","{'account_id': 1424331, 'reputation': 11, 'user_id': 1348262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9856a66543d2debdf20be7a972dbe044?s=256&d=identicon&r=PG', 'display_name': 'Shree', 'link': 'https://stackoverflow.com/users/1348262/shree'}",False,6752,,2,1,1661940072,1335011045,1661940072.0,10258869,CC BY-SA 4.0,https://stackoverflow.com/questions/10258869/retrieving-blob-images-from-mysql-database-and-displaying-in-android-listview,Retrieving blob images from mysql database and displaying in android listview,,,,
41,"['java', 'servlets', 'parameters', 'httprequest', 'servlet-filters']","{'account_id': 1113987, 'reputation': 3194, 'user_id': 1103811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d30bd2fcdb387d2f82405c2a65298937?s=256&d=identicon&r=PG', 'display_name': 'amuniz', 'link': 'https://stackoverflow.com/users/1103811/amuniz'}",True,148926,17129256.0,13,105,1661512251,1334756450,1661512251.0,10210645,CC BY-SA 4.0,https://stackoverflow.com/questions/10210645/http-servlet-request-lose-params-from-post-body-after-read-it-once,Http Servlet request lose params from POST body after read it once,,,,
42,"['java', 'clojure', 'leiningen']","{'user_type': 'does_not_exist', 'display_name': 'user1311390'}",True,2634,,1,3,1661274244,1334894782,,10240100,CC BY-SA 3.0,https://stackoverflow.com/questions/10240100/clojure-lein-package-into-jar,Clojure / Lein / Package into Jar,,,,
43,"['java', 'regex', 'string']","{'account_id': 220229, 'reputation': 2351, 'user_id': 477522, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c0d58b48b98a59f47a31addb8fb56399?s=256&d=identicon&r=PG', 'display_name': 'ajmartin', 'link': 'https://stackoverflow.com/users/477522/ajmartin'}",True,89294,10310393.0,14,103,1661263112,1335334679,,10310321,CC BY-SA 3.0,https://stackoverflow.com/questions/10310321/regex-for-converting-camelcase-to-camel-case-in-java,Regex for converting CamelCase to camel_case in java,,,,
44,"['java', 'junit', 'easymock', 'illegalstateexception']","{'account_id': 44646, 'reputation': 2811, 'user_id': 131146, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c52236c1b3f0073b92aefc25aa4ab9a1?s=256&d=identicon&r=PG', 'display_name': 'Zefiro', 'link': 'https://stackoverflow.com/users/131146/zefiro'}",False,10558,,1,2,1661083255,1334077239,1495535397.0,10093105,CC BY-SA 3.0,https://stackoverflow.com/questions/10093105/java-easymock-complains-with-java-lang-illegalstateexception-void-method-canno,Java Easymock complains with &quot;java.lang.IllegalStateException: void method cannot return a value&quot; or &quot;no last call on a mock available&quot;,,,,
45,"['java', 'arrays', 'final']","{'account_id': 1028420, 'reputation': 18385, 'user_id': 1037210, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bad8fc8c24f4fa4c84ad436f2bdf4270?s=256&d=identicon&r=PG', 'display_name': 'Lion', 'link': 'https://stackoverflow.com/users/1037210/lion'}",True,73481,10340003.0,9,65,1660933498,1335467928,1660933498.0,10339930,CC BY-SA 4.0,https://stackoverflow.com/questions/10339930/why-can-i-edit-the-contents-of-a-final-array-in-java,Why can I edit the contents of a final array in Java?,,,,
46,"['java', 'json', 'jackson']","{'account_id': 768732, 'reputation': 54468, 'user_id': 971888, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e4a74cecb0614588e02836e787f7bc53?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rolando', 'link': 'https://stackoverflow.com/users/971888/rolando'}",True,514186,10324007.0,7,122,1660546368,1335319792,1615360933.0,10308452,CC BY-SA 4.0,https://stackoverflow.com/questions/10308452/how-to-convert-the-following-json-string-to-java-object,How to convert the following json string to java object?,,,,
47,"['java', 'android', 'sim-card']","{'account_id': 1338458, 'reputation': 1275, 'user_id': 1280655, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/ihxGr.jpg?s=256&g=1', 'display_name': '13KZ', 'link': 'https://stackoverflow.com/users/1280655/13kz'}",True,615,9994794.0,3,5,1660208855,1333460808,1335449971.0,9994630,CC BY-SA 3.0,https://stackoverflow.com/questions/9994630/how-to-determine-the-number-of-sim-cards-on-a-device,How to determine the number of SIM cards on a device?,,,,
48,"['java', 'spring', 'tomcat', 'intellij-idea', 'jetty']","{'account_id': 17640, 'reputation': 253382, 'user_id': 39677, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/77aa7bc1ace6e4b0b49a2102e4fa4059?s=256&d=identicon&r=PG', 'display_name': 'Blankman', 'link': 'https://stackoverflow.com/users/39677/blankman'}",True,3834,10083692.0,2,2,1659948838,1334025481,,10082469,CC BY-SA 3.0,https://stackoverflow.com/questions/10082469/intellij-productivity-tips-running-tomcat,IntelliJ productivity tips running tomcat,,,,
