,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,locked_date,migrated_from
36,"['java', 'class', 'option-type']","{'account_id': 72937, 'reputation': 16431, 'user_id': 210342, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/7412dfe0e7374347dda68aff0c4943fa?s=256&d=identicon&r=PG', 'display_name': 'greenoldman', 'link': 'https://stackoverflow.com/users/210342/greenoldman'}",True,4266,3,6,1662558813,1332361320,1662558813.0,9812246,CC BY-SA 4.0,https://stackoverflow.com/questions/9812246/is-there-standard-option-or-nullable-class-in-java,Is there standard Option or Nullable class in Java?,9812319.0,,,,,
37,"['java', 'logging', 'glassfish', 'glassfish-3', 'slf4j']","{'account_id': 170189, 'reputation': 13429, 'user_id': 396732, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/74908ae3ad5b662184aeee158a61faaf?s=256&d=identicon&r=PG', 'display_name': 'Kawu', 'link': 'https://stackoverflow.com/users/396732/kawu'}",True,11930,5,13,1662547905,1331155873,1495535269.0,9609380,CC BY-SA 3.0,https://stackoverflow.com/questions/9609380/glassfish-3-how-do-you-change-the-default-logging-format,GlassFish 3: how do you change the (default) logging format?,9615354.0,,,,,
38,"['java', 'netbeans', 'import', 'jar', 'package']","{'account_id': 1249349, 'reputation': 73, 'user_id': 1210108, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/31a6111fb48172b23c83897e88cddd02?s=256&d=identicon&r=PG', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/1210108/brian'}",False,11780,4,0,1662285610,1332343788,,9807700,CC BY-SA 3.0,https://stackoverflow.com/questions/9807700/package-does-not-exist-when-importing-jar-file,Package does not exist when importing JAR file,,,,,,
39,"['java', 'scala', 'type-inference', 'scala-option']","{'account_id': 234754, 'reputation': 5499, 'user_id': 501113, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/3c66bc3a4bd1742ac9886eff6b6016dc?s=256&d=identicon&r=PG', 'display_name': 'chaotic3quilibrium', 'link': 'https://stackoverflow.com/users/501113/chaotic3quilibrium'}",True,1046,4,3,1662003527,1332188012,1662003527.0,9777217,CC BY-SA 4.0,https://stackoverflow.com/questions/9777217/confused-by-scala-in-depth-option-example,Confused by &quot;Scala in Depth&quot; Option example,9777403.0,,,,,
40,"['java', 'sql-server', 'exception']","{'account_id': 1140397, 'reputation': 3394, 'user_id': 1124494, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/102e580c2f2b8aa1f54efbcbdcce70c3?s=256&d=identicon&r=PG', 'display_name': 'Aishwarya Shiva', 'link': 'https://stackoverflow.com/users/1124494/aishwarya-shiva'}",False,13001,1,3,1661684665,1332082597,1332085993.0,9759319,CC BY-SA 3.0,https://stackoverflow.com/questions/9759319/com-microsoft-sqlserver-jdbc-sqlserverexception-the-index-2-is-out-of-range,com.microsoft.sqlserver.jdbc.SQLServerException: The index 2 is out of range :(,,,,,,
41,"['java', 'performance', 'algorithm', 'min']","{'account_id': 103729, 'reputation': 2946, 'user_id': 277671, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/a8f4323dcb922fca768b060394e95373?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/277671/chris'}",True,181089,16,57,1660885019,1330996742,1534185181.0,9576557,CC BY-SA 4.0,https://stackoverflow.com/questions/9576557/most-efficient-way-to-find-smallest-of-3-numbers-java,Most efficient way to find smallest of 3 numbers Java?,9576704.0,,,1661787696.0,,
42,"['java', 'reference', 'weak-references', 'soft-references', 'phantom-reference']","{'user_type': 'does_not_exist', 'display_name': 'user1204873'}",True,99986,7,204,1660554105,1332348234,1627680422.0,9809074,CC BY-SA 4.0,https://stackoverflow.com/questions/9809074/java-difference-between-strong-soft-weak-phantom-reference,Java: difference between strong/soft/weak/phantom reference,,,,1660564595.0,,
43,"['java', 'ms-word']","{'account_id': 1299528, 'reputation': 549, 'user_id': 1249744, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/49cd939f09e5e7bef1615f633bf7dab9?s=256&d=identicon&r=PG', 'display_name': 'Sunmit Girme', 'link': 'https://stackoverflow.com/users/1249744/sunmit-girme'}",False,10280,2,0,1660356350,1331878851,,9732832,CC BY-SA 3.0,https://stackoverflow.com/questions/9732832/creating-word-document-from-a-template-using-java,Creating word document from a template using java,,,,,,
44,"['java', 'byte', 'inputstream']","{'account_id': 380750, 'reputation': 33650, 'user_id': 734984, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/rT4xU.jpg?s=256&g=1', 'display_name': 'Renato Dinhani', 'link': 'https://stackoverflow.com/users/734984/renato-dinhani'}",True,159557,0,74,1660259821,1332881242,1660259784.0,9897458,,https://stackoverflow.com/questions/9897458/how-can-i-convert-byte-to-inputstream,How can I convert byte[] to InputStream?,,1660259780.0,Duplicate,,1660259853.0,
45,"['java', 'security', 'jaas']","{'account_id': 141656, 'reputation': 1358, 'user_id': 1340362, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/e17a9c5fad560c538bd98d12c97440ad?s=256&d=identicon&r=PG', 'display_name': 'Pedantic', 'link': 'https://stackoverflow.com/users/1340362/pedantic'}",True,1127,4,1,1660112391,1332687547,1332688401.0,9861125,CC BY-SA 3.0,https://stackoverflow.com/questions/9861125/where-we-use-jaas,where we use JAAS,9861430.0,,,,,
46,"['java', 'android', 'locale', 'countries']","{'user_type': 'does_not_exist', 'display_name': 'user1187383'}",True,54272,10,37,1659997537,1332090638,1362624503.0,9760341,CC BY-SA 3.0,https://stackoverflow.com/questions/9760341/retrieve-a-list-of-countries-from-the-android-os,Retrieve a list of countries from the android OS,,,,,,
47,"['java', 'hibernate']","{'account_id': 1349942, 'reputation': 1859, 'user_id': 1289894, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e2fc26645bd5bdb02ab0f50eaa6bc26f?s=256&d=identicon&r=PG', 'display_name': 'Blue', 'link': 'https://stackoverflow.com/users/1289894/blue'}",True,308129,20,161,1659582171,1333185235,1469029365.0,9954590,CC BY-SA 3.0,https://stackoverflow.com/questions/9954590/hibernate-error-querysyntaxexception-users-is-not-mapped-from-users,Hibernate error - QuerySyntaxException: users is not mapped [from users],9954677.0,,,,,
48,"['java', 'selenium', 'webdriver']","{'account_id': 313184, 'reputation': 1149, 'user_id': 627670, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/52254781023da74e015342952e288a1e?s=256&d=identicon&r=PG', 'display_name': '福气鱼', 'link': 'https://stackoverflow.com/users/627670/%e7%a6%8f%e6%b0%94%e9%b1%bc'}",True,176853,8,44,1659524566,1331867387,1512520803.0,9731291,CC BY-SA 3.0,https://stackoverflow.com/questions/9731291/how-do-i-set-the-selenium-webdriver-get-timeout,How do I set the selenium webdriver get timeout?,9748544.0,,,,,
