,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date
21,"['java', 'python-3.x', 'tensorflow', 'tensorflow2.0']","{'account_id': 1164226, 'reputation': 341, 'user_id': 1143169, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/25005d109914a61be3739439073fd17f?s=256&d=identicon&r=PG', 'display_name': 'uuball', 'link': 'https://stackoverflow.com/users/1143169/uuball'}",False,92,,,1,0,1668548500,1646310274,,71337190,https://stackoverflow.com/questions/71337190/tensorflow-2-7-load-saved-model-error-with-java,,tensorflow 2.7 load saved model error with java,CC BY-SA 4.0,
22,"['java', 'eclipse', 'loops']","{'account_id': 24335461, 'reputation': 17, 'user_id': 18273596, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2e71f3fee15e56c933e25ce2a38858f?s=256&d=identicon&r=PG', 'display_name': 'bdavidson024', 'link': 'https://stackoverflow.com/users/18273596/bdavidson024'}",False,40,,,3,-2,1668466978,1647155258,1668466978.0,71454577,https://stackoverflow.com/questions/71454577/my-code-automatically-terminates-immediately-upon-running-in-the-console-eclips,,My code automatically terminates immediately upon running in the console. Eclipse IDE. No errors in code,CC BY-SA 4.0,
23,"['java', 'spring', 'ssl', 'apache-kafka', 'spring-kafka']","{'account_id': 21475407, 'reputation': 155, 'user_id': 15823763, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/My9Ro.jpg?s=256&g=1', 'display_name': 'nikiforov.java', 'link': 'https://stackoverflow.com/users/15823763/nikiforov-java'}",False,1609,,,1,2,1668446896,1648272390,1648729668.0,71625547,https://stackoverflow.com/questions/71625547/how-to-set-up-ssl-files-location-in-spring-kafka-configuration,,How to set up ssl file&#39;s location in Spring Kafka configuration?,CC BY-SA 4.0,
24,"['java', 'ant', 'owasp']","{'account_id': 7509527, 'reputation': 389, 'user_id': 5704969, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acd17065b3d24bf12ceca4d0837035b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'PatrickE', 'link': 'https://stackoverflow.com/users/5704969/patricke'}",False,997,,,1,5,1668430849,1648135571,,71605182,https://stackoverflow.com/questions/71605182/how-do-i-generate-a-cyclonedx-bom-for-a-java-project-built-with-ant,,How do I generate a Cyclonedx bom for a Java project built with Ant?,CC BY-SA 4.0,
25,"['java', 'spring', 'spring-boot', 'jsp', 'jpa']","{'account_id': 23547029, 'reputation': 105, 'user_id': 17590305, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx0yzNaYm8ENK6Cvlj3WK3W30P-DtrlwLUKYAAO=k-s256', 'display_name': 'Ignacio Thomson', 'link': 'https://stackoverflow.com/users/17590305/ignacio-thomson'}",True,7248,,71649782.0,4,10,1668410998,1648439186,,71642208,https://stackoverflow.com/questions/71642208/parameter-value-gabrek-did-not-match-expected-type-java-lang-character-n-a,,Parameter value [%Gabrek%] did not match expected type [java.lang.Character (n/a)];,CC BY-SA 4.0,
26,"['java', 'angular', 'notifications', 'server-sent-events']","{'account_id': 24661839, 'reputation': 11, 'user_id': 18557972, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxJ9nT6qtZZxpjGCIG1EDyO8g6unQciIBwdU8o=k-s256', 'display_name': 'aya fathy', 'link': 'https://stackoverflow.com/users/18557972/aya-fathy'}",False,326,,,1,1,1668410836,1648048020,1648049360.0,71589565,https://stackoverflow.com/questions/71589565/sseemitter-complete-when-refresh-the-page-in-browser,,sseEmitter complete when refresh the page in browser,CC BY-SA 4.0,
27,"['java', 'c#', 'protocol-buffers', 'grpc', 'grpc-java']","{'account_id': 14807124, 'reputation': 18, 'user_id': 10693743, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-JjGO_aCAj7Y/AAAAAAAAAAI/AAAAAAAAAyU/e-YbUDaOkhE/photo.jpg?sz=256', 'display_name': 'Shane H', 'link': 'https://stackoverflow.com/users/10693743/shane-h'}",False,588,,,2,0,1668396490,1647027794,1647213508.0,71443898,https://stackoverflow.com/questions/71443898/grcp-unable-to-call-server-method,,gRCP - Unable to Call Server Method,CC BY-SA 4.0,
28,"['java', 'macos', 'external', 'drive']","{'account_id': 8699562, 'reputation': 49, 'user_id': 6509921, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d1c256d61742c329e164b2bfa27289f?s=256&d=identicon&r=PG&f=1', 'display_name': 'JDC', 'link': 'https://stackoverflow.com/users/6509921/jdc'}",False,75,,,2,0,1668379608,1648392509,1648394833.0,71637355,https://stackoverflow.com/questions/71637355/java-on-macos-sees-external-usb-drive-as-not-readable-all-other-applications-s,,Java on MacOS sees external USB drive as not readable - all other applications see it as readable,CC BY-SA 4.0,
29,"['java', 'spring', 'database', 'h2']","{'account_id': 23986414, 'reputation': 81, 'user_id': 17973172, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyhQAXS97x-a4xd4wrdInLNqbXD_D2bDlNaPFxs=k-s256', 'display_name': 'Michal Hodul', 'link': 'https://stackoverflow.com/users/17973172/michal-hodul'}",True,309,,,2,1,1668340684,1647282503,,71472558,https://stackoverflow.com/questions/71472558/my-h2-working-but-i-cant-connect-inside-of-h2-console,,"My h2 working, but i cant connect inside of h2-console",CC BY-SA 4.0,
30,"['java', 'android', 'kotlin', 'admob']","{'account_id': 18002107, 'reputation': 498, 'user_id': 13083841, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj1fINjV-gwxXlr1MRhMY-KMaLYmFrZ4nJ8JyXD=k-s256', 'display_name': 'mrzbn', 'link': 'https://stackoverflow.com/users/13083841/mrzbn'}",False,175,,,0,5,1668262796,1647163418,,71455403,https://stackoverflow.com/questions/71455403/crash-on-initialization-of-admob-occuring-on-android-11-devices,,"crash on initialization of AdMob, occuring on android 11 devices",CC BY-SA 4.0,
31,"['java', 'maven', 'launch4j']","{'account_id': 184786, 'reputation': 16612, 'user_id': 421049, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4b9b843fe8e233b2f70e0f2a8e7db4e8?s=256&d=identicon&r=PG', 'display_name': 'Garret Wilson', 'link': 'https://stackoverflow.com/users/421049/garret-wilson'}",True,844,,74406368.0,2,1,1668198517,1647112209,1647113006.0,71452422,https://stackoverflow.com/questions/71452422/launch4j-not-recognizing-eclipse-temurin-openjdk-java-17,,Launch4J not recognizing Eclipse Temurin OpenJDK Java 17,CC BY-SA 4.0,
32,"['java', 'arrays', 'append']","{'account_id': 24549095, 'reputation': 1, 'user_id': 18458481, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjByUNe96yS7WeStfTP-LEQdeP5eM98GPelJwJhAQ=k-s256', 'display_name': 'Joy Pradeep', 'link': 'https://stackoverflow.com/users/18458481/joy-pradeep'}",False,212,,,2,0,1668192696,1647227191,,71462582,https://stackoverflow.com/questions/71462582/two-arrays-create-3rd-array-by-combining-first-element-of-first-array-with-firs,,Two arrays. create 3rd array by combining first element of first array with first element of second array and so on,CC BY-SA 4.0,
33,"['java', 'spring-boot', 'rest', 'webdriver', 'microsoft-edge']","{'account_id': 17163978, 'reputation': 21, 'user_id': 12422811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fa9c6386e9019c16cf77dd919ca7dc5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ryan Fulton', 'link': 'https://stackoverflow.com/users/12422811/ryan-fulton'}",True,646,,,2,1,1668078512,1648225477,,71620168,https://stackoverflow.com/questions/71620168/is-there-a-link-to-get-the-latest-microsoft-edge-version-number,,Is there a link to get the latest Microsoft Edge version number?,CC BY-SA 4.0,
34,"['java', 'android', 'android-studio']","{'account_id': 10248731, 'reputation': 50, 'user_id': 7563713, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1613425592080709/picture?type=large', 'display_name': 'Eddy Francisco', 'link': 'https://stackoverflow.com/users/7563713/eddy-francisco'}",True,348,1647441625.0,71498538.0,1,1,1668064757,1647438597,,71498261,https://stackoverflow.com/questions/71498261/keep-app-android-running-after-minimize-block-phone,Duplicate,Keep App Android Running after minimize / block phone,,
35,"['java', 'spring', 'testing', 'mariadb', 'testcontainers']","{'account_id': 480617, 'reputation': 1840, 'user_id': 893952, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/54f9c57ad766d7edf65d1e60ab269b3e?s=256&d=identicon&r=PG', 'display_name': 'Harry Coder', 'link': 'https://stackoverflow.com/users/893952/harry-coder'}",True,541,,71626585.0,3,2,1667980458,1648277459,,71625930,https://stackoverflow.com/questions/71625930/dont-want-to-use-dirtiescontext-classmode-after-each-test-method-with-testconta,,Don&#39;t want to use DirtiesContext.ClassMode.AFTER_EACH_TEST_METHOD with TestContainers,CC BY-SA 4.0,
36,"['java', 'visual-studio-code', 'javadoc']","{'account_id': 24517014, 'reputation': 1, 'user_id': 18430626, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e0882fedd8d394f452f19fc66e1d2fa?s=256&d=identicon&r=PG', 'display_name': 'Arthur', 'link': 'https://stackoverflow.com/users/18430626/arthur'}",False,439,,,3,0,1667964639,1646926293,1646928836.0,71426755,https://stackoverflow.com/questions/71426755/javadoc-not-showing-on-hover-in-vscode,,Javadoc not showing on hover in VSCode,CC BY-SA 4.0,
37,"['java', 'android', 'time', 'notifications', 'schedule']","{'account_id': 17162039, 'reputation': 105, 'user_id': 12421440, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAr7lOo7LbeaXew0T6WSnxJ0qg3txPggxQYKIhYKw=k-s256', 'display_name': 'Loizos Aristeidis', 'link': 'https://stackoverflow.com/users/12421440/loizos-aristeidis'}",False,1177,,,2,0,1667912427,1646765738,1646844712.0,71400145,https://stackoverflow.com/questions/71400145/android-studio-how-to-schedule-a-notification,,Android Studio - How to Schedule a Notification?,CC BY-SA 4.0,
38,"['java', 'fix-protocol', 'quickfixj']","{'account_id': 14250382, 'reputation': 31, 'user_id': 10294144, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sefgz.jpg?s=256&g=1', 'display_name': 'Başak G&#246;ren', 'link': 'https://stackoverflow.com/users/10294144/ba%c5%9fak-g%c3%b6ren'}",True,255,,,2,3,1667888187,1646306263,1646378866.0,71336252,https://stackoverflow.com/questions/71336252/quickfix-field-haltreason-is-not-assignable-to-quickfix-intfield,,quickfix/field/HaltReason is not assignable to &#39;quickfix/IntField,CC BY-SA 4.0,
39,"['java', 'boolean']","{'account_id': 24273531, 'reputation': 207, 'user_id': 18221164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a29e0eaec85148b265932e618b2fa8c0?s=256&d=identicon&r=PG', 'display_name': 'RPK', 'link': 'https://stackoverflow.com/users/18221164/rpk'}",False,68,,,1,0,1667824760,1646642918,1646643442.0,71378457,https://stackoverflow.com/questions/71378457/evaluating-expressions-in-java-using-jep,,Evaluating expressions in Java using JEP,CC BY-SA 4.0,
40,"['java', 'selenium', 'shadow-root']","{'account_id': 16449586, 'reputation': 35, 'user_id': 11883342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60b4d53d5c8fd9fe5d33fac6cf429425?s=256&d=identicon&r=PG&f=1', 'display_name': 'pixelhead', 'link': 'https://stackoverflow.com/users/11883342/pixelhead'}",True,728,,71486693.0,1,1,1667824007,1647364097,1647425845.0,71486285,https://stackoverflow.com/questions/71486285/selenium-shadow-root-element-input-is-not-reachable-by-keyboard,,Selenium | shadow root | Element input is not reachable by keyboard,CC BY-SA 4.0,
41,"['java', 'android', 'animation', 'background', 'circularreveal']","{'account_id': 22564906, 'reputation': 3324, 'user_id': 17133283, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FuTL1.jpg?s=256&g=1', 'display_name': 'Sambhav Khandelwal', 'link': 'https://stackoverflow.com/users/17133283/sambhav-khandelwal'}",False,35,,,0,0,1667687345,1647101581,1667687345.0,71451199,https://stackoverflow.com/questions/71451199/how-to-change-the-background-of-a-view-with-an-animation,,How to change the background of a view with an animation?,CC BY-SA 4.0,
42,"['java', 'maven', 'jsp', 'tomcat']","{'account_id': 15580305, 'reputation': 65, 'user_id': 11240296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/736fcabf79f803b73286612b01e4630c?s=256&d=identicon&r=PG&f=1', 'display_name': 'brecho', 'link': 'https://stackoverflow.com/users/11240296/brecho'}",True,6483,,71680600.0,2,2,1667648331,1648655695,1648655769.0,71680405,https://stackoverflow.com/questions/71680405/404-the-origin-server-did-not-find-a-current-representation-for-the-target-res,,&quot;404: The origin server did not find a current representation for the target resource or is not willing to disclose that one exists&quot; with Tomcat,CC BY-SA 4.0,
43,"['java', 'android-studio', 'android-sqlite', 'android-room', 'dao']","{'account_id': 21197215, 'reputation': 1, 'user_id': 15588548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44517ff38cfb8fc914f6527134eb29df?s=256&d=identicon&r=PG&f=1', 'display_name': 'UprightSleepy', 'link': 'https://stackoverflow.com/users/15588548/uprightsleepy'}",False,27,,,1,0,1667640390,1646454483,,71359494,https://stackoverflow.com/questions/71359494/how-to-fill-livedata-with-custom-list-rather-than-all-objects,,How to fill LiveData with custom List rather than All Objects?,CC BY-SA 4.0,
44,"['java', 'spring-boot', 'google-app-engine', 'google-cloud-platform']","{'account_id': 12462775, 'reputation': 66, 'user_id': 10766445, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zjFSE.jpg?s=256&g=1', 'display_name': 'starGazer', 'link': 'https://stackoverflow.com/users/10766445/stargazer'}",True,5670,,,3,3,1667460547,1647551071,,71519023,https://stackoverflow.com/questions/71519023/compiled-by-a-more-recent-version-of-java-runtimeclass-file-version-55-0-this,,"compiled by a more recent version of Java Runtime(class file version 55.0),this version of Java Runtime only recognizes class file versions up to 52.0",CC BY-SA 4.0,
45,"['java', 'spring', 'rest', 'annotations', 'resteasy']","{'account_id': 15539213, 'reputation': 146, 'user_id': 11210547, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-BLMqcVJ2f-0/AAAAAAAAAAI/AAAAAAAAABA/zLeb2d-HCkE/photo.jpg?sz=256', 'display_name': 'P&#233;ter Bar&#225;th', 'link': 'https://stackoverflow.com/users/11210547/p%c3%a9ter-bar%c3%a1th'}",False,67,,,0,0,1667458320,1648134534,1667458320.0,71604944,https://stackoverflow.com/questions/71604944/is-there-any-possible-solution-for-changing-default-value-of-an-annotation-prope,,Is there any possible solution for changing default value of an annotation property?,CC BY-SA 4.0,
