,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from
19,"['java', 'date', 'rest-assured', 'date-formatting']","{'account_id': 15249772, 'reputation': 73, 'user_id': 11003553, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54e7ec915cf1c508e8f2c6d00657ca42?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noy M', 'link': 'https://stackoverflow.com/users/11003553/noy-m'}",True,126,74472224.0,3,1,1668673497,1660477360,1660479396.0,73351346,CC BY-SA 4.0,https://stackoverflow.com/questions/73351346/parse-an-old-date-in-java,Parse an old date in JAVA,,,,,
20,"['java', 'spring', 'spring-boot', 'elasticsearch', 'elasticsearch-8']","{'account_id': 8623105, 'reputation': 3517, 'user_id': 8744067, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/Fsx3n.jpg?s=256&g=1', 'display_name': 'Feroz Siddiqui', 'link': 'https://stackoverflow.com/users/8744067/feroz-siddiqui'}",True,548,,1,1,1668671046,1660623575,,73368757,CC BY-SA 4.0,https://stackoverflow.com/questions/73368757/elasticsearch-8-3-configuration-in-spring-boot,Elasticsearch 8.3 configuration in Spring Boot,,,,,
21,"['java', 'spring-boot', 'maven', 'graphql']","{'account_id': 24230581, 'reputation': 3, 'user_id': 18184399, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d07a7cef7fd1b616d9977919fe0c08ff?s=256&d=identicon&r=PG', 'display_name': 'JehuD.Cs', 'link': 'https://stackoverflow.com/users/18184399/jehud-cs'}",False,169,,2,0,1668658450,1659839031,,73264492,CC BY-SA 4.0,https://stackoverflow.com/questions/73264492/whitelabel-page-error-for-graphql-mapping,Whitelabel page error for graphql mapping,,,,,
22,"['java', 'json', 'apache-kafka', 'spring-kafka']","{'account_id': 8593005, 'reputation': 1620, 'user_id': 6436977, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6A0LS.jpg?s=256&g=1', 'display_name': 'T A', 'link': 'https://stackoverflow.com/users/6436977/t-a'}",False,77,,1,0,1668614532,1661331346,1661376583.0,73470240,CC BY-SA 4.0,https://stackoverflow.com/questions/73470240/apache-kafka-consumer-cannot-deserialize-java-pojo,Apache Kafka consumer cannot deserialize java POJO,,,,,
23,"['java', 'generics', 'enums']","{'account_id': 25419281, 'reputation': 1, 'user_id': 19225605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28e5bde940ab6719462eada66d7dde10?s=256&d=identicon&r=PG', 'display_name': 'Ninja', 'link': 'https://stackoverflow.com/users/19225605/ninja'}",True,57,,2,0,1668590640,1660039817,1668590640.0,73290059,CC BY-SA 4.0,https://stackoverflow.com/questions/73290059/how-to-create-generic-abstract-method-that-accepts-different-enums,How to create generic abstract method that accepts different enums?,,,,,
24,"['java', 'android', 'google-maps', 'webview', 'android-webview']","{'account_id': 21915593, 'reputation': 97, 'user_id': 16199525, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50e7a100b39066c1ff3a9ebd28df3cbc?s=256&d=identicon&r=PG&f=1', 'display_name': 'sureshtechi', 'link': 'https://stackoverflow.com/users/16199525/sureshtechi'}",True,139,74455035.0,1,0,1668571581,1660115290,,73302035,CC BY-SA 4.0,https://stackoverflow.com/questions/73302035/google-maps-inside-android-webview-is-not-loading,Google Maps inside Android Webview is not Loading,,,,,
25,"['java', 'jakarta-mail', 'html-email']","{'account_id': 22588275, 'reputation': 11, 'user_id': 16771823, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c93c63fc72b77b320a660317b115b8e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohd Salman', 'link': 'https://stackoverflow.com/users/16771823/mohd-salman'}",False,75,,1,1,1668451589,1661153011,1661213276.0,73441488,CC BY-SA 4.0,https://stackoverflow.com/questions/73441488/how-to-read-email-content-of-a-multi-part-in-html-instead-of-text-in-java,How to read email content of a multi part in HTML instead of text in Java,,,,,
26,"['java', 'tomcat', 'classloader']","{'account_id': 5912629, 'reputation': 1, 'user_id': 4652337, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mhKhe.png?s=256&g=1', 'display_name': 'Chandika', 'link': 'https://stackoverflow.com/users/4652337/chandika'}",False,94,,1,0,1668431631,1660056008,,73293713,CC BY-SA 4.0,https://stackoverflow.com/questions/73293713/override-parallelwebappclassloader-for-one-webapp,Override ParallelWebappClassLoader for one webapp,,,,,
27,"['java', 'jboss', 'centos', 'wildfly', 'okhttp']","{'account_id': 13214818, 'reputation': 81, 'user_id': 9543731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0971e6db099a3f1cb0838e2d720dc9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roth', 'link': 'https://stackoverflow.com/users/9543731/roth'}",False,105,,1,0,1668399519,1661910900,1667959276.0,73550130,CC BY-SA 4.0,https://stackoverflow.com/questions/73550130/connection-reset-okhttp-with-jboss-wildfly,Connection reset OkHttp with JBOSS wildfly,,,,,
28,"['java', 'spring-boot', 'keycloak', 'keycloak-services', 'keycloak-rest-api']","{'account_id': 3242884, 'reputation': 317, 'user_id': 2735423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ab492249a5e6e280b588ee37df105f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris K', 'link': 'https://stackoverflow.com/users/2735423/chris-k'}",True,155,,1,2,1668177189,1660069743,,73296555,CC BY-SA 4.0,https://stackoverflow.com/questions/73296555/keycloak-query-to-count-users-filtered-by-custom-attribute,Keycloak query to count users filtered by custom attribute,,,,,
29,"['java', 'spring', 'spring-boot']","{'account_id': 11993354, 'reputation': 33, 'user_id': 8775730, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1a0230257c2fab183b4c256a0dd1b41?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shantanu', 'link': 'https://stackoverflow.com/users/8775730/shantanu'}",False,127,,2,0,1668128594,1661153486,1661233837.0,73441569,CC BY-SA 4.0,https://stackoverflow.com/questions/73441569/spring-boot-live-reload-not-working-for-spring-initializer-demo,Spring Boot Live Reload not working for Spring Initializer Demo,,,,,
30,"['python', 'java', 'docker', 'azure-container-instances']","{'account_id': 26150270, 'reputation': 1, 'user_id': 19838340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b52e952017d92c8dc269194c7827ea8?s=256&d=identicon&r=PG', 'display_name': 'Jonatan', 'link': 'https://stackoverflow.com/users/19838340/jonatan'}",False,34,,1,0,1668082736,1661349131,,73474406,CC BY-SA 4.0,https://stackoverflow.com/questions/73474406/what-is-the-extra-docker-file-steps-parameter-in-inferenceconfig-when-deployin,What is the extra_docker_file_steps parameter in InferenceConfig() when deploying an ACI to Azure?,,,,,
31,"['java', 'apache-spark', 'hadoop']","{'account_id': 184786, 'reputation': 16612, 'user_id': 421049, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4b9b843fe8e233b2f70e0f2a8e7db4e8?s=256&d=identicon&r=PG', 'display_name': 'Garret Wilson', 'link': 'https://stackoverflow.com/users/421049/garret-wilson'}",True,345,74376758.0,3,3,1668008757,1661526928,1661529950.0,73503205,CC BY-SA 4.0,https://stackoverflow.com/questions/73503205/why-all-these-hadoop-home-and-winutils-errors-with-spark-on-windows-if-hadoop,Why all these `HADOOP_HOME` and Winutils errors with Spark on Windows if Hadoop not used?,,,,,
32,"['java', 'spring', 'hibernate', 'spring-data-jpa']","{'account_id': 25909017, 'reputation': 92, 'user_id': 19633625, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e2114af84382f589b4161aed1af7706?s=256&d=identicon&r=PG', 'display_name': 'xuxianjin', 'link': 'https://stackoverflow.com/users/19633625/xuxianjin'}",True,2603,,3,4,1667980166,1660108349,1660138922.0,73300913,CC BY-SA 4.0,https://stackoverflow.com/questions/73300913/how-to-resolve-could-not-execute-statement-sql-n-a-nested-exception-is-org,How to resolve &quot;could not execute statement; SQL [n/a]; nested exception is org.hibernate.exception.SQLGrammarException: could not execute statement&quot;?,,,,,
33,"['java', 'maven', 'groovy']","{'account_id': 19068200, 'reputation': 97, 'user_id': 19692198, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz30Kd-9XuR8zVWLbMqaFrpW6MGKIZuw-Jz91Ah=k-s256', 'display_name': 'deewreck', 'link': 'https://stackoverflow.com/users/19692198/deewreck'}",False,65,,1,0,1667966175,1660668384,,73377499,CC BY-SA 4.0,https://stackoverflow.com/questions/73377499/class-files-missing-in-jar-after-maven-build,.class files missing in jar after maven build,,,,,
34,"['java', 'spring-boot', 'kotlin', 'amazon-elastic-beanstalk']","{'account_id': 9303498, 'reputation': 151, 'user_id': 15123161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f9fa484b69bf929ee67f02cd9013311?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marco', 'link': 'https://stackoverflow.com/users/15123161/marco'}",True,72,73442318.0,2,3,1667902489,1661116848,1661157707.0,73438308,CC BY-SA 4.0,https://stackoverflow.com/questions/73438308/aws-beanstalk-kotlin-spring-boot-nosuchmethodexception-main,AWS Beanstalk + Kotlin + Spring boot: NoSuchMethodException main(),,,,,
35,"['java', 'minecraft', 'stack-trace']","{'account_id': 21068507, 'reputation': 1, 'user_id': 15485206, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhM3lR3XvgmKTbEQSRRCQADrESUQyMkbQKrdSvD=k-s256', 'display_name': 'Carina Sophie', 'link': 'https://stackoverflow.com/users/15485206/carina-sophie'}",False,119,,1,-1,1667835899,1661787623,,73531250,CC BY-SA 4.0,https://stackoverflow.com/questions/73531250/minecraft-crashes-on-start-with-following-stacktrace-whats-the-best-way-of-fixi,Minecraft crashes on start with following stacktrace (Whats the best way of fixing it),,,,,
36,"['java', 'spring', 'spring-boot', 'spring-data-jpa', 'spring-jdbc']","{'account_id': 8932542, 'reputation': 11, 'user_id': 6664626, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6560db1a719e02ca70de107de164d587?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bryce', 'link': 'https://stackoverflow.com/users/6664626/bryce'}",False,500,,1,0,1667819952,1660166076,,73312803,CC BY-SA 4.0,https://stackoverflow.com/questions/73312803/could-not-determine-recommended-jdbctype-for-class,Could not determine recommended JdbcType for &lt;class&gt;,,,,,
37,"['java', 'intellij-idea', 'javadoc']","{'account_id': 15937362, 'reputation': 7, 'user_id': 11500153, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-bC9dh_Amw8w/AAAAAAAAAAI/AAAAAAAAAHk/Vt_1sTgLVhs/photo.jpg?sz=256', 'display_name': 'Mark c', 'link': 'https://stackoverflow.com/users/11500153/mark-c'}",False,869,,2,0,1667809201,1659522986,,73220285,CC BY-SA 4.0,https://stackoverflow.com/questions/73220285/intellij-how-to-fix-javadoc-error-invalid-flag-source-path,Intellij how to fix &quot;javadoc: error - invalid flag: --source-path&quot;,,,,,
38,"['java', 'android', 'gradle', 'symbols', 'resolve']","{'account_id': 26189175, 'reputation': 1, 'user_id': 19871279, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucrJCZrj-wQuQoE1OBc_2HWz3TEKuNCWgBuRohrN3g=k-s256', 'display_name': 'Abhishek Bapat', 'link': 'https://stackoverflow.com/users/19871279/abhishek-bapat'}",False,986,,1,0,1667767301,1661781524,,73529989,CC BY-SA 4.0,https://stackoverflow.com/questions/73529989/can-not-extract-resource-from-com-android-aaptcompiler-parsedresource74e9fb2d,Can not extract resource from com.android.aaptcompiler.ParsedResource@74e9fb2d,,,,,
39,"['java', 'tensorflow', 'machine-learning', 'nullpointerexception']","{'account_id': 7127472, 'reputation': 59, 'user_id': 5449923, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10153030779185736/picture?type=large', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/5449923/chris'}",False,70,,0,0,1667671686,1659781357,1659807297.0,73258930,CC BY-SA 4.0,https://stackoverflow.com/questions/73258930/imagelabeler-getting-nullpointerexception-but-no-arguments-null,ImageLabeler getting NullPointerException but no arguments null,,,,,
40,"['java', 'spring-boot', 'transactions', 'activemq', 'atomikos']","{'account_id': 24565173, 'reputation': 21, 'user_id': 18472407, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/104d2cbc2c64a5beae1852eac342e7b2?s=256&d=identicon&r=PG', 'display_name': 'juststeve', 'link': 'https://stackoverflow.com/users/18472407/juststeve'}",True,176,,1,2,1667606212,1661295477,,73465803,CC BY-SA 4.0,https://stackoverflow.com/questions/73465803/how-to-make-jmslistener-transactional-with-spring-boot-and-atomikos,How to make @JmsListener transactional (with Spring Boot and Atomikos)?,,,,,
41,"['java', 'postgresql', 'servlets', 'ember.js', 'httprequest']","{'account_id': 25930939, 'reputation': 332, 'user_id': 19652021, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlvRRO22rP3L-n8ltS90Jj3CrmkK2o2s91bO55S=k-s256', 'display_name': 'hariharan baskaran', 'link': 'https://stackoverflow.com/users/19652021/hariharan-baskaran'}",True,98,74312991.0,1,1,1667543492,1660808182,,73399134,CC BY-SA 4.0,https://stackoverflow.com/questions/73399134/how-to-send-data-from-java-servlet-to-ember-js-and-vice-versa,how to send data from java servlet to ember.js and vice versa,,,,,
42,"['java', 'tomcat', 'jaas', 'java.security']","{'account_id': 25930939, 'reputation': 332, 'user_id': 19652021, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlvRRO22rP3L-n8ltS90Jj3CrmkK2o2s91bO55S=k-s256', 'display_name': 'hariharan baskaran', 'link': 'https://stackoverflow.com/users/19652021/hariharan-baskaran'}",True,56,74312842.0,1,3,1667542209,1659944275,1659956526.0,73274346,CC BY-SA 4.0,https://stackoverflow.com/questions/73274346/couldnt-add-my-jaas-config-file-to-the-jdk-security-java-security,couldn&#39;t add my jaas config file to the jdk/security/java.security,,,,,
43,"['java', 'apache-spark', 'jdbc', 'databricks', 'azure-databricks']","{'account_id': 15175635, 'reputation': 21, 'user_id': 10950456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ef73f1de7b1f73832196400c8281cfd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chet', 'link': 'https://stackoverflow.com/users/10950456/chet'}",True,113,,1,0,1667491988,1660051717,1667491988.0,73292702,CC BY-SA 4.0,https://stackoverflow.com/questions/73292702/resultset-next-issue-with-com-simba-spark-jdbc42-driver,resultset.next() issue with com.simba.spark.jdbc42 driver,,,,,
44,"['java', 'elasticsearch', 'elasticsearch-java-api']","{'account_id': 26085169, 'reputation': 13, 'user_id': 19782790, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a3f9629c4b9f01414c362e6118a12fe?s=256&d=identicon&r=PG', 'display_name': 'Aki', 'link': 'https://stackoverflow.com/users/19782790/aki'}",True,206,73385966.0,2,1,1667483807,1660722924,1660723489.0,73384762,CC BY-SA 4.0,https://stackoverflow.com/questions/73384762/can-i-use-elasticsearch-java-with-elasticsearch-7-5-2,Can I use elasticsearch-java with elasticsearch 7.5.2?,,,,,
