,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,accepted_answer_id,content_license,protected_date,migrated_from
10,"['java', 'google-cloud-platform', 'google-cloud-storage']","{'account_id': 1189122, 'reputation': 13622, 'user_id': 1162409, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/YSzYR.jpg?s=256&g=1', 'display_name': 'San Jaisy', 'link': 'https://stackoverflow.com/users/1162409/san-jaisy'}",True,514,,1,0,1668448383,1615446220,,66577825,https://stackoverflow.com/questions/66577825/set-type-of-object-while-uploading-to-google-cloud-storage-using-java-library,,Set type of object while uploading to google cloud storage using java library,66577883.0,CC BY-SA 4.0,,
11,"['java', 'android', 'xml', 'android-layout']","{'account_id': 21067528, 'reputation': 51, 'user_id': 15484400, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d09651af1e5f4fb32d8a51ce92c52441?s=256&d=identicon&r=PG&f=1', 'display_name': 'fohibi', 'link': 'https://stackoverflow.com/users/15484400/fohibi'}",False,443,,1,4,1668264363,1616748651,1616748852.0,66813668,https://stackoverflow.com/questions/66813668/how-to-show-app-icon-in-action-send-intent-android,,How to show App icon in ACTION_SEND intent - android,,CC BY-SA 4.0,,
12,"['java', 'spring-boot', 'maven', 'kotlin', 'gradle']","{'account_id': 9149557, 'reputation': 1781, 'user_id': 6804605, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2a663bb126ccebb48e972b20043216e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'FredSuvn', 'link': 'https://stackoverflow.com/users/6804605/fredsuvn'}",False,356,,2,1,1668023094,1614570903,1614571837.0,66416425,https://stackoverflow.com/questions/66416425/cannot-generate-spring-boot-configuration-metadata-with-gradle,,Cannot generate Spring Boot configuration metadata with gradle,,CC BY-SA 4.0,,
13,"['java', 'spring-mvc', 'junit', 'mockmvc']","{'account_id': 1473199, 'reputation': 375, 'user_id': 1384237, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/dfdfe148cbd61788a87f7a43061a7f2a?s=256&d=identicon&r=PG', 'display_name': 'RASMiranda', 'link': 'https://stackoverflow.com/users/1384237/rasmiranda'}",True,566,,1,0,1667995215,1615824737,,66641634,https://stackoverflow.com/questions/66641634/spring-controller-modelandview-test-mockmvc-empty-response,,Spring Controller ModelAndView test MockMvc empty Response,66642383.0,CC BY-SA 4.0,,
14,"['java', 'spring', 'multithreading', 'spring-boot', 'java-threads']","{'account_id': 12261935, 'reputation': 137, 'user_id': 8949390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91d66a55e55c18fd8f27f6dd00157acb?s=256&d=identicon&r=PG&f=1', 'display_name': 'MAHIE', 'link': 'https://stackoverflow.com/users/8949390/mahie'}",False,785,,2,0,1667909956,1616391635,,66740833,https://stackoverflow.com/questions/66740833/completablefuture-thread-will-ever-be-closed-if-i-dont-call-join-method,,CompletableFuture thread will ever be closed if I don&#39;t call .join() method?,,CC BY-SA 4.0,,
15,"['java', 'android', 'android-recyclerview', 'rows', 'gridlayoutmanager']","{'account_id': 4313301, 'reputation': 35, 'user_id': 3523864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3523864', 'link': 'https://stackoverflow.com/users/3523864/user3523864'}",False,188,,0,0,1667858920,1615415684,1615419085.0,66573880,https://stackoverflow.com/questions/66573880/items-height-in-gridlayoutmanager-after-dynamic-action,,Items height in GridLayoutManager after dynamic action,,CC BY-SA 4.0,,
16,"['java', 'python', 'android', 'tensorflow', 'tensorflow-lite']","{'account_id': 20876281, 'reputation': 41, 'user_id': 15334979, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a65e6f3eca74dd845fc411ada1966e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex1338', 'link': 'https://stackoverflow.com/users/15334979/alex1338'}",True,2262,,2,2,1667840097,1614930885,,66488745,https://stackoverflow.com/questions/66488745/tensorflow-lite-android-object-detection-mobile-ssd-models-are-expected-to-ha,,"Tensorflow Lite Android Object Detection -- Mobile SSD models are expected to have exactly 4 outputs, found 8",66595929.0,CC BY-SA 4.0,,
17,"['java', 'android', 'android-fragmentactivity', 'layout-inflater', 'setcontentview']","{'account_id': 21093704, 'reputation': 31, 'user_id': 15505102, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GizBivX_4FBTOpRdQtKzZihqkUbtybITmVj-3SQOhs=k-s256', 'display_name': 'Ivan Vidussi', 'link': 'https://stackoverflow.com/users/15505102/ivan-vidussi'}",False,109,,1,2,1667828013,1617113205,,66872525,https://stackoverflow.com/questions/66872525/android-view-inflateexception-binary-xml-file-line-2,,android.view.InflateException: Binary XML file line #2,,CC BY-SA 4.0,,
18,"['java', 'spring-boot', 'maven', 'google-cloud-platform', 'google-cloud-logging']","{'account_id': 20113567, 'reputation': 1, 'user_id': 14749501, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjrbcebDW1ew2imwz9OOal8doHQDhdeYD_v9cUnvA=k-s256', 'display_name': 'Pablo Lievano Torres', 'link': 'https://stackoverflow.com/users/14749501/pablo-lievano-torres'}",False,1289,,2,0,1667325650,1615329057,1615501567.0,66555735,https://stackoverflow.com/questions/66555735/java-spring-boot-dont-connect-with-google-cloud-logging-requires-project-id,,"Java Spring Boot don&#39;t connect with Google Cloud Logging, requires project ID",,CC BY-SA 4.0,,
19,"['java', 'arrays', 'algorithm']","{'account_id': 19880392, 'reputation': 13, 'user_id': 14564531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1113b05359f831d8db57974a52c1aae0?s=256&d=identicon&r=PG&f=1', 'display_name': 'mariaILikeIt', 'link': 'https://stackoverflow.com/users/14564531/mariailikeit'}",True,711,,3,1,1667290250,1615753141,1667290250.0,66629126,https://stackoverflow.com/questions/66629126/most-efficient-way-to-find-all-pairs-from-given-integers-that-sum-up-to-target-v,,Most efficient way to find all pairs from given integers that sum up to target value with specific conditions,,CC BY-SA 4.0,,
20,"['java', 'linux', 'docker', 'yum']","{'account_id': 10300639, 'reputation': 113, 'user_id': 7599466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04a7bddedb9a2479538d2966e565c706?s=256&d=identicon&r=PG&f=1', 'display_name': 'DonJuanEco', 'link': 'https://stackoverflow.com/users/7599466/donjuaneco'}",False,4518,,1,1,1667070428,1614874821,,66479002,https://stackoverflow.com/questions/66479002/cant-install-openjdk-11-with-yum-in-container,,Can&#39;t install openjdk-11 with yum in container,,CC BY-SA 4.0,,
21,"['java', 'android', 'gradle', 'lombok']","{'account_id': 8395095, 'reputation': 370, 'user_id': 8967183, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh3.googleusercontent.com/-V1q1JzHA1fM/AAAAAAAAAAI/AAAAAAAAFb0/VIG4YPaMVS0/photo.jpg?sz=256', 'display_name': 'Pointyhat', 'link': 'https://stackoverflow.com/users/8967183/pointyhat'}",True,5986,,4,3,1666945874,1615992739,,66675531,https://stackoverflow.com/questions/66675531/lombok-issue-could-not-find-org-projectlombok,,Lombok issue - Could not find org.projectlombok,,CC BY-SA 4.0,,
22,"['java', 'aem', 'apache-felix', 'sling']","{'account_id': 17966389, 'reputation': 143, 'user_id': 13056188, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/150a246ff4cd8a5d7f898aa4e4e82bdc?s=256&d=identicon&r=PG&f=1', 'display_name': 'watopin', 'link': 'https://stackoverflow.com/users/13056188/watopin'}",True,410,,2,1,1666941714,1615335561,,66556618,https://stackoverflow.com/questions/66556618/how-to-create-jobconsumer-in-sling,,How to create JobConsumer in Sling?,66557815.0,CC BY-SA 4.0,,
23,"['java', 'spring-boot', 'properties-file', 'wiremock', 'spring-boot-2']","{'account_id': 471451, 'reputation': 105, 'user_id': 10471045, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6a4702b03c406a579e66747363ae9b3?s=256&d=identicon&r=PG', 'display_name': 'cool_ravi', 'link': 'https://stackoverflow.com/users/10471045/cool-ravi'}",True,4935,,3,4,1666793044,1616394767,1616395655.0,66741276,https://stackoverflow.com/questions/66741276/is-there-a-way-to-get-list-of-loaded-properties-file-in-springboot-application,,Is there a way to get list of loaded properties file in SpringBoot application?,,CC BY-SA 4.0,,
24,"['java', 'elasticsearch']","{'account_id': 6167520, 'reputation': 1416, 'user_id': 4806903, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://graph.facebook.com/938074019576852/picture?type=large', 'display_name': 'Sachin Sharma', 'link': 'https://stackoverflow.com/users/4806903/sachin-sharma'}",True,112,,1,0,1666475039,1616657614,1666475039.0,66794980,https://stackoverflow.com/questions/66794980/how-to-aggregate-on-size-of-nested-document-in-elasticsearch,,How to aggregate on size of nested document in ElasticSearch?,66796526.0,CC BY-SA 4.0,,
25,"['java', 'eclipse']","{'account_id': 20935122, 'reputation': 1, 'user_id': 15380443, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5ug6xOW3tlM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnXWWjTIXEay1aSy-3j7AUN4xR4qw/s96-c/photo.jpg?sz=256', 'display_name': 'Poop Fury', 'link': 'https://stackoverflow.com/users/15380443/poop-fury'}",False,55,,1,0,1666360639,1615543043,,66597723,https://stackoverflow.com/questions/66597723/eclipse-errors-wont-appear-or-disappear-unless-project-is-saved,,Eclipse errors won&#39;t appear or disappear unless project is saved,,CC BY-SA 4.0,,
26,"['java', 'jackson', 'deserialization']","{'account_id': 1295761, 'reputation': 10689, 'user_id': 1246870, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a3488ac45b71c2f0829a84d1f93a1d75?s=256&d=identicon&r=PG', 'display_name': 'avs099', 'link': 'https://stackoverflow.com/users/1246870/avs099'}",False,1870,,0,5,1666276860,1616675729,1616676213.0,66799618,https://stackoverflow.com/questions/66799618/jackson-object-mapper-missing-type-id-on-concrete-class-deserialization-wit,,Jackson Object Mapper - &quot;Missing type id &quot; on concrete class deserialization without explicit type info property,,CC BY-SA 4.0,,
27,"['java', 'intellij-idea', 'plugins', 'errorprone']","{'account_id': 5037011, 'reputation': 193, 'user_id': 4045503, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/217b0de724657c58ef174ca613429ed9?s=256&d=identicon&r=PG&f=1', 'display_name': 'zhianABCD', 'link': 'https://stackoverflow.com/users/4045503/zhianabcd'}",True,3121,,3,1,1666266345,1614735832,,66449565,https://stackoverflow.com/questions/66449565/java-plug-in-not-found-errorprone,,Java: plug-in not found: ErrorProne,,CC BY-SA 4.0,,
28,"['java', 'list']","{'account_id': 20996991, 'reputation': 13, 'user_id': 15428583, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3NGLr.jpg?s=256&g=1', 'display_name': 'Eva Lovia', 'link': 'https://stackoverflow.com/users/15428583/eva-lovia'}",True,143,,3,-2,1666181281,1616112479,1616401206.0,66700862,https://stackoverflow.com/questions/66700862/looping-through-list-and-removing-element-skipps-certain-elements,,looping through List and removing element skipps certain elements,66701300.0,CC BY-SA 4.0,,
29,"['java', 'jackson', 'swagger', 'openapi-generator']","{'account_id': 1716785, 'reputation': 133, 'user_id': 1573684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdee56fa31bb76b124a93e00232af90d?s=256&d=identicon&r=PG', 'display_name': 'Adrian Klimczak', 'link': 'https://stackoverflow.com/users/1573684/adrian-klimczak'}",False,291,,1,3,1666162912,1615995784,,66676450,https://stackoverflow.com/questions/66676450/swagger-ignored-the-required-field-for-generated-code,,Swagger ignored the required field for generated code,,CC BY-SA 4.0,,
30,"['java', 'maven', 'apache-spark', 'junit']","{'account_id': 20713103, 'reputation': 286, 'user_id': 15209268, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c26a62466f62290a2288515f7a999d97?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oded', 'link': 'https://stackoverflow.com/users/15209268/oded'}",True,395,,2,2,1666072792,1614619118,1666072792.0,66426624,https://stackoverflow.com/questions/66426624/how-to-compile-spark-testing-base-in-java-project-built-with-maven,,How to compile spark-testing-base in Java project built with maven?,68174989.0,CC BY-SA 4.0,,
31,"['java', 'spring', 'spring-boot', 'maven']","{'account_id': 12061122, 'reputation': 650, 'user_id': 8820118, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f0db6ebcf40e3af6bd4930fc37e2e73?s=256&d=identicon&r=PG&f=1', 'display_name': 'nosTa', 'link': 'https://stackoverflow.com/users/8820118/nosta'}",True,972,,3,2,1665852742,1615214306,1615217756.0,66531788,https://stackoverflow.com/questions/66531788/maven-spring-boot-application-startup-failed-jmxautoconfiguration-mbeanexporte,,Maven Spring Boot Application startup failed - JmxAutoConfiguration.mbeanExporter,,CC BY-SA 4.0,,
32,"['java', 'spring', 'spring-boot', 'hibernate', 'hibernate-types']","{'account_id': 8312986, 'reputation': 183, 'user_id': 6247366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4dcd5be94ae6cdd0d924e674db4ad8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Julius Koljonen', 'link': 'https://stackoverflow.com/users/6247366/julius-koljonen'}",True,2805,,4,4,1665704998,1615903245,,66656772,https://stackoverflow.com/questions/66656772/use-jackson-objectmapper-configured-by-spring-boot-in-hibernate,,Use Jackson Objectmapper configured by Spring boot in Hibernate,,CC BY-SA 4.0,,
33,"['java', 'gradle']","{'account_id': 12004122, 'reputation': 11, 'user_id': 8782958, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-wsxS7OuGzZM/AAAAAAAAAAI/AAAAAAAAAGc/_TD65YlrGSY/photo.jpg?sz=256', 'display_name': 'G&#246;khan Duran', 'link': 'https://stackoverflow.com/users/8782958/g%c3%b6khan-duran'}",False,8487,,1,1,1665684060,1615278340,,66543244,https://stackoverflow.com/questions/66543244/cause-zip-end-header-not-found,,Cause: zip END header not found,,CC BY-SA 4.0,,
34,"['java', 'spring', 'string', 'jwt', 'token']","{'account_id': 19670013, 'reputation': 103, 'user_id': 14399455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1643579a4d3df42bc174eafda0e80710?s=256&d=identicon&r=PG&f=1', 'display_name': 'wishyouwerehere', 'link': 'https://stackoverflow.com/users/14399455/wishyouwerehere'}",True,13656,,2,5,1665568308,1615303358,,66549737,https://stackoverflow.com/questions/66549737/how-to-check-if-a-jwt-token-has-expired-without-throw-exceptions,,How to check if a JWT Token has expired without throw exceptions?,66550344.0,CC BY-SA 4.0,,
35,"['javascript', 'java', 'spring', 'spring-mvc']","{'account_id': 19829623, 'reputation': 69, 'user_id': 14524509, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh5fZkQr9kU0nzFfOESF3oDRnytpeVJPD5tQfhk-Q=k-s256', 'display_name': 'Steve Green', 'link': 'https://stackoverflow.com/users/14524509/steve-green'}",False,579,,1,2,1665502901,1616359958,1665502901.0,66737412,https://stackoverflow.com/questions/66737412/spring-controller-gives-bad-request-400,,Spring controller gives bad request 400,,CC BY-SA 4.0,,
36,"['java', 'sql-server', 'spring-boot', 'spring-data-jpa', 'hikaricp']","{'account_id': 1763375, 'reputation': 561, 'user_id': 1609846, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/2b305963b446b44de7384cabe8926ef9?s=256&d=identicon&r=PG', 'display_name': 'SudeepShakya', 'link': 'https://stackoverflow.com/users/1609846/sudeepshakya'}",True,1733,,1,2,1665468589,1617192889,1617198900.0,66887695,https://stackoverflow.com/questions/66887695/best-practices-for-hikari-cp-configuration-for-sql-server-for-high-performance-a,,Best practices for Hikari CP configuration for SQL Server for high performance and high traffic load,,CC BY-SA 4.0,,
37,"['java', 'visual-studio-code', 'vscode-settings', 'eclipse-formatter']","{'account_id': 1473576, 'reputation': 197, 'user_id': 1384536, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/aXW82.jpg?s=256&g=1', 'display_name': 'Albert Scholtz', 'link': 'https://stackoverflow.com/users/1384536/albert-scholtz'}",True,492,,2,3,1665432466,1614666092,,66434283,https://stackoverflow.com/questions/66434283/vscode-eclipse-formatter-setting-to-align-method-parameters,,Vscode eclipse formatter setting to align method parameters,66435031.0,CC BY-SA 4.0,,
38,"['java', 'spring-security', 'openapi', 'user-roles', 'springdoc']","{'account_id': 15930339, 'reputation': 71, 'user_id': 11494882, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VA9lY.jpg?s=256&g=1', 'display_name': 'Phipsll', 'link': 'https://stackoverflow.com/users/11494882/phipsll'}",False,10231,,1,5,1665363720,1614933845,,66489351,https://stackoverflow.com/questions/66489351/enabling-swagger-springdoc-openapi-ui-openapi-3-0-with-spring-security-canno,,Enabling Swagger springdoc-openapi-ui (OpenAPI 3.0) with Spring Security - Cannot access swagger-ui.html (401),,CC BY-SA 4.0,,
39,"['java', 'spring', 'spring-boot']","{'account_id': 5439286, 'reputation': 94, 'user_id': 4327782, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/66365efb6a9c08309197e73c8a01a773?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raj Parekh', 'link': 'https://stackoverflow.com/users/4327782/raj-parekh'}",True,507,,2,0,1665337139,1616592480,,66782093,https://stackoverflow.com/questions/66782093/org-springframework-beans-factory-unsatisfieddependencyexception-error-creating,,org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name &#39;brightspotService&#39;,66794409.0,CC BY-SA 4.0,,
40,"['java', 'android']","{'account_id': 19204699, 'reputation': 390, 'user_id': 14031849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/814eca5f569e2696624ce0f8a2db0779?s=256&d=identicon&r=PG&f=1', 'display_name': 'Encycode', 'link': 'https://stackoverflow.com/users/14031849/encycode'}",True,1856,,3,7,1665044841,1616387069,,66740314,https://stackoverflow.com/questions/66740314/error-upgrade-fragment-version-to-at-least-1-3-0-invalidfragmentversionforact,,Error: Upgrade Fragment version to at least 1.3.0. [InvalidFragmentVersionForActivityResult],66740530.0,CC BY-SA 4.0,,
41,"['java', 'spring', 'spring-boot', 'jetty', 'wiremock']","{'account_id': 5653578, 'reputation': 2773, 'user_id': 4473386, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh3.googleusercontent.com/-2UyVuFaIHj8/AAAAAAAAAAI/AAAAAAAAAPc/W_botOh5vaY/photo.jpg?sz=256', 'display_name': 'Dmytro Chasovskyi', 'link': 'https://stackoverflow.com/users/4473386/dmytro-chasovskyi'}",True,1431,,3,2,1664966878,1615823579,1615897887.0,66641334,https://stackoverflow.com/questions/66641334/how-to-resolve-nested-exception-is-java-lang-noclassdeffounderror-org-eclipse-j,,How to resolve nested exception is java.lang.NoClassDefFoundError: org/eclipse/jetty/server/session/SessionDataStore?,66659037.0,CC BY-SA 4.0,,
42,"['java', 'spring-boot', 'hibernate', 'jpa']","{'account_id': 10336867, 'reputation': 31, 'user_id': 7624680, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ccbcf443a80e946bee24dda5da800f91?s=256&d=identicon&r=PG&f=1', 'display_name': 'NubMaster', 'link': 'https://stackoverflow.com/users/7624680/nubmaster'}",True,988,,2,3,1664957351,1615176958,1615185801.0,66524227,https://stackoverflow.com/questions/66524227/columnnullable-false-validating-the-null-check-at-application-level,,@Column(nullable=false) validating the null check at application level,,CC BY-SA 4.0,,
43,"['java', 'python', 'json', 'csv']","{'account_id': 20716598, 'reputation': 11, 'user_id': 15211865, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3ID1G8f0DO4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck1kx3JY0LIJkHyRUTcNh4-b7ud3A/s96-c/photo.jpg?sz=256', 'display_name': 'rr1_Infinity', 'link': 'https://stackoverflow.com/users/15211865/rr1-infinity'}",True,113,,4,0,1664898274,1616663180,1616664008.0,66796180,https://stackoverflow.com/questions/66796180/how-to-convert-a-csv-into-json-using-python-or-java-the-csv-is-representation-o,,how to convert a CSV into JSON using Python Or Java. The csv is representation of a nested JSON (Containing array of json objects and nested objects),,CC BY-SA 4.0,,
44,"['java', 'spring-boot', 'thymeleaf']","{'account_id': 19722418, 'reputation': 13, 'user_id': 14439654, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-0dz96s3XA40/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnaTs7acKNwejjbQX02-ybZlOXGAQ/s96-c/photo.jpg?sz=256', 'display_name': 'Jake Wilson', 'link': 'https://stackoverflow.com/users/14439654/jake-wilson'}",False,8676,,2,0,1664741180,1617056962,1617098699.0,66862481,https://stackoverflow.com/questions/66862481/failed-convert-value-of-type-java-lang-string-to-required-type-java-lang-long,,Failed convert value of type &#39;java.lang.String&#39; to required type &#39;java.lang.Long&#39; nested excep java.lang.NumberFormatException For input string &quot;null&quot;,,CC BY-SA 4.0,,
