,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
10,"['java', 'keycloak']","{'account_id': 2860791, 'reputation': 1351, 'user_id': 2456113, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/ae5fdd7f63c5062d5bd6d010556e9f38?s=256&d=identicon&r=PG', 'display_name': 'kulatamicuda', 'link': 'https://stackoverflow.com/users/2456113/kulatamicuda'}",True,11464,1,9,1668134696,1567695012,57808046,CC BY-SA 4.0,https://stackoverflow.com/questions/57808046/does-keycloak-support-basic-authentication,Does Keycloak support basic Authentication?,,57819293.0,,,,
11,"['java', 'android', 'using']","{'account_id': 10052736, 'reputation': 17, 'user_id': 7431999, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GRv2M.jpg?s=256&g=1', 'display_name': 'PRAVAS DAS', 'link': 'https://stackoverflow.com/users/7431999/pravas-das'}",False,223,3,-5,1667826536,1569412828,58097868,CC BY-SA 4.0,https://stackoverflow.com/questions/58097868/how-to-remove-highcharts-com,How to remove Highcharts.com?,1569826536.0,,,,,
12,"['java', 'intellij-idea']","{'account_id': 2358514, 'reputation': 8834, 'user_id': 2065796, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/myEf4.jpg?s=256&g=1', 'display_name': 'Sasha Shpota', 'link': 'https://stackoverflow.com/users/2065796/sasha-shpota'}",True,1515,1,10,1667724582,1568116404,57870236,CC BY-SA 4.0,https://stackoverflow.com/questions/57870236/intellij-search-and-replace-var-declarations-with-actual-types,IntelliJ: search and replace &#39;var&#39; declarations with actual types,1568118958.0,57870481.0,,,,
13,"['java', 'visual-studio-code']","{'account_id': 16009454, 'reputation': 619, 'user_id': 11554082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf4fab4aaa89d44fa6fb8b04634ed72f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dani', 'link': 'https://stackoverflow.com/users/11554082/dani'}",True,78668,14,23,1667668977,1568046345,57857855,CC BY-SA 4.0,https://stackoverflow.com/questions/57857855/could-not-find-or-load-main-class-vs-code,Could not find or load main class - VS Code,1568047945.0,,,,,
14,"['java', 'selenium', 'selenium-webdriver', 'amazon-ec2', 'selenium-grid']","{'account_id': 10585678, 'reputation': 185, 'user_id': 7798124, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://graph.facebook.com/1257007607730154/picture?type=large', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/7798124/peter'}",False,8518,2,1,1667448425,1567574625,57781945,CC BY-SA 4.0,https://stackoverflow.com/questions/57781945/specify-the-port-chromedriver-runs,Specify the port ChromeDriver runs,,,,,,
15,"['java', 'spring', 'spring-boot', 'cloud-foundry']","{'account_id': 16248800, 'reputation': 13, 'user_id': 11733257, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de6ffcaf0fa515c9626eccb257b8c8bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Erlangga', 'link': 'https://stackoverflow.com/users/11733257/erlangga'}",True,7640,2,1,1667438291,1569164765,58050476,CC BY-SA 4.0,https://stackoverflow.com/questions/58050476/failed-to-make-tcp-connection-to-port-8080-while-push-to-pivotal,Failed to make TCP connection to port 8080 while push to pivotal,1592644375.0,58135793.0,,,,
16,"['java', 'spring-boot', 'unit-testing', 'asynchronous', 'assertj']","{'account_id': 1200383, 'reputation': 1464, 'user_id': 1171170, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/8bc9e9a6090eb98083745aa52d0fd65c?s=256&d=identicon&r=PG', 'display_name': 'JiKra', 'link': 'https://stackoverflow.com/users/1171170/jikra'}",True,4802,2,1,1667214799,1568113437,57869463,CC BY-SA 4.0,https://stackoverflow.com/questions/57869463/testing-async-annotated-method-in-springboottest,Testing @Async annotated method in @SpringBootTest,1667214799.0,57871263.0,,,,
17,"['java', 'gis', 'geotools']","{'account_id': 483698, 'reputation': 153, 'user_id': 898917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fdb6dde3c645a37ecd45359001d8215?s=256&d=identicon&r=PG', 'display_name': 'Yemi Kudaisi', 'link': 'https://stackoverflow.com/users/898917/yemi-kudaisi'}",False,66,1,1,1667206842,1567776144,57822880,CC BY-SA 4.0,https://stackoverflow.com/questions/57822880/why-does-udigs-rendered-map-look-much-better-than-mine,Why does uDig&#39;s rendered map look much better than mine,1667206842.0,,,,,
18,"['java', 'android', 'deployment', 'keystore', 'fastlane']","{'account_id': 2929491, 'reputation': 484, 'user_id': 2510116, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/yoYc4.jpg?s=256&g=1', 'display_name': 'Rooh Al-mahaba', 'link': 'https://stackoverflow.com/users/2510116/rooh-al-mahaba'}",True,4279,3,11,1667140998,1567617645,57793148,CC BY-SA 4.0,https://stackoverflow.com/questions/57793148/how-to-fix-fastlane-error-keystore-file-keystore-jks-not-found-for-signing-co,how to fix fastlane error: Keystore file &#39;keystore.jks&#39; not found for signing config &#39;externalOverride&#39;.?,,68492322.0,,,,
19,"['java', 'spring', 'lombok', 'inject']","{'account_id': 12232105, 'reputation': 300, 'user_id': 8927753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f539270b56a4853ea77a8418a30559a?s=256&d=identicon&r=PG&f=1', 'display_name': 'rishabhjainps', 'link': 'https://stackoverflow.com/users/8927753/rishabhjainps'}",True,18944,4,14,1666941584,1567776083,57822861,CC BY-SA 4.0,https://stackoverflow.com/questions/57822861/what-is-the-difference-between-requiredargsconstructoronconstructor-inj,What is the difference between @RequiredArgsConstructor(onConstructor = @__(@Inject)) and @RequiredArgsConstructor?,1567777373.0,57822939.0,,,,
20,"['java', 'spring-boot', 'tomcat8']","{'account_id': 299665, 'reputation': 1663, 'user_id': 606376, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/977613694c69db3621dc0328810c65f4?s=256&d=identicon&r=PG', 'display_name': 'Paul Grenyer', 'link': 'https://stackoverflow.com/users/606376/paul-grenyer'}",True,4392,2,2,1666896465,1567610917,57791571,CC BY-SA 4.0,https://stackoverflow.com/questions/57791571/springboot-springboot-2-2-spring-webapplicationinitializers-detected-on-clas,Springboot -&gt; Springboot 2: 2 Spring WebApplicationInitializers detected on classpath,,57792894.0,,,,
21,"['java', 'velocity', 'velocity-template-language']","{'account_id': 3271425, 'reputation': 2043, 'user_id': 2754724, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Crusaderpyro', 'link': 'https://stackoverflow.com/users/2754724/crusaderpyro'}",True,604,3,1,1666769508,1567661562,57798972,CC BY-SA 4.0,https://stackoverflow.com/questions/57798972/create-a-reusable-parse-method-which-uses-velocity,Create a reusable parse method which uses velocity,1567682959.0,57799380.0,,,,
22,"['java', 'lisp', 'common-lisp']","{'account_id': 1819030, 'reputation': 51, 'user_id': 2976381, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZJ9Oc.jpg?s=256&g=1', 'display_name': 'Kerry M. Soileau', 'link': 'https://stackoverflow.com/users/2976381/kerry-m-soileau'}",True,94,2,2,1666651776,1569321845,58078533,CC BY-SA 4.0,https://stackoverflow.com/questions/58078533/calling-the-java-compiler-from-a-common-lisp-application-on-java-source-created,"Calling the Java compiler from a Common Lisp application, on Java source created by the Lisp application",1666651776.0,,,,,
23,"['java', 'spring', 'spring-security']","{'account_id': 3399605, 'reputation': 897, 'user_id': 2852193, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'anathema', 'link': 'https://stackoverflow.com/users/2852193/anathema'}",True,10928,1,4,1666587870,1567565717,57780908,CC BY-SA 4.0,https://stackoverflow.com/questions/57780908/what-does-the-authorizerequests-in-spring-security-do,What does the authorizeRequests in Spring Security do?,1567577212.0,,,,,
24,"['java', 'spring-jdbc', 'named-parameters', 'unnest']","{'account_id': 12956740, 'reputation': 51, 'user_id': 9367332, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b22ffa7128e5d4522e749647faabebf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ruslan S', 'link': 'https://stackoverflow.com/users/9367332/ruslan-s'}",True,2749,2,2,1666205646,1567631190,57795638,CC BY-SA 4.0,https://stackoverflow.com/questions/57795638/no-value-supplied-for-the-sql-parameter-added,"No value supplied for the SQL parameter, &#39;]&#39; added",,,,,,
25,"['java', 'itext']","{'account_id': 10024751, 'reputation': 1, 'user_id': 7413217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29b6952f0b05cdb0b0e6476da9317f7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rahul.Raj', 'link': 'https://stackoverflow.com/users/7413217/rahul-raj'}",False,423,1,0,1666164641,1567489770,57765709,CC BY-SA 4.0,https://stackoverflow.com/questions/57765709/kannada-font-issue-in-pdf-genration-with-itext,Kannada font issue in pdf genration with itext,1567491553.0,,,,,
26,"['java', 'eclipse', 'gradle']","{'account_id': 10605407, 'reputation': 527, 'user_id': 9580792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75a9ceb68dc7675a96e368393b23c1ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'LTM', 'link': 'https://stackoverflow.com/users/9580792/ltm'}",True,11464,2,7,1665994988,1569461459,58108404,CC BY-SA 4.0,https://stackoverflow.com/questions/58108404/could-not-run-phased-build-action-using-gradle-distribution-eclipse,Could not run phased build action using gradle distribution - eclipse,,,,,,
27,"['java', 'rest']","{'account_id': 9148261, 'reputation': 11, 'user_id': 6803637, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-aZINEC8ptFs/AAAAAAAAAAI/AAAAAAAABqQ/_iZ70e4bwNk/photo.jpg?sz=256', 'display_name': 'Tushar Pawar', 'link': 'https://stackoverflow.com/users/6803637/tushar-pawar'}",False,8443,1,0,1665950540,1567689862,57806532,CC BY-SA 4.0,https://stackoverflow.com/questions/57806532/how-to-post-a-multipart-form-data-with-files-in-a-rest-api,How to POST a multipart/form data with files in a REST API,1567754780.0,,,,,
28,"['java', 'eclipse']","{'account_id': 6392773, 'reputation': 135, 'user_id': 4958288, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/347887884f7ca31f185ef15a08e09ba0?s=256&d=identicon&r=PG&f=1', 'display_name': 'A6SE', 'link': 'https://stackoverflow.com/users/4958288/a6se'}",False,335,3,0,1665810402,1568663914,57963645,CC BY-SA 4.0,https://stackoverflow.com/questions/57963645/deleting-java-project-and-then-creating-the-same-one-in-the-same-directory-ecl,Deleting Java project and then creating the same one in the same directory - Eclipse,1568705211.0,,,,,
29,"['java', 'netbeans-11']","{'account_id': 14318721, 'reputation': 1945, 'user_id': 10342778, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/U9HsS.jpg?s=256&g=1', 'display_name': 'Ahmad Anis', 'link': 'https://stackoverflow.com/users/10342778/ahmad-anis'}",True,27786,5,13,1665749841,1569662147,58144934,CC BY-SA 4.0,https://stackoverflow.com/questions/58144934/netbeans-ide-11-cannot-access-java-lang-fatal-error-unable-to-find-package-java,Netbeans IDE 11 cannot access java.lang Fatal Error: Unable to find package java.lang in classpath or bootclasspath,1599920105.0,,,,,
30,"['java', 'spring', 'intellij-idea', 'junit', 'yaml']","{'account_id': 11052913, 'reputation': 21, 'user_id': 8120251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/605de9d7bc4977b98bf8b39d8ad28c7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leonardo Bugoni', 'link': 'https://stackoverflow.com/users/8120251/leonardo-bugoni'}",False,1026,1,2,1665600421,1568730450,57976470,CC BY-SA 4.0,https://stackoverflow.com/questions/57976470/failed-to-load-property-source-from-location-classpath-application-yml,Failed to load property source from location &#39;classpath:/application.yml&#39;,,,,,,
31,"['java', 'spring', 'spring-boot', 'spring-webflux']","{'account_id': 16777190, 'reputation': 351, 'user_id': 12128183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/952f1443ccee260227b94afda40fecbf?s=256&d=identicon&r=PG&f=1', 'display_name': 'cgaskill', 'link': 'https://stackoverflow.com/users/12128183/cgaskill'}",True,14266,5,17,1665501220,1569552580,58127132,CC BY-SA 4.0,https://stackoverflow.com/questions/58127132/how-to-perform-an-action-only-if-the-mono-is-empty-and-throw-an-error-if-not-emp,How to perform an action only if the Mono is empty and throw an error if not empty,1627416537.0,58142819.0,,,,
32,"['java', 'docker', 'debian']","{'account_id': 15893950, 'reputation': 187, 'user_id': 11468190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a394077db701f34cb344505fb093d90?s=256&d=identicon&r=PG&f=1', 'display_name': 'CodeSauce', 'link': 'https://stackoverflow.com/users/11468190/codesauce'}",True,16122,3,22,1665500656,1569807920,58160597,CC BY-SA 4.0,https://stackoverflow.com/questions/58160597/docker-fails-with-sub-process-usr-bin-dpkg-returned-an-error-code-1,Docker fails with Sub-process /usr/bin/dpkg returned an error code (1),1569824525.0,58161790.0,,,,
33,"['java', 'spring-boot']","{'account_id': 14112544, 'reputation': 35, 'user_id': 10195009, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-DiWa4k1wgdU/AAAAAAAAAAI/AAAAAAAAACw/xQoODrvURw8/photo.jpg?sz=256', 'display_name': 'nguyen thanh', 'link': 'https://stackoverflow.com/users/10195009/nguyen-thanh'}",True,7272,3,1,1665384762,1567505972,57769675,CC BY-SA 4.0,https://stackoverflow.com/questions/57769675/how-to-valid-duplicate-element-in-a-list-in-java-spring,How to valid duplicate element in a list in java spring?,,57770287.0,,,,
34,"['java', 'substring', 'charat']","{'account_id': 16722487, 'reputation': 1, 'user_id': 12086998, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-VPGHHLmNgMU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdRmnBGKN9IlXYWMWa2PulDeTa1xQ/photo.jpg?sz=256', 'display_name': 'jannCann', 'link': 'https://stackoverflow.com/users/12086998/janncann'}",True,2058,2,-1,1665356117,1568837243,58000049,,https://stackoverflow.com/questions/58000049/how-to-fix-exception-in-thread-main-java-lang-stringindexoutofboundsexception,How to fix &quot;Exception in thread &quot;main&quot; java.lang.StringIndexOutOfBoundsException: String index out of range: 5&quot; problem in Java,1568837939.0,58000243.0,,1665356098.0,Duplicate,
35,"['java', 'android', 'android-studio', 'kotlin']","{'account_id': 13920211, 'reputation': 23, 'user_id': 12132123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d7b22d88fb5983f81eda9459609925e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frigglefrack', 'link': 'https://stackoverflow.com/users/12132123/frigglefrack'}",True,5658,2,2,1665218099,1569607624,58139525,CC BY-SA 4.0,https://stackoverflow.com/questions/58139525/android-studio-function-invocation-button-expected,Android Studio &quot;Function invocation &#39;Button(...) expected&quot;,1569611855.0,58139654.0,,,,
36,"['java', 'string-concatenation']","{'account_id': 14127354, 'reputation': 117, 'user_id': 10206199, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-L9CNKZekJzs/AAAAAAAAAAI/AAAAAAAAD8I/D4qb7A07nLg/photo.jpg?sz=256', 'display_name': 'Ryan Chng', 'link': 'https://stackoverflow.com/users/10206199/ryan-chng'}",True,2253,1,3,1665157710,1568606831,57950252,CC BY-SA 4.0,https://stackoverflow.com/questions/57950252/is-there-a-way-to-concatenate-java-strings-in-less-than-on-time,Is there a way to concatenate Java strings in less than O(n) time?,1665157710.0,57950396.0,,,,
37,"['java', 'spring-boot', 'jsp', 'thymeleaf']","{'account_id': 11971792, 'reputation': 71, 'user_id': 8760080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80d0d9db3c52b9048988f12955b02101?s=256&d=identicon&r=PG&f=1', 'display_name': 'OrangeFlavour', 'link': 'https://stackoverflow.com/users/8760080/orangeflavour'}",False,3908,3,1,1665147285,1568033545,57854452,CC BY-SA 4.0,https://stackoverflow.com/questions/57854452/converting-jsp-to-thymleaf-attribute-name-cannot-be-null-or-empty,Converting JSP to Thymleaf: Attribute Name cannot be Null or Empty,1568034039.0,,,,,
38,"['java', 'maven', 'selenium', 'testng', 'azure-pipelines-release-pipeline']","{'account_id': 6225104, 'reputation': 3182, 'user_id': 4843624, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b363917b766bdbeded2337155821b968?s=256&d=identicon&r=PG&f=1', 'display_name': 'progonkpa', 'link': 'https://stackoverflow.com/users/4843624/progonkpa'}",False,8396,2,1,1665101045,1567692519,57807346,CC BY-SA 4.0,https://stackoverflow.com/questions/57807346/run-java-selenium-tests-in-azure-devops-release-pipeline,Run Java Selenium tests in Azure DevOps release pipeline,1568097639.0,,,,,
39,"['java', 'unit-testing', 'quarkus']","{'account_id': 16667743, 'reputation': 51, 'user_id': 12045995, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-aFG3hGTZQKM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcr4CP8sC3t_-ZsHiAlGpMZm_N46A/photo.jpg?sz=256', 'display_name': 'cstdev', 'link': 'https://stackoverflow.com/users/12045995/cstdev'}",True,7607,3,5,1665050855,1568110194,57868543,CC BY-SA 4.0,https://stackoverflow.com/questions/57868543/how-to-inject-mock-for-only-one-test-case-with-quarkus-restassured,How to inject mock for only one test case with Quarkus/RestAssured,1627908631.0,,,,,
40,"['java', 'database', 'oracle', 'spring-boot', 'oracle-cloud-infrastructure']","{'account_id': 16704305, 'reputation': 11, 'user_id': 12073168, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCtKn7mQUReUBavvCoCpb47zk8qLH-S6zA7pdz3=k-s256', 'display_name': 'Siddhant Gupta', 'link': 'https://stackoverflow.com/users/12073168/siddhant-gupta'}",False,1027,1,1,1665007966,1568623506,57953262,CC BY-SA 4.0,https://stackoverflow.com/questions/57953262/i-am-trying-to-connect-to-oracle-atp-database-using-jdbc-thin-client-in-an-sprin,"I am trying to connect to Oracle ATP database using JDBC thin client in an spring-boot app, but getting error: Authentication lapse",1568624393.0,,,,,
41,"['java', 'spring', 'spring-boot']","{'account_id': 15755381, 'reputation': 171, 'user_id': 11368709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06f3fb8f8bb7d9e259de853f7a0462e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'ddavidik', 'link': 'https://stackoverflow.com/users/11368709/ddavidik'}",True,31677,7,17,1664706060,1567382776,57750294,CC BY-SA 4.0,https://stackoverflow.com/questions/57750294/class-loader-error-unnamed-module-of-loader-org-springframework-boot-devtools,Class loader error - unnamed module of loader org.springframework.boot.devtools.restart.classloader.RestartClassLoader,1567388363.0,,,,,
42,"['java', 'sql-server', 'docker', 'jdbc', 'camunda']","{'account_id': 354947, 'reputation': 30794, 'user_id': 1014217, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/6zW1x.jpg?s=256&g=1', 'display_name': 'Luis Valencia', 'link': 'https://stackoverflow.com/users/1014217/luis-valencia'}",True,2514,2,6,1664435538,1568019123,57850669,CC BY-SA 4.0,https://stackoverflow.com/questions/57850669/java-lang-classnotfoundexception-unable-to-load-class-com-microsoft-sqlserver,java.lang.ClassNotFoundException: Unable to load class: com.microsoft.sqlserver.jdbc.SQLServerDriver on new docker container,1568112601.0,57850721.0,,,,
43,"['java', 'curl', 'okhttp']","{'account_id': 14392309, 'reputation': 47, 'user_id': 10396598, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-IYjU899v75E/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DXEtkfJtmFaDe3P3QtyDAAkGPuVNA/mo/photo.jpg?sz=256', 'display_name': 'Dawid Kowalski', 'link': 'https://stackoverflow.com/users/10396598/dawid-kowalski'}",True,2252,2,0,1664423055,1569053276,58038417,CC BY-SA 4.0,https://stackoverflow.com/questions/58038417/how-to-map-curl-into-java-okhttp,How to map curl into java okhttp?,,58038585.0,,,,
44,"['java', 'selenium', 'selenium-webdriver', 'automation']","{'account_id': 11783843, 'reputation': 53, 'user_id': 11763868, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0be5229e152115a8cc37d552d59dcf5f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aalia Sajana', 'link': 'https://stackoverflow.com/users/11763868/aalia-sajana'}",True,2894,2,1,1664379909,1569555030,58127462,CC BY-SA 4.0,https://stackoverflow.com/questions/58127462/how-to-highlight-element-in-selenium-java-in-page-object-mode,How to highlight element in Selenium- Java in Page Object Mode?,1569571580.0,,,,,
45,"['java', 'selenium', 'selenium-webdriver', 'automated-tests', 'geckodriver']","{'account_id': 16701590, 'reputation': 51, 'user_id': 12071180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26fcfd0fa2d5c05dcbdb3937ca542887?s=256&d=identicon&r=PG&f=1', 'display_name': 'George', 'link': 'https://stackoverflow.com/users/12071180/george'}",False,12030,1,5,1664334335,1568575346,57947509,CC BY-SA 4.0,https://stackoverflow.com/questions/57947509/cant-find-profile-directory-error-while-running-some-tests-in-a-firefox-brows,&quot;Can&#39;t find profile directory&quot; error while running some tests in a Firefox browser window by Selenium,1568579104.0,,,,,
