,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,locked_date
10,"['java', 'generics', 'instanceof', 'typechecking']","{'account_id': 49568, 'reputation': 116466, 'user_id': 147601, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/3bnPx.jpg?s=256&g=1', 'display_name': 'Nick Heiner', 'link': 'https://stackoverflow.com/users/147601/nick-heiner'}",True,213372,1570099.0,9,161,1665519272,1255575603,1365886985.0,1570073,CC BY-SA 3.0,https://stackoverflow.com/questions/1570073/java-instanceof-and-generics,Java: Instanceof and Generics,,,,,
11,"['java', 'database', 'hibernate', 'paging']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,20731,1600258.0,6,12,1664296817,1256124170,1256125508.0,1600215,CC BY-SA 2.5,https://stackoverflow.com/questions/1600215/implementing-result-paging-in-hibernate-getting-total-number-of-rows,Implementing result paging in hibernate (getting total number of rows),,,,,
12,"['java', 'matlab', 'https', 'ssl-certificate', 'urlread']","{'account_id': 10206, 'reputation': 3402, 'user_id': 19172, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3554b6603fe848d7853c6bc6d74757bc?s=256&d=identicon&r=PG', 'display_name': 'Ian Hopkinson', 'link': 'https://stackoverflow.com/users/19172/ian-hopkinson'}",True,11994,1640099.0,3,7,1663764130,1256746165,1460140021.0,1638275,CC BY-SA 3.0,https://stackoverflow.com/questions/1638275/handling-an-invalid-security-certificate-using-matlabs-urlread-command,Handling an invalid security certificate using MATLAB&#39;s urlread command,,,,,
13,"['java', 'generics', 'mockito']","{'account_id': 61543, 'reputation': 6041, 'user_id': 183362, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/22fe5ae8af7189ac8276be26f5d9e1f2?s=256&d=identicon&r=PG', 'display_name': 'Tim Clemons', 'link': 'https://stackoverflow.com/users/183362/tim-clemons'}",True,248321,1652738.0,12,367,1663238384,1256942932,,1652692,CC BY-SA 2.5,https://stackoverflow.com/questions/1652692/using-mockito-to-mock-classes-with-generic-parameters,Using Mockito to mock classes with generic parameters,,,,,
14,"['java', 'oop', 'setter', 'getter', 'abstraction']","{'account_id': 61266, 'reputation': 38402, 'user_id': 182690, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/de893f8241f722520a6fd3a967733ef7?s=256&d=identicon&r=PG', 'display_name': 'Dean J', 'link': 'https://stackoverflow.com/users/182690/dean-j'}",True,518632,1568230.0,37,1801,1662980576,1255544456,1662980576.0,1568091,CC BY-SA 4.0,https://stackoverflow.com/questions/1568091/why-use-getters-and-setters-accessors,Why use getters and setters/accessors?,1390791753.0,,,,
15,"['java', 'c++', 'c', 'floating-point', 'math.h']","{'account_id': 3957, 'reputation': 21996, 'user_id': 5812, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/6ac7f38eea4d771f9ffcd45f52fd1132?s=256&d=identicon&r=PG', 'display_name': 'Bob Cross', 'link': 'https://stackoverflow.com/users/5812/bob-cross'}",True,2568,3946294.0,6,6,1662854259,1255322674,1255353755.0,1552738,CC BY-SA 2.5,https://stackoverflow.com/questions/1552738/is-there-a-java-equivalent-of-frexp,Is there a Java equivalent of frexp?,,,,,
16,"['java', 'oop', 'abstract-class']","{'account_id': 20530, 'reputation': 255145, 'user_id': 49153, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/833df8cee775eea743cb1172dfcd3809?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/49153/ali'}",True,30323,1509821.0,11,18,1662589598,1254492927,1478632383.0,1509785,CC BY-SA 3.0,https://stackoverflow.com/questions/1509785/what-are-some-practical-examples-of-abstract-classes-in-java,What are some practical examples of abstract classes in java?,,,,,
17,"['java', 'linux']","{'account_id': 41550, 'reputation': 12962, 'user_id': 120820, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/88c8a79e7001ae4ca0dbfef1a35ea488?s=256&d=identicon&r=PG', 'display_name': 'William', 'link': 'https://stackoverflow.com/users/120820/william'}",True,62868,1510352.0,8,65,1662123864,1254495844,1662123161.0,1510104,CC BY-SA 4.0,https://stackoverflow.com/questions/1510104/where-to-store-application-data-non-user-specific-on-linux,Where to store application data (non-user specific) on Linux,,,,,
18,"['java', 'sql', 'sql-server', 'oracle', 'db2']","{'user_type': 'does_not_exist', 'display_name': 'user188619'}",True,3808,,2,4,1662110290,1255374943,1255457144.0,1556371,CC BY-SA 2.5,https://stackoverflow.com/questions/1556371/how-do-i-figure-out-if-a-column-size-is-in-bytes-or-characters-from-the-column-m,How do I figure out if a column size is in bytes or characters from the column metadata?,,,,,
19,"['java', 'http', 'proxy']","{'account_id': 59069, 'reputation': 2771, 'user_id': 176765, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/5bVRr.png?s=256&g=1', 'display_name': 'Andre Pastore', 'link': 'https://stackoverflow.com/users/176765/andre-pastore'}",True,218140,1626616.0,8,68,1662054261,1256582246,1349531722.0,1626549,CC BY-SA 3.0,https://stackoverflow.com/questions/1626549/authenticated-http-proxy-with-java,Authenticated HTTP proxy with Java,,,,,
20,"['java', 'locale', 'date-format']","{'account_id': 54164, 'reputation': 3099, 'user_id': 162038, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/e7c06cf1f9719dd0bdc640ebcf8727a3?s=256&d=identicon&r=PG', 'display_name': 'Jalil', 'link': 'https://stackoverflow.com/users/162038/jalil'}",True,43230,1635975.0,6,26,1661260582,1256715461,1256719133.0,1635681,CC BY-SA 2.5,https://stackoverflow.com/questions/1635681/parsing-a-date-with-short-month-without-dot,Parsing a date with short month without dot,,,,,
21,"['java', 'hibernate', 'persistence', 'hql', 'case']","{'account_id': 564151, 'reputation': 11, 'user_id': 182334, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/4cb945c0adea1df1cb25df799c5c178c?s=256&d=identicon&r=PG', 'display_name': 'side_dish', 'link': 'https://stackoverflow.com/users/182334/side-dish'}",False,10181,,3,1,1661076235,1254384254,1331331665.0,1502536,CC BY-SA 3.0,https://stackoverflow.com/questions/1502536/how-can-i-use-the-sql-case-clause-in-hql,How can I use the sql case clause in HQL?,,,,,
22,"['java', 'noclassdeffounderror']","{'user_type': 'does_not_exist', 'display_name': 'user188102'}",True,589750,,26,207,1660751854,1255293236,1255295499.0,1551697,CC BY-SA 2.5,https://stackoverflow.com/questions/1551697/getting-java-lang-classnotfoundexception-org-apache-commons-logging-logfactory,Getting java.lang.ClassNotFoundException: org.apache.commons.logging.LogFactory exception,1525946891.0,,,,
23,"['java', 'button', 'applet', 'call']","{'account_id': 53844, 'reputation': 967, 'user_id': 161004, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/57d98367874b570e8702313a9f33a91c?s=256&d=identicon&r=PG', 'display_name': 'user161004', 'link': 'https://stackoverflow.com/users/161004/user161004'}",False,9932,,2,0,1660057445,1255986784,1304060270.0,1591186,CC BY-SA 3.0,https://stackoverflow.com/questions/1591186/call-another-applet-in-an-applet,call another applet in an applet,,,,,
24,"['java', 'multithreading', 'wait']","{'account_id': 53694, 'reputation': 2480, 'user_id': 160577, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/97481351941af1d5834a465b68cef26d?s=256&d=identicon&r=PG', 'display_name': 'Prakash Panjwani', 'link': 'https://stackoverflow.com/users/160577/prakash-panjwani'}",True,283438,1537133.0,12,168,1660016333,1255000140,1255001483.0,1537116,CC BY-SA 2.5,https://stackoverflow.com/questions/1537116/illegalmonitorstateexception-on-wait-call,IllegalMonitorStateException on wait() call,,,,,
25,"['java', 'jar', 'dependencies']","{'account_id': 30578, 'reputation': 5858, 'user_id': 83418, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/XuzYa.png?s=256&g=1', 'display_name': 'Jeffrey Knight', 'link': 'https://stackoverflow.com/users/83418/jeffrey-knight'}",True,58248,1500307.0,18,64,1659881775,1254338475,1254341220.0,1500141,CC BY-SA 2.5,https://stackoverflow.com/questions/1500141/find-a-jar-file-given-the-class-name,Find a jar file given the class name?,,,,,
26,"['java', 'performance', 'executorservice']","{'account_id': 19827, 'reputation': 10175, 'user_id': 46799, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/347a316c4264c392d83d0195a0b5b01c?s=256&d=identicon&r=PG', 'display_name': 'Shahbaz', 'link': 'https://stackoverflow.com/users/46799/shahbaz'}",True,23303,1649089.0,11,23,1659687089,1256876235,1324332810.0,1647990,CC BY-SA 3.0,https://stackoverflow.com/questions/1647990/executorservices-surprising-performance-break-even-point-rules-of-thumb,ExecutorService&#39;s surprising performance break-even point --- rules of thumb?,,,,,
27,"['java', 'intellij-idea']","{'account_id': 8504, 'reputation': 6143, 'user_id': 1961117, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/89a5be62abdf8f1540be89b4f6e13713?s=256&d=identicon&r=PG', 'display_name': 'trunkc', 'link': 'https://stackoverflow.com/users/1961117/trunkc'}",True,1376,1577676.0,3,4,1659534207,1255686322,,1577138,CC BY-SA 2.5,https://stackoverflow.com/questions/1577138/intellij-community-edition-how-to-import-an-eclipse-project,IntelliJ Community Edition - How to import an Eclipse project?,,,,,
28,"['java', 'datetime', 'jodatime']","{'account_id': 44816, 'reputation': 352, 'user_id': 131764, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d27b443ab8a46c6f1ce193eebe446adb?s=256&d=identicon&r=PG', 'display_name': 'Emilis Panovas', 'link': 'https://stackoverflow.com/users/131764/emilis-panovas'}",True,2520,1714648.0,4,5,1659480564,1256287574,1256293208.0,1612150,CC BY-SA 2.5,https://stackoverflow.com/questions/1612150/how-to-parse-four-digit-year-only-with-joda-time,How to parse four digit year only (with Joda Time)?,,,,,
29,"['java', 'tomcat']","{'account_id': 3649, 'reputation': 6771, 'user_id': 5284, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ea349055db4ef3a2cfa8e50a780b4e1c?s=256&d=identicon&r=PG', 'display_name': 'Tim', 'link': 'https://stackoverflow.com/users/5284/tim'}",True,42852,1561963.0,4,21,1659337752,1254871270,,1528628,CC BY-SA 2.5,https://stackoverflow.com/questions/1528628/logging-payload-of-posts-to-tomcat,Logging Payload of POSTs to Tomcat,,,,,
30,"['java', 'arrays']","{'account_id': 49568, 'reputation': 116466, 'user_id': 147601, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/3bnPx.jpg?s=256&g=1', 'display_name': 'Nick Heiner', 'link': 'https://stackoverflow.com/users/147601/nick-heiner'}",True,128630,1515450.0,24,269,1658829585,1254623247,1641122049.0,1515437,CC BY-SA 4.0,https://stackoverflow.com/questions/1515437/java-function-for-arrays-like-phps-join,Java function for arrays like PHP&#39;s join()?,,,,,
31,"['java', 'file-io', 'io', 'text-files']","{'account_id': 65760, 'reputation': 9401, 'user_id': 193304, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/6685b45dda3aeb83e53fdba08b307a7f?s=256&d=identicon&r=PG', 'display_name': 'flyingfromchina', 'link': 'https://stackoverflow.com/users/193304/flyingfromchina'}",True,1178349,1625263.0,31,753,1658164748,1256568230,1597351053.0,1625234,CC BY-SA 4.0,https://stackoverflow.com/questions/1625234/how-to-append-text-to-an-existing-file-in-java,How to append text to an existing file in Java?,1535276491.0,,,,
32,"['java', 'macos', 'virtual-machine']","{'account_id': 564977, 'reputation': 13, 'user_id': 197026, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/166028ae93707b8b5844e4832e3b1ca1?s=256&d=identicon&r=PG', 'display_name': 'MAX', 'link': 'https://stackoverflow.com/users/197026/max'}",True,121,,1,0,1658063733,1256614158,1658063733.0,1628622,CC BY-SA 4.0,https://stackoverflow.com/questions/1628622/how-to-set-vm-for-a-java-application-in-mac-os-x,How to set VM for a Java application in MAC OS X,,,,,
33,"['java', 'mysql', 'locking']","{'account_id': 52103, 'reputation': 4388, 'user_id': 155684, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/df25d6bd0dc31373a35a1156e26c83c3?s=256&d=identicon&r=PG', 'display_name': 'Keshav', 'link': 'https://stackoverflow.com/users/155684/keshav'}",True,2026,1521124.0,1,2,1658063121,1254558164,1658063121.0,1513179,CC BY-SA 4.0,https://stackoverflow.com/questions/1513179/single-transaction-lock-tables-options-of-mysqldump-what-happens-internally,--single-transaction --lock-tables options of mysqldump- what happens internally?,,,,,
34,"['java', 'list']","{'account_id': 45445, 'reputation': 6059, 'user_id': 133943, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1082a0453be51d37c1be5e3e2b5e4076?s=256&d=identicon&r=PG', 'display_name': 'Ashish Agarwal', 'link': 'https://stackoverflow.com/users/133943/ashish-agarwal'}",True,72505,1509253.0,9,57,1657862591,1254482802,1578081935.0,1508975,CC BY-SA 4.0,https://stackoverflow.com/questions/1508975/why-is-list-size0-slower-than-list-isempty-in-java,Why is list.size()&gt;0 slower than list.isEmpty() in Java?,,,,,
35,"['java', 'collections']","{'account_id': 878519, 'reputation': 2215, 'user_id': 130858, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/df2f411dcd1530630225ec40b15267df?s=256&d=identicon&r=PG', 'display_name': 'nilesh', 'link': 'https://stackoverflow.com/users/130858/nilesh'}",True,305337,1509487.0,17,187,1657000675,1254488942,1254491943.0,1509391,CC BY-SA 2.5,https://stackoverflow.com/questions/1509391/how-to-get-the-one-entry-from-hashmap-without-iterating,how to get the one entry from hashmap without iterating,,,,,
36,"['eclipse', 'compilation', 'java']","{'account_id': 40817, 'reputation': 44566, 'user_id': 118437, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0bc3f06118e3253ef1c1ae899e7dfa56?s=256&d=identicon&r=PG', 'display_name': 'glmxndr', 'link': 'https://stackoverflow.com/users/118437/glmxndr'}",True,19710,1642412.0,4,34,1656921295,1256805960,1656921295.0,1642338,CC BY-SA 4.0,https://stackoverflow.com/questions/1642338/how-does-eclipse-compile-classes-with-only-a-jre,How does Eclipse compile classes with only a JRE?,,,,,
37,"['java', 'jakarta-ee', 'jndi']","{'account_id': 32896, 'reputation': 17334, 'user_id': 91607, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/487b6baa0284e8a657dc80b78f777c73?s=256&d=identicon&r=PG', 'display_name': 'Attilah', 'link': 'https://stackoverflow.com/users/91607/attilah'}",True,240409,,13,80,1656395787,1254833423,1552398980.0,1525385,CC BY-SA 4.0,https://stackoverflow.com/questions/1525385/the-meaning-of-noinitialcontextexception-error,The meaning of NoInitialContextException error,,,,,
38,['java'],"{'account_id': 26293, 'reputation': 3841, 'user_id': 68274, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/4fed8855f9b1e821051d5783122e65b5?s=256&d=identicon&r=PG', 'display_name': 'Jyotsna', 'link': 'https://stackoverflow.com/users/68274/jyotsna'}",True,735148,1536123.0,27,316,1656145431,1254985294,1524070191.0,1536054,CC BY-SA 3.0,https://stackoverflow.com/questions/1536054/how-to-convert-byte-array-to-string-and-vice-versa,How to convert byte array to string and vice versa?,1535507511.0,,,,
39,"['java', 'excel', 'apache-poi']","{'account_id': 564594, 'reputation': 481, 'user_id': 194649, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/b0dc5c2fca1e257067cfe9befbed6a3a?s=256&d=identicon&r=PG', 'display_name': 'nagireddy', 'link': 'https://stackoverflow.com/users/194649/nagireddy'}",True,44092,,2,45,1655148129,1256301973,1481647011.0,1613202,CC BY-SA 3.0,https://stackoverflow.com/questions/1613202/display-percentage-values-in-excel-using-poi-api,Display percentage values in Excel using POI API,,,,,
40,"['java', 'swt', 'lazy-evaluation', 'mouse-cursor']","{'account_id': 700, 'reputation': 16683, 'user_id': 917, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/305b35de31b6f9e1ad1fce2e8f015705?s=256&d=identicon&r=PG', 'display_name': 'Mauli', 'link': 'https://stackoverflow.com/users/917/mauli'}",False,902,,0,4,1654868881,1254927617,1654868881.0,1532192,,https://stackoverflow.com/questions/1532192/is-there-a-prefabricated-magnifying-glass-cursor-for-swt-somewhere-available,Is there a prefabricated magnifying glass cursor for SWT somewhere available?,,1654873306.0,Not suitable for this site,,
41,"['java', 'command-line', 'junit']","{'account_id': 565361, 'reputation': 643, 'user_id': 199402, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/2a8134ef308eb2909efa5d6dd500977e?s=256&d=identicon&r=PG', 'display_name': 'Noppanit', 'link': 'https://stackoverflow.com/users/199402/noppanit'}",True,57773,1648989.0,9,64,1654856788,1256874010,1388271780.0,1647907,CC BY-SA 3.0,https://stackoverflow.com/questions/1647907/junit-how-to-simulate-system-in-testing,JUnit: How to simulate System.in testing?,,,,,
42,"['java', 'android', 'jpa', 'annotations']","{'account_id': 27653, 'reputation': 632, 'user_id': 73198, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5cd4c8c8f04065cd6ed2d77ccdbc64c7?s=256&d=identicon&r=PG', 'display_name': 'dasmaze', 'link': 'https://stackoverflow.com/users/73198/dasmaze'}",True,6065,1631220.0,4,14,1654594003,1256652987,1535494029.0,1631125,CC BY-SA 4.0,https://stackoverflow.com/questions/1631125/jpa-annotations-in-android,JPA Annotations in Android,,,,,
43,"['java', 'jmeter']","{'user_type': 'does_not_exist', 'display_name': 'harinim'}",True,2189,,4,0,1654356408,1254809503,1254812509.0,1523853,CC BY-SA 2.5,https://stackoverflow.com/questions/1523853/any-idea-how-to-use-jmeter-for-performance-testing-of-standalone-java-app,Any idea how to use Jmeter for performance testing of Standalone Java app?,,,,,
44,"['java', 'overriding']","{'account_id': 12001, 'reputation': 7854, 'user_id': 23414, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/52b06e59d5a43f36c31b0bfdf9787437?s=256&d=identicon&r=PG', 'display_name': 'ria', 'link': 'https://stackoverflow.com/users/23414/ria'}",True,4638,1543311.0,6,5,1653856847,1255086896,1255088091.0,1543191,CC BY-SA 2.5,https://stackoverflow.com/questions/1543191/method-overriding-in-java,method overriding in Java,,,,,
45,['java'],"{'account_id': 40645, 'reputation': 17836, 'user_id': 117783, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/b62c0a8e7b98e7dd694ead5fe60f1875?s=256&d=identicon&r=PG', 'display_name': 'non sequitor', 'link': 'https://stackoverflow.com/users/117783/non-sequitor'}",True,6499,1581493.0,2,42,1653405462,1255756634,1653405462.0,1581478,CC BY-SA 4.0,https://stackoverflow.com/questions/1581478/why-can-i-access-my-private-variables-of-the-other-object-directly-in-my-equa,"Why can I access my private variables of the &quot;other&quot; object directly, in my equals(Object o) method",,,,,
46,"['java', 'performance', 'string', 'concatenation', 'stringbuilder']","{'account_id': 40645, 'reputation': 17836, 'user_id': 117783, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/b62c0a8e7b98e7dd694ead5fe60f1875?s=256&d=identicon&r=PG', 'display_name': 'non sequitor', 'link': 'https://stackoverflow.com/users/117783/non-sequitor'}",True,461815,1532499.0,20,1076,1653217053,1254930248,1473449581.0,1532461,CC BY-SA 3.0,https://stackoverflow.com/questions/1532461/stringbuilder-vs-string-concatenation-in-tostring-in-java,StringBuilder vs String concatenation in toString() in Java,,,,,
47,"['c#', 'java', 'md5']","{'account_id': 22855, 'reputation': 7291, 'user_id': 56793, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/322474a802590d8df4df111b214c94d0?s=256&d=identicon&r=PG', 'display_name': 'JMD', 'link': 'https://stackoverflow.com/users/56793/jmd'}",True,4354,1540634.0,2,1,1652921554,1255037464,1255113496.0,1540625,CC BY-SA 2.5,https://stackoverflow.com/questions/1540625/c-equivalent-to-javas-digestutils-md5hexstring,C# equivalent to Java&#39;s DigestUtils.md5Hex(String)?,,,,,
48,"['java', 'string', 'boolean']","{'account_id': 34133, 'reputation': 37645, 'user_id': 96180, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/2a6e8a3b32c10243af8f867291f31eab?s=256&d=identicon&r=PG', 'display_name': 'Suresh', 'link': 'https://stackoverflow.com/users/96180/suresh'}",True,634775,1538767.0,15,356,1652354709,1255017657,1380174384.0,1538755,CC BY-SA 3.0,https://stackoverflow.com/questions/1538755/how-to-convert-string-object-to-boolean-object,How to convert String object to Boolean Object?,,,,,
