,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,closed_reason,last_edit_date,accepted_answer_id,migrated_from,protected_date,locked_date
10,"['java', 'validation']","{'account_id': 13971674, 'reputation': 39, 'user_id': 10103160, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3305e29cec1460ab3eb334b8564f584a?s=256&d=identicon&r=PG&f=1', 'display_name': 'KROGOT88', 'link': 'https://stackoverflow.com/users/10103160/krogot88'}",False,266,1,0,1668768097,1648824319,71708758,CC BY-SA 4.0,https://stackoverflow.com/questions/71708758/javax-validation-constraints-annotations-are-ignoring-during-validation,javax validation constraints annotations are ignoring during validation,,,1648825624.0,,,,
11,"['java', 'servlets', 'backend']","{'account_id': 22466079, 'reputation': 23, 'user_id': 16667208, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72dccbd89fd1a75e823d78c7f9484ca2?s=256&d=identicon&r=PG&f=1', 'display_name': 'popstick', 'link': 'https://stackoverflow.com/users/16667208/popstick'}",True,4158,3,0,1668684635,1649219991,71761125,CC BY-SA 4.0,https://stackoverflow.com/questions/71761125/java-lang-numberformatexception-cannot-parse-null-string-why-am-i-having-thi,&quot;java.lang.NumberFormatException: Cannot parse null string &quot; why am I having this error?,,,,71761168.0,,,
12,"['java', 'android', 'c++', 'adb']","{'account_id': 19052022, 'reputation': 1, 'user_id': 13909976, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/isv9S.png?s=256&g=1', 'display_name': 'Lty', 'link': 'https://stackoverflow.com/users/13909976/lty'}",False,206,2,0,1668676943,1649385208,71791045,CC BY-SA 4.0,https://stackoverflow.com/questions/71791045/why-app-process-run-java-method-get-killed-after-call-jni,why app_process run java method get killed after call JNI,,,1649386748.0,,,,
13,"['java', 'spring', 'maven', 'heroku']","{'account_id': 25088996, 'reputation': 1, 'user_id': 18940862, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y8KIC.jpg?s=256&g=1', 'display_name': 'Francisco Borges', 'link': 'https://stackoverflow.com/users/18940862/francisco-borges'}",True,572,2,0,1668650371,1650899472,72001783,CC BY-SA 4.0,https://stackoverflow.com/questions/72001783/uploading-in-heroku-error-failed-to-execute-goal-org-apache-maven-pluginsmaven,Uploading in heroku error. Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile. Uploading Heroku with git in spring,,,1650917140.0,,,,
14,"['java', 'android']","{'account_id': 24935785, 'reputation': 1, 'user_id': 18802385, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiVvrKbrbHjq47FdUfC_r5NPFWbsbPxOIad30aitA=k-s256', 'display_name': 'Andrea Bonatti', 'link': 'https://stackoverflow.com/users/18802385/andrea-bonatti'}",False,59,1,0,1668626561,1649932084,71870124,CC BY-SA 4.0,https://stackoverflow.com/questions/71870124/how-to-stop-the-exposed-dropdown-menu-closing-after-cancel-last-letter-in-the-au,How to stop the exposed dropdown menu closing after cancel last letter in the AutoCompleteTextView,,,,,,,
15,['java'],"{'account_id': 14826422, 'reputation': 211, 'user_id': 10707242, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10157198140040676/picture?type=large', 'display_name': 'Hywel Griffiths', 'link': 'https://stackoverflow.com/users/10707242/hywel-griffiths'}",True,140,2,0,1668609516,1649851465,71857218,CC BY-SA 4.0,https://stackoverflow.com/questions/71857218/foobar-code-working-in-ide-but-not-in-solution-file,Foobar code working in IDE but not in Solution file,,,,,,,
16,"['java', 'selenium', 'maven', 'webdriver', 'testng']","{'account_id': 25153409, 'reputation': 1, 'user_id': 18998493, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz0HpkeVCmM5MOVWUGOjeo9dvx6u3TLdSNv6xU=k-s256', 'display_name': 'Swati Jha', 'link': 'https://stackoverflow.com/users/18998493/swati-jha'}",False,390,1,0,1668602550,1651303328,72066495,CC BY-SA 4.0,https://stackoverflow.com/questions/72066495/i-am-getting-below-error-in-my-project-while-loading-chrome-driver-java-lang-n,I am getting below error in my project while loading Chrome driver : java.lang.NoClassDefFoundError: dev/failsafe/Policy,,,,,,,
17,"['java', 'jsonapi-resources', 'crnk']","{'account_id': 5708598, 'reputation': 8433, 'user_id': 4511325, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/2ff8b8f85f9df8dd4e3e6b8f6e580ece?s=256&d=identicon&r=PG&f=1', 'display_name': 'None', 'link': 'https://stackoverflow.com/users/4511325/none'}",False,38,0,0,1668598723,1651246595,72060366,CC BY-SA 4.0,https://stackoverflow.com/questions/72060366/how-to-override-resourcepath-in-crnk-json-api,How to override resourcePath in CRNK json api?,,,1651258244.0,,,,
18,"['java', 'dictionary', 'avro']","{'account_id': 3762449, 'reputation': 1544, 'user_id': 3126973, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/d46eb01820e93f6b321df6bd2cd98633?s=256&d=identicon&r=PG&f=1', 'display_name': 'Romeo Sierra', 'link': 'https://stackoverflow.com/users/3126973/romeo-sierra'}",True,220,1,1,1668585902,1650291332,71912962,CC BY-SA 4.0,https://stackoverflow.com/questions/71912962/apache-avro-complex-pojo-objects-as-values-of-a-map,Apache Avro: Complex POJO Objects as values of a Map,,,1650297582.0,74457019.0,,,
19,"['java', 'spring-boot', 'resilience4j-retry']","{'account_id': 5506926, 'reputation': 97, 'user_id': 4374538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a68c045cc82c0a6ab76faed4ab4fd647?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kaushik Das', 'link': 'https://stackoverflow.com/users/4374538/kaushik-das'}",False,466,1,1,1668578396,1649152194,71749613,CC BY-SA 4.0,https://stackoverflow.com/questions/71749613/resilience4j-retry-does-not-retry,Resilience4j Retry does not retry,,,1649155444.0,,,,
20,"['java', 'try-with-resources', 'zipoutputstream']","{'account_id': 10441377, 'reputation': 115, 'user_id': 7697914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37191f56cdee5b6e1f6b17b102faf3bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'thwomp68', 'link': 'https://stackoverflow.com/users/7697914/thwomp68'}",True,369,3,1,1668532875,1649367459,71789206,CC BY-SA 4.0,https://stackoverflow.com/questions/71789206/java-zipoutputstream-within-try-with-resources,Java - ZipOutputStream within try-with-resources,,,1649371247.0,71807064.0,,,
21,"['java', 'maven', 'version', 'hsqldb']","{'account_id': 1461614, 'reputation': 419, 'user_id': 1375780, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://lh5.googleusercontent.com/-ZaySVPzbyv0/AAAAAAAAAAI/AAAAAAAAAEE/U6JfJjWJ1gk/photo.jpg?sz=256', 'display_name': 'tahasozgen', 'link': 'https://stackoverflow.com/users/1375780/tahasozgen'}",True,139,1,0,1668458559,1649148340,71748712,,https://stackoverflow.com/questions/71748712/hsqldb-and-jdk8-compatibility,hsqldb and jdk8 compatibility,1649174688.0,Needs details or clarity,1668458559.0,71749045.0,,,
22,"['java', 'spring', 'sts']","{'account_id': 24104033, 'reputation': 11, 'user_id': 18075497, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz023WRex2R6nIj_3MtviJz2V5UgWZ_U_Be9wJv=k-s256', 'display_name': 'sh ah', 'link': 'https://stackoverflow.com/users/18075497/sh-ah'}",False,772,2,-1,1668383586,1649510660,71808465,CC BY-SA 4.0,https://stackoverflow.com/questions/71808465/can-i-download-spring-tool-suite-for-netbeans,Can I download Spring Tool Suite for NetBeans?,,,,,,,
23,"['java', 'scala', 'sbt', 'sbt-assembly', 'sbt-plugin']","{'account_id': 2178251, 'reputation': 3891, 'user_id': 1928414, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/9be3c08520bd0e51148d465a9465bdd7?s=256&d=identicon&r=PG', 'display_name': 'igx', 'link': 'https://stackoverflow.com/users/1928414/igx'}",True,8386,3,6,1668349535,1649698951,71832118,CC BY-SA 4.0,https://stackoverflow.com/questions/71832118/sbt-assembly-cannot-create-jar-getting-java-lang-unsupportedoperationexception,sbt assembly cannot create jar getting java.lang.UnsupportedOperationException,,,,71847512.0,,,
24,"['java', 'apache-kafka', 'apache-kafka-streams', 'confluent-platform']","{'account_id': 2428490, 'reputation': 11843, 'user_id': 2119941, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4wUhx.jpg?s=256&g=1', 'display_name': 'Hrvoje', 'link': 'https://stackoverflow.com/users/2119941/hrvoje'}",True,482,1,1,1668346269,1650363735,71923371,CC BY-SA 4.0,https://stackoverflow.com/questions/71923371/kafka-streams-joins-two-specific-avro-objects,Kafka streams joins two specific Avro objects,,,1650450430.0,71926966.0,,,
25,"['java', 'javafx', 'fxml']","{'account_id': 21268089, 'reputation': 39, 'user_id': 15648032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiXQsH17rozDmyzZCXXMSw_iH0Q4cMNe_jdBPb4iw=k-s256', 'display_name': 'Pixtane', 'link': 'https://stackoverflow.com/users/15648032/pixtane'}",True,58,1,-4,1668279838,1651063749,72029078,CC BY-SA 4.0,https://stackoverflow.com/questions/72029078/create-multiple-exact-fxml-objects-in-javafx,Create multiple exact FXML objects in JavaFX,,,1668279838.0,72062787.0,,,
26,"['java', 'android', 'kotlin', 'gradle', 'apk']","{'account_id': 24237502, 'reputation': 85, 'user_id': 18190398, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi-wDufZOs_TNYtyN1EgLjcX0Ue2vpls5MNyLl_sQ=k-s256', 'display_name': 'Bam Bou', 'link': 'https://stackoverflow.com/users/18190398/bam-bou'}",False,68,0,0,1668240718,1650719121,71979891,CC BY-SA 4.0,https://stackoverflow.com/questions/71979891/updating-apk-built-from-different-pc,Updating apk built from different pc,,,,,,,
27,"['javascript', 'java', 'node.js', 'npm', 'reflection']","{'account_id': 412097, 'reputation': 11319, 'user_id': 784980, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/d9c4540c5478352227f3ed3c3316ad8c?s=256&d=identicon&r=PG', 'display_name': 'rapt', 'link': 'https://stackoverflow.com/users/784980/rapt'}",False,228,0,2,1668230091,1651240011,72058981,CC BY-SA 4.0,https://stackoverflow.com/questions/72058981/calling-java-from-node-js,Calling Java from Node.js,,,1651243012.0,,,,
28,"['java', 'amazon-web-services', 'jenkins', 'amazon-elastic-beanstalk']","{'account_id': 8091203, 'reputation': 2469, 'user_id': 6097074, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh4.googleusercontent.com/-mSfEFWH3WXQ/AAAAAAAAAAI/AAAAAAAAAEo/TMbrT6TDns0/photo.jpg?sz=256', 'display_name': 'ankit', 'link': 'https://stackoverflow.com/users/6097074/ankit'}",True,88,3,1,1668202963,1650458804,71939914,CC BY-SA 4.0,https://stackoverflow.com/questions/71939914/com-amazonaws-services-elasticbeanstalk-model-toomanyapplicationversionsexceptio,com.amazonaws.services.elasticbeanstalk.model.TooManyApplicationVersionsException while deploying code from Jenkins to elastic beanstalk,,,,74408421.0,,,
29,"['java', 'android', 'android-service', 'android-keypad']","{'account_id': 24926136, 'reputation': 23, 'user_id': 18793870, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwYGYATtUNqO9dtxpC5mE8M1y6h95aDiG5xcaZp=k-s256', 'display_name': 'RunTime Error', 'link': 'https://stackoverflow.com/users/18793870/runtime-error'}",False,98,1,0,1668160077,1649856088,71858214,CC BY-SA 4.0,https://stackoverflow.com/questions/71858214/i-am-making-a-keyboard-for-android-to-send-stickers-from-whatsapp-but-instead-of,I am making a keyboard for android to send stickers from whatsapp but instead of stickers images are being sent. I used InputConnectionCompat.commit,,,,,,,
30,"['java', 'android', 'performance', 'io', 'okio']","{'account_id': 22289072, 'reputation': 11, 'user_id': 16516240, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwtr9tYK44Iy1jzGzTo2nUkw4PGYZ0eNld95jzV=k-s256', 'display_name': '唐子玄', 'link': 'https://stackoverflow.com/users/16516240/%e5%94%90%e5%ad%90%e7%8e%84'}",True,213,1,1,1668155927,1649152317,71749653,CC BY-SA 4.0,https://stackoverflow.com/questions/71749653/okio-vs-java-io-performance,Okio vs java.io performance,,,,,,,
31,"['java', 'spring-boot', 'spring-webclient']","{'account_id': 15323188, 'reputation': 29, 'user_id': 11055051, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-eUalzQb-AEQ/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQM3x6VrT39KG6DGAhGQndj8UFtT1A/mo/photo.jpg?sz=256', 'display_name': 'Barak Sason Rofman', 'link': 'https://stackoverflow.com/users/11055051/barak-sason-rofman'}",False,823,1,2,1668138604,1650215047,71903824,CC BY-SA 4.0,https://stackoverflow.com/questions/71903824/proper-form-of-a-multipart-request-in-java-webclient,Proper form of a multipart request in Java webclient,,,,,,,
32,"['java', 'spring', 'spring-boot', 'spring-security', 'aspect']","{'account_id': 17194492, 'reputation': 95, 'user_id': 12447592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d24e34b43fe2e3fb591fc2700967cd1b?s=256&d=identicon&r=PG&f=1', 'display_name': 'pooya', 'link': 'https://stackoverflow.com/users/12447592/pooya'}",False,97,0,0,1668100759,1650808143,71989038,CC BY-SA 4.0,https://stackoverflow.com/questions/71989038/applying-aspect-before-spring-security,applying Aspect before spring security,,,1668100759.0,,,,
33,"['java', 'spring', 'spring-boot', 'spring-hateoas', 'hateoas']","{'account_id': 9949128, 'reputation': 1180, 'user_id': 8286276, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/bfr70.png?s=256&g=1', 'display_name': 'Pelicer', 'link': 'https://stackoverflow.com/users/8286276/pelicer'}",True,244,1,2,1667893726,1650286472,71912090,CC BY-SA 4.0,https://stackoverflow.com/questions/71912090/representing-a-request-body-on-hateoas-link,Representing a request body on HATEOAS link,,,1650290003.0,74357246.0,,,
34,"['java', 'spring', 'spring-security']","{'account_id': 20232026, 'reputation': 11, 'user_id': 14838319, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a9a4fcb213b1eed2389938379f14b85?s=256&d=identicon&r=PG&f=1', 'display_name': 'Simon Hill', 'link': 'https://stackoverflow.com/users/14838319/simon-hill'}",True,355,3,0,1667838030,1649937758,71871306,CC BY-SA 4.0,https://stackoverflow.com/questions/71871306/spring-security-how-to-mix-xml-securityhttp-and-java-securityfilterchain-de,Spring Security - How to mix xml &lt;security:http&gt; and Java SecurityFilterChain declaration configurations?,,,1649938537.0,71924315.0,,,
35,"['java', 'jpa', 'spring-data-jpa', 'jdbi']","{'account_id': 272180, 'reputation': 1538, 'user_id': 563133, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a9851496fe108c330acc2c0f1c452e80?s=256&d=identicon&r=PG', 'display_name': 'Vahid Pazirandeh', 'link': 'https://stackoverflow.com/users/563133/vahid-pazirandeh'}",False,134,1,0,1667777370,1650138415,71897005,CC BY-SA 4.0,https://stackoverflow.com/questions/71897005/jdbi-generic-cruddao-interface-with-dynamic-table-names,JDBI generic CrudDao interface with dynamic table names,,,,,,,
36,['java'],"{'account_id': 3106126, 'reputation': 20167, 'user_id': 2628868, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/IcdU7.jpg?s=256&g=1', 'display_name': 'Dolphin', 'link': 'https://stackoverflow.com/users/2628868/dolphin'}",False,134,0,0,1667734013,1649392917,71791761,CC BY-SA 4.0,https://stackoverflow.com/questions/71791761/is-it-possible-to-build-hsdis-in-macos-with-m1-chip,is it possible to build hsdis in macOS with M1 chip,,,1649418358.0,,,,
37,"['java', 'algorithm', 'kotlin', 'functional-programming']","{'account_id': 7571081, 'reputation': 373, 'user_id': 6767102, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ljO2n.jpg?s=256&g=1', 'display_name': 'SlandShow', 'link': 'https://stackoverflow.com/users/6767102/slandshow'}",False,72,1,1,1667699027,1651070572,72030741,CC BY-SA 4.0,https://stackoverflow.com/questions/72030741/kotlin-coin-change-recursive-functional-approach,Kotlin Coin Change recursive functional approach,,,1651071611.0,,,,
38,"['java', 'asynchronous', 'vert.x']","{'account_id': 19238848, 'reputation': 25, 'user_id': 14059290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/337355f0975c00851f411d6f939a2ffd?s=256&d=identicon&r=PG&f=1', 'display_name': 'mk7.GTI', 'link': 'https://stackoverflow.com/users/14059290/mk7-gti'}",True,827,3,2,1667568726,1650442319,71936229,CC BY-SA 4.0,https://stackoverflow.com/questions/71936229/vertx-compositefuture-on-completion-of-all-futures,Vertx CompositeFuture: on completion of all Futures,,,,71937365.0,,,
39,"['java', 'txt']","{'account_id': 24833990, 'reputation': 13, 'user_id': 18712849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e1c152d9a2fb3b01ce602906fda129a?s=256&d=identicon&r=PG', 'display_name': 'kawaiison', 'link': 'https://stackoverflow.com/users/18712849/kawaiison'}",True,49,1,0,1667548004,1649218340,71760968,CC BY-SA 4.0,https://stackoverflow.com/questions/71760968/no-space-beetwen-values-txt-java,no space beetwen values txt java,,,1649219687.0,71761047.0,,,
40,"['java', 'spring', 'spring-boot', 'hazelcast', 'stress-testing']","{'account_id': 11309288, 'reputation': 194, 'user_id': 8292837, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6LQES.jpg?s=256&g=1', 'display_name': 'Hamza Shahid Ali', 'link': 'https://stackoverflow.com/users/8292837/hamza-shahid-ali'}",False,136,1,0,1667500965,1649094946,71741719,CC BY-SA 4.0,https://stackoverflow.com/questions/71741719/caused-by-java-io-ioexception-no-connection-found-to-cluster,Caused by: java.io.IOException: No connection found to cluster,,,,,,,
41,"['java', 'spring', 'springdoc']","{'account_id': 4599397, 'reputation': 595, 'user_id': 3730586, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68e8acc7db62fa5cf53197cf1a2c6194?s=256&d=identicon&r=PG', 'display_name': 'RabidTunes', 'link': 'https://stackoverflow.com/users/3730586/rabidtunes'}",False,162,1,2,1667482998,1651131648,72039781,CC BY-SA 4.0,https://stackoverflow.com/questions/72039781/can-springdoc-openapi-read-preauthorize-annotations-to-indicate-users-which-per,Can Springdoc OpenAPI read @PreAuthorize annotations to indicate users which permissions they need?,,,,,,,
42,"['java', 'anylogic']","{'account_id': 24658392, 'reputation': 11, 'user_id': 18554861, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf250e31217d811a7679a2d7414b303a?s=256&d=identicon&r=PG', 'display_name': 'Deputy', 'link': 'https://stackoverflow.com/users/18554861/deputy'}",False,56,1,1,1667402813,1651216079,72054033,CC BY-SA 4.0,https://stackoverflow.com/questions/72054033/moving-agent-a-to-nearest-agent-b-and-from-their-to-another-nearest-agent-b-on-g,Moving Agent A to Nearest Agent B and from their to another nearest Agent B on GIS,,,,,,,
43,"['java', 'hibernate', 'jpa']","{'account_id': 19870341, 'reputation': 1, 'user_id': 14556650, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ZI25PJxkkTY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclgdklyMygbUaucXClHEnT2_W8_Pg/s96-c/photo.jpg?sz=256', 'display_name': 'bruno grznar', 'link': 'https://stackoverflow.com/users/14556650/bruno-grznar'}",False,121,1,0,1667400856,1649158506,71751046,CC BY-SA 4.0,https://stackoverflow.com/questions/71751046/jpa-map-multiple-rows-into-list,JPA map multiple rows into List,,,1649158843.0,,,,
44,"['java', 'spring-boot', 'logstash', 'kibana']","{'account_id': 7531034, 'reputation': 1502, 'user_id': 5719229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ce9838b80ca63bca34363ae64e500a1?s=256&d=identicon&r=PG', 'display_name': 'S.N', 'link': 'https://stackoverflow.com/users/5719229/s-n'}",True,314,1,2,1667379581,1650927285,72006528,CC BY-SA 4.0,https://stackoverflow.com/questions/72006528/logback-cannot-set-timezone-in-spring-boot-app,logback cannot set timezone in Spring Boot App,,,,74286631.0,,,
45,"['java', 'spring-boot', 'swagger']","{'account_id': 25076725, 'reputation': 61, 'user_id': 18930064, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyU4mHhzSLQv8yunp06plu2vDF1TwrG1SWHlsvM=k-s256', 'display_name': 'Savitha Sunil', 'link': 'https://stackoverflow.com/users/18930064/savitha-sunil'}",False,2890,1,6,1667314901,1650811976,71989576,CC BY-SA 4.0,https://stackoverflow.com/questions/71989576/no-operations-defined-in-spec-with-spring-boot,No operations defined in spec! with spring boot,,,1650862842.0,,,,
46,"['java', 'intellij-idea', 'yaml', 'spring-kafka']","{'account_id': 10763711, 'reputation': 123, 'user_id': 7919401, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/i1S3G.jpg?s=256&g=1', 'display_name': 'Ilan Miller', 'link': 'https://stackoverflow.com/users/7919401/ilan-miller'}",True,1301,3,0,1667307511,1650976151,72013986,CC BY-SA 4.0,https://stackoverflow.com/questions/72013986/profiles-property-is-deprecated-is-properties-yml-for-spring-kafka,Profiles property is deprecated is properties.yml for Spring-Kafka,,,1651297763.0,,,,
