,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
10,['java'],"{'account_id': 1183498, 'reputation': 3091, 'user_id': 1157903, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/1oqO5.jpg?s=256&g=1', 'display_name': 'Milan Mendpara', 'link': 'https://stackoverflow.com/users/1157903/milan-mendpara'}",True,599,5,3,1666375953,1328968967,1329026384.0,9240795,CC BY-SA 3.0,https://stackoverflow.com/questions/9240795/confusion-with-math-round,Confusion with math.round(),,,,,,
11,['java'],"{'account_id': 215504, 'reputation': 50268, 'user_id': 470184, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/DzXRW.jpg?s=256&g=1', 'display_name': 'blue-sky', 'link': 'https://stackoverflow.com/users/470184/blue-sky'}",True,25980,4,34,1666298544,1329572902,1377612801.0,9341740,CC BY-SA 3.0,https://stackoverflow.com/questions/9341740/ifliststr-size-0-versus-ifliststr-isempty,if(listStr.size == 0){ versus if(listStr.isEmpty()){,9341835.0,,,,,
12,"['java', 'intellij-idea', 'lombok']","{'account_id': 80182, 'reputation': 28634, 'user_id': 226895, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/c2EjL.jpg?s=256&g=1', 'display_name': 'expert', 'link': 'https://stackoverflow.com/users/226895/expert'}",True,296711,42,264,1666178599,1330049010,1608667775.0,9424364,CC BY-SA 4.0,https://stackoverflow.com/questions/9424364/cant-compile-project-when-im-using-lombok-under-intellij-idea,Can&#39;t compile project when I&#39;m using Lombok under IntelliJ IDEA,14582541.0,1551345857.0,,,,
13,"['java', 'android', 'listview']","{'account_id': 188583, 'reputation': 1684, 'user_id': 427377, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/e9ba6ce2fe1af0b0eaf3140a18a5591f?s=256&d=identicon&r=PG', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/427377/paul'}",True,3112,5,4,1666129180,1329749692,1329749837.0,9363119,CC BY-SA 3.0,https://stackoverflow.com/questions/9363119/displaying-empty-rows-in-android-listview,Displaying empty rows in Android listview,,,,,,
14,"['java', 'interface', 'nested-class']","{'account_id': 1190755, 'reputation': 48260, 'user_id': 1163607, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/egnaW.jpg?s=256&g=1', 'display_name': 'AllTooSir', 'link': 'https://stackoverflow.com/users/1163607/alltoosir'}",True,3268,3,6,1666098667,1328109109,1375343610.0,9098235,CC BY-SA 3.0,https://stackoverflow.com/questions/9098235/nested-class-inside-an-interface,Nested class inside an interface,9098373.0,,,,,
15,"['java', 'arrays', 'pass-by-reference']","{'account_id': 1204808, 'reputation': 10730, 'user_id': 1174719, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3a19c5c9ee8dc642d77ef0e5bc563772?s=256&d=identicon&r=PG', 'display_name': 'Nosrettap', 'link': 'https://stackoverflow.com/users/1174719/nosrettap'}",True,4186,3,4,1665761918,1328333803,1665761918.0,9138691,CC BY-SA 4.0,https://stackoverflow.com/questions/9138691/are-arrays-in-java-pass-by-reference-or-pass-by-value,Are arrays in java pass by reference or pass by value?,9138699.0,,,,,
16,"['java', 'file', 'error-handling', 'escaping']","{'account_id': 1277662, 'reputation': 191, 'user_id': 1232553, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d639979bc59af1cd8442032f266f077b?s=256&d=identicon&r=PG', 'display_name': 'Kariuki', 'link': 'https://stackoverflow.com/users/1232553/kariuki'}",True,95302,4,19,1665607442,1330182786,1332002862.0,9445196,CC BY-SA 3.0,https://stackoverflow.com/questions/9445196/invalid-escape-sequence-valid-ones-are-b-t-n-f-r,Invalid escape sequence (valid ones are \b \t \n \f \r \&quot; \&#39; \\ ),,,,,,
17,"['java', 'jsp', 'profiling', 'performance-testing', 'jprofiler']","{'account_id': 265739, 'reputation': 1737, 'user_id': 552914, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/99e4455de7e6c479c7da3278107c2ad3?s=256&d=identicon&r=PG', 'display_name': 'John C', 'link': 'https://stackoverflow.com/users/552914/john-c'}",True,11647,2,16,1665601636,1328676095,,9187942,CC BY-SA 3.0,https://stackoverflow.com/questions/9187942/performance-testing-vs-profiling,Performance Testing vs Profiling,9187995.0,,,,,
18,"['java', 'shell', 'maven']","{'account_id': 1275039, 'reputation': 1154, 'user_id': 1230483, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/59ab82f2d22f852570e580b7f3f51149?s=256&d=identicon&r=PG', 'display_name': 'Aashish Katta', 'link': 'https://stackoverflow.com/users/1230483/aashish-katta'}",True,855,1,1,1665408104,1330325232,,9461069,CC BY-SA 3.0,https://stackoverflow.com/questions/9461069/how-to-write-a-shell-script-to-execute-a-java-file-using-maven,How to write a shell script to execute a java file using maven,9461181.0,,,,,
19,"['java', 'algorithm', 'data-structures', 'disjoint-sets']","{'account_id': 192764, 'reputation': 8836, 'user_id': 434089, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/260cfcd1b94c79f44b3a66b7f4c94e53?s=256&d=identicon&r=PG', 'display_name': 'Steffan Harris', 'link': 'https://stackoverflow.com/users/434089/steffan-harris'}",True,1953,5,8,1665052233,1330315671,1340836059.0,9459938,CC BY-SA 3.0,https://stackoverflow.com/questions/9459938/testing-for-a-circuit-when-implementing-kruskalls-algorithm,Testing for a circuit when implementing Kruskalls algorithm,9960713.0,,,,,
20,"['java', 'configuration', 'axis']","{'account_id': 56047, 'reputation': 177, 'user_id': 167896, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/9eaabffdaba46f5e5f397f14dca0d4fa?s=256&d=identicon&r=PG', 'display_name': 'Yusuf Soysal', 'link': 'https://stackoverflow.com/users/167896/yusuf-soysal'}",True,9551,3,1,1664972808,1329833295,,9378963,CC BY-SA 3.0,https://stackoverflow.com/questions/9378963/axis-no-engine-configuration-file-aborting,Axis: No engine configuration file - aborting,9704139.0,,,,,
21,"['java', 'spring', 'spring-profiles']","{'account_id': 211839, 'reputation': 8457, 'user_id': 464253, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/4feb08dd59a59ea32c0cd4e99d123af0?s=256&d=identicon&r=PG', 'display_name': 'Bobo', 'link': 'https://stackoverflow.com/users/464253/bobo'}",True,238871,8,231,1664971285,1329166218,1608724890.0,9267799,CC BY-SA 4.0,https://stackoverflow.com/questions/9267799/how-do-you-get-current-active-default-environment-profile-programmatically-in-sp,How do you get current active/default Environment profile programmatically in Spring?,9268041.0,,,,,
22,"['java', 'controller', 'mockito', 'spring-test']","{'account_id': 936447, 'reputation': 2761, 'user_id': 965294, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/84fed36429de1948901f9a2be656e434?s=256&d=identicon&r=PG', 'display_name': 'jsf', 'link': 'https://stackoverflow.com/users/965294/jsf'}",True,153213,14,64,1664945020,1328664249,1462960777.0,9186604,CC BY-SA 3.0,https://stackoverflow.com/questions/9186604/mockito-exception-when-requires-an-argument-which-has-to-be-a-method-call-on,Mockito Exception - when() requires an argument which has to be a method call on a mock,9188823.0,,,,,
23,"['java', 'regex']","{'account_id': 131106, 'reputation': 37900, 'user_id': 330867, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/4c1796810a014e9ed1f3198c3edd103e?s=256&d=identicon&r=PG', 'display_name': 'Cyril N.', 'link': 'https://stackoverflow.com/users/330867/cyril-n'}",True,224,1,0,1664710080,1329752981,1664710051.0,9364000,CC BY-SA 4.0,https://stackoverflow.com/questions/9364000/parsing-text-using-regular-expression-works-with-online-tests-but-not-this-code,Parsing text using regular expression works with online tests but not this code,9364169.0,,,,,
24,['java'],"{'account_id': 966173, 'reputation': 2247, 'user_id': 989562, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/010068b33d8aa1331a210a19f6bf7e74?s=256&d=identicon&r=PG', 'display_name': 'Ramesh', 'link': 'https://stackoverflow.com/users/989562/ramesh'}",True,12608,3,0,1664365035,1329821219,1374327929.0,9376183,CC BY-SA 3.0,https://stackoverflow.com/questions/9376183/closing-an-buffer-reader-is-compulsory,closing an buffer reader is compulsory,9376299.0,,,,,
25,"['java', 'class', 'compiler-errors', 'datasource']","{'account_id': 108392, 'reputation': 845, 'user_id': 287735, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/5f471d3a8f1ecc09f47324a84b55be68?s=256&d=identicon&r=PG', 'display_name': 'Samurai', 'link': 'https://stackoverflow.com/users/287735/samurai'}",True,1633,2,1,1663971995,1329403837,1329405806.0,9313388,CC BY-SA 3.0,https://stackoverflow.com/questions/9313388/javax-sql-datasource-can-not-resolve-symbol,javax.sql.DataSource Can not resolve symbol,9313477.0,,,,,
26,"['java', 'image', 'download']","{'account_id': 1226405, 'reputation': 331, 'user_id': 1191852, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/e29638108b4bf89d7bf760532143e904?s=256&d=identicon&r=PG', 'display_name': 'Kanchan Ruia', 'link': 'https://stackoverflow.com/users/1191852/kanchan-ruia'}",False,8686,3,1,1663877280,1328517661,1332562030.0,9157501,CC BY-SA 3.0,https://stackoverflow.com/questions/9157501/java-code-to-download-an-image-from-server-to-client,java code to download an image from server to client,,,,,,
27,"['java', 'swing', 'jpopupmenu']","{'account_id': 383494, 'reputation': 5066, 'user_id': 3640269, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/82nKh.jpg?s=256&g=1', 'display_name': 'BJ Dela Cruz', 'link': 'https://stackoverflow.com/users/3640269/bj-dela-cruz'}",True,12712,8,16,1663826903,1329284054,,9288350,CC BY-SA 3.0,https://stackoverflow.com/questions/9288350/adding-vertical-scroll-to-a-jpopupmenu,Adding vertical scroll to a JPopupMenu?,9290215.0,,,,,
28,"['java', 'python', 'methods', 'jython']","{'account_id': 204725, 'reputation': 229, 'user_id': 453113, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4d4788a6ee4cd288b4b1d99b95d709b7?s=256&d=identicon&r=PG', 'display_name': 'Hasti', 'link': 'https://stackoverflow.com/users/453113/hasti'}",True,15756,4,9,1663671759,1329844247,1329845305.0,9381906,CC BY-SA 3.0,https://stackoverflow.com/questions/9381906/how-to-call-a-python-method-from-a-java-class,How to call a python method from a java class?,9382076.0,,,,,
29,"['java', 'bigdecimal', 'floating-point-precision']","{'account_id': 447229, 'reputation': 2055, 'user_id': 840736, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/96559c7e9216ec31a90cdb2c4d49cff5?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/840736/jason'}",True,122808,5,58,1663657111,1330436158,1386121501.0,9482889,CC BY-SA 3.0,https://stackoverflow.com/questions/9482889/set-specific-precision-of-a-bigdecimal,Set specific precision of a BigDecimal,20365270.0,,,,,
30,"['java', 'javascript', 'struts']","{'account_id': 336528, 'reputation': 2179, 'user_id': 664224, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/7911e648d9051b0a0059816b75b84df5?s=256&d=identicon&r=PG&f=1', 'display_name': 'p27', 'link': 'https://stackoverflow.com/users/664224/p27'}",False,7720,1,0,1663574625,1329835982,,9379628,CC BY-SA 3.0,https://stackoverflow.com/questions/9379628/how-to-get-strut-htmlselect-value-in-java-script-in-jsp,how to get strut &lt;html:select&gt; value in java script in jsp,,,,,,
31,"['java', 'subclassing', 'jls']","{'account_id': 250245, 'reputation': 11077, 'user_id': 526836, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/h2HX0.jpg?s=256&g=1', 'display_name': 'Kiril Kirilov', 'link': 'https://stackoverflow.com/users/526836/kiril-kirilov'}",True,62775,4,71,1663055021,1330007422,1471259830.0,9414990,CC BY-SA 3.0,https://stackoverflow.com/questions/9414990/if-you-overwrite-a-field-in-a-subclass-of-a-class-the-subclass-has-two-fields-w,"If you overwrite a field in a subclass of a class, the subclass has two fields with the same name(and different type)?",9415062.0,,,,,
32,"['java', 'logging', 'apache-httpclient-4.x', 'apache-commons-httpclient', 'apache-commons-logging']","{'account_id': 252532, 'reputation': 11178, 'user_id': 530634, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/c9929d2d4c53790b35e9cf7a8e566b05?s=256&d=identicon&r=PG', 'display_name': 'tjb', 'link': 'https://stackoverflow.com/users/530634/tjb'}",True,84178,9,31,1662683638,1330435415,1659379991.0,9482717,CC BY-SA 4.0,https://stackoverflow.com/questions/9482717/turning-on-logging-in-httpclient,Turning on Logging in HttpClient,,,,,,
33,"['java', 'spring', 'spring-jdbc', 'jdbctemplate']","{'account_id': 138790, 'reputation': 60259, 'user_id': 343955, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/cd79cf00160aef32e8bfa48bcc978b9b?s=256&d=identicon&r=PG', 'display_name': 'adarshr', 'link': 'https://stackoverflow.com/users/343955/adarshr'}",True,287551,7,90,1662645557,1329742794,1427443498.0,9361538,CC BY-SA 3.0,https://stackoverflow.com/questions/9361538/spring-jdbc-template-for-calling-stored-procedures,Spring JDBC Template for calling Stored Procedures,9361835.0,,,,,
34,"['java', 'html', 'jsf', 'html-select', 'javabeans']","{'account_id': 1245217, 'reputation': 3, 'user_id': 1206830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e167b7c989654f63311bd02ef44519f?s=256&d=identicon&r=PG', 'display_name': 'Angelos', 'link': 'https://stackoverflow.com/users/1206830/angelos'}",True,749,2,-2,1662492380,1329139312,1662492380.0,9261273,CC BY-SA 4.0,https://stackoverflow.com/questions/9261273/how-to-modify-my-page-and-pass-my-selected-option-to-java-beans,how to modify my page and pass my selected option to java beans,9261754.0,,,,,
35,"['java', 'spring', 'hibernate', 'hsqldb']","{'account_id': 218619, 'reputation': 838, 'user_id': 475039, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/109d274b48e1246ef247e3c328296193?s=256&d=identicon&r=PG', 'display_name': 'Kros', 'link': 'https://stackoverflow.com/users/475039/kros'}",True,20245,5,8,1661944726,1330190434,1436655370.0,9446194,CC BY-SA 3.0,https://stackoverflow.com/questions/9446194/hsql-org-hsqldb-hsqlexception-invalid-schema-name,HSQL org.hsqldb.HsqlException: invalid schema name,,,,,,
36,"['java', 'ssl', 'keytool']","{'account_id': 979146, 'reputation': 8171, 'user_id': 999353, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/98bced27aa499af81f823b998d23c79d?s=256&d=identicon&r=PG', 'display_name': 'TheCoder', 'link': 'https://stackoverflow.com/users/999353/thecoder'}",True,1183478,16,275,1661898727,1328789102,1661898601.0,9210514,CC BY-SA 4.0,https://stackoverflow.com/questions/9210514/unable-to-find-valid-certification-path-to-requested-target-error-even-after-c,Unable to find valid certification path to requested target - error even after cert imported,9210661.0,,,,,
37,"['java', 'disruptor-pattern']","{'account_id': 411710, 'reputation': 4273, 'user_id': 784345, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/4585b1d04f798ebd7d091aa98d3b99aa?s=256&d=identicon&r=PG', 'display_name': 'Dejwi', 'link': 'https://stackoverflow.com/users/784345/dejwi'}",True,26366,5,17,1661747062,1328568992,,9168602,CC BY-SA 3.0,https://stackoverflow.com/questions/9168602/the-simplest-and-actual-example-code-of-lmax-disruptor,The simplest and actual example code of LMAX Disruptor,9327713.0,,,,,
38,"['java', 'regex']","{'account_id': 215507, 'reputation': 997, 'user_id': 470189, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/RZK5s.jpg?s=256&g=1', 'display_name': 'Ali Arslan', 'link': 'https://stackoverflow.com/users/470189/ali-arslan'}",True,5238,4,7,1661628450,1329947108,1661628450.0,9403570,CC BY-SA 4.0,https://stackoverflow.com/questions/9403570/regex-to-find-method-calls,Regex to find method calls,21120263.0,,,,,
39,"['java', 'database', 'null', 'double']","{'account_id': 1122899, 'reputation': 1449, 'user_id': 1110819, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/RmtKk.jpg?s=256&g=1', 'display_name': 'pallasmedia', 'link': 'https://stackoverflow.com/users/1110819/pallasmedia'}",True,235130,6,49,1661479396,1328064666,1619753679.0,9090077,CC BY-SA 4.0,https://stackoverflow.com/questions/9090077/how-to-check-if-a-double-is-null,How to check if a double is null?,9090441.0,,,,,
40,"['java', 'regex']","{'account_id': 371458, 'reputation': 3233, 'user_id': 720003, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/37fcb0c0ff7f8a937539b755d8bf4ddd?s=256&d=identicon&r=PG', 'display_name': 'b3bop', 'link': 'https://stackoverflow.com/users/720003/b3bop'}",True,147477,3,275,1660806818,1329371423,1660806818.0,9306202,CC BY-SA 4.0,https://stackoverflow.com/questions/9306202/regex-for-matching-something-if-it-is-not-preceded-by-something-else,Regex for matching something if it is not preceded by something else,9306228.0,,,,,
41,"['java', 'string']","{'account_id': 1229964, 'reputation': 1, 'user_id': 1194759, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b21ea38e5026360377248d570706864?s=256&d=identicon&r=PG', 'display_name': 'xaia', 'link': 'https://stackoverflow.com/users/1194759/xaia'}",False,7909,2,0,1660791835,1328623037,1413710365.0,9177525,CC BY-SA 3.0,https://stackoverflow.com/questions/9177525/printing-two-or-more-strings-in-vertical-form-in-java,Printing two or more strings in vertical form in java,,1658144638.0,,,,
42,"['java', 'function', 'methods']","{'account_id': 1086411, 'reputation': 3130, 'user_id': 1082019, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/e229d00ce8dc85556c2bc2978bb1b7c4?s=256&d=identicon&r=PG', 'display_name': 'DavideChicco.it', 'link': 'https://stackoverflow.com/users/1082019/davidechicco-it'}",True,6731,7,3,1660765133,1329412166,1423130668.0,9315707,CC BY-SA 3.0,https://stackoverflow.com/questions/9315707/java-a-method-declaration-inside-another-method,"Java, a method declaration inside another method?",9315873.0,,,,,
43,"['java', 'web-applications', 'jackrabbit', 'jcr']","{'account_id': 38309, 'reputation': 19347, 'user_id': 109880, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/KCtEx.png?s=256&g=1', 'display_name': 'Fortega', 'link': 'https://stackoverflow.com/users/109880/fortega'}",True,1392,4,0,1660730494,1328779147,1328779870.0,9208096,CC BY-SA 3.0,https://stackoverflow.com/questions/9208096/apache-jackrabbit-webapp,Apache Jackrabbit webapp,9208268.0,,,,,
44,"['java', 'runtime']","{'account_id': 1099760, 'reputation': 6848, 'user_id': 1092450, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'itro', 'link': 'https://stackoverflow.com/users/1092450/itro'}",True,173312,19,47,1660555587,1329403709,1329407329.0,9313353,CC BY-SA 3.0,https://stackoverflow.com/questions/9313353/error-when-checking-java-version-could-not-find-java-dll,Error when checking Java version: could not find java.dll,9314503.0,1660612296.0,,,,
45,"['java', 'eclipse', 'buildpath']","{'account_id': 411865, 'reputation': 30577, 'user_id': 784597, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/osHNj.jpg?s=256&g=1', 'display_name': 'Pawan', 'link': 'https://stackoverflow.com/users/784597/pawan'}",True,223339,16,81,1660192316,1330345548,1633771600.0,9464998,CC BY-SA 4.0,https://stackoverflow.com/questions/9464998/eclipse-the-resource-is-not-on-the-build-path-of-a-java-project,Eclipse: The resource is not on the build path of a Java project,9465093.0,,,,,
46,"['java', 'image', 'jpeg']","{'account_id': 24216, 'reputation': 23123, 'user_id': 61479, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/4b507c49efd53570b5c2f384d2aeee84?s=256&d=identicon&r=PG', 'display_name': 'Ridcully', 'link': 'https://stackoverflow.com/users/61479/ridcully'}",True,17849,10,34,1660117560,1329562729,1535535915.0,9340569,CC BY-SA 4.0,https://stackoverflow.com/questions/9340569/jpeg-image-with-wrong-colors,JPEG image with wrong colors,9341535.0,,,,,
47,"['java', 'nio']","{'account_id': 1107482, 'reputation': 3146, 'user_id': 1098603, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/sb0id.png?s=256&g=1', 'display_name': 'Matthieu', 'link': 'https://stackoverflow.com/users/1098603/matthieu'}",True,4575,1,3,1660101051,1329335134,1380959012.0,9300194,CC BY-SA 3.0,https://stackoverflow.com/questions/9300194/sun-rmi-transport-tcp-tcptransport-uses-100-cpu,sun.rmi.transport.tcp.TCPTransport uses 100% CPU,9326318.0,,,,,
