,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
11,"['java', 'android', 'xml', 'android-studio']","{'account_id': 23561451, 'reputation': 31, 'user_id': 17602771, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxXOQ4wFQ3tbdgIEFuTvZ7CHIsFbuvUF3mak_2V=k-s256', 'display_name': 'Bashar Hamade', 'link': 'https://stackoverflow.com/users/17602771/bashar-hamade'}",True,10362,3,3,1668687210,1638792101,70245178,CC BY-SA 4.0,https://stackoverflow.com/questions/70245178/android-studio-android-resource-linking-failed-error-aapt-error-resource-an,Android Studio Android resource linking failed error .. AAPT: error: resource android:attr/lStar not found. at values.xml 105,1638797532.0,,,,,
12,"['java', 'intellij-idea', 'encryption']","{'account_id': 23448054, 'reputation': 3, 'user_id': 17504581, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj-axUwrCSZRB_JTIIU9cQdkl2Yrcr09dudra3koA=k-s256', 'display_name': 'Andich', 'link': 'https://stackoverflow.com/users/17504581/andich'}",False,59,0,0,1668655019,1638592994,70223080,CC BY-SA 4.0,https://stackoverflow.com/questions/70223080/how-to-skip-spaces-and-symbols-while-reading-a-text-file-and-store-those-for-use,How to skip spaces and symbols while reading a text file and store those for use later-on,1668655019.0,,,,,
13,"['java', 'tensorflow', 'protocol-buffers']","{'account_id': 16826372, 'reputation': 46, 'user_id': 12269475, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCsc-Zoy0qTX04TvQMA801jld6rPyqZvQUxUVdKyew=k-s256', 'display_name': 'Arian Maghsoudnia', 'link': 'https://stackoverflow.com/users/12269475/arian-maghsoudnia'}",True,99,2,0,1668549092,1638889819,70262537,CC BY-SA 4.0,https://stackoverflow.com/questions/70262537/tensorflow-java-cannot-parse-graphdef-from-byte-array,Tensorflow Java cannot parse GraphDef from byte array,,,,,,
14,"['java', 'spring-boot', 'kotlin', 'spring-cloud-feign', 'broken-pipe']","{'account_id': 13847690, 'reputation': 1, 'user_id': 9996454, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-zecG3t7tfqY/AAAAAAAAAAI/AAAAAAAAAb4/z9F1PxR-Ua0/photo.jpg?sz=256', 'display_name': 'gdurazzo', 'link': 'https://stackoverflow.com/users/9996454/gdurazzo'}",False,1403,1,0,1668454782,1639501219,70352737,CC BY-SA 4.0,https://stackoverflow.com/questions/70352737/feign-retryableexception-connection-reset-executing-post,feign.RetryableException: Connection reset executing POST,,,,,,
15,"['java', 'jvm', 'project-reactor']","{'account_id': 22074613, 'reputation': 47, 'user_id': 16340746, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tseB6.png?s=256&g=1', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/16340746/anton'}",True,120,2,1,1668416013,1640264007,70462406,CC BY-SA 4.0,https://stackoverflow.com/questions/70462406/reactordebugagent-init-throw-illegalstateexception,ReactorDebugAgent.init throw IllegalStateException,1640265319.0,70503517.0,,,,
16,"['java', 'eclipse', 'exception', 'localdatetime']","{'account_id': 23057826, 'reputation': 131, 'user_id': 17173618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3397323fd54eac2faf885cde3717cf0?s=256&d=identicon&r=PG', 'display_name': 'kkkk', 'link': 'https://stackoverflow.com/users/17173618/kkkk'}",True,17779,5,11,1668383567,1639927919,70412805,CC BY-SA 4.0,https://stackoverflow.com/questions/70412805/what-does-this-error-mean-java-lang-reflect-inaccessibleobjectexception-unable,What does this error mean? java.lang.reflect.InaccessibleObjectException: Unable to make field private final int java.time.LocalDate.year,1639928691.0,,,,,
17,"['java', 'java-stream', 'jetty', 'java-17']","{'account_id': 4289184, 'reputation': 8747, 'user_id': 3506000, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/fVWny.jpg?s=256&g=1', 'display_name': 'Robert Bain', 'link': 'https://stackoverflow.com/users/3506000/robert-bain'}",False,1663,1,27,1668309470,1639683710,70384713,CC BY-SA 4.0,https://stackoverflow.com/questions/70384713/java-17s-parallelstream-causes-critical-performance-issues-with-code-that-run,Java 17&#39;s parallelStream() causes critical performance issues with code that runs fine in Java 16. Why?,1639958809.0,,,,,
18,"['java', 'macos', 'java-8', 'homebrew']","{'account_id': 6613917, 'reputation': 31, 'user_id': 5107912, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ZjZPKfPifig/AAAAAAAAAAI/AAAAAAAAFRs/VDqlMmz2S9E/photo.jpg?sz=256', 'display_name': 'Sainath Bysani', 'link': 'https://stackoverflow.com/users/5107912/sainath-bysani'}",True,1662,3,1,1668262469,1640371579,70475814,CC BY-SA 4.0,https://stackoverflow.com/questions/70475814/openjdk8-no-bottle-available,openjdk@8: no bottle available,1668262469.0,,,,,
19,"['java', 'hibernate']","{'account_id': 17289086, 'reputation': 1, 'user_id': 12521057, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XMV9z3H1VxY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdpqXFTFxZQDLmxQ0HBYysBgg0x-Q/photo.jpg?sz=256', 'display_name': 'Isaachjk', 'link': 'https://stackoverflow.com/users/12521057/isaachjk'}",True,20,1,0,1668180078,1640188220,70451727,CC BY-SA 4.0,https://stackoverflow.com/questions/70451727/hibernate-getcurrentsession-logs-p6spy-multiple-connections,Hibernate getCurrentSession logs (P6SPY) multiple connections?,,74404638.0,,,,
20,"['java', 'maven', 'openapi']","{'account_id': 17813347, 'reputation': 1308, 'user_id': 12937443, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Fqu2rKjHcB0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reAW57rbNlIWnttR2eVVGHxdgw3tQ/photo.jpg?sz=256', 'display_name': 'Hamza', 'link': 'https://stackoverflow.com/users/12937443/hamza'}",True,1361,2,0,1668166567,1640852967,70529163,CC BY-SA 4.0,https://stackoverflow.com/questions/70529163/openapi-operationid-is-repeated,Openapi operationid is repeated,,70530471.0,,,,
21,"['java', 'spring', 'maven', 'log4j']","{'account_id': 1538531, 'reputation': 3651, 'user_id': 1433826, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/73c1d676cfce4e4aa8082d9067fd906a?s=256&d=identicon&r=PG', 'display_name': 'reiley', 'link': 'https://stackoverflow.com/users/1433826/reiley'}",True,638,3,0,1668092957,1639998624,70420927,CC BY-SA 4.0,https://stackoverflow.com/questions/70420927/update-version-of-child-dependency-in-pom-xml,Update version of child dependency in pom.xml,,,,,,
22,"['java', 'spring-boot', 'groovy', 'spring-data-mongodb']","{'account_id': 20686838, 'reputation': 272, 'user_id': 15189054, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-OR6ugqnx2cw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnOOMsj8rKDWsYpYT9LG1tmt01dcw/s96-c/photo.jpg?sz=256', 'display_name': 'chaitanya gupta', 'link': 'https://stackoverflow.com/users/15189054/chaitanya-gupta'}",True,1240,2,3,1668059451,1640600120,70494158,CC BY-SA 4.0,https://stackoverflow.com/questions/70494158/bigdecimal-is-stored-in-string-in-spring-data-mongodb,BigDecimal is stored in string in spring data MongoDB,1641302775.0,,,,,
23,"['java', 'maven', 'maven-plugin', 'thrift']","{'account_id': 4746587, 'reputation': 8284, 'user_id': 3837778, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/12c217d346b797e1a9b4d34b9aa91dce?s=256&d=identicon&r=PG&f=1', 'display_name': 'BAE', 'link': 'https://stackoverflow.com/users/3837778/bae'}",False,328,1,0,1668003363,1639370240,70329980,CC BY-SA 4.0,https://stackoverflow.com/questions/70329980/thrift-command-not-found,thrift: command not found,,,,,,
24,"['java', 'maven', 'osgi']","{'account_id': 23569441, 'reputation': 117, 'user_id': 17609755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f8a6c2aaf085c483be755796a5ccd7c?s=256&d=identicon&r=PG', 'display_name': 'Ramachandran Rajasekaran', 'link': 'https://stackoverflow.com/users/17609755/ramachandran-rajasekaran'}",True,75,1,0,1667960262,1639295855,70321873,CC BY-SA 4.0,https://stackoverflow.com/questions/70321873/maven-scr-plugin-shows-no-annotation-processors-found-in-classpath-error,maven-scr-plugin shows No annotation processors found in classpath error,1639420880.0,,,,,
25,"['java', 'android', 'sdk']","{'account_id': 23608997, 'reputation': 9, 'user_id': 17644282, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9132c4812f5f4d25723c407c804e5744?s=256&d=identicon&r=PG', 'display_name': 'Darshit', 'link': 'https://stackoverflow.com/users/17644282/darshit'}",False,462,0,0,1667494840,1639136252,70303948,CC BY-SA 4.0,https://stackoverflow.com/questions/70303948/exception-in-thread-main-java-lang-noclassdeffounderror-javax-xml-bind-annota,Exception in thread &quot;main&quot; java.lang.NoClassDefFoundError: javax/xml/bind/annotation/XmlSchema is displaying,1639232633.0,,,,,
26,"['java', 'oracle', 'docker', 'oracle-wallet']","{'account_id': 23672999, 'reputation': 1, 'user_id': 17699536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/545317c1bbe397dc1b935da483ab530a?s=256&d=identicon&r=PG', 'display_name': 'Harambo', 'link': 'https://stackoverflow.com/users/17699536/harambo'}",False,95,0,0,1667466813,1639729693,70390289,CC BY-SA 4.0,https://stackoverflow.com/questions/70390289/oracle-security-crypto-asn1-asn1formatexception-got-tag-7830-instead-of-16-whe,oracle.security.crypto.asn1.ASN1FormatException: Got tag 7830 instead of 16. when running in container,1667466813.0,,,,,
27,"['java', 'spring-boot']","{'account_id': 267247, 'reputation': 1076, 'user_id': 555303, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/17979ecfb5a784d399cce3c9e01a5e56?s=256&d=identicon&r=PG', 'display_name': 'user555303', 'link': 'https://stackoverflow.com/users/555303/user555303'}",False,282,1,2,1667453661,1638560349,70219847,CC BY-SA 4.0,https://stackoverflow.com/questions/70219847/followup-to-earlier-spring-boot-exception-handling-question-best-way-to-co-exi,Followup to earlier Spring Boot Exception Handling question - Best way to co-exist with already existing error handling?,1667453661.0,,,,,
28,"['java', 'sql', 'spring', 'postgresql', 'hibernate']","{'account_id': 11253290, 'reputation': 1111, 'user_id': 9167731, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q5U92.jpg?s=256&g=1', 'display_name': 'Semyon Kirekov', 'link': 'https://stackoverflow.com/users/9167731/semyon-kirekov'}",False,43,1,0,1667345120,1638540723,70215686,CC BY-SA 4.0,https://stackoverflow.com/questions/70215686/hibernate-sequence-generator-requests-2-values,Hibernate Sequence Generator requests 2 values,,,,,,
29,"['java', 'log4j', 'log4j2', 'properties-file', 'tomcat9']","{'account_id': 10122987, 'reputation': 491, 'user_id': 7479307, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1240702612690151/picture?type=large', 'display_name': 'Sunil Sunny', 'link': 'https://stackoverflow.com/users/7479307/sunil-sunny'}",True,933,2,1,1667331401,1639749799,70394366,CC BY-SA 4.0,https://stackoverflow.com/questions/70394366/not-every-log-is-printing-in-log-files-using-log4j2-properties-file,Not Every log is printing in Log files using LOG4j2 Properties file,,70420782.0,,,,
30,"['java', 'gradle', 'java-11']","{'account_id': 17900992, 'reputation': 345, 'user_id': 13005243, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DhWbSunUi7g/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nANfg4T0VGEZmNDVGpRYHtQ92UOGg/photo.jpg?sz=256', 'display_name': 'Elen Mouradian', 'link': 'https://stackoverflow.com/users/13005243/elen-mouradian'}",True,18121,10,16,1667305713,1640010429,70423297,CC BY-SA 4.0,https://stackoverflow.com/questions/70423297/java-lang-illegalaccesserror-class-org-gradle-internal-compiler-java-classnamec,java.lang.IllegalAccessError: class org.gradle.internal.compiler.java.ClassNameCollector cannot access class com.sun.tools.javac.code.Symbol$,,71026490.0,,,,
31,"['java', 'oracle', 'kerberos', 'java-11']","{'account_id': 13091244, 'reputation': 119, 'user_id': 9458632, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1f3723a51faea89f5b73b3ed1461332?s=256&d=identicon&r=PG&f=1', 'display_name': 'jimbob542', 'link': 'https://stackoverflow.com/users/9458632/jimbob542'}",True,4373,2,7,1667229011,1639339785,70327291,CC BY-SA 4.0,https://stackoverflow.com/questions/70327291/java-11-error-with-kerberos-authentication-principal-krb-cred-not-generated-co,java 11 Error with Kerberos Authentication principal - KRB_CRED not generated correctly,1644182155.0,70977962.0,,,,
32,"['java', 'minecraft']","{'account_id': 20262238, 'reputation': 73, 'user_id': 14860328, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36407950e8e22ffeb1dd4d1ddeea3426?s=256&d=identicon&r=PG&f=1', 'display_name': 'NpGamingBoy', 'link': 'https://stackoverflow.com/users/14860328/npgamingboy'}",True,144,1,0,1667218306,1638365202,70185054,CC BY-SA 4.0,https://stackoverflow.com/questions/70185054/allocating-more-ram-while-decompiling-minecraft-with-mcp-mod-coder-pack,Allocating more RAM while decompiling Minecraft with MCP (Mod Coder Pack),,70241359.0,,,,
33,"['java', 'spring', 'graalvm', 'spring-native', 'netflix-dgs']","{'account_id': 3806842, 'reputation': 133, 'user_id': 3159029, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://graph.facebook.com/1479137074/picture?type=large', 'display_name': 'justBecca', 'link': 'https://stackoverflow.com/users/3159029/justbecca'}",False,67,1,0,1667176060,1638895077,70263798,CC BY-SA 4.0,https://stackoverflow.com/questions/70263798/unable-to-access-resource-files-from-spring-native,Unable to access resource files from Spring-Native,,,,,,
34,"['java', 'json', 'jolt']","{'account_id': 7556417, 'reputation': 83, 'user_id': 5735858, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42ee8e26ad9e9761132e87f43554a551?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yawyaw1', 'link': 'https://stackoverflow.com/users/5735858/yawyaw1'}",True,718,1,1,1667075270,1639647665,70376811,CC BY-SA 4.0,https://stackoverflow.com/questions/70376811/jolt-transform-several-object-to-array-with-new-field-name,Jolt transform several object to array with new field name,1639674578.0,70377230.0,,,,
35,"['java', 'spring-security', 'amazon-cognito', 'spring-webflux', 'spring-security-oauth2']","{'account_id': 14672099, 'reputation': 919, 'user_id': 10596295, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hxes2.jpg?s=256&g=1', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/10596295/martin'}",False,291,1,0,1666942508,1640629434,70499095,CC BY-SA 4.0,https://stackoverflow.com/questions/70499095/calling-any-endpoint-redirects-to-the-login-page-in-spring-boot-web-flux-applica,Calling any endpoint redirects to the login page in Spring Boot Web Flux application,1640631065.0,,,,,
36,"['java', 'intellij-idea', 'gherkin', 'cucumber-serenity']","{'account_id': 23536382, 'reputation': 11, 'user_id': 17581277, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a264bd335b34fb88bc7a9981b127be19?s=256&d=identicon&r=PG', 'display_name': 'LCCEOR', 'link': 'https://stackoverflow.com/users/17581277/lcceor'}",True,229,2,1,1666866993,1638548830,70217607,CC BY-SA 4.0,https://stackoverflow.com/questions/70217607/serenity-java-predicate-failed,Serenity Java predicate failed,1640089180.0,70435387.0,,,,
37,"['java', 'android', 'kotlin', 'mvvm', 'dagger-hilt']","{'account_id': 22362597, 'reputation': 315, 'user_id': 16578926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5899861492e302bd4f1ea74225429200?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emanuel Garcia', 'link': 'https://stackoverflow.com/users/16578926/emanuel-garcia'}",True,1182,5,5,1666797478,1638534451,70214316,CC BY-SA 4.0,https://stackoverflow.com/questions/70214316/couldnt-find-activityviewmodels-hilt-android,Couldn&#39;t find `activityViewModels()` Hilt Android,1638535356.0,,,,,
38,"['java', 'spring-boot', 'apache-poi']","{'account_id': 23600769, 'reputation': 366, 'user_id': 17637282, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TEpEI.jpg?s=256&g=1', 'display_name': 'Dev007', 'link': 'https://stackoverflow.com/users/17637282/dev007'}",True,1374,1,4,1666791235,1639127588,70302123,CC BY-SA 4.0,https://stackoverflow.com/questions/70302123/property-http-javax-xml-xmlconstants-property-accessexternalschema-is-not-re,Property &#39;http://javax.xml.XMLConstants/property/accessExternalSchema&#39; is not recognized,,,,,,
39,"['java', 'spring-boot', 'intellij-idea', 'spring-data-jpa', 'h2']","{'account_id': 8455866, 'reputation': 127, 'user_id': 6343186, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec2ba1ff726c57f5a8c0099543d62e39?s=256&d=identicon&r=PG&f=1', 'display_name': 'TranceAddict', 'link': 'https://stackoverflow.com/users/6343186/tranceaddict'}",False,405,1,1,1666774553,1639484127,70348728,CC BY-SA 4.0,https://stackoverflow.com/questions/70348728/cannot-create-table-with-jpa-entity,Cannot create table with JPA Entity,1639484338.0,,,,,
40,"['java', 'hibernate']","{'account_id': 18211039, 'reputation': 1130, 'user_id': 13253563, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2750da1d82e4da01f027179553ded24?s=256&d=identicon&r=PG&f=1', 'display_name': 'Denis_newbie', 'link': 'https://stackoverflow.com/users/13253563/denis-newbie'}",True,79,3,3,1666703508,1638671785,70231095,CC BY-SA 4.0,https://stackoverflow.com/questions/70231095/object-in-persistent-state-dont-saved-to-the-database-but-successfully-loaded,"object in persistent state don&#39;t saved to the database, but successfully loaded from it",1638673639.0,70231513.0,,,,
41,"['java', 'spring', 'spring-boot', 'maven', 'spring-batch']","{'account_id': 20836256, 'reputation': 79, 'user_id': 15304078, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e362cbbb8b83a81859f4d8f69c6723c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'creativeAxe', 'link': 'https://stackoverflow.com/users/15304078/creativeaxe'}",False,185,0,0,1666700982,1640838082,70527450,CC BY-SA 4.0,https://stackoverflow.com/questions/70527450/java-sql-sqlsyntaxerrorexception-user-lacks-privilege-or-object-not-found-matc,java.sql.SQLSyntaxErrorException: user lacks privilege or object not found: MATCH in statement,,,,,,
42,"['java', 'json', 'pojo']","{'account_id': 23532427, 'reputation': 51, 'user_id': 17577844, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6639cc92616a2787ebd497ca80aef39f?s=256&d=identicon&r=PG', 'display_name': 'Rumi', 'link': 'https://stackoverflow.com/users/17577844/rumi'}",True,447,3,0,1666600864,1638515559,70210692,CC BY-SA 4.0,https://stackoverflow.com/questions/70210692/comparing-two-json-files-using-java,Comparing two JSON files using java,1638518802.0,70211508.0,,,,
43,"['java', 'spring-boot', 'hibernate', 'redis']","{'account_id': 13249424, 'reputation': 51, 'user_id': 9567391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35672c301ebad385404f2eeb6b239c5c?s=256&d=identicon&r=PG&f=1', 'display_name': 'PankajTekwani', 'link': 'https://stackoverflow.com/users/9567391/pankajtekwani'}",False,277,2,4,1666520334,1639089874,70297666,CC BY-SA 4.0,https://stackoverflow.com/questions/70297666/unable-to-cast-the-object-to-entity-type,Unable to cast the Object to Entity Type,1639090437.0,,,,,
44,"['java', 'gradle', 'annotation-processing']","{'account_id': 138790, 'reputation': 60229, 'user_id': 343955, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/cd79cf00160aef32e8bfa48bcc978b9b?s=256&d=identicon&r=PG', 'display_name': 'adarshr', 'link': 'https://stackoverflow.com/users/343955/adarshr'}",True,257,1,2,1666385517,1638383874,70189571,CC BY-SA 4.0,https://stackoverflow.com/questions/70189571/java-annotation-processor-written-using-gradle-unable-to-read-resources-from-src,Java annotation processor written using Gradle unable to read resources from src/main/resources,,,,,,
45,"['java', 'gradle', 'visual-studio-code']","{'account_id': 9860808, 'reputation': 121, 'user_id': 7797027, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/537b580a2e6671bbe15c04cf3cc5fccd?s=256&d=identicon&r=PG&f=1', 'display_name': 'tester', 'link': 'https://stackoverflow.com/users/7797027/tester'}",True,3656,2,2,1666324719,1640647123,70501351,CC BY-SA 4.0,https://stackoverflow.com/questions/70501351/gradle-for-java-extension-in-visual-studio-code-shows-the-wrong-gradle-version,Gradle for Java Extension in Visual Studio Code shows the wrong Gradle version,1640679324.0,,,,,
