,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,locked_date,closed_date,closed_reason,protected_date
10,"['java', 'performance', 'rust']","{'account_id': 9470476, 'reputation': 125, 'user_id': 7041473, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-CZQz987O47A/AAAAAAAAAAI/AAAAAAAACAQ/7CioOsk5AEw/photo.jpg?sz=256', 'display_name': 'Divyanshu Pundir', 'link': 'https://stackoverflow.com/users/7041473/divyanshu-pundir'}",True,6661,2,9,1667914801,1619085743,67211077,CC BY-SA 4.0,https://stackoverflow.com/questions/67211077/java-vs-rust-performance,Java vs Rust performance,,1619107925.0,,,,
11,"['java', 'eclipse']","{'account_id': 20653068, 'reputation': 1484, 'user_id': 15162879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc06c4256b6d127ae9c0fac2bddbfae5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fabbiucciello', 'link': 'https://stackoverflow.com/users/15162879/fabbiucciello'}",False,100,1,1,1667849042,1618182344,67050956,CC BY-SA 4.0,https://stackoverflow.com/questions/67050956/why-does-the-selection-cannot-be-launched-and-there-are-no-recent-launches-not,Why does &quot;the selection cannot be launched and there are no recent launches&quot; notice come out in Eclipse?,,,,,,
12,"['java', 'spring-boot', 'spring-cloud-config']","{'account_id': 8909479, 'reputation': 41, 'user_id': 6650246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe80c82d5abadac265282cda760714e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prasant', 'link': 'https://stackoverflow.com/users/6650246/prasant'}",False,250,1,1,1667766030,1619623078,67303032,CC BY-SA 4.0,https://stackoverflow.com/questions/67303032/how-to-configure-multiple-spring-cloud-config-servers-in-spring-boot,How to configure multiple spring cloud config servers in spring boot,,,,,,
13,"['java', 'gradle', 'build', 'compilation']","{'account_id': 15481877, 'reputation': 729, 'user_id': 11173594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15796bfb45bb0de03121fe487956a34d?s=256&d=identicon&r=PG&f=1', 'display_name': '136', 'link': 'https://stackoverflow.com/users/11173594/136'}",True,46639,7,43,1667759597,1619434347,67265308,CC BY-SA 4.0,https://stackoverflow.com/questions/67265308/gradle-entry-classpath-is-a-duplicate-but-no-duplicate-handling-strategy-has-b,Gradle &quot;Entry .classpath is a duplicate but no duplicate handling strategy has been set&quot;,,1619435940.0,,,,
14,"['java', 'spring-boot', 'hibernate', 'jpa']","{'account_id': 254664, 'reputation': 11029, 'user_id': 534218, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/05708634a76195e829ce6dd077e45039?s=256&d=identicon&r=PG', 'display_name': 'Safari', 'link': 'https://stackoverflow.com/users/534218/safari'}",True,21204,2,10,1667755851,1617488714,66936394,CC BY-SA 4.0,https://stackoverflow.com/questions/66936394/uuid-primary-key-for-jpa-entity-safe-approach-to-use-unique-values-on-multiple,UUID primary key for JPA Entity: safe approach to use unique values on multiple instances,,,,,,
15,"['java', 'selenium']","{'account_id': 21303990, 'reputation': 21, 'user_id': 15679514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8da192d778d980a16be6a7e5cf2f4909?s=256&d=identicon&r=PG&f=1', 'display_name': 'Megaya', 'link': 'https://stackoverflow.com/users/15679514/megaya'}",True,17547,9,2,1667459161,1618724710,67145532,CC BY-SA 4.0,https://stackoverflow.com/questions/67145532/cannot-invoke-org-openqa-selenium-webdriver-findelementorg-openqa-selenium-by,Cannot invoke &quot;org.openqa.selenium.WebDriver.findElement(org.openqa.selenium.By)&quot; because &quot;this.driver&quot; is null,,1618729742.0,,,,
16,"['java', 'android', 'android-studio', 'copy', 'android-gallery']","{'account_id': 17532013, 'reputation': 3, 'user_id': 12715840, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mC5eAU8DCsBkKIXWAb7dNUBb6p3boLe1eKeqFG7nQ=k-s256', 'display_name': 'Avinash Tingre', 'link': 'https://stackoverflow.com/users/12715840/avinash-tingre'}",True,181,1,0,1667454280,1617807140,66988613,CC BY-SA 4.0,https://stackoverflow.com/questions/66988613/files-copied-using-files-copy-api-are-not-visible-in-gallery,Files copied using Files.copy API are not visible in Gallery,66988890.0,1667454280.0,,,,
17,"['java', 'spring', 'spring-boot', 'spring-mvc', 'spring-security']","{'account_id': 11099552, 'reputation': 1101, 'user_id': 8148637, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/r4KNU.jpg?s=256&g=1', 'display_name': 'KnockingHeads', 'link': 'https://stackoverflow.com/users/8148637/knockingheads'}",True,2571,1,3,1667381953,1619766613,67329660,CC BY-SA 4.0,https://stackoverflow.com/questions/67329660/basics-of-spring-security,Basics of Spring Security,67331836.0,1623826070.0,,,,
18,"['java', 'maven', 'maven-compiler-plugin']","{'account_id': 1159591, 'reputation': 539, 'user_id': 1139390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/266f358115336e0fc63caea284d2c618?s=256&d=identicon&r=PG', 'display_name': 'eliteparakeet', 'link': 'https://stackoverflow.com/users/1139390/eliteparakeet'}",True,48100,5,25,1667126370,1617214278,66893106,CC BY-SA 4.0,https://stackoverflow.com/questions/66893106/maven-build-failure-compiler-plugin,Maven Build Failure - Compiler Plugin,66893276.0,,,,,
19,"['java', 'kotlin', 'annotations', 'spring-webflux']","{'account_id': 8902878, 'reputation': 276, 'user_id': 6645767, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f25bb60e4a2f806ae0de8f7b4a45acf4?s=256&d=identicon&r=PG&f=1', 'display_name': 'matrixguy', 'link': 'https://stackoverflow.com/users/6645767/matrixguy'}",False,295,1,2,1667062614,1617953123,67016779,CC BY-SA 4.0,https://stackoverflow.com/questions/67016779/spring-webflux-handlermethodargumentresolver-not-executing,Spring Webflux HandlerMethodArgumentResolver not executing,,1617966197.0,,,,
20,"['java', 'mysql', 'tls1.2']","{'account_id': 3624035, 'reputation': 16083, 'user_id': 3022127, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://i.stack.imgur.com/l0OvV.jpg?s=256&g=1', 'display_name': 'bersling', 'link': 'https://stackoverflow.com/users/3022127/bersling'}",True,38472,6,66,1666788271,1619781182,67332909,CC BY-SA 4.0,https://stackoverflow.com/questions/67332909/why-can-java-not-connect-to-mysql-5-7-after-the-latest-jdk-update-and-how-should,Why can Java not connect to MySQL 5.7 after the latest JDK update and how should it be fixed? (ssl.SSLHandshakeException: No appropriate protocol),67438592.0,1619781858.0,,,,
21,"['java', 'spring', 'spring-boot', 'spring-data-jpa']","{'account_id': 15505980, 'reputation': 29, 'user_id': 11186140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd3cb7e01aeb15debe0f3b71d03ea439?s=256&d=identicon&r=PG&f=1', 'display_name': 'coi175', 'link': 'https://stackoverflow.com/users/11186140/coi175'}",True,5605,2,0,1666782955,1617365068,66919053,CC BY-SA 4.0,https://stackoverflow.com/questions/66919053/how-to-get-user-from-database-for-login-with-spring-boot-and-spring-data-jpa,How to get User from database for login with Spring Boot and Spring Data Jpa,66919199.0,1617367290.0,,,,
22,"['java', 'spring']","{'account_id': 4962272, 'reputation': 475, 'user_id': 4162708, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/a8612d6e0052a4d785de933e28ce299e?s=256&d=identicon&r=PG&f=1', 'display_name': 'lily', 'link': 'https://stackoverflow.com/users/4162708/lily'}",True,693,2,0,1666424543,1618427343,67097742,CC BY-SA 4.0,https://stackoverflow.com/questions/67097742/how-can-a-spring-controller-deal-with-application-octet-stream-request,How can a spring controller deal with application/octet-stream request?,,1618428332.0,,,,
23,"['java', 'email', 'oauth-2.0', 'outlook', 'jakarta-mail']","{'account_id': 21139799, 'reputation': 21, 'user_id': 15542472, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8575e2beda3053c3fae28f08b4d719f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henry Zhutchami III', 'link': 'https://stackoverflow.com/users/15542472/henry-zhutchami-iii'}",True,2008,2,0,1666359374,1617414844,66927092,CC BY-SA 4.0,https://stackoverflow.com/questions/66927092/pop3-protocol-error-when-using-javamail-to-pull-emails-from-oulook-com-using-oau,Pop3 protocol error when using JavaMail to pull emails from oulook.com using oauth2,,,,,,
24,"['java', 'sdk', 'amazon-eks', 'aws-sts']","{'account_id': 2070241, 'reputation': 350, 'user_id': 1844899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdf5053e144d3b8712a116f65aca4e34?s=256&d=identicon&r=PG', 'display_name': 'Lukas Lentner', 'link': 'https://stackoverflow.com/users/1844899/lukas-lentner'}",False,1331,1,4,1666279226,1618656402,67137283,CC BY-SA 4.0,https://stackoverflow.com/questions/67137283/does-webidentitytokencredentialsprovider-need-sts-module,Does WebIdentityTokenCredentialsProvider need STS module?,,,,,,
25,"['java', 'selenium', 'selenium-server']","{'account_id': 2393602, 'reputation': 3205, 'user_id': 2092927, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/d93d5a0cc012598a6e4da4de2a734475?s=256&d=identicon&r=PG', 'display_name': 'Čamo', 'link': 'https://stackoverflow.com/users/2092927/%c4%8camo'}",True,4585,7,0,1666179794,1617221221,66894658,CC BY-SA 4.0,https://stackoverflow.com/questions/66894658/how-to-fix-the-no-drivers-have-been-configured-or-have-been-found-on-path-erro,How to fix the &quot;No drivers have been configured or have been found on PATH&quot; error?,66896454.0,1617289709.0,,,,
26,"['java', 'android', 'xml', 'firebase', 'firebase-realtime-database']","{'account_id': 21154746, 'reputation': 13, 'user_id': 15554273, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/702a625ff80b69757a77c4a5f3f3fddc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pewdiepie', 'link': 'https://stackoverflow.com/users/15554273/pewdiepie'}",False,154,2,1,1666178408,1617770477,66979655,CC BY-SA 4.0,https://stackoverflow.com/questions/66979655/how-to-add-more-than-one-text-view-in-firebase-realtime-database-from-android-st,How to add more than one text view in firebase realtime database from android studio,,,,,,
27,"['java', 'android']","{'account_id': 20998200, 'reputation': 1, 'user_id': 15615834, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-NS-d-hXqx68/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm7if0VCXnZUH2jX9y5bzAN5cEQTA/s96-c/photo.jpg?sz=256', 'display_name': 'Kemi Kuti', 'link': 'https://stackoverflow.com/users/15615834/kemi-kuti'}",True,436,2,0,1666165765,1619087503,67211508,CC BY-SA 4.0,https://stackoverflow.com/questions/67211508/aapt-error-attribute-buttoncolor-aka-com-example-appname-not-found,AAPT: error: attribute buttonColor (aka com.example.*appName*) not found,,,,,,
28,"['java', 'intellij-idea']","{'account_id': 16510668, 'reputation': 373, 'user_id': 11929531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b03b349c04a3c1f73b2974836d02f14?s=256&d=identicon&r=PG&f=1', 'display_name': 'Smatt14', 'link': 'https://stackoverflow.com/users/11929531/smatt14'}",True,61225,16,36,1666156004,1618431285,67098514,CC BY-SA 4.0,https://stackoverflow.com/questions/67098514/java-error-release-version-17-not-supported,java: error: release version 17 not supported,,,,,,
29,"['java', 'unit-testing', 'junit']","{'account_id': 15999387, 'reputation': 186, 'user_id': 11546507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f95c57eedc80a47f788158c9866ea5c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'StudentAccount4', 'link': 'https://stackoverflow.com/users/11546507/studentaccount4'}",True,541,3,2,1666108019,1619365361,67255250,CC BY-SA 4.0,https://stackoverflow.com/questions/67255250/run-same-junit-test-with-multiple-objects-derived-from-same-interface,Run same Junit Test with multiple objects derived from same interface,67262537.0,1619693930.0,,,,
30,"['java', 'pyspark', 'apache-zeppelin']","{'account_id': 17984011, 'reputation': 75, 'user_id': 13069690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27928585642a0e0ff1e947f69b770ead?s=256&d=identicon&r=PG&f=1', 'display_name': 'Skruff', 'link': 'https://stackoverflow.com/users/13069690/skruff'}",False,453,2,0,1665989285,1619020452,67199291,CC BY-SA 4.0,https://stackoverflow.com/questions/67199291/pyspark-zeppelin-fail-to-open-pythoninterpreter,Pyspark Zeppelin - Fail to open PythonInterpreter,,1619020770.0,,,,
31,"['java', 'java-8', 'format', 'string-formatting']","{'account_id': 19574455, 'reputation': 81, 'user_id': 15474349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0092db4f86ef808cfaa0ecdf0e3f70c7?s=256&d=identicon&r=PG', 'display_name': 'Rosie', 'link': 'https://stackoverflow.com/users/15474349/rosie'}",True,4722,1,5,1665858773,1617321144,66912882,,https://stackoverflow.com/questions/66912882/java-util-illegalformatconversionexception-f-java-lang-integer,java.util.IllegalFormatConversionException: f != java.lang.Integer,66912918.0,1665858773.0,,1617328169.0,Duplicate,
32,"['java', 'hadoop', 'mapreduce', 'bigdata']","{'account_id': 14868264, 'reputation': 27, 'user_id': 10736568, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d17f3ef5df13f2a5915aff78be38c533?s=256&d=identicon&r=PG&f=1', 'display_name': 'Widget', 'link': 'https://stackoverflow.com/users/10736568/widget'}",True,1395,2,1,1665666460,1618373279,67085393,CC BY-SA 4.0,https://stackoverflow.com/questions/67085393/map-reduce-for-top-n-items,Map Reduce for Top N Items,67092250.0,,,,,
33,"['java', 'swagger', 'codegen']","{'account_id': 6034487, 'reputation': 178, 'user_id': 11421559, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8feb261cbfb873f4bc17c63ac856fa9a?s=256&d=identicon&r=PG', 'display_name': 'kinderproc', 'link': 'https://stackoverflow.com/users/11421559/kinderproc'}",True,2617,3,6,1665656976,1618501805,67111763,CC BY-SA 4.0,https://stackoverflow.com/questions/67111763/jdk14-cant-run-java-add-opens,JDK14 can&#39;t run &quot;java --add-opens&quot;,,,,,,
34,"['java', 'gradle', 'intellij-idea']","{'account_id': 11853101, 'reputation': 365, 'user_id': 8673809, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh4.googleusercontent.com/-6tRw1J2rOP0/AAAAAAAAAAI/AAAAAAAAAIs/mH9PhfmJYww/photo.jpg?sz=256', 'display_name': 'Kevin Dave', 'link': 'https://stackoverflow.com/users/8673809/kevin-dave'}",False,840,1,1,1665513877,1619687339,67314324,CC BY-SA 4.0,https://stackoverflow.com/questions/67314324/build-gradle-cannot-detect-environment-variable,build.gradle cannot detect environment variable,,,,,,
35,"['java', 'maven', 'swagger', 'swagger-codegen-maven-plugin']","{'account_id': 13580905, 'reputation': 1448, 'user_id': 9796935, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55efe9b4d02564b1c095d8de1a9efbfe?s=256&d=identicon&r=PG&f=1', 'display_name': 'ennth', 'link': 'https://stackoverflow.com/users/9796935/ennth'}",False,1828,2,1,1665475338,1617216358,66893571,CC BY-SA 4.0,https://stackoverflow.com/questions/66893571/swagger-codegen-maven-plugin3-0-0-or-one-of-its-dependencies-could-not-be-reso,&quot;swagger-codegen-maven-plugin:3.0.0 or one of its dependencies could not be resolved&quot;,,1617231084.0,,,,
36,"['java', 'spring-boot', 'redis', 'spring-data-redis', 'lettuce']","{'account_id': 21214994, 'reputation': 11, 'user_id': 15602777, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/k0CAc.jpg?s=256&g=1', 'display_name': 'marian', 'link': 'https://stackoverflow.com/users/15602777/marian'}",False,1087,1,1,1665395356,1618131991,67043185,CC BY-SA 4.0,https://stackoverflow.com/questions/67043185/spring-redis-stream-consumer-stops-consuming-messages-address-already-in-use,Spring Redis Stream consumer stops consuming messages (Address already in use),,1618235027.0,,,,
37,"['java', 'android', 'android-studio', 'google-maps', 'android-savedstate']","{'account_id': 14757213, 'reputation': 11, 'user_id': 14323160, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab0310ece7e6841e23ddcf70d774f070?s=256&d=identicon&r=PG&f=1', 'display_name': 'anon', 'link': 'https://stackoverflow.com/users/14323160/anon'}",True,976,1,0,1665386662,1618431346,67098532,CC BY-SA 4.0,https://stackoverflow.com/questions/67098532/google-maps-crashing-when-clicking-on-the-button-void-com-google-maps-api-andr,Google Maps crashing when clicking on the button. (void com.google.maps.api.android.lib6.impl.bp.v()),67099082.0,1665386662.0,,,,
38,"['java', 'ubuntu', 'intellij-idea', 'groovy']","{'account_id': 15535, 'reputation': 81118, 'user_id': 32914, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/50facfccdffe2e9cabaa589205959d30?s=256&d=identicon&r=PG', 'display_name': 'Mason Wheeler', 'link': 'https://stackoverflow.com/users/32914/mason-wheeler'}",True,271997,13,149,1665066884,1618333374,67079327,CC BY-SA 4.0,https://stackoverflow.com/questions/67079327/how-can-i-fix-unsupported-class-file-major-version-60-in-intellij-idea,How can I fix &quot;unsupported class file major version 60&quot; in IntelliJ IDEA?,,1641254606.0,,,,
39,"['java', 'tomcat', 'intellij-idea']","{'account_id': 18696844, 'reputation': 112, 'user_id': 13629957, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-BiwcTfc3e-w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmdeMfy8TRUKoMkp0ka-Oa2Zotk3A/photo.jpg?sz=256', 'display_name': 'Siddhesh DilipKumar', 'link': 'https://stackoverflow.com/users/13629957/siddhesh-dilipkumar'}",True,195,2,0,1665040610,1617233909,66896629,CC BY-SA 4.0,https://stackoverflow.com/questions/66896629/how-to-add-or-update-context-root-of-tomcat-server-in-intellij,How to add or update context root of tomcat server in Intellij,,1617249975.0,,,,
40,"['java', 'encoding', 'aes']","{'account_id': 7453006, 'reputation': 783, 'user_id': 5667103, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f71eb98f04bec9a616e3e55765b56c07?s=256&d=identicon&r=PG&f=1', 'display_name': 'Manifest Man', 'link': 'https://stackoverflow.com/users/5667103/manifest-man'}",False,191,0,1,1665000521,1619470419,67273684,CC BY-SA 4.0,https://stackoverflow.com/questions/67273684/after-encrypt-then-encode-how-to-decrypt-and-decode-properly-with-aes-in-small,"After encrypt then encode, how to decrypt and decode properly with AES in small Java program",,1665000521.0,,,,
41,"['java', 'netbeans', 'netbeans-11']","{'account_id': 11268098, 'reputation': 158, 'user_id': 8264340, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q6HRk.jpg?s=256&g=1', 'display_name': 'Md Faysal Ahmed Akash', 'link': 'https://stackoverflow.com/users/8264340/md-faysal-ahmed-akash'}",True,803,2,2,1664652326,1617230364,66896195,CC BY-SA 4.0,https://stackoverflow.com/questions/66896195/why-netbeans-11-shows-parameter-name-beside-value-while-calling-a-method,Why NetBeans 11 shows parameter name beside value while calling a method?,,,,,,
42,"['java', 'selenium', 'two-factor-authentication', 'multi-factor-authentication']","{'account_id': 11940154, 'reputation': 15, 'user_id': 8737226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d85d670922645ed0910b87fd180e51ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chan Sri', 'link': 'https://stackoverflow.com/users/8737226/chan-sri'}",False,3132,1,-1,1664515099,1619194154,67233423,CC BY-SA 4.0,https://stackoverflow.com/questions/67233423/how-to-automate-microsoft-authenticator-using-selenium,How to Automate Microsoft Authenticator using Selenium?,,1619195510.0,,,,
43,"['java', 'android']","{'account_id': 20914703, 'reputation': 1, 'user_id': 15364668, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1393429234358134/picture?type=large', 'display_name': 'Emmanuel Addams', 'link': 'https://stackoverflow.com/users/15364668/emmanuel-addams'}",True,434,4,0,1664360712,1617683231,66962704,CC BY-SA 4.0,https://stackoverflow.com/questions/66962704/android-studio-creating-new-intent,Android studio creating new intent,,1617684787.0,,,,
44,"['java', 'spring', 'security', 'passwords', 'bcrypt']","{'account_id': 18091609, 'reputation': 31, 'user_id': 13150974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/401d7634d03a4c870f01dec8175868c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'phoenix123', 'link': 'https://stackoverflow.com/users/13150974/phoenix123'}",True,4435,4,3,1664354535,1617555775,66943776,CC BY-SA 4.0,https://stackoverflow.com/questions/66943776/rawpassword-cannot-be-null-exception,rawPassword cannot be null exception,,1617687287.0,,,,
45,"['java', 'android', 'android-mvvm']","{'account_id': 20289431, 'reputation': 49, 'user_id': 14881397, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-wCfpVRrMvbE/AAAAAAAAAAI/AAAAAAAADww/AMZuucmvaz7oPCO0Geta_ZHdRJa6qOlx0w/s96-c/photo.jpg?sz=256', 'display_name': 'Madushan Weerathunga', 'link': 'https://stackoverflow.com/users/14881397/madushan-weerathunga'}",True,624,3,0,1664241443,1617789432,66983719,CC BY-SA 4.0,https://stackoverflow.com/questions/66983719/my-recycler-view-not-shown-for-the-first-time-in-fragment,My recycler view not shown for the first time in fragment,,1617795674.0,,,,
