,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,locked_date
10,"['java', 'python', 'python-3.x', 'kivy', 'buildozer']","{'account_id': 18295758, 'reputation': 21, 'user_id': 13321735, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0a8d3c21720c3cfc35dc91556fb56a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Loan', 'link': 'https://stackoverflow.com/users/13321735/loan'}",False,302,,0,1,1668092098,1611407251,1611412691.0,65859554,CC BY-SA 4.0,https://stackoverflow.com/questions/65859554/kivy-service-wont-restart-autorestart,Kivy service won&#39;t restart/ autorestart,,,,
11,"['java', 'hibernate', 'spring-webflux', 'spring-data-r2dbc']","{'account_id': 15062605, 'reputation': 726, 'user_id': 10870817, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-8goHuYmYzvs/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYE17avw1xet-xvMk8poXH7hb8Y8A/mo/photo.jpg?sz=256', 'display_name': 'SoT', 'link': 'https://stackoverflow.com/users/10870817/sot'}",True,1781,74357760.0,2,3,1667964688,1611908507,,65950985,CC BY-SA 4.0,https://stackoverflow.com/questions/65950985/r2dbc-reactivecrudrepository-how-to-write-jpql-hql,r2dbc ReactiveCrudRepository how to write JPQL/HQL,,,,
12,"['java', 'android', 'arrays', 'json', 'hashmap']","{'account_id': 19830039, 'reputation': 21, 'user_id': 14524844, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b68b46b434c9bd6e74e5e79bc4667531?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniele Monaldi', 'link': 'https://stackoverflow.com/users/14524844/daniele-monaldi'}",True,2526,,3,2,1667914482,1610119994,1610141987.0,65631929,CC BY-SA 4.0,https://stackoverflow.com/questions/65631929/java-convert-byte-array-to-hashmap-or-json-string,"Java, convert Byte Array to HashMap or JSON string",,,,
13,"['java', 'reactjs', 'react-native', 'android-studio', 'react-redux']","{'account_id': 19885594, 'reputation': 31, 'user_id': 14568623, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh9VTHanTSk8VIHNYLSYkB31tcwx_wBq8-B-BXRbQ=k-s256', 'display_name': 'Nassir Ghraizi', 'link': 'https://stackoverflow.com/users/14568623/nassir-ghraizi'}",True,1247,,4,3,1667904828,1610015239,,65610603,CC BY-SA 4.0,https://stackoverflow.com/questions/65610603/error-while-trying-to-build-an-apk-file-for-react-native-project,Error while trying to build an APK file for React Native project,,,,
14,"['java', 'intellij-idea', 'crash']","{'account_id': 11960750, 'reputation': 491, 'user_id': 8751872, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1466846193431581/picture?type=large', 'display_name': 'Ghil Maan', 'link': 'https://stackoverflow.com/users/8751872/ghil-maan'}",True,32423,67294084.0,7,19,1667797658,1610436588,1610449600.0,65679630,CC BY-SA 4.0,https://stackoverflow.com/questions/65679630/fatalgpu-data-manager-impl-private-cc439-gpu-process-isnt-usable-goodbye,FATAL:gpu_data_manager_impl_private.cc(439)] GPU process isn&#39;t usable. Goodbye,,,,
15,"['java', 'google-app-engine', 'google-cloud-storage', 'google-api-java-client']","{'account_id': 7918395, 'reputation': 3796, 'user_id': 5980143, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/fdbff7c428b18463a5fdada110ad31cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'dina', 'link': 'https://stackoverflow.com/users/5980143/dina'}",True,7496,65827581.0,5,5,1667711955,1611229794,,65826798,CC BY-SA 4.0,https://stackoverflow.com/questions/65826798/java-lang-nosuchmethoderror-com-google-api-client-http-httptransport-ismtlsz,java.lang.NoSuchMethodError: com.google.api.client.http.HttpTransport.isMtls()Z,,,,
16,"['java', 'spring', 'spring-boot', 'spring-data-jpa']","{'account_id': 441395, 'reputation': 2839, 'user_id': 831465, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/58aabc16b4fbc3df54abc7aab3911218?s=256&d=identicon&r=PG', 'display_name': 'ofhouse', 'link': 'https://stackoverflow.com/users/831465/ofhouse'}",True,2215,65818423.0,2,1,1667590094,1611180011,,65818312,CC BY-SA 4.0,https://stackoverflow.com/questions/65818312/test-jparepository-findbyid-returns-null-for-uuid,Test JpaRepository findById returns null for UUID,,,,
17,"['java', 'variadic-functions', 'resilience4j']","{'account_id': 2917204, 'reputation': 46, 'user_id': 2500148, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a3aac3eda7f66f5010782c7380f18d8?s=256&d=identicon&r=PG', 'display_name': 'Sudhakar V', 'link': 'https://stackoverflow.com/users/2500148/sudhakar-v'}",False,117,,1,1,1667565861,1610478368,,65690414,CC BY-SA 4.0,https://stackoverflow.com/questions/65690414/how-to-define-resilience4j-fallback-method-when-my-actual-methods-has-varargs,How to define resilience4j Fallback method when my actual methods has varargs,,,,
18,"['java', 'android', 'android-studio', 'intellij-idea', 'intellij-14']","{'account_id': 4939100, 'reputation': 33, 'user_id': 3976378, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000011442466/picture?type=large', 'display_name': 'Liam Baron', 'link': 'https://stackoverflow.com/users/3976378/liam-baron'}",True,328,65716454.0,3,3,1667561301,1610613919,1610623287.0,65715848,CC BY-SA 4.0,https://stackoverflow.com/questions/65715848/android-studio-refactor-move-files-still-keeps-a-copy-in-original-place,Android Studio - Refactor move files still keeps a copy in original place,,,,
19,"['java', 'spring']","{'account_id': 18292010, 'reputation': 36, 'user_id': 13318620, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-q_nA_ZPqC-o/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM5l1_oDcsHR46Y9FU6VSML6otdwg/photo.jpg?sz=256', 'display_name': 'Zaur Farrukhzada', 'link': 'https://stackoverflow.com/users/13318620/zaur-farrukhzada'}",True,65,65550794.0,1,-1,1667306028,1609682785,1609683692.0,65550687,CC BY-SA 4.0,https://stackoverflow.com/questions/65550687/java-spring-boot-web-service,Java Spring boot web service,,,,
20,"['java', 'android-studio', 'androidimageslider']","{'account_id': 20217566, 'reputation': 1, 'user_id': 14827917, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MvZDe.png?s=256&g=1', 'display_name': 'samar script', 'link': 'https://stackoverflow.com/users/14827917/samar-script'}",False,980,,2,0,1667208298,1609846137,,65578007,CC BY-SA 4.0,https://stackoverflow.com/questions/65578007/cant-cannot-resolve-constructor-slidemodeljava-lang-string-java-lang-string,"Can&#39;t Cannot resolve constructor &#39;SlideModel(java.lang.String, java.lang.String)&#39;?",,,,
21,"['java', 'linux', 'ubuntu', 'awt']","{'account_id': 5497323, 'reputation': 524, 'user_id': 4367966, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/9bda54db0a3d76fab683aaaca785373d?s=256&d=identicon&r=PG&f=1', 'display_name': 'stove', 'link': 'https://stackoverflow.com/users/4367966/stove'}",True,532,65863422.0,2,1,1667099416,1611348427,1611352676.0,65852545,CC BY-SA 4.0,https://stackoverflow.com/questions/65852545/desktop-getdesktop-openfile-on-ubuntu-not-working,Desktop.getDesktop().open(file) on Ubuntu not working,,,,
22,"['java', 'sql-server', 'jdbc', 'mssql-jdbc']","{'account_id': 199097, 'reputation': 79, 'user_id': 444173, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ba9a4107373622a12d65828096a1413c?s=256&d=identicon&r=PG', 'display_name': 'Nazar', 'link': 'https://stackoverflow.com/users/444173/nazar'}",True,218,65825163.0,1,1,1667063875,1610619866,1611388764.0,65717197,CC BY-SA 4.0,https://stackoverflow.com/questions/65717197/jdbc-issue-with-rendering-danish-specific-characters-%c3%98-%c3%85-%c3%86,"JDBC: Issue with rendering Danish specific characters: &#216;,&#197;,&#198;",,,,
23,"['java', 'eclipse']","{'account_id': 20396825, 'reputation': 1, 'user_id': 14963424, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-5o8D8cWu5Tw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmNkLftoEBBvXJwf50RJ6rreWEsLw/s96-c/photo.jpg?sz=256', 'display_name': 'Sachi B', 'link': 'https://stackoverflow.com/users/14963424/sachi-b'}",True,3964,,1,0,1666901207,1610079908,,65623443,CC BY-SA 4.0,https://stackoverflow.com/questions/65623443/how-to-save-a-single-java-file-from-eclipse,How to save a single .java file from eclipse,,,,
24,"['java', 'spring', 'saaj']","{'account_id': 15050300, 'reputation': 83, 'user_id': 10862203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aff51b56e60bd69cad021f6688546eeb?s=256&d=identicon&r=PG&f=1', 'display_name': 'hemantSingh', 'link': 'https://stackoverflow.com/users/10862203/hemantsingh'}",True,6922,66006502.0,4,8,1666872679,1611060986,1611094870.0,65791963,CC BY-SA 4.0,https://stackoverflow.com/questions/65791963/unable-to-create-saaj-meta-factory-provider-com-sun-xml-internal-messaging-saaj,Unable to create SAAJ meta-factory: Provider com.sun.xml.internal.messaging.saaj.soap.SAAJMetaFactoryImpl not found,,,,
25,"['java', 'spring', 'spring-boot']","{'account_id': 15314354, 'reputation': 119, 'user_id': 11048662, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-DNmr0t0Qtb4/AAAAAAAAAAI/AAAAAAAAA6Q/4IixhMRsqKE/photo.jpg?sz=256', 'display_name': 'vicky', 'link': 'https://stackoverflow.com/users/11048662/vicky'}",True,6680,,2,1,1666861132,1611054532,1611056140.0,65790323,CC BY-SA 4.0,https://stackoverflow.com/questions/65790323/how-to-get-request-body-params-in-spring-filter,How to get request body params in spring filter?,,,,
26,"['java', 'spring-boot', 'maven', 'maven-plugin', 'mapstruct']","{'account_id': 17965359, 'reputation': 133, 'user_id': 13055352, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MCXHq.jpg?s=256&g=1', 'display_name': 'happytohelp', 'link': 'https://stackoverflow.com/users/13055352/happytohelp'}",False,2151,,2,2,1666854326,1610068675,1610329810.0,65622167,CC BY-SA 4.0,https://stackoverflow.com/questions/65622167/maven-mapstruct-issue-when-running-mvn-install-mvn-test,Maven mapstruct issue when running mvn install/mvn test,,,,
27,"['java', 'intellij-idea']","{'account_id': 20042089, 'reputation': 131, 'user_id': 14692626, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81c5a59b633e782e6df436734dba8275?s=256&d=identicon&r=PG&f=1', 'display_name': 'nabayram', 'link': 'https://stackoverflow.com/users/14692626/nabayram'}",True,19972,65643404.0,4,9,1666723484,1610199407,1610200982.0,65643300,CC BY-SA 4.0,https://stackoverflow.com/questions/65643300/why-are-my-classes-marked-in-red-in-intellij-idea,Why are my classes marked in red in IntelliJ IDEA,,,,
28,"['java', 'android', 'firebase-realtime-database']","{'account_id': 13647344, 'reputation': 3, 'user_id': 9846075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06a992463352feb78acb5ae7a64e244e?s=256&d=identicon&r=PG&f=1', 'display_name': 'binoe', 'link': 'https://stackoverflow.com/users/9846075/binoe'}",True,138,65644257.0,3,0,1666627488,1610204658,1610207816.0,65644129,CC BY-SA 4.0,https://stackoverflow.com/questions/65644129/how-to-retrieve-date-from-firebase-to-a-textview-android-studio,How to retrieve date from firebase to a textview (Android studio)?,,,,
29,"['java', 'spring-boot', 'mocking', 'mutual-authentication']","{'account_id': 2047086, 'reputation': 1144, 'user_id': 1826943, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/sJ7zF.jpg?s=256&g=1', 'display_name': 'hecko84', 'link': 'https://stackoverflow.com/users/1826943/hecko84'}",True,468,65698380.0,1,2,1666603992,1610443664,1666603992.0,65681138,CC BY-SA 4.0,https://stackoverflow.com/questions/65681138/does-mockrestserviceserver-support-mutual-tls-and-if-so-how-to-configure-it,"Does MockRestServiceServer support mutual TLS and if so, how to configure it?",,,,
30,"['java', 'ssh', 'remote-access', 'jsch', 'public-key']","{'account_id': 3421081, 'reputation': 47, 'user_id': 2868685, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sanjay Bhatia', 'link': 'https://stackoverflow.com/users/2868685/sanjay-bhatia'}",True,5388,,2,0,1666416296,1611740768,1612440041.0,65916546,CC BY-SA 4.0,https://stackoverflow.com/questions/65916546/getting-com-jcraft-jsch-jschexception-auth-fail-but-ssh-can-login-using-p,Getting &quot;com.jcraft.jsch.JSchException: Auth fail&quot; – but &quot;ssh&quot; can login using public key authentication,,,,
31,"['java', 'postgresql', 'intellij-idea', 'jdbc']","{'account_id': 20204248, 'reputation': 95, 'user_id': 14819134, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5f2W7.jpg?s=256&g=1', 'display_name': 'Lukas', 'link': 'https://stackoverflow.com/users/14819134/lukas'}",True,12042,65646751.0,1,2,1666365315,1610219859,1610373678.0,65646647,CC BY-SA 4.0,https://stackoverflow.com/questions/65646647/cannot-connect-to-database-through-intellijs-data-sources-and-drivers,Cannot connect to database through Intellij&#39;s Data Sources and Drivers,,,,
32,"['java', 'spring', 'oracle', 'spring-boot']","{'account_id': 7800223, 'reputation': 107, 'user_id': 5915328, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh6.googleusercontent.com/-_l97xRUHjgg/AAAAAAAAAAI/AAAAAAAAE-c/Fz6ZxK8K_yg/photo.jpg?sz=256', 'display_name': 'Saeb Molaee', 'link': 'https://stackoverflow.com/users/5915328/saeb-molaee'}",True,1073,65558272.0,2,-1,1666295288,1609662809,,65547943,CC BY-SA 4.0,https://stackoverflow.com/questions/65547943/spring-jpa-native-query-insert-ora-01002-fetch-out-of-sequence,Spring JPA Native Query Insert ORA-01002: fetch out of sequence,,,,
33,"['java', 'multithreading']","{'account_id': 2337627, 'reputation': 673, 'user_id': 2049580, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WaK69.jpg?s=256&g=1', 'display_name': 'Bagesh Sharma', 'link': 'https://stackoverflow.com/users/2049580/bagesh-sharma'}",True,112,65882576.0,4,2,1666192622,1611568203,1611573071.0,65882352,CC BY-SA 4.0,https://stackoverflow.com/questions/65882352/multithreaded-singleton,Multithreaded Singleton,,,,
34,"['java', 'macos', 'docker', 'apple-m1']","{'account_id': 20583706, 'reputation': 113, 'user_id': 15109127, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/832e8e23972df88fd68cc543a912ff21?s=256&d=identicon&r=PG&f=1', 'display_name': 'jesseb', 'link': 'https://stackoverflow.com/users/15109127/jesseb'}",True,20078,65994297.0,4,11,1666190602,1611960909,,65962810,CC BY-SA 4.0,https://stackoverflow.com/questions/65962810/m1-mac-issue-bringing-up-elasticsearch-cannot-run-jdk-bin-java,M1 Mac - Issue bringing up ElasticSearch. Cannot run jdk/bin/java,,,,
35,"['java', 'spring']","{'account_id': 13692434, 'reputation': 168, 'user_id': 9879898, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e653730582319705979e0fc089212ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'sge', 'link': 'https://stackoverflow.com/users/9879898/sge'}",True,661,,2,2,1666087825,1610625519,1610955595.0,65718548,CC BY-SA 4.0,https://stackoverflow.com/questions/65718548/how-to-mask-sensitive-data-in-a-xml-body-with-zalando-logbook,How to mask sensitive data in a xml body with zalando.logbook,,,,
36,"['java', 'wicket']","{'account_id': 13982660, 'reputation': 530, 'user_id': 10098471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0da7ca5eaaf7015dd48e36207e58db8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roman Haivaronski', 'link': 'https://stackoverflow.com/users/10098471/roman-haivaronski'}",True,475,65810250.0,3,1,1666001253,1611146559,,65809785,CC BY-SA 4.0,https://stackoverflow.com/questions/65809785/adding-dynamic-element-ids-to-the-dom-in-wicket,Adding dynamic element ids to the dom in Wicket,,,,
37,"['java', 'macos', 'intellij-idea', 'javafx', 'macos-big-sur']","{'account_id': 15685684, 'reputation': 91, 'user_id': 11318422, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f381103960dda70ffaa1c87265fbdce?s=256&d=identicon&r=PG&f=1', 'display_name': 'Legomanalec', 'link': 'https://stackoverflow.com/users/11318422/legomanalec'}",True,1540,,2,5,1665606250,1609645725,,65546457,CC BY-SA 4.0,https://stackoverflow.com/questions/65546457/javafx-on-macos-arm-graphics-device-initialization-failed,JavaFX on MacOS ARM: Graphics Device initialization failed,,,,
38,"['java', 'intellij-idea']","{'account_id': 18968967, 'reputation': 62, 'user_id': 13842883, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GpdVD.png?s=256&g=1', 'display_name': 'YosefAhab', 'link': 'https://stackoverflow.com/users/13842883/yosefahab'}",False,546,,2,-2,1665588436,1611143675,1665588436.0,65809056,,https://stackoverflow.com/questions/65809056/could-not-find-or-load-main-class-intellij,Could not find or load main class intellij,1611162343.0,Duplicate,,
39,"['java', 'multithreading', 'thread-safety']","{'account_id': 17191106, 'reputation': 11, 'user_id': 12444856, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rqT9kF7feLg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdP3OGvPiobkwLpGdrGTPzYwuWJQA/photo.jpg?sz=256', 'display_name': 'Pavan', 'link': 'https://stackoverflow.com/users/12444856/pavan'}",True,69,65931758.0,2,1,1665587445,1611812366,1665587445.0,65931568,CC BY-SA 4.0,https://stackoverflow.com/questions/65931568/java-multi-thread,Java - Multi Thread,,,,
40,"['java', 'synchronous']","{'account_id': 19099392, 'reputation': 19, 'user_id': 13947988, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-uglHLOUXSSo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclTuqwU6kSYw0mLLhzWxXkuDGHvVw/photo.jpg?sz=256', 'display_name': 'hanzi programmer KR', 'link': 'https://stackoverflow.com/users/13947988/hanzi-programmer-kr'}",True,124,65910577.0,2,0,1665509461,1611699134,1611742782.0,65910027,CC BY-SA 4.0,https://stackoverflow.com/questions/65910027/java-variable-change-not-applied-during-synchronous-processing,java variable change not applied during synchronous processing,,,,
41,"['java', 'spring-boot', 'dns']","{'account_id': 19786915, 'reputation': 171, 'user_id': 14490702, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9EOoVL2xK2E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmaivmajwemM7wDGwx0_0Fp3Np1ig/s96-c/photo.jpg?sz=256', 'display_name': 'Baris Ucakturk', 'link': 'https://stackoverflow.com/users/14490702/baris-ucakturk'}",True,15517,,8,17,1665246029,1611923662,1646384475.0,65954571,CC BY-SA 4.0,https://stackoverflow.com/questions/65954571/spring-boot-2-4-2-dns-resolution-problem-at-start-on-apple-m1,Spring Boot 2.4.2 - DNS Resolution Problem at start on Apple M1,,,,
42,"['java', 'maven']","{'account_id': 20552585, 'reputation': 191, 'user_id': 15084955, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjNEHlFmuqxAJdzcpOZE6m6-qFq9Wi7ZJAEvABfvy8=k-s256', 'display_name': 'Roman Belov', 'link': 'https://stackoverflow.com/users/15084955/roman-belov'}",True,19526,,5,18,1665154786,1611675619,1656431242.0,65904404,CC BY-SA 4.0,https://stackoverflow.com/questions/65904404/mac-os-big-sur-no-compiler-is-provided-in-this-environment-perhaps-you-are-ru,Mac os Big Sur | No compiler is provided in this environment. Perhaps you are running on a JRE rather than a JDK?,,,,
43,"['java', 'spring', 'spring-boot', 'maven', 'testing']","{'account_id': 19774223, 'reputation': 67, 'user_id': 14480571, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-AFH94GvA3gY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucna_IUCHDjm8wnnaA2qUi-D0FsxFQ/s96-c/photo.jpg?sz=256', 'display_name': 'SLCoder', 'link': 'https://stackoverflow.com/users/14480571/slcoder'}",True,14791,65903905.0,1,4,1665154634,1611671819,1611672237.0,65903358,CC BY-SA 4.0,https://stackoverflow.com/questions/65903358/test-failure-java-lang-illegalstateexception-failed-to-load-applicationcontex,Test Failure : java.lang.IllegalStateException: Failed to load ApplicationContext,,,,
44,['java'],"{'account_id': 8972614, 'reputation': 191, 'user_id': 6690583, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-r0r_iY5YiFs/AAAAAAAAAAI/AAAAAAAAWPs/5Ugn8FuaKQE/photo.jpg?sz=256', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/6690583/patrick'}",True,41362,65557730.0,4,16,1665146403,1609647755,1665146403.0,65546614,CC BY-SA 4.0,https://stackoverflow.com/questions/65546614/how-to-fix-unrecognized-vm-option-useconcmarksweepgc-error,How to fix &quot;Unrecognized VM option &#39;UseConcMarkSweepGC&#39;&quot; error?,,,,
