,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
10,"['java', 'android', 'android-connectivitymanager']","{'account_id': 2746857, 'reputation': 2050, 'user_id': 2395334, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/9Vdot.jpg?s=256&g=1', 'display_name': 'DennisVA', 'link': 'https://stackoverflow.com/users/2395334/dennisva'}",True,662,1,9,1667919933,1578494784,59648303,CC BY-SA 4.0,https://stackoverflow.com/questions/59648303/multiple-random-networkcallbacks-onavailable-with-same-networkid-from-the-conn,Multiple random NetworkCallbacks (onAvailable) with same networkId from the ConnectivityManager,,1578575035.0,,,,
11,"['java', 'spring', 'webclient', 'spring-webflux']","{'account_id': 14230477, 'reputation': 893, 'user_id': 10279872, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df43a2ea223c7148f7c9f4d62cab3af6?s=256&d=identicon&r=PG&f=1', 'display_name': 'taveced', 'link': 'https://stackoverflow.com/users/10279872/taveced'}",True,86833,13,87,1667480365,1579012693,59735951,CC BY-SA 4.0,https://stackoverflow.com/questions/59735951/databufferlimitexception-exceeded-limit-on-max-bytes-to-buffer-webflux-error,DataBufferLimitException: Exceeded limit on max bytes to buffer webflux error,,1605109090.0,,,,
12,"['java', 'hashtable', 'numberformatexception']","{'account_id': 17355465, 'reputation': 51, 'user_id': 12572974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9672e6d0a8d7d008b85000dad7eacdc1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Walter Medly', 'link': 'https://stackoverflow.com/users/12572974/walter-medly'}",True,60,1,0,1667456216,1578014060,59572069,CC BY-SA 4.0,https://stackoverflow.com/questions/59572069/how-do-i-fix-a-numberformatexception-from-text-file-input,How do I fix a NumberFormatException (from text file input)?,59572122.0,1667456216.0,,,,
13,"['java', 'django', 'database', 'docker', 'keycloak']","{'account_id': 16256028, 'reputation': 375, 'user_id': 11738639, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-KVtf67JLGuI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfKK72oeORFXfZGB0T_AYi2q6j7Jw/photo.jpg?sz=256', 'display_name': 'karnataka', 'link': 'https://stackoverflow.com/users/11738639/karnataka'}",True,9599,2,7,1667447487,1578656727,59681041,CC BY-SA 4.0,https://stackoverflow.com/questions/59681041/how-to-take-db-backup-in-keycloak-docker-container,How to take db backup in keycloak docker container,,1604314160.0,,,,
14,"['java', 'maven', 'unix', 'installation']","{'account_id': 17516848, 'reputation': 31, 'user_id': 12703708, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBhOwaT8R_6Bj8aqyKe1zKitbj_pevKGCYUSzrf9eg=k-s256', 'display_name': 'Allyson Park', 'link': 'https://stackoverflow.com/users/12703708/allyson-park'}",True,2151,4,1,1667443493,1578914269,59715584,CC BY-SA 4.0,https://stackoverflow.com/questions/59715584/maven-installation-issues-java-home-should-point-to-a-jdk-not-jre,Maven installation issues: JAVA_HOME should point to a JDK not JRE?,59719391.0,1586730130.0,,,,
15,"['java', 'android', 'android-camerax']","{'account_id': 5899957, 'reputation': 528, 'user_id': 4651768, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://lh4.googleusercontent.com/-8PKbj6b0-t4/AAAAAAAAAAI/AAAAAAAACP0/oJiI32NFFi0/photo.jpg?sz=256', 'display_name': 'Emc2Theory', 'link': 'https://stackoverflow.com/users/4651768/emc2theory'}",False,3099,2,2,1667397057,1579651777,59850963,CC BY-SA 4.0,https://stackoverflow.com/questions/59850963/android-camerax-java-wrong-preview-orientation,Android CameraX (Java) Wrong preview orientation,,,,,,
16,['java'],"{'account_id': 8879559, 'reputation': 43, 'user_id': 6630292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0bbf72207ec35cc57dab9b4b7f71bfe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sessl', 'link': 'https://stackoverflow.com/users/6630292/sessl'}",True,4176,3,2,1667193611,1579177275,59769615,CC BY-SA 4.0,https://stackoverflow.com/questions/59769615/where-is-control-center-in-java-11,Where is &quot;Control Center&quot; in Java 11?,59769921.0,1579179089.0,,,,
17,"['java', 'spring', 'spring-security', 'thymeleaf']","{'account_id': 17154316, 'reputation': 1, 'user_id': 12415558, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08b96e2d86e2c71e095fcc8675674af3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Katerina', 'link': 'https://stackoverflow.com/users/12415558/katerina'}",False,497,1,0,1666954062,1579015144,59736745,CC BY-SA 4.0,https://stackoverflow.com/questions/59736745/spring-security-and-thymeleaf-with-updated-authentication,Spring Security and Thymeleaf with updated authentication,,1579191536.0,,,,
18,"['java', 'eclipse', 'maven']","{'account_id': 15151553, 'reputation': 143, 'user_id': 10933754, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-b56paQc0jro/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbqQYjtZ_mUExM9BZy8jcHf1PRltg/mo/photo.jpg?sz=256', 'display_name': 'Bruno SENELLART', 'link': 'https://stackoverflow.com/users/10933754/bruno-senellart'}",True,371,2,2,1666804692,1579698851,59860591,CC BY-SA 4.0,https://stackoverflow.com/questions/59860591/eclipse-use-maven-to-change-the-version-of-a-project,Eclipse Use Maven to change the version of a project?,,,,,,
19,"['java', 'spring-boot', 'jwt', 'sign-in-with-apple']","{'account_id': 744529, 'reputation': 409, 'user_id': 899178, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ba145b1c41df4d030a57d038adce0ed8?s=256&d=identicon&r=PG', 'display_name': 'Irina', 'link': 'https://stackoverflow.com/users/899178/irina'}",True,4168,2,5,1666712923,1578523057,59654777,CC BY-SA 4.0,https://stackoverflow.com/questions/59654777/invalid-client-for-sign-in-with-apple,invalid_client for sign in with apple,59873136.0,,,,,
20,"['java', 'spring-boot', 'spring-mvc']","{'account_id': 13344820, 'reputation': 55, 'user_id': 9631903, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2038ff875550c51c2bfa7a194a38bc4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asl.har', 'link': 'https://stackoverflow.com/users/9631903/asl-har'}",True,7949,2,4,1666697652,1580390573,59987062,,https://stackoverflow.com/questions/59987062/what-is-the-best-way-to-return-an-empty-responseentity-with-spring,What is the best way to return an empty ResponseEntity with Spring?,59987140.0,1666697652.0,,1580401880.0,Duplicate,
21,"['java', 'websocket', 'h.264', 'rtsp']","{'account_id': 1555436, 'reputation': 2023, 'user_id': 1446710, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/c4f2399b89fc2225c9507ea0d7e797ec?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/1446710/daniel'}",False,12246,1,14,1666505240,1578560415,59660342,CC BY-SA 4.0,https://stackoverflow.com/questions/59660342/modern-way-of-displaying-rtsp-h264-stream-in-a-browser-html5,Modern way of displaying RTSP H264 stream in a browser (HTML5),,,,,,
22,"['java', 'spring', 'spring-boot', 'apache-kafka', 'spring-kafka']","{'account_id': 15166229, 'reputation': 219, 'user_id': 10948164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02f59cbcfdb3c829b8bef75f544bd33c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Василий Никпуп', 'link': 'https://stackoverflow.com/users/10948164/%d0%92%d0%b0%d1%81%d0%b8%d0%bb%d0%b8%d0%b9-%d0%9d%d0%b8%d0%ba%d0%bf%d1%83%d0%bf'}",False,9184,4,4,1666440431,1579092442,59751770,CC BY-SA 4.0,https://stackoverflow.com/questions/59751770/how-to-stop-listening-in-a-spring-kafka-consumer,How to stop listening in a Spring Kafka consumer?,,1639592787.0,,,,
23,"['java', 'eclipse', 'user-interface', 'import', 'windowbuilder']","{'account_id': 17547010, 'reputation': 11, 'user_id': 12728079, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EqZYK.gif?s=256&g=1', 'display_name': 'juanSenna', 'link': 'https://stackoverflow.com/users/12728079/juansenna'}",True,293,2,0,1666419622,1579273071,59789812,CC BY-SA 4.0,https://stackoverflow.com/questions/59789812/eclipses-window-builder-missing-design,Eclipse&#39;s Window Builder missing Design,,,,,,
24,"['java', 'gradle']","{'account_id': 3106126, 'reputation': 20167, 'user_id': 2628868, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/IcdU7.jpg?s=256&g=1', 'display_name': 'Dolphin', 'link': 'https://stackoverflow.com/users/2628868/dolphin'}",True,21381,3,23,1666282739,1578382337,59624003,CC BY-SA 4.0,https://stackoverflow.com/questions/59624003/daemon-is-stopping-immediately-jvm-garbage-collector-thrashing-and-after-running,Daemon is stopping immediately JVM garbage collector thrashing and after running out of JVM memory,59628176.0,,,,,
25,"['java', 'spring-boot-actuator', 'micrometer', 'prometheus-java']","{'account_id': 1631573, 'reputation': 2047, 'user_id': 1505987, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d44a854fdc6e93248d52602a208f6252?s=256&d=identicon&r=PG', 'display_name': 'Vimalraj Selvam', 'link': 'https://stackoverflow.com/users/1505987/vimalraj-selvam'}",True,13025,2,13,1666015768,1578151646,59592118,CC BY-SA 4.0,https://stackoverflow.com/questions/59592118/dynamic-tag-values-for-the-counter-metric-in-micrometer,Dynamic tag values for the Counter metric in Micrometer,59633719.0,,,,,
26,"['java', 'android', 'kotlin', 'mpandroidchart']","{'account_id': 1154542, 'reputation': 45, 'user_id': 1135499, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/tMG2I.png?s=256&g=1', 'display_name': 'Eman', 'link': 'https://stackoverflow.com/users/1135499/eman'}",True,899,1,2,1666007711,1579862278,59894748,CC BY-SA 4.0,https://stackoverflow.com/questions/59894748/how-to-add-label-outside-the-pie-chart,How to add label outside the pie chart,,1666007711.0,,,,
27,"['java', 'spring', 'apache-kafka', 'spring-batch', 'spring-kafka']","{'account_id': 7809956, 'reputation': 393, 'user_id': 5906470, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/1fd82ac8e0878806fe8d6c399e4d0403?s=256&d=identicon&r=PG&f=1', 'display_name': 'Black Diamond', 'link': 'https://stackoverflow.com/users/5906470/black-diamond'}",True,3154,4,2,1665999904,1579674022,59853711,CC BY-SA 4.0,https://stackoverflow.com/questions/59853711/spring-batch-kafka-kafkaitemreader-reads-the-data-always-from-beginning,Spring Batch - Kafka: KafkaItemReader reads the data ALWAYS from beginning,,,,,,
28,"['java', 'spring-boot', 'gradle']","{'account_id': 17354175, 'reputation': 95, 'user_id': 12572009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63dc56c70d2ce1eac6c0d0ceb0f34a59?s=256&d=identicon&r=PG&f=1', 'display_name': 'Igor', 'link': 'https://stackoverflow.com/users/12572009/igor'}",False,9457,2,7,1665709535,1580141942,59935009,CC BY-SA 4.0,https://stackoverflow.com/questions/59935009/the-package-javax-xml-namespace-is-accessible-from-more-than-one-module,The package javax.xml.namespace is accessible from more than one module,,1595580803.0,,,,
29,"['java', 'recursion']","{'account_id': 17621374, 'reputation': 61, 'user_id': 12787251, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-IP7sdeEDRkg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rei2lXkoMKC0dYd48jFyguz6J-Afw/photo.jpg?sz=256', 'display_name': 'Ankita Sharma', 'link': 'https://stackoverflow.com/users/12787251/ankita-sharma'}",True,2543,6,6,1665664082,1580111152,59926908,CC BY-SA 4.0,https://stackoverflow.com/questions/59926908/count-the-number-of-cows-after-n-number-of-years,Count the number of cows after N number of years,,,,,,
30,"['java', 'selenium', 'selenium-webdriver', 'xpath', 'css-selectors']","{'account_id': 17483450, 'reputation': 1, 'user_id': 12676994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc0709dd1696ff1900152710e8a1b10c?s=256&d=identicon&r=PG&f=1', 'display_name': 'pri_test', 'link': 'https://stackoverflow.com/users/12676994/pri-test'}",True,949,7,0,1665136573,1578503017,59650627,CC BY-SA 4.0,https://stackoverflow.com/questions/59650627/error-unable-to-locate-element-when-trying-to-locate-add-to-cart-button-on-f,Error &#39;Unable to locate element&#39; when trying to locate &#39;Add to Cart&#39; button on Flipkart,,1578514062.0,,,,
31,"['java', 'android', 'json', 'gson', 'retrofit2']","{'account_id': 2605109, 'reputation': 4159, 'user_id': 2373113, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/caf23f6eb9c7c406eb04657a14edf4e8?s=256&d=identicon&r=PG', 'display_name': 'Jumpa', 'link': 'https://stackoverflow.com/users/2373113/jumpa'}",True,5063,2,5,1665050640,1580202068,59945168,CC BY-SA 4.0,https://stackoverflow.com/questions/59945168/retrofit-multiple-response-types,Retrofit multiple response types,,1580203009.0,,,,
32,"['java', 'rest', 'jackson', 'resteasy']","{'account_id': 450916, 'reputation': 1385, 'user_id': 846507, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/457109d744cd038f5cd585394402995e?s=256&d=identicon&r=PG', 'display_name': 'Hauke', 'link': 'https://stackoverflow.com/users/846507/hauke'}",True,17773,6,7,1664909138,1578388792,59625400,CC BY-SA 4.0,https://stackoverflow.com/questions/59625400/rest-api-for-updating-informations-with-empty-or-null-values,REST API for updating informations with empty or null values,59630596.0,1578392565.0,,,,
33,"['java', 'elasticsearch', 'aws-elasticsearch', 'elasticsearch-jest']","{'account_id': 6177410, 'reputation': 998, 'user_id': 4813904, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/0e916d6f9ae625517af38e9ee14c157d?s=256&d=identicon&r=PG', 'display_name': 'Siva', 'link': 'https://stackoverflow.com/users/4813904/siva'}",False,995,2,1,1664637253,1578001991,59570496,CC BY-SA 4.0,https://stackoverflow.com/questions/59570496/elasticsearch-error-invalid-term-aggregator-order-path-key-unknown-aggregat,ElasticSearch Error: Invalid term-aggregator order path [_key]. Unknown aggregation [_key] while performing aggregation from Java,,1609803829.0,,,,
34,['java'],"{'account_id': 3860808, 'reputation': 5238, 'user_id': 3198603, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3198603', 'link': 'https://stackoverflow.com/users/3198603/user3198603'}",True,12123,3,10,1664460214,1579350662,59800600,CC BY-SA 4.0,https://stackoverflow.com/questions/59800600/openjdk-for-production-and-lts,OpenJDK for production and LTS?,59800705.0,,,,,
35,"['java', 'spring']","{'account_id': 11334841, 'reputation': 129, 'user_id': 8311057, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/169ee733b2595a314e4fe72a05125d8f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tarik', 'link': 'https://stackoverflow.com/users/8311057/tarik'}",False,4066,2,0,1664441970,1577968431,59563432,CC BY-SA 4.0,https://stackoverflow.com/questions/59563432/how-to-validate-xlsx-file-header-name-and-column-value-for-each-header-in-java-u,How to validate xlsx File Header Name and column value for each header in java using apache poi?,,1577968741.0,,,,
36,"['java', 'android', 'json', 'api', 'retrofit']","{'account_id': 16274699, 'reputation': 107, 'user_id': 11752173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/390c7fdb20ae57abd60296300eddfe51?s=256&d=identicon&r=PG&f=1', 'display_name': 'RyuuDev', 'link': 'https://stackoverflow.com/users/11752173/ryuudev'}",True,118,1,1,1663854909,1579636636,59848333,,https://stackoverflow.com/questions/59848333/api-doesnt-load,API doesn&#39;t load,59985138.0,1663854909.0,,1580431185.0,Duplicate,
37,"['java', 'unit-testing', 'assertj']","{'account_id': 16527785, 'reputation': 412, 'user_id': 11941970, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9CiWp.png?s=256&g=1', 'display_name': 'parrotjack', 'link': 'https://stackoverflow.com/users/11941970/parrotjack'}",True,9737,4,6,1663639719,1579602545,59839076,CC BY-SA 4.0,https://stackoverflow.com/questions/59839076/assertj-json-property-check,AssertJ JSON property check,59839496.0,,,,,
38,"['java', 'android', 'firebase', 'google-cloud-firestore']","{'account_id': 8798729, 'reputation': 1047, 'user_id': 6575736, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/5975ae3957dabe1ba576ef7aa3cd248b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maverick7', 'link': 'https://stackoverflow.com/users/6575736/maverick7'}",True,4703,3,2,1663599740,1579951170,59908720,CC BY-SA 4.0,https://stackoverflow.com/questions/59908720/how-to-get-server-timestamp-from-firestore-in-an-android-device,How to get server Timestamp from Firestore in an android device?,59908767.0,1579967494.0,,,,
39,"['java', 'jar']","{'account_id': 6521234, 'reputation': 145, 'user_id': 5045417, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://lh5.googleusercontent.com/-Kfh8m1JBvjo/AAAAAAAAAAI/AAAAAAAAAA0/bQTyeSDXkNs/photo.jpg?sz=256', 'display_name': 'Dewagg', 'link': 'https://stackoverflow.com/users/5045417/dewagg'}",True,246,1,0,1663466967,1578517163,59653726,,https://stackoverflow.com/questions/59653726/oracle-jar-to-intel-jxe,Oracle JAR to Intel JXE,60990412.0,1663464417.0,1662241136.0,1663520442.0,Not suitable for this site,
40,"['java', 'maven', 'build', 'microservices', 'javabuilders']","{'account_id': 1261036, 'reputation': 2081, 'user_id': 1219317, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://i.stack.imgur.com/CmZSq.jpg?s=256&g=1', 'display_name': 'Traveling Salesman', 'link': 'https://stackoverflow.com/users/1219317/traveling-salesman'}",True,10995,1,2,1663404239,1578216130,59598487,CC BY-SA 4.0,https://stackoverflow.com/questions/59598487/unable-to-find-valid-certification-path-to-requested-target-and-parent-relative,Unable to find valid certification path to requested target and &#39;parent.relativePath&#39; points at wrong local POM,,1578291399.0,,,,
41,"['java', 'regex', 'string', 'list']","{'account_id': 5861878, 'reputation': 151, 'user_id': 4617276, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XbY98JplTxw/AAAAAAAAAAI/AAAAAAAAACI/cQEIbxE84Qc/photo.jpg?sz=256', 'display_name': 'Dimas Angga Saputra', 'link': 'https://stackoverflow.com/users/4617276/dimas-angga-saputra'}",True,704,5,0,1663321903,1580034695,59917474,CC BY-SA 4.0,https://stackoverflow.com/questions/59917474/what-is-the-simplest-way-to-validate-list-of-string-is-alphanumeric-only-in-java,What is the simplest way to validate list of string is alphanumeric only in java,59917577.0,1580035059.0,,,,
42,"['java', 'android', 'shared-libraries', 'static-libraries']","{'account_id': 16371484, 'reputation': 448, 'user_id': 11824674, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5aew4.jpg?s=256&g=1', 'display_name': 'Muhammad Sabeel Ahmed', 'link': 'https://stackoverflow.com/users/11824674/muhammad-sabeel-ahmed'}",True,11134,2,5,1663155740,1578299423,59608865,CC BY-SA 4.0,https://stackoverflow.com/questions/59608865/library-is-not-accessible-for-the-namespace-classloader-namespace,library is not accessible for the namespace &quot;classloader-namespace&quot;,,1578302294.0,,,,
43,"['java', 'maven', 'gitlab', 'nexus', 'gitlab-ci-runner']","{'account_id': 3992968, 'reputation': 1274, 'user_id': 3291266, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/i2E5M.jpg?s=256&g=1', 'display_name': 'Mega', 'link': 'https://stackoverflow.com/users/3291266/mega'}",False,8057,2,5,1663038235,1578679677,59686900,CC BY-SA 4.0,https://stackoverflow.com/questions/59686900/maven-nexus-issue-authorization-failed-for-403-forbidden,Maven Nexus Issue - Authorization failed for 403 Forbidden,,1581590140.0,,,,
44,"['java', 'spring', 'spring-boot']","{'account_id': 11643394, 'reputation': 1010, 'user_id': 8527109, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-UUvglId7ROg/AAAAAAAAAAI/AAAAAAAACDY/8nEhPIFCxtU/photo.jpg?sz=256', 'display_name': 'L&#225;szl&#243; Stahorszki', 'link': 'https://stackoverflow.com/users/8527109/l%c3%a1szl%c3%b3-stahorszki'}",True,603,2,5,1662917842,1579104644,59755383,CC BY-SA 4.0,https://stackoverflow.com/questions/59755383/bean-unique-bean-name-in-subclasses,@Bean: unique bean name in subclasses,59757403.0,,,,,
45,"['java', 'log4j', 'log4j2']","{'account_id': 1041234, 'reputation': 1251, 'user_id': 1047226, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/9fe210e789d37b1b3aea91a0abce288c?s=256&d=identicon&r=PG', 'display_name': 'hell_storm2004', 'link': 'https://stackoverflow.com/users/1047226/hell-storm2004'}",True,7691,2,12,1662756726,1578908312,59713891,CC BY-SA 4.0,https://stackoverflow.com/questions/59713891/appenderskeleton-log4j2,AppenderSkeleton (Log4j2),59719309.0,,,,,
