,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,locked_date,migrated_from
19,"['java', 'velocity']","{'account_id': 876819, 'reputation': 800, 'user_id': 129427, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aaa0f78c1fc4807329089cb94964db26?s=256&d=identicon&r=PG', 'display_name': 'tomsame', 'link': 'https://stackoverflow.com/users/129427/tomsame'}",True,44839,,1432587.0,7,65,1660947869,1253101454,,1432468,CC BY-SA 2.5,https://stackoverflow.com/questions/1432468/how-to-use-string-as-velocity-template,How to use String as Velocity Template?,,,,,
20,"['java', 'swing', 'jtable', 'mouseevent', 'actionlistener']","{'account_id': 53713, 'reputation': 1755, 'user_id': 160634, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/ddzqZ.png?s=256&g=1', 'display_name': 'stefita', 'link': 'https://stackoverflow.com/users/160634/stefita'}",True,52797,,1378120.0,3,24,1660905483,1252055379,1381288702.0,1378096,CC BY-SA 3.0,https://stackoverflow.com/questions/1378096/actionlistener-on-jlabel-or-jtable-cell,ActionListener on JLabel or JTable cell,,,,,
21,"['java', 'mysql', 'ant', 'mysqldump']","{'account_id': 41087, 'reputation': 3666, 'user_id': 119333, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/or6j6.jpg?s=256&g=1', 'display_name': 'Martin Magakian', 'link': 'https://stackoverflow.com/users/119333/martin-magakian'}",True,6067,,1410859.0,5,10,1660140762,1252674918,1288043487.0,1410795,CC BY-SA 2.5,https://stackoverflow.com/questions/1410795/how-do-i-dump-a-mysql-database-using-ant,How do I dump a MySQL database using ant?,,,,,
22,"['java', 'garbage-collection']","{'user_type': 'does_not_exist', 'display_name': 'user179172'}",True,397439,1408805955.0,,25,258,1659697950,1253970888,1523153672.0,1481178,CC BY-SA 3.0,https://stackoverflow.com/questions/1481178/how-to-force-garbage-collection-in-java,How to force garbage collection in Java?,,,,,
23,"['java', 'algorithm', 'string', 'search', 'data-structures']","{'account_id': 7944, 'reputation': 20720, 'user_id': 14007, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/oJZ0p.png?s=256&g=1', 'display_name': 'Alex Beardsley', 'link': 'https://stackoverflow.com/users/14007/alex-beardsley'}",True,2300,,1428815.0,7,1,1659600453,1253033537,1253035553.0,1428348,CC BY-SA 2.5,https://stackoverflow.com/questions/1428348/search-for-string-permutations-in-string-set,Search For String Permutations In String Set,,,,,
24,"['java', 'collections']","{'account_id': 880364, 'reputation': 7645, 'user_id': 160189, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b0c6d5696b63db55ab08ebbdc4900a24?s=256&d=identicon&r=PG', 'display_name': 'OHHAI', 'link': 'https://stackoverflow.com/users/160189/ohhai'}",True,657810,,1429869.0,17,739,1659362413,1253052155,1464261799.0,1429860,CC BY-SA 3.0,https://stackoverflow.com/questions/1429860/easiest-way-to-convert-a-list-to-a-set-in-java,Easiest way to convert a List to a Set in Java,,,,,
25,"['java', 'static-analysis', 'findbugs', 'jsr305']","{'account_id': 28564, 'reputation': 18803, 'user_id': 76393, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/5046b03cb1a51fcb20ead8bbd1b906ae?s=256&d=identicon&r=PG', 'display_name': 'ivan_ivanovich_ivanoff', 'link': 'https://stackoverflow.com/users/76393/ivan-ivanovich-ivanoff'}",False,859,,,2,7,1657913087,1254305164,,1497182,CC BY-SA 2.5,https://stackoverflow.com/questions/1497182/findbugs-jsr305-possibility-to-specify-default-behavior,Findbugs + JSR305: Possibility to specify default behavior?,,,,,
26,"['java', 'inputstream', 'outputstream']","{'account_id': 45680, 'reputation': 540, 'user_id': 134770, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/4039b9b5eb98dc011969c1922ff84dec?s=256&d=identicon&r=PG', 'display_name': 'radius', 'link': 'https://stackoverflow.com/users/134770/radius'}",True,27477,,1477290.0,5,8,1657363410,1253885080,1277245624.0,1477269,CC BY-SA 2.5,https://stackoverflow.com/questions/1477269/write-a-binary-downloaded-file-to-disk-in-java,Write a binary downloaded file to disk in Java,,,,,
27,"['java', 'networking', 'connection']","{'account_id': 33225, 'reputation': 15119, 'user_id': 92813, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/bc8ef21613215ad8b42b2ca0e36bb97e?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/92813/chris'}",True,123840,,1402020.0,18,70,1656507064,1252529341,1545362006.0,1402005,CC BY-SA 4.0,https://stackoverflow.com/questions/1402005/how-to-check-if-internet-connection-is-present-in-java,How to check if internet connection is present in Java?,,,,,
28,"['java', 'jsf', 'web-inf', 'faces-config']","{'account_id': 20344, 'reputation': 45520, 'user_id': 2288585, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/10227e415d1c4e4e1cc719c6ccd70934?s=256&d=identicon&r=PG', 'display_name': 'Debajit', 'link': 'https://stackoverflow.com/users/2288585/debajit'}",True,10952,,,3,6,1656099547,1251856262,,1365512,CC BY-SA 2.5,https://stackoverflow.com/questions/1365512/jsf-faces-config-file-outside-web-inf,JSF faces config file outside WEB-INF?,,,,,
29,"['java', 'enums']","{'account_id': 146530, 'reputation': 57364, 'user_id': 357024, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ddd1030da4440ea2f69d6421e538191c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/357024/mike'}",True,430292,,1414761.0,15,586,1655807979,1252749003,1560515628.0,1414755,CC BY-SA 4.0,https://stackoverflow.com/questions/1414755/can-enums-be-subclassed-to-add-new-elements,Can enums be subclassed to add new elements?,,,,,
30,"['java', 'string', 'parsing']","{'account_id': 19056, 'reputation': 2897, 'user_id': 44313, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8c9829c0b77024eb20fb8de55b4b3791?s=256&d=identicon&r=PG', 'display_name': 'Karl', 'link': 'https://stackoverflow.com/users/44313/karl'}",True,64182,,1410573.0,8,32,1655034312,1252671898,1641476057.0,1410555,CC BY-SA 4.0,https://stackoverflow.com/questions/1410555/how-does-integer-parseintstring-actually-work,How does Integer.parseInt(string) actually work?,,,,,
31,"['java', 'syntax', 'operators', 'special-characters']","{'account_id': 51914, 'reputation': 66439, 'user_id': 155137, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/00f9d78517e7e17837e0e7ac227305ca?s=256&d=identicon&r=PG', 'display_name': 'Martijn Courteaux', 'link': 'https://stackoverflow.com/users/155137/martijn-courteaux'}",True,67676,,1483510.0,5,85,1654284408,1254054917,1403396777.0,1483504,CC BY-SA 3.0,https://stackoverflow.com/questions/1483504/java-what-does-mean,Java: What does ~ mean,,,,,
32,"['java', 'interface', 'label']","{'account_id': 39226, 'reputation': 6709, 'user_id': 113037, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/jZYzv.jpg?s=256&g=1', 'display_name': 'Winston Chen', 'link': 'https://stackoverflow.com/users/113037/winston-chen'}",True,3937,,1436689.0,3,9,1654026321,1253160767,1654026321.0,1436674,CC BY-SA 4.0,https://stackoverflow.com/questions/1436674/is-interface-as-labels-a-bad-practice-in-java-oo,Is Interface as labels a bad practice in java OO?,,,,,
33,"['java', 'interface']","{'account_id': 47968, 'reputation': 11771, 'user_id': 142299, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/cbf41bc6367035a9ef55082b45698562?s=256&d=identicon&r=PG', 'display_name': 'Kevin Boyd', 'link': 'https://stackoverflow.com/users/142299/kevin-boyd'}",True,7007,,1413601.0,17,21,1653492196,1252707928,1648142843.0,1413543,CC BY-SA 4.0,https://stackoverflow.com/questions/1413543/what-does-it-mean-to-program-to-an-interface,What does it mean to program to an interface?,,,,,
34,"['java', 'batch-file']","{'account_id': 52535, 'reputation': 33097, 'user_id': 157027, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/58b19f457fa47312cfd77af99125f6e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amit', 'link': 'https://stackoverflow.com/users/157027/amit'}",True,60972,,1421220.0,7,10,1653250943,1252929911,,1421143,CC BY-SA 2.5,https://stackoverflow.com/questions/1421143/how-to-execute-a-batch-file-from-java,How to execute a batch file from java?,,,,,
35,"['java', 'tomcat', 'taglib']","{'account_id': 15824, 'reputation': 4327, 'user_id': 33836, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/93faff3745041de23802bbe4e8b379de?s=256&d=identicon&r=PG', 'display_name': 'Matt Passell', 'link': 'https://stackoverflow.com/users/33836/matt-passell'}",True,15669,,1489902.0,4,8,1653210308,1254176331,,1489665,CC BY-SA 2.5,https://stackoverflow.com/questions/1489665/is-it-possible-to-turn-off-taglib-scanning-in-tomcat,Is it possible to turn off taglib scanning in Tomcat?,,,,,
36,"['java', 'jar', 'getresource']","{'account_id': 41275, 'reputation': 90747, 'user_id': 119895, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/dEYOs.jpg?s=256&g=1', 'display_name': 'Macarse', 'link': 'https://stackoverflow.com/users/119895/macarse'}",True,39585,,1386868.0,12,38,1652770547,1252273560,1345528884.0,1386809,CC BY-SA 3.0,https://stackoverflow.com/questions/1386809/copy-directory-from-a-jar-file,Copy directory from a jar file,,,,,
37,"['java', 'jvm']","{'account_id': 2785, 'reputation': 75070, 'user_id': 3916, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4b94715e1349011b0529e81da45b06e7?s=256&d=identicon&r=PG', 'display_name': 'Vineet Reynolds', 'link': 'https://stackoverflow.com/users/3916/vineet-reynolds'}",True,316581,,1434901.0,17,114,1652220194,1253126691,1495535453.0,1434779,CC BY-SA 3.0,https://stackoverflow.com/questions/1434779/maximum-java-heap-size-of-a-32-bit-jvm-on-a-64-bit-os,Maximum Java heap size of a 32-bit JVM on a 64-bit OS,,,,,
38,"['java', 'file']","{'account_id': 52297, 'reputation': 5725, 'user_id': 156225, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/61gCW.jpg?s=256&g=1', 'display_name': 'Sri', 'link': 'https://stackoverflow.com/users/156225/sri'}",True,169250,,1385015.0,8,59,1651940604,1252215447,1472036033.0,1384947,CC BY-SA 3.0,https://stackoverflow.com/questions/1384947/java-find-txt-files-in-specified-folder,Java: Find .txt files in specified folder,,,,,
39,"['java', 'multithreading', 'synchronization']","{'account_id': 54114, 'reputation': 2706, 'user_id': 161865, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/cd44226c75e42536c16e1e2b6abf3e18?s=256&d=identicon&r=PG', 'display_name': 'A Jackson', 'link': 'https://stackoverflow.com/users/161865/a-jackson'}",True,73295,,1361040.0,5,45,1651682480,1251790124,1651682480.0,1361029,CC BY-SA 4.0,https://stackoverflow.com/questions/1361029/waiting-on-multiple-threads-to-complete-in-java,Waiting on multiple threads to complete in Java,,,,,
40,['java'],"{'account_id': 27431, 'reputation': 48622, 'user_id': 72437, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/ay0Dg.jpg?s=256&g=1', 'display_name': 'Cheok Yan Cheng', 'link': 'https://stackoverflow.com/users/72437/cheok-yan-cheng'}",True,31221,,1437999.0,5,35,1651392735,1253163045,,1436761,CC BY-SA 2.5,https://stackoverflow.com/questions/1436761/turn-off-apache-common-logging,Turn Off Apache Common Logging,,,,,
41,"['java', 'velocity', 'template-engine', 'freemarker']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,54480,,1459435.0,5,75,1651179882,1253617605,,1459426,,https://stackoverflow.com/questions/1459426/velocity-vs-freemarker,Velocity vs. FreeMarker,1386321019.0,Not suitable for this site,1253617605.0,,
42,"['java', 'dll', 'java-native-interface', 'web-applications']","{'account_id': 23945, 'reputation': 1590, 'user_id': 60502, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/837768edc602e2c8336eca65bad6ea0c?s=256&d=identicon&r=PG', 'display_name': 'Ketan Khairnar', 'link': 'https://stackoverflow.com/users/60502/ketan-khairnar'}",True,409462,1633639561.0,1403808.0,14,98,1650779535,1252567140,1593758065.0,1403788,CC BY-SA 4.0,https://stackoverflow.com/questions/1403788/java-lang-unsatisfiedlinkerror-no-dll-in-java-library-path,java.lang.UnsatisfiedLinkError no *****.dll in java.library.path,,,,,
43,"['java', 'html', 'http', 'httpwebrequest']","{'account_id': 52535, 'reputation': 33097, 'user_id': 157027, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/58b19f457fa47312cfd77af99125f6e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amit', 'link': 'https://stackoverflow.com/users/157027/amit'}",True,1099059,1329353881.0,1359700.0,9,435,1650566580,1251757870,1407467034.0,1359689,,https://stackoverflow.com/questions/1359689/how-to-send-http-request-in-java,How to send HTTP request in java?,1411682067.0,Duplicate,,,
44,"['java', 'spring', 'exception']","{'user_type': 'does_not_exist', 'display_name': 'bm'}",True,255728,,,7,82,1650038416,1252519130,1436428899.0,1401111,CC BY-SA 3.0,https://stackoverflow.com/questions/1401111/noclassdeffounderror-could-not-initialize-class-error,&quot;NoClassDefFoundError: Could not initialize class&quot; error,,,,,
45,"['java', 'string']","{'account_id': 58153, 'reputation': 5474, 'user_id': 2922388, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/4617bd20816328b2e3a670400d066f88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gopi', 'link': 'https://stackoverflow.com/users/2922388/gopi'}",True,196586,,1475832.0,7,50,1648594458,1253861615,1253861743.0,1475807,CC BY-SA 2.5,https://stackoverflow.com/questions/1475807/insert-string-in-beginning-of-another-string,Insert string in beginning of another string,,,,,
46,"['java', 'timer']","{'account_id': 56246, 'reputation': 4089, 'user_id': 168461, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/d0a7a602dc4f0ad2672c3e03bde1d57c?s=256&d=identicon&r=PG', 'display_name': 'om.', 'link': 'https://stackoverflow.com/users/168461/om'}",True,212510,,1409132.0,4,108,1647919298,1252646614,1602762071.0,1409116,CC BY-SA 4.0,https://stackoverflow.com/questions/1409116/how-to-stop-the-task-scheduled-in-java-util-timer-class,How to stop the task scheduled in java.util.Timer class,,,,,
47,"['java', 'jpa']","{'account_id': 38555, 'reputation': 494, 'user_id': 110740, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/77060bf992743edac60263c69b1c6347?s=256&d=identicon&r=PG', 'display_name': 'Tazzy531', 'link': 'https://stackoverflow.com/users/110740/tazzy531'}",True,4026,,1441626.0,3,9,1646670850,1253224570,1253225280.0,1441523,CC BY-SA 2.5,https://stackoverflow.com/questions/1441523/jpa-pojo-as-data-object,JPA POJO as Data Object,,,,,
48,"['java', 'hibernate', 'jpa', 'persistence']","{'account_id': 43112, 'reputation': 58258, 'user_id': 125844, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/8716def45299b7028b85f3f95a15f15a?s=256&d=identicon&r=PG', 'display_name': 'notnoop', 'link': 'https://stackoverflow.com/users/125844/notnoop'}",True,15822,,1360681.0,4,9,1646285269,1251781270,1251781791.0,1360606,CC BY-SA 2.5,https://stackoverflow.com/questions/1360606/persist-collection-fields-with-hibernate,Persist collection fields with hibernate,,,,,
49,"['java', 'maven-2', 'servlets', 'pom.xml']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,67868,,1370741.0,7,41,1645343712,1251929386,1252237926.0,1370414,CC BY-SA 2.5,https://stackoverflow.com/questions/1370414/how-to-add-the-servlet-api-to-my-pom-xml,how to add the servlet api to my pom.xml,,,,,
