,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,accepted_answer_id,content_license,protected_date,migrated_from
10,['java'],"{'account_id': 15354818, 'reputation': 19, 'user_id': 11077365, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-EDAR8Zi4is0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOAIi_Q-0sN-6k9MFbfWw87Zc-kFw/mo/photo.jpg?sz=256', 'display_name': 'beautifuldog', 'link': 'https://stackoverflow.com/users/11077365/beautifuldog'}",True,2783,,5,0,1668265833,1553375232,1553389077.0,55318393,https://stackoverflow.com/questions/55318393/leetcode-14-longest-common-prefix,,LeetCode 14. longest common prefix,,CC BY-SA 4.0,,
11,"['java', 'xml', 'xpath', 'soap', 'rest-assured']","{'account_id': 11240954, 'reputation': 152, 'user_id': 8245270, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1280427702070015/picture?type=large', 'display_name': 'Roman  Shabanov', 'link': 'https://stackoverflow.com/users/8245270/roman-shabanov'}",True,1996,,2,1,1668155301,1553968411,,55434178,https://stackoverflow.com/questions/55434178/how-to-validate-specific-node-from-soap-xml-response-with-several-namespaces-usi,,How to validate specific node from SOAP XML response with several namespaces using Rest-assured?,55436305.0,CC BY-SA 4.0,,
12,"['java', 'eclipse', 'maven', 'tomcat']","{'account_id': 1187843, 'reputation': 4719, 'user_id': 1161429, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/cac99307f361ad7f3a4a4fbf040e78c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'CasualT', 'link': 'https://stackoverflow.com/users/1161429/casualt'}",False,608,,2,2,1668098971,1553033342,,55250697,https://stackoverflow.com/questions/55250697/how-to-get-eclipse-to-deploy-dependent-maven-project-to-tomcat-when-also-open,,How to get eclipse to deploy dependent maven project to tomcat when also open?,,CC BY-SA 4.0,,
13,"['java', 'intellij-idea']","{'account_id': 14546090, 'reputation': 1582, 'user_id': 10506301, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dfd8437c8f7b1985cdd5eb2c83d1ce8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daredevil', 'link': 'https://stackoverflow.com/users/10506301/daredevil'}",True,6829,,7,8,1667984698,1551691489,,54980151,https://stackoverflow.com/questions/54980151/intellij-how-to-remove-bracket-from-the-project-name,,intellij- how to remove &quot;bracket&quot; from the project name?,54990692.0,CC BY-SA 4.0,,
14,['java'],"{'account_id': 15492018, 'reputation': 29, 'user_id': 11176185, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/899240c351321154ebe4314c740851ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maya', 'link': 'https://stackoverflow.com/users/11176185/maya'}",False,343,,3,-1,1667974968,1552146943,1552149295.0,55079127,https://stackoverflow.com/questions/55079127/counting-the-number-of-matching-digits-in-an-array-at-different-positions,,Counting the number of matching digits in an array at different positions,,CC BY-SA 4.0,,
15,"['java', 'eclipse', 'windows-10', 'virtual-machine']","{'account_id': 9953843, 'reputation': 19, 'user_id': 11256767, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/610a9f6b79b1d608a89cd2d75897065f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Broken Dust', 'link': 'https://stackoverflow.com/users/11256767/broken-dust'}",False,8718,,4,0,1667955690,1553544100,1553590968.0,55345565,https://stackoverflow.com/questions/55345565/java-could-not-create-virtual-machine-and-other-errors,,Java could not create virtual machine and other errors,,CC BY-SA 4.0,,
16,"['java', 'spring', 'hibernate', 'spring-boot', 'bean-validation']","{'account_id': 13565853, 'reputation': 57, 'user_id': 9785932, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YUy5y.jpg?s=256&g=1', 'display_name': 'Ashwin Karki ', 'link': 'https://stackoverflow.com/users/9785932/ashwin-karki'}",True,20419,,2,5,1667879304,1551695107,1551695278.0,54981226,https://stackoverflow.com/questions/54981226/validation-not-working-on-spring-boot-and-hibernate,,Validation not working on spring boot and hibernate,54982142.0,CC BY-SA 4.0,,
17,"['java', 'spring', 'hibernate', 'jpa', 'querydsl']","{'account_id': 1080940, 'reputation': 523, 'user_id': 1077960, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/f42078dc82120289b6603471005cace8?s=256&d=identicon&r=PG&f=1', 'display_name': 'crazy_rudy', 'link': 'https://stackoverflow.com/users/1077960/crazy-rudy'}",True,15626,,2,9,1667854112,1553446415,,55326193,https://stackoverflow.com/questions/55326193/multiplebagfetchexception-cannot-simultaneously-fetch-multiple-bags-when-join,,&quot;MultipleBagFetchException: cannot simultaneously fetch multiple bags&quot; when joining three depth table,,CC BY-SA 4.0,,
18,"['java', 'spring', 'spring-boot', 'spring-security']","{'account_id': 14710362, 'reputation': 145, 'user_id': 10623878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71f5740c26193674841c510d1052df49?s=256&d=identicon&r=PG&f=1', 'display_name': 'W.E.B-Developer', 'link': 'https://stackoverflow.com/users/10623878/w-e-b-developer'}",False,115,,0,1,1667836761,1552481392,,55142336,https://stackoverflow.com/questions/55142336/cant-handle-accessdeniedexception-caused-by-preauthenticate-with-my-springsecur,,Cant handle AccessDeniedException caused by @PreAuthenticate with my SpringSecurity configuration,,CC BY-SA 4.0,,
19,"['java', 'android', 'kotlin', 'android-gradle-plugin', 'build.gradle']","{'account_id': 8325678, 'reputation': 1353, 'user_id': 6255841, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/o1bqZ.jpg?s=256&g=1', 'display_name': 'Nabin', 'link': 'https://stackoverflow.com/users/6255841/nabin'}",False,15338,,1,4,1667808881,1553494810,,55332209,https://stackoverflow.com/questions/55332209/warning-the-option-setting-is-experimental-and-unsupported,,WARNING: The option setting is experimental and unsupported,,CC BY-SA 4.0,,
20,"['java', 'milliseconds', 'java.util.calendar']","{'account_id': 9081975, 'reputation': 642, 'user_id': 6761506, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/w6qtD.jpg?s=256&g=1', 'display_name': 'Kcits970', 'link': 'https://stackoverflow.com/users/6761506/kcits970'}",True,885,,1,-4,1667552491,1553993558,1554032395.0,55436934,https://stackoverflow.com/questions/55436934/java-calendar-gettimeinmillis-returning-the-same-time,,Java Calendar getTimeInMillis() Returning the Same Time,55437715.0,CC BY-SA 4.0,,
21,"['java', 'spring-boot', 'logging', 'spring-boot-actuator']","{'account_id': 403455, 'reputation': 3626, 'user_id': 771226, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/5333239c2eee62a8fe6d1cf97e3f1d3d?s=256&d=identicon&r=PG', 'display_name': 'Amandeep Singh', 'link': 'https://stackoverflow.com/users/771226/amandeep-singh'}",True,5676,,4,9,1667549016,1551678271,1587724772.0,54977273,https://stackoverflow.com/questions/54977273/enable-logging-in-spring-boot-actuator-health-check-api,,Enable logging in spring boot actuator health check API,58129572.0,CC BY-SA 4.0,,
22,"['java', 'jackson', 'jackson2']","{'account_id': 806553, 'reputation': 373, 'user_id': 896020, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/b4b536be9d3a3ed0729c2e6b79632789?s=256&d=identicon&r=PG', 'display_name': 'era', 'link': 'https://stackoverflow.com/users/896020/era'}",True,1150,,2,1,1667477782,1553798231,1553833907.0,55404706,https://stackoverflow.com/questions/55404706/stop-jackson-reading-numbers-as-string,,Stop Jackson reading numbers as String,,CC BY-SA 4.0,,
23,"['java', 'android', 'kotlin', 'format', 'string-formatting']","{'account_id': 12220007, 'reputation': 1264, 'user_id': 8919323, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1792111867490136/picture?type=large', 'display_name': 'Michał Powłoka', 'link': 'https://stackoverflow.com/users/8919323/micha%c5%82-pow%c5%82oka'}",True,8714,,4,5,1667469354,1551974713,1553484541.0,55048137,https://stackoverflow.com/questions/55048137/java-kotlin-android-format-time-hhmmss-and-remove-unnecessary-zeros-from-t,,Java/Kotlin/Android - format time (hh:mm:ss) and remove unnecessary zeros from the beginning,55049571.0,CC BY-SA 4.0,,
24,"['java', 'outlook', 'jakarta-mail']","{'account_id': 11105849, 'reputation': 700, 'user_id': 8153040, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/8be85578bf29ec36988d3ff8aaf284ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'kfir', 'link': 'https://stackoverflow.com/users/8153040/kfir'}",False,2007,,5,4,1667459587,1551871886,,55022078,https://stackoverflow.com/questions/55022078/outlook-javamail-error-a3-bad-user-is-authenticated-but-not-connected,,Outlook javamail error &quot;A3 BAD User is authenticated but not connected&quot;,,CC BY-SA 4.0,,
25,"['java', 'ssl', 'https', 'tls1.2', 'vert.x']","{'account_id': 3424880, 'reputation': 477, 'user_id': 2870891, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ca4446c98602fc1d0b4d0b0c24dac8e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'kipid', 'link': 'https://stackoverflow.com/users/2870891/kipid'}",False,2320,,3,2,1667275296,1553985133,1554353715.0,55436242,https://stackoverflow.com/questions/55436242/vertx-https-ssl-tls-server-does-not-work-i-cannot-access-https-localhost,,vertx HTTPS (SSL/TLS) server does not work. I cannot access https://localhost,,CC BY-SA 4.0,,
26,"['java', 'javafx', 'focus', 'contextmenu', 'textfield']","{'account_id': 2287595, 'reputation': 67, 'user_id': 2011256, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/343bec26feb7c6acbe907c1910d6c6d0?s=256&d=identicon&r=PG', 'display_name': 'Masy', 'link': 'https://stackoverflow.com/users/2011256/masy'}",True,592,,2,2,1667089370,1552132743,1552135864.0,55077121,https://stackoverflow.com/questions/55077121/controlling-a-javafx-contextmenu-connected-to-a-textfield-with-the-arrow-keys,,Controlling a JavaFX ContextMenu connected to a TextField with the arrow keys,,CC BY-SA 4.0,,
27,"['java', 'windows-services']","{'account_id': 4223329, 'reputation': 123, 'user_id': 3469922, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lAyEk.jpg?s=256&g=1', 'display_name': 'kvhadzhiev', 'link': 'https://stackoverflow.com/users/3469922/kvhadzhiev'}",True,39,,1,0,1666886532,1551972996,1551973914.0,55047551,https://stackoverflow.com/questions/55047551/wrapping-jar-as-nt-service-without-access-to-target-systems,,Wrapping JAR as NT Service without access to target systems,74224997.0,CC BY-SA 4.0,,
28,"['java', 'gradle', 'lombok', 'integration-testing']","{'account_id': 1537344, 'reputation': 11681, 'user_id': 1432980, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e646027bcc545177a971230c1e23134a?s=256&d=identicon&r=PG', 'display_name': 'lapots', 'link': 'https://stackoverflow.com/users/1432980/lapots'}",True,11601,,4,18,1666835117,1553965474,,55433754,https://stackoverflow.com/questions/55433754/gradle-cant-find-lombok-generated-constructor-in-integration-test,,gradle can&#39;t find lombok generated constructor in integration test,55440642.0,CC BY-SA 4.0,,
29,['java'],"{'account_id': 5076770, 'reputation': 245, 'user_id': 4073935, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/6276c1f4ac4b9506717cfe79059fdbd7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Unicorn', 'link': 'https://stackoverflow.com/users/4073935/unicorn'}",True,969,,4,0,1666756793,1553096174,1553097332.0,55264623,https://stackoverflow.com/questions/55264623/java-generate-random-password-with-special-characters,,Java - Generate Random Password with special characters,55265171.0,CC BY-SA 4.0,,
30,"['java', 'yaml', 'log4j2']","{'account_id': 11690560, 'reputation': 63, 'user_id': 8559000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bce72a6a6d0e36d0259f76e24ff889e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pau Balaguer', 'link': 'https://stackoverflow.com/users/8559000/pau-balaguer'}",True,177,,1,3,1666553856,1553783729,1553789795.0,55400256,https://stackoverflow.com/questions/55400256/configure-log4j-2-programatically-using-a-dynamically-generated-yaml-file,,Configure Log4J 2 programatically using a dynamically generated YAML file,,CC BY-SA 4.0,,
31,"['java', 'android', 'facebook', 'api', 'facebook-graph-api']","{'account_id': 15586994, 'reputation': 9, 'user_id': 11245218, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Ecjg_19to6Q/AAAAAAAAAAI/AAAAAAAAkjg/N18Agr8x-I4/photo.jpg?sz=256', 'display_name': 'makisgr', 'link': 'https://stackoverflow.com/users/11245218/makisgr'}",True,2238,1553473612.0,1,-3,1666457897,1553434783,1553435322.0,55324389,https://stackoverflow.com/questions/55324389/get-facebook-posts-from-a-group,Needs more focus,Get facebook posts from a group,55324567.0,,,
32,"['java', 'json', 'spring', 'jackson']","{'account_id': 2033926, 'reputation': 1163, 'user_id': 1816785, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/43e70898dbb8738edfa70fb1a3ad7912?s=256&d=identicon&r=PG', 'display_name': 'Slippy', 'link': 'https://stackoverflow.com/users/1816785/slippy'}",True,75921,,3,24,1666240694,1551907086,1584859381.0,55032293,https://stackoverflow.com/questions/55032293/cannot-construct-instance-of-class-name-although-at-least-on-creator-exists,,Cannot construct instance of `class name` (although at least on Creator exists),55032325.0,CC BY-SA 4.0,,
33,"['java', 'android', 'android-fragments', 'android-transitions']","{'account_id': 7299712, 'reputation': 75, 'user_id': 5563010, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/791ea21dbb727925339a743ac61a70d2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Darren', 'link': 'https://stackoverflow.com/users/5563010/darren'}",False,358,,1,3,1666176575,1552654876,,55183223,https://stackoverflow.com/questions/55183223/new-fragment-transitioning-over-white-background-instead-of-old-fragment,,New fragment transitioning over white background instead of old fragment,,CC BY-SA 4.0,,
34,"['java', 'decimalformat']","{'account_id': 239789, 'reputation': 26341, 'user_id': 509627, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/e33ew.jpg?s=256&g=1', 'display_name': 'David Thielen', 'link': 'https://stackoverflow.com/users/509627/david-thielen'}",False,309,,1,2,1665575567,1552246062,1552246205.0,55091509,https://stackoverflow.com/questions/55091509/decimalformat-pattern-of-0-0e0-returning-1-235e3,,DecimalFormat pattern of ##0.0E0 returning 1.235E3,,CC BY-SA 4.0,,
35,"['java', 'android', 'volume', 'audiotrack']","{'account_id': 9451517, 'reputation': 720, 'user_id': 7028196, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/st0N5.jpg?s=256&g=1', 'display_name': 'Rouzbeh Zarandi', 'link': 'https://stackoverflow.com/users/7028196/rouzbeh-zarandi'}",False,299,,0,1,1665503716,1551531659,1665503716.0,54958787,https://stackoverflow.com/questions/54958787/generating-an-audio-track-sound-with-given-decibel,,Generating an audio track sound with given decibel,,CC BY-SA 4.0,,
36,"['java', 'javafx']","{'account_id': 6315376, 'reputation': 504, 'user_id': 4905563, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d35f513645aec4202234c3885710b04?s=256&d=identicon&r=PG&f=1', 'display_name': 'Juan', 'link': 'https://stackoverflow.com/users/4905563/juan'}",False,65,,2,0,1665503039,1551747052,1665503039.0,54993850,https://stackoverflow.com/questions/54993850/extrange-behaviour-on-expandnode-treetableview-javafx,,Extrange behaviour on expandNode TreeTableView JavaFx,,CC BY-SA 4.0,,
37,"['java', 'wildfly', 'jndi', 'ejb-3.1']","{'account_id': 8652806, 'reputation': 23, 'user_id': 6477937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6d110f5bfecb9e62981980362a4cbb7?s=256&d=identicon&r=PG&f=1', 'display_name': 'david', 'link': 'https://stackoverflow.com/users/6477937/david'}",False,12810,,3,2,1665472026,1553597973,1553601695.0,55355503,https://stackoverflow.com/questions/55355503/ejbclient000409-no-more-destinations-are-available,,EJBCLIENT000409: No more destinations are available,,CC BY-SA 4.0,,
38,"['java', 'apache-camel']","{'account_id': 233706, 'reputation': 880, 'user_id': 499377, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/91a3a05153d4ce4f1ff6ad79faf3b65a?s=256&d=identicon&r=PG', 'display_name': 'fedd', 'link': 'https://stackoverflow.com/users/499377/fedd'}",True,207,,2,1,1665453861,1551891044,1665453861.0,55028277,https://stackoverflow.com/questions/55028277/instantiating-camel-components-from-xml-snippet-without-spring,,Instantiating Camel components from XML snippet without Spring,55031072.0,CC BY-SA 4.0,,
39,"['java', 'spring', 'jpa', 'junit']","{'account_id': 2562129, 'reputation': 5369, 'user_id': 2223059, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/fcc055942e2ce10dd11a6e77a93e2b22?s=256&d=identicon&r=PG', 'display_name': 'craigmiller160', 'link': 'https://stackoverflow.com/users/2223059/craigmiller160'}",False,31,,0,0,1665339851,1552940704,1665339851.0,55229516,https://stackoverflow.com/questions/55229516/spring-jpa-onetoone-mapped-entities-not-behaving-properly-in-transactional-tests,,Spring JPA OneToOne mapped entities not behaving properly in Transactional tests,,CC BY-SA 4.0,,
40,"['java', 'spring', 'hibernate', 'spring-mvc', 'spring-security']","{'account_id': 11414447, 'reputation': 519, 'user_id': 8367625, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6A7uN.jpg?s=256&g=1', 'display_name': 'Ars', 'link': 'https://stackoverflow.com/users/8367625/ars'}",True,3353,,2,0,1665330136,1552369352,1665330136.0,55114827,https://stackoverflow.com/questions/55114827/error-creating-bean-with-name-websecurityconfig-because-userservice-bean-doesn,,Error creating bean with name &#39;webSecurityConfig&#39; because UserService Bean doesn&#39;t exist when I try to autowire it into WebSecurityConfig,55119803.0,CC BY-SA 4.0,,
41,"['java', 'spring-boot', 'spring-security', 'spring-data-jpa', 'spring-test']","{'account_id': 238157, 'reputation': 36614, 'user_id': 506855, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/1593ecf28b204068027f050329d171b4?s=256&d=identicon&r=PG', 'display_name': 'Puce', 'link': 'https://stackoverflow.com/users/506855/puce'}",True,2421,,2,6,1665304920,1552860226,,55212389,https://stackoverflow.com/questions/55212389/spring-data-springboottest-how-to-mock-securitycontext-for-jpa-auditing,,Spring Data + SpringBootTest: How to mock SecurityContext for JPA auditing?,,CC BY-SA 4.0,,
42,"['java', 'docker', 'microservices', 'netflix-eureka']","{'account_id': 9829832, 'reputation': 95, 'user_id': 7281806, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wGTW1.jpg?s=256&g=1', 'display_name': 'Artem Vlasenko', 'link': 'https://stackoverflow.com/users/7281806/artem-vlasenko'}",True,24072,,3,5,1665302254,1553512518,1553540320.0,55336558,https://stackoverflow.com/questions/55336558/cloud-config-got-request-execution-error-endpoint-defaultendpoint-serviceurl,,Cloud config got Request execution error. endpoint=DefaultEndpoint{ serviceUrl=&#39;http://localhost:8761/} from Eureka server,55337385.0,CC BY-SA 4.0,,
43,"['java', 'selenium', 'selenium-webdriver', 'cucumber', 'gherkin']","{'account_id': 13383143, 'reputation': 411, 'user_id': 9658618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/497828ba9a86416b2a64f3a1be7c0f4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'SeekanDestroy', 'link': 'https://stackoverflow.com/users/9658618/seekandestroy'}",True,66,,2,0,1665254635,1552312631,1665254635.0,55103460,https://stackoverflow.com/questions/55103460/cannot-locate-element-that-exist-getting-nullpointerexception-instead-of-nosuch,,"Cannot locate Element that exist, getting NullPointerException instead of NoSuchElement",55115865.0,CC BY-SA 4.0,,
44,"['java', 'spring', 'spring-boot', 'spring-boot-maven-plugin']","{'account_id': 3344216, 'reputation': 2020, 'user_id': 2809686, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kingsley Simon', 'link': 'https://stackoverflow.com/users/2809686/kingsley-simon'}",True,20096,,5,4,1665082881,1553231922,1553243461.0,55293320,https://stackoverflow.com/questions/55293320/proxybeanmthods-annotation-error-when-running-springboot-application,,proxyBeanMthods annotation error when running springboot application,,CC BY-SA 4.0,,
45,"['java', 'android', 'list', 'arraylist']","{'account_id': 14220953, 'reputation': 21, 'user_id': 10273281, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/278809159610415/picture?type=large', 'display_name': 'Cna Nakhaei', 'link': 'https://stackoverflow.com/users/10273281/cna-nakhaei'}",True,108,,1,0,1665081681,1552838118,1665081681.0,55208954,https://stackoverflow.com/questions/55208954/how-to-remove-an-item-from-list,,How to remove an item from List&lt;&gt;?,55209068.0,CC BY-SA 4.0,,
