,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
13,"['java', 'rest', 'sdk']","{'account_id': 1505508, 'reputation': 885, 'user_id': 1408973, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/FsF3S.png?s=256&g=1', 'display_name': 'Alessandro Giannone', 'link': 'https://stackoverflow.com/users/1408973/alessandro-giannone'}",True,3200,,11067004.0,1,5,1667589080,1339880352,,11066992,CC BY-SA 3.0,https://stackoverflow.com/questions/11066992/best-practice-to-build-a-java-sdk-for-a-rest-api,Best Practice to Build a Java SDK for a REST API,,,
14,"['java', 'spring', 'caching', 'ehcache']","{'account_id': 27169, 'reputation': 4298, 'user_id': 71410, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/fc9d09c528879d7921086afe4279269d?s=256&d=identicon&r=PG', 'display_name': 'Andrea Girardi', 'link': 'https://stackoverflow.com/users/71410/andrea-girardi'}",False,7711,,,1,1,1666972985,1340648353,1580121900.0,11194982,CC BY-SA 4.0,https://stackoverflow.com/questions/11194982/spring-annotation-cache-cachedecoratorfactory-not-configured-for-defaultcache,Spring annotation cache: CacheDecoratorFactory not configured for defaultCache,,,
15,"['java', 'windows', 'maven']","{'account_id': 426618, 'reputation': 1553, 'user_id': 807916, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/b1dbd77264aabb4a446a4a3e3b9bc794?s=256&d=identicon&r=PG', 'display_name': 'manofsins', 'link': 'https://stackoverflow.com/users/807916/manofsins'}",True,322915,1381435532.0,,33,142,1666870709,1340190506,1495540971.0,11118237,CC BY-SA 3.0,https://stackoverflow.com/questions/11118237/maven-error-could-not-find-or-load-main-class-org-codehaus-plexus-classworlds-l,Maven error: Could not find or load main class org.codehaus.plexus.classworlds.launcher.Launcher,,,
16,"['java', 'colors', 'set', 'overlay', 'tiff']","{'account_id': 1614165, 'reputation': 1, 'user_id': 1492318, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/982105629e32065febc2014df1033dec?s=256&d=identicon&r=PG', 'display_name': 'Caliboy', 'link': 'https://stackoverflow.com/users/1492318/caliboy'}",False,91,,,1,0,1666749823,1341012460,,11270150,CC BY-SA 3.0,https://stackoverflow.com/questions/11270150/what-is-high-performance-for-creating-a-tif-image-from-a-background-tif-and-a-fo,What is high performance for creating a TIF image from a background TIF and a foreground TIF in java,,,
17,"['java', 'amazon-s3', 'amazon-web-services']","{'account_id': 1605800, 'reputation': 11178, 'user_id': 1485926, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/t4pjt.jpg?s=256&g=1', 'display_name': 'fgalan', 'link': 'https://stackoverflow.com/users/1485926/fgalan'}",True,13637,,,3,14,1666728561,1340808125,1393926262.0,11228792,CC BY-SA 3.0,https://stackoverflow.com/questions/11228792/configure-path-style-in-java-sdk-amazon-s3,Configure path-style in Java SDK Amazon S3,,,
18,"['java', 'swing', 'jtree']","{'account_id': 1354349, 'reputation': 1238, 'user_id': 1446368, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/128a55952cca4cb924cdef13118c1648?s=256&d=identicon&r=PG', 'display_name': 'Ivo', 'link': 'https://stackoverflow.com/users/1446368/ivo'}",True,18958,,11260104.0,4,8,1666663960,1340944952,1420287451.0,11256159,CC BY-SA 3.0,https://stackoverflow.com/questions/11256159/expanding-specific-jtree-path,Expanding specific JTree path,,,
19,"['java', 'linux', 'maven', 'classnotfoundexception']","{'account_id': 1541668, 'reputation': 85, 'user_id': 1436170, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0e28d0732080232714b584dfbbc430bb?s=256&d=identicon&r=PG', 'display_name': 'Bujaka', 'link': 'https://stackoverflow.com/users/1436170/bujaka'}",True,10410,,10889772.0,4,2,1666253117,1338849948,1491453855.0,10889445,CC BY-SA 3.0,https://stackoverflow.com/questions/10889445/maven-mvn-version-java-lang-classnotfoundexception,Maven: mvn --version java.lang.ClassNotFoundException,,,
20,"['java', 'inheritance', 'annotations', 'gson']","{'account_id': 1535520, 'reputation': 421, 'user_id': 1431685, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2c265eecd2f7652374fe29d1d9f06fc2?s=256&d=identicon&r=PG', 'display_name': 'tpcordeiro', 'link': 'https://stackoverflow.com/users/1431685/tpcordeiro'}",True,7489,,,3,7,1666174905,1338588927,,10857984,CC BY-SA 3.0,https://stackoverflow.com/questions/10857984/how-to-change-serializedname-from-gson-of-an-attribute-in-a-extended-class,"How to change @SerializedName, from GSON, of an attribute in a extended class",,,
21,"['java', 'json', 'cxf', 'jax-rs', 'jackson']","{'account_id': 78790, 'reputation': 4011, 'user_id': 223963, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/e60951bafe8df698109fa59f587eead2?s=256&d=identicon&r=PG', 'display_name': 'Ari', 'link': 'https://stackoverflow.com/users/223963/ari'}",True,14731,,,3,7,1666110166,1340127644,,11106379,CC BY-SA 3.0,https://stackoverflow.com/questions/11106379/how-to-deserialize-json-array,How to Deserialize JSON Array?,,,
22,"['java', 'git', 'ide', 'merge', 'intellij-idea']","{'account_id': 1409981, 'reputation': 1837, 'user_id': 1336793, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/c7d2089e6fbf23826af0f9da82ad9088?s=256&d=identicon&r=PG', 'display_name': 'sunny', 'link': 'https://stackoverflow.com/users/1336793/sunny'}",True,18141,,11140411.0,2,21,1666016331,1340288006,1340288665.0,11140106,CC BY-SA 3.0,https://stackoverflow.com/questions/11140106/intellij-idea-with-git-when-automatic-merge-crashed-how-can-i-continue-to-merg,"IntelliJ Idea with Git: when automatic merge crashed, how can I continue to merge manually",,,
23,"['java', 'c++', 'performance', 'cpu-architecture', 'branch-prediction']","{'account_id': 31692, 'reputation': 485953, 'user_id': 87234, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/FkjBe.png?s=256&g=1', 'display_name': 'GManNickG', 'link': 'https://stackoverflow.com/users/87234/gmannickg'}",True,1771292,1399067470.0,11227902.0,27,26741,1665999409,1340805096,1665601007.0,11227809,CC BY-SA 4.0,https://stackoverflow.com/questions/11227809/why-is-processing-a-sorted-array-faster-than-processing-an-unsorted-array,Why is processing a sorted array faster than processing an unsorted array?,,,
24,"['java', 'input', 'overloading']","{'account_id': 1602566, 'reputation': 1, 'user_id': 1483342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71f48cc1237d5e7e1bb8c59649227d0c?s=256&d=identicon&r=PG', 'display_name': 'Francis Bautista', 'link': 'https://stackoverflow.com/users/1483342/francis-bautista'}",False,8626,,,3,0,1665738075,1340727478,1340738423.0,11211639,CC BY-SA 3.0,https://stackoverflow.com/questions/11211639/overloading-method-user-input,overloading method user input,,,
25,"['java', 'android', 'drawable']","{'account_id': 1059184, 'reputation': 1831, 'user_id': 1061177, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5467a302ecc18bef729fc7ce40be4696?s=256&d=identicon&r=PG', 'display_name': 'Fasih Awan', 'link': 'https://stackoverflow.com/users/1061177/fasih-awan'}",True,21872,,11172647.0,5,7,1665571067,1340481868,1576055251.0,11172582,CC BY-SA 4.0,https://stackoverflow.com/questions/11172582/r-drawable-cannot-resolve-image,R.drawable cannot resolve image,,,
26,"['java', 'generics', 'wildcard']","{'account_id': 1328888, 'reputation': 611, 'user_id': 1273177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a245a62813b189e1b235305af9272b34?s=256&amp;d=identicon&amp;r=PG', 'display_name': 'Fio', 'link': 'https://stackoverflow.com/users/1273177/fio'}",True,25045,,10943340.0,8,54,1665466039,1339130329,1583371993.0,10943137,CC BY-SA 4.0,https://stackoverflow.com/questions/10943137/difference-between-generic-type-and-wildcard-type,Difference between generic type and wildcard type,,,
27,"['java', 'compilation']","{'account_id': 1613257, 'reputation': 13, 'user_id': 1491648, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50075ca715a1a739bf3f1b939f9d13ca?s=256&d=identicon&r=PG', 'display_name': 'rafi787', 'link': 'https://stackoverflow.com/users/1491648/rafi787'}",True,264,,11265653.0,1,1,1665161267,1340987642,1665161267.0,11265630,CC BY-SA 4.0,https://stackoverflow.com/questions/11265630/how-to-run-and-compile-java-program,How to run and compile java program?,,,
28,"['java', 'file', 'jsp', 'netbeans']","{'account_id': 1284058, 'reputation': 33, 'user_id': 1237504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53c48fc44305647f3e4d4dfed4782f04?s=256&d=identicon&r=PG', 'display_name': 'Nikos Sakiotis', 'link': 'https://stackoverflow.com/users/1237504/nikos-sakiotis'}",True,969,,,1,0,1665026470,1340449332,1665026470.0,11168966,CC BY-SA 4.0,https://stackoverflow.com/questions/11168966/jsp-project-structure-files-placement,JSP Project Structure - Files Placement,,,
29,"['java', 'design-patterns', 'facade', 'abstract-factory']","{'account_id': 172757, 'reputation': 1277, 'user_id': 401001, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/dRKEI.jpg?s=256&g=1', 'display_name': 'Adalarasan Sachithanantham', 'link': 'https://stackoverflow.com/users/401001/adalarasan-sachithanantham'}",True,20963,,,2,45,1665019066,1340625261,1659149188.0,11188869,,https://stackoverflow.com/questions/11188869/what-are-the-differences-between-facade-pattern-and-abstract-factory-pattern,What are the differences between facade pattern and abstract factory pattern?,1340637619.0,not a real question,
30,"['java', 'eclipse', 'wizard']","{'account_id': 1552914, 'reputation': 11, 'user_id': 1444889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b8c37b10668099120d0f576f5b45d57?s=256&d=identicon&r=PG', 'display_name': 'user1444889', 'link': 'https://stackoverflow.com/users/1444889/user1444889'}",False,7517,,,2,1,1664982501,1339171120,1339253666.0,10952221,CC BY-SA 3.0,https://stackoverflow.com/questions/10952221/eclipse-not-creating-new-java-file-in-new-project-wizard,Eclipse not creating new .java file in New Project wizard?,,,
31,"['java', 'list', 'jersey', 'jax-rs']","{'account_id': 70242, 'reputation': 3959, 'user_id': 203882, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/3dace9786e9b3e24d103fb9a852e2e34?s=256&d=identicon&r=PG', 'display_name': 'n4rzul', 'link': 'https://stackoverflow.com/users/203882/n4rzul'}",True,55486,1664926974.0,,8,28,1664926961,1339706288,1339708900.0,11040995,CC BY-SA 3.0,https://stackoverflow.com/questions/11040995/a-message-body-writer-for-java-class-java-util-arraylist,A message body writer for Java class java.util.ArrayList,,,
32,"['java', 'eclipse', 'performance', 'jar', 'executable-jar']","{'account_id': 382042, 'reputation': 3911, 'user_id': 737040, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/E64sU.png?s=256&g=1', 'display_name': 'scaevity', 'link': 'https://stackoverflow.com/users/737040/scaevity'}",True,12258,,,6,11,1664794345,1339005292,,10919506,CC BY-SA 3.0,https://stackoverflow.com/questions/10919506/why-is-my-jar-file-running-slower-than-the-program-in-eclipse,Why is my .jar file running slower than the program in eclipse?,,,
33,"['java', 'dynamic', 'height', 'report', 'ireport']","{'account_id': 1587104, 'reputation': 902, 'user_id': 1471179, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/NGYpE.jpg?s=256&g=1', 'display_name': 'Ahamed Ishak', 'link': 'https://stackoverflow.com/users/1471179/ahamed-ishak'}",False,7982,,,2,0,1664089655,1340260481,,11132757,CC BY-SA 3.0,https://stackoverflow.com/questions/11132757/how-to-set-ireport-page-height-dynamically-when-it-generate,How to set iReport page height dynamically when it generate,,,
34,"['java', 'exception-handling', 'try-catch']","{'account_id': 365724, 'reputation': 22430, 'user_id': 710818, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/07d584c67aedce37d004f2eafa5f08fa?s=256&d=identicon&r=PG', 'display_name': 'user710818', 'link': 'https://stackoverflow.com/users/710818/user710818'}",True,162923,,11211334.0,6,118,1663946389,1340726210,1340726835.0,11211286,,https://stackoverflow.com/questions/11211286/is-it-possible-in-java-to-catch-two-exceptions-in-the-same-catch-block,Is it possible in Java to catch two exceptions in the same catch block?,1412941718.0,Duplicate,
35,"['java', 'c', 'autoboxing', 'coercion', 'type-coercion']","{'account_id': 37812, 'reputation': 24706, 'user_id': 108207, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/M1X8W.jpg?s=256&g=1', 'display_name': 'Niklas Rosencrantz', 'link': 'https://stackoverflow.com/users/108207/niklas-rosencrantz'}",True,8609,,11086191.0,3,2,1663680272,1340033657,1663680272.0,11086114,,https://stackoverflow.com/questions/11086114/what-is-the-difference-between-autoboxing-and-coercion,What is the difference between autoboxing and coercion?,1340034315.0,not a real question,
36,"['java', 'javascript', 'eclipse', 'class', 'editor']","{'account_id': 1497844, 'reputation': 65, 'user_id': 1403380, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f9ce663ae96fc0c32483b9f98cd4bef3?s=256&d=identicon&r=PG', 'display_name': 'Carl Persson', 'link': 'https://stackoverflow.com/users/1403380/carl-persson'}",True,50486,,,6,4,1663606920,1339077979,1486043380.0,10933484,CC BY-SA 3.0,https://stackoverflow.com/questions/10933484/eclipse-cant-view-class-files,Eclipse cant view class files,,,
37,"['java', 'oracle', 'hibernate', 'pagination', 'paging']","{'account_id': 478256, 'reputation': 125, 'user_id': 890231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b8ff15762da469ba2ed09544f3229c9?s=256&d=identicon&r=PG', 'display_name': 'Andrei Ionita', 'link': 'https://stackoverflow.com/users/890231/andrei-ionita'}",True,3440,,11102038.0,1,2,1663512096,1340111139,1340519299.0,11101609,CC BY-SA 3.0,https://stackoverflow.com/questions/11101609/hibernate-criteria-setmaxresults-fails-on-oracle-11g,Hibernate Criteria.setMaxResults() fails on Oracle 11g,,,
38,"['java', 'jquery', 'ajax', 'rest', 'spring-mvc']","{'account_id': 282074, 'reputation': 5509, 'user_id': 2144370, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/hz8mE.png?s=256&g=1', 'display_name': 'SJS', 'link': 'https://stackoverflow.com/users/2144370/sjs'}",False,8665,,,2,0,1663096055,1339164279,,10950383,CC BY-SA 3.0,https://stackoverflow.com/questions/10950383/ajax-jquery-to-spring-requestbody-how-do-i-pass-data,Ajax JQuery to Spring @RequestBody? How do I pass data?,,,
39,"['java', 'logging', 'log4j', 'slf4j']","{'account_id': 454194, 'reputation': 1492, 'user_id': 851602, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5e373ea7b0bd1a894fc65d68878b1532?s=256&d=identicon&r=PG', 'display_name': 'itshorty', 'link': 'https://stackoverflow.com/users/851602/itshorty'}",True,24000,,28629730.0,2,36,1663046801,1340619682,1663046801.0,11187461,CC BY-SA 4.0,https://stackoverflow.com/questions/11187461/redirect-system-out-and-system-err-to-slf4j,Redirect System.out and System.err to slf4j,,,
40,"['java', 'list', 'collections', 'java-stream', 'guava']","{'account_id': 129766, 'reputation': 4381, 'user_id': 328558, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f550fb3eaa9cdb4a80538662b2285df6?s=256&d=identicon&r=PG', 'display_name': 'javatar', 'link': 'https://stackoverflow.com/users/328558/javatar'}",True,103716,,30130428.0,8,94,1662961776,1339399228,1560450638.0,10975913,CC BY-SA 4.0,https://stackoverflow.com/questions/10975913/how-to-make-a-new-list-with-a-property-of-an-object-which-is-in-another-list,How to make a new list with a property of an object which is in another list,,,
41,"['java', 'mockito']","{'account_id': 1527475, 'reputation': 1341, 'user_id': 1425535, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fb3d8783a2f1a63c7a445e54ed472ad?s=256&d=identicon&r=PG', 'display_name': 'confused windbell', 'link': 'https://stackoverflow.com/users/1425535/confused-windbell'}",True,194929,,,21,134,1662704968,1340202393,1342519499.0,11121772,CC BY-SA 3.0,https://stackoverflow.com/questions/11121772/when-i-run-mockito-test-occurs-wrongtypeofreturnvalue-exception,when I run mockito test occurs WrongTypeOfReturnValue Exception,,,
42,"['java', 'eclipse', 'swt']","{'account_id': 1190399, 'reputation': 323, 'user_id': 1163331, 'user_type': 'registered', 'accept_rate': 8, 'profile_image': 'https://www.gravatar.com/avatar/eadcaf170d8037e50827cb6d97e3ce57?s=256&d=identicon&r=PG', 'display_name': 'Darshan Nair', 'link': 'https://stackoverflow.com/users/1163331/darshan-nair'}",True,19509,,,5,9,1662676716,1339580553,1451079390.0,11012202,CC BY-SA 3.0,https://stackoverflow.com/questions/11012202/integrate-google-chrome-browser-into-eclipse,Integrate Google Chrome browser into eclipse,,,
43,"['java', 'java-11']","{'account_id': 1118295, 'reputation': 2482, 'user_id': 1107129, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/f1160d451293da39a425e89a39945278?s=256&d=identicon&r=PG', 'display_name': 'happy', 'link': 'https://stackoverflow.com/users/1107129/happy'}",True,41200,,11221552.0,7,12,1662557019,1340782793,1546409158.0,11221491,CC BY-SA 4.0,https://stackoverflow.com/questions/11221491/how-to-make-multiple-line-string-to-single-line-string,how to make multiple line string to single line string?,,,
44,"['java', 'opencv']","{'account_id': 114585, 'reputation': 682, 'user_id': 301226, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/sErY0.jpg?s=256&g=1', 'display_name': 'Lokesh Kumar', 'link': 'https://stackoverflow.com/users/301226/lokesh-kumar'}",True,1746,,11098727.0,1,6,1662484289,1340095367,1662484289.0,11097460,CC BY-SA 4.0,https://stackoverflow.com/questions/11097460/how-to-undistort-a-jpeg-image-file-using-distortion-coefficients,how to undistort a jpeg image file using distortion coefficients?,,,
45,"['java', 'c++', 'opencv']","{'account_id': 552394, 'reputation': 1924, 'user_id': 917511, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/4a7c1d7933724074db00448246ff7fd6?s=256&d=identicon&r=PG', 'display_name': 'SL_User', 'link': 'https://stackoverflow.com/users/917511/sl-user'}",True,1278,,11115887.0,1,3,1662484284,1340181373,1662484284.0,11115723,CC BY-SA 4.0,https://stackoverflow.com/questions/11115723/what-is-the-equal-method-of-opencv-pyrdown-in-to-javacv,what is the equal method of opencv pyrDown() in to javacv?,,,
46,"['java', 'opencv', 'conventions']","{'account_id': 552394, 'reputation': 1924, 'user_id': 917511, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/4a7c1d7933724074db00448246ff7fd6?s=256&d=identicon&r=PG', 'display_name': 'SL_User', 'link': 'https://stackoverflow.com/users/917511/sl-user'}",True,2346,,11175983.0,1,1,1662484278,1340520762,1662484278.0,11175539,CC BY-SA 4.0,https://stackoverflow.com/questions/11175539/please-can-some-one-help-on-convert-opencv-code-in-to-javacv,Please can some one help on convert opencv code in to javacv?,,,
