,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,protected_date
10,"['java', 'spring', 'spring-webflux', 'project-reactor', 'spring-webclient']","{'account_id': 1109371, 'reputation': 13450, 'user_id': 1100135, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/e7b273722f4261cd61c3256374da73cc?s=256&d=identicon&r=PG', 'display_name': 'piotrek', 'link': 'https://stackoverflow.com/users/1100135/piotrek'}",True,31482,6,24,1668498815,1571826924,58520919,CC BY-SA 4.0,https://stackoverflow.com/questions/58520919/spring-webclient-retry-with-backoff-on-specific-error,spring webclient: retry with backoff on specific error,58521980.0,,,,,
11,"['java', 'spring-boot', 'jwt', 'apple-sign-in']","{'account_id': 3469352, 'reputation': 823, 'user_id': 2904163, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/7NirJ.jpg?s=256&g=1', 'display_name': '&#199;ağdaş Tunca', 'link': 'https://stackoverflow.com/users/2904163/%c3%87a%c4%9fda%c5%9f-tunca'}",True,12407,2,17,1668452884,1570307407,58252089,CC BY-SA 4.0,https://stackoverflow.com/questions/58252089/sign-in-with-apple-java-user-verification,Sign in with Apple Java User Verification,58252090.0,,,,,
12,"['java', 'apache-kafka', 'log4j', 'apache-kafka-streams']","{'account_id': 6404735, 'reputation': 121, 'user_id': 4966351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d49a1a3988401426c1666128e68f46fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'ibn mrabet achraf', 'link': 'https://stackoverflow.com/users/4966351/ibn-mrabet-achraf'}",True,3798,2,5,1668229086,1572451228,58629398,CC BY-SA 4.0,https://stackoverflow.com/questions/58629398/how-to-change-log-level-of-kafkastream,How to change log level of KafkaStream,,1572454638.0,,,,
13,"['java', 'printing']","{'account_id': 16917582, 'reputation': 29, 'user_id': 12235220, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD1PLeRXeCJGnv2IhXhlnpsG_Y3jpOWCOkkTlJzOg=k-s256', 'display_name': 'Alejandro Pulgarin', 'link': 'https://stackoverflow.com/users/12235220/alejandro-pulgarin'}",False,10222,1,0,1668197291,1571880865,58532944,CC BY-SA 4.0,https://stackoverflow.com/questions/58532944/printing-first-and-last-name-from-first-name-last-name-to-last-name-first-name,"Printing first and last name from first name, last name to last name, first name",,1571909979.0,,,,
14,"['java', 'regex', 'string']","{'account_id': 1714694, 'reputation': 390, 'user_id': 2287769, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/jkmYW.png?s=256&g=1', 'display_name': 'Chamithra Thenuwara', 'link': 'https://stackoverflow.com/users/2287769/chamithra-thenuwara'}",True,205,2,-6,1668118932,1570697890,58319085,,https://stackoverflow.com/questions/58319085/regular-expression-for-accept-only-1-occurrence-of-space-and-single-quote-ch,Regular expression for accept only 1 occurrence of &quot;space&quot; and &quot;single quote&quot; character among letters,58319325.0,1667999103.0,1668086883.0,Needs more focus,,
15,"['java', 'android', 'firebase', 'firebase-realtime-database']","{'account_id': 16649522, 'reputation': 769, 'user_id': 12032861, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/decf8af9d42e4b767d4c68fcfaac38b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Murat AKSU', 'link': 'https://stackoverflow.com/users/12032861/murat-aksu'}",True,555,2,1,1668111976,1570116075,58222247,CC BY-SA 4.0,https://stackoverflow.com/questions/58222247/firebase-realtime-database-very-high-download-usage,Firebase realtime database very high download usage,58222361.0,1570116224.0,,,,
16,"['java', 'android', 'selenium', 'appium']","{'account_id': 16914157, 'reputation': 1, 'user_id': 12232567, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1393530624149141/picture?type=large', 'display_name': 'Constantin Vasile', 'link': 'https://stackoverflow.com/users/12232567/constantin-vasile'}",False,11820,5,0,1668071010,1571313723,58432186,CC BY-SA 4.0,https://stackoverflow.com/questions/58432186/appium-unknow-error-an-unknown-server-side-error-occurred-while-processing-the,Appium unknow error: An unknown server-side error occurred while processing the command. Original error: &#39;app&#39; option is required for reinstall,,,,,,
17,"['java', 'sonarqube', 'code-coverage', 'sonarcloud']","{'account_id': 1408474, 'reputation': 1570, 'user_id': 1335594, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/4073d4e6b02ce29906b7d2429d1283c6?s=256&d=identicon&r=PG', 'display_name': 'Abhijeet Vaikar', 'link': 'https://stackoverflow.com/users/1335594/abhijeet-vaikar'}",False,2194,2,2,1667963564,1571385428,58446379,CC BY-SA 4.0,https://stackoverflow.com/questions/58446379/sonarcloud-shows-coverage-for-test-class-although-test-classes-are-excluded,SonarCloud shows coverage for test class although test classes are excluded,,,,,,
18,"['java', 'spring-boot', 'classpath']","{'account_id': 8778895, 'reputation': 345, 'user_id': 6563164, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://graph.facebook.com/10207985419172471/picture?type=large', 'display_name': 'rura6502', 'link': 'https://stackoverflow.com/users/6563164/rura6502'}",True,210,3,1,1667845300,1570790202,58339454,CC BY-SA 4.0,https://stackoverflow.com/questions/58339454/i-want-to-deploy-the-jar-that-include-some-file-in-classpath,I want to deploy the jar that include some file in classpath,58340207.0,1570790634.0,,,,
19,"['java', 'scala', 'annotations', 'annotation-processor']","{'account_id': 10546509, 'reputation': 133, 'user_id': 7937993, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d295b15d3258802554268611548b9be?s=256&d=identicon&r=PG&f=1', 'display_name': 'arvind_ganesan', 'link': 'https://stackoverflow.com/users/7937993/arvind-ganesan'}",True,977,2,6,1667650998,1571364784,58443039,CC BY-SA 4.0,https://stackoverflow.com/questions/58443039/is-there-a-way-to-create-custom-annotations-in-scala-and-write-a-custom-annotati,Is there a way to create custom annotations in Scala and write a custom annotation processor to verify the annotations?,,,,,,
20,"['java', 'android', 'root', 'rooted-device']","{'account_id': 3360457, 'reputation': 1705, 'user_id': 2822369, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/kwnS5.jpg?s=256&g=1', 'display_name': 'Amit Jayaswal', 'link': 'https://stackoverflow.com/users/2822369/amit-jayaswal'}",True,1396,2,2,1667566418,1570112771,58221251,CC BY-SA 4.0,https://stackoverflow.com/questions/58221251/how-to-restrict-my-android-app-in-rooted-device-which-contain-magisk-app,How to restrict my android app in rooted device which contain magisk app?,,,,,,
21,"['java', 'hibernate']","{'account_id': 1112447, 'reputation': 31, 'user_id': 1102665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6284c6b4d5f4c71bb015e97389394cad?s=256&d=identicon&r=PG', 'display_name': 'user1102665', 'link': 'https://stackoverflow.com/users/1102665/user1102665'}",False,707,1,2,1667511230,1570114678,58221805,CC BY-SA 4.0,https://stackoverflow.com/questions/58221805/hibernate-5-x-migration-criteria-to-criteriabuilder,Hibernate 5.x migration Criteria to CriteriaBuilder,,,,,,
22,"['java', 'dependencies', 'pom.xml', 'rest-assured', 'rest-assured-jsonpath']","{'account_id': 14822794, 'reputation': 103, 'user_id': 10704524, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-KFSuP1LOAkQ/AAAAAAAAAAI/AAAAAAAAHGE/y3MgurZWAhg/photo.jpg?sz=256', 'display_name': 'Peeyush Padhi', 'link': 'https://stackoverflow.com/users/10704524/peeyush-padhi'}",True,19570,3,10,1667463607,1571806423,58515714,CC BY-SA 4.0,https://stackoverflow.com/questions/58515714/the-import-io-restassured-restassured-cannot-be-resolved,The import io.restassured.RestAssured cannot be resolved,58515770.0,,,,,
23,"['java', 'ocr', 'tesseract', 'tess4j']","{'account_id': 3904164, 'reputation': 1811, 'user_id': 3276902, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/acee1f091161ed1e3a437d32c28aad01?s=256&d=identicon&r=PG&f=1', 'display_name': 'timguy', 'link': 'https://stackoverflow.com/users/3276902/timguy'}",True,5868,3,3,1667376530,1570537686,58286373,CC BY-SA 4.0,https://stackoverflow.com/questions/58286373/tess4j-pdf-to-tiff-to-tesseract-warning-invalid-resolution-0-dpi-using-70,Tess4j - Pdf to Tiff to tesseract - &quot;Warning: Invalid resolution 0 dpi. Using 70 instead.&quot;,58296472.0,,,,,
24,"['java', 'swing', 'javafx', 'jpanel', 'flowpane']","{'account_id': 16967707, 'reputation': 23, 'user_id': 12273143, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d78b48aa5e48a1e685115359222c55c?s=256&d=identicon&r=PG&f=1', 'display_name': 'YXCD', 'link': 'https://stackoverflow.com/users/12273143/yxcd'}",True,341,2,2,1667293543,1571996445,58555982,CC BY-SA 4.0,https://stackoverflow.com/questions/58555982/adding-a-jpanel-to-javafx,Adding a JPanel to Javafx,58556444.0,1572492595.0,,,,
25,"['java', 'windows', 'maven']","{'account_id': 1016892, 'reputation': 25061, 'user_id': 1028270, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/lJIL5.png?s=256&g=1', 'display_name': 'red888', 'link': 'https://stackoverflow.com/users/1028270/red888'}",False,112,0,0,1667170542,1571170244,58402007,CC BY-SA 4.0,https://stackoverflow.com/questions/58402007/maven-truncating-full-path-of-global-settings-in-output,Maven truncating full path of global settings in output,,1667170542.0,,,,
26,"['java', 'android', 'android-studio', 'robolectric', 'robolectric-gradle-plugin']","{'account_id': 8269656, 'reputation': 954, 'user_id': 6217764, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-pegFgZj37kM/AAAAAAAAAAI/AAAAAAAAFvQ/p2VCt1YhGjQ/photo.jpg?sz=256', 'display_name': 'Varun A M', 'link': 'https://stackoverflow.com/users/6217764/varun-a-m'}",True,11707,5,15,1667041352,1571812058,58516687,CC BY-SA 4.0,https://stackoverflow.com/questions/58516687/how-to-add-java-9-to-android-studio,How to add Java 9 to Android Studio?,,,,,,
27,"['java', 'spring', 'java-8']","{'account_id': 8700436, 'reputation': 221, 'user_id': 6510529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5648d136091c8a876ba64f4bfdd773f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'stephanmathew', 'link': 'https://stackoverflow.com/users/6510529/stephanmathew'}",True,6624,3,5,1666946933,1570006350,58198247,CC BY-SA 4.0,https://stackoverflow.com/questions/58198247/spring-rmi-event-causes-java-io-invalidclassexception-filter-status-rejected,Spring-RMI event causes java.io.InvalidClassException: filter status: REJECTED,,1585559344.0,,,,
28,"['java', 'spring', 'api', 'spring-boot', 'exception']","{'account_id': 11351835, 'reputation': 187, 'user_id': 8322533, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf5875630ec55efe21e36cf4379487dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Doe', 'link': 'https://stackoverflow.com/users/8322533/j-doe'}",False,757,2,0,1666889570,1570553206,58290710,CC BY-SA 4.0,https://stackoverflow.com/questions/58290710/throwing-exception-in-springboot,Throwing Exception In SpringBoot,,1570554417.0,,,,
29,"['networking', 'java', 'ssl', 'https']","{'account_id': 5029116, 'reputation': 1, 'user_id': 4039928, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-a69ITFC8kEA/AAAAAAAAAAI/AAAAAAABCoc/h-vORhUhvxI/photo.jpg?sz=256', 'display_name': 'Midori Kochiya', 'link': 'https://stackoverflow.com/users/4039928/midori-kochiya'}",False,41,0,0,1666797036,1570878494,58362184,,https://stackoverflow.com/questions/58362184/unable-to-access-any-https-site-with-any-java-jre-on-windows-10,Unable to access any HTTPS site with any Java JRE on Windows 10,,,,,"{'other_site': {'styling': {'tag_background_color': '#FFFFFF', 'tag_foreground_color': '#1087A4', 'link_color': '#1086A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'meta.superuser', 'site_url': 'https://meta.superuser.com', 'name': 'Meta Super User'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=superuser.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1250553600, 'open_beta_date': 1247529600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/apple-touch-icon@2.png', 'twitter_account': 'super_user', 'favicon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/apple-touch-icon.png', 'audience': 'computer enthusiasts and power users', 'site_url': 'https://superuser.com', 'api_site_parameter': 'superuser', 'logo_url': 'https://cdn.sstatic.net/Sites/superuser/Img/logo.png', 'name': 'Super User', 'site_type': 'main_site'}, 'on_date': 1570958588, 'question_id': 1491588}",
30,"['java', 'android', 'android-10.0']","{'account_id': 6466679, 'reputation': 1500, 'user_id': 5008350, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/1a4e1be55c07c7fa36359fd5cebca882?s=256&d=identicon&r=PG&f=1', 'display_name': 'I am a Student', 'link': 'https://stackoverflow.com/users/5008350/i-am-a-student'}",False,704,2,1,1666767799,1570084982,58213606,CC BY-SA 4.0,https://stackoverflow.com/questions/58213606/how-to-get-imsi-number-in-android-sdk-api-level-29-or-higher,How to get IMSI Number in Android SDK API Level 29 or higher?,,1570090466.0,,,,
31,"['java', 'spring-boot', 'logging', 'spring-boot-actuator']","{'account_id': 2429732, 'reputation': 148, 'user_id': 2120924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea31519b2e00a551ddd172747c2cfe87?s=256&d=identicon&r=PG', 'display_name': 'Vish', 'link': 'https://stackoverflow.com/users/2120924/vish'}",True,3850,2,3,1666748331,1570553072,58290677,CC BY-SA 4.0,https://stackoverflow.com/questions/58290677/logging-spring-boot-actuator-health-status-in-the-application-log-file,Logging Spring Boot Actuator health status in the application log file,58291157.0,1570553736.0,,,,
32,"['java', 'servlets', 'servlet-filters']","{'account_id': 16816974, 'reputation': 1, 'user_id': 12158550, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-e2w8eR2orUk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdI3gTqjQyeBVOYuNRTjlG8YZRsKw/photo.jpg?sz=256', 'display_name': 'ash_raw', 'link': 'https://stackoverflow.com/users/12158550/ash-raw'}",False,306,1,0,1666711365,1570098180,58217121,CC BY-SA 4.0,https://stackoverflow.com/questions/58217121/html-file-is-getting-downloaded-instead-of-getting-redirected-to-it,html file is getting downloaded instead of getting redirected to it,,1570099044.0,,,,
33,"['java', 'spring-boot', 'maven', 'liquibase']","{'account_id': 16840491, 'reputation': 251, 'user_id': 12176008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35defb79f546e2b2f495ef388fd623ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'Euph', 'link': 'https://stackoverflow.com/users/12176008/euph'}",True,10944,4,6,1666612604,1571894111,58534549,CC BY-SA 4.0,https://stackoverflow.com/questions/58534549/how-to-fix-no-plugin-found-for-prefix-liquibase-in-the-current-project-and-in,How to fix &quot;No plugin found for prefix &#39;liquibase&#39; in the current project and in the plugin groups&quot;,63795096.0,1580384115.0,,,,
34,"['java', 'printing', 'java-print']","{'account_id': 2382442, 'reputation': 2975, 'user_id': 2084190, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a92e2842fb7ca86434f0f9d46823b7b0?s=256&d=identicon&r=PG', 'display_name': 'Adrian Jandl', 'link': 'https://stackoverflow.com/users/2084190/adrian-jandl'}",False,117,1,1,1666592000,1571074575,58381604,CC BY-SA 4.0,https://stackoverflow.com/questions/58381604/file-names-from-print-queue-java,File names from print queue java,,,,,,
35,"['java', 'geometry', 'drawing', 'coordinates']","{'account_id': 14831141, 'reputation': 77, 'user_id': 10990598, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6ni1j.png?s=256&g=1', 'display_name': 'Bhavin S.', 'link': 'https://stackoverflow.com/users/10990598/bhavin-s'}",True,216,1,1,1666439029,1570865779,58351952,CC BY-SA 4.0,https://stackoverflow.com/questions/58351952/i-have-list-of-coordinates-and-my-requirement-is-to-arrange-it,I have list of coordinates and My requirement is to arrange it,58352493.0,1570881045.0,,,,
36,"['java', 'javaparser']","{'account_id': 1218559, 'reputation': 3174, 'user_id': 1185671, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/7727f7c76dbdbbc5e7e12fdb1b5d75fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'algorhythm', 'link': 'https://stackoverflow.com/users/1185671/algorhythm'}",True,810,2,1,1666337417,1571661520,58486490,CC BY-SA 4.0,https://stackoverflow.com/questions/58486490/javaparser-reading-a-src-directory,JavaParser reading a src directory,58486694.0,,,,,
37,"['java', 'android', 'kotlin', 'android-recyclerview']","{'account_id': 14891496, 'reputation': 189, 'user_id': 10753002, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-asrd5pN6jnc/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-hBi0pRFAYshQHv7zzYk9gbAlvWiQ/mo/photo.jpg?sz=256', 'display_name': 'Ruthwik Warrier', 'link': 'https://stackoverflow.com/users/10753002/ruthwik-warrier'}",False,1209,3,0,1666106454,1571125127,58389530,CC BY-SA 4.0,https://stackoverflow.com/questions/58389530/get-activity-ondestroy-in-recycler-adapter,Get activity onDestroy() in Recycler Adapter,,1571132751.0,,,,
38,"['java', 'amazon-s3', 'zipinputstream']","{'account_id': 11243844, 'reputation': 71, 'user_id': 8247178, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/43Ll5.jpg?s=256&g=1', 'display_name': 'Shajesh', 'link': 'https://stackoverflow.com/users/8247178/shajesh'}",True,1717,2,4,1666086168,1571723472,58497808,CC BY-SA 4.0,https://stackoverflow.com/questions/58497808/is-there-any-way-to-upload-extracted-zip-file-using-java-util-zip-to-aws-s3-us,Is there any way to upload extracted zip file using &quot;java.util.zip&quot; to AWS-S3 using multipart upload (Java high level API),,,,,,
39,"['java', 'android', 'kotlin']","{'account_id': 13699919, 'reputation': 2511, 'user_id': 9885430, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2PSs3.jpg?s=256&g=1', 'display_name': 'Hugo Sohm', 'link': 'https://stackoverflow.com/users/9885430/hugo-sohm'}",True,40660,15,33,1666024033,1572367300,58611875,CC BY-SA 4.0,https://stackoverflow.com/questions/58611875/unresolved-reference-in-kotlin-with-id-and-activity-main,Unresolved reference in kotlin with id and activity_main,60205538.0,,,,,
40,"['java', 'selenium']","{'account_id': 16570986, 'reputation': 3, 'user_id': 11974144, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2490616034354539/picture?type=large', 'display_name': 'lakomika', 'link': 'https://stackoverflow.com/users/11974144/lakomika'}",True,149,3,0,1665851860,1571587010,58474737,CC BY-SA 4.0,https://stackoverflow.com/questions/58474737/java-selenum-i-cant-find-the-selenium-element,java selenum I can&#39;t find the selenium element,58481472.0,,,,,
41,"['javascript', 'java', 'selenium', 'scroll', 'js-scrollintoview']","{'account_id': 14522278, 'reputation': 398, 'user_id': 10489626, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c88c79010c1f5d960406aeb0be4c829?s=256&d=identicon&r=PG&f=1', 'display_name': 'Success Shrestha', 'link': 'https://stackoverflow.com/users/10489626/success-shrestha'}",True,20734,5,6,1665778917,1571896693,58534970,CC BY-SA 4.0,https://stackoverflow.com/questions/58534970/scrollintoview-not-working-for-horizontal-scroll-selenium,scrollIntoView() not working for horizontal scroll (Selenium),58537189.0,1571905420.0,,,,
42,"['java', 'selenium-webdriver', 'selenium-chromedriver', 'browserstack']","{'account_id': 1719754, 'reputation': 976, 'user_id': 1575988, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/OMFQS.jpg?s=256&g=1', 'display_name': 'j.barrio', 'link': 'https://stackoverflow.com/users/1575988/j-barrio'}",False,118,1,1,1665744322,1570180274,58233311,CC BY-SA 4.0,https://stackoverflow.com/questions/58233311/hide-windows-leave-cancel-pop-up-by-capabilities,Hide Windows Leave/Cancel Pop-up by capabilities,,1570182187.0,,,,
43,"['java', 'gradle', 'kotlin']","{'account_id': 16992508, 'reputation': 65, 'user_id': 12291764, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4bb56230f8af897ba207ccbc3b6203a?s=256&d=identicon&r=PG&f=1', 'display_name': 'lebaneseblonde252', 'link': 'https://stackoverflow.com/users/12291764/lebaneseblonde252'}",False,10080,1,5,1665695266,1572357539,58608911,CC BY-SA 4.0,https://stackoverflow.com/questions/58608911/could-not-get-unknown-property-implementation-for-object-of-type-org-gradle-ap,Could not get unknown property &#39;implementation&#39; for object of type org.gradle.api.internal.artifacts.dsl.dependencies.DefaultDependencyHandler,,,,,,
