,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
16,"['css', 'animation']","{'account_id': 145486, 'reputation': 15151, 'user_id': 355325, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/WDzbU.jpg?s=256&g=1', 'display_name': 'knpwrs', 'link': 'https://stackoverflow.com/users/355325/knpwrs'}",True,10531,3,31,1665023524,1351136446,,13061209,CC BY-SA 3.0,https://stackoverflow.com/questions/13061209/stopping-a-css-animation-but-letting-its-current-iteration-finish,Stopping a CSS animation but letting its current iteration finish,13061553.0,,,,,
17,"['html', 'css', 'fonts', 'woff']","{'account_id': 982590, 'reputation': 57067, 'user_id': 1001938, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/ufPVV.jpg?s=256&g=1', 'display_name': 'Don P', 'link': 'https://stackoverflow.com/users/1001938/don-p'}",True,165095,2,122,1664916170,1349846549,,12812441,CC BY-SA 3.0,https://stackoverflow.com/questions/12812441/how-do-i-use-woff-fonts-for-my-website,How do I use .woff fonts for my website?,12812508.0,,,,,
18,"['css', 'google-chrome']","{'account_id': 12876, 'reputation': 2095, 'user_id': 25578, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/21200aef2bc4284e63434abea7aed4fd?s=256&d=identicon&r=PG', 'display_name': 'Flupkear', 'link': 'https://stackoverflow.com/users/25578/flupkear'}",False,11217,5,2,1664813346,1349118162,,12679377,CC BY-SA 3.0,https://stackoverflow.com/questions/12679377/css-background-image-bug-in-chrome,CSS background image bug in Chrome,,,,,,
19,"['html', 'css']","{'account_id': 1591723, 'reputation': 2419, 'user_id': 1474921, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/629c3c899819f28cbf068691b1c7c618?s=256&d=identicon&r=PG', 'display_name': 'Jason Kelly', 'link': 'https://stackoverflow.com/users/1474921/jason-kelly'}",True,16240,3,4,1664811459,1351274995,1664811459.0,13092143,CC BY-SA 4.0,https://stackoverflow.com/questions/13092143/prevent-css-horizontal-drop-down-menu-from-wrapping,Prevent CSS Horizontal Drop-Down Menu from &quot;Wrapping&quot;,13092340.0,,,,,
20,"['asp.net', 'css']","{'account_id': 1089315, 'reputation': 299, 'user_id': 1084319, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/81971c20df049aa8e0e73ba5ccbb8020?s=256&d=identicon&r=PG', 'display_name': 'user1084319', 'link': 'https://stackoverflow.com/users/1084319/user1084319'}",False,16880,1,1,1663801395,1349794495,1349794833.0,12802834,CC BY-SA 3.0,https://stackoverflow.com/questions/12802834/aligning-aspx-buttons,Aligning .aspx buttons,,,,,,
21,"['jquery', 'css', 'forms', 'html-select']","{'account_id': 1592010, 'reputation': 170, 'user_id': 1475133, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/jCihf.jpg?s=256&g=1', 'display_name': 'GrampaRay', 'link': 'https://stackoverflow.com/users/1475133/gramparay'}",True,76,2,0,1663340675,1349952744,1663340675.0,12837905,CC BY-SA 4.0,https://stackoverflow.com/questions/12837905/read-out-the-value-of-an-option-in-a-form-and-show-a-div-with-the-same-name,Read out the value of an &lt;option&gt; in a form and show a &lt;div&gt; with the same name,12838158.0,,,,,
22,"['javascript', 'jquery', 'css']","{'account_id': 1724703, 'reputation': 897, 'user_id': 1579670, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f1e0ced6439dd2fa6242e70274063539?s=256&d=identicon&r=PG', 'display_name': 'abilash', 'link': 'https://stackoverflow.com/users/1579670/abilash'}",False,33,1,0,1662870526,1349208043,1495541983.0,12697394,CC BY-SA 3.0,https://stackoverflow.com/questions/12697394/bookmarklet-behavior-differences,"Bookmarklet, behavior differences",,,,,,
23,['css'],"{'account_id': 1876197, 'reputation': 479, 'user_id': 1697366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc25b2ae51bad5b3e9bf7fbd2fa44584?s=256&d=identicon&r=PG', 'display_name': 'Bala', 'link': 'https://stackoverflow.com/users/1697366/bala'}",True,252622,4,44,1662487883,1349275206,1589158889.0,12710843,CC BY-SA 4.0,https://stackoverflow.com/questions/12710843/want-to-move-a-particular-div-to-right,Want to move a particular div to right,12710876.0,,,,,
24,"['html', 'css']","{'account_id': 1317664, 'reputation': 2043, 'user_id': 1264191, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/c5b1af1a5b43ebe3442f0cbf163e67cb?s=256&d=identicon&r=PG', 'display_name': 'sunil kumar', 'link': 'https://stackoverflow.com/users/1264191/sunil-kumar'}",True,312746,15,194,1662459238,1350381475,1516386588.0,12912048,CC BY-SA 3.0,https://stackoverflow.com/questions/12912048/how-to-maintain-aspect-ratio-using-html-img-tag,How to maintain aspect ratio using HTML IMG tag,,,,,,
25,"['css', 'stylesheet', 'browser-cache']","{'account_id': 1747334, 'reputation': 809, 'user_id': 1597204, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/115c473222315ef092a6ff1dcdfd7639?s=256&d=identicon&r=PG', 'display_name': 'Mihad Aiko', 'link': 'https://stackoverflow.com/users/1597204/mihad-aiko'}",True,207462,16,67,1662145211,1349304628,1625493403.0,12717993,CC BY-SA 4.0,https://stackoverflow.com/questions/12717993/stylesheet-not-updating-when-i-refresh-my-site,Stylesheet not updating when I refresh my site,,1565257691.0,,,,
26,['css'],"{'account_id': 66042, 'reputation': 5502, 'user_id': 193980, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/aafa8848c4b764f080b1b31a51eab73d?s=256&d=identicon&r=PG', 'display_name': 'Phlip', 'link': 'https://stackoverflow.com/users/193980/phlip'}",True,12364,4,25,1662121849,1349540021,1349542809.0,12761418,CC BY-SA 3.0,https://stackoverflow.com/questions/12761418/i-need-an-overflow-to-truncate-from-the-left-with-ellipses,"I need an overflow to truncate from the left, with ellipses",12762334.0,,,,,
27,"['html', 'jquery', 'css', 'select', 'html-select']","{'account_id': 31162, 'reputation': 79678, 'user_id': 85360, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/424a8f03889e3ffbf9ed57adb1fc41cc?s=256&d=identicon&r=PG', 'display_name': 'Brandon Rhodes', 'link': 'https://stackoverflow.com/users/85360/brandon-rhodes'}",True,1347,2,7,1661948247,1350925684,1661948247.0,13016276,,https://stackoverflow.com/questions/13016276/can-jquery-tell-if-the-options-of-a-select-element-are-currently-displayed,Can jQuery tell if the &lt;option&gt;s of a &lt;select&gt; element are currently displayed?,13016344.0,,1350932747.0,exact duplicate,,
28,"['html', 'image', 'css', 'png']","{'account_id': 1587088, 'reputation': 837, 'user_id': 1471166, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/23ebec160b1f9862bfe27f68341a2254?s=256&d=identicon&r=PG', 'display_name': 'nimi', 'link': 'https://stackoverflow.com/users/1471166/nimi'}",True,60512,6,46,1661746794,1349181659,1441863409.0,12690444,CC BY-SA 3.0,https://stackoverflow.com/questions/12690444/css-border-on-png-image-with-transparent-parts,CSS Border on PNG image with transparent parts,,,,,,
29,"['html', 'css', 'forms']","{'account_id': 1892144, 'reputation': 1855, 'user_id': 1709940, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d0458348e08beb9fe003f987dcd78a9e?s=256&d=identicon&r=PG', 'display_name': 'Corinne', 'link': 'https://stackoverflow.com/users/1709940/corinne'}",True,7384,5,10,1661716550,1349272305,1349273964.0,12709988,CC BY-SA 3.0,https://stackoverflow.com/questions/12709988/padding-bottom-for-textarea-isnt-considered,Padding-bottom for textarea isn&#39;t considered,12710616.0,,,,,
30,"['html', 'css', 'alignment']","{'account_id': 206938, 'reputation': 2426, 'user_id': 456536, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/02402cd5f51e73cc0b8fbfac07165612?s=256&d=identicon&r=PG', 'display_name': 'Mr. M&#237;ng', 'link': 'https://stackoverflow.com/users/456536/mr-m%c3%adng'}",True,198,3,-1,1661537995,1351346749,1661528386.0,13100877,CC BY-SA 4.0,https://stackoverflow.com/questions/13100877/why-does-my-left-div-align-to-the-bottom,Why does my left div align to the bottom?,13100886.0,,,,,
31,"['css', 'word-break']","{'account_id': 238644, 'reputation': 315241, 'user_id': 507674, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/6801bf30e40c9f7972987d67e2d5e4f2?s=256&d=identicon&r=PG', 'display_name': 'Niet the Dark Absol', 'link': 'https://stackoverflow.com/users/507674/niet-the-dark-absol'}",True,29912,6,74,1661452953,1349219745,,12699800,CC BY-SA 3.0,https://stackoverflow.com/questions/12699800/smarter-word-break-in-css,Smarter word break in CSS?,12699849.0,,,,,
32,"['html', 'css']","{'account_id': 1989623, 'reputation': 133, 'user_id': 1783962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f347504b5f62a7fb28037d9e00b8a042?s=256&d=identicon&r=PG', 'display_name': 'z t', 'link': 'https://stackoverflow.com/users/1783962/z-t'}",True,20651,9,13,1661229814,1351542201,1521582849.0,13129056,CC BY-SA 3.0,https://stackoverflow.com/questions/13129056/why-is-there-a-space-between-the-body-and-the-html-element,Why is there a space between the &lt;body&gt; and the &lt;html&gt; element,13129119.0,,,,,
33,"['css', 'responsive-design', 'font-size']","{'account_id': 1210086, 'reputation': 25442, 'user_id': 1178820, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/cc1bafe36863b24dc87e93d20b4c48ec?s=256&d=identicon&r=PG', 'display_name': 'Francesca', 'link': 'https://stackoverflow.com/users/1178820/francesca'}",True,33951,5,7,1660145954,1350336180,1660145954.0,12904233,CC BY-SA 4.0,https://stackoverflow.com/questions/12904233/why-doesnt-em-font-size-resize-on-responsive-grid,Why doesn&#39;t em font-size resize on responsive grid?,,,,,,
34,"['css', 'html']","{'account_id': 949014, 'reputation': 3593, 'user_id': 975592, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/NIxeI.jpg?s=256&g=1', 'display_name': 'MillerMedia', 'link': 'https://stackoverflow.com/users/975592/millermedia'}",True,869,2,0,1659450456,1351313452,1659450456.0,13097348,CC BY-SA 4.0,https://stackoverflow.com/questions/13097348/cannot-resize-div-to-anything-smaller-than-maximum-width,Cannot Resize DIV to anything smaller than maximum width,13097400.0,,,,,
35,"['html', 'css', 'menu', 'colors', 'hover']","{'account_id': 1945123, 'reputation': 108, 'user_id': 1750462, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/a790bc104c2815d11b21307e52876c0b?s=256&d=identicon&r=PG', 'display_name': 'Karthikeyan.A', 'link': 'https://stackoverflow.com/users/1750462/karthikeyan-a'}",True,501,6,5,1659443110,1351332296,1351671032.0,13099143,CC BY-SA 3.0,https://stackoverflow.com/questions/13099143/menu-to-change-colors-dynamically,menu to change colors dynamically,13099278.0,,,,,
36,"['html', 'css']","{'account_id': 1680108, 'reputation': 1836, 'user_id': 1544552, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/2fa8dfa8cc52cc80b327ba0322a969c2?s=256&d=identicon&r=PG', 'display_name': 'Tom Nolan', 'link': 'https://stackoverflow.com/users/1544552/tom-nolan'}",True,2724,2,0,1658670679,1351011995,,13035696,CC BY-SA 3.0,https://stackoverflow.com/questions/13035696/css-styles-not-working,CSS Styles Not Working?,13035763.0,,,,,
37,"['html', 'css', 'layout']","{'account_id': 1351645, 'reputation': 7897, 'user_id': 1291096, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/fce294fcd6a0c5512df47dde42af6bb1?s=256&d=identicon&r=PG', 'display_name': 'damon', 'link': 'https://stackoverflow.com/users/1291096/damon'}",True,156,2,1,1658548474,1351010354,1351012633.0,13035280,CC BY-SA 3.0,https://stackoverflow.com/questions/13035280/which-should-i-use-for-displaying-details-of-an-event-css-or-table,which should I use for displaying details of an event -css or table,13035396.0,,,,,
38,"['css', 'html', 'firefox', 'draggable']","{'account_id': 1932812, 'reputation': 3011, 'user_id': 1741860, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ede96b47d9e2037d1c4e2f2a867aeea?s=256&d=identicon&r=PG', 'display_name': 'tmkly3', 'link': 'https://stackoverflow.com/users/1741860/tmkly3'}",True,205254,10,181,1658390141,1350355220,1602312162.0,12906789,CC BY-SA 4.0,https://stackoverflow.com/questions/12906789/preventing-an-image-from-being-draggable-or-selectable-without-using-js,Preventing an image from being draggable or selectable without using JS,12906840.0,,,,,
39,"['html', 'jquery', 'css', 'html-select']","{'account_id': 387324, 'reputation': 1910, 'user_id': 745617, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/3ec6ee940b46e9e14176ab8386066ea4?s=256&d=identicon&r=PG', 'display_name': 'breezy', 'link': 'https://stackoverflow.com/users/745617/breezy'}",True,2403,4,-1,1658242192,1349882085,1658242192.0,12822760,CC BY-SA 4.0,https://stackoverflow.com/questions/12822760/change-select-options-when-i-click-on-a-anchor-tag,Change select options when I click on a anchor tag,,,,,,
40,"['css', 'twitter-bootstrap', 'angularjs', 'jquery-select2']","{'account_id': 115607, 'reputation': 55988, 'user_id': 303477, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a33dc35cc7a3747fd3b9a666a31a2533?s=256&d=identicon&r=PG&f=1', 'display_name': 'bsr', 'link': 'https://stackoverflow.com/users/303477/bsr'}",True,204992,15,171,1657679367,1349146110,1349174548.0,12683907,CC BY-SA 3.0,https://stackoverflow.com/questions/12683907/set-the-width-of-select2-input-through-angular-ui-directive,set the width of select2 input (through Angular-ui directive),13543317.0,,,,,
41,"['html', 'css']","{'account_id': 949087, 'reputation': 4781, 'user_id': 975649, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9d82d301556d3c51b4b07ba18621c7e0?s=256&d=identicon&r=PG', 'display_name': 'Usman Mutawakil', 'link': 'https://stackoverflow.com/users/975649/usman-mutawakil'}",True,13628,7,2,1657625977,1349210917,1349211448.0,12698093,CC BY-SA 3.0,https://stackoverflow.com/questions/12698093/how-to-prevent-overlapping-borders-of-list-elements-in-an-unordered-list,How to prevent overlapping borders of list elements in an unordered list,12698304.0,,,,,
42,"['javascript', 'css', 'checkbox', 'radio-button']","{'account_id': 1898598, 'reputation': 311, 'user_id': 1714982, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d098ce4b8a24f6090377e57fbb7456ff?s=256&d=identicon&r=PG', 'display_name': 'Rich701', 'link': 'https://stackoverflow.com/users/1714982/rich701'}",True,20677,7,8,1656755922,1349198305,1656755922.0,12695095,CC BY-SA 4.0,https://stackoverflow.com/questions/12695095/how-to-grey-out-checkbox-unless-radio-button-is-selected,How to grey out checkbox unless radio button is selected?,12695320.0,,,,,
43,"['html', 'jquery', 'css', 'radio-button']","{'account_id': 1816462, 'reputation': 3, 'user_id': 1651451, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/0cf39f7be06c9f832b321095f51d3896?s=256&d=identicon&r=PG', 'display_name': 'louis', 'link': 'https://stackoverflow.com/users/1651451/louis'}",False,3236,3,0,1656751702,1350463245,1656751702.0,12930345,CC BY-SA 4.0,https://stackoverflow.com/questions/12930345/how-to-extend-radio-button-clickable-area-to-other-elements-using-css-or-jquery,How to extend radio button clickable area to other elements using css or jquery,,,,,,
44,['css'],"{'account_id': 135235, 'reputation': 2193, 'user_id': 337934, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/eaeb07eff1d79f29fa8c8e4b4df5c7dc?s=256&d=identicon&r=PG', 'display_name': 'SamB', 'link': 'https://stackoverflow.com/users/337934/samb'}",True,95716,6,17,1656158275,1351500895,1533534830.0,13118418,CC BY-SA 4.0,https://stackoverflow.com/questions/13118418/css-background-color-not-working,CSS background color not working,13118519.0,,,,,
45,"['html', 'css']","{'account_id': 1892144, 'reputation': 1855, 'user_id': 1709940, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d0458348e08beb9fe003f987dcd78a9e?s=256&d=identicon&r=PG', 'display_name': 'Corinne', 'link': 'https://stackoverflow.com/users/1709940/corinne'}",True,194753,8,110,1654783844,1349088787,1349089773.0,12671898,CC BY-SA 3.0,https://stackoverflow.com/questions/12671898/outline-on-only-one-border,outline on only one border,12671940.0,,,,,
46,"['javascript', 'html', 'jquery', 'css', 'jquery-events']","{'account_id': 1957084, 'reputation': 73, 'user_id': 1759857, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5a153e059b55885033b2b30fb78a67f?s=256&d=identicon&r=PG', 'display_name': 'user1759857', 'link': 'https://stackoverflow.com/users/1759857/user1759857'}",True,511,3,6,1654775785,1350662863,1654775785.0,12978221,CC BY-SA 4.0,https://stackoverflow.com/questions/12978221/making-a-hyperlink-only-work-if-javascript-is-disabled,Making a hyperlink only work IF JavaScript is disabled?,12978251.0,,,,,
47,"['html', 'css']","{'account_id': 1068539, 'reputation': 4932, 'user_id': 1068397, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/SmWCl.jpg?s=256&g=1', 'display_name': 'Aviran', 'link': 'https://stackoverflow.com/users/1068397/aviran'}",True,75558,4,32,1654553405,1350152244,,12875645,CC BY-SA 3.0,https://stackoverflow.com/questions/12875645/html-css-layout-number-to-the-power-of-expression-ax,HTML/CSS layout number to the power of expression (a^x),12875926.0,,,,,
48,"['javascript', 'html', 'css', 'image']","{'account_id': 389565, 'reputation': 1882, 'user_id': 749090, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/zIJWL.jpg?s=256&g=1', 'display_name': 'Osa', 'link': 'https://stackoverflow.com/users/749090/osa'}",True,15729,2,15,1653659192,1349732173,1349732651.0,12789818,CC BY-SA 3.0,https://stackoverflow.com/questions/12789818/css-javascript-to-crop-image,CSS/JavaScript to crop image,12789892.0,,,,,
