,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,community_owned_date
14,"['javascript', 'jquery', 'css']","{'account_id': 1185630, 'reputation': 381, 'user_id': 1159673, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/80be0e0254bf14d5fd4cd8deb175770d?s=256&d=identicon&r=PG', 'display_name': 'Roman', 'link': 'https://stackoverflow.com/users/1159673/roman'}",True,46827,,10685069.0,4,16,1664552603,1337602390,1601830468.0,10685048,CC BY-SA 4.0,https://stackoverflow.com/questions/10685048/how-to-gray-out-an-html-checkbox,How to gray out an html checkbox?,,,,
15,"['css', 'twitter-bootstrap', 'sass']","{'account_id': 172887, 'reputation': 4816, 'user_id': 401205, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/2f7681ab716314c3b76936517e812562?s=256&d=identicon&r=PG', 'display_name': 'Coffee Bite', 'link': 'https://stackoverflow.com/users/401205/coffee-bite'}",True,58417,,10643213.0,5,107,1662618282,1337286926,1543546050.0,10643107,CC BY-SA 4.0,https://stackoverflow.com/questions/10643107/what-does-default-in-a-css-property-value-mean,What does !default in a css property value mean?,,,,
16,"['html', 'css']","{'account_id': 249401, 'reputation': 2878, 'user_id': 525406, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/65dec1fa3bb8f06a9dfd95d62b59f82f?s=256&d=identicon&r=PG', 'display_name': 'Bertaud', 'link': 'https://stackoverflow.com/users/525406/bertaud'}",True,441495,,10451583.0,11,76,1662018069,1336143989,1336144710.0,10451445,CC BY-SA 3.0,https://stackoverflow.com/questions/10451445/two-div-blocks-on-same-line,Two div blocks on same line,,,,
17,['css'],"{'account_id': 1406707, 'reputation': 29, 'user_id': 1334217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aef593e0f653794e8aff6e4cfc182391?s=256&d=identicon&r=PG', 'display_name': 'user1334217', 'link': 'https://stackoverflow.com/users/1334217/user1334217'}",False,794,,,1,1,1661876390,1337838187,1661876390.0,10731772,CC BY-SA 4.0,https://stackoverflow.com/questions/10731772/em-based-css-for-non-proportional-width-and-height,&quot;em&quot; based css for non-proportional width and height,,,,
18,"['html', 'css', 'fonts', 'font-size']","{'account_id': 215051, 'reputation': 23727, 'user_id': 469408, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/7d338ab538a3892a908027bcb751bce2?s=256&d=identicon&r=PG', 'display_name': 'Channel72', 'link': 'https://stackoverflow.com/users/469408/channel72'}",True,1828,,10470734.0,3,13,1661807844,1336309406,1661807844.0,10470727,CC BY-SA 4.0,https://stackoverflow.com/questions/10470727/what-is-an-em-if-the-font-size-of-the-document-is-specified-in-ems,What is an &quot;em&quot; if the font-size of the document is specified in ems?,,,,
19,"['javascript', 'css', 'twitter-bootstrap', 'modal-dialog']","{'account_id': 1494899, 'reputation': 7206, 'user_id': 1401092, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/cjlih.jpg?s=256&g=1', 'display_name': 'natlines', 'link': 'https://stackoverflow.com/users/1401092/natlines'}",True,512672,,11788713.0,61,680,1661673977,1337261220,1416614960.0,10636667,CC BY-SA 3.0,https://stackoverflow.com/questions/10636667/bootstrap-modal-appearing-under-background,Bootstrap modal appearing under background,,,,
20,"['css', 'css-selectors']","{'account_id': 917725, 'reputation': 74865, 'user_id': 950147, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/dBHHI.jpg?s=256&g=1', 'display_name': 'Tarang', 'link': 'https://stackoverflow.com/users/950147/tarang'}",True,359507,,10782297.0,3,1062,1661177972,1338196200,1587148518.0,10782054,CC BY-SA 4.0,https://stackoverflow.com/questions/10782054/what-does-the-tilde-squiggle-twiddle-css-selector-mean,What does the &quot;~&quot; (tilde/squiggle/twiddle) CSS selector mean?,,,,
21,"['html', 'css', 'twitter-bootstrap', 'text-decorations']","{'account_id': 1185111, 'reputation': 2669, 'user_id': 1159248, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a6d9cec0e941926418d552bb15d6874d?s=256&d=identicon&r=PG', 'display_name': 'Olly F', 'link': 'https://stackoverflow.com/users/1159248/olly-f'}",True,32226,,10391188.0,4,7,1660513869,1335823350,,10391177,CC BY-SA 3.0,https://stackoverflow.com/questions/10391177/text-decoration-none-not-working-in-bootstrap,&#39;Text-decoration: none&#39; not working in Bootstrap,,,,
22,['css'],"{'account_id': 421049, 'reputation': 2732, 'user_id': 1010331, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://lh5.googleusercontent.com/-Jblp9G8rbNo/AAAAAAAAAAI/AAAAAAAACcQ/IuncPwjdcw0/photo.jpg?sz=256', 'display_name': 'Neil', 'link': 'https://stackoverflow.com/users/1010331/neil'}",True,186741,,10810170.0,9,130,1660446513,1338352166,1399481837.0,10809995,CC BY-SA 3.0,https://stackoverflow.com/questions/10809995/css-disable-text-selection,CSS disable text selection,,,,
23,"['css', 'css-transforms']","{'account_id': 418453, 'reputation': 15195, 'user_id': 795016, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/f4eceabd04689ba173a89c3384b05901?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/795016/ben'}",True,681631,,10765771.0,9,785,1660422307,1338030952,1588548808.0,10765755,CC BY-SA 4.0,https://stackoverflow.com/questions/10765755/how-to-apply-multiple-transforms-in-css,How to apply multiple transforms in CSS?,,,,
24,"['css', 'firefox', 'google-chrome', 'safari']","{'account_id': 1480487, 'reputation': 265, 'user_id': 1390005, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1bf84b0629d9efc17459f1358cc009ed?s=256&d=identicon&r=PG', 'display_name': 'graemegets', 'link': 'https://stackoverflow.com/users/1390005/graemegets'}",True,29212,,10556527.0,4,23,1660328037,1336758959,1336761877.0,10556310,CC BY-SA 3.0,https://stackoverflow.com/questions/10556310/displayblock-not-working-in-chrome-or-safari,Display:Block not working in Chrome or Safari,,,,
25,"['javascript', 'html', 'css', 'twitter-bootstrap', 'caret']","{'account_id': 1403144, 'reputation': 193, 'user_id': 1331550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f218b22807d73390e2bf419f116b9544?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/1331550/tom'}",True,15318,,10798326.0,6,3,1659600087,1338290478,1339458122.0,10798129,CC BY-SA 3.0,https://stackoverflow.com/questions/10798129/remove-bootstrap-dropdown-caret,Remove bootstrap dropdown caret,,,,
26,"['ruby-on-rails', 'css', 'radio-button']","{'account_id': 1307801, 'reputation': 189, 'user_id': 1256401, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d52b8feaba7c9e6b84b7da6651d632cf?s=256&d=identicon&r=PG', 'display_name': 'alexZ', 'link': 'https://stackoverflow.com/users/1256401/alexz'}",True,2194,,10679774.0,2,2,1659097154,1337577007,1337578071.0,10679759,CC BY-SA 3.0,https://stackoverflow.com/questions/10679759/rails-radio-button-and-label-in-two-different-lines,rails radio_button and label in two different lines,,,,
27,"['css', 'html', 'font-family']","{'account_id': 1066066, 'reputation': 3274, 'user_id': 1066604, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/39a5f479476b2a3a588551cc52b80dce?s=256&d=identicon&r=PG', 'display_name': 'Kichu', 'link': 'https://stackoverflow.com/users/1066604/kichu'}",True,180047,,10810205.0,3,30,1658748130,1338353623,1342181468.0,10810176,CC BY-SA 3.0,https://stackoverflow.com/questions/10810176/apply-calibri-body-font-to-text,Apply Calibri (Body) font to text,,,,
28,"['css', 'css-animations']","{'account_id': 128053, 'reputation': 1593, 'user_id': 325626, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/f3921cda4b7d72c4661e29e65f266d5b?s=256&d=identicon&r=PG', 'display_name': 'LeeR', 'link': 'https://stackoverflow.com/users/325626/leer'}",True,6740,,10454094.0,2,9,1657825654,1336101546,1336118170.0,10442247,CC BY-SA 3.0,https://stackoverflow.com/questions/10442247/override-animation-with-hover,Override animation with :hover,,,,
29,"['html', 'css', 'html-table']","{'account_id': 1312648, 'reputation': 2219, 'user_id': 1260310, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a35ba06ef9c514ee749864e0f0cfe326?s=256&d=identicon&r=PG', 'display_name': 'user1260310', 'link': 'https://stackoverflow.com/users/1260310/user1260310'}",True,34470,,10833575.0,2,8,1657799511,1338467073,1546348101.0,10833556,CC BY-SA 4.0,https://stackoverflow.com/questions/10833556/html-css-text-in-table-cell-not-indenting,HTML/css text in table cell not indenting,,,,
30,"['css', 'image', 'wordpress', 'editor', 'center']","{'account_id': 187863, 'reputation': 19143, 'user_id': 426227, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/8px4c.png?s=256&g=1', 'display_name': 'testing', 'link': 'https://stackoverflow.com/users/426227/testing'}",True,21678,,10396851.0,6,12,1657379631,1335868427,1492087048.0,10396490,CC BY-SA 3.0,https://stackoverflow.com/questions/10396490/center-an-image-with-a-link-on-it,center an image with a link on it,,,,
31,"['html', 'css', 'opacity']","{'account_id': 1204808, 'reputation': 10730, 'user_id': 1174719, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3a19c5c9ee8dc642d77ef0e5bc563772?s=256&d=identicon&r=PG', 'display_name': 'Nosrettap', 'link': 'https://stackoverflow.com/users/1174719/nosrettap'}",True,524791,,10835846.0,10,139,1657065010,1338474090,1512962877.0,10835500,CC BY-SA 3.0,https://stackoverflow.com/questions/10835500/how-to-change-text-transparency-in-html-css,How to change text transparency in HTML/CSS?,,,,
32,"['css', 'wordpress', 'html-heading']","{'account_id': 1218251, 'reputation': 14125, 'user_id': 1185422, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/d63ba4b616ada43ff66b68fbb4a98c65?s=256&d=identicon&r=PG', 'display_name': 'Ahmed', 'link': 'https://stackoverflow.com/users/1185422/ahmed'}",True,233116,1467135858.0,10668070.0,5,33,1657011044,1337454280,1657011044.0,10668056,CC BY-SA 4.0,https://stackoverflow.com/questions/10668056/in-css-how-do-you-change-font-size-of-h1-and-h2,In CSS how do you change font size of h1 and h2,,,,
33,"['javascript', 'jquery', 'css']","{'account_id': 1309709, 'reputation': 4930, 'user_id': 1257965, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/VLCey.jpg?s=256&g=1', 'display_name': 'ivvi', 'link': 'https://stackoverflow.com/users/1257965/ivvi'}",True,209829,1533060058.0,11559652.0,20,194,1655996067,1338288537,1465144136.0,10797632,CC BY-SA 3.0,https://stackoverflow.com/questions/10797632/simulate-background-sizecover-on-video-or-img,simulate background-size:cover on &lt;video&gt; or &lt;img&gt;,,,,
34,"['css', 'html', 'attributes', 'html5-video']","{'account_id': 360327, 'reputation': 23283, 'user_id': 702275, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/25411d307fa0ce0f741e7eb1b28d2cd9?s=256&d=identicon&r=PG', 'display_name': 'tim peterson', 'link': 'https://stackoverflow.com/users/702275/tim-peterson'}",True,219003,,10853129.0,15,111,1655440117,1338431972,1338562761.0,10826784,CC BY-SA 3.0,https://stackoverflow.com/questions/10826784/make-html5-video-poster-be-same-size-as-video-itself,Make HTML5 video poster be same size as video itself,,,,
35,"['javascript', 'html', 'css', 'dom-events']","{'account_id': 1505998, 'reputation': 15, 'user_id': 1409343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f68b210d856d46eed653d0688fd4d06f?s=256&d=identicon&r=PG', 'display_name': 'sham', 'link': 'https://stackoverflow.com/users/1409343/sham'}",True,178,,10798482.0,2,0,1655194315,1338282014,1655194315.0,10796031,CC BY-SA 4.0,https://stackoverflow.com/questions/10796031/add-a-new-row-at-the-top-of-the-table,Add a new row at the top of the table,,,,
36,"['html', 'css', 'image']","{'account_id': 1279931, 'reputation': 47, 'user_id': 1234271, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/46232836e3648455609a6f28b57909bd?s=256&d=identicon&r=PG', 'display_name': 'issoa', 'link': 'https://stackoverflow.com/users/1234271/issoa'}",True,1548,,,5,-2,1655127800,1337016110,1337016353.0,10588116,CC BY-SA 3.0,https://stackoverflow.com/questions/10588116/how-do-i-add-a-src-in-style-class,How do I add a src in style class?,,,,
37,"['html', 'css', 'image', 'src']","{'account_id': 96011, 'reputation': 6201, 'user_id': 261184, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0d4192d68421c5c7c22734a480838156?s=256&d=identicon&r=PG', 'display_name': 'dangerousdave', 'link': 'https://stackoverflow.com/users/261184/dangerousdave'}",True,765,,10386954.0,2,1,1654967546,1335802578,,10386929,CC BY-SA 3.0,https://stackoverflow.com/questions/10386929/dummy-img-src-without-browser-warnings,Dummy img src without browser warnings,,,,
38,['css'],"{'account_id': 388228, 'reputation': 35290, 'user_id': 747024, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/9wB4E.jpg?s=256&g=1', 'display_name': 'ilyo', 'link': 'https://stackoverflow.com/users/747024/ilyo'}",True,535181,1562340313.0,10813603.0,23,261,1654864437,1338370140,1590323951.0,10813528,CC BY-SA 4.0,https://stackoverflow.com/questions/10813528/is-it-possible-to-center-text-in-select-box,Is it possible to center text in select box?,,,,
39,"['javascript', 'html', 'jquery', 'css', 'jquery-events']","{'account_id': 353696, 'reputation': 3347, 'user_id': 691553, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/fgzks.jpg?s=256&g=1', 'display_name': 'jribeiro', 'link': 'https://stackoverflow.com/users/691553/jribeiro'}",True,850,,10497605.0,1,0,1654797600,1336475429,1654797600.0,10497453,CC BY-SA 4.0,https://stackoverflow.com/questions/10497453/jquery-replacing-mouse-cursor,jQuery replacing mouse cursor,,,,
40,"['html', 'css', 'css-position', 'footer']","{'account_id': 1456185, 'reputation': 21, 'user_id': 1371700, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fa4007e1aa3ec090ce764cb40f4b42a?s=256&d=identicon&r=PG', 'display_name': 'Courtneylee', 'link': 'https://stackoverflow.com/users/1371700/courtneylee'}",True,605,,10494100.0,2,1,1654705044,1336030609,1654705026.0,10427050,CC BY-SA 4.0,https://stackoverflow.com/questions/10427050/css-positioning-left-hand-long-menu-appears-behind-footer,CSS Positioning: Left hand long menu appears behind footer,,,,
41,"['jquery', 'asp.net', 'css', 'z-index', 'swfobject']","{'account_id': 485282, 'reputation': 581, 'user_id': 901504, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/65040505d501fc6dc98dcb7d0e69fa98?s=256&d=identicon&r=PG', 'display_name': 'Anirudh', 'link': 'https://stackoverflow.com/users/901504/anirudh'}",False,748,,,1,0,1654513956,1336693241,1654513956.0,10543592,CC BY-SA 4.0,https://stackoverflow.com/questions/10543592/how-to-achieve-bring-to-front-for-a-list-in-aspx-page-that-has-jquery,How to achieve &quot;bring to front&quot; for a list in aspx page that has Jquery,,,,
42,"['css', 'button', 'alignment', 'media']","{'account_id': 1449062, 'reputation': 195, 'user_id': 1366586, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/fe7bc410ce31b5532871538ccf2d8e52?s=256&d=identicon&r=PG', 'display_name': 'RFQ Master', 'link': 'https://stackoverflow.com/users/1366586/rfq-master'}",True,3843,,,4,1,1654138354,1336749184,1654138354.0,10554093,CC BY-SA 4.0,https://stackoverflow.com/questions/10554093/trying-to-line-up-twitter-pinterest-facebook-buttons,"Trying to line up Twitter, Pinterest &amp; Facebook buttons",,,,
43,"['css', 'html', 'mobile-safari']","{'account_id': 30252, 'reputation': 51025, 'user_id': 82368, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/954ea2f3eddf44343abc116897ce47c3?s=256&d=identicon&r=PG', 'display_name': 'unj2', 'link': 'https://stackoverflow.com/users/82368/unj2'}",True,25301,,,5,27,1653661653,1336759264,1356775210.0,10556365,CC BY-SA 3.0,https://stackoverflow.com/questions/10556365/is-it-possible-to-ellipsize-placeholders-watermarks-in-html5,Is it possible to ellipsize placeholders/watermarks in HTML5?,,,,
44,"['javascript', 'php', 'css', 'dom-events']","{'account_id': 1464583, 'reputation': 1, 'user_id': 1377846, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001863348766/picture?type=large', 'display_name': 'gitmarko', 'link': 'https://stackoverflow.com/users/1377846/gitmarko'}",True,113,,,1,-2,1652194374,1336296103,1652194374.0,10469466,CC BY-SA 4.0,https://stackoverflow.com/questions/10469466/javascript-events-mixed-with-php,"JavaScript events, mixed with PHP?",,,,
45,"['javascript', 'css', 'ajax']","{'account_id': 1496246, 'reputation': 4792, 'user_id': 1402121, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/d3981596b0874b99560badf18af18525?s=256&d=identicon&r=PG', 'display_name': 'dmo', 'link': 'https://stackoverflow.com/users/1402121/dmo'}",True,62,,,1,0,1651910484,1337294954,1651910484.0,10644522,CC BY-SA 4.0,https://stackoverflow.com/questions/10644522/css-element-updates-at-the-end-of-long-javascript-function,CSS element updates at the end of long JavaScript function,,,,
46,"['html', 'css']","{'account_id': 405828, 'reputation': 5869, 'user_id': 774972, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/7167c046d8293ecfed2e1859c2408b39?s=256&d=identicon&r=PG', 'display_name': 'Xitcod13', 'link': 'https://stackoverflow.com/users/774972/xitcod13'}",True,74465,,10421640.0,7,14,1651152518,1335935809,1335991331.0,10408072,CC BY-SA 3.0,https://stackoverflow.com/questions/10408072/text-aligncenter-doesnt-work,text-align:center; doesn&#39;t work,,,,
47,"['html', 'css', 'layout']","{'account_id': 1141220, 'reputation': 4584, 'user_id': 1125062, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6050a002aa7ed993d07c972528075b6b?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/1125062/anonymous'}",True,48869,,10684683.0,7,35,1650926081,1337600338,1449767443.0,10684533,CC BY-SA 3.0,https://stackoverflow.com/questions/10684533/text-align-justify-but-to-the-right,Text-align justify but to the right?,,,,
48,"['javascript', 'css', 'firefox']","{'account_id': 1514975, 'reputation': 216, 'user_id': 1416198, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://i.stack.imgur.com/B61RC.png?s=256&g=1', 'display_name': 'louffi', 'link': 'https://stackoverflow.com/users/1416198/louffi'}",True,3656,,,2,1,1649800198,1337898245,1340198625.0,10746138,CC BY-SA 3.0,https://stackoverflow.com/questions/10746138/make-an-auto-zoom-on-page-depend-on-the-browser-width-height-like-firefox-does-c,make an auto zoom on page depend on the browser width/height like firefox does ctr+-,,,,
