,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
10,"['css', 'reactjs', 'tailwind-css']","{'account_id': 12304198, 'reputation': 805, 'user_id': 8977748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6cd9ae17d7b5a0c45312e1aaa5faf7fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'OscarDev', 'link': 'https://stackoverflow.com/users/8977748/oscardev'}",True,1457,3,0,1667287838,1648864001,71714260,CC BY-SA 4.0,https://stackoverflow.com/questions/71714260/align-image-to-center-with-tailwind-and-reactjs,Align image to center with Tailwind and ReactJS,,,,
11,"['css', 'reactjs', 'next.js', 'framer-motion']","{'account_id': 21586948, 'reputation': 83, 'user_id': 15917222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9725196c0a2119b59da594a33332cfa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oded Ahmed', 'link': 'https://stackoverflow.com/users/15917222/oded-ahmed'}",False,919,1,6,1667281727,1649260198,71769866,CC BY-SA 4.0,https://stackoverflow.com/questions/71769866/apply-a-class-in-a-framer-motion-tag-animate-or-initial-prop,"Apply a class in a Framer Motion tag, animate or initial prop",,,,
12,"['html', 'css', 'sass']","{'account_id': 24626688, 'reputation': 57, 'user_id': 18526338, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgZAFjeABDcffPvc4CKNV1wY5UK1JMVOt_e1Mcj=k-s256', 'display_name': 'Afnan Ahmad', 'link': 'https://stackoverflow.com/users/18526338/afnan-ahmad'}",True,3837,2,3,1667213893,1649485361,71805735,CC BY-SA 4.0,https://stackoverflow.com/questions/71805735/error-function-rgb-is-missing-argument-green-in-sass,Error: Function rgb is missing argument $green in SASS,71806296.0,,,
13,"['html', 'css', 'colors', 'background', 'background-color']","{'account_id': 23486153, 'reputation': 1, 'user_id': 17537652, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggdj1OznxwwJJcVAAc32BaPzSYLTgAK7tQl_yMGDA=k-s256', 'display_name': 'SoyUltro', 'link': 'https://stackoverflow.com/users/17537652/soyultro'}",False,199,1,0,1667160087,1649710416,71834185,CC BY-SA 4.0,https://stackoverflow.com/questions/71834185/css-background-with-2-colors,CSS Background with 2 colors,,1667160087.0,,
14,"['css', 'svg']","{'account_id': 1439573, 'reputation': 85, 'user_id': 4982292, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9d3726f83264a478bfa7f1152765e54d?s=256&d=identicon&r=PG', 'display_name': 'iyuu', 'link': 'https://stackoverflow.com/users/4982292/iyuu'}",True,128,3,3,1667123254,1650322099,71917814,CC BY-SA 4.0,https://stackoverflow.com/questions/71917814/center-text-element-over-an-svg,Center text element over an SVG,,1650353306.0,,
15,"['javascript', 'html', 'css']","{'account_id': 17127681, 'reputation': 131, 'user_id': 12394487, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/s2iwK.jpg?s=256&g=1', 'display_name': 'Hope Dunner', 'link': 'https://stackoverflow.com/users/12394487/hope-dunner'}",False,692,4,0,1667075919,1650545849,71954892,CC BY-SA 4.0,https://stackoverflow.com/questions/71954892/css-input-box-cutting-off-text,CSS input box cutting off text,,1650546551.0,,
16,"['html', 'css']","{'account_id': 23273461, 'reputation': 71, 'user_id': 17357962, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhVj2WF7bKytV_Ewx5ZDF-czIAePxwKWgNTgSKQ=k-s256', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/17357962/john'}",False,150,3,0,1667054644,1651059382,72028031,CC BY-SA 4.0,https://stackoverflow.com/questions/72028031/css-display-contents-causes-underline-stop-working,Css display: contents; causes underline stop working,,,,
17,"['javascript', 'html', 'css', 'popup']","{'account_id': 23088442, 'reputation': 112, 'user_id': 17199617, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwNcjPLltly1pss0dwqCm6Qh9BrPtJgOX9Ct4Yv=k-s256', 'display_name': 'lebron james', 'link': 'https://stackoverflow.com/users/17199617/lebron-james'}",True,789,2,2,1667013949,1649573564,71814387,CC BY-SA 4.0,https://stackoverflow.com/questions/71814387/how-to-make-pop-up-disappear-when-clicked-off-of-pop-up,How to make pop up disappear when clicked off of pop up?,74242607.0,,,
18,"['css', 'ios', 'mobile', 'css-animations', 'keyframe']","{'account_id': 21833898, 'reputation': 184, 'user_id': 16128483, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad8d05f45874eacf1bc283a41a378f56?s=256&d=identicon&r=PG&f=1', 'display_name': 'SaloniMishra', 'link': 'https://stackoverflow.com/users/16128483/salonimishra'}",False,566,1,-1,1666788797,1649670962,71825847,CC BY-SA 4.0,https://stackoverflow.com/questions/71825847/keyframes-animation-not-working-on-ios-only,@keyframes animation not working on iOS only,,1666788797.0,,
19,"['javascript', 'html', 'css', 'darkmode']","{'account_id': 21707780, 'reputation': 197, 'user_id': 16019923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f1979547324006f81b8ea150b78ed1e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aaron', 'link': 'https://stackoverflow.com/users/16019923/aaron'}",True,2135,4,1,1666627316,1650050234,71888050,CC BY-SA 4.0,https://stackoverflow.com/questions/71888050/how-to-toggle-many-css-styles-to-make-a-dark-mode,How to toggle many css styles to make a dark mode?,71888075.0,1650050931.0,,
20,"['css', 'google-chrome-extension', 'background-image', 'quirks-mode']","{'account_id': 22989594, 'reputation': 169, 'user_id': 17115294, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PDCjo.jpg?s=256&g=1', 'display_name': 'AdamRaichu', 'link': 'https://stackoverflow.com/users/17115294/adamraichu'}",True,24,1,2,1666446250,1651246008,72060245,CC BY-SA 4.0,https://stackoverflow.com/questions/72060245/background-in-standard-mode-not-acting-as-expected,Background in standard mode not acting as expected?,74164064.0,,,
21,"['javascript', 'html', 'css']","{'account_id': 19433597, 'reputation': 89, 'user_id': 14213487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e35d31f7e403ecda90801b8a44f81c74?s=256&d=identicon&r=PG&f=1', 'display_name': 'flor48', 'link': 'https://stackoverflow.com/users/14213487/flor48'}",True,826,3,0,1666247605,1650884229,71998443,CC BY-SA 4.0,https://stackoverflow.com/questions/71998443/highlighting-active-anchor-link,Highlighting active anchor link,,1666247605.0,,
22,"['html', 'css', 'css-position', 'tailwind-css']","{'account_id': 6827476, 'reputation': 89, 'user_id': 5252736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8db48a9f4daf564112c952f8e21709bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'VHK', 'link': 'https://stackoverflow.com/users/5252736/vhk'}",False,435,1,1,1666183617,1651327345,72069146,CC BY-SA 4.0,https://stackoverflow.com/questions/72069146/how-to-give-a-child-element-the-full-height-of-its-flex-parent-with-tailwindcss,How to give a child element the full height of its flex parent with Tailwindcss,,,,
23,"['javascript', 'html', 'css', 'dom']","{'account_id': 24508810, 'reputation': 3, 'user_id': 18423433, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94dcfd594e343ac452d11fd6264eaf9d?s=256&d=identicon&r=PG', 'display_name': 'JayJay', 'link': 'https://stackoverflow.com/users/18423433/jayjay'}",False,45,1,0,1666172751,1651198210,72052046,CC BY-SA 4.0,https://stackoverflow.com/questions/72052046/is-there-any-other-way-to-change-html-style-values,Is there any other way to change HTML style values?,,1651204094.0,,
24,"['javascript', 'css', 'vue.js', 'sass', 'vuejs2']","{'account_id': 22065331, 'reputation': 43, 'user_id': 16327309, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhXo6JGg8L-gzPjk7veIvNm3PkUiJdlKncsJu8raA=k-s256', 'display_name': 'Mohsen Dehghani', 'link': 'https://stackoverflow.com/users/16327309/mohsen-dehghani'}",True,223,1,2,1666170332,1650727864,71981074,CC BY-SA 4.0,https://stackoverflow.com/questions/71981074/import-scss-file-dynamically-in-vue-js,Import scss file dynamically in vue js,,1666170332.0,,
25,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 24827134, 'reputation': 3, 'user_id': 18706769, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhP7XPZfjxq9jZrB7J_2xMcYF56durNKvu65Q0J=k-s256', 'display_name': 'Hyper 2109', 'link': 'https://stackoverflow.com/users/18706769/hyper-2109'}",True,286,1,0,1666051810,1649108641,71744070,CC BY-SA 4.0,https://stackoverflow.com/questions/71744070/reactjs-create-element-from-an-imported-element,ReactJS create element from an imported element,71744258.0,1666051810.0,,
26,"['css', 'tailwind-css']","{'account_id': 898132, 'reputation': 539, 'user_id': 934965, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/03697d22c18e2ea5dd3485fcdfa034d9?s=256&d=identicon&r=PG', 'display_name': 'web_la', 'link': 'https://stackoverflow.com/users/934965/web-la'}",False,977,1,0,1666021417,1649858905,71858927,CC BY-SA 4.0,https://stackoverflow.com/questions/71858927/how-can-i-keep-this-li-tag-on-one-line-with-tailwind-css,How can I keep this &lt;li&gt; tag on one line with tailwind/css,,1649859804.0,,
27,"['css', 'reactjs', 'react-native', 'z-index']","{'account_id': 6088416, 'reputation': 15, 'user_id': 4751581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c600695db9b1099d57fec0d591e835e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bartas139', 'link': 'https://stackoverflow.com/users/4751581/bartas139'}",True,328,1,0,1666019271,1651150798,72044129,CC BY-SA 4.0,https://stackoverflow.com/questions/72044129/react-components-z-index,React components z-index,73907921.0,,,
28,"['css', 'css-transitions', 'conic-gradients']","{'account_id': 8226139, 'reputation': 614, 'user_id': 6188400, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1d595a2d36d35ddf93487f711a01824e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Faire', 'link': 'https://stackoverflow.com/users/6188400/faire'}",True,138,1,2,1665833758,1649866561,71860699,CC BY-SA 4.0,https://stackoverflow.com/questions/71860699/is-there-any-way-to-animate-a-conic-gradient-in-css,Is there any way to animate a conic-gradient in CSS?,,,,
29,"['css', 'sass', 'next.js', 'css-selectors', 'css-modules']","{'account_id': 5470477, 'reputation': 1025, 'user_id': 4350008, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/qY7D6.jpg?s=256&g=1', 'display_name': 'Felipe C&#233;sar', 'link': 'https://stackoverflow.com/users/4350008/felipe-c%c3%a9sar'}",False,1182,1,0,1665740325,1649552023,71813001,CC BY-SA 4.0,https://stackoverflow.com/questions/71813001/how-to-make-composed-class-names-styles-with-sass-and-css-modules,How to make composed class names styles with SASS and CSS modules,,,,
30,"['javascript', 'html', 'jquery', 'css']","{'account_id': 24169888, 'reputation': 23, 'user_id': 18132107, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzSUUXkI_0MHRzYKMToKR12gG50LloNFW9srOVm=k-s256', 'display_name': 'Kam', 'link': 'https://stackoverflow.com/users/18132107/kam'}",True,1284,2,0,1665621158,1650580774,71961602,CC BY-SA 4.0,https://stackoverflow.com/questions/71961602/uncaught-typeerror-cannot-read-properties-of-null-reading-addeventlistener,Uncaught TypeError: Cannot read properties of null (reading &#39;addEventListener&#39;) when adding functionality to modal,71961745.0,1650581261.0,,
31,"['css', 'material-design']","{'account_id': 7232649, 'reputation': 53, 'user_id': 5518914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7b5745636f2f186a68c644a28ef0ec3?s=256&d=identicon&r=PG&f=1', 'display_name': 'ignition23', 'link': 'https://stackoverflow.com/users/5518914/ignition23'}",False,44,1,1,1665615186,1649651522,71822734,CC BY-SA 4.0,https://stackoverflow.com/questions/71822734/include-and-configure-mdc-theme-colors,Include and configure MDC theme colors,,1649663354.0,,
32,"['html', 'css', 'bootstrap-5']","{'account_id': 15701940, 'reputation': 21, 'user_id': 11329820, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-MyDuInc4f74/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfQg2ypOVN-BIWGkg5M_Mrima-rZw/mo/photo.jpg?sz=256', 'display_name': 'Leo', 'link': 'https://stackoverflow.com/users/11329820/leo'}",False,1814,3,2,1665613133,1649426899,71798488,CC BY-SA 4.0,https://stackoverflow.com/questions/71798488/bootstrap-5-table-equal-column-width,Bootstrap 5 table equal column width,,,,
33,"['javascript', 'css']","{'account_id': 17439480, 'reputation': 85, 'user_id': 12641851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69d1565e83e73b1e436017cf3497e202?s=256&d=identicon&r=PG&f=1', 'display_name': 'emptyfullstack', 'link': 'https://stackoverflow.com/users/12641851/emptyfullstack'}",False,42,0,0,1665520950,1649323022,71779456,CC BY-SA 4.0,https://stackoverflow.com/questions/71779456/how-to-get-the-node-of-a-nested-class-selector-in-csstrees-ast,How to get the node of a nested class/selector in CSSTree&#39;s AST?,,1665520950.0,,
34,"['html', 'css']","{'account_id': 15938974, 'reputation': 173, 'user_id': 11501306, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/659b7c6286a47d5a1d5c041791a228b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'USMC6072', 'link': 'https://stackoverflow.com/users/11501306/usmc6072'}",True,311,3,0,1665332408,1650406806,71931967,CC BY-SA 4.0,https://stackoverflow.com/questions/71931967/fieldset-has-no-border,&lt;fieldset&gt; has no border,71959439.0,1650561708.0,,
35,"['html', 'css', 'reactjs']","{'account_id': 10609195, 'reputation': 1199, 'user_id': 7813604, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/c05e209ba1c9aecc893a588b77b5d82f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kindred', 'link': 'https://stackoverflow.com/users/7813604/kindred'}",True,59,2,0,1665284528,1650599389,71963287,CC BY-SA 4.0,https://stackoverflow.com/questions/71963287/how-to-make-the-div-100vh-even-if-it-has-no-children,How to make the div 100vh even if it has no children?,71963337.0,1650612134.0,,
36,"['html', 'css', 'node.js', 'npm', 'tailwind-css']","{'account_id': 22691653, 'reputation': 11, 'user_id': 16860477, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgcslZDazHi2Wbpb3x_MaYTLh6WbACfb2-mMeWa=k-s256', 'display_name': 'KING KY', 'link': 'https://stackoverflow.com/users/16860477/king-ky'}",False,337,1,1,1665208300,1648888782,71716033,CC BY-SA 4.0,https://stackoverflow.com/questions/71716033/npm-run-build-in-tailwind-css-with-multiple-html-pages,npm run build in tailwind css with multiple html pages,,,,
37,"['css', 'image', 'next.js']","{'account_id': 10400593, 'reputation': 1675, 'user_id': 7669010, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Vsdcm.jpg?s=256&g=1', 'display_name': 'Ali Klein', 'link': 'https://stackoverflow.com/users/7669010/ali-klein'}",True,2267,2,3,1665172351,1649291964,71775069,CC BY-SA 4.0,https://stackoverflow.com/questions/71775069/how-to-size-images-by-height-and-auto-width-with-nextjs-image-component,How to size images by height and auto width with NextJS Image Component,71894802.0,1649310420.0,,
38,"['css', 'angular', 'ngfor']","{'account_id': 14035555, 'reputation': 1332, 'user_id': 11604252, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb643e8a0029140a5790891e0add29ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack23', 'link': 'https://stackoverflow.com/users/11604252/jack23'}",True,394,2,1,1664933181,1649154813,71750250,CC BY-SA 4.0,https://stackoverflow.com/questions/71750250/angular-display-ngfor-in-row-and-column,Angular - Display *ngFor in Row and Column,71750593.0,1664933181.0,,
39,"['javascript', 'css', 'reactjs', 'chakra-ui']","{'account_id': 14730774, 'reputation': 151, 'user_id': 14193082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84eb96e693356da2c21dc0c587053d35?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/14193082/anthony'}",False,517,0,0,1664902451,1649798922,71849336,CC BY-SA 4.0,https://stackoverflow.com/questions/71849336/how-do-you-move-a-tab-as-far-left-into-view-on-focus-with-horizontal-scrolling,How do you move a tab as far left into view on focus with horizontal scrolling?,,,,
40,"['css', 'asp.net-core', 'msbuild', 'blazor']","{'account_id': 10147058, 'reputation': 98, 'user_id': 7494888, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8eGXv.png?s=256&g=1', 'display_name': 'Sakura Isayeki', 'link': 'https://stackoverflow.com/users/7494888/sakura-isayeki'}",False,393,2,1,1664900602,1651182317,72050571,CC BY-SA 4.0,https://stackoverflow.com/questions/72050571/how-to-copy-blazor-css-isolation-file-to-wwwroot-folder-at-build,How to copy Blazor CSS Isolation file to wwwroot folder at build?,,,,
41,"['css', 'visual-studio-code']","{'account_id': 22820977, 'reputation': 77, 'user_id': 16970845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52e95b384520bf53730cc10fbb8a7e39?s=256&d=identicon&r=PG', 'display_name': 'Smile', 'link': 'https://stackoverflow.com/users/16970845/smile'}",False,137,1,1,1664846099,1651286166,72065282,CC BY-SA 4.0,https://stackoverflow.com/questions/72065282/sass-format-is-broken-when-i-type-border-radius-in-vscode,sass format is broken when I type border-radius in vscode,,1664846099.0,,
42,"['css', 'next.js', 'next-images']","{'account_id': 9207887, 'reputation': 1301, 'user_id': 8905843, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10154156758323725/picture?type=large', 'display_name': 'Clomez', 'link': 'https://stackoverflow.com/users/8905843/clomez'}",False,585,1,1,1664374904,1650442585,71936279,CC BY-SA 4.0,https://stackoverflow.com/questions/71936279/nextjs-image-fetching-huge-images-with-layout-fill,NextJS Image fetching huge images with layout=&#39;fill&#39;,,,,
43,"['html', 'css', 'resize', 'size', 'height']","{'account_id': 15290435, 'reputation': 7, 'user_id': 17891294, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Nj_tYZag2i4/AAAAAAAAAAI/AAAAAAAAC78/eh5Jn36Zrkg/photo.jpg?sz=256', 'display_name': 'sahil patel', 'link': 'https://stackoverflow.com/users/17891294/sahil-patel'}",True,35,1,1,1664125659,1650537173,71952980,CC BY-SA 4.0,https://stackoverflow.com/questions/71952980/i-want-to-make-div-for-class-black-which-doesnt-resize-on-resizing-browser,I want to make div for class &quot;BLACK&quot; which doesn&#39;t resize on resizing browser,,1664125659.0,,
44,"['javascript', 'css', 'reactjs', 'next.js']","{'account_id': 24161755, 'reputation': 158, 'user_id': 18125181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c852e653d0a39316f4163c2617e12a3?s=256&d=identicon&r=PG', 'display_name': 'JamesLiu', 'link': 'https://stackoverflow.com/users/18125181/jamesliu'}",True,3914,3,3,1664063167,1650535515,71952611,CC BY-SA 4.0,https://stackoverflow.com/questions/71952611/smooth-scrolling-when-clicking-an-anchor-link-on-react-next-js,Smooth scrolling when clicking an anchor link on react/next.js,71952681.0,,,
45,"['css', 'pdf-generation', 'chromium']","{'account_id': 67926, 'reputation': 115, 'user_id': 1485739, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/752d3c5fff06db43ae3664f02a7faf5d?s=256&d=identicon&r=PG', 'display_name': 'Dan Cooperstock', 'link': 'https://stackoverflow.com/users/1485739/dan-cooperstock'}",False,514,2,0,1663889430,1650576076,71961013,CC BY-SA 4.0,https://stackoverflow.com/questions/71961013/remove-chrome-header-and-footer-in-prints-with-multiple-pages,"Remove Chrome header and footer in prints, with multiple pages",,,,
46,"['javascript', 'php', 'html', 'jquery', 'css']","{'account_id': 7368803, 'reputation': 31, 'user_id': 5609700, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50206c3543504d416a61f9e131f0f97f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Okay', 'link': 'https://stackoverflow.com/users/5609700/okay'}",True,54,1,0,1663744794,1649094155,71741553,CC BY-SA 4.0,https://stackoverflow.com/questions/71741553/jquery-or-php-if-x-is-greater-than-y,jquery or php if X is greater than Y,71741616.0,1649094347.0,,
47,"['css', 'flexbox']","{'account_id': 189293, 'reputation': 5341, 'user_id': 428547, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9fb8073ac15824d33c99f49b6df00634?s=256&d=identicon&r=PG', 'display_name': 'kosnkov', 'link': 'https://stackoverflow.com/users/428547/kosnkov'}",True,140,2,-3,1663710236,1649774931,71844780,CC BY-SA 4.0,https://stackoverflow.com/questions/71844780/flex-center-first-column,Flex Center first column,,1663710236.0,,
48,"['html', 'css']","{'account_id': 24646098, 'reputation': 27, 'user_id': 18543753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/997141d840e13b5176337bdf3f501baa?s=256&d=identicon&r=PG', 'display_name': 'DrakoHyena', 'link': 'https://stackoverflow.com/users/18543753/drakohyena'}",True,129,2,0,1663707132,1650173052,71899497,CC BY-SA 4.0,https://stackoverflow.com/questions/71899497/how-to-remove-space-created-by-sticky-element,How to remove space created by sticky element,71915613.0,1650179997.0,,
