,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
10,"['javascript', 'jquery', 'html', 'css']","{'account_id': 14808427, 'reputation': 53, 'user_id': 10694757, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d34d14b4b49ebbaab1f683a542e6db9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Petra', 'link': 'https://stackoverflow.com/users/10694757/petra'}",True,746,56169377.0,2,0,1664177023,1558009862,56168633,CC BY-SA 4.0,https://stackoverflow.com/questions/56168633/how-to-hide-show-a-fixed-element-when-scrolling-some-sections-into-view-vertical,How to hide/show a fixed element when scrolling some sections into view vertically?,1664177023.0,,,,
11,"['html', 'css']","{'account_id': 16024323, 'reputation': 7, 'user_id': 11564992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8846f961df962ebb5150bf5445bd7231?s=256&d=identicon&r=PG&f=1', 'display_name': 'vdvd', 'link': 'https://stackoverflow.com/users/11564992/vdvd'}",True,1631,,3,-2,1664040363,1559011682,56334396,CC BY-SA 4.0,https://stackoverflow.com/questions/56334396/white-text-stand-out-in-the-grey-background,white text stand out in the grey background,1559121362.0,,,,
12,"['html', 'css', 'angular', 'frontend', 'shadow']","{'account_id': 12872220, 'reputation': 447, 'user_id': 9310248, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2579a166628727e019613e521c489e87?s=256&d=identicon&r=PG&f=1', 'display_name': 'krise', 'link': 'https://stackoverflow.com/users/9310248/krise'}",False,2490,,2,1,1663865219,1558682592,56287683,CC BY-SA 4.0,https://stackoverflow.com/questions/56287683/using-shadow-on-mat-card-in-angular,Using shadow on mat-card in angular,1558695134.0,,,,
13,"['html', 'css', 'fonts']","{'account_id': 14243549, 'reputation': 15807, 'user_id': 10289265, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-OkjkbQ2KiK4/AAAAAAAAAAI/AAAAAAAAAFA/idfc_x3sn3o/photo.jpg?sz=256', 'display_name': 'Hao Wu', 'link': 'https://stackoverflow.com/users/10289265/hao-wu'}",True,602,56354861.0,3,1,1663244329,1559109775,56354028,CC BY-SA 4.0,https://stackoverflow.com/questions/56354028/how-do-i-make-the-width-of-each-character-the-same,How do I make the width of each character the same?,1559110029.0,,,,
14,"['javascript', 'css', 'image', 'onload', 'onload-event']","{'user_type': 'does_not_exist', 'display_name': 'user985399'}",True,1261,56118681.0,2,0,1663168851,1557774392,56118483,CC BY-SA 4.0,https://stackoverflow.com/questions/56118483/how-to-run-a-function-when-css-stylesheet-finishes-loading,How to run a function when CSS stylesheet finishes loading,1663168851.0,,,,
15,"['html', 'css', 'bootstrap-4']","{'account_id': 13093383, 'reputation': 15, 'user_id': 9460049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/953df68bbd86cd30296ae4395ab96d1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'BND ', 'link': 'https://stackoverflow.com/users/9460049/bnd'}",True,1150,,1,-1,1663159598,1558168873,56197333,CC BY-SA 4.0,https://stackoverflow.com/questions/56197333/how-to-use-local-files-in-a-bootstrap-video-carousel,How to use local files in a bootstrap video carousel,,,,,
16,"['css', 'reactjs', 'image']","{'account_id': 15360677, 'reputation': 103, 'user_id': 11081649, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-byyPq4y_UsY/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNsO21qEqvKCjxyDYUnmExPxGem9w/mo/photo.jpg?sz=256', 'display_name': 'opposite-people', 'link': 'https://stackoverflow.com/users/11081649/opposite-people'}",True,40482,,8,8,1662469612,1557872304,56139366,CC BY-SA 4.0,https://stackoverflow.com/questions/56139366/how-to-center-an-image-in-reactjs-using-css,How to center an image in ReactJS using css,,,,,
17,"['html', 'css']","{'account_id': 7849167, 'reputation': 197, 'user_id': 5933167, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/205829ea2338135d66bf385d3e36bc5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'pankaj', 'link': 'https://stackoverflow.com/users/5933167/pankaj'}",False,852,,1,0,1662393481,1557295518,56034464,CC BY-SA 4.0,https://stackoverflow.com/questions/56034464/how-to-check-if-css-class-is-implemented-in-website-or-not,How to check if css class is implemented in website or not?,1557298474.0,,,,
18,"['css', 'radial-gradients']","{'account_id': 14596874, 'reputation': 31, 'user_id': 10542298, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jSyfPB6rAZA/AAAAAAAAAAI/AAAAAAAAAXM/Rq_PxQhpJjY/photo.jpg?sz=256', 'display_name': 'TheGridCoder', 'link': 'https://stackoverflow.com/users/10542298/thegridcoder'}",True,1774,,2,1,1662051236,1558952640,56324184,CC BY-SA 4.0,https://stackoverflow.com/questions/56324184/how-to-correctly-position-a-radial-gradient-background,How to correctly position a radial gradient background?,1558954691.0,,,,
19,"['php', 'html', 'css']","{'account_id': 10992239, 'reputation': 286, 'user_id': 8075762, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81390121cefb7757b202c6dcd8d0a773?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amanpreet Kaur', 'link': 'https://stackoverflow.com/users/8075762/amanpreet-kaur'}",True,748,56330814.0,2,2,1661917134,1558972984,56329304,CC BY-SA 4.0,https://stackoverflow.com/questions/56329304/loader-for-a-specific-section-in-html,Loader for a specific section in HTML,1661917134.0,,,,
20,"['jquery', 'html', 'css']","{'account_id': 933844, 'reputation': 5640, 'user_id': 963156, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/Nl3LD.jpg?s=256&g=1', 'display_name': 'Simon Kiely', 'link': 'https://stackoverflow.com/users/963156/simon-kiely'}",True,3347,56169293.0,3,2,1661842107,1558011512,56169179,CC BY-SA 4.0,https://stackoverflow.com/questions/56169179/how-to-change-text-size-with-slider,How to change text size with slider?,1558012475.0,,,,
21,"['javascript', 'css', 'animate-on-scroll']","{'user_type': 'does_not_exist', 'display_name': 'user11078680'}",False,272,,1,3,1661666687,1559310301,56396304,CC BY-SA 4.0,https://stackoverflow.com/questions/56396304/navbar-goes-out-when-i-add-animate-on-scroll-feature,Navbar goes out when I add animate on scroll feature,1559312063.0,,,,
22,"['css', 'bootstrap-4', 'flexbox', 'buttongroup']","{'account_id': 1723259, 'reputation': 7410, 'user_id': 1578500, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ac6f260f1c13cfd4f6968848a390bc86?s=256&d=identicon&r=PG', 'display_name': 'rahul', 'link': 'https://stackoverflow.com/users/1578500/rahul'}",False,501,,3,0,1661551059,1558010337,56168778,CC BY-SA 4.0,https://stackoverflow.com/questions/56168778/justified-nested-button-group-in-bootstrap-4,justified nested button group in bootstrap 4,1558012877.0,,,,
23,"['javascript', 'jquery', 'css', 'reactjs', 'twitter-bootstrap']","{'account_id': 11696581, 'reputation': 95, 'user_id': 8563116, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-an0gO1WKoIc/AAAAAAAAAAI/AAAAAAAAACE/eYSXQF9N2MA/photo.jpg?sz=256', 'display_name': 'Aditya Chopra', 'link': 'https://stackoverflow.com/users/8563116/aditya-chopra'}",True,11362,56214247.0,3,3,1661358074,1558263455,56207103,CC BY-SA 4.0,https://stackoverflow.com/questions/56207103/why-is-my-navbar-collapse-toggle-not-working-in-react,Why is my navbar collapse toggle not working in react,1558266227.0,,,,
24,"['css', 'styles', 'tailwind-css']","{'account_id': 9584327, 'reputation': 12625, 'user_id': 7117697, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0836fc019f47fa946b51c0bc6508cd8f?s=256&d=identicon&r=PG', 'display_name': 'Kenny Horna', 'link': 'https://stackoverflow.com/users/7117697/kenny-horna'}",True,2253,56181863.0,3,-1,1661349551,1558024421,56173018,CC BY-SA 4.0,https://stackoverflow.com/questions/56173018/how-to-position-an-element-to-use-the-remaining-space-of-the-screen-without-over,How to position an element to use the remaining space of the screen without overflowing it [TailwindCSS],1558025444.0,,,,
25,"['html', 'css', 'css-animations']","{'account_id': 3176300, 'reputation': 1924, 'user_id': 2684075, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d23da8016286715b1cce3fef79e11675?s=256&d=identicon&r=PG&f=1', 'display_name': 'jchi2241', 'link': 'https://stackoverflow.com/users/2684075/jchi2241'}",True,1246,,2,2,1660754493,1558495119,56248844,CC BY-SA 4.0,https://stackoverflow.com/questions/56248844/why-does-an-element-still-take-up-space-even-when-height-is-0,Why does an element still take up space even when height is 0?,,,,,
26,"['javascript', 'html', 'css']","{'account_id': 15914719, 'reputation': 31, 'user_id': 11483671, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-GhSdWNMNkds/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcN0YhOgHC4fYAmAUVSOd5CAzm6jQ/mo/photo.jpg?sz=256', 'display_name': 'Gabrielle Lucies-Yantis', 'link': 'https://stackoverflow.com/users/11483671/gabrielle-lucies-yantis'}",True,1720,,6,3,1660548127,1557622868,56095429,CC BY-SA 4.0,https://stackoverflow.com/questions/56095429/how-do-i-add-a-counter-to-show-how-many-times-a-div-element-has-been-clicked,How do I add a counter to show how many times a div element has been clicked?,,,,,
27,"['css', 'angular', 'angular-material', 'textarea']","{'account_id': 4381746, 'reputation': 965, 'user_id': 3573210, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/9f3699169f3f8443beb8b4722c7a6068?s=256&d=identicon&r=PG', 'display_name': 'gkucmierz', 'link': 'https://stackoverflow.com/users/3573210/gkucmierz'}",False,891,,2,-8,1660326460,1558303855,56212407,CC BY-SA 4.0,https://stackoverflow.com/questions/56212407/angular-material-textarea-stretch-height,Angular material textarea (stretch height),1578885027.0,,,,
28,"['javascript', 'jquery', 'css', 'daterangepicker']","{'account_id': 10655252, 'reputation': 320, 'user_id': 7844963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/897150890740fc1e7ea8b2398d8981fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'GameChanger', 'link': 'https://stackoverflow.com/users/7844963/gamechanger'}",False,493,,1,0,1660288671,1558626459,56278868,CC BY-SA 4.0,https://stackoverflow.com/questions/56278868/how-to-style-css-for-js-daterangepicker-after-start-date-and-end-date-is-selecte,how to style CSS for Js daterangepicker after start date and end date is selected?,1558707338.0,,,,
29,"['javascript', 'jquery', 'css', 'owl-carousel-2']","{'account_id': 12311290, 'reputation': 443, 'user_id': 9134744, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7d5c4002f7762b616886c9d4c08fe5fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'kores59', 'link': 'https://stackoverflow.com/users/9134744/kores59'}",True,1462,56164179.0,1,3,1660170114,1557989621,56162467,CC BY-SA 4.0,https://stackoverflow.com/questions/56162467/owlcarousel2-animated-dots-onchange,OwlCarousel2 animated dots onChange,1660170114.0,,,,
30,"['css', 'css-position', 'sticky']","{'user_type': 'does_not_exist', 'display_name': 'user11445960'}",True,13229,,3,15,1660082144,1556870820,55965662,CC BY-SA 4.0,https://stackoverflow.com/questions/55965662/if-you-specify-bottom-0-for-position-sticky-why-is-it-doing-something-diffe,"If you specify `bottom: 0` for position: sticky, why is it doing something different from the specs?",1660082144.0,,,,
31,"['html', 'css']","{'account_id': 15103062, 'reputation': 59, 'user_id': 10899523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3b798d3a762d863f78dc1811242446c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marc_78', 'link': 'https://stackoverflow.com/users/10899523/marc-78'}",True,172,56191097.0,2,1,1660077328,1558113696,56190975,CC BY-SA 4.0,https://stackoverflow.com/questions/56190975/changing-a-second-class-on-hover-class-one,Changing a second class on hover class one,1660077328.0,,,,
32,"['javascript', 'css', 'typescript']","{'account_id': 13653788, 'reputation': 1830, 'user_id': 9850902, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WooeI.png?s=256&g=1', 'display_name': 'GJCode', 'link': 'https://stackoverflow.com/users/9850902/gjcode'}",False,51,,0,0,1660067007,1558360926,56222569,CC BY-SA 4.0,https://stackoverflow.com/questions/56222569/merge-two-css-classes-taking-grid-from-one-framework-and-style-from-another-one,merge two CSS classes taking grid from one framework and style from another one,1660067007.0,,,,
33,"['css', 'html', 'google-chrome', 'svg']","{'account_id': 9134622, 'reputation': 3080, 'user_id': 6794772, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/2d8db2b0d48b6e1b25657fda9ec4ae02?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dellowar', 'link': 'https://stackoverflow.com/users/6794772/dellowar'}",False,135,,1,1,1659824849,1557036139,55989257,CC BY-SA 4.0,https://stackoverflow.com/questions/55989257/svg-animated-background-stops-about-half-way-scrolled-down,SVG animated background stops about half way scrolled down,,,,,
34,"['javascript', 'html', 'css', 'slider', 'swiper.js']","{'account_id': 15931247, 'reputation': 41, 'user_id': 11495510, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-hV6NqKooK9s/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reF8xSmuYhZ1XtW3CzgzCsauY-4og/mo/photo.jpg?sz=256', 'display_name': 'JJL', 'link': 'https://stackoverflow.com/users/11495510/jjl'}",False,9125,,1,1,1658862400,1557889552,56141228,CC BY-SA 4.0,https://stackoverflow.com/questions/56141228/swiper-slider-how-to-make-images-smaller-but-still-cover-the-whole-window,Swiper slider: how to make images smaller but still cover the whole window?,1557889937.0,,,,
35,"['html', 'css', 'reactjs']","{'account_id': 15767920, 'reputation': 78, 'user_id': 11377732, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MGY5D.png?s=256&g=1', 'display_name': 'Ragnar', 'link': 'https://stackoverflow.com/users/11377732/ragnar'}",False,1075,,2,0,1658855515,1558086745,56183932,CC BY-SA 4.0,https://stackoverflow.com/questions/56183932/how-to-fix-defaultvalue-of-select-when-using-map-to-get-options,How to fix defaultValue of select when using &quot;.map&quot; to get options?,1558087274.0,,,,
36,"['java', 'css', 'selenium', 'css-selectors', 'shadow-dom']","{'account_id': 10049107, 'reputation': 165615, 'user_id': 7429447, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/w4d7E.png?s=256&g=1', 'display_name': 'undetected Selenium', 'link': 'https://stackoverflow.com/users/7429447/undetected-selenium'}",True,35505,56381495.0,4,16,1658731734,1559226054,56380091,CC BY-SA 4.0,https://stackoverflow.com/questions/56380091/how-to-interact-with-the-elements-within-shadow-root-open-while-clearing-brow,How to interact with the elements within #shadow-root (open) while Clearing Browsing Data of Chrome Browser using cssSelector,1586052789.0,,,,
37,"['css', 'css-variables', 'svelte']","{'account_id': 1842834, 'reputation': 646, 'user_id': 1671897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/871c5e1abab9458c03efbc1627e38e2b?s=256&d=identicon&r=PG', 'display_name': 'frank3stein', 'link': 'https://stackoverflow.com/users/1671897/frank3stein'}",True,22626,56083665.0,2,16,1658146856,1557515494,56083580,CC BY-SA 4.0,https://stackoverflow.com/questions/56083580/svelte-is-there-a-way-to-make-global-css-variables-in-scope-of-svelte-component,Svelte: Is there a way to make global css variables in scope of svelte components?,,,,,
38,"['css', '.net-core', 'razor-pages']","{'account_id': 13642743, 'reputation': 411, 'user_id': 9842448, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156288291747970/picture?type=large', 'display_name': 'Kjell Derous', 'link': 'https://stackoverflow.com/users/9842448/kjell-derous'}",True,896,,2,7,1658082206,1556900993,55973872,CC BY-SA 4.0,https://stackoverflow.com/questions/55973872/how-can-i-add-a-css-class-to-an-input-element-when-my-modelstate-is-invalid,How can I add a CSS class to an input element when my modelstate is invalid?,1632344445.0,,,,
39,"['css', 'angular', 'angular6', 'angular-material-7']","{'account_id': 10092777, 'reputation': 153, 'user_id': 7459215, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de3ced8c430f77ccf9d0cde57eca27c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'adarsh', 'link': 'https://stackoverflow.com/users/7459215/adarsh'}",True,7209,57041918.0,4,5,1658010399,1557516706,56083815,CC BY-SA 4.0,https://stackoverflow.com/questions/56083815/how-to-refresh-mat-calendar-after-changing-the-background-of-highlighted-dates,How to refresh mat-calendar after changing the background of highlighted dates,1557771865.0,,,,
40,"['javascript', 'css', 'animation', 'vue.js']","{'account_id': 5073175, 'reputation': 164, 'user_id': 4071382, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/F2am7.jpg?s=256&g=1', 'display_name': 'Стас Пишевский', 'link': 'https://stackoverflow.com/users/4071382/%d0%a1%d1%82%d0%b0%d1%81-%d0%9f%d0%b8%d1%88%d0%b5%d0%b2%d1%81%d0%ba%d0%b8%d0%b9'}",True,252,56207312.0,1,1,1657935268,1558260168,56206720,CC BY-SA 4.0,https://stackoverflow.com/questions/56206720/create-own-vue-transition-group-animation-with-css-and-jquery,Create own Vue &lt;transition-group&gt; animation with CSS and jQuery,1558270656.0,,,,
41,"['html', 'css']","{'account_id': 13664365, 'reputation': 123, 'user_id': 9858624, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-FITNMDVIRyA/AAAAAAAAAAI/AAAAAAAAA-w/pz23gErrc0I/photo.jpg?sz=256', 'display_name': 'Roshan Yadav', 'link': 'https://stackoverflow.com/users/9858624/roshan-yadav'}",True,7526,,5,3,1657930826,1556867649,55964910,CC BY-SA 4.0,https://stackoverflow.com/questions/55964910/how-to-force-select-dropdown-to-expand-downwards,How to force select dropdown to expand downwards,1557028466.0,,,,
42,"['css', 'laravel', 'vue.js']","{'account_id': 15695502, 'reputation': 1, 'user_id': 11325211, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PspSx.jpg?s=256&g=1', 'display_name': 'Dai Zheng', 'link': 'https://stackoverflow.com/users/11325211/dai-zheng'}",False,139,,1,0,1657763322,1559104733,56353197,CC BY-SA 4.0,https://stackoverflow.com/questions/56353197/laravel-vue-warning-issue,Laravel &amp; Vue warning issue,1657763322.0,,,,
43,"['html', 'css', 'twitter-bootstrap']","{'account_id': 14389596, 'reputation': 603, 'user_id': 10394551, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dz1Br.jpg?s=256&g=1', 'display_name': 'Button Press', 'link': 'https://stackoverflow.com/users/10394551/button-press'}",True,2785,56034533.0,2,1,1657526380,1557294973,56034370,CC BY-SA 4.0,https://stackoverflow.com/questions/56034370/sticky-buttons-to-the-side-of-a-website-not-moving,Sticky buttons to the side of a website (not moving),1557297933.0,,,,
44,"['javascript', 'css', 'laravel']","{'account_id': 12858969, 'reputation': 39, 'user_id': 9301385, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-TVnEMHYjGKs/AAAAAAAAAAI/AAAAAAAAAMY/a1UYeOgX2Go/photo.jpg?sz=256', 'display_name': 'Sagar Ambade', 'link': 'https://stackoverflow.com/users/9301385/sagar-ambade'}",True,196,55947532.0,3,0,1657355331,1556781637,55947454,CC BY-SA 4.0,https://stackoverflow.com/questions/55947454/if-value-is-user-experience-add-class-active-on-label-laravel-or-javasc,if value is &#39;{{user-&gt;experience}}&#39; add class &#39;active&#39; on label laravel or javascript,1657355331.0,,,,
45,"['javascript', 'html', 'css', 'laravel', 'vue.js']","{'account_id': 15881047, 'reputation': 85, 'user_id': 11458797, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d86ac4eb3f0bcb912a302e591420488d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bastos', 'link': 'https://stackoverflow.com/users/11458797/bastos'}",True,19233,56018317.0,3,4,1657352229,1557214908,56017776,CC BY-SA 4.0,https://stackoverflow.com/questions/56017776/how-can-i-get-a-input-required-with-vuejs,How can I get a input required with vuejs,,,,,
46,"['css', 'ionic4', 'shadow-dom']","{'account_id': 6452456, 'reputation': 7496, 'user_id': 5218360, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/rFIHY.jpg?s=256&g=1', 'display_name': 'Mohan Gopi', 'link': 'https://stackoverflow.com/users/5218360/mohan-gopi'}",True,7911,56219947.0,9,3,1657229608,1558346037,56218427,CC BY-SA 4.0,https://stackoverflow.com/questions/56218427/ionic-4-text-wrap-on-ion-select-option,ionic-4 Text-wrap on ion-select-option,,,,,
47,"['html', 'css', 'flask', 'jinja2']","{'account_id': 5463117, 'reputation': 1605, 'user_id': 4344586, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/KHoC1.jpg?s=256&g=1', 'display_name': 'Frank AK', 'link': 'https://stackoverflow.com/users/4344586/frank-ak'}",True,1452,56035270.0,1,1,1656939054,1557288958,56033452,CC BY-SA 4.0,https://stackoverflow.com/questions/56033452/how-to-set-background-image-dynamically-in-jinja2,How to set background image dynamically in Jinja2?,,,,,
