,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,locked_date
31,"['javascript', 'html', 'css']","{'account_id': 391038, 'reputation': 927, 'user_id': 751483, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8d7493abbd6192771caf1b50e65381de?s=256&d=identicon&r=PG', 'display_name': 'Jane', 'link': 'https://stackoverflow.com/users/751483/jane'}",True,34113,,7,3,1659454473,1347028955,1347091740.0,12320329,CC BY-SA 3.0,https://stackoverflow.com/questions/12320329/document-getelementbyid-style-backgroundimage-not-working,document.getElementById.style.backgroundImage not working,,,,,
32,"['html', 'css']","{'account_id': 82736, 'reputation': 4424, 'user_id': 232394, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a034a201818657b2689328c2fd5903e5?s=256&d=identicon&r=PG', 'display_name': 'Michael Z', 'link': 'https://stackoverflow.com/users/232394/michael-z'}",True,11267,12471525.0,3,50,1658928887,1347922512,1347940435.0,12468176,CC BY-SA 3.0,https://stackoverflow.com/questions/12468176/what-is-a-non-replaced-inline-element,what is a non-replaced inline element?,,,1658929769.0,,
33,"['css', 'border']","{'account_id': 371094, 'reputation': 16936, 'user_id': 719427, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/7b7690d4de079ea9f3c51eac3b06d95d?s=256&d=identicon&r=PG', 'display_name': 'ReynierPM', 'link': 'https://stackoverflow.com/users/719427/reynierpm'}",True,21279,12428285.0,4,8,1658415058,1347639129,1622634541.0,12428259,CC BY-SA 4.0,https://stackoverflow.com/questions/12428259/how-to-prevent-double-border-in-tr-td-element,How to prevent double border in tr &gt; td element,,,,,
34,"['html', 'css', 'internet-explorer-8', 'twitter-bootstrap']","{'account_id': 1191963, 'reputation': 139, 'user_id': 1164519, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f9da65605783a6d70023d7b3d1bdcf7f?s=256&d=identicon&r=PG', 'display_name': 'Viktor', 'link': 'https://stackoverflow.com/users/1164519/viktor'}",True,8968,12460533.0,2,0,1657685100,1347888301,1347891178.0,12460190,,https://stackoverflow.com/questions/12460190/bootstrap-navbar-does-not-show-in-ie8,Bootstrap NavBar does not show in IE8,1657688799.0,Not suitable for this site,1657685486.0,,
35,"['html', 'css', 'centering']","{'account_id': 244686, 'reputation': 6354, 'user_id': 517676, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/rNOAD.jpg?s=256&g=1', 'display_name': 'savinger', 'link': 'https://stackoverflow.com/users/517676/savinger'}",True,332706,12417336.0,15,150,1657473558,1347575175,1470922366.0,12415661,CC BY-SA 3.0,https://stackoverflow.com/questions/12415661/using-marginauto-to-vertically-align-a-div,Using margin:auto to vertically-align a div,,,,,
36,"['css', 'xhtml', 'primefaces']","{'account_id': 1823767, 'reputation': 3104, 'user_id': 1657164, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a8fd4f55bd9277f54393fc0c7703fee2?s=256&d=identicon&r=PG', 'display_name': 'Amira', 'link': 'https://stackoverflow.com/users/1657164/amira'}",True,583,,3,0,1656958826,1348646443,,12597147,CC BY-SA 3.0,https://stackoverflow.com/questions/12597147/excluding-a-component-from-css-styling,Excluding a component from css styling,,,,,
37,"['css', 'checkbox', 'radio-button', 'styles']","{'account_id': 1346254, 'reputation': 1269, 'user_id': 1286941, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1f23cda428adf2559c13c0922afd5264?s=256&d=identicon&r=PG', 'display_name': 'Airton Gomes de Lima', 'link': 'https://stackoverflow.com/users/1286941/airton-gomes-de-lima'}",True,4414,12268142.0,2,3,1656782181,1346777306,1656782181.0,12267963,CC BY-SA 4.0,https://stackoverflow.com/questions/12267963/checkbox-and-radio-styled-with-images-on-css-works-only-in-chrome,Checkbox and radio styled with images on css works only in Chrome,,,,,
38,"['html', 'css', 'background', 'radio-button']","{'account_id': 1828157, 'reputation': 39, 'user_id': 1660344, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/9f8e06004f3148a4303265eef3bf187f?s=256&d=identicon&r=PG', 'display_name': 'user1660344', 'link': 'https://stackoverflow.com/users/1660344/user1660344'}",True,4444,12438119.0,3,0,1656778796,1347712135,1656778796.0,12437381,CC BY-SA 4.0,https://stackoverflow.com/questions/12437381/radio-button-change-css-when-clicked,Radio button change css when clicked,,,,,
39,"['css', 'forms', 'button']","{'account_id': 1379448, 'reputation': 5229, 'user_id': 1312785, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/z8Ety.png?s=256&g=1', 'display_name': 'Aessandro', 'link': 'https://stackoverflow.com/users/1312785/aessandro'}",True,2514,12262749.0,2,0,1656345211,1346758579,1656345211.0,12262670,CC BY-SA 4.0,https://stackoverflow.com/questions/12262670/styling-a-button-and-anchor-tag-with-the-same-css-properties-not-working,Styling a button and anchor tag with the same css properties not working,,,,,
40,"['jquery', 'html', 'css']","{'account_id': 1055851, 'reputation': 3130, 'user_id': 1058584, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/54d2091353ad0b7ada8597f45d25c6fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'sgerbhctim', 'link': 'https://stackoverflow.com/users/1058584/sgerbhctim'}",True,9413,12450399.0,4,1,1656227793,1347826648,,12450383,CC BY-SA 3.0,https://stackoverflow.com/questions/12450383/how-do-you-make-text-change-every-second,how do you make text change every __ second?,,,,,
41,"['javascript', 'html', 'css', 'dom-events']","{'account_id': 50734, 'reputation': 24657, 'user_id': 151382, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/c02a0b87f6684312a64c117d22deed3c?s=256&d=identicon&r=PG', 'display_name': 'Stephen Watkins', 'link': 'https://stackoverflow.com/users/151382/stephen-watkins'}",True,914,12644394.0,1,2,1655152271,1348851425,1655152271.0,12644271,CC BY-SA 4.0,https://stackoverflow.com/questions/12644271/how-can-i-interact-with-dom-elements-under-an-html-element-that-has-a-background,How can I interact with DOM elements under an HTML element that has a background?,,,,,
42,"['javascript', 'html', 'css', 'dom-events']","{'account_id': 416369, 'reputation': 15761, 'user_id': 791713, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/1d51e358999bd31439d3810486942e9b?s=256&d=identicon&r=PG', 'display_name': 'Niklas R', 'link': 'https://stackoverflow.com/users/791713/niklas-r'}",True,693,12659867.0,1,0,1655152200,1348993515,1655152200.0,12659809,,https://stackoverflow.com/questions/12659809/css-box-shadow-above-children-but-keep-interaction,"CSS box-shadow above children, but keep interaction",1549645974.0,Duplicate,,,
43,"['css', 'facebook']","{'user_type': 'does_not_exist', 'display_name': 'user1322720'}",True,712,12624213.0,1,0,1655089880,1348737039,,12617875,CC BY-SA 3.0,https://stackoverflow.com/questions/12617875/facebook-custom-style-visibility-hidden-works-display-none-doesnt,"Facebook custom style: visibility hidden works, display none doesn&#39;t",,,,,
44,"['css', 'audio', 'tumblr', 'posts']","{'account_id': 1885176, 'reputation': 11, 'user_id': 1704534, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3bdc09c46f3b47d49f027db5e132092?s=256&d=identicon&r=PG', 'display_name': 'Smash Howard', 'link': 'https://stackoverflow.com/users/1704534/smash-howard'}",False,7197,,1,1,1654992310,1348778115,,12629622,CC BY-SA 3.0,https://stackoverflow.com/questions/12629622/creating-a-tumblr-theme-audio-posts-dont-show-on-blog,creating a tumblr theme - audio posts don&#39;t show on blog,,,,,
45,"['javascript', 'html', 'jquery', 'css', 'jquery-events']","{'account_id': 1127641, 'reputation': 1851, 'user_id': 1114508, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/89dbe93e3071f748427842ab80a12d21?s=256&d=identicon&r=PG', 'display_name': 'Some Body', 'link': 'https://stackoverflow.com/users/1114508/some-body'}",True,104,12545210.0,3,0,1654775815,1348328373,1654775815.0,12545187,CC BY-SA 4.0,https://stackoverflow.com/questions/12545187/button-not-toggling-in-jquery,Button not toggling in jQuery,,,,,
46,['css'],"{'account_id': 270374, 'reputation': 4181, 'user_id': 560291, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/9e63f538df9929fdc74e0cd3379a16c5?s=256&d=identicon&r=PG', 'display_name': 'colmtuite', 'link': 'https://stackoverflow.com/users/560291/colmtuite'}",True,124487,12224347.0,16,96,1654712029,1346464801,,12224320,CC BY-SA 3.0,https://stackoverflow.com/questions/12224320/defined-edges-with-css3-filter-blur,Defined Edges With CSS3 Filter Blur,,,,,
47,"['line', 'typography', 'css']","{'account_id': 388228, 'reputation': 35290, 'user_id': 747024, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/9wB4E.jpg?s=256&g=1', 'display_name': 'ilyo', 'link': 'https://stackoverflow.com/users/747024/ilyo'}",True,10582,12303323.0,6,24,1654680173,1346944404,,12303169,CC BY-SA 3.0,https://stackoverflow.com/questions/12303169/line-height-without-units,Line-height without units,,,,,
48,"['css', 'pseudo-element']","{'account_id': 1586221, 'reputation': 1108, 'user_id': 1470512, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1b43e08055a65fa3f5004b50100d41a6?s=256&d=identicon&r=PG', 'display_name': 'iabw', 'link': 'https://stackoverflow.com/users/1470512/iabw'}",True,26543,12361291.0,4,11,1653720703,1347323627,1347397353.0,12361244,CC BY-SA 3.0,https://stackoverflow.com/questions/12361244/css-hover-pseudo-class-not-working,css :hover pseudo-class not working,,,,,
