,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,locked_date
10,"['php', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user1364958'}",False,8070,,2,0,1665187806,1335755587,1335839975.0,10378072,CC BY-SA 3.0,https://stackoverflow.com/questions/10378072/how-to-make-the-table-scrollable-with-fixed-header-and-the-table-content-from-my,how to make the table scrollable with fixed header and the table content from mysql,,,,,
11,"['css', 'css-transitions']","{'account_id': 31831, 'reputation': 21570, 'user_id': 87739, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/6fe43e0038cf0e5579b549d417d4f3ec?s=256&d=identicon&r=PG', 'display_name': 'wheresrhys', 'link': 'https://stackoverflow.com/users/87739/wheresrhys'}",True,58416,,8,25,1664922928,1334743570,1335529349.0,10207176,CC BY-SA 3.0,https://stackoverflow.com/questions/10207176/showing-hiding-table-rows-with-css3-transitions,Showing/hiding table rows with css3 transitions,,,,,
12,"['css', 'pseudo-element']","{'account_id': 301272, 'reputation': 10325, 'user_id': 608886, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/xNnxg.jpg?s=256&g=1', 'display_name': 'Silviu-Marian', 'link': 'https://stackoverflow.com/users/608886/silviu-marian'}",True,257,10066979.0,2,1,1664745966,1333922633,1664745825.0,10066944,CC BY-SA 4.0,https://stackoverflow.com/questions/10066944/missing-a-css3-property-what-is-it,Missing a CSS3 property. What is it?,,,,,
13,"['css', 'positioning']","{'account_id': 1134589, 'reputation': 2145, 'user_id': 1119918, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0dbd53489280363a85a34eab40547734?s=256&d=identicon&r=PG', 'display_name': 'loriensleafs', 'link': 'https://stackoverflow.com/users/1119918/loriensleafs'}",True,345856,,6,72,1664567881,1333985198,1664567881.0,10075524,CC BY-SA 4.0,https://stackoverflow.com/questions/10075524/sizing-and-positioning-elements-based-on-window-width,Sizing and positioning elements based on window width,,,,,
14,"['css', 'width', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user818700'}",True,20486,10085589.0,3,15,1663957904,1334047287,,10085557,CC BY-SA 3.0,https://stackoverflow.com/questions/10085557/set-percentage-width-for-span-element,Set percentage width for span element,,,,,
15,['css'],"{'account_id': 1031275, 'reputation': 933, 'user_id': 1039551, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/cb090749b1160e5bb9818f6d1aaa1cff?s=256&d=identicon&r=PG', 'display_name': 'dstonek', 'link': 'https://stackoverflow.com/users/1039551/dstonek'}",True,4666,10044681.0,2,5,1662910767,1333720878,,10044574,CC BY-SA 3.0,https://stackoverflow.com/questions/10044574/css-font-weight-options,CSS font-weight options,,,,,
16,"['html', 'css', 'wordpress', 'xhtml']","{'account_id': 137437, 'reputation': 517, 'user_id': 1069384, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e533e57b2a36b856286f75511adfce35?s=256&d=identicon&r=PG', 'display_name': 'Mark R', 'link': 'https://stackoverflow.com/users/1069384/mark-r'}",True,140368,10270112.0,4,27,1662468899,1335114326,1335466094.0,10270075,CC BY-SA 3.0,https://stackoverflow.com/questions/10270075/image-height-and-width-not-working,Image height and width not working?,,,,,
17,"['html', 'css']","{'account_id': 1435595, 'reputation': 39, 'user_id': 1357063, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2e38ed93e13d90376f7c69956861e437?s=256&d=identicon&r=PG', 'display_name': 'user1357063', 'link': 'https://stackoverflow.com/users/1357063/user1357063'}",False,10885,,4,0,1662120120,1335382154,1335383929.0,10322452,CC BY-SA 3.0,https://stackoverflow.com/questions/10322452/aligning-an-img-left-in-a-div-tag,Aligning an img left in a div tag?,,,,,
18,['css'],"{'account_id': 234765, 'reputation': 6956, 'user_id': 501134, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/715d8ee0feda3cb1575e8346f4d9cdc3?s=256&d=identicon&r=PG', 'display_name': 'mrdaliri', 'link': 'https://stackoverflow.com/users/501134/mrdaliri'}",True,798,,3,0,1662040953,1333557825,1662040953.0,10015633,CC BY-SA 4.0,https://stackoverflow.com/questions/10015633/how-can-i-prevent-a-css-reset-from-affecting-specific-content,How can I prevent a CSS reset from affecting specific content?,,,,,
19,['css'],"{'account_id': 938073, 'reputation': 10207, 'user_id': 966638, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/31d781a78c971a09e39006c8d8cec138?s=256&d=identicon&r=PG', 'display_name': 'petko_stankoski', 'link': 'https://stackoverflow.com/users/966638/petko-stankoski'}",True,196584,10052952.0,4,36,1661920495,1333786668,1661920495.0,10052922,CC BY-SA 4.0,https://stackoverflow.com/questions/10052922/set-space-between-divs,Set space between divs,,,,,
20,"['css', 'font-size']","{'account_id': 13545, 'reputation': 31533, 'user_id': 27305, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/174ac998689321daaa7cfecf910522e4?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/27305/john'}",True,2159,10002031.0,3,5,1661876474,1333489867,1661876474.0,10001941,CC BY-SA 4.0,https://stackoverflow.com/questions/10001941/be-careful-with-css-em-units-when-taking-advantage-of-rules-of-specificity,Be careful with CSS em units when taking advantage of rules of specificity?,,,,,
21,"['css', 'twitter-bootstrap']","{'account_id': 481379, 'reputation': 48044, 'user_id': 895174, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/78e344ec038d09a26a4380d8f23de6ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'itsme', 'link': 'https://stackoverflow.com/users/895174/itsme'}",True,805554,14429880.0,21,508,1661688311,1334048026,1384951419.0,10085723,CC BY-SA 3.0,https://stackoverflow.com/questions/10085723/twitter-bootstrap-add-top-space-between-rows,Twitter Bootstrap - add top space between rows,1545280970.0,,,,
22,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user1316418'}",True,383612,10037064.0,18,319,1661184388,1333665421,1398152139.0,10036977,CC BY-SA 3.0,https://stackoverflow.com/questions/10036977/best-way-to-include-css-why-use-import,Best way to include CSS? Why use @import?,1475214388.0,,,,
23,"['android', 'html', 'css', 'android-layout', 'webview']","{'account_id': 1208487, 'reputation': 131, 'user_id': 1177492, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/edb589f461654f24b37082ba3fb97fea?s=256&d=identicon&r=PG', 'display_name': 'soumyajit das', 'link': 'https://stackoverflow.com/users/1177492/soumyajit-das'}",False,8899,,2,4,1660950070,1335168106,,10276904,CC BY-SA 3.0,https://stackoverflow.com/questions/10276904/scrollable-content-inside-an-html-does-not-scroll-in-android-emulator-or-phone,Scrollable content inside an HTML does not scroll in android emulator or phone,,,,,
24,"['css', 'font-size']","{'account_id': 75110, 'reputation': 6063, 'user_id': 215541, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/b9eb4eeb94f8860a39448789674d03dc?s=256&d=identicon&r=PG', 'display_name': 'StevieB', 'link': 'https://stackoverflow.com/users/215541/stevieb'}",True,5553,10093719.0,3,1,1660759828,1334079617,1660759828.0,10093688,CC BY-SA 4.0,https://stackoverflow.com/questions/10093688/css-font-size-5-increments,CSS Font Size .5 Increments,,,,,
25,"['scroll', 'overflow', 'css']","{'account_id': 394762, 'reputation': 2015, 'user_id': 757376, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/gSRe8.png?s=256&g=1', 'display_name': 'lightningmanic', 'link': 'https://stackoverflow.com/users/757376/lightningmanic'}",True,40077,10251811.0,9,19,1660312367,1334945717,,10251369,CC BY-SA 3.0,https://stackoverflow.com/questions/10251369/css-max-height-and-overflow-auto-always-displays-vertical-scroll,CSS max-height and overflow auto always displays vertical scroll,,,,,
26,"['javascript', 'jquery', 'html', 'css']","{'account_id': 130463, 'reputation': 6217, 'user_id': 329755, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/d418db6d2c3ed16cc4fdb8218a0de36d?s=256&d=identicon&r=PG', 'display_name': 'Ankit', 'link': 'https://stackoverflow.com/users/329755/ankit'}",True,549979,10276157.0,16,315,1660233627,1335164539,1660233627.0,10276133,CC BY-SA 4.0,https://stackoverflow.com/questions/10276133/how-to-disable-html-links,How to disable HTML links,1474280580.0,,,,
27,"['css', 'webkit']","{'account_id': 1408441, 'reputation': 93, 'user_id': 1335537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c86bca0b4ecf60fe233011f5db8f91eb?s=256&d=identicon&r=PG', 'display_name': 'cjmabry', 'link': 'https://stackoverflow.com/users/1335537/cjmabry'}",True,17922,10169020.0,3,8,1659611591,1334553289,1442607101.0,10169006,CC BY-SA 3.0,https://stackoverflow.com/questions/10169006/how-do-i-make-an-image-have-padding-while-keeping-the-webkit-box-shadow,How do I make an image have padding while keeping the webkit-box-shadow?,,,,,
28,"['css', 'nginx', 'mime']","{'account_id': 135066, 'reputation': 2149, 'user_id': 337620, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/792fb94585e7c5031f9afc807ea660ef?s=256&d=identicon&r=PG', 'display_name': 'user337620', 'link': 'https://stackoverflow.com/users/337620/user337620'}",True,195915,10111608.0,15,108,1658906618,1333984242,1463945658.0,10075304,CC BY-SA 3.0,https://stackoverflow.com/questions/10075304/nginx-fails-to-load-css-files,Nginx fails to load css files,,,,,
29,"['html', 'css']","{'account_id': 398078, 'reputation': 296, 'user_id': 762562, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bd36316dc5b1698c424cc97cc8179b23?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yashman Gupta', 'link': 'https://stackoverflow.com/users/762562/yashman-gupta'}",True,21488,10070718.0,2,3,1658849169,1333959395,1658849169.0,10070621,CC BY-SA 4.0,https://stackoverflow.com/questions/10070621/html-button-tag-style-on-hover,HTML Button Tag Style On Hover,,,,,
30,"['css', 'twitter-bootstrap']","{'account_id': 481379, 'reputation': 48044, 'user_id': 895174, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/78e344ec038d09a26a4380d8f23de6ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'itsme', 'link': 'https://stackoverflow.com/users/895174/itsme'}",True,588293,14642860.0,12,296,1658409482,1334060494,1648126237.0,10088706,CC BY-SA 4.0,https://stackoverflow.com/questions/10088706/how-can-i-center-elements-horizontally-or-vertically-with-twitter-bootstrap,How can I center elements horizontally or vertically with Twitter Bootstrap?,,,,,
31,"['css', 'margin']","{'user_type': 'does_not_exist', 'display_name': 'user1356682'}",True,19439,10324573.0,4,9,1657744573,1335391004,1335391856.0,10324411,CC BY-SA 3.0,https://stackoverflow.com/questions/10324411/how-to-do-margin-0-auto-0-auto-minus-a-few-pixels-with-css,How to do margin: 0 auto 0 auto minus a few pixels with CSS?,,,,,
32,"['css', 'page-flow']","{'account_id': 1069694, 'reputation': 2307, 'user_id': 1069277, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/ruPvI.jpg?s=256&g=1', 'display_name': 'JC Lee', 'link': 'https://stackoverflow.com/users/1069277/jc-lee'}",True,224,10224389.0,2,1,1657670234,1334823663,1334824711.0,10224205,CC BY-SA 3.0,https://stackoverflow.com/questions/10224205/unexpected-padding-margin-in-image-links,Unexpected padding/margin in image links,,,,,
33,['css'],"{'account_id': 1335225, 'reputation': 30703, 'user_id': 1365428, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/wWeu5.jpg?s=256&g=1', 'display_name': 'Rohit Azad Malik', 'link': 'https://stackoverflow.com/users/1365428/rohit-azad-malik'}",True,76336,15122518.0,7,29,1656320653,1333627218,1411740301.0,10028182,CC BY-SA 3.0,https://stackoverflow.com/questions/10028182/how-to-make-a-pie-chart-in-css,How to make a pie chart in CSS,,,,,
34,"['css', 'fonts', 'typography']","{'account_id': 87655, 'reputation': 3543, 'user_id': 242938, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/0498ddf7ab66c994a0badcb4892bf88c?s=256&d=identicon&r=PG', 'display_name': 'Jon Raasch', 'link': 'https://stackoverflow.com/users/242938/jon-raasch'}",True,53287,,11,85,1655632144,1334357789,,10149330,CC BY-SA 3.0,https://stackoverflow.com/questions/10149330/force-non-monospace-font-into-fixed-width-using-css,Force Non-Monospace Font into Fixed Width Using CSS,,,,,
35,"['html', 'css', 'iframe']","{'account_id': 351510, 'reputation': 1903, 'user_id': 688032, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/4f3c4055a0124c71b1ed712b2f565837?s=256&d=identicon&r=PG', 'display_name': 'Faith In Unseen Things', 'link': 'https://stackoverflow.com/users/688032/faith-in-unseen-things'}",True,636727,10082202.0,16,176,1655530706,1334022449,1567105265.0,10082155,,https://stackoverflow.com/questions/10082155/remove-scrollbar-from-iframe,Remove scrollbar from iframe,,,,"{'other_site': {'aliases': ['https://webmaster.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#1B8FBB', 'link_color': '#1C69A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'webmasters.meta', 'site_url': 'https://webmasters.meta.stackexchange.com', 'name': 'Webmasters Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=webmasters.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1286997420, 'open_beta_date': 1279220400, 'closed_beta_date': 1278615600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon@2.png', 'twitter_account': 'StackWebmasters', 'favicon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon.png', 'audience': 'webmasters', 'site_url': 'https://webmasters.stackexchange.com', 'api_site_parameter': 'webmasters', 'logo_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/logo.png', 'name': 'Webmasters', 'site_type': 'main_site'}, 'on_date': 1334022807, 'question_id': 28342}",
36,"['html', 'css', 'forms']","{'account_id': 1397150, 'reputation': 1257, 'user_id': 1326705, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/fd1ee48f7ddcac45075584ed06292a16?s=256&d=identicon&r=PG', 'display_name': 'Dragan Marjanovic', 'link': 'https://stackoverflow.com/users/1326705/dragan-marjanovic'}",True,19025,10330118.0,5,5,1655282350,1335429100,1335429985.0,10329793,CC BY-SA 3.0,https://stackoverflow.com/questions/10329793/styling-buttons-with-images,Styling buttons with images?,,,,,
37,"['javascript', 'jquery', 'css', 'events', 'jquery-events']","{'account_id': 809734, 'reputation': 3230, 'user_id': 911022, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4c5ceec1bf6bd1636b21185d184ad7eb?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/911022/mike'}",True,148,,6,1,1654797643,1333394250,1654797643.0,9982450,CC BY-SA 4.0,https://stackoverflow.com/questions/9982450/how-do-i-make-this-code-work-for-each-click,How do I make this code work for each click?,,,,,
38,"['javascript', 'html', 'jquery', 'css', 'jquery-ui']","{'account_id': 1389586, 'reputation': 45, 'user_id': 1320753, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d34ceb5db911a8a50620eb89b80a5d78?s=256&d=identicon&r=PG', 'display_name': 'user1320753', 'link': 'https://stackoverflow.com/users/1320753/user1320753'}",True,2919,10083350.0,2,0,1654003970,1334030214,1654003829.0,10082930,CC BY-SA 4.0,https://stackoverflow.com/questions/10082930/how-to-make-an-object-move-towards-the-mouse-position,How to make an object move towards the mouse position?,,,,,
39,"['css', 'wordpress', 'button']","{'account_id': 1438234, 'reputation': 129, 'user_id': 1359154, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/tJLbz.jpg?s=256&g=1', 'display_name': 'Paulius Vitkus', 'link': 'https://stackoverflow.com/users/1359154/paulius-vitkus'}",True,7755,10347791.0,1,1,1653989042,1335456935,1653989042.0,10337334,CC BY-SA 4.0,https://stackoverflow.com/questions/10337334/how-to-align-facebook-twitter-google-and-linkedin-buttons-on-the-right,"How to align Facebook, Twitter, Google+ and LinkedIn buttons on the right?",,,,,
40,"['asp.net', 'css', 'vb.net']","{'account_id': 1110744, 'reputation': 689, 'user_id': 1101240, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/sBAZr.jpg?s=256&g=1', 'display_name': 'Aqeel', 'link': 'https://stackoverflow.com/users/1101240/aqeel'}",False,7390,,1,0,1653808025,1333972331,1333977279.0,10072770,CC BY-SA 3.0,https://stackoverflow.com/questions/10072770/how-to-fix-header-of-table-with-repeater-controll-with-vertical-scroll,how to fix header of table with repeater controll with vertical scroll?,,,,,
41,"['html', 'css', 'hover']","{'account_id': 348145, 'reputation': 20249, 'user_id': 682662, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/da43c3310e4a621c3bec80bc801af90c?s=256&d=identicon&r=PG', 'display_name': 'saplingPro', 'link': 'https://stackoverflow.com/users/682662/saplingpro'}",True,36939,10065189.0,5,7,1653508309,1333908969,,10065170,CC BY-SA 3.0,https://stackoverflow.com/questions/10065170/ahover-not-working,a:hover not working,,,,,
42,"['html', 'css', 'html-lists']","{'account_id': 1226784, 'reputation': 41, 'user_id': 1192184, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/129d3fbb7850ec45472097cba2ec14a9?s=256&d=identicon&r=PG', 'display_name': 'HeLLBoY', 'link': 'https://stackoverflow.com/users/1192184/hellboy'}",True,805,,2,1,1651697926,1335423992,,10328692,CC BY-SA 3.0,https://stackoverflow.com/questions/10328692/how-can-i-make-the-menu-selected-when-i-click-on-it-using-css-for-dynamic-links,How can I make the menu selected when I click on it using CSS for Dynamic links?,,,,,
43,"['css', 'popup', 'center']","{'account_id': 1378930, 'reputation': 936, 'user_id': 1312393, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/KPOgz.jpg?s=256&g=1', 'display_name': 'M&#214;RK', 'link': 'https://stackoverflow.com/users/1312393/m%c3%96rk'}",True,8927,10330418.0,1,0,1651576448,1335431213,1651576448.0,10330363,CC BY-SA 4.0,https://stackoverflow.com/questions/10330363/how-to-make-my-popup-window-dead-center-no-matter-what-width-it-is,How to make my popup window dead center no matter what width it is,,,,,
44,"['html', 'css', 'wordpress']","{'account_id': 301838, 'reputation': 349, 'user_id': 609833, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/7ee4c188c5f1ab87f601b69748f32d8c?s=256&d=identicon&r=PG', 'display_name': 'Marco Martins', 'link': 'https://stackoverflow.com/users/609833/marco-martins'}",True,40658,10058201.0,4,5,1650938363,1333831096,1333831472.0,10058167,CC BY-SA 3.0,https://stackoverflow.com/questions/10058167/wordpress-3-3-relative-paths-in-css,wordpress 3.3 relative paths in CSS,,,,,
45,"['css', 'responsive-design']","{'account_id': 1243379, 'reputation': 245, 'user_id': 1205409, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/lSOhA.jpg?s=256&g=1', 'display_name': 'Lauren', 'link': 'https://stackoverflow.com/users/1205409/lauren'}",True,1204,,1,2,1649939239,1333315032,1649939180.0,9968434,CC BY-SA 4.0,https://stackoverflow.com/questions/9968434/css-regions-js-alternative-while-we-wait-for-browser-support,CSS regions: JS alternative while we wait for browser support,,,,,
46,"['css', 'ios', 'animation', 'webkit', 'mobile-safari']","{'account_id': 252911, 'reputation': 3599, 'user_id': 531261, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/pRdPK.jpg?s=256&g=1', 'display_name': 'Joshua Smith', 'link': 'https://stackoverflow.com/users/531261/joshua-smith'}",True,18531,17822836.0,3,38,1649900585,1333399311,,9983520,CC BY-SA 3.0,https://stackoverflow.com/questions/9983520/webkit-animation-is-leaving-junk-pixels-behind-on-the-screen,Webkit animation is leaving junk pixels behind on the screen,,,,,
47,"['jquery', 'css']","{'account_id': 1188905, 'reputation': 15011, 'user_id': 1162233, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/e3Eil.jpg?s=256&g=1', 'display_name': 'Kaidul', 'link': 'https://stackoverflow.com/users/1162233/kaidul'}",True,8213,10195995.0,3,2,1649330730,1334682717,1649330730.0,10195806,CC BY-SA 4.0,https://stackoverflow.com/questions/10195806/jquery-image-slider-with-pagination,Jquery image slider with pagination,,,,,
