,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason
10,"['javascript', 'css', 'node.js', 'canvas', 'html5-canvas']","{'account_id': 19988708, 'reputation': 77, 'user_id': 14650270, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/s39C3.jpg?s=256&g=1', 'display_name': 'subUser', 'link': 'https://stackoverflow.com/users/14650270/subuser'}",True,2633,66736764.0,2,0,1668023798,1616351041,66736000,CC BY-SA 4.0,https://stackoverflow.com/questions/66736000/how-can-i-make-infinite-grid-with-canvas,How can I make infinite grid with canvas?,1616352115.0,,,
11,"['javascript', 'css', 'webpack']","{'account_id': 3506368, 'reputation': 2985, 'user_id': 2931840, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/94e88d52d209be474a90305917bfd88a?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheGr8_Nik', 'link': 'https://stackoverflow.com/users/2931840/thegr8-nik'}",False,109,,1,2,1667932261,1617117241,66873692,CC BY-SA 4.0,https://stackoverflow.com/questions/66873692/css-in-shadow-dom-with-webpack-5,CSS in shadow DOM with Webpack 5,,,,
12,"['html', 'css', 'time', 'border']","{'account_id': 20578564, 'reputation': 53, 'user_id': 15105215, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0f72b47343da64ca80c5d955b1a6d7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'ChiieCruz', 'link': 'https://stackoverflow.com/users/15105215/chiiecruz'}",False,174,,1,0,1667454366,1614710123,66445187,CC BY-SA 4.0,https://stackoverflow.com/questions/66445187/how-can-i-customize-the-chevron-down,How can I customize the chevron down,1667454366.0,,,
13,"['html', 'css', 'twitter-bootstrap', 'bootstrap-4', 'twitter-bootstrap-3']","{'account_id': 20646166, 'reputation': 68, 'user_id': 15157633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9215350f1725a68234cf55e446a30d2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'nuzula', 'link': 'https://stackoverflow.com/users/15157633/nuzula'}",True,772,,1,1,1667377431,1616242171,66721402,CC BY-SA 4.0,https://stackoverflow.com/questions/66721402/bootstrap-button-bottom-center-of-the-screen,Bootstrap button bottom center of the screen,1616243265.0,,,
14,"['html', 'css', 'w3c-validation']","{'account_id': 467301, 'reputation': 2243, 'user_id': 1940338, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/e3c46951ce14195ffc576218f2db5b6a?s=256&d=identicon&r=PG', 'display_name': 'Marcello Impastato', 'link': 'https://stackoverflow.com/users/1940338/marcello-impastato'}",True,543,66565034.0,1,-2,1666905749,1615378231,66564503,CC BY-SA 4.0,https://stackoverflow.com/questions/66564503/wrong-validation-on-element-br-in-ul-li-elements,Wrong validation on element &lt;br&gt; in &lt;ul&gt; &lt;li&gt; elements,1666905749.0,,,
15,"['html', 'css']","{'account_id': 7817847, 'reputation': 23, 'user_id': 5911901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dcc0585aa43aaf46b5102a514ff2dd57?s=256&d=identicon&r=PG&f=1', 'display_name': 'Elijah Andrushenko', 'link': 'https://stackoverflow.com/users/5911901/elijah-andrushenko'}",True,62,66842189.0,1,2,1666905516,1616936506,66841704,CC BY-SA 4.0,https://stackoverflow.com/questions/66841704/how-to-remove-white-space-gap-in-this-html-project,How to remove white space gap in this HTML Project,1666905516.0,,,
16,"['css', 'angular']","{'account_id': 2056089, 'reputation': 9169, 'user_id': 3457177, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vitalii', 'link': 'https://stackoverflow.com/users/3457177/vitalii'}",True,2825,66574097.0,2,3,1666789909,1615399126,66570346,CC BY-SA 4.0,https://stackoverflow.com/questions/66570346/root-selector-is-not-working-in-the-angular-component,:root selector is not working in the Angular component,1615399639.0,,,
17,"['javascript', 'css', 'reactjs', 'react-native', 'linear-gradients']","{'account_id': 4799627, 'reputation': 11, 'user_id': 3876594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'layzee suman', 'link': 'https://stackoverflow.com/users/3876594/layzee-suman'}",True,213,,1,1,1666783409,1616522978,66768875,CC BY-SA 4.0,https://stackoverflow.com/questions/66768875/react-js-need-gradient-color-in-header,React JS: Need Gradient Color in Header,1666783409.0,,,
18,"['css', 'django', 'django-admin', 'django-3.1']","{'account_id': 18331283, 'reputation': 261, 'user_id': 13349755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d845fdfb2cb3121dce30ec79503e34d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Peter Nielsen', 'link': 'https://stackoverflow.com/users/13349755/peter-nielsen'}",True,256,66902897.0,3,0,1666742938,1617064267,66863321,CC BY-SA 4.0,https://stackoverflow.com/questions/66863321/django-project-does-not-work-after-being-transferred-from-windows-to-mac,Django project does not work after being transferred from Windows to Mac,,,,
19,"['css', 'reactjs', 'webpack', 'next.js']","{'account_id': 6316362, 'reputation': 167, 'user_id': 15469002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f5c8c2412e5c741907ea7accce1c1f1?s=256&d=identicon&r=PG', 'display_name': 'yeln', 'link': 'https://stackoverflow.com/users/15469002/yeln'}",True,1604,66787208.0,2,2,1666528711,1616585607,66780177,CC BY-SA 4.0,https://stackoverflow.com/questions/66780177/next-js-how-to-change-css-modules-classes-output-format,Next.js: How to change CSS Modules classes output format?,1617740398.0,,,
20,"['css', 'slick.js']","{'account_id': 21012329, 'reputation': 71, 'user_id': 15440651, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18dea329a4a2a343540e772fad2545be?s=256&d=identicon&r=PG&f=1', 'display_name': '54i903se0f', 'link': 'https://stackoverflow.com/users/15440651/54i903se0f'}",True,641,,1,1,1666380427,1616327922,66732013,CC BY-SA 4.0,https://stackoverflow.com/questions/66732013/slick-js-carousel-flickers-on-load,Slick js carousel flickers on load,,,,
21,"['html', 'css', 'reactjs', 'svg', 'tailwind-css']","{'account_id': 8156052, 'reputation': 6446, 'user_id': 6141587, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/GAMZ3.jpg?s=256&g=1', 'display_name': 'deadcoder0904', 'link': 'https://stackoverflow.com/users/6141587/deadcoder0904'}",True,3310,66614419.0,2,5,1666364472,1615640618,66613843,CC BY-SA 4.0,https://stackoverflow.com/questions/66613843/how-to-style-svg-lineargradient-with-tailwind-css-when-using-fill-urla,How to style SVG &lt;linearGradient&gt; with Tailwind CSS when using `fill=&quot;url(#a)&quot;`?,1618551101.0,,,
22,"['html', 'css', 'border', 'text-align']","{'account_id': 20944695, 'reputation': 1, 'user_id': 15387844, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-BL_W_oYyzks/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmZVYxDpOpFI9q7G8SwKHiFWgKWXQ/s96-c/photo.jpg?sz=256', 'display_name': 'Riyam Ahmed', 'link': 'https://stackoverflow.com/users/15387844/riyam-ahmed'}",True,89,66613376.0,2,-1,1666280910,1615632471,66612570,CC BY-SA 4.0,https://stackoverflow.com/questions/66612570/html-script-text-align-border,HTML script text align/ border,1666280910.0,,,
23,"['css', 'vue.js', 'vue-component', 'vuejs3', 'vue-slot']","{'account_id': 268224, 'reputation': 3061, 'user_id': 556864, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/jbxtS.png?s=256&g=1', 'display_name': 'lalibi', 'link': 'https://stackoverflow.com/users/556864/lalibi'}",True,3967,66531101.0,1,8,1666256107,1615210382,66530816,CC BY-SA 4.0,https://stackoverflow.com/questions/66530816/vue-3-slot-styles-from-child-component,Vue 3 slot styles from child component,1615345911.0,,,
24,"['html', 'css', 'angular', 'primeng']","{'account_id': 9927532, 'reputation': 392, 'user_id': 7348570, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/3b88cfe955094bbd32366dd4be9c3793?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhijeet', 'link': 'https://stackoverflow.com/users/7348570/abhijeet'}",True,3918,,3,1,1665868116,1615796264,66634446,CC BY-SA 4.0,https://stackoverflow.com/questions/66634446/primeng-sticky-header-not-working-in-p-table,PrimeNG - Sticky header not working in p-table,1615796299.0,,,
25,"['javascript', 'css', 'reactjs', 'gatsby', 'css-modules']","{'account_id': 10679673, 'reputation': 131, 'user_id': 7862218, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QyaAe.jpg?s=256&g=1', 'display_name': 'Lins', 'link': 'https://stackoverflow.com/users/7862218/lins'}",True,4743,66869722.0,1,12,1665411206,1617101410,66869576,CC BY-SA 4.0,https://stackoverflow.com/questions/66869576/gatsby-warn-attempted-import-error-css-does-not-contain-a-default-export-i,Gatsby - Warn Attempted import error: &#39;css&#39; does not contain a default export (imported as &#39;styles&#39;),1640956649.0,,,
26,"['html', 'css', 'angular', 'tooltip']","{'account_id': 6355104, 'reputation': 304, 'user_id': 4932723, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/31c6c997826d409e544306cb1bc721a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul G', 'link': 'https://stackoverflow.com/users/4932723/paul-g'}",True,434,73954115.0,1,2,1664921727,1614982584,66500295,CC BY-SA 4.0,https://stackoverflow.com/questions/66500295/tooltip-is-hidden-behind-table-row,Tooltip is hidden behind table row,,,,
27,"['javascript', 'jquery', 'css', 'scroll-snap']","{'account_id': 21093502, 'reputation': 78, 'user_id': 15504951, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XXv6b.jpg?s=256&g=1', 'display_name': 'Fabio Thoma', 'link': 'https://stackoverflow.com/users/15504951/fabio-thoma'}",True,3381,68307859.0,2,6,1664656463,1617011794,66852102,CC BY-SA 4.0,https://stackoverflow.com/questions/66852102/css-scroll-snap-get-active-item,CSS Scroll Snap get active Item,1651951981.0,,,
28,"['javascript', 'css', 'reactjs', 'antd']","{'account_id': 19369064, 'reputation': 134, 'user_id': 14162728, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/071986a39d88ed8c09eca385a590aa93?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saif eldeen Adel', 'link': 'https://stackoverflow.com/users/14162728/saif-eldeen-adel'}",True,813,70633714.0,2,1,1664572919,1614760184,66453288,CC BY-SA 4.0,https://stackoverflow.com/questions/66453288/antdesign-select-menu-want-to-only-show-part-of-the-option-when-selected,"AntDesign select menu, want to only show part of the option when selected",,,,
29,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 2857618, 'reputation': 2374, 'user_id': 2453542, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6d8d60dfccbf59f3a924466e2a71d244?s=256&d=identicon&r=PG', 'display_name': 'James Paterson', 'link': 'https://stackoverflow.com/users/2453542/james-paterson'}",True,2738,,1,5,1664568801,1616504466,66763672,CC BY-SA 4.0,https://stackoverflow.com/questions/66763672/determining-the-number-of-lines-of-text-in-a-div-in-react,Determining the number of lines of text in a div in React,,,,
30,"['javascript', 'css', 'dynamic', 'fonts']","{'account_id': 20842115, 'reputation': 41, 'user_id': 15342497, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjrc7TCWaxpjUzaQfh1wtycN5COZyGIZf6dEdFcFm4=k-s256', 'display_name': 'Will Amorosana', 'link': 'https://stackoverflow.com/users/15342497/will-amorosana'}",False,291,,1,4,1664547517,1615034384,66505716,CC BY-SA 4.0,https://stackoverflow.com/questions/66505716/how-do-i-dynamically-load-fonts-from-a-web-server,How do I dynamically load fonts from a web server?,,,,
31,"['html', 'jquery', 'css', 'slick.js']","{'account_id': 5420335, 'reputation': 43, 'user_id': 4314169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/885e1fb203dddd05b0d9cef59144be4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anandkumar', 'link': 'https://stackoverflow.com/users/4314169/anandkumar'}",True,3312,,2,2,1664460553,1614851657,66472606,CC BY-SA 4.0,https://stackoverflow.com/questions/66472606/how-to-start-slick-slider-from-left-in-center-mode,How to start Slick Slider from Left in center mode,1615055641.0,,,
32,"['css', 'reactjs', 'styling', 'simplemodal']","{'account_id': 19463548, 'reputation': 89, 'user_id': 14237302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/520757ecac8af718c83f96c5abd95c75?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tore', 'link': 'https://stackoverflow.com/users/14237302/tore'}",False,450,,1,2,1664212253,1615459913,66581074,CC BY-SA 4.0,https://stackoverflow.com/questions/66581074/how-do-i-position-modal-according-to-mouse-or-element,How do I position modal according to mouse or element?,1624265455.0,,,
33,"['html', 'css']","{'account_id': 18789694, 'reputation': 85, 'user_id': 13702440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8efb71c3c31e2a08207869defecdc7f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'TiltedBlock', 'link': 'https://stackoverflow.com/users/13702440/tiltedblock'}",True,449,,1,0,1663792457,1615130497,66518088,CC BY-SA 4.0,https://stackoverflow.com/questions/66518088/how-can-i-get-the-android-soft-keyboard-to-overlay-my-website,How can I get the Android soft keyboard to overlay my website?,1615207324.0,,,
34,"['css', 'sass']","{'account_id': 5616627, 'reputation': 1157, 'user_id': 4621507, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/CYwPZ.jpg?s=256&g=1', 'display_name': 'Wesley', 'link': 'https://stackoverflow.com/users/4621507/wesley'}",True,37586,,6,50,1663753319,1616801248,66825515,CC BY-SA 4.0,https://stackoverflow.com/questions/66825515/getting-error-in-css-with-rgb0-0-0-15,Getting error in CSS with `rgb(0 0 0 / 15%)`,1663730117.0,,,
35,"['html', 'css', 'ionic-framework']","{'account_id': 10924505, 'reputation': 923, 'user_id': 8029592, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VmPQ8.png?s=256&g=1', 'display_name': 'CoderTn', 'link': 'https://stackoverflow.com/users/8029592/codertn'}",True,1735,66585700.0,2,1,1663731712,1615475170,66585191,CC BY-SA 4.0,https://stackoverflow.com/questions/66585191/how-to-center-horizontally-an-element-in-ionic,How to center horizontally an element in ionic,1615476287.0,,,
36,"['jquery', 'css', 'colors', 'fonts']","{'account_id': 20956953, 'reputation': 1, 'user_id': 15397196, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-f1GDh55XY7c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclLOHYNZKm1TU-YNnZJ5LINFSL-Mg/s96-c/photo.jpg?sz=256', 'display_name': 'Andrzej', 'link': 'https://stackoverflow.com/users/15397196/andrzej'}",False,83,,0,0,1663667841,1615781318,66632247,CC BY-SA 4.0,https://stackoverflow.com/questions/66632247/changing-font-color-changes-font-weight,Changing font color changes font weight,1615810209.0,,,
37,"['html', 'css', 'css-selectors', 'primeng']","{'account_id': 3588218, 'reputation': 2220, 'user_id': 2994849, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/635593324b4abb5098c4b25de2e8e469?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aditya', 'link': 'https://stackoverflow.com/users/2994849/aditya'}",False,105,,1,1,1663148920,1615905192,66657300,CC BY-SA 4.0,https://stackoverflow.com/questions/66657300/p-inputmask-displaying-black-border-when-loading-and-then-removes-after-in-some,p-inputMask displaying black border when loading and then removes after in some milliseconds,1615965529.0,,,
38,"['css', 'reactjs', 'css-transitions', 'tailwind-css', 'react-transition-group']","{'account_id': 13272718, 'reputation': 121, 'user_id': 12155247, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/938879759623188/picture?type=large', 'display_name': 'Sujay Prabhu', 'link': 'https://stackoverflow.com/users/12155247/sujay-prabhu'}",False,1973,,1,3,1663059364,1615429558,66575631,CC BY-SA 4.0,https://stackoverflow.com/questions/66575631/react-transition-group-with-tailwind-css,React Transition Group with Tailwind CSS,1615465592.0,,,
39,"['css', 'reactjs', 'canvas', 'html5-canvas', 'chart.js']","{'account_id': 17097018, 'reputation': 113, 'user_id': 12371804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0101588f5b905774daf8dfcb237d70c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abdelrhman Gad', 'link': 'https://stackoverflow.com/users/12371804/abdelrhman-gad'}",True,41,66565930.0,1,-1,1662820517,1615378874,66564697,CC BY-SA 4.0,https://stackoverflow.com/questions/66564697/i-want-to-create-this-chart-img-indescription-in-reactjs-which-library-is-the,"I want to create this chart -img indescription- in reactjs, which library is the best choice?",1662820517.0,,,
40,"['css', 'vuetify.js']","{'account_id': 2055828, 'reputation': 721, 'user_id': 1833620, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/82115f65b6ed90e73afdbe2ce57f9466?s=256&d=identicon&r=PG', 'display_name': 'user1833620', 'link': 'https://stackoverflow.com/users/1833620/user1833620'}",True,4242,,3,4,1662702417,1615364030,66560751,CC BY-SA 4.0,https://stackoverflow.com/questions/66560751/how-to-remove-v-tab-transition-slide-in-vuetify,How to remove v-tab transition slide in Vuetify?,1615421303.0,,,
41,"['javascript', 'css', 'node.js', 'reactjs']","{'account_id': 20862588, 'reputation': 1, 'user_id': 15324443, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-PvmcxNK2M0U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm8QrD7WDwy06rsg88Z2yXgqBu9Jg/s96-c/photo.jpg?sz=256', 'display_name': 'Mandeep Kafle', 'link': 'https://stackoverflow.com/users/15324443/mandeep-kafle'}",True,1098,,2,0,1662559589,1614801860,66464128,CC BY-SA 4.0,https://stackoverflow.com/questions/66464128/need-to-set-background-image-from-api-response-in-reactjs,Need to set background image from API response in ReactJS,1614868282.0,,,
42,"['javascript', 'css', 'slider', 'swiper.js']","{'account_id': 2261104, 'reputation': 789, 'user_id': 1991185, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/43ba0e0ad65ed94dfaa6fdb4f73bba2e?s=256&d=identicon&r=PG', 'display_name': 'leemon', 'link': 'https://stackoverflow.com/users/1991185/leemon'}",True,2129,,1,2,1662446295,1616147113,66705817,CC BY-SA 4.0,https://stackoverflow.com/questions/66705817/display-all-images-with-the-same-height-in-a-swiper-slider,Display all images with the same height in a Swiper slider,1616150229.0,,,
43,"['html', 'css', 'twitter-bootstrap', 'navbar']","{'account_id': 17762147, 'reputation': 15, 'user_id': 12897900, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Iwqvq.png?s=256&g=1', 'display_name': 'Bhaskar Deori', 'link': 'https://stackoverflow.com/users/12897900/bhaskar-deori'}",True,3402,66823199.0,3,1,1662206285,1616785272,66822907,CC BY-SA 4.0,https://stackoverflow.com/questions/66822907/navbar-collapse-is-not-working-in-bootstrap-v5-0,navbar collapse is not working in bootstrap v5.0,,,,
44,"['html', 'css']","{'account_id': 10645320, 'reputation': 388, 'user_id': 8285646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a85b90db403b0422efac9dc4dca1f9e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Irvıng Ngr', 'link': 'https://stackoverflow.com/users/8285646/irv%c4%b1ng-ngr'}",True,51,66497390.0,2,0,1662182466,1614964194,66496747,CC BY-SA 4.0,https://stackoverflow.com/questions/66496747/how-can-i-convert-bootstrap-3-input-group-addons-to-bootstrap-4,How can I convert Bootstrap 3 input group addons to Bootstrap 4?,1614972394.0,,,
45,['css'],"{'account_id': 18341291, 'reputation': 19, 'user_id': 13357484, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a027529d2473f2fc4b7dc22f18e62a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'drblau', 'link': 'https://stackoverflow.com/users/13357484/drblau'}",False,61,,1,0,1662161139,1616341772,66734391,CC BY-SA 4.0,https://stackoverflow.com/questions/66734391/access-browser-history-with-css,Access Browser History with CSS,,,,
46,"['css', 'sass', 'scss-mixins', 'bootstrap-5']","{'account_id': 20027349, 'reputation': 415, 'user_id': 14680901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c8a1fa4956b775cf49caa270fa6dd76?s=256&d=identicon&r=PG&f=1', 'display_name': 'jhon-jhones', 'link': 'https://stackoverflow.com/users/14680901/jhon-jhones'}",True,1429,,1,1,1662146868,1615223849,66534254,CC BY-SA 4.0,https://stackoverflow.com/questions/66534254/bootstrap-v5-sasserror-undefined-mixin-while-move-up-from-import-to-use-mod,Bootstrap V5 SassError: Undefined mixin : while move up from @import to @use module system,,,,
47,"['html', 'css', 'html-select', 'optgroup']","{'account_id': 20685397, 'reputation': 19, 'user_id': 15187942, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Wp3P0ay73IY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclbAoBelgPmrxHU6TR8PKDHcUBFxQ/s96-c/photo.jpg?sz=256', 'display_name': 'user15187942', 'link': 'https://stackoverflow.com/users/15187942/user15187942'}",True,264,66420521.0,1,0,1661970724,1614590761,66419516,CC BY-SA 4.0,https://stackoverflow.com/questions/66419516/how-can-i-let-the-disable-option-being-bold-and-black-at-select-html,How can I let the disable option being bold and black at select html?,1661970724.0,,,
