,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,migrated_from
19,"['javascript', 'css', 'reactjs', 'tailwind-css', 'esbuild']","{'account_id': 19126561, 'reputation': 839, 'user_id': 13969419, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-qzrYhl-cBmY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnFXo1HybAOr1HdLAsSIkK4-q5o8Q/photo.jpg?sz=256', 'display_name': 'Seven', 'link': 'https://stackoverflow.com/users/13969419/seven'}",False,456,1,1,1666572027,1641121486,,70555441,CC BY-SA 4.0,https://stackoverflow.com/questions/70555441/tailwindcss-with-edbuild-not-fetching-classes-and-being-overwritten,tailwindcss with edbuild not fetching classes and being overwritten,,,,,
20,"['python', 'css', 'google-chrome', 'safari']","{'account_id': 1140698, 'reputation': 895, 'user_id': 1124702, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/eb9091629a2b70821a24e44df6613ee6?s=256&d=identicon&r=PG', 'display_name': 'user1124702', 'link': 'https://stackoverflow.com/users/1124702/user1124702'}",True,292,1,0,1666364795,1642775851,1642786756.0,70803024,CC BY-SA 4.0,https://stackoverflow.com/questions/70803024/config-decorator-in-pywebio-does-not-seem-to-be-working,config decorator in pywebio does not seem to be working,,,,,
21,"['javascript', 'html', 'css', 'angular', 'typescript']","{'account_id': 8494000, 'reputation': 961, 'user_id': 6454838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebe0221051c0020c9a215370c282ffef?s=256&d=identicon&r=PG&f=1', 'display_name': 'NickAth', 'link': 'https://stackoverflow.com/users/6454838/nickath'}",True,82,2,1,1666334133,1641228143,1641235903.0,70568887,CC BY-SA 4.0,https://stackoverflow.com/questions/70568887/angular-adjust-two-way-binded-input-elements-height-according-to-the-length-o,Angular - Adjust two way binded input element&#39;s height according to the length of its content,,70570072.0,,,
22,"['javascript', 'css', 'ag-grid', 'svelte']","{'account_id': 18977431, 'reputation': 13, 'user_id': 13849585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55fc65dbb599c910ee43cd5b0f085cb4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luis Barroso', 'link': 'https://stackoverflow.com/users/13849585/luis-barroso'}",True,620,2,0,1666278015,1643499609,,70910685,CC BY-SA 4.0,https://stackoverflow.com/questions/70910685/how-to-style-ag-grid-in-svelte,How to style AG grid in svelte?,,70913698.0,,,
23,"['javascript', 'html', 'css', 'media-queries', 'responsive']","{'account_id': 14859796, 'reputation': 33, 'user_id': 10731025, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3rr2G.jpg?s=256&g=1', 'display_name': 'EinStyn', 'link': 'https://stackoverflow.com/users/10731025/einstyn'}",True,780,2,0,1666023557,1642889677,1666023557.0,70817567,,https://stackoverflow.com/questions/70817567/how-do-i-use-media-query-to-make-form-responsive-for-all-devices,How do I use media query to make form responsive for all devices,,70820470.0,1666023540.0,Duplicate,
24,"['html', 'css', 'viewport-units', 'css-calc']","{'account_id': 2895766, 'reputation': 101, 'user_id': 16455569, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ovdVE.jpg?s=256&g=1', 'display_name': 'Abbas Jaffary', 'link': 'https://stackoverflow.com/users/16455569/abbas-jaffary'}",False,32,0,0,1665737996,1643500511,,70910755,,https://stackoverflow.com/questions/70910755/clarification-of-css-width-calculation,clarification of css width calculation,,,1643500790.0,Duplicate,
25,"['html', 'css']","{'account_id': 12284629, 'reputation': 37, 'user_id': 8964688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed4a0cb19648d21449e82d6085e51641?s=256&d=identicon&r=PG&f=1', 'display_name': 'Domino', 'link': 'https://stackoverflow.com/users/8964688/domino'}",True,175,4,0,1665729867,1642960492,,70824974,,https://stackoverflow.com/questions/70824974/why-cant-i-translate-element-using-transform-translatey,Why can&#39;t I translate element using transform: translateY()?,,70825027.0,1642965499.0,Duplicate,
26,"['javascript', 'html', 'css']","{'account_id': 24013325, 'reputation': 31, 'user_id': 17996621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a0849764d4712e476666a036bfb54a1?s=256&d=identicon&r=PG', 'display_name': 'Amin Nozari', 'link': 'https://stackoverflow.com/users/17996621/amin-nozari'}",False,145,1,2,1665727208,1643403040,,70900163,CC BY-SA 4.0,https://stackoverflow.com/questions/70900163/how-to-enable-spinner-in-javascript,How to enable spinner in javascript,,,,,
27,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 14797295, 'reputation': 4894, 'user_id': 10686620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad44a041252c316ba3abc7b1978d2107?s=256&d=identicon&r=PG&f=1', 'display_name': 'CCCC', 'link': 'https://stackoverflow.com/users/10686620/cccc'}",False,605,2,6,1665570806,1641636974,1641820702.0,70631381,CC BY-SA 4.0,https://stackoverflow.com/questions/70631381/javascript-how-to-start-update-scroll-percentage-when-element-is-on-the-top-of,javascript - How to start update scroll percentage when element is on the top of viewport,,,,,
28,"['html', 'css', 'bootstrap-4']","{'account_id': 11256018, 'reputation': 37, 'user_id': 8255785, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-TLOryBf0awE/AAAAAAAAAAI/AAAAAAAACQI/wN1lqgUn1v4/photo.jpg?sz=256', 'display_name': 'Craig Johnson', 'link': 'https://stackoverflow.com/users/8255785/craig-johnson'}",True,49,1,0,1665082545,1643310370,1665082545.0,70884334,CC BY-SA 4.0,https://stackoverflow.com/questions/70884334/hr-element-causing-scrollbar-displacing-elements,"&lt;hr&gt; element causing scrollbar, displacing elements",,,,,
29,"['css', 'laravel', 'webpack', 'node-modules', 'laravel-mix']","{'account_id': 18595394, 'reputation': 33, 'user_id': 13551566, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ScvP0.gif?s=256&g=1', 'display_name': 'Van4kk', 'link': 'https://stackoverflow.com/users/13551566/van4kk'}",True,914,1,1,1665073111,1642427381,,70742450,CC BY-SA 4.0,https://stackoverflow.com/questions/70742450/how-to-compile-plain-css-with-webpack-mix-js,how to compile plain CSS with webpack.mix.js,,70742595.0,,,
30,"['css', 'css-animations', 'chromium', 'hardware-acceleration']","{'account_id': 2400996, 'reputation': 5890, 'user_id': 2098652, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/ZpUOc.jpg?s=256&g=1', 'display_name': 'MortenMoulder', 'link': 'https://stackoverflow.com/users/2098652/mortenmoulder'}",True,1986,3,1,1664968026,1642538949,,70762198,CC BY-SA 4.0,https://stackoverflow.com/questions/70762198/is-it-possible-to-turn-off-all-css-animations-in-chrome,Is it possible to turn off all CSS animations in Chrome?,,70762924.0,,,
31,"['html', 'jquery', 'css', 'bootstrap-4']","{'account_id': 9964743, 'reputation': 1, 'user_id': 7372774, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7YHNw.png?s=256&g=1', 'display_name': 'Jaykumar Panchal', 'link': 'https://stackoverflow.com/users/7372774/jaykumar-panchal'}",False,94,3,0,1664882411,1641299502,1641300588.0,70578863,CC BY-SA 4.0,https://stackoverflow.com/questions/70578863/trouble-using-bootstrap-4-d-flex-and-d-none-class-together,Trouble using Bootstrap 4 d-flex and d-none class together,,,,,
32,"['javascript', 'html', 'css', 'chart.js', 'chartjs-2.6.0']","{'account_id': 23853971, 'reputation': 19, 'user_id': 17857636, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh6QdJR5aTbtALGdbWjcaxiqIx93Fn5dpy6Rvs=k-s256', 'display_name': 'Erick Ramirez', 'link': 'https://stackoverflow.com/users/17857636/erick-ramirez'}",False,501,1,2,1664794008,1641524231,1664794008.0,70616084,CC BY-SA 4.0,https://stackoverflow.com/questions/70616084/zerolinecolor-and-zerolinewidth-not-working-for-the-x-axis-in-chartjs,zeroLineColor and zeroLineWidth not working for the x-axis in Chartjs,,,,,
33,"['html', 'css', 'email', 'gmail', 'darkmode']","{'account_id': 12867724, 'reputation': 2795, 'user_id': 9307392, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/7iHCS.jpg?s=256&g=1', 'display_name': 'Gergő Horv&#225;th', 'link': 'https://stackoverflow.com/users/9307392/gerg%c5%91-horv%c3%a1th'}",False,715,1,1,1664661229,1643400198,1643401696.0,70899666,CC BY-SA 4.0,https://stackoverflow.com/questions/70899666/how-to-make-colors-stay-the-same-on-dark-mode-gmail-ios-android-email,How to make colors stay the same on dark mode gmail (ios/android) email?,,,,,
34,"['css', 'fonts', 'nestjs', 'truetype']","{'account_id': 16683222, 'reputation': 1241, 'user_id': 12057794, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aaea3de5f26bcb40d56f82e3625008bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'beingyogi', 'link': 'https://stackoverflow.com/users/12057794/beingyogi'}",False,319,1,2,1664658027,1642532037,,70760960,CC BY-SA 4.0,https://stackoverflow.com/questions/70760960/import-ttf-font-in-ejs-files,Import ttf font in .ejs files,,,,,
35,"['jquery', 'css', 'smooth-scrolling', 'background-attachment']","{'account_id': 3174043, 'reputation': 704, 'user_id': 2682347, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/e77cd0afef7750180a65453c35bd02fe?s=256&d=identicon&r=PG', 'display_name': 'Igor Laszlo', 'link': 'https://stackoverflow.com/users/2682347/igor-laszlo'}",False,127,0,0,1664549728,1643559316,,70916515,CC BY-SA 4.0,https://stackoverflow.com/questions/70916515/window-on-load-function-for-smooth-scroll-except-an-element,window on load function for smooth scroll except an element,,,,,
36,"['css', 'angular', 'sass']","{'account_id': 16063728, 'reputation': 355, 'user_id': 11593962, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HFNcE.png?s=256&g=1', 'display_name': 'William', 'link': 'https://stackoverflow.com/users/11593962/william'}",False,550,0,3,1664486845,1641769557,1664486845.0,70646275,CC BY-SA 4.0,https://stackoverflow.com/questions/70646275/scss-files-too-large,SCSS files too large,,,,,
37,"['android', 'html', 'css', 'image', 'google-chrome']","{'account_id': 9241306, 'reputation': 23, 'user_id': 6864545, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da61d89c6f7a34ac44713e595743df05?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jan', 'link': 'https://stackoverflow.com/users/6864545/jan'}",False,39,0,0,1664464072,1641762142,1664464072.0,70645487,CC BY-SA 4.0,https://stackoverflow.com/questions/70645487/background-images-not-loaded-on-android,Background Images not loaded on Android,,,,,
38,"['css', 'iphone', 'ipad', 'background-image', 'render']","{'account_id': 939330, 'reputation': 401, 'user_id': 967698, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://i.stack.imgur.com/6aZXp.jpg?s=256&g=1', 'display_name': 'Phillip Dews', 'link': 'https://stackoverflow.com/users/967698/phillip-dews'}",True,176,1,2,1664246383,1641550140,1664246383.0,70620900,,https://stackoverflow.com/questions/70620900/ipad-iphone-background-image-rendering-issue,iPad &amp; iPhone background image rendering issue,,70627156.0,,,"{'other_site': {'aliases': ['https://webmaster.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#1B8FBB', 'link_color': '#1C69A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'webmasters.meta', 'site_url': 'https://webmasters.meta.stackexchange.com', 'name': 'Webmasters Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=webmasters.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1286997420, 'open_beta_date': 1279220400, 'closed_beta_date': 1278615600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon@2.png', 'twitter_account': 'StackWebmasters', 'favicon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon.png', 'audience': 'webmasters', 'site_url': 'https://webmasters.stackexchange.com', 'api_site_parameter': 'webmasters', 'logo_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/logo.png', 'name': 'Webmasters', 'site_type': 'main_site'}, 'on_date': 1641556569, 'question_id': 138149}"
39,"['javascript', 'html', 'css', 'reactjs', 'iframe']","{'account_id': 20261148, 'reputation': 53, 'user_id': 17973320, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tQule.jpg?s=256&g=1', 'display_name': 'Shaheryar', 'link': 'https://stackoverflow.com/users/17973320/shaheryar'}",False,1167,2,4,1664112417,1642591799,,70769816,CC BY-SA 4.0,https://stackoverflow.com/questions/70769816/in-react-app-iframe-is-showing-up-in-developer-tools-elements,"In React app, iframe is showing up in developer tools, elements",,,,,
40,"['javascript', 'html', 'css', 'flexbox', 'slick.js']","{'account_id': 1502124, 'reputation': 1445, 'user_id': 1406440, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/56b082227cf6f189ff41e2a4a8d3a29e?s=256&d=identicon&r=PG', 'display_name': 'user1406440', 'link': 'https://stackoverflow.com/users/1406440/user1406440'}",True,137,1,-1,1664067515,1641853760,1664067515.0,70659610,CC BY-SA 4.0,https://stackoverflow.com/questions/70659610/justify-image-in-flex-container-so-it-doesnt-stretch-then-add-js-carousel-mul,Justify image in flex container so it doesn&#39;t stretch. Then add JS carousel (multiple images),,,,,
41,"['html', 'css']","{'account_id': 18108897, 'reputation': 75, 'user_id': 13166089, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QuVW8PTZ7o0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPTtCUQ8vLMRgYK-rZQXcNbwSeBSw/photo.jpg?sz=256', 'display_name': 'frenzin', 'link': 'https://stackoverflow.com/users/13166089/frenzin'}",True,2533,2,2,1664012936,1641443960,1641588440.0,70602544,CC BY-SA 4.0,https://stackoverflow.com/questions/70602544/how-do-i-change-the-position-of-date-picker-calendar-icon-in-html-and-css-witho,how do I change the position of date picker/ calendar icon in html and CSS without using bootstrap,,70602731.0,,,
42,"['html', 'css', 'tailwind-css']","{'account_id': 2558201, 'reputation': 75, 'user_id': 2219766, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/0dde0f6db30e81f78292e3c1b5ccd62e?s=256&d=identicon&r=PG', 'display_name': 'William Collishaw', 'link': 'https://stackoverflow.com/users/2219766/william-collishaw'}",True,961,1,0,1663939023,1642959501,,70824816,CC BY-SA 4.0,https://stackoverflow.com/questions/70824816/center-align-one-element-and-right-align-second-element-tailwind-css,Center-align one element and right align second element- Tailwind CSS,,70825092.0,,,
43,"['javascript', 'css', 'reactjs', 'jsx', 'audio-player']","{'account_id': 23762884, 'reputation': 77, 'user_id': 17778014, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10ee0aae421b75af9d9d64439fa7b24d?s=256&d=identicon&r=PG', 'display_name': 'kentpikard', 'link': 'https://stackoverflow.com/users/17778014/kentpikard'}",True,7639,2,1,1663692740,1642812207,1643001431.0,70809091,CC BY-SA 4.0,https://stackoverflow.com/questions/70809091/module-not-found-error-you-attempted-to-import-which-falls-outside-of-the-proje,Module not found Error: You attempted to import which falls outside of the project src/ directory. Relative imports outside of src/ are not supported,,,,,
44,"['css', 'fonts', 'windows-11']","{'account_id': 510486, 'reputation': 11, 'user_id': 18029820, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddf3b854a351bc5e670d9cabf93bc6ee?s=256&d=identicon&r=PG', 'display_name': 'remus', 'link': 'https://stackoverflow.com/users/18029820/remus'}",False,189,2,1,1663684959,1643127948,1643917105.0,70852173,CC BY-SA 4.0,https://stackoverflow.com/questions/70852173/u2716-character-displaying-incorrectly-in-chrome-97-on-windows-11,✖ (U+2716) character displaying incorrectly in Chrome 97 on Windows 11,,,,,
