,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from
10,"['html', 'css']","{'account_id': 3176949, 'reputation': 27, 'user_id': 2900729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eecd28968ed2effbd19e73fb4272d41b?s=256&d=identicon&r=PG', 'display_name': 'Lutfi Hanafiah Ramadhan', 'link': 'https://stackoverflow.com/users/2900729/lutfi-hanafiah-ramadhan'}",True,1373,2,1,1668231569,1587450184,61337175,CC BY-SA 4.0,https://stackoverflow.com/questions/61337175/button-is-moving-a-little-bit-when-i-hover-it,Button is moving a little bit when i hover it,1592644375.0,61337224.0,,,
11,"['javascript', 'css', 'reactjs']","{'account_id': 339226, 'reputation': 1304, 'user_id': 668572, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5y2al.jpg?s=256&g=1', 'display_name': 'Sedat Polat', 'link': 'https://stackoverflow.com/users/668572/sedat-polat'}",True,3437,1,2,1668098666,1587850246,61432878,CC BY-SA 4.0,https://stackoverflow.com/questions/61432878/how-to-render-child-component-outside-of-its-parent-component-dom-hierarchy,How to render child component outside of its parent component (DOM Hierarchy) - React.js,1642160614.0,61432879.0,,,
12,"['php', 'css', 'wordpress']","{'account_id': 18215513, 'reputation': 1, 'user_id': 13257251, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Iwrf5peROhw/AAAAAAAAAAI/AAAAAAAAEOU/AAKWJJO2LZL8BlcSs7bQyRC1DfnSWzh7gg/photo.jpg?sz=256', 'display_name': 'Daunkesum', 'link': 'https://stackoverflow.com/users/13257251/daunkesum'}",True,338,1,0,1668098356,1586502045,61135446,CC BY-SA 4.0,https://stackoverflow.com/questions/61135446/how-to-change-parent-theme-directory-url-in-child-theme-pointing-to-child-theme,how to change parent theme directory url in child theme pointing to child theme directory,1668098356.0,,,,
13,"['html', 'css']","{'account_id': 17996063, 'reputation': 13, 'user_id': 13079057, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/J5B7o.jpg?s=256&g=1', 'display_name': 'buzzy', 'link': 'https://stackoverflow.com/users/13079057/buzzy'}",True,636,1,0,1667455457,1588014241,61466454,CC BY-SA 4.0,https://stackoverflow.com/questions/61466454/issues-with-css-grid-and-media-queries-help,Issues with CSS Grid and Media Queries (HELP!),1667455457.0,61471210.0,,,
14,"['css', 'reactjs', 'sass']","{'account_id': 17439736, 'reputation': 105, 'user_id': 12642054, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-AzZ7leXa7wc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reTCZcRCY990qAlHg7ZEWR2PcGwAQ/photo.jpg?sz=256', 'display_name': 'Gal Shtengel', 'link': 'https://stackoverflow.com/users/12642054/gal-shtengel'}",False,582,2,0,1667304956,1587995703,61460529,CC BY-SA 4.0,https://stackoverflow.com/questions/61460529/react-and-scss-export-a-variable-from-scss-to-react,React and SCSS export a variable from scss to react,,,,,
15,"['css', 'vue.js']","{'account_id': 2435989, 'reputation': 81, 'user_id': 2125889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53252e2c449a21ae3559839d8b4e4010?s=256&d=identicon&r=PG', 'display_name': 'sureshhewabi', 'link': 'https://stackoverflow.com/users/2125889/sureshhewabi'}",True,554,1,0,1667159577,1586779454,61187498,CC BY-SA 4.0,https://stackoverflow.com/questions/61187498/2d-array-grid-order-in-css,2D array Grid order in CSS,1667159577.0,61187865.0,,,
16,"['javascript', 'html', 'css', 'electron', 'titlebar']","{'account_id': 17954942, 'reputation': 81, 'user_id': 13047233, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/600036763715108/picture?type=large', 'display_name': 'Plamen Dobrev', 'link': 'https://stackoverflow.com/users/13047233/plamen-dobrev'}",False,1600,2,2,1666731466,1586709681,61174826,CC BY-SA 4.0,https://stackoverflow.com/questions/61174826/electron-webkit-app-region-drag-works-but-it-doesnt-let-me-click-the-buttons,Electron: -webkit-app-region: drag works but it doesn&#39;t let me click the buttons in my custom title bar,,,,,
17,"['css', 'bootstrap-4']","{'account_id': 73952, 'reputation': 1621, 'user_id': 212736, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/045f7f9c3de2c1b8bd2372c2d0a8a5f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marius', 'link': 'https://stackoverflow.com/users/212736/marius'}",True,2224,2,3,1666542639,1585937068,61017882,CC BY-SA 4.0,https://stackoverflow.com/questions/61017882/how-to-place-two-bootstrap-input-groups-on-the-same-line,How to place two Bootstrap input groups on the same line?,1657645964.0,61018434.0,,,
18,"['html', 'css', 'angular', 'frontend', 'web-frontend']","{'account_id': 7641699, 'reputation': 381, 'user_id': 5793587, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://lh3.googleusercontent.com/-ExR2DgtsHmA/AAAAAAAAAAI/AAAAAAAAAJo/oLNG2z3eWLs/photo.jpg?sz=256', 'display_name': 'J. Grohmann', 'link': 'https://stackoverflow.com/users/5793587/j-grohmann'}",True,309,2,0,1666427731,1586309369,61091977,CC BY-SA 4.0,https://stackoverflow.com/questions/61091977/angular-flexbox-wont-fill-screen,Angular: Flexbox Won&#39;t Fill Screen,1586310314.0,61092110.0,,,
19,"['javascript', 'css', 'slider', 'slick.js']","{'account_id': 10471616, 'reputation': 696, 'user_id': 7719316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35204e8c69a37b83076d8ebcf37b8e4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Munni', 'link': 'https://stackoverflow.com/users/7719316/munni'}",True,1943,1,0,1666105560,1587720975,61405315,CC BY-SA 4.0,https://stackoverflow.com/questions/61405315/how-to-remove-horizontal-scrollbar-from-slick-js,How to remove horizontal scrollbar from slick.js,1587877152.0,,,,
20,"['css', 'css-calc']","{'user_type': 'does_not_exist', 'display_name': 'user6818880'}",True,2258,1,3,1665964579,1586261401,61079741,CC BY-SA 4.0,https://stackoverflow.com/questions/61079741/is-there-a-power-function-in-css,Is there a power function in CSS?,1586263489.0,61080266.0,,,
21,"['javascript', 'html', 'css']","{'account_id': 18187637, 'reputation': 37, 'user_id': 13234022, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/838913363ff0323e6d96b939a5c90f2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rostek', 'link': 'https://stackoverflow.com/users/13234022/rostek'}",True,392,2,-1,1665534782,1587114185,61267782,CC BY-SA 4.0,https://stackoverflow.com/questions/61267782/use-javascript-to-change-a-second-select-list-based-on-the-first-select-list-opt,Use javascript to change a second select list based on the first select list option?,1665534782.0,61268257.0,,,
22,"['javascript', 'css', 'reactjs', 'material-ui', 'material-table']","{'account_id': 17345174, 'reputation': 337, 'user_id': 12564973, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5jcVHMbL6bE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfpCGb9AIFsLegLsV0SQmSQDa0Ceg/photo.jpg?sz=256', 'display_name': 'Mostafa Abdellaoui', 'link': 'https://stackoverflow.com/users/12564973/mostafa-abdellaoui'}",True,20742,3,6,1664923845,1585738374,60969224,CC BY-SA 4.0,https://stackoverflow.com/questions/60969224/how-to-override-muipaper-root-style-in-material-table,How to override MuiPaper-root style in material-table,1585739308.0,60969443.0,,,
23,"['css', 'tailwind-css', 'css-purge']","{'account_id': 6020622, 'reputation': 2381, 'user_id': 4727821, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/21f953d159e3fadc38ef01b7a320cb3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'dungey_140', 'link': 'https://stackoverflow.com/users/4727821/dungey-140'}",True,11815,6,11,1664803262,1585822514,60989191,CC BY-SA 4.0,https://stackoverflow.com/questions/60989191/purgecss-whitelist-patterns-with-tailwindcss,PurgeCSS whitelist patterns with TailwindCSS,1629450284.0,61078355.0,,,
24,"['javascript', 'css', 'reactjs', 'react-redux', 'antd']","{'account_id': 4354066, 'reputation': 907, 'user_id': 3553312, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/FSJBQ.jpg?s=256&g=1', 'display_name': 'K M Dilshan Udara', 'link': 'https://stackoverflow.com/users/3553312/k-m-dilshan-udara'}",False,8480,3,2,1664442065,1586512768,61137908,CC BY-SA 4.0,https://stackoverflow.com/questions/61137908/ant-design-layout-is-not-working-as-expected,Ant Design Layout is not working as expected,,,,,
25,"['css', 'windows', 'zooming']","{'account_id': 10749586, 'reputation': 133, 'user_id': 8102818, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/461b0efb82c754c8b4ac1c105590214d?s=256&d=identicon&r=PG&f=1', 'display_name': 'LMG', 'link': 'https://stackoverflow.com/users/8102818/lmg'}",True,10725,1,6,1663973460,1587863035,61434568,CC BY-SA 4.0,https://stackoverflow.com/questions/61434568/windows-10-scaling-default-above-100-causing-website-sizing-issues,Windows 10 scaling default above 100% causing website sizing issues,1587897512.0,62882955.0,,,
26,"['javascript', 'html', 'css']","{'account_id': 11324634, 'reputation': 180, 'user_id': 11499729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ac3fc31c053d51d5f2c4c6a90df3414?s=256&d=identicon&r=PG&f=1', 'display_name': 'atheros', 'link': 'https://stackoverflow.com/users/11499729/atheros'}",True,1150,1,2,1663969557,1588144218,61496094,CC BY-SA 4.0,https://stackoverflow.com/questions/61496094/persistent-dark-mode-while-navigating-pages-with-a-dark-light-mode-toggling-opti,Persistent dark mode while navigating pages with a dark/light mode toggling option,1663969557.0,61496267.0,,,
27,"['html', 'css']","{'account_id': 16490213, 'reputation': 99, 'user_id': 11914355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e8717a7086f30f70f7c9c0f14eb0932?s=256&d=identicon&r=PG&f=1', 'display_name': 'zach_21', 'link': 'https://stackoverflow.com/users/11914355/zach-21'}",True,6234,2,5,1663790402,1586620849,61159717,CC BY-SA 4.0,https://stackoverflow.com/questions/61159717/how-to-align-icon-left-and-text-centred-in-a-html-button,How to align icon left and text centred in a html button?,,61160064.0,,,
28,"['html', 'css']","{'account_id': 15566767, 'reputation': 19, 'user_id': 11230261, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/122158258929194/picture?type=large', 'display_name': 'Tarun Rathore', 'link': 'https://stackoverflow.com/users/11230261/tarun-rathore'}",False,1226,3,1,1663784675,1585998882,61027225,CC BY-SA 4.0,https://stackoverflow.com/questions/61027225/why-is-html-page-not-displaying-hindi-fonts,Why is html page not displaying hindi fonts?,1586009008.0,,,,
29,"['css', 'svg', 'safari', 'css-animations', 'svg-animate']","{'account_id': 8945220, 'reputation': 81, 'user_id': 6672937, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JnCER.jpg?s=256&g=1', 'display_name': 'Jean-Baptiste Kaloya', 'link': 'https://stackoverflow.com/users/6672937/jean-baptiste-kaloya'}",True,6298,3,4,1663627199,1585758167,60975613,CC BY-SA 4.0,https://stackoverflow.com/questions/60975613/svg-animation-struggles-with-safari-13-1-mac-os-ios,SVG animation struggles with Safari 13.1 (Mac OS &amp; IOS),1585759805.0,61492458.0,,,
30,"['html', 'css', 'twitter-bootstrap-3', 'thumbnails']","{'account_id': 7763231, 'reputation': 1679, 'user_id': 5875276, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/10108283776627117/picture?type=large', 'display_name': 'DiamondJoe12', 'link': 'https://stackoverflow.com/users/5875276/diamondjoe12'}",False,19,0,1,1663444308,1587569327,61368958,CC BY-SA 4.0,https://stackoverflow.com/questions/61368958/trouble-adding-a-caption-below-thumbnail-in-bootstrap,Trouble adding a caption below thumbnail in Bootstrap,1663444308.0,,,,
31,"['javascript', 'jquery', 'html', 'css']","{'account_id': 9352333, 'reputation': 25, 'user_id': 6941593, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/07R9f.jpg?s=256&g=1', 'display_name': 'Nagashiwa', 'link': 'https://stackoverflow.com/users/6941593/nagashiwa'}",True,375,2,1,1663285978,1586799674,61193500,CC BY-SA 4.0,https://stackoverflow.com/questions/61193500/button-opens-and-jumps-accordion-while-clicking-on-it,Button opens and jumps accordion while clicking on it,1586874028.0,61305019.0,,,
32,"['javascript', 'css']","{'account_id': 14637022, 'reputation': 47, 'user_id': 10570840, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2086846708032321/picture?type=large', 'display_name': 'Kamil Brodziak', 'link': 'https://stackoverflow.com/users/10570840/kamil-brodziak'}",True,502,3,2,1663223753,1587250075,61297303,CC BY-SA 4.0,https://stackoverflow.com/questions/61297303/get-max-available-browser-height-without-browser-toolbar-javascript,Get max available browser height without browser toolbar- javascript,,61307935.0,,,
33,"['javascript', 'css', 'css-selectors', 'host', 'shadow-dom']","{'account_id': 433871, 'reputation': 1660, 'user_id': 819450, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/jAhix.jpg?s=256&g=1', 'display_name': 'supersaiyan', 'link': 'https://stackoverflow.com/users/819450/supersaiyan'}",True,5522,4,1,1663032703,1587031053,61247463,CC BY-SA 4.0,https://stackoverflow.com/questions/61247463/how-to-change-styling-of-google-dialogflow-messenger,How to change styling of google Dialogflow Messenger,,,,,
34,"['html', 'css', 'angular', 'primeng']","{'account_id': 13320707, 'reputation': 46, 'user_id': 9615471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a575b4f481c76d72fe83f4b59d5237e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adabala Rama Krishna', 'link': 'https://stackoverflow.com/users/9615471/adabala-rama-krishna'}",True,2237,3,1,1662991361,1585914347,61011174,CC BY-SA 4.0,https://stackoverflow.com/questions/61011174/primeng-data-table-columns-width-autofit-based-on-contents,primeng data table columns width autofit based on contents,1586156440.0,,,,
35,"['css', 'yii2', 'modal-dialog', 'fullcalendar', 'adminlte']","{'account_id': 15131279, 'reputation': 25, 'user_id': 10919093, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ekk4S.jpg?s=256&g=1', 'display_name': 'jc.reyes.suazo', 'link': 'https://stackoverflow.com/users/10919093/jc-reyes-suazo'}",False,822,3,0,1662813403,1587263737,61298858,CC BY-SA 4.0,https://stackoverflow.com/questions/61298858/modal-conflict-between-layout-css-and-view-css-using-adminlte-and-yii2fullcalend,Modal conflict between layout css and view css using AdminLTE and yii2FullCalendar,1588088124.0,,,,
36,"['html', 'css', 'font-awesome']","{'account_id': 4819712, 'reputation': 651, 'user_id': 3890722, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://i.stack.imgur.com/DN5eJ.jpg?s=256&g=1', 'display_name': 'Niranga Sandaruwan', 'link': 'https://stackoverflow.com/users/3890722/niranga-sandaruwan'}",True,1335,2,1,1662477545,1587716829,61404181,CC BY-SA 4.0,https://stackoverflow.com/questions/61404181/font-awesome-unicode-f046-not-showing-in-chrome,Font Awesome unicode &quot;\f046&quot; not showing in Chrome,1587718239.0,61404438.0,,,
37,"['javascript', 'html', 'css', 'clipboard']","{'account_id': 9017888, 'reputation': 174, 'user_id': 6719976, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/lTAaF.jpg?s=256&g=1', 'display_name': 'Nick Dimou', 'link': 'https://stackoverflow.com/users/6719976/nick-dimou'}",True,10998,2,4,1660920869,1586312984,61092432,CC BY-SA 4.0,https://stackoverflow.com/questions/61092432/display-success-message-after-copying-url-to-clipboard,display success message after copying url to clipboard,1660920869.0,61092810.0,,,
38,"['html', 'css', 'reactjs', 'codesandbox']","{'account_id': 15007494, 'reputation': 37, 'user_id': 10833043, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ZEdMsu2t23s/AAAAAAAAAAI/AAAAAAAAFMk/aEH9WK9b-FQ/photo.jpg?sz=256', 'display_name': 'AwesomeGuy', 'link': 'https://stackoverflow.com/users/10833043/awesomeguy'}",True,3136,1,1,1660412423,1588053635,61473591,CC BY-SA 4.0,https://stackoverflow.com/questions/61473591/codesandbox-io-img-tag-not-loading-image,CodeSandbox.io &lt;img&gt; tag not loading image,,61473767.0,,,
39,"['css', 'wordpress', 'woocommerce', 'sidebar']","{'account_id': 18323003, 'reputation': 1, 'user_id': 13343358, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-KeaI0Aur21U/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOjtSoeOXCgXJBO-QSdlmvNfiesnw/photo.jpg?sz=256', 'display_name': 'V&#226;nia Sim&#245;es', 'link': 'https://stackoverflow.com/users/13343358/v%c3%a2nia-sim%c3%b5es'}",False,286,1,0,1659916445,1587159354,61281100,CC BY-SA 4.0,https://stackoverflow.com/questions/61281100/how-do-i-solve-problem-with-links-not-working-on-mobile-with-woocommerce-sidebar,How do I solve problem with links not working on mobile with woocommerce sidebar on?,,,,,
40,"['html', 'css', 'border', 'linear-gradients']","{'account_id': 7935142, 'reputation': 15, 'user_id': 7572646, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Fz2TPlAoDYY/AAAAAAAAAAI/AAAAAAAACOo/dk0n1mkZ1ss/photo.jpg?sz=256', 'display_name': 'cafeTechne', 'link': 'https://stackoverflow.com/users/7572646/cafetechne'}",True,1293,2,1,1659702984,1586770336,61184968,CC BY-SA 4.0,https://stackoverflow.com/questions/61184968/how-do-you-apply-a-gradient-from-outer-to-inner-only-to-borders-in-css,"How do you apply a gradient from outer to inner, only to borders, in CSS?",1586820838.0,61185204.0,,,
41,"['css', 'workbox', 'stenciljs']","{'account_id': 6594312, 'reputation': 85, 'user_id': 11193243, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10203046379520432/picture?type=large', 'display_name': 'Lajtovo', 'link': 'https://stackoverflow.com/users/11193243/lajtovo'}",True,132,1,1,1659468185,1586249146,61076097,CC BY-SA 4.0,https://stackoverflow.com/questions/61076097/workbox-how-to-generate-revision-number-for-my-css,Workbox: How to generate revision number for my CSS?,1586326143.0,61094286.0,,,
42,"['css', 'vue.js', 'vuetify.js']","{'account_id': 14615598, 'reputation': 4924, 'user_id': 10555785, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LjnQT.jpg?s=256&g=1', 'display_name': 'chans', 'link': 'https://stackoverflow.com/users/10555785/chans'}",True,1750,1,0,1659447201,1588052183,61473297,CC BY-SA 4.0,https://stackoverflow.com/questions/61473297/vuetify-select-dropdown-inside-datatable-creating-position-issue,Vuetify select dropdown inside datatable creating position issue,,61475888.0,,,
43,"['html', 'css']","{'account_id': 10490854, 'reputation': 1460, 'user_id': 7732790, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1394067033978828/picture?type=large', 'display_name': 'Alvin John Niravukalayil', 'link': 'https://stackoverflow.com/users/7732790/alvin-john-niravukalayil'}",True,100,2,0,1659263707,1587801575,61422623,,https://stackoverflow.com/questions/61422623/hover-effect-applies-to-all-anchor-tags-in-the-page,Hover effect applies to all anchor tags in the page,,61422679.0,1587811090.0,Duplicate,
44,"['css', 'media-queries', 'standards', 'toucaan']","{'account_id': 299038, 'reputation': 3499, 'user_id': 605396, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/4Qh4F.png?s=256&g=1', 'display_name': 'Marvin Danig', 'link': 'https://stackoverflow.com/users/605396/marvin-danig'}",True,517,1,0,1658858972,1586279879,61085676,CC BY-SA 4.0,https://stackoverflow.com/questions/61085676/can-we-map-inches-on-screen-css-accurately-now,Can we map inches on screen CSS accurately now?,1658858438.0,62272321.0,,,
45,"['html', 'css']","{'account_id': 6501318, 'reputation': 629, 'user_id': 5032020, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/06e4319a77ce2d389beee3e60aafd140?s=256&d=identicon&r=PG&f=1', 'display_name': 'flamant', 'link': 'https://stackoverflow.com/users/5032020/flamant'}",True,66,1,-1,1658769304,1587982527,61456521,,https://stackoverflow.com/questions/61456521/responsive-css-grid-div-that-has-no-width-and-no-background-size-when-using-calc,responsive css grid div that has no width and no background-size when using calc,,61456588.0,1587984879.0,Duplicate,
46,"['javascript', 'html', 'css', 'class', 'animation']","{'account_id': 9515546, 'reputation': 3, 'user_id': 13326840, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-W-lYo6kKVCI/AAAAAAAAAAI/AAAAAAAAFOc/w5cmypuUV50/photo.jpg?sz=256', 'display_name': 'qbkiller12', 'link': 'https://stackoverflow.com/users/13326840/qbkiller12'}",True,843,4,0,1658755677,1587011278,61242706,CC BY-SA 4.0,https://stackoverflow.com/questions/61242706/adding-a-class-to-an-element-to-run-css-animation-in-javascript,Adding a class to an element to run CSS animation in Javascript,1587012425.0,61242982.0,,,
47,"['css', 'angular', 'web-component', 'shadow-dom', 'angular-elements']","{'account_id': 8965704, 'reputation': 657, 'user_id': 6686446, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Ez3BVhk1m_o/AAAAAAAAAAI/AAAAAAAABcU/T0UWx0r2RsA/photo.jpg?sz=256', 'display_name': 'Kavinda Jayakody', 'link': 'https://stackoverflow.com/users/6686446/kavinda-jayakody'}",True,1707,2,1,1658518474,1586980768,61237571,CC BY-SA 4.0,https://stackoverflow.com/questions/61237571/use-css-selectors-like-first-child-inside-shadow-dom,Use CSS selectors like :first-child inside shadow dom,,61488246.0,,,
