,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,protected_date
10,"['css', 'reactjs']","{'account_id': 13696444, 'reputation': 11, 'user_id': 9882969, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-H61QfSDQcVQ/AAAAAAAAAAI/AAAAAAAADHw/wxab3BhG6nU/photo.jpg?sz=256', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/9882969/eric'}",True,56,58652477.0,1,1,1665932712,1572559059,1665932712.0,58651652,CC BY-SA 4.0,https://stackoverflow.com/questions/58651652/why-does-my-css-text-show-when-my-react-renders-my-component-page,Why does my css text show when my react renders my component page?,,,,
11,"['javascript', 'html', 'css', 'reactjs', 'next.js']","{'account_id': 9651784, 'reputation': 365, 'user_id': 7162717, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://graph.facebook.com/1409280009112130/picture?type=large', 'display_name': 'Nevin ', 'link': 'https://stackoverflow.com/users/7162717/nevin'}",True,1409,,3,0,1665835713,1573885108,,58888143,CC BY-SA 4.0,https://stackoverflow.com/questions/58888143/react-nextjs-know-what-page-is-rendered-on-app-js,React/Nextjs - know what page is rendered on _app.js,,,,
12,"['html', 'css', 'angular', 'ag-grid']","{'account_id': 15405623, 'reputation': 315, 'user_id': 11113835, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd7e8e04c871d4bc0ffd4b1cbd447368?s=256&d=identicon&r=PG&f=1', 'display_name': 'venkatesh karthick', 'link': 'https://stackoverflow.com/users/11113835/venkatesh-karthick'}",False,296,,1,0,1665763665,1575016029,,59101206,CC BY-SA 4.0,https://stackoverflow.com/questions/59101206/navigation-keys-are-not-working-inside-cellrenderer-input-boxes-in-ag-grid,Navigation keys are not working inside cellrenderer input boxes in ag grid,,,,
13,"['css', 'vue.js']","{'account_id': 13889680, 'reputation': 137, 'user_id': 10027996, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ub1NCHwZxD4/AAAAAAAAAAI/AAAAAAAAAlA/Autg29jI-6k/photo.jpg?sz=256', 'display_name': 'Ramazan Erikli', 'link': 'https://stackoverflow.com/users/10027996/ramazan-erikli'}",True,1238,58929015.0,1,0,1665645101,1574148076,,58928575,CC BY-SA 4.0,https://stackoverflow.com/questions/58928575/how-can-i-add-conditional-style-in-vue-js,How can I add conditional style in Vue.js?,,,,
14,"['css', 'symfony']","{'account_id': 15707137, 'reputation': 1470, 'user_id': 11333575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9fb623e3db5d41d001f01c44e5f8865?s=256&d=identicon&r=PG&f=1', 'display_name': 'eronn', 'link': 'https://stackoverflow.com/users/11333575/eronn'}",True,684,73997375.0,2,1,1665235780,1574244731,1582324066.0,58951750,CC BY-SA 4.0,https://stackoverflow.com/questions/58951750/symfony-asterisk-on-required-label-bug-on-choicetype-field,"Symfony - Asterisk on required label, bug on ChoiceType field",,,,
15,"['css', 'angular', 'sass', 'sonarqube', 'angular7']","{'user_type': 'does_not_exist', 'display_name': 'user12425844'}",True,3594,59023922.0,2,5,1664040322,1574627421,1574628654.0,59022088,CC BY-SA 4.0,https://stackoverflow.com/questions/59022088/empty-css-scss-files-and-do-angular-problems-occur,Empty CSS/SCSS files and do Angular problems occur?,,,,
16,"['javascript', 'css', 'wordpress', 'bootstrap-4', 'owl-carousel']","{'account_id': 2259511, 'reputation': 545, 'user_id': 1989929, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/68X62.png?s=256&g=1', 'display_name': 'RustyBadRobot', 'link': 'https://stackoverflow.com/users/1989929/rustybadrobot'}",False,727,,1,0,1663651486,1574773675,,59051682,CC BY-SA 4.0,https://stackoverflow.com/questions/59051682/owl-carousel-width-issue-on-devices,Owl Carousel width issue on devices,,,,
17,"['css', 'fonts', 'cross-browser']","{'account_id': 1002072, 'reputation': 44645, 'user_id': 1016716, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/Gw5Un.png?s=256&g=1', 'display_name': 'Mr Lister', 'link': 'https://stackoverflow.com/users/1016716/mr-lister'}",False,528,,2,3,1663168827,1573811055,1663168827.0,58874255,CC BY-SA 4.0,https://stackoverflow.com/questions/58874255/display-monospace-fonts-at-the-same-font-size-as-their-surroundings,Display monospace fonts at the same font size as their surroundings,,,,
18,"['css', 'sass', 'compilation', 'compass']","{'account_id': 3753539, 'reputation': 8834, 'user_id': 3120489, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/evP8V.png?s=256&g=1', 'display_name': 'dabadaba', 'link': 'https://stackoverflow.com/users/3120489/dabadaba'}",True,2798,,5,7,1663062760,1573643904,1573644255.0,58835970,CC BY-SA 4.0,https://stackoverflow.com/questions/58835970/compass-compile-invalid-css-after-lor-value-expected-was,"compass compile: Invalid CSS after &quot;...lor}: #{$value}&quot;: expected &quot;{&quot;, was &quot;;&quot;)",,,,
19,"['javascript', 'css', 'vue.js', 'events', 'pointer-events']","{'account_id': 17194082, 'reputation': 21, 'user_id': 12447284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c3b4b7819ab25ae159af89bbb6a2c77?s=256&d=identicon&r=PG&f=1', 'display_name': 'bboysokol', 'link': 'https://stackoverflow.com/users/12447284/bboysokol'}",True,6693,59104053.0,2,0,1662350626,1574931236,,59084929,CC BY-SA 4.0,https://stackoverflow.com/questions/59084929/pointer-events-none-doesnt-work-on-mobile,Pointer-events: none doesn&#39;t work on mobile,,,,
20,"['css', 'overflow', 'css-grid', 'ellipsis']","{'account_id': 4431782, 'reputation': 45, 'user_id': 3608786, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'eternalshenron', 'link': 'https://stackoverflow.com/users/3608786/eternalshenron'}",True,1999,59033969.0,1,3,1661470059,1574691396,1661470059.0,59033853,CC BY-SA 4.0,https://stackoverflow.com/questions/59033853/css-text-overflow-ellipsis-not-working-in-when-using-css-grid,CSS text-overflow: ellipsis not working in when using CSS grid,,,,
21,"['css', 'vue.js', 'datatable', 'vue-component', 'vuetify.js']","{'account_id': 13300848, 'reputation': 303, 'user_id': 9602407, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-tK7OEjarh3g/AAAAAAAAAAI/AAAAAAAAABY/pzpn75KYsNU/photo.jpg?sz=256', 'display_name': 'Liv Marx', 'link': 'https://stackoverflow.com/users/9602407/liv-marx'}",True,3779,58662948.0,3,9,1661440146,1572616796,,58660479,CC BY-SA 4.0,https://stackoverflow.com/questions/58660479/tying-to-style-vuetify-data-table-so-that-sorting-arrows-are-always-on-the-same,Tying to style Vuetify data table so that sorting arrows are always on the same line as header - not under?,,,,
22,"['html', 'css', 'bootstrap-4', 'multiple-columns']","{'account_id': 2634327, 'reputation': 652, 'user_id': 2279454, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/d788e7707c57514eb09b06830d1d65c2?s=256&d=identicon&r=PG', 'display_name': 'Ionut', 'link': 'https://stackoverflow.com/users/2279454/ionut'}",True,567,,4,3,1661233648,1573032715,1592644375.0,58726927,CC BY-SA 4.0,https://stackoverflow.com/questions/58726927/how-to-change-bootstrap-4-column-order-on-mobile-layout,How to change bootstrap 4 column order on mobile layout?,,,,
23,"['css', 'primeng', 'primeng-dropdowns']","{'account_id': 16002650, 'reputation': 198, 'user_id': 11548893, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gagkJUbMze8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdt8ba0xvf8c1m3a8Q5bF8VS2GQZA/mo/photo.jpg?sz=256', 'display_name': 'jxStackOverflow', 'link': 'https://stackoverflow.com/users/11548893/jxstackoverflow'}",True,1353,,2,1,1660462294,1574833922,1574841833.0,59063833,CC BY-SA 4.0,https://stackoverflow.com/questions/59063833/how-to-remove-primeng-dropdown-icon,How to remove PrimeNG dropdown icon?,,,,
24,"['css', 'ruby-on-rails', 'bootstrap-4', 'toastr', 'ruby-on-rails-6']","{'account_id': 5955323, 'reputation': 539, 'user_id': 4682184, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10206475442305182/picture?type=large', 'display_name': 'David Lee', 'link': 'https://stackoverflow.com/users/4682184/david-lee'}",True,4645,,2,4,1660313758,1573282154,1595204755.0,58777081,CC BY-SA 4.0,https://stackoverflow.com/questions/58777081/how-do-you-add-toastr-rails-gem-to-rails-6-project,How do you add toastr-rails gem to Rails 6 project?,,,,
25,"['css', 'tailwind-css']","{'account_id': 16726913, 'reputation': 35, 'user_id': 12090313, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2711670075531978/picture?type=large', 'display_name': 'Ben Pople', 'link': 'https://stackoverflow.com/users/12090313/ben-pople'}",True,3028,58729829.0,3,2,1660303704,1573041230,1573041743.0,58729573,CC BY-SA 4.0,https://stackoverflow.com/questions/58729573/tailwind-css-truncate-after-filling-a-space,Tailwind CSS truncate after filling a space,,,,
26,"['css', 'reactjs', 'antd']","{'account_id': 6637820, 'reputation': 2485, 'user_id': 5124488, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43bb8786cddcba2287ee03d6b8c6111f?s=256&d=identicon&r=PG&f=1', 'display_name': 'blueseal', 'link': 'https://stackoverflow.com/users/5124488/blueseal'}",True,3167,58773147.0,3,1,1659959374,1573239858,1573246541.0,58772432,CC BY-SA 4.0,https://stackoverflow.com/questions/58772432/how-to-set-custom-style-to-antd-rate-component,How to set custom style to antd Rate Component,,,,
27,"['css', 'r', 'tabs', 'r-markdown']","{'account_id': 5135284, 'reputation': 81, 'user_id': 4114242, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JivCCcrcVcE/AAAAAAAAAAI/AAAAAAAAA-Q/4PMk8YUG_cU/photo.jpg?sz=256', 'display_name': 'himanshu tripathi', 'link': 'https://stackoverflow.com/users/4114242/himanshu-tripathi'}",False,491,,2,2,1659515770,1573648207,1653401245.0,58837184,CC BY-SA 4.0,https://stackoverflow.com/questions/58837184/2-column-layout-in-rmarkdown-with-tabset,2 column layout in Rmarkdown with tabset,,,,
28,"['css', 'reactjs', 'checkbox', 'react-redux', 'material-ui']","{'account_id': 10767382, 'reputation': 311, 'user_id': 7921893, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3541aa2af876a1a121c4c4a910ff02ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pep', 'link': 'https://stackoverflow.com/users/7921893/pep'}",True,8294,58757371.0,2,2,1659007346,1573157199,1573157572.0,58756193,CC BY-SA 4.0,https://stackoverflow.com/questions/58756193/change-background-color-of-an-unchecked-material-ui-checkbox,Change background-color of an unchecked Material-UI checkbox,,,,
29,"['css', 'svg', 'border', 'radial-gradients']","{'account_id': 3796209, 'reputation': 472, 'user_id': 3151214, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/6U0G5.png?s=256&g=1', 'display_name': 'Alex Shul', 'link': 'https://stackoverflow.com/users/3151214/alex-shul'}",True,1064,59106640.0,1,1,1658796013,1575012892,1590616479.0,59100540,CC BY-SA 4.0,https://stackoverflow.com/questions/59100540/svg-with-radialgradient-not-work-in-browsers,SVG with radialGradient not work in browsers,,,,
30,"['javascript', 'css', 'laravel', 'twitter-bootstrap', 'laravel-6']","{'account_id': 6019279, 'reputation': 936, 'user_id': 4726997, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/10155397223760084/picture?type=large', 'display_name': 'Michele Della Mea', 'link': 'https://stackoverflow.com/users/4726997/michele-della-mea'}",True,12724,58810780.0,4,4,1658393447,1573513573,1573533693.0,58809807,CC BY-SA 4.0,https://stackoverflow.com/questions/58809807/how-to-fix-error-404-with-app-js-and-app-css-in-laravel,How to fix error 404 with app.js and app.css in Laravel?,,,,
31,"['javascript', 'html', 'css', 'vue.js']","{'account_id': 17074250, 'reputation': 121, 'user_id': 12354237, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2504731429582395/picture?type=large', 'display_name': 'Khairul Habib', 'link': 'https://stackoverflow.com/users/12354237/khairul-habib'}",True,117,58798016.0,2,0,1657933595,1573460649,1573464133.0,58797797,CC BY-SA 4.0,https://stackoverflow.com/questions/58797797/set-class-using-data-source-from-javascript,Set class using data source from JavaScript,,,,
32,"['css', 'vue.js']","{'account_id': 15105189, 'reputation': 3, 'user_id': 10901088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e610279ace098d78d3a6655661ca50ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'Csfcodejs', 'link': 'https://stackoverflow.com/users/10901088/csfcodejs'}",True,99,,1,0,1657933208,1574258611,,58956188,CC BY-SA 4.0,https://stackoverflow.com/questions/58956188/conditionally-using-a-css-class-in-vue,Conditionally using a css class in Vue,,,,
33,"['html', 'css', 'vue.js', 'bootstrap-vue']","{'account_id': 17071067, 'reputation': 57, 'user_id': 12351839, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b237542c480f1b2e0dc7be9278f44f4?s=256&d=identicon&r=PG', 'display_name': 'GabrieRabelo', 'link': 'https://stackoverflow.com/users/12351839/gabrierabelo'}",True,1083,58791680.0,1,0,1657921899,1573407845,1573410482.0,58791309,CC BY-SA 4.0,https://stackoverflow.com/questions/58791309/scrolling-to-the-bottom-of-a-div-is-not-working,Scrolling to the bottom of a div is not working,,,,
34,"['css', 'animation', 'safari', 'repaint']","{'account_id': 6068027, 'reputation': 3526, 'user_id': 4737729, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/835dc76d060c6401e4c1ef5465f048be?s=256&d=identicon&r=PG', 'display_name': 'sandrina-p', 'link': 'https://stackoverflow.com/users/4737729/sandrina-p'}",True,1592,,3,7,1657913382,1574773184,1574774432.0,59051548,CC BY-SA 4.0,https://stackoverflow.com/questions/59051548/css-animation-with-css-variables-and-keyframes-not-updating-on-safari,CSS animation with CSS variables and @keyframes not updating on Safari,,,,
35,"['javascript', 'css', 'vue.js', 'input', 'bootstrap-vue']","{'account_id': 16908190, 'reputation': 39, 'user_id': 12227985, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-sYKgneCRo-U/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reuKEifEnZR6MSX_iaXrdtWPaNKrA/photo.jpg?sz=256', 'display_name': 'Izaskun DA', 'link': 'https://stackoverflow.com/users/12227985/izaskun-da'}",True,1201,59060456.0,2,0,1657864211,1574791796,,59057025,CC BY-SA 4.0,https://stackoverflow.com/questions/59057025/input-value-in-vuejs-using-css-notvalue,input value in vuejs using css :not[value=&quot;&quot;],,,,
36,"['javascript', 'css', 'laravel', 'vue.js', 'vuejs2']","{'account_id': 10021345, 'reputation': 811, 'user_id': 7410951, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://graph.facebook.com/1123791901052109/picture?type=large', 'display_name': 'Michał', 'link': 'https://stackoverflow.com/users/7410951/micha%c5%82'}",False,358,,1,0,1657859182,1573054743,1573071154.0,58733739,CC BY-SA 4.0,https://stackoverflow.com/questions/58733739/vuejs-is-causing-css-animations-to-load-again,VueJS is causing CSS animations to load again?,,,,
37,"['html', 'css', 'vue.js', 'css-animations', 'bootstrap-vue']","{'account_id': 17046783, 'reputation': 15, 'user_id': 12333435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18fc5df484d5f59e54a467904545bb6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ImranR', 'link': 'https://stackoverflow.com/users/12333435/imranr'}",True,525,58842819.0,1,1,1657852775,1573662535,1573664903.0,58841482,CC BY-SA 4.0,https://stackoverflow.com/questions/58841482/how-to-check-on-page-load-if-input-and-select-boxes-are-empty-with-javascript,How to check on page load if input and select boxes are empty with Javascript,,,,
38,"['javascript', 'html', 'css']","{'account_id': 11945119, 'reputation': 79, 'user_id': 8740601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ff1c87f1ee9838ba9687bade210af6a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vktr', 'link': 'https://stackoverflow.com/users/8740601/vktr'}",True,455,,3,0,1657848498,1572943107,1572945615.0,58707407,CC BY-SA 4.0,https://stackoverflow.com/questions/58707407/style-binding-doesnt-work-with-html-image-elements-vue-js,Style binding doesn&#39;t work with HTML image elements (Vue.js),,,,
39,"['android', 'html', 'css', 'fonts']","{'account_id': 15598642, 'reputation': 91, 'user_id': 11253359, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2bc6da103bdb79a55757ba5e9a17d8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ash', 'link': 'https://stackoverflow.com/users/11253359/ash'}",True,2242,,3,1,1657691664,1573415716,1573715650.0,58792383,CC BY-SA 4.0,https://stackoverflow.com/questions/58792383/how-to-change-webview-content-font-family-via-javascript-in-android,how to change WebView content font-family via javascript in android?,,,,
40,"['javascript', 'css', 'laravel', 'vue.js', 'adminlte']","{'account_id': 14568231, 'reputation': 336, 'user_id': 10522264, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dgHfs.jpg?s=256&g=1', 'display_name': 'ppegu', 'link': 'https://stackoverflow.com/users/10522264/ppegu'}",True,2519,,2,4,1657185668,1574835777,1574837124.0,59064214,CC BY-SA 4.0,https://stackoverflow.com/questions/59064214/sidebar-menu-not-working-in-laravelvueadminlte,Sidebar menu not working in Laravel+vue+adminlte,,,,
41,"['javascript', 'css', 'openlayers', 'openstreetmap', 'geocoding']","{'account_id': 17083122, 'reputation': 89, 'user_id': 12361070, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lrXBD.png?s=256&g=1', 'display_name': 'TobiCook', 'link': 'https://stackoverflow.com/users/12361070/tobicook'}",True,704,,1,0,1657099221,1573633360,,58832926,CC BY-SA 4.0,https://stackoverflow.com/questions/58832926/openlayers-clearing-markers-from-search-results-when-entering-a-new-search,OpenLayers - Clearing markers from search results when entering a new search,,,,
42,"['html', 'css', 'responsive-design', 'footer']","{'account_id': 2141647, 'reputation': 323, 'user_id': 1900131, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90b27815ae99c6c5463e6b059b6c7644?s=256&d=identicon&r=PG&f=1', 'display_name': 'nanokozmos', 'link': 'https://stackoverflow.com/users/1900131/nanokozmos'}",False,629,,2,0,1655768715,1575047729,1575370293.0,59108872,CC BY-SA 4.0,https://stackoverflow.com/questions/59108872/responsive-footer-design-wrapping-footer-items,Responsive footer design - wrapping footer items,,,,
43,"['javascript', 'css', 'node.js', 'reactjs', 'react-native']","{'account_id': 16684538, 'reputation': 105, 'user_id': 12058801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5b80664f7f28c7456cae7b17a01c1af?s=256&d=identicon&r=PG&f=1', 'display_name': 'sajjadsarhadi', 'link': 'https://stackoverflow.com/users/12058801/sajjadsarhadi'}",True,1405,58781025.0,1,0,1655661013,1573306415,,58779787,CC BY-SA 4.0,https://stackoverflow.com/questions/58779787/what-is-a-react-js-the-way-to-learn,What is a react js the way to learn?,,,,
44,"['css', 'wordpress', 'responsive-design', 'mobile-website']","{'account_id': 13291958, 'reputation': 71, 'user_id': 11674798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a9da9539de56949c9d3e42a366ab30a?s=256&d=identicon&r=PG&f=1', 'display_name': 'icm', 'link': 'https://stackoverflow.com/users/11674798/icm'}",True,1207,58733148.0,1,0,1655454690,1573052422,1655454690.0,58732977,CC BY-SA 4.0,https://stackoverflow.com/questions/58732977/mobile-menu-wont-center-on-astra-wordpress-theme-please-advise,Mobile Menu wont center on Astra WordPress Theme.. Please advise?,,,,
45,"['css', 'box-shadow']","{'account_id': 42451, 'reputation': 100710, 'user_id': 123671, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/23fc4556be14017796d38579dd4778ab?s=256&d=identicon&r=PG', 'display_name': 'mikemaccana', 'link': 'https://stackoverflow.com/users/123671/mikemaccana'}",True,1149,58961742.0,3,-4,1655215085,1574264786,1583325920.0,58958301,CC BY-SA 4.0,https://stackoverflow.com/questions/58958301/how-can-i-make-neumorphism-style-element-shadows-using-css,How can I make neumorphism-style element shadows using CSS?,,,,
46,"['html', 'css', 'reactjs', 'twitter-bootstrap', 'react-bootstrap']","{'account_id': 4765923, 'reputation': 6362, 'user_id': 3899126, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'CraZyDroiD', 'link': 'https://stackoverflow.com/users/3899126/crazydroid'}",False,787,,1,0,1654841627,1572932206,1572932399.0,58705067,CC BY-SA 4.0,https://stackoverflow.com/questions/58705067/password-toggle-icon-inside-bootstrap-field,Password toggle icon inside bootstrap field,,,,
47,"['css', 'wordpress', 'menu', 'background-color']","{'account_id': 16611015, 'reputation': 13, 'user_id': 12004047, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/818171e6faa96699810bec3baba71599?s=256&d=identicon&r=PG&f=1', 'display_name': 'everyday', 'link': 'https://stackoverflow.com/users/12004047/everyday'}",True,404,58790322.0,1,0,1654640694,1573377594,1654640694.0,58787253,CC BY-SA 4.0,https://stackoverflow.com/questions/58787253/wp-twentyseventeen-menu-color-change-not-working,WP Twentyseventeen Menu Color Change Not Working,,,,
48,"['html', 'css', 'flexbox']","{'account_id': 17103098, 'reputation': 37, 'user_id': 12375740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ff8253897ae4aa95f0cbb1e9f575fe5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Flying Squirrel', 'link': 'https://stackoverflow.com/users/12375740/flying-squirrel'}",False,189,,2,2,1654624544,1573777136,1573784607.0,58868511,,https://stackoverflow.com/questions/58868511/how-do-i-vertically-align-grid-elements-with-various-heights,How do I vertically align grid elements with various heights?,1573810501.0,Duplicate,,
