,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from
11,"['css', 'flexbox']","{'account_id': 23100966, 'reputation': 1, 'user_id': 17210381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a1bfa4c79ef22a3dfa4196fba1acf73?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ping Souravghosh', 'link': 'https://stackoverflow.com/users/17210381/ping-souravghosh'}",True,1188,2,-2,1666613422,1634814765,69660912,,https://stackoverflow.com/questions/69660912/confused-between-justify-content-align-items-text-align,"Confused between Justify-content:, align-items: &amp; text-align",,1634821423.0,1634821418.0,Duplicate,
12,"['css', 'vue.js', 'vuejs2', 'css-grid']","{'account_id': 447920, 'reputation': 26687, 'user_id': 841830, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/thtU5.jpg?s=256&g=1', 'display_name': 'Darren Cook', 'link': 'https://stackoverflow.com/users/841830/darren-cook'}",True,812,2,0,1666518395,1634926374,69681421,CC BY-SA 4.0,https://stackoverflow.com/questions/69681421/make-a-table-layout-with-css-grid-with-nested-vue-v-for-loops,Make a table layout with CSS grid with nested vue v-for loops,,1666518395.0,,,
13,"['css', 'vue.js', 'vuejs2', 'css-animations', 'css-transitions']","{'account_id': 13379003, 'reputation': 340, 'user_id': 9654919, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SrRY4.jpg?s=256&g=1', 'display_name': 'Gabriele Cin&#224;', 'link': 'https://stackoverflow.com/users/9654919/gabriele-cin%c3%a0'}",True,28,1,1,1666518273,1634139350,69558367,CC BY-SA 4.0,https://stackoverflow.com/questions/69558367/prevent-page-from-going-up-when-out-transition-finishes,Prevent page from going up when out transition finishes,69559139.0,1666518273.0,,,
14,"['javascript', 'html', 'css', 'vue.js', 'vuejs2']","{'account_id': 23003029, 'reputation': 123, 'user_id': 17126732, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyIvVYAuRYHjJXs_WUoht7AK9hTpXoMPqChuZyx=k-s256', 'display_name': 'Manu J', 'link': 'https://stackoverflow.com/users/17126732/manu-j'}",True,468,1,2,1666518237,1634211970,69570128,CC BY-SA 4.0,https://stackoverflow.com/questions/69570128/prevent-default-drag-in-input-type-range-in-vue,Prevent default drag in input type range in Vue,,1666518237.0,,,
15,"['javascript', 'css', 'vue.js', 'vuejs2', 'vue-router']","{'account_id': 21087065, 'reputation': 379, 'user_id': 15499940, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-DsFsNnlj0rs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckAo8c4OciSiSIMDENzHtK8bD1ehw/s96-c/photo.jpg?sz=256', 'display_name': 'luther wardle', 'link': 'https://stackoverflow.com/users/15499940/luther-wardle'}",True,435,1,1,1666517636,1634235831,69575606,CC BY-SA 4.0,https://stackoverflow.com/questions/69575606/vue-app-will-not-grow-to-100-height-on-media-query,vue app will not grow to 100% height on media query,69575735.0,1666517636.0,,,
16,"['html', 'css', 'mobile-safari', 'video.js']","{'account_id': 1562095, 'reputation': 811, 'user_id': 1451770, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/ff8d8b8c22b5ca2d893e2d63466c5f88?s=256&d=identicon&r=PG', 'display_name': 'delisdeli', 'link': 'https://stackoverflow.com/users/1451770/delisdeli'}",False,1564,2,0,1666104571,1633074759,69402365,CC BY-SA 4.0,https://stackoverflow.com/questions/69402365/video-autoplay-not-working-on-some-safari-browsers,Video autoplay not working on some Safari browsers,,1633120687.0,,,
17,"['javascript', 'html', 'css', 'frontend', 'ejs']","{'account_id': 18184043, 'reputation': 45, 'user_id': 13231192, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-wRWpSQVMors/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN2JQeV-wqZijoT6Qn8OUAAQCDGrw/photo.jpg?sz=256', 'display_name': 'init', 'link': 'https://stackoverflow.com/users/13231192/init'}",False,219,0,0,1665651496,1633532432,69468139,CC BY-SA 4.0,https://stackoverflow.com/questions/69468139/image-in-a-navbar-brand-does-not-show-in-a-web-page,Image in a navbar brand does not show in a web page,,1665651496.0,,,
18,"['html', 'css', 'controls', 'html5-video', 'autoplay']","{'account_id': 11221703, 'reputation': 137, 'user_id': 8232656, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/624ddc8fb924adcd9defeac31f2d32ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'myt', 'link': 'https://stackoverflow.com/users/8232656/myt'}",True,1670,3,0,1665558579,1633284832,69427603,CC BY-SA 4.0,https://stackoverflow.com/questions/69427603/autoplay-on-video-is-not-working-after-refreshing-page,&#39;Autoplay&#39; on video is not working after refreshing page,,1633295945.0,,,
19,"['html', 'css', 'sass']","{'account_id': 23133202, 'reputation': 29, 'user_id': 17243804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62926ed054f6d76d28165585abb65ec0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cecilia4585', 'link': 'https://stackoverflow.com/users/17243804/cecilia4585'}",True,947,2,1,1664793619,1635466982,69762309,CC BY-SA 4.0,https://stackoverflow.com/questions/69762309/how-can-i-make-a-circle-progress-bar,How can i make a circle progress bar?,69762446.0,1664793619.0,,,
20,"['css', 'reactjs', 'react-slick']","{'account_id': 21798618, 'reputation': 45, 'user_id': 16097844, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59482dcdcaf77903c5eb82b59e2049de?s=256&d=identicon&r=PG&f=1', 'display_name': 'Finlandary', 'link': 'https://stackoverflow.com/users/16097844/finlandary'}",False,218,1,0,1664113432,1635186960,69713129,CC BY-SA 4.0,https://stackoverflow.com/questions/69713129/react-slick-hover-scale-issue,React slick hover scale issue,,1635188234.0,,,
21,"['html', 'css', 'reactjs', 'mobile', 'css-tables']","{'account_id': 19669230, 'reputation': 41, 'user_id': 14398808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06de84f20b2eca182300e94d1f289397?s=256&d=identicon&r=PG', 'display_name': 'Anon Legion', 'link': 'https://stackoverflow.com/users/14398808/anon-legion'}",True,594,3,3,1663911095,1634868763,69670667,CC BY-SA 4.0,https://stackoverflow.com/questions/69670667/react-how-to-make-td-collapse-as-column-in-a-tr-in-mobile-view,React: How to make &lt;td&gt; collapse as column in a &lt;tr&gt; in mobile view,69777230.0,1634911295.0,,,
22,"['javascript', 'php', 'css', 'laravel', 'e-commerce']","{'account_id': 20718378, 'reputation': 67, 'user_id': 15213313, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gLFbN.jpg?s=256&g=1', 'display_name': 'Muhammad Shahzaib', 'link': 'https://stackoverflow.com/users/15213313/muhammad-shahzaib'}",False,297,4,0,1663746064,1633434786,69449957,CC BY-SA 4.0,https://stackoverflow.com/questions/69449957/star-and-half-star-rating-in-laravel,Star and Half Star Rating in Laravel,,,,,
23,"['javascript', 'css', 'reactjs', 'use-state']","{'account_id': 21682860, 'reputation': 47, 'user_id': 16082987, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b9076b04af143042596c7a389f9b49e?s=256&d=identicon&r=PG&f=1', 'display_name': 'edwin', 'link': 'https://stackoverflow.com/users/16082987/edwin'}",False,1303,2,1,1663465280,1634061476,69545018,CC BY-SA 4.0,https://stackoverflow.com/questions/69545018/react-how-to-make-react-icon-rotate-180-degrees-onclick,React - How to make react-icon rotate 180 degrees onClick?,,,,,
24,"['css', 'reactjs', 'chakra-ui']","{'account_id': 22854716, 'reputation': 317, 'user_id': 17086135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f78c379d77288417a728b85f46b57faa?s=256&d=identicon&r=PG', 'display_name': 'fpetrakov', 'link': 'https://stackoverflow.com/users/17086135/fpetrakov'}",True,6190,3,6,1663451429,1634221385,69572406,CC BY-SA 4.0,https://stackoverflow.com/questions/69572406/chakra-ui-full-height-component,Chakra UI full height component,,,,,
25,"['css', 'unicode', 'unicode-string']","{'account_id': 19836603, 'reputation': 97, 'user_id': 14530138, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f7d8a8b1fe9d5c03b580d8f0d56130c?s=256&d=identicon&r=PG&f=1', 'display_name': 'rocco', 'link': 'https://stackoverflow.com/users/14530138/rocco'}",False,247,0,0,1663272396,1634306677,69585993,,https://stackoverflow.com/questions/69585993/error-css-unicode-range-too-many-values-or-values-are-not-recognized-but,&quot;Error: CSS: unicode-range: Too many values or values are not recognized.&quot; - but until last week it gave no errors,,1663272396.0,1663272384.0,Duplicate,
26,"['css', 'google-font-api', 'unicode-range']","{'account_id': 13249267, 'reputation': 75, 'user_id': 9567279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5589df906dd52a812b6ed9aba348956c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Terence Chew', 'link': 'https://stackoverflow.com/users/9567279/terence-chew'}",True,583,1,0,1663272363,1633878595,69516381,,https://stackoverflow.com/questions/69516381/error-css-unicode-range-too-many-values-or-values-are-not-recognized,Error: CSS: unicode-range: Too many values or values are not recognized,69550500.0,1663272363.0,1663272359.0,Duplicate,
27,"['javascript', 'html', 'css', 'reactjs', 'jsx']","{'account_id': 19649532, 'reputation': 165, 'user_id': 14383678, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3fd86336a7e87c7abe21b0ee9062d00?s=256&d=identicon&r=PG&f=1', 'display_name': 'progpro', 'link': 'https://stackoverflow.com/users/14383678/progpro'}",False,370,1,1,1662734123,1633501310,69460754,CC BY-SA 4.0,https://stackoverflow.com/questions/69460754/how-can-i-put-end-icon-in-treeview-material-ui-in-reactjs,How can I put end Icon in TreeView Material UI in ReactJS?,,,,,
28,"['css', 'svg']","{'account_id': 4965505, 'reputation': 360, 'user_id': 3995005, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002245850668/picture?type=large', 'display_name': 'Pavlo Oliinyk', 'link': 'https://stackoverflow.com/users/3995005/pavlo-oliinyk'}",True,178,2,6,1662563821,1635074632,69696234,CC BY-SA 4.0,https://stackoverflow.com/questions/69696234/svg-not-render-path-when-added-css-allrevert,Svg not render &lt;path&gt; when added css all:revert,,1635076538.0,,,
29,"['javascript', 'jquery', 'css', 'reactjs', 'ag-grid']","{'account_id': 2988436, 'reputation': 7890, 'user_id': 2536611, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/fddXL.png?s=256&g=1', 'display_name': 'C Sharper', 'link': 'https://stackoverflow.com/users/2536611/c-sharper'}",True,3116,2,0,1662560919,1634215318,69570913,CC BY-SA 4.0,https://stackoverflow.com/questions/69570913/how-can-i-add-ellipses-for-longer-text-in-an-aggrid,How can I add ellipses (...) for longer text in an AgGrid?,69597845.0,1634217110.0,,,
30,"['html', 'css', 'visual-studio', 'visual-studio-code', 'liveserver']","{'account_id': 15836818, 'reputation': 11, 'user_id': 11426462, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ruv4G.jpg?s=256&g=1', 'display_name': 'Ahmad M Hawareth', 'link': 'https://stackoverflow.com/users/11426462/ahmad-m-hawareth'}",True,572,2,1,1662519030,1634847827,69668335,CC BY-SA 4.0,https://stackoverflow.com/questions/69668335/i-cant-install-live-server-extension-on-visual-studio-and-it-doesnt-come-up-on,I can&#39;t install Live Server extension on Visual Studio and it doesn&#39;t come up on marketplace search inside VS,,,,,
31,"['css', 'bootstrap-4']","{'account_id': 22048000, 'reputation': 1, 'user_id': 16312698, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhDgr2la_F4LuPaSBh3fFFDGzqGGgPCYbWvVWky=k-s256', 'display_name': 'Aditya Kulkarni', 'link': 'https://stackoverflow.com/users/16312698/aditya-kulkarni'}",True,92,1,-1,1662385705,1634724732,69644105,,https://stackoverflow.com/questions/69644105/responsiveness-css-media-query-or-container,Responsiveness CSS media query or container?,,1634725096.0,1662385778.0,Duplicate,
32,"['javascript', 'css', 'vcalendar']","{'account_id': 21087065, 'reputation': 379, 'user_id': 15499940, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-DsFsNnlj0rs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckAo8c4OciSiSIMDENzHtK8bD1ehw/s96-c/photo.jpg?sz=256', 'display_name': 'luther wardle', 'link': 'https://stackoverflow.com/users/15499940/luther-wardle'}",True,836,2,0,1662073392,1635462439,69761904,CC BY-SA 4.0,https://stackoverflow.com/questions/69761904/v-calendar-does-not-highlight-dates-inside-props-when-selected,v-calendar does not highlight dates inside props when selected,,1635464277.0,,,
33,['css'],"{'account_id': 7655939, 'reputation': 9, 'user_id': 6636558, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y5Mtj.jpg?s=256&g=1', 'display_name': 'podstanar', 'link': 'https://stackoverflow.com/users/6636558/podstanar'}",False,1812,4,0,1661891017,1634641957,69629740,CC BY-SA 4.0,https://stackoverflow.com/questions/69629740/how-to-fix-this-horizontal-scroll-bar-issue,How to fix this horizontal scroll bar issue?,,1661891017.0,,,
34,"['css', 'css-position', 'mobile-safari', 'fixed', 'ios15']","{'account_id': 1303449, 'reputation': 12650, 'user_id': 1252920, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/dCJB4.jpg?s=256&g=1', 'display_name': 'Fred K', 'link': 'https://stackoverflow.com/users/1252920/fred-k'}",False,1122,1,8,1661420786,1635165866,69708309,CC BY-SA 4.0,https://stackoverflow.com/questions/69708309/safari-ios-15-mobile-fixed-element-jumps-when-bottom-bar-disappears,Safari iOS 15 mobile: fixed element jumps when bottom bar disappears,,,,,
35,"['html', 'css', 'marp', 'marpit']","{'account_id': 1771859, 'reputation': 7042, 'user_id': 1616488, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/aCLot.jpg?s=256&g=1', 'display_name': 'Wakan Tanka', 'link': 'https://stackoverflow.com/users/1616488/wakan-tanka'}",True,860,1,4,1661147572,1635027426,69692460,CC BY-SA 4.0,https://stackoverflow.com/questions/69692460/how-to-create-full-slide-size-stretched-three-columns-in-marp-marpit,how to create full slide size stretched three columns in Marp/Marpit,,,,,
36,"['javascript', 'html', 'css', 'tiny-slider']","{'account_id': 9730232, 'reputation': 739, 'user_id': 7215536, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/63162c3b4489f56a373ae2fb8efb9ac3?s=256&d=identicon&r=PG&f=1', 'display_name': 'calin24', 'link': 'https://stackoverflow.com/users/7215536/calin24'}",False,431,1,0,1660566246,1633717106,69500180,CC BY-SA 4.0,https://stackoverflow.com/questions/69500180/how-to-autoplay-tiny-slider-after-the-video-is-finished,how to autoplay tiny-slider after the video is finished?,,,,,
37,"['css', 'vue.js', 'sass', 'build', 'vite']","{'account_id': 4700609, 'reputation': 753, 'user_id': 3830515, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/WHtCc.jpg?s=256&g=1', 'display_name': 'NaturalDevCR', 'link': 'https://stackoverflow.com/users/3830515/naturaldevcr'}",False,4952,3,5,1660299761,1635309497,69732841,CC BY-SA 4.0,https://stackoverflow.com/questions/69732841/vue-3-vite-app-missing-some-css-rules-after-build,Vue 3 - Vite app missing some CSS rules after build,,1635312613.0,,,
38,"['html', 'css', 'printing', 'html-table']","{'account_id': 8944843, 'reputation': 229, 'user_id': 6672676, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1138174612871822/picture?type=large', 'display_name': 'Chayanin', 'link': 'https://stackoverflow.com/users/6672676/chayanin'}",False,318,1,2,1660048598,1634187491,69565281,CC BY-SA 4.0,https://stackoverflow.com/questions/69565281/remove-a-strange-line-at-the-bottom-of-a-page-printing-from-html-table,Remove a strange line at the bottom of a page printing from html table,,1634193410.0,,,
39,"['css', 'wordpress', 'forms', 'element', 'mailchimp']","{'account_id': 12685597, 'reputation': 35, 'user_id': 9217531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6b46979e714d6d2b987e8a04df65a3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Greg', 'link': 'https://stackoverflow.com/users/9217531/greg'}",True,534,2,2,1659963529,1635451224,69760211,CC BY-SA 4.0,https://stackoverflow.com/questions/69760211/how-to-change-the-background-color-of-a-button-in-css,How to change the background color of a button in CSS?,,1659963529.0,,,
40,"['javascript', 'html', 'css']","{'account_id': 11510677, 'reputation': 1, 'user_id': 8435614, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-vMbsaavkbe4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmsbyoOa3YUgRj4g_8JVJRbfEJLGA/photo.jpg?sz=256', 'display_name': 'T dhanunjay', 'link': 'https://stackoverflow.com/users/8435614/t-dhanunjay'}",True,259,5,3,1659941594,1634540605,69611958,CC BY-SA 4.0,https://stackoverflow.com/questions/69611958/how-to-move-items-between-two-listboxes,How to move items between two listboxes?,,1659369277.0,,,
41,"['javascript', 'html', 'css', 'performance', 'position']","{'account_id': 1801314, 'reputation': 11950, 'user_id': 1639594, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/81743cdfed553ba8ef2524664481c36b?s=256&d=identicon&r=PG', 'display_name': 'Cybernetic', 'link': 'https://stackoverflow.com/users/1639594/cybernetic'}",False,365,1,1,1659705602,1633719863,69500664,CC BY-SA 4.0,https://stackoverflow.com/questions/69500664/efficient-way-to-move-many-elements-on-the-screen-based-on-position,Efficient way to move many elements on the screen based on position,,,,,
42,"['php', 'css', 'wordpress', 'woocommerce']","{'account_id': 22932822, 'reputation': 9, 'user_id': 17066766, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4903383529676002/picture?type=large', 'display_name': 'Papa Roch', 'link': 'https://stackoverflow.com/users/17066766/papa-roch'}",False,78,1,0,1659363924,1633302622,69429557,CC BY-SA 4.0,https://stackoverflow.com/questions/69429557/woocommerce-how-can-i-add-a-custom-made-footer-page-element-under-single-pro,WooCommerce - how can I add a custom made footer (page element) under single_product_page,,1659363924.0,,,
43,"['html', 'css']","{'account_id': 23054000, 'reputation': 11, 'user_id': 17170322, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5ec1d43319ca65d84e9c3c2d9c9f5bb?s=256&d=identicon&r=PG', 'display_name': 'ZATA', 'link': 'https://stackoverflow.com/users/17170322/zata'}",True,85,2,1,1659292886,1634418200,69599535,CC BY-SA 4.0,https://stackoverflow.com/questions/69599535/change-text-color-in-css-for-different-html-site,Change text color in CSS for different html site?,,,,,
44,"['css', 'tailwind-css']","{'account_id': 11547048, 'reputation': 736, 'user_id': 8460733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ec709d8bf40ef05644fad7f3e2317d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hasan Cheraghi', 'link': 'https://stackoverflow.com/users/8460733/hasan-cheraghi'}",False,1190,2,0,1658925704,1635672113,69785454,CC BY-SA 4.0,https://stackoverflow.com/questions/69785454/how-to-center-image-over-another-image-in-tailwindcss,how to center image over another image in tailwindcss,,,,,
45,"['javascript', 'css', 'reactjs', 'react-hooks', 'nav']","{'account_id': 19246255, 'reputation': 73, 'user_id': 14065238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/185b1719279a28788da473527976d8f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'iamvictor', 'link': 'https://stackoverflow.com/users/14065238/iamvictor'}",True,10519,2,4,1658681751,1635198714,69715152,CC BY-SA 4.0,https://stackoverflow.com/questions/69715152/how-to-create-a-sticky-navbar-on-scroll-in-react,How to create a sticky navbar on scroll in react,,,,,
46,"['css', 'firefox', 'mobile', 'media-queries']","{'account_id': 22699157, 'reputation': 9, 'user_id': 16866838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d31f52c2d03c5fce4728c8e4b9f8409?s=256&d=identicon&r=PG&f=1', 'display_name': 'sprea', 'link': 'https://stackoverflow.com/users/16866838/sprea'}",False,199,1,1,1658491204,1635428215,69755120,CC BY-SA 4.0,https://stackoverflow.com/questions/69755120/target-css-rules-for-firefox-on-mobile-portrait-only,Target CSS rules for Firefox on mobile portrait only,,1658491204.0,,,
