,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
16,"['python', 'sql', 'pandas', 'sqlalchemy', 'snowflake-cloud-data-platform']","{'account_id': 21325422, 'reputation': 13, 'user_id': 15697884, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-j010hUVpAzc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmNB-MF8iRdyCwqHiaLpNMUsOpiIQ/s96-c/photo.jpg?sz=256', 'display_name': 'Zach Hinds', 'link': 'https://stackoverflow.com/users/15697884/zach-hinds'}",True,610,1,1,1660918742,1625770837,68307354,CC BY-SA 4.0,https://stackoverflow.com/questions/68307354/snowflake-table-created-with-sqlalchemy-requires-quotes-to-query,Snowflake table created with SQLAlchemy requires quotes (&quot;&quot;) to query,1660918742.0,68311509.0,,
17,"['sql', 'windows', 'teradata']","{'account_id': 2175445, 'reputation': 3247, 'user_id': 1926221, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/GafDJ.jpg?s=256&g=1', 'display_name': 'IGRACH', 'link': 'https://stackoverflow.com/users/1926221/igrach'}",False,287,1,0,1660812029,1627470306,68559224,CC BY-SA 4.0,https://stackoverflow.com/questions/68559224/disable-autocomplete-for-parentheses-in-teradata-studio-express,Disable autocomplete for parentheses in Teradata Studio Express,,,,
18,"['sql', 'oracle']","{'account_id': 3977656, 'reputation': 406, 'user_id': 3280444, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ElDLZ.jpg?s=256&g=1', 'display_name': 'Sharad Nanda', 'link': 'https://stackoverflow.com/users/3280444/sharad-nanda'}",True,1674,4,0,1660341090,1626717805,68445104,CC BY-SA 4.0,https://stackoverflow.com/questions/68445104/oracle-sql-query-partially-including-the-desired-results,Oracle SQL query partially including the desired results,,68445730.0,,
19,"['sql', 'postgresql', 'postgis', 'shapefile', 'ogr']","{'account_id': 1678340, 'reputation': 8028, 'user_id': 1543303, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/01TzD.jpg?s=256&g=1', 'display_name': 'Gery', 'link': 'https://stackoverflow.com/users/1543303/gery'}",True,549,1,1,1659536637,1627650086,68591393,CC BY-SA 4.0,https://stackoverflow.com/questions/68591393/cannot-convert-multipolygon-to-polygon-in-shape-file-no-geometry-column-ogr-geo,Cannot convert multipolygon to polygon in shape file: no geometry column OGR_GEOMETRY?,1659536637.0,68591495.0,,
20,"['sql', 'reporting-services']","{'account_id': 18686961, 'reputation': 79, 'user_id': 13622235, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/593475d05233c229415a8b0cc446778f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steve Cross', 'link': 'https://stackoverflow.com/users/13622235/steve-cross'}",True,1481,1,2,1659454037,1626969074,68487914,CC BY-SA 4.0,https://stackoverflow.com/questions/68487914/how-can-i-have-multiple-tables-on-one-ssrs-page-that-represents-one-value-in-sql,How can I have multiple tables on one SSRS page that represents one value in SQL?,,68488021.0,,
21,"['sql', 'postgresql', 'gis', 'postgis']","{'account_id': 974818, 'reputation': 920, 'user_id': 996427, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/d53a1867421026c940c78946d669b03d?s=256&d=identicon&r=PG', 'display_name': 'Slackware', 'link': 'https://stackoverflow.com/users/996427/slackware'}",True,856,2,2,1659269103,1625690628,68292782,CC BY-SA 4.0,https://stackoverflow.com/questions/68292782/how-to-divide-world-into-cells-grid,How to divide world into cells (grid),1626332334.0,,,
22,"['sql', 'sql-server', 'tsql', 'getdate']","{'account_id': 22213244, 'reputation': 21, 'user_id': 16452047, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2040d709e564976d0302402c96bb7033?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pushpin29', 'link': 'https://stackoverflow.com/users/16452047/pushpin29'}",True,679,3,1,1658970228,1626320854,68387652,CC BY-SA 4.0,https://stackoverflow.com/questions/68387652/how-to-find-first-day-of-year-using-3-years-ago-from-today-s-date,How to find first day of year using 3 years ago from today’s date,1626325160.0,,,
23,"['sql', 'arrays', 'enums', 'clickhouse']","{'account_id': 2056152, 'reputation': 505, 'user_id': 1833858, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/6c1b3b6d6f66b72d86d7fc178cc9b59c?s=256&d=identicon&r=PG', 'display_name': 'Artem', 'link': 'https://stackoverflow.com/users/1833858/artem'}",True,610,3,1,1658342546,1625572362,68270080,CC BY-SA 4.0,https://stackoverflow.com/questions/68270080/array-of-enums-type-in-clickhouse,Array of enums type in ClickHouse,,68294842.0,,
24,"['javascript', 'sql', 'node.js', 'postgresql', 'supabase']","{'account_id': 19883670, 'reputation': 33, 'user_id': 14567080, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IH9bB.jpg?s=256&g=1', 'display_name': 'Facundo Serrano', 'link': 'https://stackoverflow.com/users/14567080/facundo-serrano'}",True,1937,3,0,1657570520,1626365466,68397279,CC BY-SA 4.0,https://stackoverflow.com/questions/68397279/postgresql-query-to-supabase-query,PostgreSQL query to Supabase Query,,,,
25,"['php', 'mysql', 'sql']","{'account_id': 418340, 'reputation': 1809, 'user_id': 794846, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/80c1d4856bdb30e96ae10d8318c344d1?s=256&d=identicon&r=PG', 'display_name': 'user794846', 'link': 'https://stackoverflow.com/users/794846/user794846'}",True,181,2,1,1657497792,1626479567,68416319,CC BY-SA 4.0,https://stackoverflow.com/questions/68416319/how-optimize-this-distance-query-based-on-latitude-and-longitude-in-mysql,How optimize this distance query based on latitude and longitude in mysql,1626586088.0,,,
26,['sql'],"{'account_id': 20318322, 'reputation': 1, 'user_id': 14903652, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-9GJxBrZj4Ns/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclrY53-Qbo7FcX5bVxTnhEc-phKIg/s96-c/photo.jpg?sz=256', 'display_name': 'Laurie Blome Jacobsen', 'link': 'https://stackoverflow.com/users/14903652/laurie-blome-jacobsen'}",False,120,1,0,1656917794,1627472350,68559704,CC BY-SA 4.0,https://stackoverflow.com/questions/68559704/remove-duplicate-reverse-pairs,Remove duplicate reverse pairs,1627472560.0,,,
27,"['python', 'sql', 'penetration-testing', 'sqlmap', 'penetration-tools']","{'account_id': 21382966, 'reputation': 169, 'user_id': 15748566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00e85ad98265761894afc0dcf7e8f44d?s=256&d=identicon&r=PG&f=1', 'display_name': 'devo9191', 'link': 'https://stackoverflow.com/users/15748566/devo9191'}",False,428,1,1,1656696809,1626532195,68421440,CC BY-SA 4.0,https://stackoverflow.com/questions/68421440/sqlmap-host-does-not-seem-to-be-injectable-does-this-mean-there-are-no-vulnerab,"SQLMap host does not seem to be injectable, does this mean there are no vulnerabilities?",1626584895.0,,,
28,"['javascript', 'sql', 'typescript']","{'account_id': 22021832, 'reputation': 3, 'user_id': 16290546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/161f6ed34e5613fc913f3c643fa1cb76?s=256&d=identicon&r=PG&f=1', 'display_name': 'Davi Moreira', 'link': 'https://stackoverflow.com/users/16290546/davi-moreira'}",False,62,0,0,1656254033,1626286390,68383207,CC BY-SA 4.0,https://stackoverflow.com/questions/68383207/find-operator-in-javascript-with-sql,Find operator in JavaScript with SQL,1656254033.0,,,
29,"['mysql', 'sql']","{'account_id': 16341447, 'reputation': 1, 'user_id': 11802277, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-YwJQ1fTXsx0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcAyHAl7Zme_Z-W61UfApTFOsMKNQ/photo.jpg?sz=256', 'display_name': 'Amrita', 'link': 'https://stackoverflow.com/users/11802277/amrita'}",True,4664,7,0,1656180813,1626419019,68404812,CC BY-SA 4.0,https://stackoverflow.com/questions/68404812/most-productive-month,Most Productive Month,1626419504.0,,,
30,"['sql', 'sql-server']","{'user_type': 'does_not_exist', 'display_name': 'user15840105'}",True,246,5,0,1655226591,1625073892,68199161,CC BY-SA 4.0,https://stackoverflow.com/questions/68199161/retrieve-the-names-of-employees-who-have-the-lowest-salary-for-each-department,Retrieve the names of employees who have the lowest salary for each department,,,,
31,"['sql', 'sqlite', 'unique-constraint']","{'account_id': 19464262, 'reputation': 165, 'user_id': 14237865, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bead6aa885218a20385943610bc2d09?s=256&d=identicon&r=PG&f=1', 'display_name': '7rhvnn', 'link': 'https://stackoverflow.com/users/14237865/7rhvnn'}",True,240,2,2,1654948996,1625167085,68215830,CC BY-SA 4.0,https://stackoverflow.com/questions/68215830/composite-unique-contstraint-with-null-values,Composite unique contstraint with null values,1654948996.0,68215933.0,,
32,"['mysql', 'sql']","{'account_id': 22115148, 'reputation': 18, 'user_id': 16369368, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiRL9LYksP4hR4lIu1svxkTotgWRsIO_ylCXkda=k-s256', 'display_name': 'rahul kushwaha', 'link': 'https://stackoverflow.com/users/16369368/rahul-kushwaha'}",False,547,2,0,1654664855,1627229497,68520399,CC BY-SA 4.0,https://stackoverflow.com/questions/68520399/print-the-points-table-of-a-cricket-match-using-mysql,Print the points table of a cricket match using Mysql,1627328609.0,,,
33,"['sql', 'excel', 'apex']","{'account_id': 22187253, 'reputation': 13, 'user_id': 16429976, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84056761940a2deb26cf2cd867214bec?s=256&d=identicon&r=PG&f=1', 'display_name': 'rugratjayo', 'link': 'https://stackoverflow.com/users/16429976/rugratjayo'}",True,109,1,1,1654600132,1626078540,68344197,CC BY-SA 4.0,https://stackoverflow.com/questions/68344197/is-there-a-option-to-dynamically-change-the-worksheet-name-of-an-excel-file-vi,"Is there a Option to dynamically change the worksheet Name of an Excel file? (via APEX, SQL or APEX Office Print)",,68357491.0,,
34,"['sql', 'snowflake-cloud-data-platform', 'correlated-subquery']","{'account_id': 4217091, 'reputation': 86, 'user_id': 3452936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0816f29c87436d3fc3f44efc15799db7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nicole L.', 'link': 'https://stackoverflow.com/users/3452936/nicole-l'}",True,2056,2,7,1654274637,1626908496,68477388,CC BY-SA 4.0,https://stackoverflow.com/questions/68477388/is-this-a-bug-or-does-snowflake-not-fully-support-correlated-subqueries-in-a-wh,"Is this a bug, or does Snowflake not fully support correlated subqueries in a WHERE EXISTS clause?",,,,
35,"['sql', 'sqlite', 'sum', 'left-join']","{'account_id': 22043055, 'reputation': 158, 'user_id': 16308567, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiFR9NhVy6x45kWD5V3tbOXBSsw7VOBsa5QB8oAPw=k-s256', 'display_name': 'vish community', 'link': 'https://stackoverflow.com/users/16308567/vish-community'}",True,423,2,0,1651793096,1626687393,68438271,CC BY-SA 4.0,https://stackoverflow.com/questions/68438271/how-to-write-sql-sub-query-in-sql,How to write SQL sub-query in SQL?,1651793096.0,68438852.0,,
36,"['sql', 'sql-server', 'inventory-management']","{'account_id': 10243535, 'reputation': 109, 'user_id': 7560115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/def31f6c15ead25cbdb02075ae72062b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Calum', 'link': 'https://stackoverflow.com/users/7560115/calum'}",True,239,2,2,1651752782,1626191201,68365616,CC BY-SA 4.0,https://stackoverflow.com/questions/68365616/running-total-in-sql-with-a-reset-condition,Running total in SQL with a reset condition,1626191227.0,,,
37,"['sql', 'database', 'time-series', 'iot', 'tdengine']","{'account_id': 7669912, 'reputation': 109, 'user_id': 5812517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c18ab537314a32fbc4ac504e118bf5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/5812517/alex'}",False,56,2,0,1651306967,1627490978,68564404,CC BY-SA 4.0,https://stackoverflow.com/questions/68564404/tdengine-import-from-csv-file,TDengine import from csv file,,,,
38,"['sql', 'sql-server', 'loops', 'linked-server']","{'account_id': 6264414, 'reputation': 9, 'user_id': 4870605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf2ebbcead5b97535673e6aec51072ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'CS Help', 'link': 'https://stackoverflow.com/users/4870605/cs-help'}",True,353,1,0,1651108719,1626869262,68469206,CC BY-SA 4.0,https://stackoverflow.com/questions/68469206/iterate-through-a-list-of-servers-in-sql-server,Iterate through a list of servers in SQL Server,1651108719.0,68469493.0,,
39,"['mysql', 'sql', 'count']","{'account_id': 2740770, 'reputation': 1036, 'user_id': 2362364, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/283ef0119658605d6a403a99e277155d?s=256&d=identicon&r=PG', 'display_name': 'Stefano Radaelli', 'link': 'https://stackoverflow.com/users/2362364/stefano-radaelli'}",True,124,1,0,1650226114,1625138598,68209280,CC BY-SA 4.0,https://stackoverflow.com/questions/68209280/mysql-count-values-by-key,"MySQL, count values by key",1650226114.0,68209291.0,,
40,"['sql', 'oracle', 'oracle-sqldeveloper']","{'account_id': 21759609, 'reputation': 11, 'user_id': 16064374, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgbfUME3wuch2-vs4zs9X8FUQBbAmmGSHLaj3al=k-s256', 'display_name': 'Mohamed Abdelmohsen', 'link': 'https://stackoverflow.com/users/16064374/mohamed-abdelmohsen'}",True,920,2,0,1650010650,1625678837,68290614,CC BY-SA 4.0,https://stackoverflow.com/questions/68290614/sql-developer-language-wont-change,SQL Developer Language won&#39;t change,1625686898.0,68296447.0,,
41,"['python', 'sql', 'pypika']","{'account_id': 22342930, 'reputation': 21, 'user_id': 16562446, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghio03wgiruKoNibFNVTv6lgjaX84pbhj__9MFMIg=k-s256', 'display_name': 'whg', 'link': 'https://stackoverflow.com/users/16562446/whg'}",False,286,1,1,1649750253,1627658508,68593431,CC BY-SA 4.0,https://stackoverflow.com/questions/68593431/how-to-build-a-sql-query-with-pypika-by-iterating-over-a-list,How to build a SQL query with PyPika by iterating over a list?,,,,
42,"['php', 'sql', 'laravel']","{'account_id': 13828491, 'reputation': 2165, 'user_id': 9982090, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Ij6Euls1bjE/AAAAAAAAAAI/AAAAAAAAABA/JdbQog2raf4/photo.jpg?sz=256', 'display_name': 'Ryan H', 'link': 'https://stackoverflow.com/users/9982090/ryan-h'}",True,1216,2,0,1649513717,1627146583,68512163,CC BY-SA 4.0,https://stackoverflow.com/questions/68512163/laravel-one-to-many-relationship-with-comma-separated-column-value,Laravel one to many relationship with comma separated column value,,,,
43,"['sql', 'visual-studio-code', 'google-bigquery']","{'account_id': 22110356, 'reputation': 41, 'user_id': 16365349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a89765b041614f1a9b019c29d5486d5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'onlyrizzle', 'link': 'https://stackoverflow.com/users/16365349/onlyrizzle'}",True,3445,2,3,1649260984,1625225690,68224491,CC BY-SA 4.0,https://stackoverflow.com/questions/68224491/are-there-any-vscode-extensions-that-will-connect-to-bigquery,Are there any VSCode extensions that will connect to BigQuery?,,68224917.0,,
44,"['sql', 'arrays', 'presto']","{'account_id': 6965671, 'reputation': 17, 'user_id': 5343798, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10207442557403884/picture?type=large', 'display_name': 'Mark Ginsburg', 'link': 'https://stackoverflow.com/users/5343798/mark-ginsburg'}",False,1735,2,0,1649093354,1625895998,68325060,CC BY-SA 4.0,https://stackoverflow.com/questions/68325060/in-presto-how-can-i-check-if-an-element-in-an-array-is-present-in-a-list-i-acqui,In Presto how can I check if an element in an array is present in a list I acquire via a subquery,,,,
45,"['sql', 'sql-server', 'select', 'range']","{'account_id': 19261114, 'reputation': 19, 'user_id': 14077000, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghsj740soqANOUG1EkQ6j--OH-7-hzFDeuPZbDt3g=k-s256', 'display_name': 'Scott Shaffer', 'link': 'https://stackoverflow.com/users/14077000/scott-shaffer'}",True,518,3,0,1648865660,1626995417,68492380,CC BY-SA 4.0,https://stackoverflow.com/questions/68492380/how-to-select-between-the-top-50-and-100-returned-queried-rows-in-sql,How to select between the top 50 and 100 returned (queried) rows in sql?,1648865660.0,68492406.0,,
46,"['sql', 'dictionary', 'apache-spark-sql', 'databricks']","{'account_id': 1989333, 'reputation': 823, 'user_id': 1783739, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a66ff81bedbaf81d3124d6b7acbd9aaf?s=256&d=identicon&r=PG', 'display_name': 'Mikee', 'link': 'https://stackoverflow.com/users/1783739/mikee'}",True,617,2,0,1648824149,1626888647,68474081,CC BY-SA 4.0,https://stackoverflow.com/questions/68474081/filter-dictionary-in-pyspark-with-key-names,Filter dictionary in pyspark with key names,1648824149.0,68490892.0,,
47,"['mysql', 'sql', 'mariadb']","{'account_id': 16507862, 'reputation': 21, 'user_id': 11927449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48d31e8b9f1864fc46bd31f1779815e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'ugar2000', 'link': 'https://stackoverflow.com/users/11927449/ugar2000'}",False,855,1,-1,1648550870,1627477497,68560951,CC BY-SA 4.0,https://stackoverflow.com/questions/68560951/fix-my-sql-query-alter-user-in-mariadb,Fix my SQL Query &quot;ALTER USER&quot; in MariaDB?,,,,
