,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
18,"['sql', 'database', 'magento', 'e-commerce']","{'account_id': 1025841, 'reputation': 933, 'user_id': 1035162, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/72d9db0635dbcba078cb108ec8606723?s=256&d=identicon&r=PG', 'display_name': 'Philipp Bergmann', 'link': 'https://stackoverflow.com/users/1035162/philipp-bergmann'}",True,4912,,2,2,1659136968,1350983779,1659136968.0,13027123,CC BY-SA 4.0,https://stackoverflow.com/questions/13027123/assign-tax-class-to-products,Assign Tax Class to Products,,,,,
19,"['sql', 'sql-server', 'sql-server-2008']","{'account_id': 1112898, 'reputation': 4507, 'user_id': 1102995, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/gIcxa.jpg?s=256&g=1', 'display_name': 'Grasshopper', 'link': 'https://stackoverflow.com/users/1102995/grasshopper'}",True,341116,19326703.0,7,203,1659105913,1351625405,1520446004.0,13146304,CC BY-SA 3.0,https://stackoverflow.com/questions/13146304/how-to-select-every-row-where-column-value-is-not-distinct,How to Select Every Row Where Column Value is NOT Distinct,,,1601182035.0,,
20,"['sql', 'postgresql', 'aggregate-functions', 'exists', 'boolean-logic']","{'account_id': 1272033, 'reputation': 1269, 'user_id': 1228084, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/IvGf4.jpg?s=256&g=1', 'display_name': 'mouckatron', 'link': 'https://stackoverflow.com/users/1228084/mouckatron'}",True,20228,13016272.0,3,18,1659008686,1350921314,1354109031.0,13015130,CC BY-SA 3.0,https://stackoverflow.com/questions/13015130/return-true-if-all-column-values-are-true,Return true if all column values are true,,,,,
21,"['mysql', 'sql', 'alter-table']","{'account_id': 189428, 'reputation': 29313, 'user_id': 4790871, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://lh4.googleusercontent.com/-7sCm6Bl96nw/AAAAAAAAAAI/AAAAAAAAAH4/0LGbJtwJZd0/photo.jpg?sz=256', 'display_name': 'David Parks', 'link': 'https://stackoverflow.com/users/4790871/david-parks'}",True,88538,12774774.0,7,67,1658357137,1349664246,1410439329.0,12774709,CC BY-SA 3.0,https://stackoverflow.com/questions/12774709/mysql-very-slow-for-alter-table-query,MySQL very slow for alter table query,,,,,
22,['sql'],"{'account_id': 396170, 'reputation': 4621, 'user_id': 759568, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/0d1031a5b47812830e6f3da4f078c990?s=256&d=identicon&r=PG', 'display_name': 'Crobzilla', 'link': 'https://stackoverflow.com/users/759568/crobzilla'}",True,574155,12789493.0,12,450,1658159582,1349730005,1650191275.0,12789396,CC BY-SA 4.0,https://stackoverflow.com/questions/12789396/how-to-get-multiple-counts-with-one-sql-query,How to get multiple counts with one SQL query?,,,1521702849.0,,
23,"['mysql', 'sql', 'database']","{'account_id': 1560572, 'reputation': 2300, 'user_id': 1450521, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/241cdeae61ecd36d08ea8d6514613732?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pi Horse', 'link': 'https://stackoverflow.com/users/1450521/pi-horse'}",True,76119,12811825.0,6,36,1658133246,1349829291,1522221135.0,12810346,CC BY-SA 3.0,https://stackoverflow.com/questions/12810346/alternative-to-using-limit-keyword-in-a-subquery-in-mysql,Alternative to using LIMIT keyword in a SubQuery in MYSQL,,,,,
24,"['c#', 'sql', '.net', 'winforms']","{'account_id': 1668361, 'reputation': 618, 'user_id': 1535330, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/pacvm.jpg?s=256&g=1', 'display_name': 'Matt P', 'link': 'https://stackoverflow.com/users/1535330/matt-p'}",True,1072,13077541.0,2,0,1657118533,1351200147,1657118533.0,13077497,CC BY-SA 4.0,https://stackoverflow.com/questions/13077497/sql-search-in-c-winforms,SQL Search in C# WinForms,,,,,
25,"['sql', 'database', 'sqlite', 'sqlitemanager']","{'account_id': 162831, 'reputation': 5027, 'user_id': 384556, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/f0302a4256808b94f1037e0dd2806759?s=256&d=identicon&r=PG', 'display_name': 'leon22', 'link': 'https://stackoverflow.com/users/384556/leon22'}",True,14459,12742226.0,4,5,1656836479,1349423510,,12741891,CC BY-SA 3.0,https://stackoverflow.com/questions/12741891/run-multiple-commands-in-sqlite-manager,Run multiple commands in sqlite manager,,,,,
26,"['sql', 'typo3', 'extbase']","{'account_id': 934614, 'reputation': 1607, 'user_id': 963783, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/kGepi.jpg?s=256&g=1', 'display_name': 'alphanyx', 'link': 'https://stackoverflow.com/users/963783/alphanyx'}",True,18812,13085297.0,8,9,1655464716,1351246033,1352110593.0,13084863,CC BY-SA 3.0,https://stackoverflow.com/questions/13084863/extbase-get-created-sql-from-query,Extbase - get created sql from query,,,,,
27,"['android', 'sql', 'database', 'sqlite']","{'account_id': 1208848, 'reputation': 793, 'user_id': 1177796, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29862347bea6415944b2b521fc08fa9f?s=256&d=identicon&r=PG', 'display_name': 'Deep Verma', 'link': 'https://stackoverflow.com/users/1177796/deep-verma'}",True,88007,12666856.0,7,71,1655277607,1349057727,1543286845.0,12666822,CC BY-SA 4.0,https://stackoverflow.com/questions/12666822/what-is-difference-between-sqlite-and-sql,What is difference between SQLite and SQL,,,1528868345.0,,
28,"['sql', 'sql-server-2008', 'datetime']","{'account_id': 1702445, 'reputation': 1775, 'user_id': 1562157, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/52566188dd4f746f22abc5d38a6b7a23?s=256&d=identicon&r=PG', 'display_name': 'Shee', 'link': 'https://stackoverflow.com/users/1562157/shee'}",True,1282597,12957690.0,8,167,1654801623,1350572242,1654801623.0,12957635,CC BY-SA 4.0,https://stackoverflow.com/questions/12957635/sql-query-to-insert-datetime-in-sql-server,SQL query to insert datetime in SQL Server,,,,,
29,"['sql', 'select', 'sql-server-2008-r2', 'case']","{'account_id': 1712260, 'reputation': 870, 'user_id': 1570048, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/265ea8475d32ba515a1f5cce4b790072?s=256&d=identicon&r=PG', 'display_name': 'user1570048', 'link': 'https://stackoverflow.com/users/1570048/user1570048'}",True,9051,12879158.0,1,2,1653526340,1350185194,1653526340.0,12879041,CC BY-SA 4.0,https://stackoverflow.com/questions/12879041/sql-cannot-perform-an-aggregate-function-on-an-expression-containing-an-aggregat,SQL Cannot perform an aggregate function on an expression containing an aggregate or a subquery,,,,,
30,"['sql', 'oracle']","{'account_id': 1805472, 'reputation': 4978, 'user_id': 1642642, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/655a9698366123faeea35dca4b98bff0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/1642642/matt'}",True,105253,13002605.0,6,10,1653125079,1350856602,,13002590,CC BY-SA 3.0,https://stackoverflow.com/questions/13002590/sql-not-a-valid-month,SQL &quot;not a valid month&quot;,,,,,
31,"['sql', 'oracle', 'plsql']","{'account_id': 1911728, 'reputation': 2363, 'user_id': 1725377, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/3ac0ab3e63b18c0ef1b77f7faddaf209?s=256&d=identicon&r=PG', 'display_name': 'Jawap', 'link': 'https://stackoverflow.com/users/1725377/jawap'}",True,1918,12822941.0,5,3,1653121095,1349882609,,12822909,,https://stackoverflow.com/questions/12822909/use-underscores-or-capitals-in-pl-sql-variables-names,Use underscores or capitals in PL/SQL variables names,1349939353.0,not constructive,,,
32,"['sql', 'sql-server-2008', 'tsql']","{'account_id': 183979, 'reputation': 665, 'user_id': 419733, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b5864906890cb88ec1776388f9fbe1c2?s=256&d=identicon&r=PG', 'display_name': 'icecurtain', 'link': 'https://stackoverflow.com/users/419733/icecurtain'}",True,387,12955710.0,2,1,1653062064,1350565947,,12955560,CC BY-SA 3.0,https://stackoverflow.com/questions/12955560/explicitly-constraint-drop-not-using-the-name,Explicitly constraint drop not using the name,,,,,
33,"['mysql', 'sql']","{'account_id': 1662979, 'reputation': 405, 'user_id': 1530902, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1258529dd2db8673120f68b5370a7f13?s=256&d=identicon&r=PG', 'display_name': 'Empeus', 'link': 'https://stackoverflow.com/users/1530902/empeus'}",True,5757,,3,0,1652983982,1349339196,1652983982.0,12723225,CC BY-SA 4.0,https://stackoverflow.com/questions/12723225/simple-trigger-throwing-error-and-stop-the-execution,Simple TRIGGER throwing error and stop the execution,,,,,
34,"['mysql', 'sql']","{'account_id': 965354, 'reputation': 4713, 'user_id': 988870, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/C1RC8.jpg?s=256&g=1', 'display_name': 'Jarrod Smith', 'link': 'https://stackoverflow.com/users/988870/jarrod-smith'}",True,79524,13153422.0,11,78,1652595017,1351669374,1414211960.0,13153344,CC BY-SA 3.0,https://stackoverflow.com/questions/13153344/in-a-join-how-to-prefix-all-column-names-with-the-table-it-came-from,"In a join, how to prefix all column names with the table it came from",,,,,
35,"['sql', 'postgresql', 'join']","{'account_id': 1135026, 'reputation': 1171, 'user_id': 1120252, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/a2NUM.jpg?s=256&g=1', 'display_name': 'Utopia025', 'link': 'https://stackoverflow.com/users/1120252/utopia025'}",True,16264,12829972.0,1,6,1652491691,1349910806,1349963998.0,12829875,CC BY-SA 3.0,https://stackoverflow.com/questions/12829875/query-using-ilike-with-in,Query using ILIKE with IN,,,,,
36,"['mysql', 'sql']","{'account_id': 444722, 'reputation': 2230, 'user_id': 836727, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/33b6edb2010938268e952f2817e92f28?s=256&d=identicon&r=PG', 'display_name': 'Master345', 'link': 'https://stackoverflow.com/users/836727/master345'}",True,81,12828469.0,4,1,1652464423,1349903104,1652464423.0,12828310,CC BY-SA 4.0,https://stackoverflow.com/questions/12828310/specific-join-of-3-tables-retrieving-data,Specific JOIN of 3 tables retrieving data,,,,,
37,"['mysql', 'sql', 'query-optimization']","{'account_id': 746077, 'reputation': 1420, 'user_id': 734478, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/7e8a42ea0f98bbac1923f582a0ae87f0?s=256&d=identicon&r=PG', 'display_name': 'hodl', 'link': 'https://stackoverflow.com/users/734478/hodl'}",False,194,,2,0,1652463377,1350442681,1652463377.0,12926431,CC BY-SA 4.0,https://stackoverflow.com/questions/12926431/mysql-query-optimization-and-or-tweaks,MySQL query optimization and/or tweaks,,,,,
38,"['mysql', 'sql', 'group-by']","{'account_id': 1317177, 'reputation': 44111, 'user_id': 1263783, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/2d199492d296fad1c64bbc157c12742d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Techie', 'link': 'https://stackoverflow.com/users/1263783/techie'}",True,1919,12968025.0,2,0,1652463363,1350625048,1652463363.0,12967982,CC BY-SA 4.0,https://stackoverflow.com/questions/12967982/group-by-order-by-two-columns-get-data-without-losing-rows,Group By/Order By Two Columns - Get Data Without Losing Rows,,,,,
39,"['sql', 'postgresql']","{'account_id': 1702411, 'reputation': 973, 'user_id': 1562129, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/87b00a503fcc943ec8114cb04b8ab559?s=256&d=identicon&r=PG', 'display_name': 'Mari&#225;n Zeke Šedaj', 'link': 'https://stackoverflow.com/users/1562129/mari%c3%a1n-zeke-%c5%a0edaj'}",True,130,13063786.0,1,1,1652288441,1351149039,1652288441.0,13063395,CC BY-SA 4.0,https://stackoverflow.com/questions/13063395/adding-column-to-view,Adding column to view,,,,,
40,"['sql', 'oracle', 'oracle-sqldeveloper']","{'account_id': 1217129, 'reputation': 4729, 'user_id': 1184481, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3f0575060cc95a55c6fc39d75c15dc64?s=256&d=identicon&r=PG', 'display_name': 'Ofer', 'link': 'https://stackoverflow.com/users/1184481/ofer'}",True,103,12819130.0,1,1,1649591729,1349870778,1649591729.0,12818942,CC BY-SA 4.0,https://stackoverflow.com/questions/12818942/how-to-create-a-table-with-date-by-range,How to create a table with date by range,,,,,
41,"['sql', 'ruby', 'postgresql', 'sequel']","{'account_id': 1785104, 'reputation': 3483, 'user_id': 1626730, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/fc1ff13a04f7b2264499684a89db48c3?s=256&d=identicon&r=PG', 'display_name': 'user1626730', 'link': 'https://stackoverflow.com/users/1626730/user1626730'}",True,474212,13113623.0,8,295,1648791719,1351458911,1581286867.0,13113096,CC BY-SA 4.0,https://stackoverflow.com/questions/13113096/how-to-round-an-average-to-2-decimal-places-in-postgresql,How to round an average to 2 decimal places in PostgreSQL?,,,1591316891.0,,
42,"['sql', 'sql-server-2008', 'tsql', 'datetime']","{'account_id': 43963, 'reputation': 2502, 'user_id': 128756, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5c8e042a7a3aaf3dac0d282d6fd8406e?s=256&d=identicon&r=PG', 'display_name': 'Kamal', 'link': 'https://stackoverflow.com/users/128756/kamal'}",True,2246,12858573.0,3,3,1648715187,1350042151,1648715187.0,12858311,CC BY-SA 4.0,https://stackoverflow.com/questions/12858311/tsql-get-last-second-of-current-hour,TSQL - get last second of current hour,,,,,
43,"['sql', 'django', 'models']","{'account_id': 1739388, 'reputation': 1540, 'user_id': 1591222, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/XOZX8.jpg?s=256&g=1', 'display_name': 'durdenk', 'link': 'https://stackoverflow.com/users/1591222/durdenk'}",False,1825,,1,1,1648623842,1349555845,1489478340.0,12763660,CC BY-SA 3.0,https://stackoverflow.com/questions/12763660/django-models-and-auto-created-tables,Django models and auto created tables,,,,,
44,['sql'],"{'account_id': 178276, 'reputation': 1820, 'user_id': 410137, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/BbqCG.jpg?s=256&g=1', 'display_name': 'Speldosa', 'link': 'https://stackoverflow.com/users/410137/speldosa'}",True,2082,,4,1,1648622280,1351063881,,13044637,CC BY-SA 3.0,https://stackoverflow.com/questions/13044637/sql-statement-selecting-rows-from-a-table-dependent-on-information-from-another,SQL statement selecting rows from a table dependent on information from another table,,,,,
45,"['sql', 'oracle']","{'account_id': 1975371, 'reputation': 1678, 'user_id': 1773265, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/pOtFo.png?s=256&g=1', 'display_name': 'Slim', 'link': 'https://stackoverflow.com/users/1773265/slim'}",True,269098,13136121.0,5,55,1648201223,1351587461,1351588590.0,13135552,CC BY-SA 3.0,https://stackoverflow.com/questions/13135552/oracle-sql-how-to-remove-time-from-date,oracle SQL how to remove time from date,,,,,
46,"['java', 'sql', 'spring', 'mybatis', 'ibatis']","{'account_id': 239737, 'reputation': 3287, 'user_id': 509550, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/325d9399554777b5ec85474416243db2?s=256&d=identicon&r=PG', 'display_name': 'Shikarn-O', 'link': 'https://stackoverflow.com/users/509550/shikarn-o'}",True,12497,,2,3,1648191263,1351249097,1448106023.0,13085631,CC BY-SA 3.0,https://stackoverflow.com/questions/13085631/mybatis-nested-collection-doesnt-work-correctly-with-column-prefix,Mybatis nested collection doesn&#39;t work correctly with column prefix,,,,,
47,"['sql', 'function', 'postgresql', 'plpgsql']","{'account_id': 1952469, 'reputation': 207, 'user_id': 1756277, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2ac71bc05d608d57f0cd27e3049bea6f?s=256&d=identicon&r=PG', 'display_name': 'user1756277', 'link': 'https://stackoverflow.com/users/1756277/user1756277'}",True,21947,12956551.0,2,16,1647481671,1350567571,1350569291.0,12956069,CC BY-SA 3.0,https://stackoverflow.com/questions/12956069/postgres-function-with-list-argument-and-in-clause,Postgres function with list argument and in clause,,,,,
48,['sql'],"{'account_id': 1947104, 'reputation': 1301, 'user_id': 1751975, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/2VvjU.jpg?s=256&g=1', 'display_name': 'nametal', 'link': 'https://stackoverflow.com/users/1751975/nametal'}",True,451931,12927334.0,17,89,1645280876,1350449110,1645280876.0,12927268,CC BY-SA 4.0,https://stackoverflow.com/questions/12927268/sum-of-grouped-count-in-sql-query,SUM of grouped COUNT in SQL Query,,,,,
