,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,migrated_from,protected_date,closed_date,closed_reason
13,"['sql', 'sqlite', 'sql-insert']","{'account_id': 21507575, 'reputation': 1, 'user_id': 15850749, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx7r_-g1ClQcs6BkP_YOfrdj85TbNRosDD8rXTuHek=k-s256', 'display_name': 'Nikita Koshti', 'link': 'https://stackoverflow.com/users/15850749/nikita-koshti'}",False,780,1,-2,1662116476,1622001535,1622002999.0,67698329,CC BY-SA 4.0,https://stackoverflow.com/questions/67698329/how-to-resolve-this-problem-near-insert-syntax-error-in-sqlite,How to resolve this problem &quot; near &quot;INSERT&quot;: syntax error&quot; in SQLite?,,,,,
14,"['sql', 'encryption']","{'account_id': 8597445, 'reputation': 43, 'user_id': 6440064, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5s1kI.jpg?s=256&g=1', 'display_name': 'Paul Clark', 'link': 'https://stackoverflow.com/users/6440064/paul-clark'}",True,120,1,0,1661515764,1620228994,1620231713.0,67404422,CC BY-SA 4.0,https://stackoverflow.com/questions/67404422/error-when-trying-to-apply-always-encrypted-encryption-on-aspnet-membership-tabl,Error when trying to apply Always Encrypted encryption on aspnet_Membership table,73500818.0,,,,
15,"['sql', 'oracle']","{'account_id': 21626873, 'reputation': 1, 'user_id': 15951097, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyXCKg3RNCejRFNX31VcvSvS15QAMX7h8lTQ6x-=k-s256', 'display_name': 'user230', 'link': 'https://stackoverflow.com/users/15951097/user230'}",True,2077,2,-2,1661443446,1622007129,1661443446.0,67705168,,https://stackoverflow.com/questions/67705168/ora-01858-a-non-numeric-character-was-found-where-a-numeric-was-expected,ORA-01858: a non-numeric character was found where a numeric was expected,67705170.0,"{'other_site': {'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'dba.meta', 'site_url': 'https://dba.meta.stackexchange.com', 'name': 'Database Administrators Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=dba.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1313521200, 'open_beta_date': 1294686000, 'closed_beta_date': 1294081200, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/dba/Img/apple-touch-icon@2.png', 'twitter_account': 'StackDBAs', 'favicon_url': 'https://cdn.sstatic.net/Sites/dba/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/dba/Img/apple-touch-icon.png', 'audience': 'database professionals who wish to improve their database skills and learn from others in the community', 'site_url': 'https://dba.stackexchange.com', 'api_site_parameter': 'dba', 'logo_url': 'https://cdn.sstatic.net/Sites/dba/Img/logo.png', 'name': 'Database Administrators', 'site_type': 'main_site'}, 'on_date': 1622033097, 'question_id': 292262}",,,
16,"['java', 'sql', 'jdbc']","{'account_id': 21739470, 'reputation': 55, 'user_id': 16047039, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6667cf3e3e16b43c5ba72cd7b91d338?s=256&d=identicon&r=PG&f=1', 'display_name': 'EoinKanro', 'link': 'https://stackoverflow.com/users/16047039/eoinkanro'}",True,499,2,2,1661336381,1622109113,1622110527.0,67719734,CC BY-SA 4.0,https://stackoverflow.com/questions/67719734/jdbc-select-and-update-in-one-request,JDBC select and update in one request,67720177.0,,,,
17,"['sql', 'sql-server', 'encryption', 'always-encrypted']","{'account_id': 10828651, 'reputation': 1, 'user_id': 7963812, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1337884996300508/picture?type=large', 'display_name': 'Lucas Finetti', 'link': 'https://stackoverflow.com/users/7963812/lucas-finetti'}",False,1003,1,0,1659339173,1620660743,1620666882.0,67473398,CC BY-SA 4.0,https://stackoverflow.com/questions/67473398/always-encrypted-how-to-insert-encrypted-columns,Always Encrypted: How to insert encrypted columns?,,,,,
18,"['php', 'sql', 'laravel', 'postgresql', 'eloquent']","{'account_id': 21448135, 'reputation': 39, 'user_id': 15801173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/383b907fa2cc1aa0379020fb2bc54280?s=256&d=identicon&r=PG&f=1', 'display_name': 'JeremyA', 'link': 'https://stackoverflow.com/users/15801173/jeremya'}",True,857,4,0,1658858398,1621583709,1621586051.0,67632847,CC BY-SA 4.0,https://stackoverflow.com/questions/67632847/how-to-convert-left-join-lateral-sql-query-to-laravel-eloquent-query,How to convert left join lateral SQL query to Laravel Eloquent query?,,,,,
19,['sql'],"{'account_id': 5979774, 'reputation': 351, 'user_id': 4699255, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/uPVhg.jpg?s=256&g=1', 'display_name': 'Vocaloidas', 'link': 'https://stackoverflow.com/users/4699255/vocaloidas'}",True,905,3,0,1658798941,1621729232,,67655165,CC BY-SA 4.0,https://stackoverflow.com/questions/67655165/sql-representing-populations-as-a-percentage-of-germany,SQL representing populations as a percentage of Germany,67655393.0,,,,
20,"['mysql', 'sql', 'postgresql']","{'account_id': 19256510, 'reputation': 39, 'user_id': 14073281, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3fba3e9cbbf8d143b3a92ce32948280?s=256&d=identicon&r=PG&f=1', 'display_name': 'Guru', 'link': 'https://stackoverflow.com/users/14073281/guru'}",True,65,3,1,1658770826,1619855157,1619856873.0,67344012,CC BY-SA 4.0,https://stackoverflow.com/questions/67344012/how-to-return-only-those-customer-id-who-visited-santa-clara-after-visiting-milp,How to return only those customer_id who visited Santa Clara after visiting Milpitas or #5 after visiting #2,67346065.0,,,,
21,"['sql', 'postgresql', 'function', 'triggers']","{'account_id': 14476967, 'reputation': 203, 'user_id': 10457357, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-y1lUiwo4KIU/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DVlzsSHrKEKsTZZVIGd_8PsSLu8YQ/mo/photo.jpg?sz=256', 'display_name': 'DRE', 'link': 'https://stackoverflow.com/users/10457357/dre'}",True,70,1,0,1657363978,1620999929,1621072081.0,67535414,CC BY-SA 4.0,https://stackoverflow.com/questions/67535414/create-trigger-postgresql,Create Trigger Postgresql,67551163.0,,,,
22,"['sql', 'regex', 'postgresql']","{'account_id': 7742224, 'reputation': 335, 'user_id': 5861505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e85b7d851351c00fb3620d3992967bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'sh4rkyy', 'link': 'https://stackoverflow.com/users/5861505/sh4rkyy'}",True,625,1,1,1657296722,1620744575,1620808841.0,67489176,CC BY-SA 4.0,https://stackoverflow.com/questions/67489176/postgresql-replace-arguments-in-queries-from-logs-regexp-replace-function-idea,"Postgresql, replace arguments in queries from logs, regexp_replace function idea?",,,,,
23,"['sql', 'postgresql', 'date', 'gaps-and-islands']","{'account_id': 21577182, 'reputation': 23, 'user_id': 15909108, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91dc00c291642a8a25f1bca007d1f29a?s=256&d=identicon&r=PG&f=1', 'display_name': 'ptlx24', 'link': 'https://stackoverflow.com/users/15909108/ptlx24'}",True,661,3,2,1657202431,1620840209,1620841844.0,67508327,CC BY-SA 4.0,https://stackoverflow.com/questions/67508327/sql-query-to-find-gaps-within-a-column-of-dates,SQL query to find gaps within a column of dates,67508478.0,,,,
24,"['sql', 'postgresql', 'wal']","{'account_id': 1409938, 'reputation': 4915, 'user_id': 1336758, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/90dEi.png?s=256&g=1', 'display_name': 'NYCeyes', 'link': 'https://stackoverflow.com/users/1336758/nyceyes'}",True,13791,3,7,1657003985,1620749981,1620766644.0,67490668,CC BY-SA 4.0,https://stackoverflow.com/questions/67490668/changing-wal-level-on-postgresql-13-via-client-session-is-not-being-respecte,Changing &quot;wal_level&quot; on PostgreSQL 13 (via client session) is not being respected,67491177.0,,,,
25,"['sql', 'json', 'oracle']","{'account_id': 4922820, 'reputation': 53, 'user_id': 3964938, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asjad Azeez', 'link': 'https://stackoverflow.com/users/3964938/asjad-azeez'}",False,793,1,-3,1656691611,1621581781,1621856148.0,67632460,CC BY-SA 4.0,https://stackoverflow.com/questions/67632460/oracle-sql-json-table-get-sized-of-array,Oracle SQL : JSON_TABLE ; Get sized of Array,,,,,
26,"['sql', 'sql-server', 'string', 'tsql', 'split']","{'account_id': 330770, 'reputation': 340, 'user_id': 2742651, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/adf8b55d1e8cdac3dd597479a4e56248?s=256&d=identicon&r=PG&f=1', 'display_name': 'cool_taps', 'link': 'https://stackoverflow.com/users/2742651/cool-taps'}",True,483,4,0,1655387615,1620917289,1620929142.0,67521318,CC BY-SA 4.0,https://stackoverflow.com/questions/67521318/split-email-with-semicolon-delimiter-in-sql-server,Split Email with semicolon delimiter in SQL Server,,,,,
27,"['mysql', 'sql']","{'account_id': 13994815, 'reputation': 13, 'user_id': 10107912, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-XbWOYwazXkQ/AAAAAAAAAAI/AAAAAAAAAFA/cPx5VNV2BMc/photo.jpg?sz=256', 'display_name': 'Arvind Sangwan', 'link': 'https://stackoverflow.com/users/10107912/arvind-sangwan'}",True,1932,6,-2,1655326881,1621760947,1621798811.0,67658017,CC BY-SA 4.0,https://stackoverflow.com/questions/67658017/select-names-of-city-starting-and-ending-with-vowels-from-station-table,Select Names of city starting and ending with vowels from STATION table,67659062.0,,1655832635.0,,
28,"['sql', 'sharepoint', 'sharepoint-online', 'power-automate']","{'account_id': 4511096, 'reputation': 302, 'user_id': 3667180, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://graph.facebook.com/1170400222/picture?type=large', 'display_name': 'JetRocket11', 'link': 'https://stackoverflow.com/users/3667180/jetrocket11'}",False,2062,1,0,1655214468,1620773498,1649881922.0,67495286,CC BY-SA 4.0,https://stackoverflow.com/questions/67495286/how-to-insert-and-or-update-row-in-sql-using-microsoft-flow-power-automate-when,How to Insert and/or Update Row in SQL using Microsoft Flow Power Automate when an Item in SharePoint is created or modified?,,,,,
29,"['sql', 'sas']","{'account_id': 11333934, 'reputation': 418, 'user_id': 10198988, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lblNRAY43Ew/AAAAAAAAAAI/AAAAAAAAABY/s0EGt_CnajA/photo.jpg?sz=256', 'display_name': 'obewanjacobi', 'link': 'https://stackoverflow.com/users/10198988/obewanjacobi'}",True,590,1,1,1655133560,1621464062,,67611814,CC BY-SA 4.0,https://stackoverflow.com/questions/67611814/how-to-count-distinct-for-sas-proc-sql-with-rolling-date-window,How to Count Distinct for SAS PROC SQL with Rolling Date Window?,67611871.0,,,,
30,"['sql', 'sql-server', 'csv']","{'account_id': 15337802, 'reputation': 21, 'user_id': 11065618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1f3edc4e234a7324b380b772040a557?s=256&d=identicon&r=PG&f=1', 'display_name': 'romil ', 'link': 'https://stackoverflow.com/users/11065618/romil'}",True,505,2,0,1655125116,1620536746,1655125116.0,67454445,CC BY-SA 4.0,https://stackoverflow.com/questions/67454445/split-comma-separated-values-of-a-multiple-column-in-row-in-sql-query,Split comma separated values of a multiple column in row in SQL query,67457213.0,,,,
31,"['sql', 'count', 'distinct', 'warehouse']","{'account_id': 21574066, 'reputation': 3, 'user_id': 15906514, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzxV4LFnTMWpnusnt4E8PKdxXS4t3zgEHNh76BX=k-s256', 'display_name': 'Fabio Whitemountain', 'link': 'https://stackoverflow.com/users/15906514/fabio-whitemountain'}",True,994,2,0,1654570392,1620823927,,67504065,CC BY-SA 4.0,https://stackoverflow.com/questions/67504065/mysql-count-for-rows-with-the-same-name,MySQL - COUNT for rows with the same name,67504192.0,,,,
32,"['sql', 'sql-server', 'azure', 'azure-devops', 'azure-sql-database']","{'user_type': 'does_not_exist', 'display_name': 'user9436741'}",True,1459,1,0,1653582119,1620166447,1620166911.0,67392849,CC BY-SA 4.0,https://stackoverflow.com/questions/67392849/how-to-create-script-table-data-in-azure-data-studio,How to create script table data in Azure Data Studio?,67396089.0,,,,
33,"['mysql', 'sql']","{'account_id': 18014431, 'reputation': 1, 'user_id': 13093241, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-M6WU24rVSUE/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nD140fqeyFcABYmF7KkBOusuUjsdQ/photo.jpg?sz=256', 'display_name': 'VivekKumar', 'link': 'https://stackoverflow.com/users/13093241/vivekkumar'}",False,103,1,0,1653549890,1620290283,1620365829.0,67414631,CC BY-SA 4.0,https://stackoverflow.com/questions/67414631/how-can-i-find-particular-table-in-database-using-mysql,How can I find particular table in database using MySQL?,,,,,
34,"['sql', 'google-bigquery']","{'account_id': 19738803, 'reputation': 41, 'user_id': 14452635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9633a5ab6b3efbe04146ffce31a23d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matthew Eh', 'link': 'https://stackoverflow.com/users/14452635/matthew-eh'}",True,446,3,1,1653037279,1620284623,1620307006.0,67413306,CC BY-SA 4.0,https://stackoverflow.com/questions/67413306/bigquery-insert-dynamic-folder-name-into-an-export-data-statement,BigQuery: Insert dynamic folder name into an EXPORT DATA statement,67581575.0,,,,
35,"['php', 'mysql', 'sql']","{'account_id': 18752558, 'reputation': 17, 'user_id': 13673329, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49596bde959c4c3c2f1eaee0fdb3e5e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony ', 'link': 'https://stackoverflow.com/users/13673329/anthony'}",True,127,1,1,1652788337,1622055848,1652788337.0,67711230,CC BY-SA 4.0,https://stackoverflow.com/questions/67711230/deleting-data-from-database-using-php,Deleting data from database using PHP,67711707.0,,,,
36,"['mysql', 'sql']","{'account_id': 10825406, 'reputation': 99, 'user_id': 7961447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3aeb00b390fbd51762a045500873c31?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sarthak', 'link': 'https://stackoverflow.com/users/7961447/sarthak'}",True,56,1,0,1652606561,1620640834,1652606561.0,67468452,CC BY-SA 4.0,https://stackoverflow.com/questions/67468452/how-to-query-from-one-table-with-conditions-from-other-table,How to query from one table with conditions from other table?,67468556.0,,,,
37,"['mysql', 'sql', 'mariadb']","{'account_id': 20819194, 'reputation': 195, 'user_id': 15291289, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-BRtLno1yNgc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckX9sihEO-RCFnDw9HdXD3ZXtMLLw/s96-c/photo.jpg?sz=256', 'display_name': 'stackoverflow account', 'link': 'https://stackoverflow.com/users/15291289/stackoverflow-account'}",True,396,1,-2,1652584611,1620717565,1620755823.0,67482182,CC BY-SA 4.0,https://stackoverflow.com/questions/67482182/how-to-get-the-list-of-dates-15-days-from-now-in-mariadb,How to get the list of dates 15 days from now in MariaDB,67482524.0,,,,
38,"['mysql', 'sql', 'foreign-keys', 'constraints']","{'account_id': 19681510, 'reputation': 3, 'user_id': 14408533, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3418317588393765/picture?type=large', 'display_name': 'Rifat Ahmed', 'link': 'https://stackoverflow.com/users/14408533/rifat-ahmed'}",True,44,1,-1,1652577873,1620631429,,67466360,CC BY-SA 4.0,https://stackoverflow.com/questions/67466360/how-to-add-foreign-key-with-extra-information-in-mysql,How to Add Foreign Key with Extra Information in MySQL,67466481.0,,,,
39,"['mysql', 'sql']","{'account_id': 21574327, 'reputation': 3, 'user_id': 15906741, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwPKGRZHlijmzthgUkXbv3CC5sM2z0P6BSa8wj4Qt4=k-s256', 'display_name': 'lenold vaz', 'link': 'https://stackoverflow.com/users/15906741/lenold-vaz'}",True,707,2,0,1652576410,1620885838,1620887475.0,67514597,CC BY-SA 4.0,https://stackoverflow.com/questions/67514597/sql-query-for-latest-order-status-in-mysql,SQL query for latest Order Status in MySQL,67516083.0,,,,
40,"['javascript', 'mysql', 'sql', 'node.js']","{'account_id': 12710278, 'reputation': 834, 'user_id': 9234103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/384484c41638f285528143b6f45b71b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'K P', 'link': 'https://stackoverflow.com/users/9234103/k-p'}",True,366,2,1,1652574242,1621436343,1621436814.0,67605768,CC BY-SA 4.0,https://stackoverflow.com/questions/67605768/unknown-column-c1-in-where-clause-node-js-sql,Unknown column c1 in WHERE clause node.js sql,67607991.0,,,,
41,"['mysql', 'sql']","{'account_id': 6128773, 'reputation': 879, 'user_id': 5230876, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/LJYXu.png?s=256&g=1', 'display_name': 'Nishant Bhardwaz', 'link': 'https://stackoverflow.com/users/5230876/nishant-bhardwaz'}",True,34,1,0,1652573154,1621733699,1621734040.0,67655445,CC BY-SA 4.0,https://stackoverflow.com/questions/67655445/select-empname-and-managername-from-same-table-based-on-id,select empName and managerName from same table based on Id,67655474.0,,,,
42,"['mysql', 'sql']","{'account_id': 20252557, 'reputation': 36, 'user_id': 14853184, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BeeNa.jpg?s=256&g=1', 'display_name': 'Favo02', 'link': 'https://stackoverflow.com/users/14853184/favo02'}",True,39,2,0,1652572812,1621785925,1621788431.0,67661794,CC BY-SA 4.0,https://stackoverflow.com/questions/67661794/fulltext-index-on-innerjoin-query-result,Fulltext index on innerjoin query result,67669436.0,,,,
43,"['mysql', 'sql', 'mariadb']","{'account_id': 21759383, 'reputation': 13, 'user_id': 16064177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/081e6b59467b089dea243badec040c47?s=256&d=identicon&r=PG&f=1', 'display_name': '2c8pnxpfq3', 'link': 'https://stackoverflow.com/users/16064177/2c8pnxpfq3'}",True,79,2,1,1652571435,1622245690,1622380991.0,67746558,CC BY-SA 4.0,https://stackoverflow.com/questions/67746558/sql-query-adjacent-nodes-in-a-directed-graph,SQL: Query adjacent nodes in a directed graph,67746606.0,,,,
44,"['python', 'sql', 'python-3.x', 'postgresql']","{'account_id': 19820921, 'reputation': 1, 'user_id': 14517529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25442e05e0b3d147ee838d210d80cb71?s=256&d=identicon&r=PG&f=1', 'display_name': 'Duc Hoang', 'link': 'https://stackoverflow.com/users/14517529/duc-hoang'}",True,294,1,0,1652535985,1621026889,1621031305.0,67541004,CC BY-SA 4.0,https://stackoverflow.com/questions/67541004/importerror-cannot-import-name-parse-dict-from-psqlparse,ImportError: cannot import name &#39;parse_dict&#39; from &#39;psqlparse&#39;,,,,,
45,"['sql', 'parameters', 'report', 'expression', 'birt']","{'account_id': 16480651, 'reputation': 47, 'user_id': 11907506, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b49bd3880ae0dcee6b13af967fa05b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheOx', 'link': 'https://stackoverflow.com/users/11907506/theox'}",True,91,2,0,1652096197,1620920835,,67522217,CC BY-SA 4.0,https://stackoverflow.com/questions/67522217/how-can-i-filter-in-birt-parameter-on-a-computed-column,How can I filter in Birt (Parameter) on a computed column?,72171352.0,,,,
