,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
10,"['php', 'html', 'sql']","{'account_id': 2150860, 'reputation': 11, 'user_id': 1907276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1ba296e85fd8862383b627e05e3ea65?s=256&d=identicon&r=PG', 'display_name': 'user1907276', 'link': 'https://stackoverflow.com/users/1907276/user1907276'}",False,152,,2,0,1665614029,1355629371,1665614029.0,13898410,CC BY-SA 4.0,https://stackoverflow.com/questions/13898410/sql-database-being-updated-with-html-form,SQL database being updated with HTML form,,,,,
11,"['mysql', 'sql', 'mysql-error-1241']","{'user_type': 'does_not_exist', 'display_name': 'user1543386'}",True,415306,14046855.0,10,117,1665146652,1356559695,1413047096.0,14046838,CC BY-SA 3.0,https://stackoverflow.com/questions/14046838/mysql-operand-should-contain-1-columns,MySQL - Operand should contain 1 column(s),,,,,
12,"['sql', 'oracle']","{'account_id': 296278, 'reputation': 1277, 'user_id': 601147, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/c30d6a3798b4a51f5db07e59cc91b1b6?s=256&d=identicon&r=PG', 'display_name': 'dewijones92', 'link': 'https://stackoverflow.com/users/601147/dewijones92'}",True,6287,13709762.0,4,3,1665047699,1354646551,1493932618.0,13709728,CC BY-SA 3.0,https://stackoverflow.com/questions/13709728/rounding-to-a-specific-number-of-significant-digits-in-oracle,Rounding to a specific number of significant digits in Oracle,,,,,
13,"['sql', 'postgresql', 'timestamp', 'moving-average']","{'account_id': 1851911, 'reputation': 2462, 'user_id': 1678285, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/6ac6bb0a5758a8c228569ab4c79f257e?s=256&d=identicon&r=PG', 'display_name': 'A.Amidi', 'link': 'https://stackoverflow.com/users/1678285/a-amidi'}",True,10644,13820529.0,4,22,1665035370,1355222450,1355222859.0,13818524,CC BY-SA 3.0,https://stackoverflow.com/questions/13818524/moving-average-based-on-timestamps-in-postgresql,Moving Average based on Timestamps in PostgreSQL,,,,,
14,"['sql', 'oracle']","{'account_id': 2108573, 'reputation': 803, 'user_id': 1874311, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/36bfa4daad7e9ca15c45ff96ada29bb7?s=256&d=identicon&r=PG', 'display_name': 'user1874311', 'link': 'https://stackoverflow.com/users/1874311/user1874311'}",True,238097,13795436.0,14,74,1664886435,1355115424,1539860028.0,13795220,CC BY-SA 4.0,https://stackoverflow.com/questions/13795220/listagg-function-result-of-string-concatenation-is-too-long,LISTAGG function: &quot;result of string concatenation is too long&quot;,,,1560264118.0,,
15,['sql'],"{'account_id': 31077, 'reputation': 4322, 'user_id': 85116, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/b843723081a2af9e03447ef89e327bf8?s=256&d=identicon&r=PG', 'display_name': 'user85116', 'link': 'https://stackoverflow.com/users/85116/user85116'}",True,89368,13881795.0,6,33,1664214857,1355499099,1355499194.0,13881649,CC BY-SA 3.0,https://stackoverflow.com/questions/13881649/update-statement-using-nested-query,update statement using nested query,,,,,
16,"['java', 'sql', 'database', 'jpa', 'eclipselink']","{'account_id': 8074, 'reputation': 41713, 'user_id': 14316, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/f1eb8b540db13afbb3426637641534aa?s=256&d=identicon&r=PG', 'display_name': 'pdeva', 'link': 'https://stackoverflow.com/users/14316/pdeva'}",False,7666,,2,3,1663347629,1354509110,1354520289.0,13677165,CC BY-SA 3.0,https://stackoverflow.com/questions/13677165/jpa-cannot-delete-row-due-to-foreign-key-constraint,JPA - Cannot delete row due to foreign key constraint,,,,,
17,"['sql', 'sql-server']","{'account_id': 1800815, 'reputation': 514, 'user_id': 1639234, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3553a901aed3141cb84db9737468b540?s=256&d=identicon&r=PG', 'display_name': 'Ruben Teixeira', 'link': 'https://stackoverflow.com/users/1639234/ruben-teixeira'}",True,90172,13995046.0,5,10,1663030249,1356111689,1356112957.0,13994736,CC BY-SA 3.0,https://stackoverflow.com/questions/13994736/how-to-insert-an-auto-increment-key-into-sql-server-table,How to insert an auto_increment key into SQL Server table,,,,,
18,"['mysql', 'sql', 'null']","{'account_id': 1670642, 'reputation': 1930, 'user_id': 1537158, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/oSDmU.jpg?s=256&g=1', 'display_name': 'Nishant Jani', 'link': 'https://stackoverflow.com/users/1537158/nishant-jani'}",True,24813,14020948.0,5,20,1662496284,1356349223,1532901211.0,14020924,CC BY-SA 4.0,https://stackoverflow.com/questions/14020924/strange-mysql-avg-anomaly-null-values,Strange MySQL AVG() anomaly NULL values,,,,,
19,"['sql', 'excel']","{'account_id': 2034749, 'reputation': 43, 'user_id': 1817367, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/ebc2a54ba9eb8d2135286536973bcdf6?s=256&d=identicon&r=PG', 'display_name': 'user1817367', 'link': 'https://stackoverflow.com/users/1817367/user1817367'}",False,10908,,2,1,1661580375,1355301605,1355303669.0,13835803,CC BY-SA 3.0,https://stackoverflow.com/questions/13835803/concatenation-in-sql-select-query-on-excel-sheet,Concatenation in SQL select query on Excel sheet,,,,,
20,"['sql', 'ruby-on-rails', 'activerecord', 'ruby-on-rails-3.1', 'scope']","{'account_id': 285886, 'reputation': 177, 'user_id': 584808, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/459b9ff2f2f1773e9ec15d4b6ef60e14?s=256&d=identicon&r=PG', 'display_name': 'jeremiahishere', 'link': 'https://stackoverflow.com/users/584808/jeremiahishere'}",False,1084,,2,5,1659697539,1354306915,1354335004.0,13652589,CC BY-SA 3.0,https://stackoverflow.com/questions/13652589/rails-3-1-scope-ignored-when-joining-twice-to-the-same-table,Rails 3.1 scope ignored when joining twice to the same table,,,,,
21,"['sql', 'oracle', 'stored-procedures', 'plsql']","{'account_id': 2039912, 'reputation': 253, 'user_id': 1821380, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/3466f191f9e7a9a71b283476bd915697?s=256&d=identicon&r=PG', 'display_name': 'jon', 'link': 'https://stackoverflow.com/users/1821380/jon'}",True,35316,,2,1,1659677266,1354811231,1354812667.0,13748041,CC BY-SA 3.0,https://stackoverflow.com/questions/13748041/pls-00103-oracle-stored-procedure-error,PLS-00103 Oracle stored procedure error,,,,,
22,"['sql', 'postgresql', 'create-table']","{'account_id': 2138989, 'reputation': 416, 'user_id': 1898129, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/ca6ceac527382b94511c672d5cf41a42?s=256&d=identicon&r=PG', 'display_name': 'MrMe TumbsUp', 'link': 'https://stackoverflow.com/users/1898129/mrme-tumbsup'}",True,14309,14045783.0,3,4,1659036804,1356552926,1487173278.0,14045738,CC BY-SA 3.0,https://stackoverflow.com/questions/14045738/case-statement-inside-create-table,Case statement inside create-table,,,,,
23,"['mysql', 'sql', 'pivot', 'unpivot']","{'account_id': 2160190, 'reputation': 319, 'user_id': 1914516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5cb742d1399035daeab306fbe8130d4e?s=256&d=identicon&r=PG', 'display_name': 'user1914516', 'link': 'https://stackoverflow.com/users/1914516/user1914516'}",True,87763,,3,28,1658995069,1355881752,1389786729.0,13944417,CC BY-SA 3.0,https://stackoverflow.com/questions/13944417/mysql-convert-column-to-row-pivot-table,Mysql Convert Column to row (Pivot table ),,,,,
24,"['sql', 'postgresql', 'postgresql-9.1']","{'account_id': 388273, 'reputation': 7203, 'user_id': 747101, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/14902a23462e7e8570f477e03ae42f5b?s=256&d=identicon&r=PG', 'display_name': 'David Chan', 'link': 'https://stackoverflow.com/users/747101/david-chan'}",True,1676,14045471.0,3,4,1657577791,1356551136,,14045434,CC BY-SA 3.0,https://stackoverflow.com/questions/14045434/inserted-row-in-cte-not-available-to-join-on-in-postgresql,inserted row in CTE not available to join on in postgreSQL?,,,,,
25,"['sql', 'firebird']","{'account_id': 484297, 'reputation': 1095, 'user_id': 899883, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/5f3aeecf57e7c9a16e66b59c26c0de85?s=256&d=identicon&r=PG', 'display_name': 'Reynaldi', 'link': 'https://stackoverflow.com/users/899883/reynaldi'}",True,3338,13922081.0,3,3,1657344626,1355714392,1657344626.0,13907857,CC BY-SA 4.0,https://stackoverflow.com/questions/13907857/firebird-performance-on-where-and-order-by-clause,Firebird performance on where and order by clause,,,,,
26,"['php', 'sql', 'database-migration', 'laravel']","{'account_id': 1262544, 'reputation': 6919, 'user_id': 1220479, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c6e081b70981293c9bf312d7e42713cb?s=256&d=identicon&r=PG', 'display_name': 'bilalq', 'link': 'https://stackoverflow.com/users/1220479/bilalq'}",True,124398,14015888.0,5,184,1656625867,1356289414,,14013832,CC BY-SA 3.0,https://stackoverflow.com/questions/14013832/make-column-not-nullable-in-a-laravel-migration,Make column not nullable in a Laravel migration,,,,,
27,"['iphone', 'objective-c', 'sql', 'oracle', 'sqlite']","{'account_id': 2026635, 'reputation': 359, 'user_id': 1811427, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/f1eb180412f8dd90b68d62a66a9d3c94?s=256&d=identicon&r=PG', 'display_name': 'user1811427', 'link': 'https://stackoverflow.com/users/1811427/user1811427'}",True,12708,14023425.0,3,4,1656231918,1356364008,1356364324.0,14023292,CC BY-SA 3.0,https://stackoverflow.com/questions/14023292/how-to-get-rownum-like-column-in-sqlite-iphone,how to get rowNum like column in sqlite IPHONE,,,,,
28,"['mysql', 'sql', 'performance', 'union']","{'account_id': 55101, 'reputation': 70256, 'user_id': 164998, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/703c2eaf093a7caf1008362209d2903e?s=256&d=identicon&r=PG', 'display_name': 'Jason McCreary', 'link': 'https://stackoverflow.com/users/164998/jason-mccreary'}",True,56917,13866221.0,6,84,1655897462,1354819899,1404754447.0,13750475,CC BY-SA 3.0,https://stackoverflow.com/questions/13750475/sql-performance-union-vs-or,SQL Performance UNION vs OR,,,1404754426.0,,
29,"['sql', 'database', 'postgresql', 'relational-database']","{'account_id': 15335, 'reputation': 22225, 'user_id': 1288364, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5de821af118f9733cab404a0def29387?s=256&d=identicon&r=PG', 'display_name': 'Andres Jaan Tack', 'link': 'https://stackoverflow.com/users/1288364/andres-jaan-tack'}",True,717,13766567.0,1,5,1655173059,1354872421,1354873537.0,13760230,CC BY-SA 3.0,https://stackoverflow.com/questions/13760230/how-to-perform-the-same-aggregation-on-every-column-without-listing-the-columns,"How to perform the same aggregation on every column, without listing the columns?",,,,,
30,"['sql', 'postgresql', 'sql-limit']","{'account_id': 1213041, 'reputation': 6053, 'user_id': 1181215, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/31f9d0494b7023e152fbf6100c911050?s=256&d=identicon&r=PG', 'display_name': 'Joey Franklin', 'link': 'https://stackoverflow.com/users/1181215/joey-franklin'}",True,730349,,4,412,1654715366,1354483623,1636310517.0,13674031,CC BY-SA 4.0,https://stackoverflow.com/questions/13674031/how-to-get-the-top-10-values-in-postgresql,How to get the top 10 values in postgresql?,,,,,
31,"['sql', 'postgresql', 'pivot-table', 'dynamic-sql', 'crosstab']","{'account_id': 1190558, 'reputation': 535, 'user_id': 1163466, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/cef17ea14120975403802aff1650cb31?s=256&d=identicon&r=PG', 'display_name': 'DonRaHulk', 'link': 'https://stackoverflow.com/users/1163466/donrahulk'}",True,118009,14087244.0,5,37,1653096716,1356804450,1421938923.0,14084503,CC BY-SA 3.0,https://stackoverflow.com/questions/14084503/postgresql-convert-columns-to-rows-transpose,PostgreSQL convert columns to rows? Transpose?,,,,,
32,"['mysql', 'sql', 'wordpress', 'sql-update']","{'account_id': 1557383, 'reputation': 1646, 'user_id': 1448061, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/b9d6f77ad44d35eeae084f398146c5d9?s=256&d=identicon&r=PG', 'display_name': 'Gabi Barrientos', 'link': 'https://stackoverflow.com/users/1448061/gabi-barrientos'}",True,95882,13936483.0,5,13,1650957436,1355845327,1355845987.0,13936448,CC BY-SA 3.0,https://stackoverflow.com/questions/13936448/wordpress-update-mysql-table,Wordpress update mysql table,,,,,
33,"['sql', 'oracle', 'sql-order-by']","{'account_id': 2101705, 'reputation': 4827, 'user_id': 1869152, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WKsQV.jpg?s=256&g=1', 'display_name': 'debaonline4u', 'link': 'https://stackoverflow.com/users/1869152/debaonline4u'}",True,59290,,17,26,1650879174,1354386982,1354387298.0,13662451,CC BY-SA 3.0,https://stackoverflow.com/questions/13662451/sort-by-day-of-the-week-from-monday-to-sunday,Sort by day of the week from Monday to Sunday,,,,,
34,"['sql', 'oracle', 'oracle11g']","{'account_id': 302544, 'reputation': 29494, 'user_id': 610979, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/ku5ga.png?s=256&g=1', 'display_name': 'Frank Schmitt', 'link': 'https://stackoverflow.com/users/610979/frank-schmitt'}",True,12117,13804927.0,5,4,1649807076,1355150170,1355216830.0,13803036,CC BY-SA 3.0,https://stackoverflow.com/questions/13803036/rounding-of-timestamp-to-nearest-second,Rounding of timestamp to nearest second,,,,,
35,"['php', 'sql', 'postgresql', 'null']","{'account_id': 1621057, 'reputation': 3257, 'user_id': 1497597, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/e86c15a7b980952c674a567853249751?s=256&d=identicon&r=PG', 'display_name': 'D T', 'link': 'https://stackoverflow.com/users/1497597/d-t'}",True,51101,14036295.0,2,22,1649473798,1356494661,1646362760.0,14035883,CC BY-SA 4.0,https://stackoverflow.com/questions/14035883/how-to-convert-empty-to-null-in-postgresql,How to convert empty to null in PostgreSQL?,,,,,
36,"['php', 'javascript', 'html', 'sql']","{'account_id': 331959, 'reputation': 15331, 'user_id': 656963, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/93d6f1f7316b66a1fcb0191b2f3553ba?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/656963/david'}",True,2578,13730510.0,4,2,1649372967,1354733615,1354734016.0,13730365,CC BY-SA 3.0,https://stackoverflow.com/questions/13730365/how-do-i-show-an-error-without-refreshing-the-page,How do I show an error without refreshing the page?,,,,,
37,"['python', 'sql', 'postgresql', 'sql-injection', 'psycopg2']","{'account_id': 401932, 'reputation': 1321, 'user_id': 768778, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/626c57280f9a573abb12dde5dce015d8?s=256&d=identicon&r=PG', 'display_name': 'Caligari', 'link': 'https://stackoverflow.com/users/768778/caligari'}",True,46461,42947632.0,9,78,1649082153,1355098990,1355099403.0,13793399,CC BY-SA 3.0,https://stackoverflow.com/questions/13793399/passing-table-name-as-a-parameter-in-psycopg2,Passing table name as a parameter in psycopg2,,,,,
38,"['mysql', 'sql', 'database', 'transactions']","{'account_id': 447789, 'reputation': 8162, 'user_id': 841626, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/3c9e3621ce29f79624cec25a2b231aba?s=256&d=identicon&r=PG', 'display_name': 'pillarOfLight', 'link': 'https://stackoverflow.com/users/841626/pillaroflight'}",True,3719,13939790.0,6,4,1648630410,1355851112,,13938194,CC BY-SA 3.0,https://stackoverflow.com/questions/13938194/do-database-transactions-prevent-other-users-from-interfering-with-it,do database transactions prevent other users from interfering with it,,,,,
39,"['sql', 'csv', 'mamp']","{'account_id': 1273317, 'reputation': 1364, 'user_id': 1229113, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/33f5f6aecd724d3bdd7a48aa44d7c925?s=256&d=identicon&r=PG', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/1229113/richard'}",False,3700,,3,0,1648243316,1355418735,,13864963,CC BY-SA 3.0,https://stackoverflow.com/questions/13864963/sql-table-importing-csv-files-turns-apostrophe-into-question-mark,"SQL Table, Importing CSV files turns apostrophe into question mark",,,,,
40,"['sql', 'database', 'arrays', 'dimensions']","{'account_id': 1455416, 'reputation': 13175, 'user_id': 1371131, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/Qpq1r.png?s=256&g=1', 'display_name': 'Dennis Hackethal', 'link': 'https://stackoverflow.com/users/1371131/dennis-hackethal'}",True,15115,13887902.0,3,13,1648184767,1355528839,,13887843,CC BY-SA 3.0,https://stackoverflow.com/questions/13887843/three-dimensional-database-table,Three dimensional database table,,,,,
41,"['python', 'sql', 'sqlite', 'insert', 'foreign-keys']","{'account_id': 254664, 'reputation': 11029, 'user_id': 534218, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/05708634a76195e829ce6dd077e45039?s=256&d=identicon&r=PG', 'display_name': 'Safari', 'link': 'https://stackoverflow.com/users/534218/safari'}",True,45480,13936863.0,3,19,1647500158,1355840596,1523167811.0,13934994,CC BY-SA 3.0,https://stackoverflow.com/questions/13934994/sqlite-foreign-key-examples,SQLite foreign key examples,,,,,
42,"['sql', 'sql-server']","{'account_id': 1113811, 'reputation': 426, 'user_id': 1103695, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cadb7d09e7fac1e1df9a007216f22617?s=256&d=identicon&r=PG', 'display_name': 'DaneEdw', 'link': 'https://stackoverflow.com/users/1103695/daneedw'}",True,33817,13941120.0,7,0,1646662469,1355862562,1355863430.0,13940961,CC BY-SA 3.0,https://stackoverflow.com/questions/13940961/using-if-else-in-sql-server-subquery,using if else in sql server subquery,,,,,
43,"['sql', 'postgresql', 'relational-database']","{'account_id': 1928631, 'reputation': 11629, 'user_id': 1738522, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/3a080f83adb29fdb018bdf2e69205fca?s=256&d=identicon&r=PG', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/1738522/jimmy'}",True,84,13744373.0,1,0,1646578118,1354796680,,13743597,CC BY-SA 3.0,https://stackoverflow.com/questions/13743597/postgresql-rule-to-create-a-copy-of-the-primaryid-table,PostgreSQL - Rule to create a copy of the primaryID table,,,,,
44,"['sql', 'database', 'postgresql']","{'account_id': 1928631, 'reputation': 11629, 'user_id': 1738522, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/3a080f83adb29fdb018bdf2e69205fca?s=256&d=identicon&r=PG', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/1738522/jimmy'}",True,10778,13902402.0,1,3,1646500193,1355668774,1646500193.0,13902337,,https://stackoverflow.com/questions/13902337/postgresql-database-only-insert-if-the-record-doesnt-exist,PostgreSQL database - only insert if the record doesn&#39;t exist,1355713174.0,exact duplicate,,,
45,"['sql', 'sql-server']","{'account_id': 2104333, 'reputation': 83, 'user_id': 1871040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50013ca15b632405f07e035f049908f7?s=256&d=identicon&r=PG', 'display_name': 'user1871040', 'link': 'https://stackoverflow.com/users/1871040/user1871040'}",True,16986,13674159.0,3,7,1645818211,1354483904,1354514979.0,13674080,CC BY-SA 3.0,https://stackoverflow.com/questions/13674080/why-cant-i-insert-a-decimal-into-an-sql-server-table,Why can&#39;t I insert a decimal into an sql server table?,,,,,
46,"['sql', 'sql-server', 'sql-server-2008', 'tsql', 'data-masking']","{'account_id': 1410225, 'reputation': 917, 'user_id': 1336983, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/80037c5980c18901dbf0aa72d4a27e8a?s=256&d=identicon&r=PG', 'display_name': 'pyram', 'link': 'https://stackoverflow.com/users/1336983/pyram'}",True,55430,13849223.0,9,13,1645424785,1355347332,1481309703.0,13848872,CC BY-SA 3.0,https://stackoverflow.com/questions/13848872/character-mask-output-data-on-select,Character mask output data on select,,,,,
47,"['sql', 'select']","{'account_id': 89584, 'reputation': 7952, 'user_id': 247077, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/406e1885d98ceda53c6b7caa886ad7c3?s=256&d=identicon&r=PG', 'display_name': '0fnt', 'link': 'https://stackoverflow.com/users/247077/0fnt'}",True,40893,14032229.0,3,28,1642699795,1356443488,1536491741.0,14031225,CC BY-SA 4.0,https://stackoverflow.com/questions/14031225/rename-single-column-in-select-in-sql-select-all-but-a-column,"Rename single column in SELECT * in SQL, select all but a column",,,,,
48,['sql'],"{'account_id': 317381, 'reputation': 5134, 'user_id': 634042, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/3ace886600f171063b16ce5523631327?s=256&d=identicon&r=PG', 'display_name': 'derekhh', 'link': 'https://stackoverflow.com/users/634042/derekhh'}",True,444048,14048147.0,6,148,1641482437,1356569496,,14048098,CC BY-SA 3.0,https://stackoverflow.com/questions/14048098/count-distinct-with-conditions,COUNT DISTINCT with CONDITIONS,,,,,
