,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
10,"['php', 'sql', 'mysqli']","{'account_id': 1090272, 'reputation': 7679, 'user_id': 1085050, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/052ep.png?s=256&g=1', 'display_name': 'MrPizzaFace', 'link': 'https://stackoverflow.com/users/1085050/mrpizzaface'}",True,1411,12547376.0,1,0,1662631196,1348343957,1348344475.0,12547247,,https://stackoverflow.com/questions/12547247/store-php-variable-in-mysql-table,Store PHP variable in MySQL table,,1662740614.0,Needs details or clarity,,
11,"['mysql', 'sql', 'string']","{'account_id': 1812437, 'reputation': 513, 'user_id': 1648208, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/40a5c6855b11be3265af83cf31b3fd43?s=256&d=identicon&r=PG', 'display_name': 'ram kumar', 'link': 'https://stackoverflow.com/users/1648208/ram-kumar'}",True,111116,,8,45,1662622888,1348919296,1395364335.0,12652444,CC BY-SA 3.0,https://stackoverflow.com/questions/12652444/mysql-query-to-change-a-lower-case-to-upper-case,MySql Query to Change a lower case to upper case,,,,,
12,"['sql', 'oracle', 'oracle11g']","{'user_type': 'does_not_exist', 'display_name': 'user854577'}",True,9211,12462334.0,3,3,1661438209,1347894526,,12462156,CC BY-SA 3.0,https://stackoverflow.com/questions/12462156/oracle-thinks-table-doesnt-exist-during-alter,Oracle thinks table doesn&#39;t exist during alter,,,,,
13,"['sql', 'indexing']","{'account_id': 368008, 'reputation': 2367, 'user_id': 714544, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/RwFcZ.jpg?s=256&g=1', 'display_name': 'Ali Ahmadi', 'link': 'https://stackoverflow.com/users/714544/ali-ahmadi'}",True,50221,12336864.0,2,15,1660597537,1347169319,1660597537.0,12336821,CC BY-SA 4.0,https://stackoverflow.com/questions/12336821/how-can-i-create-index-on-nvarcharmax-datatype-in-sql,How can I create index on nvarchar(max) datatype in sql?,,,,,
14,['sql'],"{'account_id': 1826864, 'reputation': 603, 'user_id': 1659327, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ffefbc89849d27c2fe68af3cb11ff99f?s=256&d=identicon&r=PG', 'display_name': 'Janani', 'link': 'https://stackoverflow.com/users/1659327/janani'}",True,172740,,7,55,1660461356,1347353292,1519858113.0,12365992,CC BY-SA 3.0,https://stackoverflow.com/questions/12365992/sql-insert-multiple-rows,SQL Insert Multiple Rows,1660461460.0,,,,
15,"['mysql', 'sql']","{'account_id': 1095201, 'reputation': 1554, 'user_id': 1088930, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b00bf49bdc91f43e100c7cd650b3cfa2?s=256&d=identicon&r=PG', 'display_name': 'Neka', 'link': 'https://stackoverflow.com/users/1088930/neka'}",True,25438,12242514.0,2,5,1660225696,1346650445,1660225696.0,12242466,,https://stackoverflow.com/questions/12242466/update-the-row-that-has-the-current-highest-maximum-value-of-one-field,Update the row that has the current highest (maximum) value of one field,,1346661405.0,not a real question,,
16,"['mysql', 'sql']","{'account_id': 449579, 'reputation': 3276, 'user_id': 844438, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/8631f1a86383d304c39e30c4394c64d4?s=256&d=identicon&r=PG', 'display_name': 'Jake', 'link': 'https://stackoverflow.com/users/844438/jake'}",True,337037,12235631.0,10,161,1657821833,1346585386,1427184581.0,12235595,CC BY-SA 3.0,https://stackoverflow.com/questions/12235595/find-most-frequent-value-in-sql-column,Find most frequent value in SQL column,,,,,
17,"['sql', 'powershell']","{'account_id': 1824474, 'reputation': 131, 'user_id': 1657661, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac1dd78a9b3050d4f9c7bff8a7e116ab?s=256&d=identicon&r=PG', 'display_name': 'user1657661', 'link': 'https://stackoverflow.com/users/1657661/user1657661'}",True,56481,,7,11,1657782044,1347166637,1347167053.0,12336613,CC BY-SA 3.0,https://stackoverflow.com/questions/12336613/sql-network-interfaces-error-25-connection-string-is-not-valid-in-powershell,"SQL Network Interfaces, error: 25 - Connection string is not valid in Powershell",,,,,
18,"['sql', 'sql-server-2008', 'tsql']","{'account_id': 354305, 'reputation': 9139, 'user_id': 692572, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/tmid4.png?s=256&g=1', 'display_name': 'Michael A', 'link': 'https://stackoverflow.com/users/692572/michael-a'}",True,405123,12504993.0,9,132,1657005261,1348104356,1534871253.0,12504985,CC BY-SA 4.0,https://stackoverflow.com/questions/12504985/how-to-take-last-four-characters-from-a-varchar,How to take last four characters from a varchar?,,,,,
19,"['mysql', 'sql']","{'account_id': 1709720, 'reputation': 76, 'user_id': 1568018, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7731d0244ce2000bee406dfaa9241d26?s=256&d=identicon&r=PG', 'display_name': 'chetan', 'link': 'https://stackoverflow.com/users/1568018/chetan'}",True,8094,12381538.0,5,1,1655857863,1347426004,1348007829.0,12381480,CC BY-SA 3.0,https://stackoverflow.com/questions/12381480/query-to-select-last-record-which-has-same-column-valuedate,Query to select last record which has same column value(date),,,,,
20,"['sql', 'sql-server']","{'account_id': 899893, 'reputation': 13640, 'user_id': 936293, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/HpwXZ.png?s=256&g=1', 'display_name': 'Old Geezer', 'link': 'https://stackoverflow.com/users/936293/old-geezer'}",True,2100,12420706.0,2,2,1655369557,1347608772,1347612481.0,12420176,CC BY-SA 3.0,https://stackoverflow.com/questions/12420176/deleting-extended-properties-of-a-column,Deleting Extended Properties of a column,,,,,
21,"['sql', 'oracle', 'date-arithmetic']","{'account_id': 5072, 'reputation': 8941, 'user_id': 7965, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/3448218a52de9d5adf5a8810e4c990b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sirish', 'link': 'https://stackoverflow.com/users/7965/sirish'}",True,94079,12365042.0,2,20,1655269263,1347349340,1347349586.0,12364999,CC BY-SA 3.0,https://stackoverflow.com/questions/12364999/oracle-get-records-updated-in-last-one-hour,Oracle get records updated in last one hour,,,,,
22,"['sql', 'arrays', 'string', 'integer']","{'account_id': 1818922, 'reputation': 33, 'user_id': 1653418, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UsQxG.jpg?s=256&g=1', 'display_name': 'JealousKnight', 'link': 'https://stackoverflow.com/users/1653418/jealousknight'}",False,62,,1,1,1655096692,1346976329,1655096692.0,12310091,CC BY-SA 4.0,https://stackoverflow.com/questions/12310091/sql-string-from-tablea-passed-to-tableb-as-int,SQL - STRING from TableA passed to TableB as INT,,,,,
23,['sql'],"{'account_id': 1848653, 'reputation': 21, 'user_id': 1675744, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4f463b0efacc1e6debf2f933665961b?s=256&d=identicon&r=PG', 'display_name': 'user1675744', 'link': 'https://stackoverflow.com/users/1675744/user1675744'}",True,5971,,2,-1,1654888777,1347804674,1347804984.0,12447559,CC BY-SA 3.0,https://stackoverflow.com/questions/12447559/lastname-firstname-switch,"Lastname, firstname switch",,,,,
24,"['sql', 'oracle', 'oracle11g']","{'account_id': 1805984, 'reputation': 1916, 'user_id': 1643065, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/PeTWL.png?s=256&g=1', 'display_name': 'sky scraper', 'link': 'https://stackoverflow.com/users/1643065/sky-scraper'}",True,270082,12378571.0,7,38,1653814000,1347400118,1653814000.0,12378424,CC BY-SA 4.0,https://stackoverflow.com/questions/12378424/how-to-get-the-last-row-of-an-oracle-table,How to get the last row of an Oracle table,,,,,
25,"['sql', 'postgresql', 'quotes', 'string-literals']","{'account_id': 1211479, 'reputation': 8643, 'user_id': 1179916, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1866588afaa65314c68f0bdb621d9a73?s=256&d=identicon&r=PG', 'display_name': 'MAHI', 'link': 'https://stackoverflow.com/users/1179916/mahi'}",True,592257,12320729.0,7,654,1653722997,1347016271,1631768737.0,12316953,CC BY-SA 4.0,https://stackoverflow.com/questions/12316953/insert-text-with-single-quotes-in-postgresql,Insert text with single quotes in PostgreSQL,,,,,
26,"['sql', 'ms-access-2007']","{'account_id': 1569164, 'reputation': 8606, 'user_id': 1457269, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ed84b6b7868b1ca4fd974144875d1330?s=256&d=identicon&r=PG&f=1', 'display_name': 'ApplePie', 'link': 'https://stackoverflow.com/users/1457269/applepie'}",True,1313,12321636.0,2,1,1653506799,1347024336,1495541983.0,12319027,CC BY-SA 3.0,https://stackoverflow.com/questions/12319027/sql-update-on-joined-tables-with-calculated-fields,SQL Update on joined tables with calculated fields,,,,,
27,"['sql', 'oracle', 'oracle11g']","{'account_id': 1544874, 'reputation': 18766, 'user_id': 1438628, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/TIl7w.png?s=256&g=1', 'display_name': 'Majid Laissi', 'link': 'https://stackoverflow.com/users/1438628/majid-laissi'}",True,10486,12643122.0,3,8,1653383683,1348846458,,12643041,CC BY-SA 3.0,https://stackoverflow.com/questions/12643041/oracle-virtual-column-referencing-another-table,Oracle virtual column referencing another table,,,,,
28,"['mysql', 'sql', 'rounding']","{'account_id': 1194223, 'reputation': 20673, 'user_id': 1166285, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/94f966645c82cdaa04ff6669d7739457?s=256&d=identicon&r=PG&f=1', 'display_name': 'd-_-b', 'link': 'https://stackoverflow.com/users/1166285/d-b'}",True,207927,12361232.0,9,101,1653272224,1347323417,1347380870.0,12361220,CC BY-SA 3.0,https://stackoverflow.com/questions/12361220/how-to-round-down-to-nearest-integer-in-mysql,How to round down to nearest integer in MySQL?,,,,,
29,"['mysql', 'sql', 'stored-procedures']","{'account_id': 1662979, 'reputation': 405, 'user_id': 1530902, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1258529dd2db8673120f68b5370a7f13?s=256&d=identicon&r=PG', 'display_name': 'Empeus', 'link': 'https://stackoverflow.com/users/1530902/empeus'}",True,264,,2,0,1652984033,1347361788,1652984033.0,12368347,CC BY-SA 4.0,https://stackoverflow.com/questions/12368347/procedure-that-does-not-update-a-table-row,Procedure that does not UPDATE a table row,,,,,
30,"['mysql', 'sql']","{'account_id': 746077, 'reputation': 1420, 'user_id': 734478, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/7e8a42ea0f98bbac1923f582a0ae87f0?s=256&d=identicon&r=PG', 'display_name': 'hodl', 'link': 'https://stackoverflow.com/users/734478/hodl'}",True,182,12476095.0,6,0,1652984023,1347963185,1652984023.0,12474886,CC BY-SA 4.0,https://stackoverflow.com/questions/12474886/mysql-select-current-and-previous-column-from-the-same-table,MySQL select current and previous column from the same table,,,,,
31,"['sql', 'regex', 'postgresql', 'syntax']","{'account_id': 1337436, 'reputation': 14119, 'user_id': 1279820, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/CJFmh.png?s=256&g=1', 'display_name': 'Celeritas', 'link': 'https://stackoverflow.com/users/1279820/celeritas'}",True,99580,12452431.0,7,108,1652653378,1347847891,,12452395,CC BY-SA 3.0,https://stackoverflow.com/questions/12452395/difference-between-like-and-in-postgres,Difference between LIKE and ~ in Postgres,,,,,
32,"['sql', 'oracle']","{'account_id': 901362, 'reputation': 14509, 'user_id': 937440, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/5ba5f9ad02a9ab43d4664d17747a1230?s=256&d=identicon&r=PG', 'display_name': 'w0051977', 'link': 'https://stackoverflow.com/users/937440/w0051977'}",True,139320,12604081.0,4,10,1652292634,1348669651,1348672717.0,12603975,CC BY-SA 3.0,https://stackoverflow.com/questions/12603975/oracle-not-a-valid-month,Oracle: not a valid month,,,,,
33,"['mysql', 'sql', 'sql-server', 'oracle']","{'account_id': 1805984, 'reputation': 1916, 'user_id': 1643065, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/PeTWL.png?s=256&g=1', 'display_name': 'sky scraper', 'link': 'https://stackoverflow.com/users/1643065/sky-scraper'}",True,126091,12379287.0,10,27,1651169108,1347405416,1347406961.0,12379221,CC BY-SA 3.0,https://stackoverflow.com/questions/12379221/sql-query-to-find-primary-key-of-a-table,SQL query to find Primary Key of a table?,,,,,
34,"['sql', 'tsql']","{'account_id': 1013908, 'reputation': 9198, 'user_id': 1025915, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/57ff072093fd9e5e3bae46630a046a80?s=256&d=identicon&r=PG', 'display_name': 'JsonStatham', 'link': 'https://stackoverflow.com/users/1025915/jsonstatham'}",True,126144,12424791.0,7,42,1651129315,1347616792,1555419324.0,12422248,CC BY-SA 4.0,https://stackoverflow.com/questions/12422248/previous-monday-previous-sundays-date-based-on-todays-date,Previous Monday &amp; previous Sunday&#39;s date based on today&#39;s date,,,,,
35,"['mysql', 'sql', 'keyword', 'columnname']","{'account_id': 967990, 'reputation': 8121, 'user_id': 991065, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oGhAn.jpg?s=256&g=1', 'display_name': 'Fathah Rehman P', 'link': 'https://stackoverflow.com/users/991065/fathah-rehman-p'}",True,26778,,6,11,1650468928,1347518281,1650468928.0,12400735,CC BY-SA 4.0,https://stackoverflow.com/questions/12400735/select-a-column-with-a-keyword-name,Select a column with a keyword name,,,,,
36,"['sql', 'postgresql', 'gaps-and-islands']","{'account_id': 328819, 'reputation': 521, 'user_id': 651980, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/JJo1V.png?s=256&g=1', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/651980/jeff'}",True,743,12467777.0,1,3,1650368594,1347918363,1650368594.0,12467567,CC BY-SA 4.0,https://stackoverflow.com/questions/12467567/detect-sql-island-over-multiple-parameters-and-conditions,Detect SQL island over multiple parameters and conditions,,,,,
37,"['mysql', 'sql', 'greatest-n-per-group']","{'account_id': 1848337, 'reputation': 1635, 'user_id': 1675501, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1a6db8607b9270ee1616ef948414e71?s=256&d=identicon&r=PG', 'display_name': 'Rusty Robot', 'link': 'https://stackoverflow.com/users/1675501/rusty-robot'}",True,25588,12447809.0,3,11,1649872689,1347793767,1649872689.0,12446368,CC BY-SA 4.0,https://stackoverflow.com/questions/12446368/sql-returning-the-most-common-value-for-each-person,SQL: Returning the most common value for each person,,,,,
38,"['sql', 'sql-server', 'sql-server-2008', 'tsql']","{'account_id': 1630463, 'reputation': 1267, 'user_id': 1505127, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/f2c578bf81a124b0a654c7cb923176a2?s=256&d=identicon&r=PG', 'display_name': 'DtotheG', 'link': 'https://stackoverflow.com/users/1505127/dtotheg'}",True,39310,12409421.0,4,6,1649479941,1347548893,1347549048.0,12409373,CC BY-SA 3.0,https://stackoverflow.com/questions/12409373/sql-monthly-average-rather-than-daily-average,SQL - monthly average rather than daily average,,,,,
39,"['sql', 'postgresql', 'null', 'concatenation']","{'account_id': 1008512, 'reputation': 2737, 'user_id': 1021602, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e88ebaf88985d1919886b4434481cf1a?s=256&d=identicon&r=PG', 'display_name': 'Rock', 'link': 'https://stackoverflow.com/users/1021602/rock'}",True,148674,12320369.0,3,41,1649426836,1346985362,1422487162.0,12310986,CC BY-SA 3.0,https://stackoverflow.com/questions/12310986/combine-two-columns-and-add-into-one-new-column,Combine two columns and add into one new column,,,,,
40,"['mysql', 'sql']","{'account_id': 425227, 'reputation': 2433, 'user_id': 805709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f9300f002b3af87ba4b6f4bfe1ae3ab?s=256&d=identicon&r=PG', 'display_name': 'Geekman', 'link': 'https://stackoverflow.com/users/805709/geekman'}",True,220932,12344881.0,8,229,1649123997,1347244754,1492270275.0,12344795,CC BY-SA 3.0,https://stackoverflow.com/questions/12344795/count-the-number-of-occurrences-of-a-string-in-a-varchar-field,Count the number of occurrences of a string in a VARCHAR field?,,,,,
41,"['sql', 'sql-server']","{'account_id': 1717979, 'reputation': 267, 'user_id': 1574656, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/KRy3Z.jpg?s=256&g=1', 'display_name': 'No Body', 'link': 'https://stackoverflow.com/users/1574656/no-body'}",True,65763,,6,22,1648750207,1347627484,1347628348.0,12425096,CC BY-SA 3.0,https://stackoverflow.com/questions/12425096/failure-to-execute-msdb-dbo-sp-send-dbmail,Failure to execute msdb.dbo.sp_send_dbmail,,,,,
42,"['sql', 'sql-server-2008', 'date', 'time']","{'account_id': 1842510, 'reputation': 54097, 'user_id': 1671639, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/fdae182b503055896b55c8c567e670a3?s=256&d=identicon&r=PG', 'display_name': 'Praveen', 'link': 'https://stackoverflow.com/users/1671639/praveen'}",True,189677,,7,25,1648664146,1348501408,1348550205.0,12568408,CC BY-SA 3.0,https://stackoverflow.com/questions/12568408/how-to-convert-an-integer-time-to-hhmmss00-in-sql-server-2008,How to convert an integer (time) to HH:MM:SS::00 in SQL Server 2008?,,,,,
43,"['php', 'mysql', 'sql', 'pdo']","{'account_id': 225121, 'reputation': 8728, 'user_id': 485418, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b695b964ea099335a273afea1b47dd9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Samsquanch', 'link': 'https://stackoverflow.com/users/485418/samsquanch'}",True,11631,12514376.0,2,7,1648550594,1348149884,1348246963.0,12514357,CC BY-SA 3.0,https://stackoverflow.com/questions/12514357/pdo-and-mysql-between,PDO and MySQL &#39;between&#39;,,,,,
44,"['sql', 'sql-server-2008']","{'account_id': 1304786, 'reputation': 8995, 'user_id': 1253970, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a4f06bbe748e89b63c3fdb79aae49ea4?s=256&d=identicon&r=PG', 'display_name': 'Kartik Patel', 'link': 'https://stackoverflow.com/users/1253970/kartik-patel'}",True,18676,12489596.0,9,5,1647262627,1348036010,1372600341.0,12489522,CC BY-SA 3.0,https://stackoverflow.com/questions/12489522/how-to-get-all-the-weekend-dates-of-the-current-year-in-sql,How to get all the weekend dates of the current year in SQL?,,,,,
45,"['php', 'mysql', 'sql', 'datetime']","{'account_id': 1766141, 'reputation': 1043, 'user_id': 1611993, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/35a1841d15852de61ac44766b83813a4?s=256&d=identicon&r=PG', 'display_name': 'Miss Rosy', 'link': 'https://stackoverflow.com/users/1611993/miss-rosy'}",True,166285,12337211.0,6,100,1646873094,1347174651,1646872854.0,12337195,CC BY-SA 4.0,https://stackoverflow.com/questions/12337195/how-to-separate-date-and-time-from-datetime-in-mysql,How to separate DATE and TIME from DATETIME in MySQL?,,,,,
46,"['android', 'sql', 'android-cursor']","{'account_id': 266397, 'reputation': 10785, 'user_id': 553941, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e0f03959a2b71242aa003a38b3453c7f?s=256&d=identicon&r=PG', 'display_name': 'Pijusn', 'link': 'https://stackoverflow.com/users/553941/pijusn'}",True,6154,12537873.0,3,4,1646425547,1348257966,1646425547.0,12537493,CC BY-SA 4.0,https://stackoverflow.com/questions/12537493/when-does-query-returns-null-on-android,When Does Query Returns Null on Android?,,,,,
47,"['sql', 'sql-server']","{'account_id': 1050245, 'reputation': 1070, 'user_id': 1054375, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/8592b95b24152e5727e8334a68e574eb?s=256&d=identicon&r=PG', 'display_name': 'thormayer', 'link': 'https://stackoverflow.com/users/1054375/thormayer'}",True,19735,12610917.0,6,3,1644569992,1348695187,1348697870.0,12610787,CC BY-SA 3.0,https://stackoverflow.com/questions/12610787/insert-into-sql-server-error-invalid-object-name,INSERT INTO sql server error : invalid object name,,,,,
48,"['sql', 'join', 'syntax', 'where']","{'account_id': 1767596, 'reputation': 923, 'user_id': 1613066, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1a49cc8324c87b088cce367ae2a44a21?s=256&d=identicon&r=PG', 'display_name': 'jack.li', 'link': 'https://stackoverflow.com/users/1613066/jack-li'}",True,18431,12401086.0,6,29,1644447759,1347517574,1347586051.0,12400567,,https://stackoverflow.com/questions/12400567/difference-between-on-and-and-on-where-in-sql-left-join,Difference between &quot;on .. and&quot; and &quot;on .. where&quot; in SQL Left Join?,,1583426506.0,Duplicate,,
