,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
11,"['sql', 'sql-server', 'barcode']","{'account_id': 20551181, 'reputation': 31, 'user_id': 15083859, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3950689058321296/picture?type=large', 'display_name': 'Jade Ariane', 'link': 'https://stackoverflow.com/users/15083859/jade-ariane'}",True,810,,3,0,1664105485,1612425471,66041467,CC BY-SA 4.0,https://stackoverflow.com/questions/66041467/product-barcode-with-expiration-date,Product barcode with expiration date,1612434733.0,,
12,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 20698980, 'reputation': 11, 'user_id': 15198547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ecf100410b2c6fb5bba7dca1767692dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jev', 'link': 'https://stackoverflow.com/users/15198547/jev'}",False,286,,3,0,1663929977,1613146098,66175179,CC BY-SA 4.0,https://stackoverflow.com/questions/66175179/sys-table-query-for-snowflake,Sys table query for snowflake,1613157608.0,,
13,"['sql', 'sql-server', 'sql-server-2014']","{'account_id': 2061569, 'reputation': 2335, 'user_id': 1837976, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/05804c6d5abaee9ff88ecc3db83df870?s=256&d=identicon&r=PG', 'display_name': 'AskMe', 'link': 'https://stackoverflow.com/users/1837976/askme'}",False,32,,1,0,1663535234,1612883797,66121782,CC BY-SA 4.0,https://stackoverflow.com/questions/66121782/how-to-increase-the-duration-logic-in-sql-sp,How to increase the duration logic in SQL SP,1663535234.0,,
14,"['sql', 'google-bigquery']","{'account_id': 208281, 'reputation': 1780, 'user_id': 458661, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/034d4f917134c83ddccfb3dc0b8699c2?s=256&d=identicon&r=PG', 'display_name': 'Chrisvdberge', 'link': 'https://stackoverflow.com/users/458661/chrisvdberge'}",True,2031,68948220.0,2,6,1662560168,1612768993,66097351,CC BY-SA 4.0,https://stackoverflow.com/questions/66097351/is-there-a-wait-method-for-google-bigquery-sql,Is there a wait method for Google BigQuery SQL,,,
15,"['sql', 'json', 'sql-server', 'database', 'format']","{'account_id': 4532282, 'reputation': 61, 'user_id': 3682373, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3682373', 'link': 'https://stackoverflow.com/users/3682373/user3682373'}",True,1055,,3,1,1660906732,1614023187,66322438,CC BY-SA 4.0,https://stackoverflow.com/questions/66322438/how-to-export-huge-json-data-from-sql-server-into-multiple-separate-rows,How to export huge JSON data from SQL Server into multiple separate rows?,1614026333.0,,
16,"['sql', 'apache-spark', 'apache-spark-sql', 'sql-date-functions']","{'account_id': 16146194, 'reputation': 91, 'user_id': 11655862, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0abd6de614fb766c68bc22b8e79b285?s=256&d=identicon&r=PG&f=1', 'display_name': 'bbal20', 'link': 'https://stackoverflow.com/users/11655862/bbal20'}",True,3286,66055237.0,1,3,1660807723,1612479125,66055042,CC BY-SA 4.0,https://stackoverflow.com/questions/66055042/format-string-to-datetime-using-spark-sql,Format string to datetime using Spark SQL,1660807723.0,,
17,"['mysql', 'sql']","{'account_id': 17037984, 'reputation': 66, 'user_id': 12326605, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAv4YBGFdZbiURy9UPVBTSSyJXaUKsvNx9zSRvGrA=k-s256', 'display_name': 'Arpit Jain', 'link': 'https://stackoverflow.com/users/12326605/arpit-jain'}",True,5308,,3,0,1660721357,1613064253,66159660,CC BY-SA 4.0,https://stackoverflow.com/questions/66159660/get-unique-values-of-a-field-and-prints-its-length,Get unique values of a field and prints its length,1652379174.0,,
18,"['mysql', 'sql', 'pivot', 'dynamic-pivot']","{'account_id': 1619933, 'reputation': 494, 'user_id': 1496743, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ce7f0081a7c301cb7e1ea6c1f0fadaf?s=256&d=identicon&r=PG', 'display_name': 'VBStarr', 'link': 'https://stackoverflow.com/users/1496743/vbstarr'}",True,378,66309885.0,1,0,1659605465,1613959317,66309129,CC BY-SA 4.0,https://stackoverflow.com/questions/66309129/mysql-pivot-for-unknown-number-of-column-headers,MySql pivot for unknown number of column headers,1614007180.0,,
19,"['mysql', 'sql', 'json']","{'account_id': 12289227, 'reputation': 765, 'user_id': 8967303, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rUfp2jrSsdc/AAAAAAAAAAI/AAAAAAAAAQg/iSE_q6SkL1E/photo.jpg?sz=256', 'display_name': 'Kiran S youtube channel', 'link': 'https://stackoverflow.com/users/8967303/kiran-s-youtube-channel'}",True,1027,,2,0,1658146213,1612194445,65995730,CC BY-SA 4.0,https://stackoverflow.com/questions/65995730/similar-of-json-agg-sql-query-using-mysql-database,similar of json_agg sql query using mysql database,1612196384.0,,
20,"['python', 'sql', 'tkinter', 'ms-access-2010', 'pyodbc']","{'account_id': 20750997, 'reputation': 1, 'user_id': 15238530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d92a7dbe38ac3b1dabedf1e14a9d6b17?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15238530', 'link': 'https://stackoverflow.com/users/15238530/user15238530'}",False,390,,0,0,1657645478,1614036855,66324982,CC BY-SA 4.0,https://stackoverflow.com/questions/66324982/pyodbc-error-while-inserting-data-to-access-database-from-python-gui,pyodbc error while inserting data to access database from python gui,1614039063.0,,
21,"['sql', 'sql-server', 'csv', 'tsql']","{'account_id': 17217911, 'reputation': 37, 'user_id': 12465441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2a96fa10dd826048111f88220733e1a?s=256&d=identicon&r=PG&f=1', 'display_name': 'dontknowcoding', 'link': 'https://stackoverflow.com/users/12465441/dontknowcoding'}",True,39,66205871.0,3,0,1654871866,1613382540,66205817,CC BY-SA 4.0,https://stackoverflow.com/questions/66205817/need-to-match-a-field-with-another-that-has-commas-on-it-s-value,Need to match a field with another that has commas on it&#39; s value,1654871866.0,,
22,"['sql', 'oracle']","{'account_id': 9311784, 'reputation': 349, 'user_id': 6913312, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/e8Lts.jpg?s=256&g=1', 'display_name': 'Mariana', 'link': 'https://stackoverflow.com/users/6913312/mariana'}",True,829,66122077.0,3,0,1654010946,1612883279,66121627,CC BY-SA 4.0,https://stackoverflow.com/questions/66121627/oracle-trunc-date-to-minutes,oracle trunc date to minutes,,,
23,"['java', 'sql', 'spring', 'jpa', 'spring-data-jpa']","{'account_id': 20624339, 'reputation': 253, 'user_id': 15140588, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e934e04e6962256fc4b145239bfb8003?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mar', 'link': 'https://stackoverflow.com/users/15140588/mar'}",True,43011,66071251.0,1,15,1653668786,1612562353,66071165,CC BY-SA 4.0,https://stackoverflow.com/questions/66071165/how-to-pass-parameters-in-a-native-query-jpa,How to pass parameters in a native query JPA,1612685411.0,,
24,"['python', 'sql', 'django', 'django-views', 'django-templates']","{'account_id': 20645615, 'reputation': 149, 'user_id': 15157203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f7757ba41bda3e51e8cdd847a3e784c?s=256&d=identicon&r=PG&f=1', 'display_name': 'MichaelKleine', 'link': 'https://stackoverflow.com/users/15157203/michaelkleine'}",True,82,66075581.0,1,0,1653629001,1612604392,66075430,CC BY-SA 4.0,https://stackoverflow.com/questions/66075430/django-querysets-adding-additional-information-inside-view,Django Querysets adding additional information inside View,1653629001.0,,
25,"['sql', 'sql-server', 'spatial']","{'account_id': 41056, 'reputation': 2806, 'user_id': 119253, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/1b58a8aff9266444363f0ce9f674c2af?s=256&d=identicon&r=PG', 'display_name': 'Columbo', 'link': 'https://stackoverflow.com/users/119253/columbo'}",False,654,,1,1,1652896310,1612355618,66027650,CC BY-SA 4.0,https://stackoverflow.com/questions/66027650/finding-the-centroid-of-a-sql-geography-type-polygon,Finding the centroid of a SQL Geography type polygon,1612358545.0,,
26,"['sql', 'oracle']","{'account_id': 20449721, 'reputation': 73, 'user_id': 15004727, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhxmyDvs2qG_gnJsjnLYM1ZigEv8w4c4zFdFb6bwQ=k-s256', 'display_name': 'Acinogara', 'link': 'https://stackoverflow.com/users/15004727/acinogara'}",False,91,,1,3,1652692523,1612510697,66059336,CC BY-SA 4.0,https://stackoverflow.com/questions/66059336/calculating-processing-time-based-on-business-hours-instead-of-total-hours,Calculating processing time based on business hours instead of total hours,1612942460.0,,
27,"['sql', 'postgresql', 'docker', 'docker-compose', 'relational-database']","{'account_id': 18866173, 'reputation': 23, 'user_id': 13761875, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1a46f7fcf0eaade89e9ce78e646414c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lucas Erlacher', 'link': 'https://stackoverflow.com/users/13761875/lucas-erlacher'}",True,9687,,3,0,1652635231,1613499136,66229898,CC BY-SA 4.0,https://stackoverflow.com/questions/66229898/docker-entrypoint-initdb-permission-denied,Docker entrypoint initdb PERMISSION DENIED,1632391317.0,,
28,"['sql', 'oracle', 'oracle10g', 'oracle-sqldeveloper']","{'account_id': 19633887, 'reputation': 72, 'user_id': 14371536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12b5014dbea285cfe4c33bda0e6d9924?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shu_qasar', 'link': 'https://stackoverflow.com/users/14371536/shu-qasar'}",False,52,,1,-3,1652527281,1613980814,66311951,CC BY-SA 4.0,https://stackoverflow.com/questions/66311951/how-would-we-write-syntax-for-oracle-sql-case-expression,How would we write syntax for Oracle sql case expression,1652527281.0,,
29,"['sql', 'postgresql', 'google-bigquery']","{'account_id': 2631373, 'reputation': 2052, 'user_id': 2277240, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/2b17f74b83746e88d935c5244a643851?s=256&d=identicon&r=PG', 'display_name': 'grabantot', 'link': 'https://stackoverflow.com/users/2277240/grabantot'}",True,2594,,3,1,1652165496,1613641510,66257324,CC BY-SA 4.0,https://stackoverflow.com/questions/66257324/bigquery-insert-values-as-assume-nulls-for-missing-columns,"BigQuery insert values AS, assume nulls for missing columns",,,
30,"['python', 'sql', 'pandas', 'sqlite']","{'account_id': 20040729, 'reputation': 189, 'user_id': 14691491, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zBw3L.png?s=256&g=1', 'display_name': 'Yehla', 'link': 'https://stackoverflow.com/users/14691491/yehla'}",True,201,,1,-1,1651718553,1614100764,66337978,CC BY-SA 4.0,https://stackoverflow.com/questions/66337978/sql-query-returns-result-multiple-times,SQL query returns result multiple times,1651718553.0,,
31,"['sql', 'sql-server', 'where-clause', 'case-sensitive', 'sql-server-2019']","{'account_id': 444847, 'reputation': 1320, 'user_id': 836924, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/PzpRh.jpg?s=256&g=1', 'display_name': 'Dizzy49', 'link': 'https://stackoverflow.com/users/836924/dizzy49'}",True,2335,66052308.0,1,5,1651703854,1612465349,66052176,CC BY-SA 4.0,https://stackoverflow.com/questions/66052176/how-can-i-write-a-case-sensitive-where-clause-in-sql-server,How can I write a case sensitive WHERE CLAUSE in SQL Server?,1651703782.0,,
32,"['sql', 'view', 'snowflake-cloud-data-platform', 'information-schema']","{'account_id': 45023, 'reputation': 51315, 'user_id': 132438, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/QJxe1.jpg?s=256&g=1', 'display_name': 'Felipe Hoffa', 'link': 'https://stackoverflow.com/users/132438/felipe-hoffa'}",True,1379,66116475.0,1,0,1651495338,1612863998,66116474,CC BY-SA 4.0,https://stackoverflow.com/questions/66116474/how-to-find-the-number-of-rows-for-all-views-in-a-schema,How to find the number of rows for all views in a schema?,1614143589.0,,
33,"['sql', 'recursion', 'attributes', 'entity', 'erd']","{'account_id': 13307816, 'reputation': 964, 'user_id': 9607072, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vzv9T.jpg?s=256&g=1', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/9607072/kevin'}",False,85,,2,0,1651404021,1613637116,66256265,CC BY-SA 4.0,https://stackoverflow.com/questions/66256265/erd-recursive-relationship-with-two-primary-keys,ERD - Recursive relationship with two primary keys,,,
34,"['sql', 'postgresql', 'atomic']","{'account_id': 9957306, 'reputation': 407, 'user_id': 7367717, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh5.googleusercontent.com/-9MXOgS8ArdE/AAAAAAAAAAI/AAAAAAAAAAs/qD_hoQOohO4/photo.jpg?sz=256', 'display_name': 'garbart', 'link': 'https://stackoverflow.com/users/7367717/garbart'}",True,184,66006931.0,1,1,1651216577,1612255655,66006278,CC BY-SA 4.0,https://stackoverflow.com/questions/66006278/are-nested-sql-queries-atomic,Are nested SQL queries atomic?,1612256829.0,,
35,"['c#', 'sql', 'sql-server', 'stored-procedures']","{'account_id': 18644680, 'reputation': 254, 'user_id': 13589623, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-hvPLr6sLd14/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucntRz5j7PQxbamDuQ2ac0vDvLMk-A/photo.jpg?sz=256', 'display_name': 'Tiago Silva', 'link': 'https://stackoverflow.com/users/13589623/tiago-silva'}",False,161,,0,0,1651170597,1613991876,66314486,CC BY-SA 4.0,https://stackoverflow.com/questions/66314486/how-to-fill-a-datagridview-with-my-stored-procedure-on-load,How to fill a datagridView with my stored procedure on load,1651170597.0,,
36,"['sql', 'oracle']","{'account_id': 16729554, 'reputation': 19, 'user_id': 12092296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b7a78d73fa1afbe8b0c0b71fd851eff?s=256&d=identicon&r=PG&f=1', 'display_name': 'ran', 'link': 'https://stackoverflow.com/users/12092296/ran'}",True,724,,2,1,1650440486,1612433409,66043464,CC BY-SA 4.0,https://stackoverflow.com/questions/66043464/how-to-find-time-duration-of-ride-given-its-starting-time-and-ending-time-by-usi,How to find time duration of ride given its starting time and ending time by using sql query,1612442859.0,,
37,"['sql', 'oracle', 'plsql']","{'account_id': 7376570, 'reputation': 89, 'user_id': 12642493, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf193871e125b82b14e799931bed2acc?s=256&d=identicon&r=PG&f=1', 'display_name': 'user12642493', 'link': 'https://stackoverflow.com/users/12642493/user12642493'}",True,165,66340433.0,3,1,1650093628,1614106186,66339288,,https://stackoverflow.com/questions/66339288/sql-dynamic-binding-in-a-in-list,SQL Dynamic binding in a IN list,1614110774.0,1650093598.0,Duplicate
38,"['sql', 'oracle', 'oracle-sqldeveloper']","{'account_id': 7474843, 'reputation': 392, 'user_id': 5681578, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5tZoP.jpg?s=256&g=1', 'display_name': 'Rafael Lima', 'link': 'https://stackoverflow.com/users/5681578/rafael-lima'}",True,147,66032625.0,2,0,1650093430,1612372623,66032447,,https://stackoverflow.com/questions/66032447/storing-a-list-of-codes-into-a-variable-in-oracle-sql,Storing a list of codes into a variable in Oracle SQL,,1650093401.0,Duplicate
39,"['sql', 'sql-server', 'ssms']","{'account_id': 5087581, 'reputation': 23, 'user_id': 4081631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bd3a22693e6a9a2df0c3270e82fb68d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Krbin', 'link': 'https://stackoverflow.com/users/4081631/krbin'}",False,4979,,3,0,1649148501,1614190170,66356509,CC BY-SA 4.0,https://stackoverflow.com/questions/66356509/how-to-check-recovery-status-progress-of-a-sql-server-database,How to check recovery status progress of a SQL Server database,,,
40,"['sql', 'sql-server', 'powershell', 'sql-agent-job']","{'account_id': 14405302, 'reputation': 3, 'user_id': 10405571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cfbe085d6b07ae95cd4021f58ab7ddb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alwaysalearner', 'link': 'https://stackoverflow.com/users/10405571/alwaysalearner'}",True,1029,66217657.0,1,0,1647997730,1613433844,66217088,CC BY-SA 4.0,https://stackoverflow.com/questions/66217088/powershell-code-to-script-out-all-sql-server-agent-jobs-into-a-single-file,PowerShell code to script out all SQL Server Agent jobs into a single file,1613434016.0,,
41,"['sql', 'sql-server']","{'account_id': 7763231, 'reputation': 1679, 'user_id': 5875276, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/10108283776627117/picture?type=large', 'display_name': 'DiamondJoe12', 'link': 'https://stackoverflow.com/users/5875276/diamondjoe12'}",False,123,,2,0,1647735785,1613577769,66245620,CC BY-SA 4.0,https://stackoverflow.com/questions/66245620/making-a-duplicate-row-in-sql-table-based-on-condition-and-replacing-a-value-in,"Making a duplicate row in SQL table based on condition, and replacing a value in the new row",1647735785.0,,
42,"['sql', 'sql-server']","{'account_id': 6974567, 'reputation': 705, 'user_id': 5349719, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8a7665fcea7cdd712c7190220622db86?s=256&d=identicon&r=PG&f=1', 'display_name': 'cullimorer', 'link': 'https://stackoverflow.com/users/5349719/cullimorer'}",True,52,66157765.0,2,-1,1647733110,1613057372,66157718,CC BY-SA 4.0,https://stackoverflow.com/questions/66157718/ms-sql-return-single-row-case-dataset-without-group-by-clause,MS SQL return single row case dataset without GROUP BY clause,,,
43,"['sql', 'google-bigquery']","{'account_id': 13898681, 'reputation': 323, 'user_id': 10034771, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19da37a14a56078383d51334a8532384?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adiansyah', 'link': 'https://stackoverflow.com/users/10034771/adiansyah'}",True,2650,,3,1,1647449661,1613394807,66208737,CC BY-SA 4.0,https://stackoverflow.com/questions/66208737/bigquery-time-as-duration-convert-to-second,"Bigquery Time as duration, convert to second",,,
44,"['sql', 'postgresql', 'graphql', 'database-cursor']","{'account_id': 6437692, 'reputation': 10988, 'user_id': 4988637, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh3.googleusercontent.com/-m8Xu1FWsVQ0/AAAAAAAAAAI/AAAAAAAAAA8/MhDBfVsYN7g/photo.jpg?sz=256', 'display_name': 'Ari Seyhun', 'link': 'https://stackoverflow.com/users/4988637/ari-seyhun'}",True,1163,66300422.0,1,2,1646854102,1613835689,66293431,CC BY-SA 4.0,https://stackoverflow.com/questions/66293431/how-to-implement-graphql-cursor-in-sql-query-with-sort-by,How to implement GraphQL cursor in SQL query with sort by,,,
45,"['python', 'sql', 'django', 'database', 'postgresql']","{'account_id': 17713816, 'reputation': 1083, 'user_id': 12860716, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kjtj6.jpg?s=256&g=1', 'display_name': 'Bialomazur', 'link': 'https://stackoverflow.com/users/12860716/bialomazur'}",True,554,66828277.0,1,2,1646436884,1613258580,66190939,CC BY-SA 4.0,https://stackoverflow.com/questions/66190939/django-complex-partitioning-ordering-for-tree-table,Django complex partitioning &amp; ordering for tree Table,1646436884.0,,
46,"['sql', 'snowflake-cloud-data-platform', 'json-flattener']","{'account_id': 20768882, 'reputation': 41, 'user_id': 15252086, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgG_ccZfmOtwsX3tiCQrb_daUCT0Q5cJYp7zUofsw=k-s256', 'display_name': 'Kedar Shankar', 'link': 'https://stackoverflow.com/users/15252086/kedar-shankar'}",True,1607,,2,4,1645633636,1613885923,66299479,CC BY-SA 4.0,https://stackoverflow.com/questions/66299479/json-flattening-and-table-creation,JSON Flattening and table creation,1613892381.0,,
47,"['sql', 'sql-server']","{'account_id': 13477070, 'reputation': 47, 'user_id': 9723679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e419c7a493aba9781955d078658d9f75?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joeseph Schmoe', 'link': 'https://stackoverflow.com/users/9723679/joeseph-schmoe'}",True,1231,66165308.0,1,1,1644974396,1613093333,66165290,CC BY-SA 4.0,https://stackoverflow.com/questions/66165290/sql-match-value-if-exists-else-match-null,SQL - Match value if exists; else match NULL,1613093360.0,,
