,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,locked_date,migrated_from
10,"['python', 'numpy']","{'account_id': 54182, 'reputation': 16130, 'user_id': 162094, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/f9d63598e5173aef56d778b6208e45fb?s=256&d=identicon&r=PG', 'display_name': 'Stuart Berg', 'link': 'https://stackoverflow.com/users/162094/stuart-berg'}",True,102277,29436730.0,13,150,1668095097,1346341163,1593679264.0,12200580,CC BY-SA 4.0,https://stackoverflow.com/questions/12200580/numpy-function-for-simultaneous-max-and-min,NumPy: function for simultaneous max() and min(),,,,,
11,"['python', 'file', 'comparison']","{'account_id': 1644227, 'reputation': 2226, 'user_id': 1516072, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/yVU2W.jpg?s=256&g=1', 'display_name': 'nlassaux', 'link': 'https://stackoverflow.com/users/1516072/nlassaux'}",True,393,11757455.0,2,3,1668038417,1343768457,1343815262.0,11748934,CC BY-SA 3.0,https://stackoverflow.com/questions/11748934/python-compare-files,Python - Compare files,,,,,
12,"['python', 'beautifulsoup', 'flask', 'importerror']","{'account_id': 1647384, 'reputation': 1953, 'user_id': 1518662, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d18627da3e13b8831793e2a378d59895?s=256&d=identicon&r=PG', 'display_name': 'harryt', 'link': 'https://stackoverflow.com/users/1518662/harryt'}",True,435543,11784778.0,25,179,1667951466,1343933220,,11783875,CC BY-SA 3.0,https://stackoverflow.com/questions/11783875/importerror-no-module-named-bs4-beautifulsoup,ImportError: No Module Named bs4 (BeautifulSoup),,,1661422822.0,,
13,"['python', 'twitch']","{'account_id': 1669307, 'reputation': 421, 'user_id': 1536076, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/5c43c2589f43a2ead246f17652a32d22?s=256&d=identicon&r=PG', 'display_name': 'suitegamer', 'link': 'https://stackoverflow.com/users/1536076/suitegamer'}",True,37518,12064218.0,11,12,1667615048,1345589223,1598518912.0,12064130,CC BY-SA 4.0,https://stackoverflow.com/questions/12064130/is-there-any-way-to-check-if-a-twitch-stream-is-live-using-python,Is There Any Way To Check if a Twitch Stream Is Live Using Python?,,,1638810157.0,,
14,['python'],"{'account_id': 1725810, 'reputation': 3378, 'user_id': 1580510, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ae968bd1a29ecfe0458b13a0cdf067da?s=256&d=identicon&r=PG', 'display_name': 'slam_duncan', 'link': 'https://stackoverflow.com/users/1580510/slam-duncan'}",True,494242,11969014.0,9,308,1667401401,1345032440,1540145962.0,11968976,CC BY-SA 4.0,https://stackoverflow.com/questions/11968976/list-files-only-in-the-current-directory,List files ONLY in the current directory,,,,,
15,"['python', 'pyqt4']","{'account_id': 265471, 'reputation': 8135, 'user_id': 552450, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/d33b69be531ba04c28a96a54a47ee727?s=256&d=identicon&r=PG', 'display_name': 'redice', 'link': 'https://stackoverflow.com/users/552450/redice'}",True,18747,12119488.0,6,23,1667310109,1345865414,1345891502.0,12118939,CC BY-SA 3.0,https://stackoverflow.com/questions/12118939/how-to-make-a-pyqt4-window-jump-to-the-front,How to make a PyQT4 window jump to the front?,,,,,
16,['python'],"{'account_id': 27050, 'reputation': 28565, 'user_id': 70942, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9f7667844c54af07fbb1a85592137cd4?s=256&d=identicon&r=PG', 'display_name': 'ant2009', 'link': 'https://stackoverflow.com/users/70942/ant2009'}",True,97084,12140425.0,7,4,1667224636,1346063064,,12140185,CC BY-SA 3.0,https://stackoverflow.com/questions/12140185/using-in-range-in-an-if-else-statment,Using in range(..) in an if-else statment,,,,,
17,"['python', 'django']","{'account_id': 321640, 'reputation': 28188, 'user_id': 640584, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/22c2a81ffc7aeed2599f9aaa8d95a69d?s=256&d=identicon&r=PG', 'display_name': 'Tyilo', 'link': 'https://stackoverflow.com/users/640584/tyilo'}",True,11670,12028260.0,4,12,1667057286,1345388958,1466010748.0,12027545,CC BY-SA 3.0,https://stackoverflow.com/questions/12027545/determine-if-django-is-running-under-the-development-server,Determine if Django is running under the development server,,,,,
18,"['python', 'turtle-graphics']","{'account_id': 1767993, 'reputation': 217, 'user_id': 1613372, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/986586a5ab9e2b810b46773a8e4370f8?s=256&d=identicon&r=PG', 'display_name': 'Hayden', 'link': 'https://stackoverflow.com/users/1613372/hayden'}",False,9964,,2,0,1666872255,1346226712,1560041243.0,12173176,CC BY-SA 4.0,https://stackoverflow.com/questions/12173176/how-to-change-color-of-shapes-in-turtle-through-lists,How to change color of shapes in Turtle through lists,,,,,
19,"['python', 'pandas', 'dataframe', 'slice']","{'account_id': 1307044, 'reputation': 7111, 'user_id': 1255817, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/9680f28a548dcaa8bfc2946254c5b3dc?s=256&d=identicon&r=PG', 'display_name': 'turtle', 'link': 'https://stackoverflow.com/users/1255817/turtle'}",True,172169,12022003.0,5,84,1666871442,1345319381,1612535956.0,12021754,CC BY-SA 4.0,https://stackoverflow.com/questions/12021754/how-to-slice-a-pandas-data-frame-by-position,How to slice a Pandas Data Frame by position?,,,,,
20,"['python', 'regex']","{'account_id': 1736522, 'reputation': 501, 'user_id': 1634426, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e808a0da8d20a4ee6dec5b9959c15563?s=256&d=identicon&r=PG', 'display_name': 'user1634426', 'link': 'https://stackoverflow.com/users/1634426/user1634426'}",True,109324,12187814.0,6,22,1666721422,1346282236,,12187799,CC BY-SA 3.0,https://stackoverflow.com/questions/12187799/regular-expression-in-python-wont-match-end-of-a-string,Regular expression in Python won&#39;t match end of a string,,,,,
21,"['python', 'broken-pipe']","{'account_id': 1175001, 'reputation': 2244, 'user_id': 1151201, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/1e10cbd3437e6638a97c5702d08d5dda?s=256&d=identicon&r=PG', 'display_name': 'SƲmmēr Aƥ', 'link': 'https://stackoverflow.com/users/1151201/s%c6%b2mm%c4%93r-a%c6%a5'}",True,416286,11866962.0,6,166,1666716077,1344436286,1421746723.0,11866792,CC BY-SA 3.0,https://stackoverflow.com/questions/11866792/how-to-prevent-errno-32-broken-pipe,How to prevent errno 32 broken pipe?,,,,,
22,"['python', 'django', 'google-app-engine', 'templates', 'jinja2']","{'account_id': 1692201, 'reputation': 2317, 'user_id': 1554343, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/256d4a1d3af7b7f8302630fdfdf8a315?s=256&d=identicon&r=PG', 'display_name': 'Gaby Solis', 'link': 'https://stackoverflow.com/users/1554343/gaby-solis'}",True,19181,11813455.0,2,44,1666671789,1344132167,,11813422,CC BY-SA 3.0,https://stackoverflow.com/questions/11813422/what-does-this-in-jinja2-template-engine-do,What does this &quot;-&quot; in jinja2 template engine do?,,,,,
23,"['python', 'file', 'file-io', 'path', 'file-not-found']","{'account_id': 1752650, 'reputation': 1812, 'user_id': 1601392, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/9fe26990ed3264105950b18af15ae445?s=256&d=identicon&r=PG', 'display_name': 'Santiago', 'link': 'https://stackoverflow.com/users/1601392/santiago'}",True,660528,12201952.0,8,113,1666630643,1346346099,1662252096.0,12201928,CC BY-SA 4.0,https://stackoverflow.com/questions/12201928/open-gives-filenotfounderror-ioerror-errno-2-no-such-file-or-directory,open() gives FileNotFoundError/IOError: Errno 2 No such file or directory,,,1540160070.0,,
24,"['python', 'multithreading', 'callback', 'python-multithreading']","{'account_id': 1543568, 'reputation': 1951, 'user_id': 1437649, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/5aba03bd958ed873ae5a93800008aabd?s=256&d=identicon&r=PG', 'display_name': 'Tyler Durden', 'link': 'https://stackoverflow.com/users/1437649/tyler-durden'}",True,7924,11792713.0,1,23,1666414495,1343984736,1666414495.0,11792629,CC BY-SA 4.0,https://stackoverflow.com/questions/11792629/thread-starts-running-before-calling-thread-start,thread starts running before calling Thread.start,,,,,
25,"['python', 'string', 'pandas', 'numpy', 'dataframe']","{'account_id': 1729802, 'reputation': 1391, 'user_id': 1583620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a6f26c6aac9b3c071504070bcf642e7?s=256&d=identicon&r=PG', 'display_name': 'nat', 'link': 'https://stackoverflow.com/users/1583620/nat'}",True,164229,,11,134,1666410943,1344405453,1548109970.0,11858472,CC BY-SA 4.0,https://stackoverflow.com/questions/11858472/string-concatenation-of-two-pandas-columns,String concatenation of two pandas columns,,,,,
26,"['python', 'pandas', 'dataframe']","{'account_id': 958289, 'reputation': 27597, 'user_id': 983191, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/e560fcc186a4719ccd501fec19cec6dc?s=256&d=identicon&r=PG', 'display_name': 'zach', 'link': 'https://stackoverflow.com/users/983191/zach'}",True,1341644,12098586.0,8,1193,1666274476,1345739472,1623345700.0,12096252,CC BY-SA 4.0,https://stackoverflow.com/questions/12096252/use-a-list-of-values-to-select-rows-from-a-pandas-dataframe,Use a list of values to select rows from a Pandas dataframe,,,1609577659.0,,
27,"['python', 'tkinter', 'keyboard-shortcuts']","{'account_id': 1697063, 'reputation': 81, 'user_id': 1558218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c980ced6ca299ddcb4540f37745a1a9?s=256&d=identicon&r=PG', 'display_name': 'pmacd', 'link': 'https://stackoverflow.com/users/1558218/pmacd'}",True,3959,11782253.0,2,7,1666002214,1343923671,1343926901.0,11781521,CC BY-SA 3.0,https://stackoverflow.com/questions/11781521/tkinter-keyboard-binds,Tkinter Keyboard Binds,,,,,
28,"['python', 'unit-testing', 'python-packaging']","{'account_id': 1127106, 'reputation': 6321, 'user_id': 1114117, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/f079184c8c0f23867848d7aaaedeec8c?s=256&d=identicon&r=PG', 'display_name': 'zhuyxn', 'link': 'https://stackoverflow.com/users/1114117/zhuyxn'}",True,1373,,1,4,1665883374,1344744025,1568377093.0,11919620,CC BY-SA 4.0,https://stackoverflow.com/questions/11919620/python-unit-testing-module-and-relative-imports,Python: Unit Testing Module and Relative Imports,,,,,
29,"['python', 'pandas']","{'account_id': 340479, 'reputation': 3556, 'user_id': 670525, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/908b57a072063b744c4186535afad1e9?s=256&d=identicon&r=PG', 'display_name': 'DanB', 'link': 'https://stackoverflow.com/users/670525/danb'}",True,143852,11982843.0,9,211,1665703583,1345061404,1505151658.0,11976503,CC BY-SA 3.0,https://stackoverflow.com/questions/11976503/how-to-keep-index-when-using-pandas-merge,How to keep index when using pandas merge,,,,,
30,"['python', 'rpy2']","{'account_id': 1245936, 'reputation': 565, 'user_id': 1393365, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/f4ebf0edf1b9d834fb86fa8b551f4bfa?s=256&d=identicon&r=PG', 'display_name': 'N&#233;stor', 'link': 'https://stackoverflow.com/users/1393365/n%c3%a9stor'}",True,5603,11769636.0,4,10,1665672987,1343867442,1665672987.0,11769471,CC BY-SA 4.0,https://stackoverflow.com/questions/11769471/rpy2-convert-floatvector-or-matrix-back-to-a-python-array-or-list,rpy2: Convert FloatVector or Matrix back to a Python array or list?,,,,,
31,"['python', 'flask']","{'account_id': 1240933, 'reputation': 72148, 'user_id': 1203556, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/aca772bc8ed79a86894211c7efd920aa?s=256&d=identicon&r=PG', 'display_name': 'Tampa', 'link': 'https://stackoverflow.com/users/1203556/tampa'}",True,232842,11774026.0,8,227,1665661441,1343894596,1567519359.0,11773348,CC BY-SA 4.0,https://stackoverflow.com/questions/11773348/python-flask-how-to-set-content-type,"Python Flask, how to set content type",,,,,
32,"['python', 'excel', 'xlwt']","{'account_id': 206429, 'reputation': 867, 'user_id': 455705, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/3e43e847a8411a5dddbb8bbf20022cea?s=256&d=identicon&r=PG', 'display_name': 'pirhac', 'link': 'https://stackoverflow.com/users/455705/pirhac'}",True,11205,11937922.0,5,7,1665400611,1344872699,1344873112.0,11937746,CC BY-SA 3.0,https://stackoverflow.com/questions/11937746/programatically-creating-a-xls-with-a-drop-down-cell-in-python,Programatically creating a XLS with a drop down cell in Python,,,,,
33,"['python', 'lambda', 'partial', 'functools']","{'account_id': 275020, 'reputation': 71883, 'user_id': 567620, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/g8HIM.jpg?s=256&g=1', 'display_name': 'ely', 'link': 'https://stackoverflow.com/users/567620/ely'}",True,9615,11828489.0,6,23,1665092280,1344256568,1382788367.0,11828410,CC BY-SA 3.0,https://stackoverflow.com/questions/11828410/differences-between-functools-partial-and-a-similar-lambda,Differences between functools.partial and a similar lambda?,,,,,
34,"['python', 'matplotlib']","{'account_id': 474540, 'reputation': 6044, 'user_id': 884269, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/5692f3ff8b8c6348b701a518ce58d681?s=256&d=identicon&r=PG', 'display_name': 'waspinator', 'link': 'https://stackoverflow.com/users/884269/waspinator'}",True,864911,12201744.0,14,290,1664914945,1346344657,1519167504.0,12201577,CC BY-SA 3.0,https://stackoverflow.com/questions/12201577/how-can-i-convert-an-rgb-image-into-grayscale-in-python,How can I convert an RGB image into grayscale in Python?,,,1524301233.0,,
35,"['python', 'web2py']","{'account_id': 158260, 'reputation': 2878, 'user_id': 376756, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/8bLFv.png?s=256&g=1', 'display_name': 'dmmd', 'link': 'https://stackoverflow.com/users/376756/dmmd'}",True,127048,11816864.0,4,19,1664911673,1344173422,1418426242.0,11816844,CC BY-SA 3.0,https://stackoverflow.com/questions/11816844/object-of-type-nonetype-has-no-len-error,&quot;object of type &#39;NoneType&#39; has no len()&quot; error,,,,,
36,['python'],"{'account_id': 30782, 'reputation': 46764, 'user_id': 84131, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/SVZKQ.jpg?s=256&g=1', 'display_name': 'Chris Dutrow', 'link': 'https://stackoverflow.com/users/84131/chris-dutrow'}",True,72439,12186422.0,8,70,1664900251,1346273810,1523454781.0,12186388,CC BY-SA 3.0,https://stackoverflow.com/questions/12186388/get-value-at-list-array-index-or-none-if-out-of-range-in-python,Get value at list/array index or &quot;None&quot; if out of range in Python,,,,,
37,"['python', 'json']","{'account_id': 768732, 'reputation': 54468, 'user_id': 971888, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e4a74cecb0614588e02836e787f7bc53?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rolando', 'link': 'https://stackoverflow.com/users/971888/rolando'}",True,966569,11875813.0,34,1210,1664832668,1344477771,1590218110.0,11875770,CC BY-SA 4.0,https://stackoverflow.com/questions/11875770/how-to-overcome-datetime-datetime-not-json-serializable,How to overcome &quot;datetime.datetime not JSON serializable&quot;?,,,1563096644.0,,
38,"['python', 'dataframe', 'pandas']","{'account_id': 940495, 'reputation': 9212, 'user_id': 968643, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3544c268c8ba7eeb6a4527dbe4f178b0?s=256&d=identicon&r=PG', 'display_name': 'Navneet', 'link': 'https://stackoverflow.com/users/968643/navneet'}",True,227782,12169357.0,4,155,1664826373,1346198327,1589147081.0,12169170,CC BY-SA 4.0,https://stackoverflow.com/questions/12169170/find-the-max-of-two-or-more-columns-with-pandas,Find the max of two or more columns with pandas,,,,,
39,"['python', 'keylistener']","{'account_id': 1113868, 'reputation': 4168, 'user_id': 1103734, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/87a5e4ab78c197e14ca8cbe22e84b53c?s=256&d=identicon&r=PG', 'display_name': 'ollien', 'link': 'https://stackoverflow.com/users/1103734/ollien'}",True,146870,11919074.0,7,46,1664555337,1344734435,1490872064.0,11918999,CC BY-SA 3.0,https://stackoverflow.com/questions/11918999/key-listeners-in-python,Key Listeners in python?,,,,,
40,"['python', 'if-statement', 'conditional-statements', 'inline']","{'account_id': 232381, 'reputation': 20658, 'user_id': 497180, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/28c256679196a766c1df4271b8506e24?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ricky Robinson', 'link': 'https://stackoverflow.com/users/497180/ricky-robinson'}",True,1127673,11880682.0,15,527,1664360923,1344504708,1664315285.0,11880430,CC BY-SA 4.0,https://stackoverflow.com/questions/11880430/how-to-write-inline-if-statement-for-print,How to write inline if statement for print?,,,1563350596.0,,
41,"['python', 'concatenation']","{'account_id': 287280, 'reputation': 17390, 'user_id': 586986, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/XOJW1.jpg?s=256&g=1', 'display_name': 'Cemre Meng&#252;', 'link': 'https://stackoverflow.com/users/586986/cemre-meng%c3%bc'}",True,7926,12161484.0,1,6,1664247490,1346163724,1664247490.0,12161402,,https://stackoverflow.com/questions/12161402/why-does-python-not-have-implicit-conversions,Why does Python not have implicit conversions?,1664247447.0,Duplicate,,,
42,"['python', 'arrays', 'numpy']","{'account_id': 1762362, 'reputation': 311, 'user_id': 1609104, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b3f50792619ac9ee1a4348b6881ff045?s=256&d=identicon&r=PG', 'display_name': 'user1609104', 'link': 'https://stackoverflow.com/users/1609104/user1609104'}",True,235412,,4,23,1663871286,1345312113,1493673705.0,12020872,CC BY-SA 3.0,https://stackoverflow.com/questions/12020872/array-of-arrays-python-numpy,Array of arrays (Python/NumPy),,,,,
43,"['python', 'datetime', 'numpy', 'timedelta']","{'account_id': 1191587, 'reputation': 1309, 'user_id': 1164222, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/29331e176c19ba4461a9faa3f967ac02?s=256&d=identicon&r=PG', 'display_name': 'Melanie', 'link': 'https://stackoverflow.com/users/1164222/melanie'}",True,105876,12137327.0,5,43,1663802511,1346049617,1346051025.0,12137277,CC BY-SA 3.0,https://stackoverflow.com/questions/12137277/how-can-i-make-a-python-numpy-arange-of-datetime,How can I make a python numpy arange of datetime,,,,,
44,"['c#', 'python', '.net', 'ironpython', 'python.net']","{'account_id': 1701138, 'reputation': 40288, 'user_id': 1561176, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/022b5d51f385a2b717c90e8cd371f2fe?s=256&d=identicon&r=PG', 'display_name': 'Inbar Rose', 'link': 'https://stackoverflow.com/users/1561176/inbar-rose'}",True,384947,11779234.0,9,177,1663748262,1343916309,1582840981.0,11779143,CC BY-SA 4.0,https://stackoverflow.com/questions/11779143/how-do-i-run-a-python-script-from-c,How do I run a Python script from C#?,,,,,
45,"['python', 'django', 'django-views']","{'account_id': 1758208, 'reputation': 343, 'user_id': 1605941, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/cd09d8efe0ef4126c1bd5fded772f90c?s=256&d=identicon&r=PG', 'display_name': 'user786', 'link': 'https://stackoverflow.com/users/1605941/user786'}",True,95,12175530.0,4,-1,1663662199,1346221306,1346234166.0,12171966,CC BY-SA 3.0,https://stackoverflow.com/questions/12171966/issues-with-view-py,Issues with view.py,,,,,
46,"['python', 'matplotlib', 'zipf']","{'account_id': 236651, 'reputation': 2995, 'user_id': 504283, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/61933892caad731e0c04c16d0570fdc6?s=256&d=identicon&r=PG', 'display_name': 'manxing', 'link': 'https://stackoverflow.com/users/504283/manxing'}",True,2966,,2,6,1663650542,1345465101,1618341477.0,12037494,CC BY-SA 4.0,https://stackoverflow.com/questions/12037494/curve-fitting-zipf-distribution-matplotlib-python,curve fitting zipf distribution matplotlib python,,,,,
47,"['python', 'datetime', 'sqlite']","{'account_id': 1014977, 'reputation': 1182, 'user_id': 1026740, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/a5ee4987ef1c96458fa3c7a7325d450a?s=256&d=identicon&r=PG', 'display_name': 'Tim McDonald', 'link': 'https://stackoverflow.com/users/1026740/tim-mcdonald'}",True,56433,,3,78,1663594925,1344369522,1663594925.0,11853167,CC BY-SA 4.0,https://stackoverflow.com/questions/11853167/parameter-unsupported-when-inserting-int,Parameter unsupported when inserting int,,,,,
