,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,protected_date
10,"['python', 'repr']","{'account_id': 24729302, 'reputation': 11, 'user_id': 18617464, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwPQnp_pon-6khJzijkLmAdliwJNqoMsppv9sga=k-s256', 'display_name': 'Half Dream', 'link': 'https://stackoverflow.com/users/18617464/half-dream'}",True,66,1,-2,1669448854,1660823221,1669448854.0,73402542,CC BY-SA 4.0,https://stackoverflow.com/questions/73402542/why-can-repr-function-use-repr-in-itself-when-defining-a-classpython,Why can __repr__ function use repr() in itself when defining a class?(Python),,,73402605.0,
11,"['python', 'recursion', 'tree']","{'account_id': 24729302, 'reputation': 11, 'user_id': 18617464, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwPQnp_pon-6khJzijkLmAdliwJNqoMsppv9sga=k-s256', 'display_name': 'Half Dream', 'link': 'https://stackoverflow.com/users/18617464/half-dream'}",True,94,2,-1,1669448367,1660297230,1669448367.0,73332160,CC BY-SA 4.0,https://stackoverflow.com/questions/73332160/error-when-using-a-variable-in-recursion-to-iterate-through-a-binary-tree-pytho,Error when using a variable in recursion to iterate through a binary tree (Python),,,73332806.0,
12,"['python', 'moviepy']","{'account_id': 17794293, 'reputation': 1, 'user_id': 12922523, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mC6wcEF_fbRv7vDApyFciafLqcwGPAqPL1C4WDRGQ=k-s256', 'display_name': 'Jay Mehta', 'link': 'https://stackoverflow.com/users/12922523/jay-mehta'}",False,162,1,0,1669433952,1660357918,1660405059.0,73341202,CC BY-SA 4.0,https://stackoverflow.com/questions/73341202/moviepy-doubles-the-speed-of-the-video-without-affecting-audio-i-suspect-a-fram,Moviepy doubles the speed of the video without affecting audio. I suspect a framerate issue but I havent been able to fix it,,,,
13,"['python', 'tkinter']","{'account_id': 25491706, 'reputation': 11, 'user_id': 19286384, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjZAeG6QB_s09hEbXSrZHGXIolsIpyKv4ET4CqAug=k-s256', 'display_name': 'Roberto E. Torres', 'link': 'https://stackoverflow.com/users/19286384/roberto-e-torres'}",False,49,1,0,1669432430,1659827677,,73263855,CC BY-SA 4.0,https://stackoverflow.com/questions/73263855/is-there-a-way-to-import-downloaded-fonts-into-tkinter-to-use-it-in-my-python-pr,Is there a way to import downloaded fonts into Tkinter to use it in my Python project?,,,,
14,"['python', 'airflow']","{'account_id': 4870674, 'reputation': 71, 'user_id': 3927329, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1ba69f22770cc6bce42c8be8a56dcefb?s=256&d=identicon&r=PG&f=1', 'display_name': 'crazyavengers', 'link': 'https://stackoverflow.com/users/3927329/crazyavengers'}",False,98,1,0,1669395691,1660509086,1660577365.0,73354932,CC BY-SA 4.0,https://stackoverflow.com/questions/73354932/airflow-subdag-started-but-tasks-within-it-not-starting,Airflow Subdag started but tasks within it not starting,,,,
15,"['python', 'sdk', 'ctypes', 'ffi', 'sony-camera-api']","{'account_id': 26127537, 'reputation': 1, 'user_id': 19818751, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aeefe1b607365d5143141c0ff303602?s=256&d=identicon&r=PG', 'display_name': 'JustKilian', 'link': 'https://stackoverflow.com/users/19818751/justkilian'}",False,128,1,0,1669387816,1661159058,1661340792.0,73442612,CC BY-SA 4.0,https://stackoverflow.com/questions/73442612/problems-implementing-a-wrapper-program-for-the-camera-remote-sdk-by-sony,Problems implementing a wrapper-program for the camera remote sdk by sony,,,,
16,"['python', 'tensorflow']","{'account_id': 14742883, 'reputation': 125, 'user_id': 10647086, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fab30f9d70233cfd94354c7ddba6cd4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pysnek313', 'link': 'https://stackoverflow.com/users/10647086/pysnek313'}",False,173,1,3,1669387548,1659543212,,73224541,CC BY-SA 4.0,https://stackoverflow.com/questions/73224541/tensorflow-recommender-saving-large-model-with-scann-index-memory-bottleneck,Tensorflow Recommender - Saving large model with ScaNN index - memory bottleneck,,,,
17,"['python', 'pandas', 'dataframe', 'to-json']","{'account_id': 15125891, 'reputation': 1, 'user_id': 10915205, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1915f36c898686e2c525822f3cba56c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'K.Liang', 'link': 'https://stackoverflow.com/users/10915205/k-liang'}",False,99,2,-2,1669381811,1660039577,1660040644.0,73289999,CC BY-SA 4.0,https://stackoverflow.com/questions/73289999/convert-pandas-dataframe-to-nested-json-keep-2-columns,Convert Pandas Dataframe to nested json-keep 2 columns,,,,
18,"['python', 'amazon-web-services', 'amazon-s3']","{'account_id': 4586657, 'reputation': 815, 'user_id': 3721086, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/o5VBi.jpg?s=256&g=1', 'display_name': 'Sandeep Kokate', 'link': 'https://stackoverflow.com/users/3721086/sandeep-kokate'}",False,126,1,1,1669378229,1660828440,1660834681.0,73403727,CC BY-SA 4.0,https://stackoverflow.com/questions/73403727/pass-certificate-to-requests-post-from-s3-bucket-in-aws-lambda,Pass certificate to requests.post from s3 bucket in AWS lambda,,,,
19,"['python', 'django', 'django-staticfiles', 'python-django-storages']","{'account_id': 22705539, 'reputation': 1, 'user_id': 16872316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dcc8a0225e33d50763c936de8589e6f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/16872316/nick'}",True,97,1,0,1669372410,1659371136,1659371284.0,73196800,CC BY-SA 4.0,https://stackoverflow.com/questions/73196800/django-storages-need-authenticated-way-of-reading-static-files-from-google-clou,Django storages: Need authenticated way of reading static files from google cloud storage,,,74571418.0,
20,"['python', 'dictionary']","{'account_id': 23800983, 'reputation': 3, 'user_id': 17811189, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giat2XFmYd2IXnLMBBYCSvGlMCxzh96NK966VYAug=k-s256', 'display_name': 'Mohammad hossein keifary', 'link': 'https://stackoverflow.com/users/17811189/mohammad-hossein-keifary'}",True,91,4,0,1669366884,1661702349,,73520166,CC BY-SA 4.0,https://stackoverflow.com/questions/73520166/sorted-function-in-python-dictionary,Sorted function in Python dictionary,,,73520460.0,
21,"['python', 'list', 'dictionary']","{'account_id': 3854508, 'reputation': 137, 'user_id': 3193813, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1084863023/picture?type=large', 'display_name': 'user3193813', 'link': 'https://stackoverflow.com/users/3193813/user3193813'}",True,44,2,0,1669354848,1661426799,1669354848.0,73486650,CC BY-SA 4.0,https://stackoverflow.com/questions/73486650/list-of-dictionary-need-to-split-and-take-first-only-value-after-split,List of dictionary need to split and take first only value after split,,,,
22,"['python', 'apache-spark', 'pyspark', 'operating-system']","{'account_id': 25951769, 'reputation': 1, 'user_id': 19669710, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucovAJAtyYnGZdx_WS7wFNop68nA5006ufYMbqUR=k-s256', 'display_name': 'Sarenadicy', 'link': 'https://stackoverflow.com/users/19669710/sarenadicy'}",False,145,0,0,1669329994,1659459146,,73211077,CC BY-SA 4.0,https://stackoverflow.com/questions/73211077/pyspark-errors-exception-unable-to-find-py4j-in-content-spark-3-3-0-bin-hadoo,"Pyspark errors: Exception: Unable to find py4j in /content/spark-3.3.0-bin-hadoop3\python, your SPARK_HOME may not be configured correctly",,,,
23,"['python', 'html', 'django', 'django-templates']","{'account_id': 18139598, 'reputation': 49, 'user_id': 13193605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4cd143d567d9de8016d01205fad8780?s=256&d=identicon&r=PG&f=1', 'display_name': 'MitchW', 'link': 'https://stackoverflow.com/users/13193605/mitchw'}",False,39,1,0,1669323737,1660354219,1660354761.0,73341019,CC BY-SA 4.0,https://stackoverflow.com/questions/73341019/html-calendar-appearing-under-footer,HTML Calendar Appearing Under Footer,,,,
24,"['python', 'tensorflow', 'scikit-learn', 'neural-network']","{'account_id': 3318576, 'reputation': 41, 'user_id': 2790273, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b55eaf7907dd9813f35331537fcde1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'rsky', 'link': 'https://stackoverflow.com/users/2790273/rsky'}",True,191,3,2,1669299272,1660494425,,73353241,CC BY-SA 4.0,https://stackoverflow.com/questions/73353241/how-to-monitor-loss-val-loss-at-the-same-time-to-avoid-overfitting-neural-netw,How to monitor loss &amp; val_loss at the same time to avoid overfitting Neural network to either train set or test set?,,,,
25,"['python', 'bash', 'curl', 'cookies', 'python-requests']","{'account_id': 8932569, 'reputation': 3, 'user_id': 19649255, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VPMRH.jpg?s=256&g=1', 'display_name': 'Vinx', 'link': 'https://stackoverflow.com/users/19649255/vinx'}",True,69,1,0,1669290559,1659602613,,73232869,CC BY-SA 4.0,https://stackoverflow.com/questions/73232869/python-requests-vs-bash-curl-for-session-cookies,python requests vs bash curl for session cookies,,,74560296.0,
26,"['python', 'http', 'asynchronous', 'request', 'python-asyncio']","{'account_id': 15616914, 'reputation': 235, 'user_id': 11266889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7aa11bd7bf29f62326e8e0e082214ab4?s=256&d=identicon&r=PG&f=1', 'display_name': 'pipikej', 'link': 'https://stackoverflow.com/users/11266889/pipikej'}",True,384,1,1,1669288856,1659949041,,73275260,CC BY-SA 4.0,https://stackoverflow.com/questions/73275260/httpx-send-multiple-requests-from-dynamic-list,httpx - send multiple requests from dynamic list,,,73302844.0,
27,"['python', 'amazon-s3', 'apache-beam', 'parquet']","{'account_id': 8199410, 'reputation': 1997, 'user_id': 6171195, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/OTeQH.jpg?s=256&g=1', 'display_name': 'Christos Hadjinikolis', 'link': 'https://stackoverflow.com/users/6171195/christos-hadjinikolis'}",False,53,1,0,1669250012,1659990035,1660056170.0,73283594,CC BY-SA 4.0,https://stackoverflow.com/questions/73283594/how-to-read-a-parquet-file-into-a-pcollection-from-s3,How to read a parquet file into a PCollection from s3?,,,,
28,"['python', 'python-3.x', 'encoding']","{'account_id': 26196914, 'reputation': 11, 'user_id': 19877909, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkFLnz4Z4loq4WxWgvxTm1U702uL_iJbuujOip-=k-s256', 'display_name': 'kang Ouyang', 'link': 'https://stackoverflow.com/users/19877909/kang-ouyang'}",False,112,1,0,1669231720,1661853168,1661853337.0,73540470,CC BY-SA 4.0,https://stackoverflow.com/questions/73540470/gbk-codec-cant-encode-character-u2022-in-position-32-illegal-multibyte-se,&#39;gbk&#39; codec can&#39;t encode character &#39;\u2022&#39; in position 32: illegal multibyte sequence,,,,
29,"['python', 'java', 'jdbc', 'sybase', 'jaydebeapi']","{'account_id': 8244213, 'reputation': 296, 'user_id': 6200901, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lACSH.jpg?s=256&g=1', 'display_name': 'Stykes', 'link': 'https://stackoverflow.com/users/6200901/stykes'}",True,237,2,1,1669213532,1661632225,1661634851.0,73514224,CC BY-SA 4.0,https://stackoverflow.com/questions/73514224/jaydebeapi-connect-always-returning-typeerror-class-sajdbc4-jar-is-not-found,jaydebeapi.connect always returning: &quot;TypeError: Class sajdbc4.jar is not found&quot;,,,73520769.0,
30,"['python', 'python-3.x', 'pandas', 'open3d']","{'account_id': 25024618, 'reputation': 21, 'user_id': 18882965, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7423da85d05542b1c8cb976227c44952?s=256&d=identicon&r=PG', 'display_name': 'EnshenZhu', 'link': 'https://stackoverflow.com/users/18882965/enshenzhu'}",False,307,1,2,1669209090,1661286042,,73464667,CC BY-SA 4.0,https://stackoverflow.com/questions/73464667/how-to-make-the-open3d-read-the-pandas-dataframe-and-generate-points-clouds-in-p,How to make the Open3D read the pandas DataFrame and generate points clouds in Python,,,,
31,"['python', 'google-colaboratory']","{'account_id': 20344772, 'reputation': 61, 'user_id': 14923024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3190c0dac6511d1b629c32f43f2cd7f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Qunatized', 'link': 'https://stackoverflow.com/users/14923024/qunatized'}",False,291,1,0,1669198983,1660270958,,73328635,CC BY-SA 4.0,https://stackoverflow.com/questions/73328635/google-colab-python-version-not-changing,Google Colab Python version not changing,,,,
32,"['python', 'token', 'spreadsheet', 'quip', 'thread-id']","{'account_id': 10459544, 'reputation': 1, 'user_id': 7710758, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1431213013590489/picture?type=large', 'display_name': 'Leonard Basag', 'link': 'https://stackoverflow.com/users/7710758/leonard-basag'}",False,122,1,0,1669169367,1661192509,,73449477,CC BY-SA 4.0,https://stackoverflow.com/questions/73449477/read-data-from-quip-spreadsheet-with-python,Read data from Quip Spreadsheet with Python,,,,
33,"['python', 'django']","{'account_id': 352230, 'reputation': 1178, 'user_id': 689194, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/c2f9b17761a2cba8b6646dcc58a94416?s=256&d=identicon&r=PG', 'display_name': 'Josir', 'link': 'https://stackoverflow.com/users/689194/josir'}",True,367,3,2,1669162436,1660168460,1668552393.0,73313134,CC BY-SA 4.0,https://stackoverflow.com/questions/73313134/how-to-fix-django-python-free-invalid-pointer,How to fix Django / python free(): invalid pointer?,,,,
34,"['python', 'visual-studio-code', 'pydantic']","{'account_id': 15280904, 'reputation': 105, 'user_id': 11087259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3241738adf9f765dbdc036913e2f3879?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ruuza', 'link': 'https://stackoverflow.com/users/11087259/ruuza'}",True,98,1,-1,1669119281,1660664804,1669119281.0,73376751,CC BY-SA 4.0,https://stackoverflow.com/questions/73376751/vscodes-python-debugging-and-testing-tool-automatically-loads-env,VSCode&#39;s python debugging and testing tool automatically loads .env,,,73376794.0,
35,"['python', 'file-upload', 'fastapi', 'starlette', 'python-requests-toolbelt']","{'account_id': 25523348, 'reputation': 45, 'user_id': 19312822, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyaIc3ci3jG5DCdUcDW8O6HO7OO7UkaqrnYm0Mf=k-s256', 'display_name': 'Yuqi Wang', 'link': 'https://stackoverflow.com/users/19312822/yuqi-wang'}",True,1866,1,1,1669096496,1661157752,1664984931.0,73442335,CC BY-SA 4.0,https://stackoverflow.com/questions/73442335/how-to-upload-a-large-file-%e2%89%a53gb-to-fastapi-backend,How to Upload a large File (≥3GB) to FastAPI backend?,,,73443824.0,
36,"['python', 'reinforcement-learning', 'openai-gym', 'stable-baselines']","{'account_id': 25899161, 'reputation': 5, 'user_id': 19625345, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqNu7E-VC61wvWR8WArQqNRL3CYbEHx_5cb_NZa0g=k-s256', 'display_name': 'wolfrevokcats', 'link': 'https://stackoverflow.com/users/19625345/wolfrevokcats'}",True,224,1,0,1669095203,1659404617,,73201176,CC BY-SA 4.0,https://stackoverflow.com/questions/73201176/python-stable-baselines3-assertionerror-the-observation-returned-by-reset,Python stable_baselines3 - AssertionError: The observation returned by `reset()` method must be an int,,,74527912.0,
37,"['python', 'flutter', 'dart', 'flask']","{'account_id': 24131417, 'reputation': 25, 'user_id': 18098974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/928c9fbc76915d1b7679eac3d5d733fd?s=256&d=identicon&r=PG', 'display_name': 'R3hankhan', 'link': 'https://stackoverflow.com/users/18098974/r3hankhan'}",False,22,1,0,1669090492,1660753194,1669090492.0,73391835,CC BY-SA 4.0,https://stackoverflow.com/questions/73391835/error-405-when-trying-to-make-request-from-fluttter-using-flask,Error 405 when trying to make request from fluttter using flask,,,,
38,"['python', 'python-3.x', 'email', 'amazon-s3', 'aws-lambda']","{'account_id': 16265849, 'reputation': 5, 'user_id': 11745959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e867329d9dbd961a7e5ccbdd9e0ffa88?s=256&d=identicon&r=PG&f=1', 'display_name': 'rb_9999', 'link': 'https://stackoverflow.com/users/11745959/rb-9999'}",False,60,1,0,1669061200,1661375465,1661375592.0,73479504,CC BY-SA 4.0,https://stackoverflow.com/questions/73479504/how-do-i-open-an-eml-file-from-botocore-response-streamingbody-object-using-p,How do I open an .eml file from &lt;botocore.response.StreamingBody&gt; object using Python?,,,,
39,"['python', 'setuptools', 'pyproject.toml']","{'account_id': 4104459, 'reputation': 390, 'user_id': 3368980, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/60ef4e5e3a109d1acfcbdba6d4179a8d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abstracted', 'link': 'https://stackoverflow.com/users/3368980/abstracted'}",False,80,1,1,1669052034,1661446235,,73491139,CC BY-SA 4.0,https://stackoverflow.com/questions/73491139/pyproject-toml-setuptools-duplicates-files-into-root-site-packages-directory,pyproject.toml/setuptools duplicates files into root site-packages directory,,,,
40,"['python', 'python-typing']","{'account_id': 22954052, 'reputation': 56, 'user_id': 17084924, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GieCw013lKrSWm4LSUE1wbGmjkz1KOrMD06Pr6n=k-s256', 'display_name': 'Austin Rockwell', 'link': 'https://stackoverflow.com/users/17084924/austin-rockwell'}",False,68,0,0,1669046078,1659394897,,73200382,CC BY-SA 4.0,https://stackoverflow.com/questions/73200382/using-typevartuple-with-inner-typevar,Using TypeVarTuple with inner TypeVar,,,,
41,"['python', 'flask', 'heroku', 'websocket', 'flask-sockets']","{'account_id': 26024099, 'reputation': 31, 'user_id': 19731293, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6310671cb06c6ff56d91d4b8fcb152fa?s=256&d=identicon&r=PG', 'display_name': 'h1d34uz3hunt3r', 'link': 'https://stackoverflow.com/users/19731293/h1d34uz3hunt3r'}",False,84,0,3,1669043013,1660097433,1669043013.0,73299903,CC BY-SA 4.0,https://stackoverflow.com/questions/73299903/connecting-to-flask-using-websockets-hosted-on-heroku,Connecting to Flask using websockets hosted on Heroku,,,,
42,"['python', 'pytorch', 'progress']","{'account_id': 15522838, 'reputation': 701, 'user_id': 11198558, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-5LpRskDaR7c/AAAAAAAAAAI/AAAAAAAASkY/3cIZ46L7AtM/photo.jpg?sz=256', 'display_name': 'ShanN', 'link': 'https://stackoverflow.com/users/11198558/shann'}",True,145,1,2,1669040406,1661766470,,73526940,CC BY-SA 4.0,https://stackoverflow.com/questions/73526940/pytorch-progress-bar-disappear-on-vscode-jupyter,Pytorch progress bar disappear on vscode jupyter,,,74520368.0,
43,"['python', 'parsing', 'pyparsing']","{'account_id': 15747370, 'reputation': 503, 'user_id': 11363789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b95393dcdacc02cbd222e79548eccf7e?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/11363789/anonymous'}",False,80,1,1,1669038136,1659892667,1659973547.0,73269529,CC BY-SA 4.0,https://stackoverflow.com/questions/73269529/how-to-parse-a-string-with-pyparsing-which-involves-ignoring-exceptions-and-movi,How to parse a string with Pyparsing which involves ignoring exceptions and moving onto the next delimiter?,,,,
44,"['python', 'git']","{'account_id': 417954, 'reputation': 2046, 'user_id': 794241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f9493878b73cf5b2a3b41f29c533768?s=256&d=identicon&r=PG', 'display_name': 'Shaun Mitchell', 'link': 'https://stackoverflow.com/users/794241/shaun-mitchell'}",True,32,2,0,1669034032,1661952667,,73556680,CC BY-SA 4.0,https://stackoverflow.com/questions/73556680/pycache-showing-up-in-git-refs-remotes-origin,__pycache__ showing up in .git/refs/remotes/origin,,,,
45,"['python', 'filter', 'product', 'python-itertools']","{'account_id': 26183429, 'reputation': 21, 'user_id': 19866395, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpSjTxmeFTYYmwj8Z0AFZRDw10igbUr1WmARu6ZfA=k-s256', 'display_name': 'Mahmoud Elsherif', 'link': 'https://stackoverflow.com/users/19866395/mahmoud-elsherif'}",False,30,1,2,1669001849,1661725350,1669001849.0,73522682,CC BY-SA 4.0,https://stackoverflow.com/questions/73522682/filter-out-the-results-from-itertools-product,Filter out the results from itertools.product,,,,
46,"['python', 'performance', 'xml-parsing', 'kml']","{'account_id': 22982615, 'reputation': 11, 'user_id': 17109294, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d5837ad0ef0382d065ca2eb262700c0?s=256&d=identicon&r=PG', 'display_name': 'postgrease', 'link': 'https://stackoverflow.com/users/17109294/postgrease'}",False,42,1,0,1668985537,1661279937,,73463672,CC BY-SA 4.0,https://stackoverflow.com/questions/73463672/how-do-i-fetch-the-kmls-style-information-using-fastkml,How do I fetch the KML&#39;s style information using fastkml?,,,,
