,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
12,"['python', 'module', 'installation']","{'account_id': 11124062, 'reputation': 61, 'user_id': 8166135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0032460915bb051b2b00437ff1fb4315?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aswath Manickavasagan', 'link': 'https://stackoverflow.com/users/8166135/aswath-manickavasagan'}",True,10125,,1,6,1668622990,1546934938,54087577,CC BY-SA 4.0,https://stackoverflow.com/questions/54087577/install-new-module-in-anaconda-keyerrorpkgs-dirs,"Install new module in Anaconda: Keyerror(&#39;pkgs_dirs&#39;,)",1578067852.0,,,,
13,"['python', 'python-3.x']","{'account_id': 7370001, 'reputation': 283, 'user_id': 5610471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b954f3ec2a7458bb11b527e7a513f78d?s=256&d=identicon&r=PG&f=1', 'display_name': 'ENIAC-6', 'link': 'https://stackoverflow.com/users/5610471/eniac-6'}",True,1497,54030725.0,3,0,1668433005,1546554657,54030695,CC BY-SA 4.0,https://stackoverflow.com/questions/54030695/how-to-append-string-to-existing-values-in-python-dictionary,How to append string to existing values in Python dictionary,1546554780.0,,,,
14,"['python', 'python-2.7', 'visual-studio', 'indentation']","{'account_id': 5164016, 'reputation': 271, 'user_id': 8542257, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sius7.jpg?s=256&g=1', 'display_name': 'Marion', 'link': 'https://stackoverflow.com/users/8542257/marion'}",True,7394,54277025.0,3,5,1668169421,1547988409,54276596,CC BY-SA 4.0,https://stackoverflow.com/questions/54276596/indentation-error-on-visual-studio-code-on-a-mac-again,Indentation error on Visual Studio Code on a Mac (again),1548025398.0,,,,
15,"['python', 'pandas', 'statsmodels']","{'account_id': 14489608, 'reputation': 163, 'user_id': 10466341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abda875488c2df635b7abd2460cb4358?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom.chen.kang', 'link': 'https://stackoverflow.com/users/10466341/tom-chen-kang'}",True,3081,55126129.0,1,2,1668082220,1548303265,54339260,CC BY-SA 4.0,https://stackoverflow.com/questions/54339260/when-i-use-pandas-statsmodels-i-get-an-assertionerror,"when I use pandas statsmodels,i get an assertionerror",1548392032.0,1668082404.0,,,
16,"['python', 'web-scraping', 'beautifulsoup']","{'account_id': 6102011, 'reputation': 73, 'user_id': 10865199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bac9311dcc828d7c108db4c36aa048c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'user229519', 'link': 'https://stackoverflow.com/users/10865199/user229519'}",True,532,54031820.0,1,-1,1667979852,1546562071,54031714,CC BY-SA 4.0,https://stackoverflow.com/questions/54031714/python-code-scraping-data-from-kickstarter-does-not-work-after-some-iteration,Python code scraping data from kickstarter does not work after some iteration,1667968883.0,,,,
17,"['javascript', 'python', 'arrays', 'indexing']","{'account_id': 11154848, 'reputation': 14392, 'user_id': 8186898, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/s0cEU.jpg?s=256&g=1', 'display_name': 'Nino Filiu', 'link': 'https://stackoverflow.com/users/8186898/nino-filiu'}",True,21396,54066280.0,4,15,1667648411,1546811339,54066261,CC BY-SA 4.0,https://stackoverflow.com/questions/54066261/why-cant-i-do-array-1-in-javascript,Why can&#39;t I do array[-1] in JavaScript?,,,,,
18,"['python', 'dataframe', 'jupyter-notebook', 'sentiment-analysis']","{'account_id': 12063464, 'reputation': 15, 'user_id': 9153043, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2477bcc78d3029e930b8b818b3452e9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lostinpy', 'link': 'https://stackoverflow.com/users/9153043/lostinpy'}",True,196,54006798.0,1,0,1667587116,1546432920,54006597,CC BY-SA 4.0,https://stackoverflow.com/questions/54006597/how-to-make-a-table-or-dataframe-from-dtype-object,How to make a table or DataFrame from dtype=object?,1667587116.0,,,,
19,"['python', 'postgresql', 'triggers', 'materialized-views']","{'account_id': 15030628, 'reputation': 47, 'user_id': 10906659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/331239c6eefc1740431bc05255fb7088?s=256&d=identicon&r=PG&f=1', 'display_name': 'gulfy', 'link': 'https://stackoverflow.com/users/10906659/gulfy'}",True,412,54452091.0,1,1,1667530002,1548897389,54452003,CC BY-SA 4.0,https://stackoverflow.com/questions/54452003/python-script-for-importing-csv-to-sql-with-pandas-fails-unless-i-drop-trigger,Python script for importing .csv to_sql with Pandas fails unless I DROP TRIGGER for updating materialized view,1667530002.0,,,,
20,"['python', 'plot', 'save', 'windrose', 'rose-plot']","{'account_id': 14250186, 'reputation': 337, 'user_id': 10321799, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fKPzbtEzdsI/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaN5AEkZ3TaI1bRdUHP4TUMhNK_FdA/mo/photo.jpg?sz=256', 'display_name': 'Vroni', 'link': 'https://stackoverflow.com/users/10321799/vroni'}",True,1018,,3,1,1667410325,1546883991,54079464,CC BY-SA 4.0,https://stackoverflow.com/questions/54079464/how-to-save-a-windrose-plot,How to save a windrose plot,1667410325.0,,,,
21,"['python', 'tensorboard']","{'account_id': 11655858, 'reputation': 13, 'user_id': 8535606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/377f38fa10bc88f527249e9020f32753?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fuyang Zhang', 'link': 'https://stackoverflow.com/users/8535606/fuyang-zhang'}",True,492,,2,1,1667394738,1546425191,54004747,CC BY-SA 4.0,https://stackoverflow.com/questions/54004747/tensorboard-just-show-the-graph-a-second-and-the-graph-disappear,Tensorboard just show the graph a second and the graph disappear,,,,,
22,"['python', 'pandas', 'dataframe']","{'account_id': 9359175, 'reputation': 190, 'user_id': 6946133, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/301724286877481/picture?type=large', 'display_name': 'Tao', 'link': 'https://stackoverflow.com/users/6946133/tao'}",True,2079,54279513.0,2,1,1667372791,1548007907,54279434,CC BY-SA 4.0,https://stackoverflow.com/questions/54279434/dataframe-nameerror-name-m-is-not-defined,DataFrame --- NameError: name &#39;M&#39; is not defined,1548008364.0,,,,
23,"['python', 'pandas', 'dataframe', 'type-conversion', 'tostring']","{'account_id': 15037950, 'reputation': 51, 'user_id': 10853613, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-cJt8VveiX-U/AAAAAAAAAAI/AAAAAAAAHxk/1mXaHygDzMs/photo.jpg?sz=256', 'display_name': 'Arjun Mota', 'link': 'https://stackoverflow.com/users/10853613/arjun-mota'}",True,56466,,2,5,1667351866,1546325308,53993556,CC BY-SA 4.0,https://stackoverflow.com/questions/53993556/pythonpandas-object-to-string-type-conversion-in-dataframe,Python:Pandas - Object to string type conversion in dataframe,1546327815.0,,,,
24,"['python', 'html', 'beautifulsoup']","{'account_id': 13065820, 'reputation': 442, 'user_id': 9441232, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aGCOkXQNbWk/AAAAAAAAAAI/AAAAAAAAEV0/yRMk3AbuN9g/photo.jpg?sz=256', 'display_name': 'imkeVr', 'link': 'https://stackoverflow.com/users/9441232/imkevr'}",True,2276,54094028.0,3,1,1667351716,1546955412,54093253,CC BY-SA 4.0,https://stackoverflow.com/questions/54093253/how-to-scrape-second-p-of-webpage-using-python-and-beautifulsoup,How to scrape second &lt;p&gt; of webpage using python and Beautifulsoup,1667351716.0,,,,
25,"['python', 'python-3.x', 'serial-port', 'pyserial']","{'account_id': 13765720, 'reputation': 334, 'user_id': 9934344, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-cmA8gWdogwA/AAAAAAAAAAI/AAAAAAAAHZk/LBPbWnVtt5A/photo.jpg?sz=256', 'display_name': 'varul jain', 'link': 'https://stackoverflow.com/users/9934344/varul-jain'}",True,100,54152582.0,1,1,1667176696,1547233253,54152519,CC BY-SA 4.0,https://stackoverflow.com/questions/54152519/not-able-to-read-serial-data-from-arduino-and-wireless-modem-due-serial-port-ope,Not able to Read serial data from Arduino and wireless modem due serial port opening case,1667176696.0,,,,
26,"['python', 'html', 'sqlite', 'flask', 'http-status-code-404']","{'account_id': 13065820, 'reputation': 442, 'user_id': 9441232, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aGCOkXQNbWk/AAAAAAAAAAI/AAAAAAAAEV0/yRMk3AbuN9g/photo.jpg?sz=256', 'display_name': 'imkeVr', 'link': 'https://stackoverflow.com/users/9441232/imkevr'}",True,301,54176810.0,2,1,1667166676,1547321694,54163184,CC BY-SA 4.0,https://stackoverflow.com/questions/54163184/how-to-prevent-data-from-disappearing-when-refreshing-web-page,How to prevent data from disappearing when refreshing web page?,1667166676.0,,,,
27,"['python', 'asp.net', 'post', 'python-requests']","{'account_id': 10837169, 'reputation': 329, 'user_id': 7969773, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lYlDwIMtfbE/AAAAAAAAAAI/AAAAAAAALzY/6fab-5VV6m0/photo.jpg?sz=256', 'display_name': 'Ax M', 'link': 'https://stackoverflow.com/users/7969773/ax-m'}",True,120,54172355.0,1,0,1667155786,1547404183,54171912,CC BY-SA 4.0,https://stackoverflow.com/questions/54171912/cant-send-post-request-to-an-old-website,Can&#39;t send POST request to an old website,1667155786.0,,,,
28,"['python', 'visual-studio-code', 'virtualenv']","{'account_id': 5583512, 'reputation': 2963, 'user_id': 4424698, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh5.googleusercontent.com/-Rpp-wUKIk-o/AAAAAAAAAAI/AAAAAAAABCc/2my33oV6DDs/photo.jpg?sz=256', 'display_name': 'Hrvoje T', 'link': 'https://stackoverflow.com/users/4424698/hrvoje-t'}",True,429811,54107016.0,22,162,1667145956,1547023246,54106071,CC BY-SA 4.0,https://stackoverflow.com/questions/54106071/how-can-i-set-up-a-virtual-environment-for-python-in-visual-studio-code,How can I set up a virtual environment for Python in Visual Studio Code?,1618670019.0,1599449814.0,,,
29,"['python', 'pandas', 'numpy', 'xlwings']","{'account_id': 12467984, 'reputation': 77, 'user_id': 9077169, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RMvgW.jpg?s=256&g=1', 'display_name': 'Rudolf the Reindeer', 'link': 'https://stackoverflow.com/users/9077169/rudolf-the-reindeer'}",True,66,54356854.0,3,0,1667121030,1548114372,54299342,CC BY-SA 4.0,https://stackoverflow.com/questions/54299342/copy-1-column-from-100-different-excel-paths-to-1-excel-file-using-xl-wings,Copy 1 column from 100 different Excel paths to 1 Excel file using XL wings,,,,,
30,"['python', 'datetime']","{'account_id': 15122631, 'reputation': 13, 'user_id': 10913002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c68442cca014c7f85ffadc8264266176?s=256&d=identicon&r=PG&f=1', 'display_name': 'Victor', 'link': 'https://stackoverflow.com/users/10913002/victor'}",True,479,54186844.0,1,1,1667101279,1547485719,54186124,CC BY-SA 4.0,https://stackoverflow.com/questions/54186124/problems-in-converting-string-to-datetime-object-with-strptime,Problems in converting string to datetime object with strptime,1667101279.0,,,,
31,"['python', 'azure-table-storage']","{'account_id': 8560758, 'reputation': 124, 'user_id': 6414874, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/215ef7ec0a05699fe0b8d849b0859b2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Santosh sanwal', 'link': 'https://stackoverflow.com/users/6414874/santosh-sanwal'}",True,47,54206267.0,1,-2,1667097781,1547581692,54205878,CC BY-SA 4.0,https://stackoverflow.com/questions/54205878/i-want-to-make-two-separate-function-one-to-connect-to-azure-storage-and-create,I want to make two separate function one to connect to azure storage and create table using Python below is what I am trying to do,1667097781.0,,,,
32,"['python', 'tensorflow', 'keras', 'deep-learning', 'keras-layer']","{'account_id': 298666, 'reputation': 462, 'user_id': 604798, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/2a966ac055338e35e61f30bf7a6e4cf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ragadabing', 'link': 'https://stackoverflow.com/users/604798/ragadabing'}",False,706,,1,1,1667084406,1547730445,54236656,CC BY-SA 4.0,https://stackoverflow.com/questions/54236656/get-cell-input-gate-output-gate-and-forget-gate-activation-values-for-lstm-net,"Get Cell, Input Gate, Output Gate and Forget Gate activation values for LSTM network using Keras",1667084406.0,,,,
33,"['python', 'image', 'clipboard']","{'account_id': 1239947, 'reputation': 1040, 'user_id': 1202801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/201059f288ab08b347b8865028aaafe9?s=256&d=identicon&r=PG&f=1', 'display_name': 'irondsd', 'link': 'https://stackoverflow.com/users/1202801/irondsd'}",True,1622,,2,5,1667061536,1546439609,54008175,CC BY-SA 4.0,https://stackoverflow.com/questions/54008175/copy-an-image-to-macos-clipboard-using-python,Copy an image to MacOS clipboard using python,,,,,
34,"['python', 'import', 'hook', 'python-import']","{'account_id': 15237414, 'reputation': 124, 'user_id': 10994662, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-hLyGq5OUGcQ/AAAAAAAAAAI/AAAAAAAAAGg/Od_rhqH8tZs/photo.jpg?sz=256', 'display_name': 'arthuro555', 'link': 'https://stackoverflow.com/users/10994662/arthuro555'}",True,2639,54456931.0,1,0,1666974358,1548923752,54456352,CC BY-SA 4.0,https://stackoverflow.com/questions/54456352/register-global-import-hooks-in-python,Register global import hooks in python,1666974358.0,,,,
35,"['python', 'gpiozero']","{'user_type': 'does_not_exist', 'display_name': 'user6838225'}",False,139,,0,0,1666973435,1548342904,54349838,CC BY-SA 4.0,https://stackoverflow.com/questions/54349838/openhab2-exec-binding-to-external-rpi-using-pigpio-and-gpiozero,Openhab2 exec binding to external rpi using pigpio and gpiozero,1666973435.0,,,,
36,"['python', 'python-3.x', 'macos']","{'account_id': 15062127, 'reputation': 43, 'user_id': 10870494, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10213284977826073/picture?type=large', 'display_name': 'Anh Nguyen', 'link': 'https://stackoverflow.com/users/10870494/anh-nguyen'}",False,1221,,1,1,1666963261,1548260844,54331634,CC BY-SA 4.0,https://stackoverflow.com/questions/54331634/no-module-named-setuptools-on-os-x,No module named setuptools on OS X,,,,,
37,"['javascript', 'python', 'ajax', 'django', 'django-templates']","{'account_id': 6841361, 'reputation': 308, 'user_id': 5261638, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh5.googleusercontent.com/-xwaVnHgmjvA/AAAAAAAAAAI/AAAAAAAAvWg/lO5k2k0mp5g/photo.jpg?sz=256', 'display_name': 'Federico Aguirre', 'link': 'https://stackoverflow.com/users/5261638/federico-aguirre'}",False,569,,0,0,1666810939,1548551426,54384272,CC BY-SA 4.0,https://stackoverflow.com/questions/54384272/refresh-data-in-django-template-without-reloading-page,Refresh data in Django template without reloading page,1666810939.0,,,,
38,"['python', 'numpy', 'matplotlib', 'genfromtxt']","{'account_id': 9450846, 'reputation': 326, 'user_id': 7027783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd8b23177db1ae9391bd11115507614e?s=256&d=identicon&r=PG&f=1', 'display_name': 'AI_NA', 'link': 'https://stackoverflow.com/users/7027783/ai-na'}",True,2591,,1,1,1666804264,1548616111,54391875,CC BY-SA 4.0,https://stackoverflow.com/questions/54391875/numpy-genfromtxt-return-nan-values,numpy.genfromtxt return NaN values,1666804264.0,,,,
39,"['python', 'python-asyncio', 'coroutine']","{'account_id': 4246899, 'reputation': 703, 'user_id': 3475298, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6662581413c552e5b0332c41f6a1a2df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxim Blumental', 'link': 'https://stackoverflow.com/users/3475298/maxim-blumental'}",True,1445,54260520.0,3,2,1666800057,1547819282,54255352,CC BY-SA 4.0,https://stackoverflow.com/questions/54255352/non-blocking-launching-of-concurrent-coroutines-in-python,Non-blocking launching of concurrent coroutines in Python,1547819594.0,,,,
40,"['python', 'pandas', 'dataframe', 'data-science']","{'account_id': 4452043, 'reputation': 426, 'user_id': 3623603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f67bbefebff4c2699b06da0d490c995b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vaslo', 'link': 'https://stackoverflow.com/users/3623603/vaslo'}",True,14472,54393602.0,6,10,1666712196,1548629158,54393571,CC BY-SA 4.0,https://stackoverflow.com/questions/54393571/pandas-df-describe-how-do-i-extract-values-into-dataframe,Pandas df.describe() - how do I extract values into Dataframe?,,,,,
41,"['python', 'pandas', 'dataframe']","{'account_id': 5621661, 'reputation': 684, 'user_id': 4451288, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/1Hg2D.png?s=256&g=1', 'display_name': 'Kay', 'link': 'https://stackoverflow.com/users/4451288/kay'}",True,8895,54129264.0,3,4,1666694279,1547125076,54129235,CC BY-SA 4.0,https://stackoverflow.com/questions/54129235/create-pandas-dataframe-with-repeating-values,create pandas dataframe with repeating values,1547127974.0,,,,
42,"['python', 'c++', 'numpy', 'armadillo']","{'user_type': 'does_not_exist', 'display_name': 'user7241499'}",True,1686,,2,4,1666612505,1546617332,54042246,CC BY-SA 4.0,https://stackoverflow.com/questions/54042246/how-to-send-a-numpy-array-to-armadillo-c-and-return-a-numpy-array-from-armad,How to send a numpy array to armadillo (C++) and return a numpy array from armadillo,,,,,
43,"['python', 'django', 'python-3.x', 'django-rest-framework']","{'account_id': 14331078, 'reputation': 1, 'user_id': 10852256, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3d85c7f9f0238b13aaf09b8c6ef748a?s=256&d=identicon&r=PG&f=1', 'display_name': 'raghav', 'link': 'https://stackoverflow.com/users/10852256/raghav'}",True,1104,,3,0,1666598147,1546610917,54040545,CC BY-SA 4.0,https://stackoverflow.com/questions/54040545/importerror-django-is-not-found,ImportError django is not found,1546611237.0,,,,
44,"['python', 'input', 'python-2.x']","{'account_id': 14957108, 'reputation': 75, 'user_id': 10798044, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fb3c99e9a747b70a74fe84c089c2685?s=256&d=identicon&r=PG&f=1', 'display_name': 'DeltaX Gamer PT', 'link': 'https://stackoverflow.com/users/10798044/deltax-gamer-pt'}",True,328,54355151.0,2,0,1666550246,1548362677,54355042,CC BY-SA 4.0,https://stackoverflow.com/questions/54355042/making-a-calculator-in-python,Making a calculator in python,1548363456.0,,,,
45,"['python', 'python-3.x', 'heif', 'heic']","{'account_id': 2575416, 'reputation': 1831, 'user_id': 2233231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8618bb8fbdb432cd2195498fd55c3c88?s=256&d=identicon&r=PG', 'display_name': 'j12y', 'link': 'https://stackoverflow.com/users/2233231/j12y'}",True,59614,,12,53,1666475659,1548651336,54395735,CC BY-SA 4.0,https://stackoverflow.com/questions/54395735/how-to-work-with-heic-image-file-types-in-python,How to work with HEIC image file types in Python,1551287621.0,,,,
46,"['python', 'pdf', 'wget']","{'account_id': 1556449, 'reputation': 1473, 'user_id': 2375183, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e60d9cf257903e18bfc0435730cc07f1?s=256&d=identicon&r=PG', 'display_name': 'Til Hund', 'link': 'https://stackoverflow.com/users/2375183/til-hund'}",True,171,54178352.0,1,1,1666424714,1547454204,54177875,CC BY-SA 4.0,https://stackoverflow.com/questions/54177875/how-to-download-pdfs-from-a-list-of-urls-using-the-wget-module,How to download PDFs from a list of URLs using the wget module?,1666424649.0,,,,
