,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,locked_date
15,"['python', 'python-3.x', 'numpy', 'parquet']","{'account_id': 16230354, 'reputation': 2715, 'user_id': 11725056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fb8aa3bd56b90f894e9805de55ff840?s=256&d=identicon&r=PG&f=1', 'display_name': 'Deshwal', 'link': 'https://stackoverflow.com/users/11725056/deshwal'}",False,860,,1,1,1668036818,1578134913,,59589990,CC BY-SA 4.0,https://stackoverflow.com/questions/59589990/open-flattened-png-images-stored-in-a-parquet-file-format,Open (flattened) png images stored in a .parquet file format,,,,,
16,"['python', 'windows', 'file', 'permissions', 'subprocess']","{'account_id': 12525568, 'reputation': 225, 'user_id': 9115522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36dc9d698f046d1ae77960f719f08a58?s=256&d=identicon&r=PG&f=1', 'display_name': 'QWERASDFYXCV', 'link': 'https://stackoverflow.com/users/9115522/qwerasdfyxcv'}",True,22243,,3,5,1668005963,1579205723,1579206814.0,59777157,CC BY-SA 4.0,https://stackoverflow.com/questions/59777157/permissionerror-winerror-5-access-denied,PermissionError: [WinError 5] Access denied,,,,,
17,"['python', 'python-3.x', 'tensorflow', 'keras', 'tensorflow2.0']","{'account_id': 3882738, 'reputation': 17890, 'user_id': 3214872, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/NJBvG.jpg?s=256&g=1', 'display_name': 'GPhilo', 'link': 'https://stackoverflow.com/users/3214872/gphilo'}",True,413770,59823284.0,19,152,1667973558,1579523213,1590593147.0,59823283,CC BY-SA 4.0,https://stackoverflow.com/questions/59823283/could-not-load-dynamic-library-cudart64-101-dll-on-tensorflow-cpu-only-install,Could not load dynamic library &#39;cudart64_101.dll&#39; on tensorflow CPU-only installation,1596965559.0,,,,
18,"['python', 'tensorflow', 'jupyter-notebook', 'conda']","{'account_id': 5305429, 'reputation': 654, 'user_id': 4233547, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fim7I.jpg?s=256&g=1', 'display_name': 'Oscar Mike', 'link': 'https://stackoverflow.com/users/4233547/oscar-mike'}",True,31333,59577414.0,8,7,1667963222,1578045229,,59576397,CC BY-SA 4.0,https://stackoverflow.com/questions/59576397/python-kernel-dies-on-jupyter-notebook-with-tensorflow-2,Python kernel dies on Jupyter Notebook with tensorflow 2,,,,,
19,"['python', 'selenium', 'google-chrome', 'webdriver']","{'account_id': 9182101, 'reputation': 141, 'user_id': 6825570, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a7e324276e3e0f3d6094632145535d6d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nefarious62', 'link': 'https://stackoverflow.com/users/6825570/nefarious62'}",True,4645,59732974.0,3,3,1667950307,1578922555,1578922652.0,59717738,CC BY-SA 4.0,https://stackoverflow.com/questions/59717738/chrome-page-opened-with-selenium-remains-blank,Chrome page opened with selenium remains blank,,,,,
20,"['python', 'python-3.x', 'macos']","{'account_id': 15450199, 'reputation': 627, 'user_id': 11145822, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5daa3f395c266eef64a37689f10f8345?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sandeep', 'link': 'https://stackoverflow.com/users/11145822/sandeep'}",False,710,,1,1,1667825484,1580379279,,59983625,CC BY-SA 4.0,https://stackoverflow.com/questions/59983625/executing-terminal-commands-using-python-in-mac,Executing Terminal commands using Python in Mac,,,,,
21,"['python', 'pygame']","{'user_type': 'does_not_exist', 'display_name': 'user12291970'}",True,2253,59980344.0,2,7,1667805076,1580340288,1597922862.0,59977052,CC BY-SA 4.0,https://stackoverflow.com/questions/59977052/shooting-a-bullet-in-pygame-in-the-direction-of-mouse,Shooting a bullet in pygame in the direction of mouse,,,,,
22,"['python', 'pyserial']","{'account_id': 17656640, 'reputation': 31, 'user_id': 12816078, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AeP8g.png?s=256&g=1', 'display_name': 'Anxious', 'link': 'https://stackoverflow.com/users/12816078/anxious'}",True,16300,,4,2,1667787766,1580415530,1580416481.0,59993883,CC BY-SA 4.0,https://stackoverflow.com/questions/59993883/pyserial-permissionerror13-access-denied-none-5,"pySerial PermissionError(13, &#39;Access denied&#39;, None, 5)",,,,,
23,"['python', 'python-3.x', 'function', 'parameter-passing', 'function-parameter']","{'account_id': 13400301, 'reputation': 5847, 'user_id': 9670056, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Vo8oI.png?s=256&g=1', 'display_name': 'ibarrond', 'link': 'https://stackoverflow.com/users/9670056/ibarrond'}",True,7192,59661137.0,2,61,1667751491,1578562781,1627545423.0,59661042,,https://stackoverflow.com/questions/59661042/what-do-single-star-and-slash-do-as-independent-parameters,What do * (single star) and / (slash) do as independent parameters?,,1581064608.0,Duplicate,,
24,"['python', 'pip']","{'account_id': 12235881, 'reputation': 1580, 'user_id': 8930321, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e74370719187280756ca022c17002586?s=256&d=identicon&r=PG&f=1', 'display_name': 'lowercase00', 'link': 'https://stackoverflow.com/users/8930321/lowercase00'}",True,304311,,18,97,1667742467,1580436978,1614469552.0,59997065,CC BY-SA 4.0,https://stackoverflow.com/questions/59997065/pip-python-normal-site-packages-is-not-writeable,pip/python: normal site-packages is not writeable,1587068882.0,,,,
25,"['python', 'google-maps', 'scatter-plot']","{'account_id': 16257878, 'reputation': 11, 'user_id': 11740110, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-3RQDPcCNSjs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcwQu6e8Luw3jJ-T0wvp9y2Vb2Xhg/photo.jpg?sz=256', 'display_name': 'Bow', 'link': 'https://stackoverflow.com/users/11740110/bow'}",True,1974,,3,-3,1667726326,1578400504,,59628536,CC BY-SA 4.0,https://stackoverflow.com/questions/59628536/option-symbol-in-scattermapbox-is-not-working,Option &quot;symbol&quot; in scattermapbox is not working,,,,,
26,"['python', 'tensorflow', 'nlp']","{'account_id': 17511496, 'reputation': 11, 'user_id': 12699492, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1050580111957913/picture?type=large', 'display_name': 'Heshani Rupasinghe', 'link': 'https://stackoverflow.com/users/12699492/heshani-rupasinghe'}",False,314,,1,1,1667682149,1578843135,,59705333,CC BY-SA 4.0,https://stackoverflow.com/questions/59705333/how-to-predict-new-data-set-using-trained-classifier,How to predict new data set using trained classifier,,,,,
27,"['python', 'authentication', 'selenium-webdriver', 'cookies', 'pickle']","{'account_id': 15615736, 'reputation': 21, 'user_id': 12485453, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/--keYsDO0Cuk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcmwdHNIOjKWonXe5lHh0t466u6ig/mo/photo.jpg?sz=256', 'display_name': 'Luke Teensie', 'link': 'https://stackoverflow.com/users/12485453/luke-teensie'}",True,4507,,2,2,1667679118,1580222875,1580247665.0,59951304,CC BY-SA 4.0,https://stackoverflow.com/questions/59951304/how-to-save-login-data-to-be-recognized-for-python-selenium-webdriver,How to save login data to be recognized for Python Selenium webdriver,,,,,
28,"['python', 'discord', 'discord.py']","{'account_id': 17504858, 'reputation': 29, 'user_id': 12694325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a0d4c24d773c41b697cabfa5e3e9f7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'jitter', 'link': 'https://stackoverflow.com/users/12694325/jitter'}",True,23401,59800306.0,5,1,1667505362,1579345701,1608149807.0,59799987,CC BY-SA 4.0,https://stackoverflow.com/questions/59799987/how-to-get-a-users-avatar-with-their-id-in-discord-py,How to get a user&#39;s avatar with their id in discord.py?,,,,,
29,"['python', 'django', 'django-views']","{'account_id': 17593310, 'reputation': 106, 'user_id': 12764729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f258d1b4b5b092ed944b86a77ae268f?s=256&d=identicon&r=PG&f=1', 'display_name': 'lmtr0', 'link': 'https://stackoverflow.com/users/12764729/lmtr0'}",False,45,,0,0,1667455159,1579785512,1667455159.0,59879531,CC BY-SA 4.0,https://stackoverflow.com/questions/59879531/django-production-server-error-13-while-saving-a-pickure,Django production server error 13 while saving a pickure,,,,,
30,['python'],"{'account_id': 17436424, 'reputation': 33, 'user_id': 12639317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c145563fd74c59da5fa2345ccfe9037?s=256&d=identicon&r=PG&f=1', 'display_name': 'Milan McGraw', 'link': 'https://stackoverflow.com/users/12639317/milan-mcgraw'}",False,210,,2,1,1667330513,1577947440,1577947812.0,59559310,CC BY-SA 4.0,https://stackoverflow.com/questions/59559310/juypter-will-not-launch-from-anaconda,Juypter will not launch from Anaconda,,,,,
31,"['python', 'opencv', 'scikit-image']","{'account_id': 7923540, 'reputation': 427, 'user_id': 5983691, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/x2Ydp.jpg?s=256&g=1', 'display_name': 'osterburg', 'link': 'https://stackoverflow.com/users/5983691/osterburg'}",True,1275,59873926.0,3,0,1667321640,1579661470,1579749301.0,59851952,CC BY-SA 4.0,https://stackoverflow.com/questions/59851952/is-there-any-way-to-manipulate-an-image-using-a-color-curve-in-python,Is there any way to manipulate an image using a color curve in python?,,,,,
32,"['python', 'django', 'amazon-web-services', 'heroku', 'amazon-s3']","{'account_id': 11505038, 'reputation': 71, 'user_id': 8431565, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-r5JMdq6DcrM/AAAAAAAAAAI/AAAAAAAABps/8KW17tIk9qw/photo.jpg?sz=256', 'display_name': 'Ritvik Shah', 'link': 'https://stackoverflow.com/users/8431565/ritvik-shah'}",True,7238,,9,7,1667307123,1578462705,,59640100,CC BY-SA 4.0,https://stackoverflow.com/questions/59640100/valueerror-at-required-parameter-name-not-set,ValueError at / (Required parameter name not set),,,,,
33,"['python', 'spyder']","{'account_id': 16347472, 'reputation': 1, 'user_id': 11806839, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5lzqHQBWSqA/AAAAAAAAAAI/AAAAAAAABkA/Ojj5XxZ80gw/photo.jpg?sz=256', 'display_name': 'Voldemort', 'link': 'https://stackoverflow.com/users/11806839/voldemort'}",True,1200,,2,0,1667221269,1579757448,,59872073,CC BY-SA 4.0,https://stackoverflow.com/questions/59872073/spyder-crashed-during-last-session,Spyder crashed during last session,,,,,
34,"['python', 'plotly-dash']","{'account_id': 16298577, 'reputation': 343, 'user_id': 11770242, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-HIy1VQHW_tU/AAAAAAAAAAI/AAAAAAAAAAA/MhTKbQiYSm0/photo.jpg?sz=256', 'display_name': 'AdamA', 'link': 'https://stackoverflow.com/users/11770242/adama'}",True,21744,,4,7,1667186459,1578105045,1578106800.0,59587439,CC BY-SA 4.0,https://stackoverflow.com/questions/59587439/plotly-dash-application-not-running,Plotly Dash application not running,,,,,
35,"['python', 'google-drive-api', 'google-oauth']","{'account_id': 17061832, 'reputation': 11, 'user_id': 12345069, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Un27TvJLs7E/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfAZJ03ztMAs7F5Y0A6XPdsg3QNFw/photo.jpg?sz=256', 'display_name': 'Emmanuel Reyes', 'link': 'https://stackoverflow.com/users/12345069/emmanuel-reyes'}",False,1164,,0,0,1667164953,1578526488,1578526628.0,59655273,CC BY-SA 4.0,https://stackoverflow.com/questions/59655273/how-can-i-solve-error-403-daily-limit-for-unauthenticated-use-exceeded-continu,How can I solve Error 403: Daily Limit for Unauthenticated Use Exceeded. Continued use requires signup. in google drive api with python?,,,,,
36,"['python', 'pandas', 'dataframe', 'duplicates', 'mean']","{'account_id': 17087842, 'reputation': 287, 'user_id': 12364600, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BDPUy.jpg?s=256&g=1', 'display_name': 'Temp_coder', 'link': 'https://stackoverflow.com/users/12364600/temp-coder'}",True,31,59745655.0,2,1,1667132016,1579066590,1579067879.0,59745642,CC BY-SA 4.0,https://stackoverflow.com/questions/59745642/adding-a-column-in-a-dataframe-doing-different-operation-for-different-rows-of-e,Adding a column in a dataframe doing different operation for different rows of existing column,,,,,
37,['python'],"{'account_id': 328297, 'reputation': 104818, 'user_id': 651174, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2e2d79b9350ef4ebf04ac0ad5816a5c3?s=256&d=identicon&r=PG', 'display_name': 'David542', 'link': 'https://stackoverflow.com/users/651174/david542'}",False,652,,2,-1,1667131939,1579823575,1667131939.0,59888679,CC BY-SA 4.0,https://stackoverflow.com/questions/59888679/decorator-to-close-open-files,Decorator to close open files,,,,,
38,"['python', 'jupyter-notebook', 'pycharm', 'jupyter']","{'account_id': 270369, 'reputation': 6076, 'user_id': 560283, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/n3lfi.jpg?s=256&g=1', 'display_name': 'Mel', 'link': 'https://stackoverflow.com/users/560283/mel'}",False,4560,,1,7,1667122125,1578729054,,59692621,CC BY-SA 4.0,https://stackoverflow.com/questions/59692621/jupyter-package-is-not-installed-error-message-in-pycharm-using-windows-how,&quot;Jupyter package is not installed&quot; error message in Pycharm (using Windows). How do I fix this?,,,,,
39,"['javascript', 'python', 'flask', 'web-frameworks']","{'account_id': 14931835, 'reputation': 121, 'user_id': 12264031, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/045b50441e98f75dcfb7de6833c82a3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'LeoFr', 'link': 'https://stackoverflow.com/users/12264031/leofr'}",True,11919,60186707.0,2,5,1667095742,1580332066,1667095624.0,59975596,CC BY-SA 4.0,https://stackoverflow.com/questions/59975596/how-to-connect-javascript-to-python-script-with-flask,How to connect JavaScript to Python script with Flask?,,,,,
40,"['python', 'django', 'database', 'django-annotate']","{'account_id': 12369930, 'reputation': 25, 'user_id': 9020566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d4f10407dc831c4c10f07d1b07247d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'KonriMarzec', 'link': 'https://stackoverflow.com/users/9020566/konrimarzec'}",True,2477,59968809.0,5,0,1667033788,1580232164,1580242807.0,59954022,CC BY-SA 4.0,https://stackoverflow.com/questions/59954022/django-queryset-with-annotate,Django Queryset with annotate,,,,,
41,"['python', 'pip', 'jupyter-lab']","{'account_id': 2705297, 'reputation': 6811, 'user_id': 2335020, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/ql0vj.png?s=256&g=1', 'display_name': '576i', 'link': 'https://stackoverflow.com/users/2335020/576i'}",True,27505,60001953.0,5,5,1667027121,1580461626,1580462531.0,60000802,CC BY-SA 4.0,https://stackoverflow.com/questions/60000802/how-can-i-see-all-installed-python-modules-in-jupyter-lab-like-pip-freeze-with,How can I see all installed Python modules in Jupyter Lab (like pip freeze) with Python 3.7 or newer?,,,,,
42,"['python', 'virtualenv', 'rename', 'prompt']","{'account_id': 16255254, 'reputation': 31, 'user_id': 12438883, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e97fd18fd2c8475e9145051f94d9f98?s=256&d=identicon&r=PG&f=1', 'display_name': 'AlekseyP', 'link': 'https://stackoverflow.com/users/12438883/alekseyp'}",True,3685,,3,3,1666998773,1578910698,1578912493.0,59714589,CC BY-SA 4.0,https://stackoverflow.com/questions/59714589/is-it-possible-to-change-python-virtualenv-name-shown-in-prompt,"Is it possible to change python virtualenv name, shown in prompt?",,,,,
43,"['python', 'google-text-to-speech']","{'account_id': 9450789, 'reputation': 105, 'user_id': 7027749, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-B8t5peN3H9Q/AAAAAAAAAAI/AAAAAAAAAJA/sS5Od6PRugA/photo.jpg?sz=256', 'display_name': 'Barry Sturgeon', 'link': 'https://stackoverflow.com/users/7027749/barry-sturgeon'}",True,10619,,7,9,1666975336,1579511122,1579516421.0,59819936,CC BY-SA 4.0,https://stackoverflow.com/questions/59819936/adding-a-pause-in-google-text-to-speech,Adding a pause in Google-text-to-speech,,,,,
44,"['python', 'normalization']","{'account_id': 17630672, 'reputation': 1, 'user_id': 12794830, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ctnb_572J4o/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rco3D496mL6yY9C3AkIeq6Ei46b2Q/photo.jpg?sz=256', 'display_name': 'gogoring', 'link': 'https://stackoverflow.com/users/12794830/gogoring'}",False,18928,,5,-3,1666899913,1580164810,1580183663.0,59939914,CC BY-SA 4.0,https://stackoverflow.com/questions/59939914/1-7-lab-adjust-values-in-a-list-by-normalizing-zybook,1.7 LAB: Adjust values in a list by normalizing_zybook,,,,,
45,"['python', 'static-analysis', 'pylint', 'docstring']","{'account_id': 1962409, 'reputation': 379, 'user_id': 2582137, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Zii9C.jpg?s=256&g=1', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/2582137/richard'}",True,14325,59902236.0,7,18,1666878846,1579891729,,59902102,CC BY-SA 4.0,https://stackoverflow.com/questions/59902102/why-is-imperative-mood-important-for-docstrings,Why is imperative mood important for docstrings?,,,,,
46,"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 17564862, 'reputation': 403, 'user_id': 12741942, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-YxRPaYziPaE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcX8MJiFDRivpLouDpYvJV8Ut13Ew/photo.jpg?sz=256', 'display_name': 'Arthos', 'link': 'https://stackoverflow.com/users/12741942/arthos'}",True,57680,,11,35,1666854656,1579711242,1608570796.0,59864408,CC BY-SA 4.0,https://stackoverflow.com/questions/59864408/tensorflowyour-input-ran-out-of-data,tensorflow:Your input ran out of data,,,,,
