,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from
10,"['c++', 'linux', 'shared-libraries', 'reverse-engineering', 'debug-symbols']","{'account_id': 2557533, 'reputation': 1925, 'user_id': 2219196, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/MrlNM.jpg?s=256&g=1', 'display_name': 'aj3423', 'link': 'https://stackoverflow.com/users/2219196/aj3423'}",True,260,2,0,1666191998,1592245290,62394551,CC BY-SA 4.0,https://stackoverflow.com/questions/62394551/how-to-hide-the-dependencies-function-names-in-shared-library,How to hide the dependencies&#39; function names in shared library?,,,,,
11,"['c++', 'file', 'url']","{'account_id': 17543551, 'reputation': 13, 'user_id': 13208416, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mByYtTqbfYTYpSZdQKyFoBtWHLdQyBClZMI696t=k-s256', 'display_name': 'tilekvj', 'link': 'https://stackoverflow.com/users/13208416/tilekvj'}",False,8592,2,1,1666152270,1592889285,62527768,CC BY-SA 4.0,https://stackoverflow.com/questions/62527768/download-file-from-url-on-c,Download file from url on C++,,,,,
12,"['c++', 'c', 'clang', 'clang++', 'ubuntu-20.04']","{'account_id': 1614556, 'reputation': 6522, 'user_id': 1492613, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d05f70836a7f9f7bcde2eb0142f0424e?s=256&d=identicon&r=PG', 'display_name': 'Wang', 'link': 'https://stackoverflow.com/users/1492613/wang'}",True,5133,2,9,1665872187,1591913729,62334452,CC BY-SA 4.0,https://stackoverflow.com/questions/62334452/fast-math-cause-undefined-reference-to-pow-finite,fast-math cause undefined reference to `__pow_finite&#39;,1591966400.0,74083393.0,,,
13,"['c++', 'visual-c++', 'rvalue-reference']","{'account_id': 18792820, 'reputation': 33, 'user_id': 13704909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2dd6bab8a7a39c2f74cab98479faec7?s=256&d=identicon&r=PG&f=1', 'display_name': '92381tt', 'link': 'https://stackoverflow.com/users/13704909/92381tt'}",True,102,1,3,1665662545,1591607786,62258749,CC BY-SA 4.0,https://stackoverflow.com/questions/62258749/different-constructor-calls-depending-on-compiler,Different constructor calls depending on compiler,1591612358.0,62261699.0,,,
14,"['c++', 'macos']","{'account_id': 16207299, 'reputation': 49, 'user_id': 11702184, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tibO1.png?s=256&g=1', 'display_name': 'thesmartdeveloper', 'link': 'https://stackoverflow.com/users/11702184/thesmartdeveloper'}",True,768,2,1,1665492317,1591288206,62199663,CC BY-SA 4.0,https://stackoverflow.com/questions/62199663/error-non-aggregate-type-vectorint-cannot-be-inititalised-with-an-initialiser,error: non-aggregate type vector&lt;int&gt; cannot be inititalised with an initialiser list,1591341046.0,62200591.0,,,
15,"['c++', 'c', 'macos', 'clang']","{'account_id': 1620950, 'reputation': 2100, 'user_id': 1497516, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/2b240f9c5894cf2dd484081db7fd719e?s=256&d=identicon&r=PG', 'display_name': 'OzB', 'link': 'https://stackoverflow.com/users/1497516/ozb'}",True,967,2,3,1665392585,1592858233,62523093,CC BY-SA 4.0,https://stackoverflow.com/questions/62523093/compile-llvm-from-sources-on-macos-catalina-how-to-solve-stdio-h-not-found,Compile LLVM from sources on macOS Catalina (How to solve &quot;stdio.h&quot; not found),1665392585.0,62523094.0,,,
16,"['c++', 'visual-studio-code', 'vcpkg']","{'account_id': 18871240, 'reputation': 11, 'user_id': 13765781, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi-bdfWcYgP_Yg4ic5uUP68shOHQjGmcZM1HWAL66E=k-s256', 'display_name': 'B.C. Brammer', 'link': 'https://stackoverflow.com/users/13765781/b-c-brammer'}",False,751,1,1,1665023870,1592436268,62439928,CC BY-SA 4.0,https://stackoverflow.com/questions/62439928/cannot-use-vcpkg-to-download-c-libraries-in-windowsx64-visual-studio-code,cannot use vcpkg to download C++ libraries in Windowsx64 Visual Studio Code,,,,,
17,"['c++', 'visual-c++', 'datepicker', 'mfc']","{'account_id': 9160168, 'reputation': 125, 'user_id': 7350519, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1TEim.png?s=256&g=1', 'display_name': 'AguaSal', 'link': 'https://stackoverflow.com/users/7350519/aguasal'}",True,168,1,2,1664943854,1591893756,62329300,CC BY-SA 4.0,https://stackoverflow.com/questions/62329300/mfc-can-you-change-the-acceleration-of-the-spin-in-a-cdatetimectrl,MFC: Can you change the acceleration of the spin in a CDateTimeCtrl?,1591906835.0,62331485.0,,,
18,"['c++', 'std']","{'account_id': 18765115, 'reputation': 693, 'user_id': 13683188, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/srL3e.jpg?s=256&g=1', 'display_name': 'Tobi Akinyemi', 'link': 'https://stackoverflow.com/users/13683188/tobi-akinyemi'}",True,1886,2,3,1664729955,1592766165,62503197,CC BY-SA 4.0,https://stackoverflow.com/questions/62503197/check-if-path-contains-another-in-c,Check if path contains another in C++,1592769126.0,,,,
19,"['c++', 'class', 'stdmap', 'default-constructor']","{'account_id': 18784711, 'reputation': 41, 'user_id': 13698551, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-j1C5sXM-mNY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckiR0AKuTJvmsX9hIxJ2BPjMo7KaQ/photo.jpg?sz=256', 'display_name': 'atla praveen', 'link': 'https://stackoverflow.com/users/13698551/atla-praveen'}",True,544,2,2,1664680383,1592646943,62484256,CC BY-SA 4.0,https://stackoverflow.com/questions/62484256/why-does-default-constructor-is-called-even-when-i-am-calling-the-parameterized,Why does default constructor is called even when I am calling the parameterized constructor?,1664680383.0,,,,
20,"['c++', 'boost', 'boost-hana']","{'account_id': 1614556, 'reputation': 6522, 'user_id': 1492613, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d05f70836a7f9f7bcde2eb0142f0424e?s=256&d=identicon&r=PG', 'display_name': 'Wang', 'link': 'https://stackoverflow.com/users/1492613/wang'}",True,1692,3,3,1663742678,1591822219,62312879,CC BY-SA 4.0,https://stackoverflow.com/questions/62312879/boosthana-how-to-check-if-a-type-is-stdoptional,boost::hana how to check if a type is std::optional?,1591861486.0,,,,
21,"['c++', 'macos', 'g++']","{'account_id': 8361348, 'reputation': 135, 'user_id': 6279548, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-0Fejkb6dlC4/AAAAAAAAAAI/AAAAAAAAACE/2r18KKTIb0Q/photo.jpg?sz=256', 'display_name': 'Lin Weiye', 'link': 'https://stackoverflow.com/users/6279548/lin-weiye'}",True,825,2,4,1663686295,1593311759,62617618,CC BY-SA 4.0,https://stackoverflow.com/questions/62617618/usr-bin-locale-source-file-is-not-valid-utf-8,/usr/bin/locale: source file is not valid UTF-8,1663686295.0,62648963.0,,,
22,"['c++', 'undefined-behavior']","{'account_id': 17333568, 'reputation': 1742, 'user_id': 13563520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e1da84f53bb49e1ee8583e7fc480ad1?s=256&d=identicon&r=PG&f=1', 'display_name': 'cinnamon', 'link': 'https://stackoverflow.com/users/13563520/cinnamon'}",True,12660,16,162,1662384810,1591233967,62185373,CC BY-SA 4.0,https://stackoverflow.com/questions/62185373/in-practice-why-would-different-compilers-compute-different-values-of-int-x,"In practice, why would different compilers compute different values of int x = ++i + ++i;?",1592174940.0,62193329.0,,,
23,"['c++', 'multithreading', 'parallel-processing', 'fftw']","{'account_id': 11537304, 'reputation': 15, 'user_id': 11785967, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9281971b1e94af641e637886f41d368e?s=256&d=identicon&r=PG&f=1', 'display_name': 'MesTor', 'link': 'https://stackoverflow.com/users/11785967/mestor'}",False,215,0,1,1662234292,1592376915,62423098,CC BY-SA 4.0,https://stackoverflow.com/questions/62423098/how-to-do-parallel-processing-with-fftw3-library,How to do parallel-processing with fftw3 library?,1662234292.0,,,,
24,"['c++', 'mfc']","{'account_id': 10905083, 'reputation': 53, 'user_id': 8018773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3b8d41f21bf2b3ef0d76a0a296bb98e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vlad Nicola', 'link': 'https://stackoverflow.com/users/8018773/vlad-nicola'}",True,1803,2,2,1662121955,1591449545,62232308,CC BY-SA 4.0,https://stackoverflow.com/questions/62232308/table-grid-using-mfc,Table/Grid using MFC,,62234799.0,,,
25,"['c++', 'visual-studio-code']","{'account_id': 18805466, 'reputation': 1, 'user_id': 13714914, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjrCQi0kzaHdz5Gs3sj8SDHTUfUtUMCzOTZlM12=k-s256', 'display_name': 'Omega Joule', 'link': 'https://stackoverflow.com/users/13714914/omega-joule'}",False,5652,2,0,1662040798,1591718435,62286795,CC BY-SA 4.0,https://stackoverflow.com/questions/62286795/vscode-c-terminal-process-terminated-with-exit-code-1,VSCode C++ Terminal Process terminated with exit code: 1,,,,,
26,"['c++', 'gcc', 'c++20', 'consteval', 'std-source-location']","{'account_id': 1521908, 'reputation': 8258, 'user_id': 1421332, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/39f3da5b153edf32201b9e9100dad01a?s=256&d=identicon&r=PG', 'display_name': 'Silicomancer', 'link': 'https://stackoverflow.com/users/1421332/silicomancer'}",True,269,2,2,1662034225,1593383851,62628942,CC BY-SA 4.0,https://stackoverflow.com/questions/62628942/consteval-wrapper-vs-source-location,consteval wrapper vs. source_location,1600028215.0,73569132.0,,,
27,"['c++', 'unions']","{'account_id': 16318976, 'reputation': 67, 'user_id': 11785284, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-dT6-K3m1i6Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re2oOTRBbLR1ADA64iCl-Gp0reBbA/photo.jpg?sz=256', 'display_name': 'cyber_fish', 'link': 'https://stackoverflow.com/users/11785284/cyber-fish'}",False,100,1,0,1661804192,1592661677,62486804,,https://stackoverflow.com/questions/62486804/union-is-gives-an-error-with-string-datatype-but-works-with-char-datatype,union is gives an error with string datatype but works with char datatype,1661804192.0,,1592680585.0,Duplicate,
28,"['c++', 'crash', 'unions']","{'account_id': 3773810, 'reputation': 14283, 'user_id': 3284878, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d324c610856d2626e9b719eb4135b3cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aviv Cohn', 'link': 'https://stackoverflow.com/users/3284878/aviv-cohn'}",True,98,1,0,1661804171,1592941780,62542654,CC BY-SA 4.0,https://stackoverflow.com/questions/62542654/program-crashes-inside-the-copy-constructor-of-a-discriminated-union,Program crashes inside the copy constructor of a discriminated union,1661804171.0,62542705.0,,,
29,"['c++', 'c', 'floating-point', 'bit-manipulation']","{'account_id': 17715102, 'reputation': 4276, 'user_id': 12861639, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a08a192c07be32909e1ad8bd895ffde?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ranoiaetep', 'link': 'https://stackoverflow.com/users/12861639/ranoiaetep'}",True,838,4,5,1661653235,1593404983,62631242,CC BY-SA 4.0,https://stackoverflow.com/questions/62631242/is-there-a-formula-to-find-the-numbers-of-bits-for-either-exponent-or-significan,Is there a formula to find the numbers of bits for either exponent or significand in a floating point number?,1652820016.0,62637155.0,,,
30,"['c++', 'cmake', 'kdevelop']","{'account_id': 1581608, 'reputation': 651, 'user_id': 1466885, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/4f3dbc479f96b0133eb624336e7842c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'reckless', 'link': 'https://stackoverflow.com/users/1466885/reckless'}",False,1168,1,3,1661511974,1592424363,62437500,CC BY-SA 4.0,https://stackoverflow.com/questions/62437500/unable-to-setup-vcpkg-cmake-toolchain-file-with-kdevelop,Unable to setup vcpkg CMAKE_TOOLCHAIN_FILE with KDevelop,1661511974.0,,,,
31,"['c++', 'fmt', 'spdlog']","{'account_id': 318427, 'reputation': 20432, 'user_id': 635654, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b8fb58eef98caeec6ab3366e0ac986d7?s=256&d=identicon&r=PG', 'display_name': 'CygnusX1', 'link': 'https://stackoverflow.com/users/635654/cygnusx1'}",True,3843,2,3,1661104839,1591864126,62320177,CC BY-SA 4.0,https://stackoverflow.com/questions/62320177/cannot-format-argument-from-within-spdlog,Cannot format argument from within spdlog,1591864519.0,62326599.0,,,
32,"['c++', 'opencv', 'ubuntu-18.04', 'nvidia']","{'account_id': 15314688, 'reputation': 3750, 'user_id': 11048887, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kE8NR.jpg?s=256&g=1', 'display_name': 'Yunus Temurlenk', 'link': 'https://stackoverflow.com/users/11048887/yunus-temurlenk'}",False,486,1,2,1660743997,1593420890,62634544,CC BY-SA 4.0,https://stackoverflow.com/questions/62634544/error-210unsupported-format-or-combination-of-formats-video-source-is-not-s,error: (-210:Unsupported format or combination of formats) Video source is not supported by hardware video decoder in function &#39;create&#39;,1593423300.0,,,,
33,"['c++', 'templates', 'inheritance', 'uml', 'diagram']","{'account_id': 5023898, 'reputation': 21, 'user_id': 4036556, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g5r5D.png?s=256&g=1', 'display_name': 'GiulioPN', 'link': 'https://stackoverflow.com/users/4036556/giuliopn'}",False,152,2,2,1660664526,1591201795,62177870,CC BY-SA 4.0,https://stackoverflow.com/questions/62177870/uml-diagram-for-template-inheritance,UML diagram for template inheritance,1591209178.0,,,,
34,"['c++', 'c', 'operating-system', 'embedded', 'system']","{'account_id': 18399536, 'reputation': 39, 'user_id': 13402994, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj1fuifwPo-QoJE893EXsl4CUDi5afccqVcDhTn=k-s256', 'display_name': 'Lokesh Waran', 'link': 'https://stackoverflow.com/users/13402994/lokesh-waran'}",True,2633,5,2,1660544155,1592790102,62506302,CC BY-SA 4.0,https://stackoverflow.com/questions/62506302/why-developers-use-c-c-for-embedded-systems-rather-than-high-level-language-li,why developers use c/c++ for embedded systems rather than high level language like python compared to c?,,,,,
35,"['c++', 'destructor', 'unions']","{'account_id': 3773810, 'reputation': 14283, 'user_id': 3284878, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d324c610856d2626e9b719eb4135b3cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aviv Cohn', 'link': 'https://stackoverflow.com/users/3284878/aviv-cohn'}",True,215,2,3,1660535309,1593002758,62555368,CC BY-SA 4.0,https://stackoverflow.com/questions/62555368/destructor-of-union-member-seems-to-be-called-automatically,Destructor of union member seems to be called automatically,1660535309.0,62555531.0,,,
36,"['c++', 'visual-studio-code', 'compiler-errors', 'c++17']","{'account_id': 6891951, 'reputation': 573, 'user_id': 5295093, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/5bc2f28fcd6c0b89e2e8047702c0ce76?s=256&d=identicon&r=PG&f=1', 'display_name': 'M. Layton', 'link': 'https://stackoverflow.com/users/5295093/m-layton'}",True,5920,4,13,1660496607,1592665647,62487546,CC BY-SA 4.0,https://stackoverflow.com/questions/62487546/c-compile-error-expected-at-end-of-declaration-when-using-direct-brace-i,c++ compile error &#39;expected &#39;;&#39; at end of declaration&#39; when using direct brace initialization,1592669053.0,,,,
37,"['c++', 'urlmon']","{'account_id': 18786543, 'reputation': 1, 'user_id': 13700020, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-_TqfTwL5B2Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckLpPEoWP-iRhouQod7Kpjd4MLzCA/photo.jpg?sz=256', 'display_name': 'ImportantData', 'link': 'https://stackoverflow.com/users/13700020/importantdata'}",False,205,1,0,1660157288,1591534908,62245713,CC BY-SA 4.0,https://stackoverflow.com/questions/62245713/syntax-error-constant-for-a-windows-sdk-file,syntax error: &#39;constant&#39; for a windows sdk file,1591536865.0,,,,
38,"['c++', 'valgrind']","{'account_id': 3581935, 'reputation': 1724, 'user_id': 2989935, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://graph.facebook.com/730884946/picture?type=large', 'display_name': 'Harper', 'link': 'https://stackoverflow.com/users/2989935/harper'}",False,202,2,0,1659795364,1591811612,62309993,CC BY-SA 4.0,https://stackoverflow.com/questions/62309993/valgrind-reports-sigill-in-stdstringswap,Valgrind reports SIGILL in std::string::swap,1591817986.0,,,,
39,"['c++', 'c++14', 'standards', 'c++20']","{'account_id': 15677718, 'reputation': 432, 'user_id': 11312558, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ffeedc21046c1a222cdaaf9b9f5a104?s=256&d=identicon&r=PG&f=1', 'display_name': 'Elia', 'link': 'https://stackoverflow.com/users/11312558/elia'}",True,3112,1,28,1659782282,1592749212,62499825,CC BY-SA 4.0,https://stackoverflow.com/questions/62499825/is-there-a-reason-not-to-use-the-newest-c-standard,Is there a reason not to use the newest C++ standard?,,62499915.0,,,
40,"['c++', 'windows', 'c++17', 'version']","{'account_id': 17231620, 'reputation': 13, 'user_id': 12476063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed2fe51d73908829ea762b884d3f140e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hitchance', 'link': 'https://stackoverflow.com/users/12476063/hitchance'}",True,97,1,0,1659275020,1593284051,62614261,CC BY-SA 4.0,https://stackoverflow.com/questions/62614261/check-if-windows10-is-installed-c,Check if windows10 is installed C++,,62616848.0,,,
41,"['c++', 'clang']","{'account_id': 18428325, 'reputation': 75, 'user_id': 13424081, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-NVKIVHkgq3M/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPNUHNf0yUVhZ6ulSFCnddmAme6tw/photo.jpg?sz=256', 'display_name': 'sand', 'link': 'https://stackoverflow.com/users/13424081/sand'}",True,12990,2,5,1659079215,1593274164,62612405,CC BY-SA 4.0,https://stackoverflow.com/questions/62612405/usr-bin-ld-cannot-find-lc,/usr/bin/ld: cannot find -lc++,1593436205.0,62640703.0,,,
42,"['c++', 'c', 'visual-studio', 'dll']","{'account_id': 12248144, 'reputation': 65, 'user_id': 10071455, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-M_4DPyvsXoQ/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7rL-cVZrYSZ3Xy8dvk3I1LkepxyUQ/mo/photo.jpg?sz=256', 'display_name': 'Andriy Buchynskyy', 'link': 'https://stackoverflow.com/users/10071455/andriy-buchynskyy'}",False,972,1,1,1658906681,1591122955,62159032,CC BY-SA 4.0,https://stackoverflow.com/questions/62159032/printf-doesnt-print-any-message-from-dll-library,printf doesn&#39;t print any message from dll library,1591300805.0,,,,
43,"['c++', 'c++11']","{'account_id': 9189575, 'reputation': 1270, 'user_id': 6830594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ef3c095a4546f37c872ef77ab7d8e38?s=256&d=identicon&r=PG&f=1', 'display_name': 'okapi', 'link': 'https://stackoverflow.com/users/6830594/okapi'}",True,900,4,11,1658686201,1593103251,62580224,CC BY-SA 4.0,https://stackoverflow.com/questions/62580224/should-functions-declared-with-default-only-go-in-the-header-file,Should functions declared with `= default` only go in the header file,,62580418.0,,,
44,"['java', 'c++', 'g++', 'treeset']","{'user_type': 'does_not_exist', 'display_name': 'user8838577'}",True,296,1,3,1658490918,1592915812,62534893,CC BY-SA 4.0,https://stackoverflow.com/questions/62534893/counting-inversions-using-treeset-java,Counting Inversions using TreeSet Java,1658490918.0,62545099.0,,,
45,"['c++', 'visual-studio', 'include', 'time.h']","{'account_id': 8138481, 'reputation': 2257, 'user_id': 6129428, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f7dab9d0dec9975a9de1237243c42804?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hadi GhahremanNezhad', 'link': 'https://stackoverflow.com/users/6129428/hadi-ghahremannezhad'}",True,3836,2,1,1658440286,1592139785,62372898,CC BY-SA 4.0,https://stackoverflow.com/questions/62372898/c-cannot-open-source-file-time-h,C++ cannot open source file &quot;time.h&quot;,1592644375.0,62372949.0,,,
46,['c++'],"{'account_id': 18837539, 'reputation': 199, 'user_id': 13739839, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mTvc4.jpg?s=256&g=1', 'display_name': 'Arjun U S', 'link': 'https://stackoverflow.com/users/13739839/arjun-u-s'}",True,228,2,1,1658402911,1593076345,62571871,CC BY-SA 4.0,https://stackoverflow.com/questions/62571871/how-to-pass-member-function-of-class-to-thread,How to pass member function of class to thread?,,62572474.0,,,
47,"['c++', 'c', 'filter', 'ffmpeg']","{'account_id': 18848707, 'reputation': 9, 'user_id': 13748342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/304239227ff69c0149fb7045c586f9f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'luchengbiao', 'link': 'https://stackoverflow.com/users/13748342/luchengbiao'}",False,180,1,0,1658224315,1592209649,62384279,CC BY-SA 4.0,https://stackoverflow.com/questions/62384279/how-to-use-the-blackframe-avfilter-of-ffmpeg-in-c-c,How to use the blackframe avfilter of ffmpeg in C/C++,,,,,
