,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,protected_date
10,"['c++', 'visual-c++', 'visual-studio-2015']","{'account_id': 459844, 'reputation': 5700, 'user_id': 860566, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/7b3c9600bd9d213f52750ac083c1ac28?s=256&d=identicon&r=PG', 'display_name': 'Thomas Russell', 'link': 'https://stackoverflow.com/users/860566/thomas-russell'}",False,276,1,0,1666958015,1570806536,58344063,CC BY-SA 4.0,https://stackoverflow.com/questions/58344063/when-does-the-msvc-compiler-linker-synthesize-scalar-vector-deleting-destructor,When does the MSVC compiler/linker synthesize scalar/vector deleting destructor,,1592644375.0,,,,
11,"['python', 'c++', 'tensorflow', 'anaconda', 'glibc']","{'account_id': 12693032, 'reputation': 168, 'user_id': 9222383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/375b76bfd226f0ef9c27e0c2084c5967?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aditya Azad', 'link': 'https://stackoverflow.com/users/9222383/aditya-azad'}",True,18149,4,14,1666215870,1571286889,58424974,CC BY-SA 4.0,https://stackoverflow.com/questions/58424974/anaconda-importerror-usr-lib64-libstdc-so-6-version-glibcxx-3-4-21-not-fo,Anaconda ImportError: /usr/lib64/libstdc++.so.6: version `GLIBCXX_3.4.21&#39; not found,,1658737778.0,,,,
12,"['c++', 'eclipse']","{'account_id': 4843767, 'reputation': 273, 'user_id': 3962706, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f2a889bb27ced6b83a5d27d4c2ff3b28?s=256&d=identicon&r=PG&f=1', 'display_name': 'developer', 'link': 'https://stackoverflow.com/users/3962706/developer'}",False,3331,2,1,1666200037,1571911193,58538849,CC BY-SA 4.0,https://stackoverflow.com/questions/58538849/eclipse-console-says-cannot-run-cmake,Eclipse Console says cannot run cmake,,1571912092.0,,,,
13,['c++'],"{'account_id': 9442515, 'reputation': 2732, 'user_id': 7022459, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/646lY.png?s=256&g=1', 'display_name': 'Apollys supports Monica', 'link': 'https://stackoverflow.com/users/7022459/apollys-supports-monica'}",True,336,4,5,1666180115,1570056957,58210322,CC BY-SA 4.0,https://stackoverflow.com/questions/58210322/c-binary-predicate-version-of-stdall-of,C++ binary predicate version of std::all_of()?,,,,,,
14,"['c++', 'networking']","{'account_id': 3610133, 'reputation': 1624, 'user_id': 3052832, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/9rMzH.jpg?s=256&g=1', 'display_name': 'Blue7', 'link': 'https://stackoverflow.com/users/3052832/blue7'}",True,916,1,4,1665953403,1570462365,58272753,CC BY-SA 4.0,https://stackoverflow.com/questions/58272753/how-to-send-messages-between-server-and-client-using-c-standard-library-networ,How to Send messages between server and client using C++ standard library networking TS,58273312.0,,,,,
15,"['c++', 'language-lawyer']","{'account_id': 1671542, 'reputation': 11163, 'user_id': 1537925, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/U8DRJ.png?s=256&g=1', 'display_name': 'The Vee', 'link': 'https://stackoverflow.com/users/1537925/the-vee'}",True,128,1,6,1665622545,1570092016,58215328,CC BY-SA 4.0,https://stackoverflow.com/questions/58215328/how-is-char-traitschareof-encoded-in-platforms-where-sizeofint-1,How is char_traits&lt;char&gt;::eof() encoded in platforms where sizeof(int) == 1?,,,,,,
16,['c++'],"{'account_id': 899861, 'reputation': 1791, 'user_id': 936269, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/1fac3223b59eb3774aef86f7684f7f5f?s=256&d=identicon&r=PG', 'display_name': 'Lars Nielsen', 'link': 'https://stackoverflow.com/users/936269/lars-nielsen'}",True,894,2,2,1665573796,1570173199,58231584,,https://stackoverflow.com/questions/58231584/efficient-way-to-find-number-of-files-in-directory,Efficient way to find number of files in directory,58232164.0,1570175023.0,1570196814.0,Duplicate,,
17,['c++'],"{'account_id': 16966725, 'reputation': 11, 'user_id': 12272384, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2487941117952366/picture?type=large', 'display_name': 'Noc-Noc Noctis', 'link': 'https://stackoverflow.com/users/12272384/noc-noc-noctis'}",True,122,5,0,1665428903,1571984890,58553291,CC BY-SA 4.0,https://stackoverflow.com/questions/58553291/combined-conversion,Combined conversion,58556926.0,1571987410.0,,,,
18,"['c++', 'opencv', 'camera-calibration', 'distortion', 'halcon']","{'account_id': 16990796, 'reputation': 93, 'user_id': 12290449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f025d6a9238a62b3a6868dfe509ebf5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'N.R.', 'link': 'https://stackoverflow.com/users/12290449/n-r'}",True,2547,3,5,1665405364,1572347801,58606394,CC BY-SA 4.0,https://stackoverflow.com/questions/58606394/halcon-to-opencv-distortion-coefficients-convertion,HALCON to OpenCV Distortion Coefficients Convertion,58915623.0,1592644375.0,,,,
19,"['c++', 'language-lawyer', 'one-definition-rule', 'virtual-destructor', 'implicit-declaration']","{'account_id': 11282112, 'reputation': 996, 'user_id': 8274127, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc5657bf373d72636079311cf0369806?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/8274127/mark'}",False,339,2,7,1665056199,1571926232,58543232,CC BY-SA 4.0,https://stackoverflow.com/questions/58543232/does-the-standard-allow-an-implicit-virtual-destructor-not-being-implicitly-defi,Does the standard allow an implicit virtual destructor not being implicitly defined when no instances of its class are created?,,1572187471.0,,,,
20,['c++'],"{'account_id': 16762167, 'reputation': 15, 'user_id': 12116617, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-w7t8jM-6aYw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reeXQf5Swd4LHGWnePnSB2o9UZPdw/photo.jpg?sz=256', 'display_name': 'Stella Jin', 'link': 'https://stackoverflow.com/users/12116617/stella-jin'}",False,960,2,1,1664345156,1571015370,58368977,CC BY-SA 4.0,https://stackoverflow.com/questions/58368977/need-to-find-second-largest-factor-number-without-using-array,need to find second largest factor number without using array,,1571021081.0,,,,
21,"['c#', 'c++', 'opencv', 'dll']","{'account_id': 14435800, 'reputation': 115, 'user_id': 10427809, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lgOuo.jpg?s=256&g=1', 'display_name': 'Coco Yen', 'link': 'https://stackoverflow.com/users/10427809/coco-yen'}",True,2304,2,1,1664225066,1570458354,58271603,CC BY-SA 4.0,https://stackoverflow.com/questions/58271603/how-to-pass-multiple-cvmat-from-c-dll-to-opencvsharp-mat-c-properly,How to pass multiple cv::Mat from c++ dll to opencvsharp Mat c# properly?,58273388.0,1662531278.0,,,,
22,"['c++', 'cmake', 'rpmbuild', 'cpack', 'rpath']","{'account_id': 940451, 'reputation': 351, 'user_id': 968607, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5936ae8d8de7e261f757ce9995a6d65a?s=256&d=identicon&r=PG', 'display_name': 'Obiphil', 'link': 'https://stackoverflow.com/users/968607/obiphil'}",True,3315,3,4,1663801307,1571041761,58372820,CC BY-SA 4.0,https://stackoverflow.com/questions/58372820/rpmbuild-check-rpath-reports-error-that-path-is-not-absolute-incorrectly,"rpmbuild check-rpath reports error that path is not absolute, incorrectly",70722267.0,,,,,
23,"['c++', 'googletest', 'googlemock']","{'account_id': 2545170, 'reputation': 1114, 'user_id': 12684120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f14b1f58a54fd05df5f448894ff512a6?s=256&d=identicon&r=PG', 'display_name': 'samnaction', 'link': 'https://stackoverflow.com/users/12684120/samnaction'}",False,98,2,0,1663692482,1570097542,58216920,CC BY-SA 4.0,https://stackoverflow.com/questions/58216920/writing-a-google-test-for-class-which-needs-windows-handle,Writing a google test for class which needs windows handle,,,,,,
24,"['c++', 'sockets', 'c++14']","{'account_id': 15300395, 'reputation': 1, 'user_id': 11039043, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c4d57747603d391324e6f3d3ae29256?s=256&d=identicon&r=PG&f=1', 'display_name': 'mejan', 'link': 'https://stackoverflow.com/users/11039043/mejan'}",False,128,0,0,1663275314,1572393119,58616923,CC BY-SA 4.0,https://stackoverflow.com/questions/58616923/c-sys-socket-h-client-retry-connect-to-server-leads-to-seg-fault,c++ (sys/socket.h) client retry connect to server leads to seg fault,,1663275314.0,,,,
25,"['c++', 'asynchronous', 'streaming', 'grpc']","{'account_id': 16691718, 'reputation': 131, 'user_id': 12064143, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c986b660d295025360be93d05e0daf5?s=256&d=identicon&r=PG&f=1', 'display_name': 'laxmi', 'link': 'https://stackoverflow.com/users/12064143/laxmi'}",False,3702,1,13,1661962281,1571722084,58497598,CC BY-SA 4.0,https://stackoverflow.com/questions/58497598/how-to-read-async-server-side-streaming-using-grpc-c,How to read async server side streaming using GRPC c++,,1571740700.0,,,,
26,"['c++', 'gcc', 'g++', 'homebrew']","{'account_id': 17007227, 'reputation': 11, 'user_id': 12303153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/159f08382591ff98a580a38321eb2478?s=256&d=identicon&r=PG&f=1', 'display_name': 'fukino', 'link': 'https://stackoverflow.com/users/12303153/fukino'}",False,1852,2,1,1661853208,1572525357,58643485,CC BY-SA 4.0,https://stackoverflow.com/questions/58643485/installed-gcc-and-g-on-mac-mojave-is-not-working-brew-install,installed gcc and g++ on Mac mojave is not working (brew install),,1572532486.0,,,,
27,"['c++', 'algorithm', 'loops']","{'account_id': 9013444, 'reputation': 10087, 'user_id': 6717178, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/QbOLx.jpg?s=256&g=1', 'display_name': 'JHBonarius', 'link': 'https://stackoverflow.com/users/6717178/jhbonarius'}",True,1811,4,4,1660547426,1571861473,58530330,CC BY-SA 4.0,https://stackoverflow.com/questions/58530330/c-no-raw-loops-without-losing-perfomance,C++ &quot;No raw loops&quot; without losing perfomance,58530574.0,1660465945.0,,,,
28,"['c++', 'opencv', 'header-files', 'include-path', 'manjaro']","{'account_id': 16935521, 'reputation': 435, 'user_id': 12248621, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDfe8ku7_QhHH47l-J1egDh4A9821pGOKrj_vLyLA=k-s256', 'display_name': 'Notemaster', 'link': 'https://stackoverflow.com/users/12248621/notemaster'}",True,43898,4,16,1660345134,1571613569,58478074,CC BY-SA 4.0,https://stackoverflow.com/questions/58478074/how-to-fix-fatal-error-opencv2-core-hpp-no-such-file-or-directory-for-opencv,How to fix &quot;fatal error: opencv2/core.hpp: No such file or directory&quot; for opencv4 installed in manjaro,58478117.0,1660345134.0,,,,
29,"['c++', 'opencv', 'aruco']","{'account_id': 16915727, 'reputation': 23, 'user_id': 12233778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/caf6b71480ca38b9ac3f9b8c70a4e043?s=256&d=identicon&r=PG&f=1', 'display_name': 'momentuuum', 'link': 'https://stackoverflow.com/users/12233778/momentuuum'}",True,1518,1,1,1659958936,1571327511,58436448,CC BY-SA 4.0,https://stackoverflow.com/questions/58436448/draw-image-around-aruco-marker,Draw image around Aruco marker,58456896.0,1571328684.0,,,,
30,"['c++', 'windows', 'winapi', 'user-accounts']","{'account_id': 8955318, 'reputation': 312, 'user_id': 6897369, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/3CGep.jpg?s=256&g=1', 'display_name': 'Ivan  Silkin', 'link': 'https://stackoverflow.com/users/6897369/ivan-silkin'}",True,699,1,0,1659939658,1571666478,58487917,CC BY-SA 4.0,https://stackoverflow.com/questions/58487917/winapi-read-all-access-rights-for-a-custom-file-or-a-folder,WINAPI Read all access rights for a custom file or a folder,58499131.0,1594023886.0,,,,
31,"['c++', 'winapi']","{'account_id': 9661480, 'reputation': 11, 'user_id': 7169391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce64eb9b9de4d7c07c9c69324a7a4827?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paweł Błaszkiewicz', 'link': 'https://stackoverflow.com/users/7169391/pawe%c5%82-b%c5%82aszkiewicz'}",True,493,3,0,1659445516,1570393626,58260966,CC BY-SA 4.0,https://stackoverflow.com/questions/58260966/how-can-i-clear-textout,How can I clear TextOut?,,1570395778.0,,,,
32,"['c++', 'floating-point', 'language-agnostic', 'precision', 'transcendental-equation']","{'account_id': 6818925, 'reputation': 1288, 'user_id': 5246655, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10153185527849891/picture?type=large', 'display_name': 'amwill04', 'link': 'https://stackoverflow.com/users/5246655/amwill04'}",True,714,2,7,1659431866,1571223822,58411805,CC BY-SA 4.0,https://stackoverflow.com/questions/58411805/floating-point-accuracy-with-different-languages,Floating point accuracy with different languages,58412939.0,1597880360.0,,,,
33,"['python', 'c++', 'multidimensional-array', 'ctypes', 'swig']","{'account_id': 9927691, 'reputation': 481, 'user_id': 7348681, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1361482813901916/picture?type=large', 'display_name': 'Joachim', 'link': 'https://stackoverflow.com/users/7348681/joachim'}",True,1562,1,1,1659306451,1570136285,58226790,CC BY-SA 4.0,https://stackoverflow.com/questions/58226790/c-python-pass-and-return-a-2d-double-pointer-array-from-python-to-c,C++ &amp; Python: Pass and return a 2D double pointer array from python to c++,58262388.0,,,,,
34,"['c++', 'c++11', 'emplace']","{'account_id': 13190446, 'reputation': 6184, 'user_id': 9967571, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EwjwT.png?s=256&g=1', 'display_name': 'jignatius', 'link': 'https://stackoverflow.com/users/9967571/jignatius'}",True,659,1,3,1658578392,1570544576,58288312,CC BY-SA 4.0,https://stackoverflow.com/questions/58288312/how-best-to-use-emplace-with-stdmap,How best to use emplace with std::map,58288523.0,1658578392.0,,,,
35,"['c++', 'cmake']","{'account_id': 11742253, 'reputation': 71, 'user_id': 8594193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee40bad16d543684eb407d948d58f806?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arghnews', 'link': 'https://stackoverflow.com/users/8594193/arghnews'}",True,4054,1,2,1657701686,1572137123,58575816,CC BY-SA 4.0,https://stackoverflow.com/questions/58575816/cmake-target-link-options-linker-syntax,CMake target_link_options LINKER syntax,,1572155561.0,,,,
36,['c++'],"{'account_id': 16641476, 'reputation': 59, 'user_id': 12026897, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBjwMgFTBrabj05OTbEMoS1vdLtLBjg72gCiTaJaw=k-s256', 'display_name': 'Ian Copenhaver', 'link': 'https://stackoverflow.com/users/12026897/ian-copenhaver'}",True,575,3,0,1657425199,1571335305,58438370,CC BY-SA 4.0,https://stackoverflow.com/questions/58438370/creating-a-for-loop-that-draws-pixels-close-together-to-make-a-square-shape-look,Creating a for loop that draws pixels close together to make a square shape look filled in with color,58438554.0,1571336009.0,,,,
37,"['python', 'c++', 'shared-ptr', 'swig', 'alliedvision']","{'account_id': 2177420, 'reputation': 1211, 'user_id': 1927753, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/0f9533437be5bdcf493bfbbd101747a2?s=256&d=identicon&r=PG', 'display_name': 'Totte Karlsson', 'link': 'https://stackoverflow.com/users/1927753/totte-karlsson'}",True,653,1,5,1657311836,1572468914,58633514,CC BY-SA 4.0,https://stackoverflow.com/questions/58633514/wrapping-shared-pointer-object-with-swig-dont-give-access-to-class-member-funct,Wrapping shared pointer object with SWIG don&#39;t give access to class member functions,58792272.0,1657311836.0,,,,
38,"['c++', 'opencv', 'subprocess']","{'account_id': 9308321, 'reputation': 149, 'user_id': 6911480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b1daab39250cf2bfa7ccb9c7b68d53e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saeed', 'link': 'https://stackoverflow.com/users/6911480/saeed'}",False,80,0,0,1657281012,1570356557,58256230,CC BY-SA 4.0,https://stackoverflow.com/questions/58256230/access-output-of-a-c-code-which-is-called-in-python-with-suprocess-check-outpu,Access output of a c++ code which is called in python with suprocess.check_output,,1657281012.0,,,,
39,['c++'],"{'account_id': 16826637, 'reputation': 27, 'user_id': 12165768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20e6d0f108239e895ac5386fbfd966be?s=256&d=identicon&r=PG&f=1', 'display_name': 'BLARG', 'link': 'https://stackoverflow.com/users/12165768/blarg'}",True,6203,1,0,1656475134,1571326149,58436086,CC BY-SA 4.0,https://stackoverflow.com/questions/58436086/c-no-suitable-constructor-exists-to-convert-from-to,C++ no suitable constructor exists to convert from to,,,,,,
40,"['c++', 'c', 'doxygen', 'static-code-analysis', 'linter']","{'account_id': 1777556, 'reputation': 8877, 'user_id': 1621041, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/eWGcV.png?s=256&g=1', 'display_name': 'finefoot', 'link': 'https://stackoverflow.com/users/1621041/finefoot'}",True,1210,2,1,1656098188,1571526421,58468733,CC BY-SA 4.0,https://stackoverflow.com/questions/58468733/how-to-make-sure-doxygen-style-documentation-comments-arent-missing-from-c-c,How to make sure doxygen-style documentation comments aren&#39;t missing from C/C++ code?,,,,,,
41,"['c++', 'string', 'unicode', 'string-length']","{'account_id': 15040769, 'reputation': 296, 'user_id': 10855478, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xs2KX.png?s=256&g=1', 'display_name': 'k-a-v', 'link': 'https://stackoverflow.com/users/10855478/k-a-v'}",True,1821,2,5,1655730861,1571499075,58465193,CC BY-SA 4.0,https://stackoverflow.com/questions/58465193/loop-through-unicode-string-as-character,Loop through Unicode string as character,58465326.0,1571657036.0,,,,
42,"['c++', 'winapi', 'gdi']","{'account_id': 2235585, 'reputation': 1182, 'user_id': 1972060, 'user_type': 'registered', 'accept_rate': 3, 'profile_image': 'https://www.gravatar.com/avatar/1fbbb05185d37fab82344949df931dac?s=256&d=identicon&r=PG', 'display_name': 'Il&#39;ya Zhenin', 'link': 'https://stackoverflow.com/users/1972060/ilya-zhenin'}",False,363,1,1,1654861398,1572343413,58605170,CC BY-SA 4.0,https://stackoverflow.com/questions/58605170/what-could-be-possible-reasons-that-getwindowrect-returns-size-which-is-smalle,What could be possible reasons that GetWindowRect() returns size which is smaller than actual visible window for a game?,,,,,,
43,"['c++', 'linux', 'g++', 'arm64', 'gcc7']","{'account_id': 11969767, 'reputation': 111, 'user_id': 8758547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b040680a84ed141f4a8667ad59d6a432?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jen', 'link': 'https://stackoverflow.com/users/8758547/jen'}",True,18863,2,9,1654696138,1570231127,58244095,CC BY-SA 4.0,https://stackoverflow.com/questions/58244095/gcc-7-error-unrecognized-command-line-option-m64,gcc-7: error: unrecognized command line option ‘-m64’,58244182.0,1570251118.0,,,,
44,"['algorithm', 'syntax', 'c++']","{'account_id': 15732823, 'reputation': 284, 'user_id': 12270082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/220ca3447c962faf70883e4ed12eeabc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aman Kumar', 'link': 'https://stackoverflow.com/users/12270082/aman-kumar'}",True,5916,2,1,1654166299,1571077867,58383653,,https://stackoverflow.com/questions/58383653/compiler-shows-abort-called,Compiler Shows: Abort Called,58384275.0,1654166299.0,,,"{'other_site': {'aliases': ['https://computerscience.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'cs.meta', 'site_url': 'https://cs.meta.stackexchange.com', 'name': 'Computer Science Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=cs.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax', 'Prettify'], 'launch_date': 1439905020, 'open_beta_date': 1332272936, 'closed_beta_date': 1331060400, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/cs/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/cs/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/cs/Img/apple-touch-icon.png', 'audience': 'students, researchers and practitioners of computer science', 'site_url': 'https://cs.stackexchange.com', 'api_site_parameter': 'cs', 'logo_url': 'https://cdn.sstatic.net/Sites/cs/Img/logo.png', 'name': 'Computer Science', 'site_type': 'main_site'}, 'on_date': 1571084850, 'question_id': 115837}",
45,"['c++', 'coroutine', 'c++20']","{'account_id': 222879, 'reputation': 3393, 'user_id': 481760, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/f99efa5275015762b790468f2de08741?s=256&d=identicon&r=PG', 'display_name': 'Ayjay', 'link': 'https://stackoverflow.com/users/481760/ayjay'}",True,658,2,4,1654019759,1572505088,58638238,CC BY-SA 4.0,https://stackoverflow.com/questions/58638238/can-c20-coroutines-be-copied,Can C++20 coroutines be copied?,58643066.0,1572505399.0,,,,
