,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
10,"['c++', 'variadic-templates', 'c++20', 'default-arguments', 'std-source-location']","{'account_id': 13466552, 'reputation': 18671, 'user_id': 9716597, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Qy168.png?s=256&g=1', 'display_name': 'L. F.', 'link': 'https://stackoverflow.com/users/9716597/l-f'}",True,4348,7,60,1661955042,1566152619,1566163269.0,57547273,CC BY-SA 4.0,https://stackoverflow.com/questions/57547273/how-to-use-source-location-in-a-variadic-template-function,How to use source_location in a variadic template function?,57548488.0,,,,
11,"['c++', 'gcc', 'boost', 'type-conversion', 'lexical-cast']","{'account_id': 10742771, 'reputation': 1, 'user_id': 7905242, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3gGg2WrFTx4/AAAAAAAAAAI/AAAAAAAABRo/TkWcBs9dTwg/photo.jpg?sz=256', 'display_name': 'Stan_Dodo', 'link': 'https://stackoverflow.com/users/7905242/stan-dodo'}",True,519,1,-1,1661652823,1567167605,1661652823.0,57726643,CC BY-SA 4.0,https://stackoverflow.com/questions/57726643/c-header-file-to-be-included-for-lexical-cast,C++ header file to be included for lexical cast,,,,,
12,"['c++', 'opencv']","{'account_id': 1305664, 'reputation': 3626, 'user_id': 1254714, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/O9eQB.png?s=256&g=1', 'display_name': 'Alejandro Silvestri', 'link': 'https://stackoverflow.com/users/1254714/alejandro-silvestri'}",True,73,1,0,1660345431,1565270753,1660345431.0,57413728,,https://stackoverflow.com/questions/57413728/syntax-checker-pointing-some-errors-i-dont-know-why,Syntax checker pointing some errors I don&#39;t know why,57414547.0,1565326190.0,Not suitable for this site,,
13,"['c++', 'opencv', 'image-processing']","{'account_id': 11905118, 'reputation': 39, 'user_id': 8711913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df560a1c4540f41a0c384f7cca2669d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shotgun', 'link': 'https://stackoverflow.com/users/8711913/shotgun'}",False,530,1,1,1660345367,1566961657,1660345367.0,57684526,CC BY-SA 4.0,https://stackoverflow.com/questions/57684526/opencv-wont-load-image,OpenCV wont load image,,,,,
14,"['c++', 'c', 'linker', 'glibc', 'static-linking']","{'account_id': 6878155, 'reputation': 1942, 'user_id': 5285891, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/863f0d8e87256fcdf5209545922d20f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'pzelasko', 'link': 'https://stackoverflow.com/users/5285891/pzelasko'}",True,22779,3,73,1660230624,1565694653,1646246903.0,57476533,CC BY-SA 4.0,https://stackoverflow.com/questions/57476533/why-is-statically-linking-glibc-discouraged,Why is statically linking glibc discouraged?,57478728.0,,,,
15,"['c++', 'windows', 'qt']","{'account_id': 11798063, 'reputation': 251, 'user_id': 8632386, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/104279ac6b6fcffcad290e7c5ec43dd8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom13000', 'link': 'https://stackoverflow.com/users/8632386/tom13000'}",True,735,3,1,1659272728,1566572578,1566572786.0,57628812,CC BY-SA 4.0,https://stackoverflow.com/questions/57628812/how-get-operating-system-name-in-c,How get operating system name in c++?,57629201.0,,,,
16,"['c++', 'gcc', 'c++17', 'googlemock']","{'account_id': 1944205, 'reputation': 4169, 'user_id': 1749713, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/PqPOy.png?s=256&g=1', 'display_name': 'Michał Walenciak', 'link': 'https://stackoverflow.com/users/1749713/micha%c5%82-walenciak'}",True,319,2,1,1658882528,1564777016,1658882528.0,57332965,CC BY-SA 4.0,https://stackoverflow.com/questions/57332965/incomplete-type-for-stdany-when-gmocking-interface,incomplete type for std::any when GMOCKing interface,57333727.0,,,,
17,"['c++', 'pointers', 'googletest', 'googlemock']","{'account_id': 13238104, 'reputation': 1419, 'user_id': 11157436, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da3b30f2515b405d62f43877e9a44f98?s=256&d=identicon&r=PG&f=1', 'display_name': 'kzaiwo', 'link': 'https://stackoverflow.com/users/11157436/kzaiwo'}",True,238,2,1,1658882522,1566279146,1658882522.0,57567194,CC BY-SA 4.0,https://stackoverflow.com/questions/57567194/how-to-increment-count-of-shared-ptr-from-raw-ptr,How to Increment Count of Shared Ptr from Raw Ptr,57568222.0,,,,
18,"['c++', 'unit-testing', 'matcher', 'googlemock']","{'account_id': 194307, 'reputation': 12695, 'user_id': 436559, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8d6b535e4fadefca3e9cab9b6b1ee49b?s=256&d=identicon&r=PG', 'display_name': 'fluter', 'link': 'https://stackoverflow.com/users/436559/fluter'}",True,3229,2,3,1658801749,1564715758,1658801749.0,57319458,CC BY-SA 4.0,https://stackoverflow.com/questions/57319458/gmock-matcher-to-match-against-type,Gmock matcher to match against type,,,,,
19,"['c++', 'c++17', 'template-argument-deduction', 'class-template']","{'account_id': 2527520, 'reputation': 1962, 'user_id': 2287458, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/dAyBK.jpg?s=256&g=1', 'display_name': 'Phil-ZXX', 'link': 'https://stackoverflow.com/users/2287458/phil-zxx'}",True,2305,2,9,1658767406,1566246807,,57563594,CC BY-SA 4.0,https://stackoverflow.com/questions/57563594/partial-class-template-argument-deduction-in-c17,Partial class template argument deduction in C++17,57563907.0,,,,
20,"['c++', 'visual-studio-code']","{'account_id': 10224670, 'reputation': 2271, 'user_id': 7547722, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b982a43ca0f7d98ade0f03acc581d2bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'ajaysinghnegi', 'link': 'https://stackoverflow.com/users/7547722/ajaysinghnegi'}",True,22232,7,14,1658271820,1565786152,1565797480.0,57494832,CC BY-SA 4.0,https://stackoverflow.com/questions/57494832/how-to-read-input-when-debugging-in-c-in-visual-studio-code,How to read input when debugging in C++ in Visual Studio Code?,57498269.0,,,,
21,"['c++', 'qt']","{'account_id': 12333738, 'reputation': 13, 'user_id': 8999193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97dccf96fd99c031c80b1f45ebce664e?s=256&d=identicon&r=PG&f=1', 'display_name': 'David Benavent Tornero', 'link': 'https://stackoverflow.com/users/8999193/david-benavent-tornero'}",True,114,1,-1,1657669069,1566329940,1657669069.0,57580507,CC BY-SA 4.0,https://stackoverflow.com/questions/57580507/passing-object-to-a-function-in-qt-causes-segmentation-fault,Passing object to a function in QT causes Segmentation Fault,57580636.0,,,,
22,"['c++', 'tensorflow']","{'account_id': 4440010, 'reputation': 43, 'user_id': 5266279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fb4fcd54ac93fe99da25babd1da6c1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dinl', 'link': 'https://stackoverflow.com/users/5266279/dinl'}",False,273,1,2,1657118779,1565047740,,57367159,CC BY-SA 4.0,https://stackoverflow.com/questions/57367159/concatenate-multiple-tensors-in-tensorflow-c,Concatenate multiple tensors in Tensorflow C++,,,,,
23,"['c++', 'string']","{'account_id': 13012049, 'reputation': 13, 'user_id': 9404686, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-dmEoCpAfQV8/AAAAAAAAAAI/AAAAAAAAA44/Wcsgn1Xh7PY/photo.jpg?sz=256', 'display_name': 'Gaurav Patil', 'link': 'https://stackoverflow.com/users/9404686/gaurav-patil'}",True,143,3,0,1656798494,1564639483,1656798494.0,57302692,CC BY-SA 4.0,https://stackoverflow.com/questions/57302692/how-to-remove-only-one-hyphen-first-occurance-from-the-string-file-name-in-c,How to remove only one hyphen (first occurance) from the string (file name) in CPP?,57303752.0,,,,
24,"['c++', 'sparse-matrix', 'eigen', 'file-import']","{'account_id': 16561519, 'reputation': 49, 'user_id': 11967322, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cdf14ec3367abf64229c868d4b8d35f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vex994', 'link': 'https://stackoverflow.com/users/11967322/vex994'}",True,927,2,0,1656686633,1566560898,,57625758,CC BY-SA 4.0,https://stackoverflow.com/questions/57625758/how-to-import-matrix-market-files-with-eigen-library-in-c,How to import matrix market files with eigen library in c++,,,,,
25,"['c++', 'qt', 'qml', 'singleton']","{'account_id': 14012431, 'reputation': 508, 'user_id': 10120717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ab999de4cfcdc4f8934bd77e92eab02?s=256&d=identicon&r=PG&f=1', 'display_name': 'tscheppe', 'link': 'https://stackoverflow.com/users/10120717/tscheppe'}",True,292,1,2,1656081934,1565760775,,57488639,CC BY-SA 4.0,https://stackoverflow.com/questions/57488639/connect-qml-with-c-without-singleton,Connect QML with C++ without Singleton,57490080.0,,,,
26,"['c++', 'dynamic-cast', 'reinterpret-cast']","{'account_id': 8888200, 'reputation': 55, 'user_id': 6635811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34a2853758fb2c760a039d9edcbd02b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'swaggg_pickle', 'link': 'https://stackoverflow.com/users/6635811/swaggg-pickle'}",True,392,1,2,1655992257,1566410840,1566617679.0,57597075,CC BY-SA 4.0,https://stackoverflow.com/questions/57597075/why-does-reinterpret-cast-work-in-some-cases-but-not-others,Why does reinterpret_cast work in some cases but not others?,57598134.0,,,,
27,"['c++', 'arrays', 'ruby']","{'account_id': 11180484, 'reputation': 914, 'user_id': 8204677, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/006b49495435e44fef565f3dcba2ab75?s=256&d=identicon&r=PG&f=1', 'display_name': 'darclander', 'link': 'https://stackoverflow.com/users/8204677/darclander'}",True,908,3,3,1655811227,1567172638,1655811227.0,57727934,CC BY-SA 4.0,https://stackoverflow.com/questions/57727934/ruby-and-pointers-compared-to-other-languages,Ruby and pointers compared to other languages?,57728009.0,,,,
28,"['c++', 'variadic-templates', 'initialization-list']","{'account_id': 1352239, 'reputation': 2338, 'user_id': 1291544, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/7393cf3744b087b3cde87fc26437ea8c?s=256&d=identicon&r=PG', 'display_name': 'Prokop Hapala', 'link': 'https://stackoverflow.com/users/1291544/prokop-hapala'}",True,2179,4,1,1655798685,1566080006,,57540299,CC BY-SA 4.0,https://stackoverflow.com/questions/57540299/initialize-array-inside-variadic-template-class,Initialize array inside variadic template class,,,,,
29,"['c++', 'https', 'libxml2']","{'user_type': 'does_not_exist', 'display_name': 'user9705759'}",True,237,1,1,1655124249,1564755037,1655124249.0,57328171,CC BY-SA 4.0,https://stackoverflow.com/questions/57328171/parsing-pages-with-https-in-libxml2,Parsing pages with https in libxml2,,,,,
30,"['c++', 'for-loop', 'vector', 'temporary-objects', 'dangling-pointer']","{'account_id': 16082748, 'reputation': 33, 'user_id': 11608229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca2e48cea31f1a6d636a8f4561cb97d7?s=256&d=identicon&r=PG&f=1', 'display_name': 'jtotheakob', 'link': 'https://stackoverflow.com/users/11608229/jtotheakob'}",False,271,2,-1,1654348960,1565171939,1654348851.0,57391729,CC BY-SA 4.0,https://stackoverflow.com/questions/57391729/declaring-temporary-variables-from-vectorvectorstring-in-a-for-loop,Declaring temporary variables from vector&lt;vector&lt;string&gt;&gt; in a for-loop,,,,,
31,"['c++', 'qt', 'boost', 'boost-spirit', 'qstring']","{'account_id': 3225178, 'reputation': 889, 'user_id': 2721809, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd7c55a4a4bb4dab34e02e6cc96bc146?s=256&d=identicon&r=PG', 'display_name': 'Tim Angus', 'link': 'https://stackoverflow.com/users/2721809/tim-angus'}",True,171,1,1,1653067586,1565612479,,57461106,CC BY-SA 4.0,https://stackoverflow.com/questions/57461106/how-can-i-use-boostspirit-x3-in-conjunction-with-qstring,How can I use boost::spirit X3 in conjunction with QString?,57461107.0,,,,
32,"['c++', 'performance', 'inheritance', 'c++17', 'std-variant']","{'account_id': 6435897, 'reputation': 1592, 'user_id': 4987470, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bteve.jpg?s=256&g=1', 'display_name': 'The Moisrex', 'link': 'https://stackoverflow.com/users/4987470/the-moisrex'}",True,15768,4,84,1653054439,1567166582,1633592092.0,57726401,CC BY-SA 4.0,https://stackoverflow.com/questions/57726401/stdvariant-vs-inheritance-vs-other-ways-performance,`std::variant` vs. inheritance vs. other ways (performance),,,,,
33,"['c++', 'mqtt', 'paho']","{'account_id': 14877282, 'reputation': 11, 'user_id': 10742982, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbc867907b555d6bc7d41aa83c95644d?s=256&d=identicon&r=PG&f=1', 'display_name': 'S.K.', 'link': 'https://stackoverflow.com/users/10742982/s-k'}",False,1328,1,0,1651481944,1566885102,,57668370,CC BY-SA 4.0,https://stackoverflow.com/questions/57668370/error-cannot-open-include-file-mqttasync-h-no-such-file-or-directory,Error: Cannot open include file: &#39;MQTTAsync.h&#39;: No such file or directory,,,,,
34,['c++'],"{'account_id': 4796691, 'reputation': 676, 'user_id': 10116440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5d5c9fa71ce4de6fd5bc6dd29956979?s=256&d=identicon&r=PG', 'display_name': 'Guerlando OCs', 'link': 'https://stackoverflow.com/users/10116440/guerlando-ocs'}",True,4170,5,2,1651398371,1566202577,1651398371.0,57552822,CC BY-SA 4.0,https://stackoverflow.com/questions/57552822/how-to-overload-operator-for-thread-safe-logging-in-c,How to overload &lt;&lt; operator for thread-safe logging in C++?,57554337.0,,,,
35,"['c++', 'namespaces', 'gdb']","{'account_id': 4447297, 'reputation': 171, 'user_id': 3620250, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CNyfe.jpg?s=256&g=1', 'display_name': 'Dipanjan', 'link': 'https://stackoverflow.com/users/3620250/dipanjan'}",True,2123,1,6,1651352543,1564656092,1564658735.0,57307202,CC BY-SA 4.0,https://stackoverflow.com/questions/57307202/how-to-set-a-breakpoint-in-gdb-for-an-anonymous-namespace,How to set a breakpoint in gdb for an anonymous namespace?,57307631.0,,,,
36,"['c++', 'blockchain', 'rocksdb']","{'account_id': 16418091, 'reputation': 68, 'user_id': 11860051, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-c7hDubgjUj0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcSbApNgnbsPqLM3fJGXVD2OhXrjg/photo.jpg?sz=256', 'display_name': 'Ariel Hurdle', 'link': 'https://stackoverflow.com/users/11860051/ariel-hurdle'}",True,1208,2,3,1650468834,1564710579,1592644375.0,57318953,CC BY-SA 4.0,https://stackoverflow.com/questions/57318953/rocksdb-multiple-values-per-key-c,RocksDb: Multiple values per key (c++),61097163.0,,,,
37,"['c++', 'cmake', 'c++20', 'c++-modules']","{'account_id': 6915203, 'reputation': 710, 'user_id': 5468048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e7a44e026e5eb50afcabcbcccf1f4ac?s=256&d=identicon&r=PG&f=1', 'display_name': 'Blaze', 'link': 'https://stackoverflow.com/users/5468048/blaze'}",True,31824,8,49,1650398892,1564620207,1570307853.0,57300495,CC BY-SA 4.0,https://stackoverflow.com/questions/57300495/how-to-use-c20-modules-with-cmake,How to use c++20 modules with CMake?,,,,,
38,"['python', 'c++']","{'account_id': 16488794, 'reputation': 11, 'user_id': 11913318, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-KiueXMUX9Eo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdKw3IpialiqgV9ribhQd-wXRjurA/photo.jpg?sz=256', 'display_name': 'Dylome', 'link': 'https://stackoverflow.com/users/11913318/dylome'}",False,895,1,1,1650036072,1565895813,1650036072.0,57514845,CC BY-SA 4.0,https://stackoverflow.com/questions/57514845/ctypes-oserror-exception-stack-overflow,Ctypes: OSError: exception: stack overflow,,,,,
39,"['c++', 'mouse', 'pixel', 'turbo-c++', 'bgi']","{'account_id': 4886332, 'reputation': 67, 'user_id': 3938673, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'asdronin', 'link': 'https://stackoverflow.com/users/3938673/asdronin'}",False,193,0,0,1649344983,1566944155,1649344983.0,57682883,CC BY-SA 4.0,https://stackoverflow.com/questions/57682883/trouble-plotting-pixel-in-turbo-c-mouse-program,Trouble plotting pixel in Turbo C++ mouse program,,,,,
40,"['c++', 'bgi', 'winbgi']","{'account_id': 16486832, 'reputation': 5, 'user_id': 11911970, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-O7qisOgVRZs/AAAAAAAAAAI/AAAAAAAAR7E/StOyDl7Dw2o/photo.jpg?sz=256', 'display_name': 'Israq Ahmed Anik', 'link': 'https://stackoverflow.com/users/11911970/israq-ahmed-anik'}",False,1495,2,-1,1649279308,1565460570,1649279308.0,57444556,CC BY-SA 4.0,https://stackoverflow.com/questions/57444556/codeblocks-isnt-showing-graphics-window,Codeblocks isn&#39;t showing graphics window,,,,,
41,"['c++', 'netbeans', 'cygwin', 'bgi', 'winbgi']","{'account_id': 5964120, 'reputation': 3587, 'user_id': 4688321, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d5b21d8c934125839996c5eac897fc1?s=256&d=identicon&r=PG&f=1', 'display_name': 'kiner_shah', 'link': 'https://stackoverflow.com/users/4688321/kiner-shah'}",True,482,1,-1,1649279213,1565615237,1649279213.0,57461809,CC BY-SA 4.0,https://stackoverflow.com/questions/57461809/not-able-to-compile-c-program-with-libbgi-a-on-netbeans-cygwin,Not able to compile C++ program with libbgi.a on Netbeans (Cygwin),,,,,
42,"['c++', 'c', 'gcc', 'codeblocks', 'bgi']","{'account_id': 13854935, 'reputation': 63, 'user_id': 10002005, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1812442325489964/picture?type=large', 'display_name': 'Rubin Shah', 'link': 'https://stackoverflow.com/users/10002005/rubin-shah'}",True,129,1,-1,1649273515,1565076451,1649273515.0,57370952,CC BY-SA 4.0,https://stackoverflow.com/questions/57370952/warnings-are-being-treated-as-errors-in-codeblocks-16-01,Warnings are being treated as errors in Codeblocks 16.01,,,,,
43,"['c++', 'hippomocks']","{'account_id': 8127845, 'reputation': 57, 'user_id': 6122122, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/1OXZ3.jpg?s=256&g=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/6122122/daniel'}",True,128,1,0,1649174935,1565263665,1649174935.0,57411513,CC BY-SA 4.0,https://stackoverflow.com/questions/57411513/how-to-execute-two-instructions-in-a-do,How to execute two instructions in a .Do()?,68637303.0,,,,
44,"['python', 'c++', 'opencv', 'ffmpeg', 'timestamp']","{'account_id': 15248546, 'reputation': 501, 'user_id': 11002705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab4dd154df9ca9b7a82dd7b28ef5eecd?s=256&d=identicon&r=PG&f=1', 'display_name': 'penguin', 'link': 'https://stackoverflow.com/users/11002705/penguin'}",True,4180,1,5,1647507276,1566385681,1633597028.0,57590264,CC BY-SA 4.0,https://stackoverflow.com/questions/57590264/capturing-rtp-timestamps,Capturing RTP Timestamps,57605301.0,,,,
45,"['c++', 'multithreading', 'pthreads', 'stdthread']","{'account_id': 7097015, 'reputation': 63, 'user_id': 5430156, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/911681582202535/picture?type=large', 'display_name': 'Rogue', 'link': 'https://stackoverflow.com/users/5430156/rogue'}",True,2497,2,0,1647348638,1565696628,,57477053,CC BY-SA 4.0,https://stackoverflow.com/questions/57477053/how-to-set-custom-name-of-this-thread,How to set custom name of &quot;this&quot; thread?,57477922.0,,,,
46,['c++'],"{'account_id': 12789373, 'reputation': 895, 'user_id': 9254404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17947ccbc8b0336e68ec69063d81789e?s=256&d=identicon&r=PG&f=1', 'display_name': 'leiyc', 'link': 'https://stackoverflow.com/users/9254404/leiyc'}",True,312,3,-1,1646787545,1564976595,1565007356.0,57351949,CC BY-SA 4.0,https://stackoverflow.com/questions/57351949/why-pointer-can-avoid-the-warning-warrary-bounds,Why pointer can avoid the warning Warrary-bounds,57352140.0,,,,
47,"['c#', 'c++', 'opencv', 'matrix']","{'account_id': 8113951, 'reputation': 220, 'user_id': 6113064, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/869ac73689b84a55e786f1214c4a1756?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hardcore_Graverobber', 'link': 'https://stackoverflow.com/users/6113064/hardcore-graverobber'}",False,743,1,0,1645730520,1564737804,,57323545,CC BY-SA 4.0,https://stackoverflow.com/questions/57323545/opencv-c-iterate-mat-object-like-c,OpenCV C# iterate Mat object like C++,,,,,
