,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
10,"['c++', 'c++11', 'rvalue-reference', 'move-semantics']","{'account_id': 336349, 'reputation': 10278, 'user_id': 663957, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/daaef4e2da99f0ed33abb59ac6ab6d01?s=256&d=identicon&r=PG', 'display_name': 'LiKao', 'link': 'https://stackoverflow.com/users/663957/likao'}",True,7601,9026436.0,1,6,1665507729,1327615421,1327615715.0,9026067,CC BY-SA 3.0,https://stackoverflow.com/questions/9026067/providing-correct-move-semantics,Providing correct move semantics,,,,,
11,"['c++', 'new-operator', 'placement-new']","{'account_id': 1179527, 'reputation': 29, 'user_id': 1154777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/567d30344b7411663545e428dc2b8746?s=256&d=identicon&r=PG', 'display_name': 'Jiraiyeah', 'link': 'https://stackoverflow.com/users/1154777/jiraiyeah'}",True,138,,1,3,1664799488,1326831466,1664799488.0,8901151,CC BY-SA 4.0,https://stackoverflow.com/questions/8901151/how-placement-new-can-be-done-on-stack,How placement new can be done on stack,,,,,
12,"['c++', 'typeid']","{'account_id': 1038118, 'reputation': 5647, 'user_id': 1044776, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/305241cc24b038905de1d0ee5837ef98?s=256&d=identicon&r=PG', 'display_name': 'codekiddy', 'link': 'https://stackoverflow.com/users/1044776/codekiddy'}",True,3292,8889143.0,2,17,1664566433,1326767302,,8888960,CC BY-SA 3.0,https://stackoverflow.com/questions/8888960/why-typeid-returns-that-int-and-const-int-are-same-types,why typeid returns that int and const int are same types,,,,,
13,"['c++', 'visual-studio-2010', 'debugging']","{'account_id': 1028609, 'reputation': 525, 'user_id': 1037360, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YxXZC.jpg?s=256&g=1', 'display_name': 'dog44wgm', 'link': 'https://stackoverflow.com/users/1037360/dog44wgm'}",True,3556,9033241.0,7,20,1664527413,1327662078,1592146610.0,9032321,CC BY-SA 4.0,https://stackoverflow.com/questions/9032321/how-can-i-set-a-breakpoint-on-an-empty-statement-in-c,How can I set a breakpoint on an empty statement in C++?,,,,,
14,"['c++', 'class', 'templates']","{'account_id': 946988, 'reputation': 1910, 'user_id': 974040, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/483eaae1aa0c673b91e343ac04f7b1ac?s=256&d=identicon&r=PG', 'display_name': 'Michael Conlen', 'link': 'https://stackoverflow.com/users/974040/michael-conlen'}",True,107278,8967610.0,5,90,1664204259,1327296341,1481052448.0,8967521,CC BY-SA 3.0,https://stackoverflow.com/questions/8967521/class-template-with-template-class-friend-whats-really-going-on-here,"Class template with template class friend, what&#39;s really going on here?",,,,,
15,"['c++', 'infinity']","{'account_id': 411705, 'reputation': 52295, 'user_id': 784338, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ae195ac7c8a5e9002a808544572cc5fc?s=256&d=identicon&r=PG', 'display_name': 'Daniel Gratzer', 'link': 'https://stackoverflow.com/users/784338/daniel-gratzer'}",True,294661,8690690.0,6,143,1664112629,1325365766,,8690567,CC BY-SA 3.0,https://stackoverflow.com/questions/8690567/setting-an-int-to-infinity-in-c,Setting an int to Infinity in C++,,,1529641810.0,,
16,"['c++', 'qt', 'user-interface', 'qml']","{'account_id': 55820, 'reputation': 12346, 'user_id': 167251, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/fGNwt.jpg?s=256&g=1', 'display_name': 'larsmoa', 'link': 'https://stackoverflow.com/users/167251/larsmoa'}",True,13287,8750188.0,5,12,1663851962,1325762306,,8741573,CC BY-SA 3.0,https://stackoverflow.com/questions/8741573/specifying-font-for-many-text-elements-in-qt-qml,Specifying font for many Text-elements in Qt QML,,,,,
17,"['c++', 'visual-studio', 'visual-studio-2010', 'linker']","{'account_id': 994915, 'reputation': 147, 'user_id': 1011121, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/e73998f04c85f8e9b0a80d7d1ce31563?s=256&d=identicon&r=PG', 'display_name': 'doyler', 'link': 'https://stackoverflow.com/users/1011121/doyler'}",True,3155,,2,2,1663613273,1326138446,1326140508.0,8794232,CC BY-SA 3.0,https://stackoverflow.com/questions/8794232/internal-linker-error-using-comsupp-lib,Internal linker error using comsupp.lib,,,,,
18,"['c++', 'polymorphism', 'object-slicing']","{'account_id': 285669, 'reputation': 1697, 'user_id': 584475, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/65610f021e732dab49c3bba477ace7e6?s=256&d=identicon&r=PG', 'display_name': 'drakide', 'link': 'https://stackoverflow.com/users/584475/drakide'}",True,56365,8777747.0,6,75,1663537449,1326027617,1655213827.0,8777724,CC BY-SA 4.0,https://stackoverflow.com/questions/8777724/store-derived-class-objects-in-base-class-variables,Store derived class objects in base class variables,,,,,
19,"['c++', 'qt', 'qtreewidget']","{'account_id': 960007, 'reputation': 543, 'user_id': 984577, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/c45da79800bc94494a139369c4c41a02?s=256&d=identicon&r=PG', 'display_name': 'Will Kraft', 'link': 'https://stackoverflow.com/users/984577/will-kraft'}",True,12358,8774075.0,2,4,1663142196,1325967346,1463767867.0,8772754,CC BY-SA 3.0,https://stackoverflow.com/questions/8772754/iterating-through-qtreewidget-nodes,Iterating through QTreeWidget Nodes,,,,,
20,"['c++', 'vector']","{'account_id': 1091983, 'reputation': 1039, 'user_id': 1086428, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/0fc85f1c13816e224f7931a21b4d878b?s=256&d=identicon&r=PG', 'display_name': 'Ale', 'link': 'https://stackoverflow.com/users/1086428/ale'}",True,62498,8928843.0,10,80,1663112609,1326986387,1591882738.0,8928547,CC BY-SA 4.0,https://stackoverflow.com/questions/8928547/vector-initialization-or-reserve,Vector: initialization or reserve?,,,,,
21,"['c++', 'qt']","{'account_id': 227064, 'reputation': 7038, 'user_id': 488505, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/6b117484e3b1865d4c9ba1f88e4c73ec?s=256&d=identicon&r=PG', 'display_name': 'Vikram Ranabhatt', 'link': 'https://stackoverflow.com/users/488505/vikram-ranabhatt'}",True,199360,8800422.0,12,75,1662706696,1326184033,1326194125.0,8800361,CC BY-SA 3.0,https://stackoverflow.com/questions/8800361/cl-is-not-recognized-as-an-internal-or-external-command,"&#39;cl&#39; is not recognized as an internal or external command,",,,,,
22,"['c++', '3d', 'computational-geometry', 'polyhedra']","{'account_id': 209101, 'reputation': 3895, 'user_id': 459950, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/41a6b438156185e1c71cc419dc2f714c?s=256&d=identicon&r=PG', 'display_name': 'gregghz', 'link': 'https://stackoverflow.com/users/459950/gregghz'}",True,14015,8884830.0,4,10,1662244900,1326705818,1401791445.0,8877872,CC BY-SA 3.0,https://stackoverflow.com/questions/8877872/determining-if-a-point-is-inside-a-polyhedron,Determining if a point is inside a polyhedron,,,,,
23,['c++'],"{'account_id': 913129, 'reputation': 11159, 'user_id': 946509, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/edd6283a42fb90b12f2adafccafa9015?s=256&d=identicon&r=PG', 'display_name': 'BSalunke', 'link': 'https://stackoverflow.com/users/946509/bsalunke'}",True,33036,8786212.0,2,16,1662182739,1326101095,1662182739.0,8786183,CC BY-SA 4.0,https://stackoverflow.com/questions/8786183/how-to-append-content-to-stringstream-type-object,How to append content to stringstream type object?,,,,,
24,"['c++', '.net', 'opencv', 'image-processing']","{'account_id': 1059229, 'reputation': 309, 'user_id': 1061208, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f29e2a236c292a2cec7927ebe02889c2?s=256&d=identicon&r=PG', 'display_name': 'Madman', 'link': 'https://stackoverflow.com/users/1061208/madman'}",False,3134,,1,1,1662030155,1326293175,1662030155.0,8821200,CC BY-SA 4.0,https://stackoverflow.com/questions/8821200/open-source-code-for-cast-shadow-detection-and-removal,Open source code for cast shadow detection and removal,,,,,
25,"['c++', 'winapi', 'active-directory', 'ou']","{'account_id': 340145, 'reputation': 15988, 'user_id': 670017, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/14e34b1f97f25732aad207e006497f90?s=256&d=identicon&r=PG', 'display_name': 'ahmd0', 'link': 'https://stackoverflow.com/users/670017/ahmd0'}",True,1541,8997984.0,3,4,1660883424,1327436134,,8993480,CC BY-SA 3.0,https://stackoverflow.com/questions/8993480/get-ou-organizational-unit-name-that-a-local-computer-belongs-to-using-c,Get OU (Organizational Unit) name that a local computer belongs to using C++,,,,,
26,"['c++', 'c', 'sockets', 'tcp', 'udp']","{'account_id': 431707, 'reputation': 1077, 'user_id': 815954, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/31250755246e8c4c4a00f94a27e38cd9?s=256&d=identicon&r=PG', 'display_name': 'flyingbin', 'link': 'https://stackoverflow.com/users/815954/flyingbin'}",True,1583,,5,4,1660556097,1325700478,1325700679.0,8731714,CC BY-SA 3.0,https://stackoverflow.com/questions/8731714/can-an-ip-address-and-a-port-number-together-uniquely-identify-a-process-id,Can an IP address and a port number together uniquely identify a process ID?,,,,,
27,"['c++', 'gcc', 'compiler-options']","{'account_id': 890157, 'reputation': 6765, 'user_id': 928594, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/becf01e1fb704fdc6bfc086a131ac02a?s=256&d=identicon&r=PG', 'display_name': 'mmirzadeh', 'link': 'https://stackoverflow.com/users/928594/mmirzadeh'}",True,230093,8843848.0,7,149,1660288332,1326410463,1486138382.0,8843818,CC BY-SA 3.0,https://stackoverflow.com/questions/8843818/what-does-the-fpermissive-flag-do,What does the fpermissive flag do?,,,,,
28,"['c++', 'sorting', 'struct']","{'account_id': 169731, 'reputation': 9724, 'user_id': 395974, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/41d82552ae8f2baee3d52224a4891eca?s=256&d=identicon&r=PG', 'display_name': 'Eamorr', 'link': 'https://stackoverflow.com/users/395974/eamorr'}",True,3566,8940690.0,6,5,1660066664,1327058473,1327059514.0,8940629,CC BY-SA 3.0,https://stackoverflow.com/questions/8940629/how-to-sort-vector-of-pointer-to-struct,How to sort vector of pointer-to-struct,,,,,
29,"['c++', 'boost', 'googlemock']","{'account_id': 1186947, 'reputation': 725, 'user_id': 1160721, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8a600854a37430abb6a0e85c412a1569?s=256&d=identicon&r=PG', 'display_name': 'Jonhtra', 'link': 'https://stackoverflow.com/users/1160721/jonhtra'}",True,567,9001826.0,2,1,1658805737,1327488803,1658805737.0,9001494,CC BY-SA 4.0,https://stackoverflow.com/questions/9001494/compiler-errors-when-initializing-expect-call-with-function-which-has-program-op,compiler errors when initializing EXPECT_CALL with function which has program_options::variables_map as parameter,,,,,
30,"['c++', 'gdal', 'wgs84', 'geotiff']","{'account_id': 1164966, 'reputation': 63, 'user_id': 1143663, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/fd1107508e2ee9c6c84428f8c7b78d30?s=256&d=identicon&r=PG', 'display_name': 'avtoader', 'link': 'https://stackoverflow.com/users/1143663/avtoader'}",True,2993,,3,5,1658423290,1326498623,1326498976.0,8858816,CC BY-SA 3.0,https://stackoverflow.com/questions/8858816/if-you-have-a-geotiff-would-it-be-possible-to-transform-a-lat-lon-point-to-an-x,"If You Have A GeoTiff, Would It Be Possible To Transform A Lat/Lon Point To An X,Y Using The GeoTransform?",,,,,
31,"['c++', 'c', 'x11', 'xcb']","{'account_id': 480812, 'reputation': 3406, 'user_id': 894271, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f638548883e3ac44aeefd0ea7bf0bb9c?s=256&d=identicon&r=PG', 'display_name': 'ar31', 'link': 'https://stackoverflow.com/users/894271/ar31'}",True,3434,14957507.0,3,13,1657790192,1326137693,1326138790.0,8794089,CC BY-SA 3.0,https://stackoverflow.com/questions/8794089/how-to-send-key-event-to-application-using-xcb,How to send key event to application using XCB?,,,,,
32,"['c++', 'placement-new']","{'account_id': 1038118, 'reputation': 5647, 'user_id': 1044776, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/305241cc24b038905de1d0ee5837ef98?s=256&d=identicon&r=PG', 'display_name': 'codekiddy', 'link': 'https://stackoverflow.com/users/1044776/codekiddy'}",True,7779,8918942.0,5,26,1657306969,1326927696,1326928824.0,8918791,CC BY-SA 3.0,https://stackoverflow.com/questions/8918791/how-to-properly-free-the-memory-allocated-by-placement-new,How to properly free the memory allocated by placement new?,,,,,
33,"['c++', 'winapi', 'user-interface', 'mfc', 'clistctrl']","{'account_id': 1126098, 'reputation': 61, 'user_id': 1113358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6772223fa7cb9c0b22befd0679469c2?s=256&d=identicon&r=PG', 'display_name': 'Micha', 'link': 'https://stackoverflow.com/users/1113358/micha'}",True,1502,,5,5,1657051954,1328009540,1331288669.0,9078785,CC BY-SA 3.0,https://stackoverflow.com/questions/9078785/clistctrl-shows-ellipsis-despite-plenty-of-space-only-win2008-and-win7,CListCtrl shows ellipsis despite plenty of space (only Win2008 and Win7),,,,,
34,"['c++', 'keyboard-events', 'hid', 'keyboard-hook', 'interception']","{'user_type': 'does_not_exist', 'display_name': 'user470760'}",True,3289,8829673.0,2,1,1657051568,1326295740,,8821895,CC BY-SA 3.0,https://stackoverflow.com/questions/8821895/sending-key-presses-with-interception,Sending Key Presses with Interception,,,,,
35,"['c++', 'qt', 'vb6']","{'account_id': 117311, 'reputation': 18838, 'user_id': 307283, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/XCWqj.jpg?s=256&g=1', 'display_name': 'Ivan', 'link': 'https://stackoverflow.com/users/307283/ivan'}",True,2395,8979821.0,3,2,1656950580,1327345679,,8977183,CC BY-SA 3.0,https://stackoverflow.com/questions/8977183/convert-a-visual-basic-6-project-to-qt-c,Convert a Visual Basic 6 Project to Qt/C++,,,,,
36,"['c++', 'c', 'linux']","{'account_id': 551559, 'reputation': 13590, 'user_id': 916439, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/6959855c2d9a57af900f917947a27f77?s=256&d=identicon&r=PG', 'display_name': 'Whoami', 'link': 'https://stackoverflow.com/users/916439/whoami'}",True,64621,8814869.0,10,38,1656922320,1326260484,1655378941.0,8814705,CC BY-SA 4.0,https://stackoverflow.com/questions/8814705/how-to-check-if-a-function-exists-in-c-c,How to check if a function exists in C/C++?,,,,,
37,"['c++', 'vector', 'stl', 'std']","{'account_id': 925891, 'reputation': 9690, 'user_id': 956689, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/c0d6df4a44b07d4e992dbe0cecd5feed?s=256&d=identicon&r=PG', 'display_name': 'Dollarslice', 'link': 'https://stackoverflow.com/users/956689/dollarslice'}",True,212345,8877465.0,5,207,1656790860,1326703470,1487351041.0,8877448,CC BY-SA 3.0,https://stackoverflow.com/questions/8877448/how-do-i-reverse-a-c-vector,How do I reverse a C++ vector?,,,1665982502.0,,
38,"['c++', 'profiling', 'branch-prediction']","{'account_id': 30557, 'reputation': 1437, 'user_id': 83360, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/85ffb3ad85eb95829492037d0e905bed?s=256&d=identicon&r=PG', 'display_name': 'Bartłomiej Siwek', 'link': 'https://stackoverflow.com/users/83360/bart%c5%82omiej-siwek'}",True,455,8781075.0,3,3,1656650105,1326054141,1656650105.0,8780943,CC BY-SA 4.0,https://stackoverflow.com/questions/8780943/measure-how-often-a-branch-is-mispredicted,Measure how often a branch is mispredicted,,,,,
39,"['c++', 'struct']","{'account_id': 1204808, 'reputation': 10730, 'user_id': 1174719, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3a19c5c9ee8dc642d77ef0e5bc563772?s=256&d=identicon&r=PG', 'display_name': 'Nosrettap', 'link': 'https://stackoverflow.com/users/1174719/nosrettap'}",True,4703,9048068.0,2,1,1656522665,1327780241,,9048051,CC BY-SA 3.0,https://stackoverflow.com/questions/9048051/how-to-create-a-struct-in-c,How to create a struct in C++,,,,,
40,"['c++', 'inheritance', 'protected', 'virtual-destructor']","{'account_id': 1091211, 'reputation': 1532, 'user_id': 1085822, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/07dbbbd0283bce2ab72695eab8d2eeb2?s=256&d=identicon&r=PG', 'display_name': 'tusharfloyd', 'link': 'https://stackoverflow.com/users/1085822/tusharfloyd'}",True,13919,8970702.0,5,13,1656427526,1327315864,1372687487.0,8970466,CC BY-SA 3.0,https://stackoverflow.com/questions/8970466/is-there-a-use-for-making-a-protected-destructor-virtual,Is there a use for making a protected destructor virtual?,,,,,
41,"['c++', 'linux', 'shared-memory', 'memory-barriers', 'stdatomic']","{'account_id': 1151676, 'reputation': 894, 'user_id': 1133237, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/35558a157957edc310fbf1239f92350a?s=256&d=identicon&r=PG', 'display_name': 'excalibur', 'link': 'https://stackoverflow.com/users/1133237/excalibur'}",True,14594,,3,15,1655894724,1325860546,1655894724.0,8759429,CC BY-SA 4.0,https://stackoverflow.com/questions/8759429/atomic-access-to-shared-memory,Atomic access to shared memory,,,,,
42,"['c++', 'templates', 'function-templates']","{'account_id': 359312, 'reputation': 3200, 'user_id': 700650, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a9babd166888c602545c93f15f4ce139?s=256&d=identicon&r=PG', 'display_name': 'Xiaotian Pei', 'link': 'https://stackoverflow.com/users/700650/xiaotian-pei'}",True,6136,8952904.0,3,10,1655828371,1327146321,1655828371.0,8952715,CC BY-SA 4.0,https://stackoverflow.com/questions/8952715/function-template-specialization-failed,function template specialization failed?,,,,,
43,"['c++', 'qt', 'delegates']","{'account_id': 24987, 'reputation': 28919, 'user_id': 63898, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/88464b7b200398866f216092f01747ed?s=256&d=identicon&r=PG', 'display_name': 'user63898', 'link': 'https://stackoverflow.com/users/63898/user63898'}",False,1149,,3,2,1655777824,1326406894,1433966545.0,8843207,CC BY-SA 3.0,https://stackoverflow.com/questions/8843207/qlabel-isnt-transparent-when-rendered-on-item-delegate-qstyleditemdelegate,QLabel isnt transparent when rendered on item delegate (QStyledItemDelegate),,,,,
44,"['c++', 'collision-detection']","{'account_id': 1147500, 'reputation': 31, 'user_id': 1129934, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56b8231f1a8ff7f13bdf97e30ceceb5d?s=256&d=identicon&r=PG', 'display_name': 'Izad', 'link': 'https://stackoverflow.com/users/1129934/izad'}",True,13871,,1,3,1655368884,1325680989,1655368884.0,8727065,,https://stackoverflow.com/questions/8727065/intersection-points-of-two-circles-in-c,Intersection points of two circles in c++,1325688569.0,off topic,,,
45,"['c++', 'c', 'visual-c++', 'math']","{'account_id': 259071, 'reputation': 200645, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,5837,8739784.0,12,23,1654979243,1325707187,1325707514.0,8733178,CC BY-SA 3.0,https://stackoverflow.com/questions/8733178/most-accurate-way-to-do-a-combined-multiply-and-divide-operation-in-64-bit,Most accurate way to do a combined multiply-and-divide operation in 64-bit?,,,,,
46,['c++'],"{'account_id': 444722, 'reputation': 2230, 'user_id': 836727, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/33b6edb2010938268e952f2817e92f28?s=256&d=identicon&r=PG', 'display_name': 'Master345', 'link': 'https://stackoverflow.com/users/836727/master345'}",True,210428,,6,51,1654868425,1326558041,1654868425.0,8863505,,https://stackoverflow.com/questions/8863505/c-why-function-is-not-found,C++: Why function is not found?,1376084053.0,Duplicate,,,
47,"['c++', 'python', 'c', 'linux']","{'account_id': 1144601, 'reputation': 61, 'user_id': 1127647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5967d88dc2e78b374d1d5bc17a3e38c4?s=256&d=identicon&r=PG', 'display_name': 'Shamless', 'link': 'https://stackoverflow.com/users/1127647/shamless'}",True,5893,8712306.0,4,5,1654102823,1325588296,,8711233,CC BY-SA 3.0,https://stackoverflow.com/questions/8711233/detecting-bind-mounts-on-linux,detecting bind mounts on linux,,,,,
48,"['c++', 'c++11', 'overloading', 'compile-time-constant', 'constexpr']","{'account_id': 454585, 'reputation': 25297, 'user_id': 852254, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/HU9ak.jpg?s=256&g=1', 'display_name': 'David Stone', 'link': 'https://stackoverflow.com/users/852254/david-stone'}",True,13768,,9,54,1654012778,1327031692,1495539981.0,8936549,CC BY-SA 3.0,https://stackoverflow.com/questions/8936549/constexpr-overloading,constexpr overloading,,,,,
