,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date
10,"['c++', 'arrays', 'class']","{'account_id': 4419681, 'reputation': 765, 'user_id': 3600124, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3600124', 'link': 'https://stackoverflow.com/users/3600124/user3600124'}",True,673,,,3,2,1665075926,1607230306,,65164786,https://stackoverflow.com/questions/65164786/initialize-const-char-as-non-static-class-member,,initialize const char[] as non-static class member,CC BY-SA 4.0,
11,"['c++', 'random']","{'account_id': 14261410, 'reputation': 130, 'user_id': 10987185, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BJtnL.png?s=256&g=1', 'display_name': 'the-baby-is-you', 'link': 'https://stackoverflow.com/users/10987185/the-baby-is-you'}",True,561,1664915714.0,,2,2,1664915542,1607321209,1607338030.0,65176839,https://stackoverflow.com/questions/65176839/c-rand-always-giving-same-two-values-and-then-working-perfectly,Duplicate,C++ rand() always giving same TWO values... and then working perfectly,,
12,"['c++', 'file', 'c++11', 'fstream']","{'account_id': 20263407, 'reputation': 233, 'user_id': 14861235, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc25bb0fe92059065cf01ce320789eb9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johy', 'link': 'https://stackoverflow.com/users/14861235/johy'}",False,117,,,1,1,1664685724,1608489924,1664683937.0,65383539,https://stackoverflow.com/questions/65383539/ofstreamfile-ifstreamfile-rdbuf-fails-but-file-text-from-file-is-written-to,,ofstreamFile &lt;&lt; ifstreamFile.rdbuf() fails but file text from file is written to ofstreamFile correctly,CC BY-SA 4.0,
13,"['python', 'c++', 'multithreading', 'pybind11']","{'account_id': 233907, 'reputation': 9818, 'user_id': 499721, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/c64c440f94298a42949b9d8c3cdd00e6?s=256&d=identicon&r=PG', 'display_name': 'bavaza', 'link': 'https://stackoverflow.com/users/499721/bavaza'}",True,1423,,65379446.0,2,5,1664554065,1608221188,1609058923.0,65344251,https://stackoverflow.com/questions/65344251/embedding-a-python-interpreter-in-a-multi-threaded-c-program-with-pybind11,,Embedding a Python interpreter in a multi-threaded C++ program with pybind11,CC BY-SA 4.0,
14,"['c++', 'function', 'vector']","{'account_id': 18718179, 'reputation': 13, 'user_id': 13646704, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b934c0df9fa2e7359df413fb7c1be2c?s=256&d=identicon&r=PG&f=1', 'display_name': 'paokv', 'link': 'https://stackoverflow.com/users/13646704/paokv'}",True,644,,65277225.0,1,-1,1663400222,1607870958,,65276937,https://stackoverflow.com/questions/65276937/how-to-check-the-prime-numbers-from-a-vector-in-c,,How to check the prime numbers from a vector in c++?,CC BY-SA 4.0,
15,"['c++', 'greedy', 'maximum-profit-problem']","{'account_id': 20217429, 'reputation': 1, 'user_id': 14827803, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjk7TvU3-pb5bFPOvi0bUFp7gYNK8trWDdErucZ5hs=k-s256', 'display_name': 'Soubhagya Akkena', 'link': 'https://stackoverflow.com/users/14827803/soubhagya-akkena'}",False,243,,,0,0,1663353051,1608011067,1608012504.0,65300609,https://stackoverflow.com/questions/65300609/most-profit-assigning-work-problem-from-leetcode-problem-no-826,,Most Profit Assigning Work Problem from Leetcode (Problem no. 826),CC BY-SA 4.0,
16,"['c++', 'crypto++', 'ed25519', 'curve-25519']","{'account_id': 2557533, 'reputation': 1925, 'user_id': 2219196, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/MrlNM.jpg?s=256&g=1', 'display_name': 'aj3423', 'link': 'https://stackoverflow.com/users/2219196/aj3423'}",False,137,,,1,1,1663129654,1608829042,,65441187,https://stackoverflow.com/questions/65441187/cryptopped25519verifier-shows-different-result-from-libsignal,,CryptoPP::ed25519::Verifier shows different result from libsignal,CC BY-SA 4.0,
17,['c++'],"{'account_id': 20305573, 'reputation': 1, 'user_id': 14893930, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a792ccd6f6cb385c36b4c403a0756d8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vladimir Trump', 'link': 'https://stackoverflow.com/users/14893930/vladimir-trump'}",False,244,,,2,-3,1662724466,1609023539,,65461466,https://stackoverflow.com/questions/65461466/what-is-the-real-difference-between-u-suffix-and-unsigned-modifier,,What is the real difference between u suffix and unsigned modifier?,CC BY-SA 4.0,
18,"['c++', 'function', 'compiler-errors', 'definition']","{'account_id': 18477205, 'reputation': 49, 'user_id': 14817873, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJg0qHebZSbKYM_qJLMh-eHFHOWNraFTimagqH=k-s256', 'display_name': 'Bebel', 'link': 'https://stackoverflow.com/users/14817873/bebel'}",True,132,,65461788.0,2,2,1662187372,1609015962,1609056461.0,65460620,https://stackoverflow.com/questions/65460620/how-to-properly-create-a-header-for-functions-without-multiple-definitions-erro,,"How to properly create a header for functions, without multiple definitions error?",CC BY-SA 4.0,
19,"['c++', 'string', 'pointers', 'arduino-c++']","{'account_id': 20102074, 'reputation': 78, 'user_id': 14740339, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ae462818831dbf49eca74b14cba13a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Senuda Jayalath', 'link': 'https://stackoverflow.com/users/14740339/senuda-jayalath'}",False,84,,,1,0,1661796097,1607346634,1661796097.0,65182334,https://stackoverflow.com/questions/65182334/how-to-store-char-pointers-in-arduino-to-a-variable,,How to store char pointers in Arduino to a variable,CC BY-SA 4.0,
20,"['c++', 'arrays', 'c++11', 'warnings', 'clang++']","{'account_id': 2508187, 'reputation': 523, 'user_id': 2181250, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/4d1e994b6cd446b4fc4a4a111d81ec53?s=256&d=identicon&r=PG', 'display_name': 'gil_mo', 'link': 'https://stackoverflow.com/users/2181250/gil-mo'}",True,2809,,65536866.0,1,1,1660898449,1609148789,1610241044.0,65475688,https://stackoverflow.com/questions/65475688/understanding-expression-does-not-compute-the-number-of-elements-in-this-array,,Understanding &quot;Expression does not compute the number of elements in this array&quot;,CC BY-SA 4.0,
21,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user9327397'}",True,3860,,65189364.0,2,-2,1660584897,1607374364,,65189197,https://stackoverflow.com/questions/65189197/calculate-how-many-days-are-required-for-a-snail-to-climb-up-a-wall,,Calculate how many days are required for a snail to climb up a wall,CC BY-SA 4.0,
22,"['c++', 'qt', 'command-line', 'qt5', 'qapplication']","{'account_id': 9241151, 'reputation': 2292, 'user_id': 7561697, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RnlyD.png?s=256&g=1', 'display_name': 'Pat. ANDRIA', 'link': 'https://stackoverflow.com/users/7561697/pat-andria'}",True,1109,,73347173.0,1,2,1660419383,1607437177,1607437448.0,65200690,https://stackoverflow.com/questions/65200690/how-to-run-a-qt-application-in-headless-mode-without-showing-my-gui,,How to run a Qt application in headless mode (without showing my GUI),CC BY-SA 4.0,
23,"['c++', 'multithreading', 'c++17', 'std']","{'account_id': 235082, 'reputation': 9494, 'user_id': 501663, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/c18dd4411e66f4350569b90f181c279e?s=256&d=identicon&r=PG', 'display_name': 'Itamar Katz', 'link': 'https://stackoverflow.com/users/501663/itamar-katz'}",True,321,,,1,6,1659383971,1606759800,1658397177.0,65078912,https://stackoverflow.com/questions/65078912/std-parallel-algorithm-seems-to-use-only-1-thread,,std parallel algorithm seems to use only 1 thread,CC BY-SA 4.0,
24,"['c++', 'arduino', 'esp32', 'adc']","{'account_id': 15917050, 'reputation': 77, 'user_id': 11485315, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2742224162460282/picture?type=large', 'display_name': 'Lukas Kaščiukevičius', 'link': 'https://stackoverflow.com/users/11485315/lukas-ka%c5%a1%c4%8diukevi%c4%8dius'}",True,2999,,65125754.0,1,4,1658739668,1606995694,1658739632.0,65125302,https://stackoverflow.com/questions/65125302/can-you-use-all-the-esp32s-gpio-pins-when-the-wifi-is-working,,Can you use all the ESP32&#39;s GPIO pins when the WiFi is working?,CC BY-SA 4.0,
25,"['c++', 'arduino']","{'account_id': 20100224, 'reputation': 21, 'user_id': 14738828, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-kVUC_JUsItQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnOf_NiV917t_tZF3yOfuBA1GlB5w/s96-c/photo.jpg?sz=256', 'display_name': 'Sean Matanovich', 'link': 'https://stackoverflow.com/users/14738828/sean-matanovich'}",True,304,,,2,2,1658699475,1606789932,1658699475.0,65083923,https://stackoverflow.com/questions/65083923/arduino-for-loops-in-micros,,Arduino: for loops in micros(),CC BY-SA 4.0,
26,"['c++', 'arduino', 'arduino-uno']","{'account_id': 293887, 'reputation': 11, 'user_id': 597454, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc7929b7cd7d3c84bf996fb3feb88037?s=256&d=identicon&r=PG', 'display_name': 'user597454', 'link': 'https://stackoverflow.com/users/597454/user597454'}",True,120,,,2,-1,1658698639,1608000142,1658698639.0,65299287,https://stackoverflow.com/questions/65299287/c-static-function-namespace-issue,,C++ Static Function/Namespace issue,CC BY-SA 4.0,
27,"['c++', 'data-structures']","{'account_id': 20145202, 'reputation': 29, 'user_id': 14773892, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be44efba05e7ba4406e4a452bb07ec40?s=256&d=identicon&r=PG&f=1', 'display_name': 'NewUser', 'link': 'https://stackoverflow.com/users/14773892/newuser'}",True,530,,65309849.0,2,0,1658698454,1608049104,1658698454.0,65309676,https://stackoverflow.com/questions/65309676/what-is-the-best-data-structure-to-store-1-key-and-2-values-in-c,,What is the best data structure to store 1 key and 2 values in C++?,CC BY-SA 4.0,
28,"['c++', 'server', 'arduino', 'esp8266']","{'account_id': 15495695, 'reputation': 475, 'user_id': 14634210, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/m7vA3.jpg?s=256&g=1', 'display_name': 'Vini Dalvino', 'link': 'https://stackoverflow.com/users/14634210/vini-dalvino'}",True,1284,,65327093.0,4,1,1658698328,1608087206,1658698328.0,65316646,https://stackoverflow.com/questions/65316646/how-can-i-make-a-web-server-with-an-arduino-that-supports-multiple-files,,How can I make a web server with an Arduino that supports multiple files?,CC BY-SA 4.0,
29,"['c++', 'arrays', 'math', 'lookup']","{'account_id': 13083582, 'reputation': 67, 'user_id': 9453323, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7xP9i.jpg?s=256&g=1', 'display_name': 'antoine serry', 'link': 'https://stackoverflow.com/users/9453323/antoine-serry'}",True,311,,,3,6,1658697292,1608323764,1658697292.0,65363598,https://stackoverflow.com/questions/65363598/creating-a-reverse-lookup-table-from-measured-values,,Creating a reverse lookup table from measured values,CC BY-SA 4.0,
30,"['c++', 'arduino', 'arduino-uno', 'servo']","{'account_id': 20237631, 'reputation': 11, 'user_id': 14842319, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi19qXRhO6V8p2GEBLwMZ7ygbh9ySd7roFQrqcY=k-s256', 'display_name': 'sebastian wynter', 'link': 'https://stackoverflow.com/users/14842319/sebastian-wynter'}",True,130,,,2,1,1658697150,1608529623,1658697065.0,65388044,https://stackoverflow.com/questions/65388044/arduino-how-to-move-a-servo-without-knowing-the-exact-location-the-servo-needs,,Arduino: How to move a servo without knowing the exact location the servo needs to move to,CC BY-SA 4.0,
31,"['c++', 'if-statement']","{'account_id': 18600244, 'reputation': 1, 'user_id': 13555250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9a53e67f28ed6bfff60527366556cd4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Elkcloner', 'link': 'https://stackoverflow.com/users/13555250/elkcloner'}",True,73,1608736581.0,,3,-2,1658696159,1608733964,1658696118.0,65425987,https://stackoverflow.com/questions/65425987/check-multi-variables-in-if-condition,Duplicate,Check multi variables in if condition,,
32,"['c++', 'c', 'arduino', 'gyroscope', 'gimbal']","{'account_id': 20108182, 'reputation': 13, 'user_id': 14745165, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97a8ba4d553c5e1212171107f7fdbdb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'gretchman', 'link': 'https://stackoverflow.com/users/14745165/gretchman'}",True,144,,65100114.0,1,1,1658649340,1606862745,1658649340.0,65099688,https://stackoverflow.com/questions/65099688/need-help-resolving-arduino-code-error-woverflow-in-gimbal-code-i-am-not-sur,,Need help resolving Arduino Code error [-Woverflow] in gimbal code. I am not sure how to resolve or if to disable yaw,CC BY-SA 4.0,
33,"['c++', 'arduino', 'raspberry-pi', 'adc']","{'account_id': 15917050, 'reputation': 77, 'user_id': 11485315, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2742224162460282/picture?type=large', 'display_name': 'Lukas Kaščiukevičius', 'link': 'https://stackoverflow.com/users/11485315/lukas-ka%c5%a1%c4%8diukevi%c4%8dius'}",False,107,,,2,0,1658648862,1607090920,1658648862.0,65145054,https://stackoverflow.com/questions/65145054/holding-value-after-printing-from-mqtt,,Holding value after printing from MQTT,CC BY-SA 4.0,
34,"['c++', 'arduino']","{'account_id': 17824110, 'reputation': 164, 'user_id': 12945757, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EG1fv.jpg?s=256&g=1', 'display_name': 'Comyar D', 'link': 'https://stackoverflow.com/users/12945757/comyar-d'}",True,170,,65255507.0,1,1,1658647972,1607698866,1658647972.0,65253689,https://stackoverflow.com/questions/65253689/how-do-you-add-a-timestamp-to-an-sd-card-without-using-a-rtc,,How do you add a timestamp to an SD card without using a RTC?,CC BY-SA 4.0,
35,"['c++', 'decode', 'encode', 'h.264']","{'account_id': 3778234, 'reputation': 751, 'user_id': 4180909, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://graph.facebook.com/100000556539205/picture?type=large', 'display_name': 'Samuel', 'link': 'https://stackoverflow.com/users/4180909/samuel'}",True,251,,65407335.0,2,1,1658309006,1608628764,1608651962.0,65406066,https://stackoverflow.com/questions/65406066/what-is-idc-short-for-in-h-264,,What is idc short for in H.264?,CC BY-SA 4.0,
36,"['c++', 'qt']","{'account_id': 16120433, 'reputation': 45, 'user_id': 11636534, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-JShcDclmqX0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdmOHJ1LyozYMLntKy3B6g6p_md2g/mo/photo.jpg?sz=256', 'display_name': 'Veasky', 'link': 'https://stackoverflow.com/users/11636534/veasky'}",True,265,,65239294.0,1,1,1658026070,1607332023,1658026070.0,65178772,https://stackoverflow.com/questions/65178772/qtableview-in-a-popup-on-a-qpushbutton-click,,QTableView in a popup on a QPushButton click,CC BY-SA 4.0,
37,"['c++', 'hook', 'reverse-engineering', 'ida']","{'user_type': 'does_not_exist', 'display_name': 'user3449922'}",True,370,,65185455.0,2,0,1657718781,1607356100,1607357644.0,65184865,https://stackoverflow.com/questions/65184865/how-use-signature-pattern-for-hooking,,How use signature pattern for hooking,CC BY-SA 4.0,
38,"['c++', 'macos', 'visual-studio-code', 'computer-science', 'include-path']","{'account_id': 20090979, 'reputation': 345, 'user_id': 14731466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8489da5b34b188f580afe44e89e22a44?s=256&d=identicon&r=PG&f=1', 'display_name': 'rjc810', 'link': 'https://stackoverflow.com/users/14731466/rjc810'}",True,46309,,65421370.0,4,4,1657474058,1608712051,1657474058.0,65421161,https://stackoverflow.com/questions/65421161/visual-studio-code-cannot-open-source-file-iostream,,Visual Studio Code cannot open source file &quot;iostream&quot;,CC BY-SA 4.0,
39,"['c++', 'vector', 'std-span']","{'account_id': 19557457, 'reputation': 702, 'user_id': 14311419, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjbGrEpG3WJPB7D1XrL_EE1J9FgQkHuWo5lQoK_4w=k-s256', 'display_name': 'Tom Gebel', 'link': 'https://stackoverflow.com/users/14311419/tom-gebel'}",True,3234,,65312898.0,3,7,1656092311,1608061768,,65312727,https://stackoverflow.com/questions/65312727/why-in-particular-should-i-rather-pass-a-stdspan-than-a-stdvector-to-a-func,,Why in particular should I rather pass a std::span than a std::vector&amp; to a function?,CC BY-SA 4.0,
40,"['c++', 'c', 'makefile']","{'account_id': 12345571, 'reputation': 245, 'user_id': 9006680, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cf11dcbb26d953f4263e72fa735dfd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Duke Jake Morgan', 'link': 'https://stackoverflow.com/users/9006680/duke-jake-morgan'}",False,557,,,1,0,1655996895,1608649121,,65410923,https://stackoverflow.com/questions/65410923/usr-bin-ld-cannot-find-no-such-file-or-directory-caused-by-makefile-error,,/usr/bin/ld: cannot find : No such file or directory - caused by makefile error,CC BY-SA 4.0,
41,"['c#', 'c++', 'c', 'performance', 'floating-point']","{'account_id': 20200017, 'reputation': 97, 'user_id': 14815977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce0b6da5c31a6d0df28d43a24456b10d?s=256&d=identicon&r=PG&f=1', 'display_name': 'MrUnbelievable92', 'link': 'https://stackoverflow.com/users/14815977/mrunbelievable92'}",True,536,,72680472.0,3,1,1655676406,1609204631,1609211809.0,65486100,https://stackoverflow.com/questions/65486100/how-to-convert-a-float-double-half-to-a-minifloat-the-optimal-way-improve-my-al,,How to convert a float/double/half to a minifloat the optimal way (improve my already working code)?,CC BY-SA 4.0,
42,"['c++', 'winforms', 'c++-cli']","{'account_id': 20285340, 'reputation': 21, 'user_id': 14878132, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1369609206709944/picture?type=large', 'display_name': 'كن متفائلا', 'link': 'https://stackoverflow.com/users/14878132/%d9%83%d9%86-%d9%85%d8%aa%d9%81%d8%a7%d8%a6%d9%84%d8%a7'}",True,495,,65439642.0,1,1,1655563693,1608731642,1608825484.0,65425427,https://stackoverflow.com/questions/65425427/how-to-keep-a-form-always-on-top-without-stealing-focus-from-the-active-window,,How to keep a Form always on top without stealing focus from the active Window?,CC BY-SA 4.0,
43,"['c++', 'visual-studio-code']","{'account_id': 18385625, 'reputation': 75, 'user_id': 13392739, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6584e8d30b659754c49f03e691c1ce9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'NotTschuschl', 'link': 'https://stackoverflow.com/users/13392739/nottschuschl'}",True,1007,,,3,2,1655314859,1606770294,1606774322.0,65081175,https://stackoverflow.com/questions/65081175/exe-file-not-opening,,Exe file not opening,CC BY-SA 4.0,
44,"['c++', 'gcc', 'libstdc++']","{'account_id': 20140273, 'reputation': 557, 'user_id': 14770245, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99d276cd9b57fa85d63454504c6fd367?s=256&d=identicon&r=PG&f=1', 'display_name': 'James Smith', 'link': 'https://stackoverflow.com/users/14770245/james-smith'}",True,40224,,65384705.0,5,28,1655236679,1608248360,1621835394.0,65349875,https://stackoverflow.com/questions/65349875/where-can-i-find-glibcxx-3-4-29,,Where can I find GLIBCXX_3.4.29?,CC BY-SA 4.0,
45,"['c++', 'c', 'multithreading', 'parallel-processing', 'openmp']","{'user_type': 'does_not_exist', 'display_name': 'user14724017'}",True,2044,,65247845.0,2,2,1654530031,1607674245,1607679245.0,65247801,https://stackoverflow.com/questions/65247801/difference-between-pragma-omp-parallel-and-pragma-omp-parallel-for,,Difference between #pragma omp parallel and #pragma omp parallel for,CC BY-SA 4.0,
46,['c++'],"{'account_id': 20297021, 'reputation': 23, 'user_id': 14887341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/860ccf6cffda033d5033215537a9022e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Crazy happens', 'link': 'https://stackoverflow.com/users/14887341/crazy-happens'}",True,6838,,65468270.0,2,1,1654511679,1609087872,,65468120,https://stackoverflow.com/questions/65468120/llvm-error-out-of-memory-how-to-fix-this-error-if-its-fixable,,LLVM ERROR: out of memory ?? How to fix this error (if its fixable),CC BY-SA 4.0,
47,"['c++', 'c']","{'account_id': 16395568, 'reputation': 113, 'user_id': 11843219, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-0jF2_RtxE6Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdwGe4nlBX3JyqqDYIx3CWLo65iAg/photo.jpg?sz=256', 'display_name': 'TippuR', 'link': 'https://stackoverflow.com/users/11843219/tippur'}",True,2006,,65348359.0,4,2,1654480977,1608238305,1608316285.0,65348174,https://stackoverflow.com/questions/65348174/c-get-external-ip-address,,C - Get External IP Address,CC BY-SA 4.0,
48,"['c++', 'windows', 'qt']","{'account_id': 3275863, 'reputation': 6621, 'user_id': 2757925, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'HiFile.app - best file manager', 'link': 'https://stackoverflow.com/users/2757925/hifile-app-best-file-manager'}",True,869,,67434963.0,1,3,1653402791,1608834391,1620390339.0,65442009,https://stackoverflow.com/questions/65442009/flickering-white-areas-when-resizing-qt-window,,flickering white areas when resizing Qt window,CC BY-SA 4.0,
