,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,locked_date,migrated_from,community_owned_date
19,"['c++', 'inheritance', 'stdmap', 'virtual-destructor']","{'account_id': 470874, 'reputation': 10939, 'user_id': 878307, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/45054483f0c09ad9dc872f13ac71f004?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sebastian Hoffmann', 'link': 'https://stackoverflow.com/users/878307/sebastian-hoffmann'}",True,17194,10477849.0,5,28,1660612569,1336373254,1336375526.0,10477839,CC BY-SA 3.0,https://stackoverflow.com/questions/10477839/c-inheriting-from-stdmap,C++: Inheriting from std::map,,,,,,
20,"['c++', 'googlemock']","{'account_id': 140161, 'reputation': 556, 'user_id': 346263, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0fa3f092e6775a33a0ac14dd71604e22?s=256&d=identicon&r=PG', 'display_name': 'whazzmaster', 'link': 'https://stackoverflow.com/users/346263/whazzmaster'}",True,13602,36157504.0,2,9,1659605885,1337876028,1659605885.0,10741322,CC BY-SA 4.0,https://stackoverflow.com/questions/10741322/compile-error-when-i-include-gmock-gmock-h,Compile error when I #include &quot;gmock/gmock.h&quot;,,,,,,
21,"['c++', 'c', 'duplicates', 'xor']","{'account_id': 1244400, 'reputation': 1011, 'user_id': 1206152, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/Fo7tJ.jpg?s=256&g=1', 'display_name': 'Snehasish', 'link': 'https://stackoverflow.com/users/1206152/snehasish'}",True,46449,10764874.0,7,12,1658242612,1338015451,1495535579.0,10764286,CC BY-SA 3.0,https://stackoverflow.com/questions/10764286/using-xor-operator-for-finding-duplicate-elements-in-a-array-fails-in-many-cases,Using XOR operator for finding duplicate elements in a array fails in many cases,,,,,,
22,['c++'],"{'account_id': 1118715, 'reputation': 15211, 'user_id': 1107474, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1ed1a5311fa24392fb6c5f90f680c8dd?s=256&d=identicon&r=PG', 'display_name': 'mezamorphic', 'link': 'https://stackoverflow.com/users/1107474/mezamorphic'}",True,33980,10814273.0,7,18,1657797056,1338371621,1365559622.0,10813930,CC BY-SA 3.0,https://stackoverflow.com/questions/10813930/read-a-file-backwards,Read a file backwards?,,,,,,
23,"['c++', 'winapi', 'input', 'window']","{'account_id': 1485149, 'reputation': 450, 'user_id': 1393574, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/f43a04cab0dee828ba1f7317d421b5a1?s=256&d=identicon&r=PG', 'display_name': 'lazy_banana', 'link': 'https://stackoverflow.com/users/1393574/lazy-banana'}",True,2961,10652857.0,4,0,1657302291,1337344296,1337348346.0,10652713,CC BY-SA 3.0,https://stackoverflow.com/questions/10652713/wm-input-is-defective,WM_INPUT is defective,,,,,,
24,"['c++', 'string', 'substring']","{'account_id': 179312, 'reputation': 1915, 'user_id': 411883, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/0408c18af01d09116db59d5e75785823?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/411883/john'}",True,84005,10532518.0,5,23,1657271919,1336646723,1550932598.0,10532384,CC BY-SA 4.0,https://stackoverflow.com/questions/10532384/how-to-remove-a-particular-substring-from-a-string,How to remove a particular substring from a string?,,,,,,
25,['c++'],"{'account_id': 1517048, 'reputation': 425, 'user_id': 1417815, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/334a7fb0e39cd41c241a7812e210ca71?s=256&d=identicon&r=PG', 'display_name': 'user1417815', 'link': 'https://stackoverflow.com/users/1417815/user1417815'}",True,57812,10807811.0,7,2,1656955318,1338330874,1338336864.0,10807681,CC BY-SA 3.0,https://stackoverflow.com/questions/10807681/loop-every-10-second,Loop every 10 second,,,,,,
26,"['c++', 'initialization-list', 'member-variables']","{'account_id': 1510297, 'reputation': 937, 'user_id': 1412605, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6a1ca565b7eb9c8acf29c2cd1e802176?s=256&d=identicon&r=PG', 'display_name': 'Pontomedon', 'link': 'https://stackoverflow.com/users/1412605/pontomedon'}",True,5760,10720417.0,5,43,1656903899,1337777714,1337801229.0,10720377,CC BY-SA 3.0,https://stackoverflow.com/questions/10720377/can-member-variables-be-used-to-initialize-other-members-in-an-initialization-li,Can member variables be used to initialize other members in an initialization list?,,,,,,
27,"['c++', 'windows', 'winapi', 'hide', 'screen-capture']","{'account_id': 1459858, 'reputation': 351, 'user_id': 1374462, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/34bf6ef87884671e7f6b30e069fb0994?s=256&d=identicon&r=PG', 'display_name': 'Sucata Mihnea', 'link': 'https://stackoverflow.com/users/1374462/sucata-mihnea'}",True,5495,,4,11,1655468384,1336121329,,10445617,CC BY-SA 3.0,https://stackoverflow.com/questions/10445617/c-how-to-screen-capture-except-for-some-windows,"C++ - How to screen-capture, except for some windows",,,,,,
28,"['c++', 'gcc', 'c++11', 'variadic-templates']","{'account_id': 207107, 'reputation': 7003, 'user_id': 456789, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/577d0504ed3da994d314e0c03447306d?s=256&d=identicon&r=PG', 'display_name': 'user', 'link': 'https://stackoverflow.com/users/456789/user'}",True,252,,2,4,1654352819,1338414946,1338821598.0,10824811,CC BY-SA 3.0,https://stackoverflow.com/questions/10824811/why-cant-i-manually-provide-the-template-arguments,Why can&#39;t I manually provide the template arguments?,,,,,,
29,"['c++', 'linked-list', 'bit-manipulation', 'biginteger', 'shift']","{'account_id': 1097486, 'reputation': 1009, 'user_id': 1090772, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/343a7a34d0924165db754cebfe5e6148?s=256&d=identicon&r=PG', 'display_name': 'Jonas', 'link': 'https://stackoverflow.com/users/1090772/jonas'}",True,2971,,2,2,1654137829,1336617568,1555472023.0,10526840,CC BY-SA 4.0,https://stackoverflow.com/questions/10526840/shifting-big-numbers,Shifting big numbers,,,,,,
30,"['c++', 'vector']","{'account_id': 404925, 'reputation': 2206, 'user_id': 773527, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/8c2a70dfc0683157944f2ea7927bd7a7?s=256&d=identicon&r=PG', 'display_name': 'Naphstor', 'link': 'https://stackoverflow.com/users/773527/naphstor'}",True,240905,10559309.0,1,86,1653816754,1336774410,1465753186.0,10559283,CC BY-SA 3.0,https://stackoverflow.com/questions/10559283/how-to-create-a-vector-of-user-defined-size-but-with-no-predefined-values,How to create a vector of user defined size but with no predefined values?,,,,,,
31,"['c++', 'macros', 'include']","{'account_id': 351875, 'reputation': 14257, 'user_id': 688624, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b0714eded10b5ccee614c7134360974b?s=256&d=identicon&r=PG', 'display_name': 'imallett', 'link': 'https://stackoverflow.com/users/688624/imallett'}",True,94,10647361.0,1,1,1653188894,1337317465,1653188894.0,10646972,CC BY-SA 4.0,https://stackoverflow.com/questions/10646972/design-issue-for-c-includes-and-type-variables,Design Issue for C++ #includes and Type Variables,,,,,,
32,"['c++', 'templates', 'template-specialization']","{'account_id': 351875, 'reputation': 14257, 'user_id': 688624, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b0714eded10b5ccee614c7134360974b?s=256&d=identicon&r=PG', 'display_name': 'imallett', 'link': 'https://stackoverflow.com/users/688624/imallett'}",True,1409,10645787.0,2,2,1653188572,1337305699,1653188572.0,10645738,CC BY-SA 4.0,https://stackoverflow.com/questions/10645738/explicit-template-function-and-method-specialization,Explicit Template Function and Method Specialization,,,,,,
33,"['c++', 'animation', 'opengl', 'glut', 'glm-math']","{'account_id': 1040797, 'reputation': 111, 'user_id': 1046862, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9e784773d2cdab831ca4fcae75300e80?s=256&d=identicon&r=PG', 'display_name': 'Huynh', 'link': 'https://stackoverflow.com/users/1046862/huynh'}",True,393,10401007.0,1,-1,1652792036,1335845438,1652792036.0,10393433,CC BY-SA 4.0,https://stackoverflow.com/questions/10393433/opengl-cell-division-effect,OpenGL : Cell division effect,,,,,,
34,"['c++', 'winapi', 'service', 'user-activity']","{'account_id': 340145, 'reputation': 15988, 'user_id': 670017, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/14e34b1f97f25732aad207e006497f90?s=256&d=identicon&r=PG', 'display_name': 'ahmd0', 'link': 'https://stackoverflow.com/users/670017/ahmd0'}",True,589,10405778.0,3,1,1652631068,1335912490,,10405465,CC BY-SA 3.0,https://stackoverflow.com/questions/10405465/is-it-possible-to-know-last-user-activity-from-a-windows-service,Is it possible to know last user activity from a Windows service?,,,,,,
35,"['c++', 'ffmpeg']","{'account_id': 229908, 'reputation': 1931, 'user_id': 493185, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/994cf971732b082645b74516a1bc8568?s=256&d=identicon&r=PG', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/493185/sean'}",True,11702,10666409.0,2,11,1652603908,1337439384,,10666242,CC BY-SA 3.0,https://stackoverflow.com/questions/10666242/detecting-a-timeout-in-ffmpeg,detecting a timeout in ffmpeg,,,,,,
36,"['c++', 'popen', 'ifstream']","{'account_id': 1216830, 'reputation': 2780, 'user_id': 1184247, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/94396dabb49ac471588f4d44e2106a33?s=256&d=identicon&r=PG', 'display_name': 'Tabrez Ahmed', 'link': 'https://stackoverflow.com/users/1184247/tabrez-ahmed'}",True,15922,10667570.0,3,30,1652168068,1337449681,1337450091.0,10667543,CC BY-SA 3.0,https://stackoverflow.com/questions/10667543/creating-fstream-object-from-a-file-pointer,Creating fstream object from a FILE* pointer,,,,,,
37,"['c++', 'c', 'optimization', 'division', 'micro-optimization']","{'account_id': 78618, 'reputation': 6379, 'user_id': 223622, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/bd63e91cc4f5b2034987c31f399c2435?s=256&d=identicon&r=PG', 'display_name': 'Abhineet', 'link': 'https://stackoverflow.com/users/223622/abhineet'}",True,69197,10681422.0,22,415,1651554024,1337586876,1469813374.0,10681375,CC BY-SA 3.0,https://stackoverflow.com/questions/10681375/which-is-better-option-to-use-for-dividing-an-integer-number-by-2,Which is better option to use for dividing an integer number by 2?,1338328419.0,,,,,
38,"['c++', 'vector', 'delete-operator']","{'account_id': 1054754, 'reputation': 3143, 'user_id': 1057733, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/64e83d862a3f47b1a0bd118a9a37e7f6?s=256&d=identicon&r=PG', 'display_name': 'mister', 'link': 'https://stackoverflow.com/users/1057733/mister'}",True,207391,10465032.0,7,71,1651502496,1336244100,1565445308.0,10464992,CC BY-SA 4.0,https://stackoverflow.com/questions/10464992/c-delete-vector-objects-free-memory,"C++ delete vector, objects, free memory",,,,,,
39,"['c++', 'string', 'c++-standard-library']","{'account_id': 264480, 'reputation': 721, 'user_id': 550798, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/2c04cf3d5e588d1f96ebe1292db8f640?s=256&d=identicon&r=PG', 'display_name': 'bardes', 'link': 'https://stackoverflow.com/users/550798/bardes'}",True,26121,10771938.0,4,40,1651422061,1338096329,,10771864,CC BY-SA 3.0,https://stackoverflow.com/questions/10771864/assign-a-nullptr-to-a-stdstring-is-safe,Assign a nullptr to a std::string is safe?,,,,,,
40,"['c++', 'casting']","{'account_id': 8556, 'reputation': 17577, 'user_id': 15485, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/NoiuG.png?s=256&g=1', 'display_name': 'Alessandro Jacopson', 'link': 'https://stackoverflow.com/users/15485/alessandro-jacopson'}",True,28324,10438589.0,5,35,1650927623,1336074025,,10438249,CC BY-SA 3.0,https://stackoverflow.com/questions/10438249/in-c-what-are-the-differences-between-static-castdoublea-and-doublea,"In C++, what are the differences between static_cast&lt;double&gt;(a) and double(a)?",,,,,,
41,"['c++', 'memory-management']","{'account_id': 1047335, 'reputation': 2321, 'user_id': 1052076, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/707e64d1e7c83ffbc0a34e0b88befd09?s=256&d=identicon&r=PG', 'display_name': 'undu', 'link': 'https://stackoverflow.com/users/1052076/undu'}",True,39527,10483164.0,9,113,1650574464,1336397387,1650574464.0,10482974,CC BY-SA 4.0,https://stackoverflow.com/questions/10482974/why-is-stack-memory-size-so-limited,Why is stack memory size so limited?,,,,,,
42,"['c++', 'namespaces', 'header-files']","{'account_id': 436097, 'reputation': 3353, 'user_id': 823048, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/7a371762d1cafd216aba9bd068e8f443?s=256&d=identicon&r=PG', 'display_name': 'nickolay', 'link': 'https://stackoverflow.com/users/823048/nickolay'}",True,76163,10816705.0,6,105,1650368367,1338381939,1439832430.0,10816600,CC BY-SA 3.0,https://stackoverflow.com/questions/10816600/c-namespaces-how-to-use-in-header-and-source-files-correctly,C++: Namespaces -- How to use in header and source files correctly?,,,,,,
43,"['c++', 'arrays', 'class', 'initialization']","{'account_id': 1313540, 'reputation': 595, 'user_id': 1261000, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/de330f3305a64a56b28d1ab7d63a7e25?s=256&d=identicon&r=PG', 'display_name': 'Quade2002', 'link': 'https://stackoverflow.com/users/1261000/quade2002'}",True,80362,10694754.0,3,16,1649931151,1337650029,1495535441.0,10694689,CC BY-SA 3.0,https://stackoverflow.com/questions/10694689/how-to-initialize-an-array-in-c-objects,How to initialize an array in C++ objects,,,,,,
44,"['c++', 'ios', 'xcode']","{'account_id': 181802, 'reputation': 2875, 'user_id': 416047, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/be96c663473501676aa09678c5f20bc2?s=256&d=identicon&r=PG', 'display_name': 'daven11', 'link': 'https://stackoverflow.com/users/416047/daven11'}",True,42463,10405318.0,3,13,1649821424,1335910535,1335911796.0,10405153,CC BY-SA 3.0,https://stackoverflow.com/questions/10405153/include-string-file-not-found-in-ios-in-c-file,#include &lt;string&gt; file not found in iOS in C++ file,,,,,,
45,"['c++', 'c', 'visual-c++', 'drawing']","{'account_id': 1239594, 'reputation': 1095, 'user_id': 1202514, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1200d1352eeab6d2296ba0e77ccd2f54?s=256&d=identicon&r=PG', 'display_name': 'Abdalwhab Bakheet', 'link': 'https://stackoverflow.com/users/1202514/abdalwhab-bakheet'}",False,2322,,1,-1,1649691032,1336192353,1649691032.0,10458878,CC BY-SA 4.0,https://stackoverflow.com/questions/10458878/draw-a-single-pixel-in-the-screen,draw a single pixel in the screen,,,,,,
46,"['c++', 'xcode']","{'account_id': 1497577, 'reputation': 21, 'user_id': 1403161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6636bf7354291e350eff5f241102087f?s=256&d=identicon&r=PG', 'display_name': 'Laura', 'link': 'https://stackoverflow.com/users/1403161/laura'}",True,9635,,3,2,1648662104,1337338681,,10651363,CC BY-SA 3.0,https://stackoverflow.com/questions/10651363/duplicate-symbol-main,Duplicate symbol_main,,,,,,
47,"['c++', 'constants', 'implicit-conversion', 'multiple-indirection']","{'account_id': 1347842, 'reputation': 482, 'user_id': 1288235, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/q9b96.jpg?s=256&g=1', 'display_name': 'Bugalugs Nash', 'link': 'https://stackoverflow.com/users/1288235/bugalugs-nash'}",True,2456,10442444.0,2,1,1648423915,1336102960,1336104381.0,10442403,CC BY-SA 3.0,https://stackoverflow.com/questions/10442403/invalid-conversion-from-int-to-const-int,Invalid conversion from int** to const int**,,,,,,
48,"['c++', 'sockets', 'int']","{'account_id': 1514811, 'reputation': 175, 'user_id': 1416076, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/66a5a1f3a4d06d1fed4bfc1f48cc3fa4?s=256&d=identicon&r=PG', 'display_name': 'Becker', 'link': 'https://stackoverflow.com/users/1416076/becker'}",True,16396,10806826.0,4,5,1647262618,1338325725,1406740197.0,10806754,CC BY-SA 3.0,https://stackoverflow.com/questions/10806754/send-and-receive-int-c,Send and receive int C++,,,,,,
