,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
10,"['c++', 'winapi', 'rtf', 'gdi']","{'account_id': 9761910, 'reputation': 90, 'user_id': 7236746, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xDE6M.jpg?s=256&g=1', 'display_name': 'frankborty', 'link': 'https://stackoverflow.com/users/7236746/frankborty'}",False,141,0,0,1665106326,1552570881,55164040,CC BY-SA 4.0,https://stackoverflow.com/questions/55164040/sendmessage-fails-while-sending-rtf-file-to-hdc,SendMessage fails while sending RTF file to HDC,1665106326.0,,,,,
11,"['c++', 'windows', 'api']","{'account_id': 1461879, 'reputation': 197, 'user_id': 1375970, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/1cb0456ccfcf86876dff0f4ef043e18d?s=256&d=identicon&r=PG', 'display_name': '1337', 'link': 'https://stackoverflow.com/users/1375970/1337'}",True,199,1,2,1664560902,1551712359,54986084,CC BY-SA 4.0,https://stackoverflow.com/questions/54986084/shgetknownfolderitem-fails-on-wow64,SHGetKnownFolderItem - fails on Wow64,,,,,,
12,"['c++', 'qt', 'post', 'network-programming', 'qt5']","{'account_id': 15609414, 'reputation': 1, 'user_id': 11261284, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-I6F_Fu3oqzg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf3yDANrNfbqnSvuJ4aqj21yOQyuA/mo/photo.jpg?sz=256', 'display_name': 'Ammon Mensah', 'link': 'https://stackoverflow.com/users/11261284/ammon-mensah'}",False,110,1,0,1664413982,1553614859,55361097,CC BY-SA 4.0,https://stackoverflow.com/questions/55361097/qt-post-request-executing-but-failing,Qt Post request executing but failing,1664413982.0,,,,,
13,"['c++', 'class', 'vector', 'dynamic-arrays']","{'account_id': 15512767, 'reputation': 35, 'user_id': 11191134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a9c38a90c54ba46ad9e4f9d32227025?s=256&d=identicon&r=PG&f=1', 'display_name': 'jeongbyulji', 'link': 'https://stackoverflow.com/users/11191134/jeongbyulji'}",False,51,1,-5,1664413819,1553648074,55368245,CC BY-SA 4.0,https://stackoverflow.com/questions/55368245/a-function-of-my-class-causes-my-program-to-crash,A function of my class causes my program to crash,1664413819.0,,,,,
14,"['c++', 'iostream']","{'account_id': 9442515, 'reputation': 2732, 'user_id': 7022459, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/646lY.png?s=256&g=1', 'display_name': 'Apollys supports Monica', 'link': 'https://stackoverflow.com/users/7022459/apollys-supports-monica'}",False,355,2,1,1664141362,1552612352,55174213,CC BY-SA 4.0,https://stackoverflow.com/questions/55174213/binary-analog-of-stddec-stdhex-stdoct,"Binary analog of std::dec, std::hex, std::oct",,,,,,
15,"['c++', 'visual-c++', 'c++17']","{'account_id': 14884727, 'reputation': 109, 'user_id': 10748234, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a5fc401ccf5475729dd1b5b7fa01cfa?s=256&d=identicon&r=PG&f=1', 'display_name': 'emik_g', 'link': 'https://stackoverflow.com/users/10748234/emik-g'}",True,59,1,2,1664073193,1553782099,55399637,CC BY-SA 4.0,https://stackoverflow.com/questions/55399637/which-of-overload-templates-will-be-call,Which of overload templates will be call?,1664073193.0,55399673.0,,,,
16,['c++'],"{'account_id': 15184048, 'reputation': 33, 'user_id': 10956591, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UgIjJJKPpv0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNDikQvzjOix8jUjxDcMpdM3k3fAQ/mo/photo.jpg?sz=256', 'display_name': 'fuyao', 'link': 'https://stackoverflow.com/users/10956591/fuyao'}",True,3904,3,2,1662899420,1553656822,55369279,CC BY-SA 4.0,https://stackoverflow.com/questions/55369279/c-in-vscode-error-no-matching-constructor-for-initialization-of-stdthread,C++ in vscode: error: no matching constructor for initialization of &#39;std::thread&#39;,,55369406.0,,,,
17,"['c++', 'visual-studio', 'debugging', 'debug-symbols', 'tilde']","{'account_id': 5370447, 'reputation': 14666, 'user_id': 4279155, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/Gve3F.png?s=256&g=1', 'display_name': 'Dominique', 'link': 'https://stackoverflow.com/users/4279155/dominique'}",True,2552,1,2,1662552990,1552468444,55138092,CC BY-SA 4.0,https://stackoverflow.com/questions/55138092/managed-debugging-does-not-work-anymore-due-to-wrong-version-of-mscordbi-dll,"Managed debugging does not work anymore, due to wrong version of mscordbi.dll",1662552990.0,55139430.0,,,,
18,"['c++', 'class', 'c++11', 'vector', 'operator-overloading']","{'account_id': 15513246, 'reputation': 5, 'user_id': 11191515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b4b46d04e173b08bbb698d6adbf1278?s=256&d=identicon&r=PG&f=1', 'display_name': 'moontracer', 'link': 'https://stackoverflow.com/users/11191515/moontracer'}",True,825,2,0,1662443936,1552402071,55124332,CC BY-SA 4.0,https://stackoverflow.com/questions/55124332/overloading-operator-to-print-vector-data-member,Overloading &lt;&lt; Operator to Print Vector Data Member,1552402492.0,55124613.0,,,,
19,"['c++', 'snmp', 'configure']","{'account_id': 4029928, 'reputation': 31, 'user_id': 3822244, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1163943797/picture?type=large', 'display_name': 'jormigo', 'link': 'https://stackoverflow.com/users/3822244/jormigo'}",False,515,2,1,1662114040,1554010113,55438148,CC BY-SA 4.0,https://stackoverflow.com/questions/55438148/unable-to-configure-agent-configure-error-cannot-find-suitable-libsnmp-lib,Unable to configure AGENT++ configure: error: Cannot find suitable libsnmp++ library,,,,,,
20,"['c++', 'initialization', 'unions']","{'account_id': 6312366, 'reputation': 121, 'user_id': 4903521, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38337cdd6185a5479abe1bcf076dfce7?s=256&d=identicon&r=PG&f=1', 'display_name': 'superuser123', 'link': 'https://stackoverflow.com/users/4903521/superuser123'}",False,42,0,0,1661804613,1552351803,55112520,CC BY-SA 4.0,https://stackoverflow.com/questions/55112520/iniitalize-a-union-in-a-struct-with-a-specific-memberi-in-c,Iniitalize a union in a struct with a specific memberi in c++?,1661804613.0,,,,,
21,"['c++', 'c', 'unicode', 'unions']","{'account_id': 15482683, 'reputation': 23, 'user_id': 11169479, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-iLEEXrag54w/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdsv5gdsuj1di7amTxKOeJZ4e7m5w/mo/photo.jpg?sz=256', 'display_name': 'Maram', 'link': 'https://stackoverflow.com/users/11169479/maram'}",True,118,2,1,1661804594,1552031976,55058935,CC BY-SA 4.0,https://stackoverflow.com/questions/55058935/unicode-of-char-misused-for-int,unicode of char misused for int,1661804594.0,55059056.0,,,,
22,"['c++', 'opencv', 'contour', 'image-segmentation', 'watershed']","{'account_id': 14364650, 'reputation': 1, 'user_id': 10536796, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Am_Fhd0MH1k/AAAAAAAAAAI/AAAAAAAAAWQ/Z8LJHojLcm0/photo.jpg?sz=256', 'display_name': 'Jonel Dominic Brave', 'link': 'https://stackoverflow.com/users/10536796/jonel-dominic-brave'}",True,439,1,0,1661254201,1553257386,55299528,CC BY-SA 4.0,https://stackoverflow.com/questions/55299528/how-do-i-get-the-segmented-regions-from-watershed-opencv-c-for-further-cla,How do I get the segmented regions from watershed (OpenCV - C++) for further classification,1661254201.0,,,,,
23,"['c++', 'opencv', 'contour']","{'account_id': 4418649, 'reputation': 313, 'user_id': 3599412, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QZ7jt.jpg?s=256&g=1', 'display_name': 'Komgcn', 'link': 'https://stackoverflow.com/users/3599412/komgcn'}",False,398,0,2,1661254163,1553763490,55393551,CC BY-SA 4.0,https://stackoverflow.com/questions/55393551/how-to-find-the-contour-which-is-nearest-to-the-center-of-image,How to find the contour which is nearest to the center of image?,1661254163.0,,,,,
24,"['c++', 'dll', 'visual-studio-code', 'mingw-w64']","{'account_id': 15235143, 'reputation': 157, 'user_id': 10993065, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-PZLWmOv3CZA/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNmAN159G1YjShfR7djjUTcR0NtlA/mo/photo.jpg?sz=256', 'display_name': 'Daniel Ramsey', 'link': 'https://stackoverflow.com/users/10993065/daniel-ramsey'}",False,13320,2,2,1660921210,1551483049,54953713,CC BY-SA 4.0,https://stackoverflow.com/questions/54953713/how-to-use-a-third-party-dll-in-visual-studio-code,How to use a Third-Party DLL in Visual Studio Code,1551500715.0,,,,,
25,"['c++', 'vector', 'x86', 'clang', 'simd']","{'account_id': 682158, 'reputation': 4149, 'user_id': 862391, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/982465269bdfd8f6e1790677fa3aed41?s=256&d=identicon&r=PG', 'display_name': 'A Fog', 'link': 'https://stackoverflow.com/users/862391/a-fog'}",False,1134,0,3,1660685353,1553758603,55392309,,https://stackoverflow.com/questions/55392309/clang-bug-not-fixed-for-more-than-5-years-what-to-do,Clang bug not fixed for more than 5 years. What to do?,,,1660704592.0,Opinion-based,,
26,"['c++', 'macos', 'boost', 'homebrew']","{'account_id': 3217520, 'reputation': 401, 'user_id': 2715778, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roy Li', 'link': 'https://stackoverflow.com/users/2715778/roy-li'}",True,1930,1,1,1660560104,1553876059,55421524,CC BY-SA 4.0,https://stackoverflow.com/questions/55421524/boost-signals-library-missing-when-installing-boost-with-brew,boost_signals library missing when installing boost with brew,,55422168.0,,,,
27,"['c++', 'linux', 'opencv']","{'account_id': 15412949, 'reputation': 51, 'user_id': 11119222, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-FoXsyvfsh18/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdxVEhTNyAp_RDPWXE_8jnxurAI9A/mo/photo.jpg?sz=256', 'display_name': 'user', 'link': 'https://stackoverflow.com/users/11119222/user'}",True,17362,2,4,1660345913,1551447092,54945709,CC BY-SA 4.0,https://stackoverflow.com/questions/54945709/fatal-error-opencv2-core-hpp-no-such-file-or-directory-compilation-terminated,fatal error: opencv2/core.hpp: No such file or directory compilation terminated in opencv4,1660345913.0,,,,,
28,"['c++', 'opencv', 'camera-calibration']","{'account_id': 6289243, 'reputation': 1499, 'user_id': 4887464, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/InMEw.png?s=256&g=1', 'display_name': 'Olga Pshenichnikova', 'link': 'https://stackoverflow.com/users/4887464/olga-pshenichnikova'}",True,1136,1,0,1660343772,1553682178,55374867,CC BY-SA 4.0,https://stackoverflow.com/questions/55374867/assertion-failed-ssize-empty-in-remapbilinear,Assertion failed (!ssize.empty()) in remapBilinear,1660343772.0,55377263.0,,,,
29,"['c++', 'opencv', 'machine-learning', 'image-processing', 'neural-network']","{'account_id': 10510660, 'reputation': 93, 'user_id': 7746476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a0321d0e5c71440a5877c93eb8455cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'muraad malik', 'link': 'https://stackoverflow.com/users/7746476/muraad-malik'}",False,79,1,0,1660343714,1551425797,54939958,CC BY-SA 4.0,https://stackoverflow.com/questions/54939958/how-to-convert-ann-mlp-algorithm-api-from-c-to-c,How to convert ANN_MLP algorithm api from c to c++,1660343714.0,,,,,
30,"['c++', 'unit-testing', 'googletest', 'googlemock']","{'account_id': 210795, 'reputation': 21006, 'user_id': 462608, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/s9JpE.jpg?s=256&g=1', 'display_name': 'Aquarius_Girl', 'link': 'https://stackoverflow.com/users/462608/aquarius-girl'}",True,1031,1,3,1660298662,1553758703,55392339,CC BY-SA 4.0,https://stackoverflow.com/questions/55392339/gmock-death-case-mock-function-not-being-called,GMock death case - mock function not being called,1659071139.0,55401370.0,,,,
31,"['c++', 'concurrency', 'locking', 'readwritelock']","{'account_id': 4511267, 'reputation': 314, 'user_id': 3667297, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20ec2f87b8f78a4ae0b2764f37eba0cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'tekkk', 'link': 'https://stackoverflow.com/users/3667297/tekkk'}",True,356,2,-3,1660057018,1553100035,55265950,CC BY-SA 4.0,https://stackoverflow.com/questions/55265950/simple-read-write-lock,Simple Read Write Lock,1553101617.0,,,,,
32,"['c++', 'winapi', 'audio', 'recording']","{'account_id': 2883964, 'reputation': 3904, 'user_id': 2474248, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/BDsoE.jpg?s=256&g=1', 'display_name': 'machine_1', 'link': 'https://stackoverflow.com/users/2474248/machine-1'}",True,185,2,1,1660045201,1552394745,55121822,CC BY-SA 4.0,https://stackoverflow.com/questions/55121822/record-from-speakers-and-end-a-recording-process-by-pressing-a-key-instead-of-wa,Record from speakers and end a recording process by pressing a key instead of waiting specified amount of time,,55121908.0,,,,
33,"['c++', 'opencv', 'contour']","{'account_id': 4418649, 'reputation': 313, 'user_id': 3599412, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QZ7jt.jpg?s=256&g=1', 'display_name': 'Komgcn', 'link': 'https://stackoverflow.com/users/3599412/komgcn'}",True,4217,2,5,1659680477,1553680488,55374305,CC BY-SA 4.0,https://stackoverflow.com/questions/55374305/how-to-get-an-expanded-or-contracted-contour-in-opencv,How to get an expanded or contracted contour in OpenCV?,1659680477.0,55377729.0,,,,
34,['c++'],"{'account_id': 15524294, 'reputation': 19, 'user_id': 11199616, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-bBDl-T1W5Ec/AAAAAAAAAAI/AAAAAAAAAsU/_FATXaikqOU/photo.jpg?sz=256', 'display_name': 'Arashi', 'link': 'https://stackoverflow.com/users/11199616/arashi'}",True,2402,2,-2,1659217349,1552511259,55151222,CC BY-SA 4.0,https://stackoverflow.com/questions/55151222/cout-is-not-a-member-of-std-progect-file-c,&#39;cout&#39; is not a member of &#39;std&#39; (Progect File c++),,,,,,
35,"['c++', 'googletest', 'googlemock']","{'account_id': 6229896, 'reputation': 25, 'user_id': 4847004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0813fa5df17f84705a83e0a545b4a451?s=256&d=identicon&r=PG&f=1', 'display_name': 'valikund', 'link': 'https://stackoverflow.com/users/4847004/valikund'}",True,880,1,1,1659071276,1553599347,55355947,CC BY-SA 4.0,https://stackoverflow.com/questions/55355947/how-to-match-a-field-of-a-struct-which-is-passed-by-reference-to-a-mocked-functi,How to match a field of a struct which is passed by reference to a mocked function?,1659071276.0,55363563.0,,,,
36,"['c++', 'googletest', 'virtual-functions', 'googlemock']","{'account_id': 210795, 'reputation': 21006, 'user_id': 462608, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/s9JpE.jpg?s=256&g=1', 'display_name': 'Aquarius_Girl', 'link': 'https://stackoverflow.com/users/462608/aquarius-girl'}",True,654,1,1,1659071270,1553659827,55369684,CC BY-SA 4.0,https://stackoverflow.com/questions/55369684/gmocks-willonce-with-return-does-not-fail-on-wrong-return-value,GMock&#39;s `WillOnce` with `Return` does not fail on wrong return value,1659071270.0,55369926.0,,,,
37,"['c++', 'c++11', 'googlemock']","{'account_id': 1404488, 'reputation': 1117, 'user_id': 5225378, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d1c96d5e7d27eb5b70bf51ba1a2b35f9?s=256&d=identicon&r=PG', 'display_name': 'del', 'link': 'https://stackoverflow.com/users/5225378/del'}",True,134,1,0,1659071238,1552082459,55071594,CC BY-SA 4.0,https://stackoverflow.com/questions/55071594/how-to-check-elements-in-stdunique-ptrint,How to check elements in std::unique_ptr&lt;int[]&gt;?,1659071238.0,,,,,
38,"['c++', 'googlemock']","{'user_type': 'does_not_exist', 'display_name': 'user3458'}",True,169,1,2,1659071151,1553001024,55241892,CC BY-SA 4.0,https://stackoverflow.com/questions/55241892/any-value-for-a-const-stdstring-argument,&quot;Any value&quot; for a `const std::string&amp;` argument,1659071151.0,,,,,
39,"['c++', 'unit-testing', 'googletest', 'googlemock']","{'account_id': 210795, 'reputation': 21006, 'user_id': 462608, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/s9JpE.jpg?s=256&g=1', 'display_name': 'Aquarius_Girl', 'link': 'https://stackoverflow.com/users/462608/aquarius-girl'}",True,3920,1,1,1659071145,1553685456,55375912,CC BY-SA 4.0,https://stackoverflow.com/questions/55375912/expect-death-with-gmock-failed-to-die,EXPECT_DEATH with GMock - failed to die,1659071145.0,55391447.0,,,,
40,"['c++', 'namespaces', 'external', 'linkage']","{'account_id': 12963938, 'reputation': 31, 'user_id': 9372215, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Cartino', 'link': 'https://stackoverflow.com/users/9372215/cartino'}",True,410,1,-2,1658989942,1552095736,55073188,CC BY-SA 4.0,https://stackoverflow.com/questions/55073188/c-using-external-linkage-with-an-unnamed-namespace-to-use-a-constant-variable,C++: Using external linkage with an unnamed namespace to use a constant variable,1552096979.0,,,,,
41,['c++'],"{'account_id': 15179824, 'reputation': 53, 'user_id': 10953387, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Sd1VaOLJidQ/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZV5zQsBT17LtVG0iK0fw_FJ9DnGw/mo/photo.jpg?sz=256', 'display_name': 'DMS', 'link': 'https://stackoverflow.com/users/10953387/dms'}",True,4129,2,0,1658600465,1553372563,55318019,CC BY-SA 4.0,https://stackoverflow.com/questions/55318019/creating-a-c-text-pyramid-from-user-input,"Creating a C++ text pyramid, from user input",,55318142.0,,,,
42,"['c++', 'concurrency', 'atomic']","{'account_id': 8730102, 'reputation': 862, 'user_id': 6530474, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qeyoz.png?s=256&g=1', 'display_name': 'Hrisip', 'link': 'https://stackoverflow.com/users/6530474/hrisip'}",True,269,3,1,1658424736,1553112140,55269288,CC BY-SA 4.0,https://stackoverflow.com/questions/55269288/how-can-an-atomic-operation-be-not-a-synchronization-operation,How can an atomic operation be not a synchronization operation?,,55270004.0,,,,
43,"['python', 'c++', 'ctypes']","{'account_id': 7648525, 'reputation': 1371, 'user_id': 5798231, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/609adac6167f55126b0cb7fc93f4e589?s=256&d=identicon&r=PG&f=1', 'display_name': 'huy nguyen', 'link': 'https://stackoverflow.com/users/5798231/huy-nguyen'}",True,887,2,0,1658211232,1551932418,55036033,CC BY-SA 4.0,https://stackoverflow.com/questions/55036033/memory-core-dump-c,Memory Core Dump C++,1658211232.0,55036240.0,,,,
44,"['c++', 'visual-studio', 'alignment', 'new-operator']","{'account_id': 2288816, 'reputation': 2615, 'user_id': 2029077, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/1d2bb4f14d2cf7c91169f00b39d690e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Minimus Heximus', 'link': 'https://stackoverflow.com/users/2029077/minimus-heximus'}",True,740,1,7,1657755243,1552831633,55207941,CC BY-SA 4.0,https://stackoverflow.com/questions/55207941/alignment-in-new-operator-c17-visual-studio,alignment in new operator C++17 - Visual Studio,,,,,,
45,"['c++', 'chi-squared', 'cdf']","{'account_id': 5457517, 'reputation': 605, 'user_id': 4340496, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/e8802d1cdb39aa6f442261ae245856d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'hao', 'link': 'https://stackoverflow.com/users/4340496/hao'}",True,592,1,4,1657686764,1551814518,55010268,CC BY-SA 4.0,https://stackoverflow.com/questions/55010268/is-there-a-built-in-chi-square-cdf-function-in-c,Is there a built in Chi square CDF function in C++,1657686764.0,,,,,
46,"['c++', 'http', 'visual-c++', 'wininet']","{'account_id': 11123216, 'reputation': 746, 'user_id': 8165517, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/13Qhe.jpg?s=256&g=1', 'display_name': 'epiphany', 'link': 'https://stackoverflow.com/users/8165517/epiphany'}",False,1997,0,1,1655797617,1553828457,55409879,CC BY-SA 4.0,https://stackoverflow.com/questions/55409879/http-post-request-via-wininet,HTTP POST request via Wininet,1655797617.0,,,,,
